global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6159.606634169757	n/a	37940753.88770808	n/a	12599.167352182523	n/a	158739017.96830198	n/a	5825.194054210962	n/a	n/a	33932885.76921475	5969.558898929843	8342.227047878512	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0316846	n/a	n/a	0.00100391387716	-0.0197966	n/a	0.00039190537156	n/a	0.0349174	n/a	0.00121922482276	n/a	-0.00080879	n/a	6.541412641e-07	n/a	0.000185902	n/a	3.4559553604e-08	n/a	-0.000362923	n/a	n/a	1.3171310392900002e-07	0.0	0.0
6049.532035776639	-110.07459839311832	36596837.851887845	12116.417211406286	12175.785255704608	-423.3820964779152	148249746.59303373	179252.3996180347	5764.86908026301	-60.32497394795246	3639.102481821143	33233715.51257248	5904.5737422325865	7872.520980709487	1.386782	47.414082	0.1372325	0.0921377	-0.1138237515	0.0861924504	-0.0275611998	0.0988437328	-0.0800923746	0.1285394728	-0.0153995812	0.0394677326	-0.0892191052	0.2005832718	-0.124763149	0.1329507599	-0.1167077053	0.3020183228	-0.1589460293	0.0848620344	-0.0829901349	0.1789479521	-0.0969477275	0.1581153363	-0.0333882034	0.0831934456	-0.1918904718	-0.0583928579	0.0523492423	-0.0594419298	0.0659363292	-0.0785383586	0.0919723065	-0.0298327395	0.1315847699	-0.0756365448	0.0547692969	-0.0602302167	0.2367846184	-0.0070668005	0.023352431	-0.0962640053	-0.0735844287	0.014644955	0.0595076397	-0.0574428274	0.0751175828	-0.1247226662	0.0052939385	0.0088812666	0.1626557227	-0.1765493299	0.0611023112	0.0366598226	0.0179074808	0.0211923705	-0.1515549797	0.1188627154	0.008909419	-0.0230203506	-0.07873905	-0.0907652898	0.0840660875	0.0520769736	-0.0606816489	-0.0163225294	-0.0317223626	-0.0627358934	-0.0310664696	0.0704277514	-0.1172579779	0.0402737387	-0.046277628	0.2060796446	0.0827275886	-0.0358632206	0.0350147256	-0.0666356093	0.0607844095	-0.2067952825	0.0775191795	-0.0801190673	0.0337184016	-0.0183784947	0.1544016133	-0.1084419355	0.1235133332	-0.0264623191	0.044927306	-0.023227123	-0.074013645	0.0334290239	-0.0316453595	-0.057972128	0.1905773343	-0.011551323	-0.1332337509	-0.0279702911	0.1693334184	-0.0958202511	-0.0366309027	-0.0140466985	0.067869739	0.0887896794	-0.0387422674	-0.0153199389	-0.0578126232	0.1295585405	0.0538266093	-0.0391487811	-0.0090372676	-0.1505481758	0.0182302122	0.0646526012	0.0395141263	-0.0813122379	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	0.0398436	0.008159	6.6569281e-05	0.00158751246096	0.0676321	0.0874287	0.00457410095041	0.00764377758369	0.0440519	0.0091344999999999	0.0019405698936099	8.343909024999994e-05	-0.00110976	-0.00030097	1.2315672576e-06	9.058294090000001e-08	-0.0	-0.000185902	0.0	3.4559553604e-08	-0.000199589	0.000163334	2.667799555600001e-08	3.983576892099999e-08	0.0	0.0
6083.632446033365	34.10041025672672	37010583.73842991	1162.8379796770728	12190.198929339647	14.413673635039231	148600949.9368735	207.75398765742503	5786.420837892813	21.551757629803436	464.4782569337905	33482666.11320017	5922.316474640665	8115.193543650613	1.198478	40.975945	0.18812035	0.154413	0.1408293028	0.026434476	-0.0563031744	0.1080180617	0.0617476498	-0.049009705	0.0247672824	-0.0224132711	-0.1120180842	0.1074612961	-0.1337772213	-0.1626108423	-0.0841249355	0.0310560925	-0.1555227913	0.031225498	0.0688195277	-0.1772071327	0.0719641493	0.1807536756	0.1446427447	0.1062165274	-0.1157026253	-0.0812045366	-0.0696342739	0.0835846891	0.0400257045	0.1870976781	0.0594916197	-0.0720989253	0.0902517868	0.1211335895	-0.0442695512	0.0509781848	0.0535296118	-0.0088305023	0.0771649223	-0.1634605715	-0.0406042982	-0.0044575943	0.1728484078	0.0582231365	-0.1328898998	-0.1094737902	0.0779703924	-0.1148277574	0.0531998101	-0.0158971146	-0.0654262028	0.063973575	0.1404364478	-0.0654805052	-0.1080691113	0.0671434955	-0.0769975854	-0.0633394922	0.0198283084	0.0290665727	-0.1211690079	0.0671657241	-0.051229973	0.0882381845	0.0969019807	0.0367417695	-0.097105149	-0.011681039	0.0519498572	-0.162988245	-0.0568204587	0.1755759004	-0.0370270031	0.020276439	-0.0201830997	-0.0287955804	-0.115401745	-0.1176129558	-0.1341353011	0.1031619635	0.045905143	-0.0162865068	-0.0326175472	-0.0321663339	0.0889849679	-0.0361092454	0.1681777755	0.0822154194	-0.0944538074	0.0391813528	-0.0235621504	0.1690277194	0.1586387781	-0.1175256701	-0.1140450263	0.0570981416	0.0739029178	0.0915267054	0.0679763621	-0.0265255063	0.1287687267	-0.0195100731	0.0163747238	0.0617833312	-0.0896097235	-0.132012684	-0.0150259727	-0.0924881413	-0.0198870057	-0.0268922352	-0.0446440987	-0.0124416231	-0.091359592	-0.0204481405	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.0256406	-0.014203	0.000201725209	0.00065744036836	-0.0837940999999999	-0.1514261999999999	0.0070214511948099	0.0229298940464399	0.043501	-0.0005509	0.0018923370009999	3.0349081e-07	-0.000743528	0.0003662319999999	5.528338867840001e-07	1.3412587782399997e-07	1.37711e-23	1.37711e-23	1.8964319521000004e-46	1.8964319521000004e-46	-0.000127016	7.257299999999998e-05	5.266840328999997e-09	1.6133064256000002e-08	0.0	0.0
6042.985977475348	-40.64646855801766	36517679.52396368	1652.1354062379182	12090.508936520131	-99.6899928195162	146180406.34407315	9938.09466835519	5772.701575439696	-13.719262453117151	188.2181622575101	33324083.47908395	5908.010438661664	7937.130089580174	1.196491	40.90802	0.19045687	0.136152	-0.070294449	0.0515276058	0.0831247359	0.0009013512	-0.0598359146	-0.056486218	0.1419095288	0.0307932349	-0.0351315166	-0.0467786151	0.01485272	0.0286287932	-0.0484814506	0.1243777658	-0.1385946214	-0.039384252	0.1661941791	-0.0823752906	-0.0052223077	0.1431202134	0.0190406109	-0.2181550521	-0.0543081362	0.1948227875	-0.0798031605	-0.0433401538	-0.0078972662	0.0033762421	0.0214701847	0.1515260401	0.1186450846	-0.0341800136	-0.0901173634	-0.0413312159	-0.0834840155	0.0450619452	0.0077188199	0.0259178769	-0.0942778791	-0.029892244	0.0712089911	-0.0823343965	0.0043193955	0.0133978446	0.0508827628	0.0602936716	0.0014847483	0.03511554	-0.0394317284	-0.1370052326	-0.0351408016	0.0585842966	-0.1384093739	-0.0120223277	-0.0053177138	-0.0488991128	0.0855590632	0.0701858401	-0.0002392079	0.0442141472	0.2251870285	-0.0636530699	-0.0648027303	-0.0058054504	-0.1172664011	-0.1012004743	0.0476245313	0.0499704186	0.244022808	0.0315638693	-0.0966902675	0.0375607695	-0.0094234074	0.1392551273	-0.0821491376	-0.0434016041	0.1669432356	0.0939151957	-0.0658409267	-0.0064620738	0.0189035214	0.0717678048	-0.0040334792	-0.0462362496	-0.0297235526	0.0185708333	-0.0813302477	0.07193713	0.0896394402	-0.0682893069	-0.0085974456	0.0856973631	-0.0161223234	-0.0431414343	-0.0477413341	-0.0061128439	0.0135732556	0.023120827	0.1556307766	-0.0563033326	0.0246050386	-0.0085874291	-0.0155073202	0.0175062156	-0.1120173507	0.0739425739	-0.0512413399	0.1477359216	-0.0873336119	0.2027175497	-0.0246049734	0.0973322421	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.0217122	-0.0039283999999999	1.543232655999999e-05	0.00047141962884	0.039627	0.1234210999999999	0.001570299129	0.0152327679252099	0.0407631	-0.0027379	0.0016616303216099	7.496096410000008e-06	-0.00169351	-0.000949982	2.8679761201000004e-06	9.02465800324e-07	0.00019608	0.00019608	3.84473664e-08	3.84473664e-08	-6.56886e-05	6.13274e-05	3.76104999076e-09	4.31499216996e-09	0.0	0.0
6053.3186150194215	10.332637544073805	36642666.25494064	106.76339861720356	12082.88750034358	-7.62143617655056	145996170.34595913	58.08628939323362	5785.22114333217	12.519567892473788	156.73958021426057	33468783.67725758	5919.427981555505	7921.928164229425	1.106297	37.824303	0.1438882799999999	0.104539	0.0941007232	0.0338538092	-0.0255265951	-0.0179568419	-0.1598356153	-0.0885676879	-0.0187311585	-0.0399998262	-0.0017793824	-0.0536763868	-0.0917550232	-0.1556610542	-0.0459344243	0.0708828819	-0.1483849544	0.0601074232	-0.1227722441	-0.0807534329	-0.019099179	-0.0140634776	0.0326339059	-0.0992280764	-0.0564135294	-0.0158384463	0.1005369965	0.0481057018	0.185421615	-0.1525327603	-0.0426028329	-0.0866816707	0.0558876567	-0.0274676022	-0.1152624734	-0.1282304665	-0.0247475279	-0.1197484836	-0.0254110854	0.0943563245	0.0908882303	0.0034569588	-0.091459243	-0.1613847881	-0.0776165483	-0.0635393761	0.0724637125	0.0471238525	-0.1181545311	0.0727812612	0.0214769205	-0.0729713271	-0.1040314774	-0.0814027292	0.0531854787	0.0089014858	0.0563849917	0.0448216638	-0.0481797209	-0.0901005392	0.0081371053	-0.0181973225	-0.1313148329	-0.0648851302	0.2480001341	0.1133656263	0.0206401228	-0.0440676699	0.0899510716	-0.0232505783	0.064593387	0.0307421924	0.0532693768	0.0840549884	0.1618865095	-0.0646687282	0.0928912945	-0.0273004456	0.1053139928	-0.0569455546	-0.1394635959	-0.2015421179	-0.0942134015	-0.0612382224	-0.0542942182	0.0710483649	-0.0945860357	-0.0123263727	0.0923563774	0.1721828126	0.0448247892	-0.0155824793	-0.0457669586	0.03740533	-0.0120959329	0.0900408328	-0.0732380338	-0.03496252	0.1005140508	0.0733805787	-0.0351916154	0.0629404488	-0.0264850951	-0.0375405362	0.0409660215	0.0469971842	0.0423822304	0.0571316258	0.0126902972	-0.1908584569	-0.1183027962	-0.2132624136	-0.0682907384	0.0274627524	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0236498	0.0019375999999999	3.754293759999991e-06	0.0005593130400399	-0.0464502	-0.0860771999999999	0.0021576210800399	0.0074092843598399	0.039967	-0.0007960999999999	0.001597361089	6.337752099999905e-07	-0.000670433	0.001023077	4.4948040748900003e-07	1.0466865479290002e-06	0.000183298	-1.2782e-05	3.3598156804000005e-08	1.6337952400000002e-10	0.0	6.56886e-05	4.31499216996e-09	0.0	0.0	0.0
6025.644834268523	-27.673780750898917	36308395.66874693	765.8381410488232	12024.010160754831	-58.87733958874924	144576820.34593543	3466.5411170488983	5774.52676395773	-10.69437937444036	114.36975020445536	33345159.34766413	5915.303338260079	7850.914795131683	1.242889	42.494366	0.0921574499999999	0.0651329	-0.1030273671	-0.1060297663	0.1058040124	-0.1365440272	0.1098305813	-0.0396139656	0.0825182013	0.0434876265	0.1402273077	-0.1032556558	0.113172635	0.1145580616	0.0635007125	-0.0120367051	-0.0637049921	-0.0715674387	0.0597789333	-0.1472063617	0.0219516334	0.0125483379	-0.0418651705	-0.0255575611	0.024862508	-0.1809321641	-0.0300491804	-0.0689844187	0.0225249906	-0.0158187557	0.0263113534	0.0082419876	-0.0459683487	-0.0928291891	-0.0941058365	0.0049284394	0.1721249799	-0.0322359533	0.0723097883	0.1671945522	0.1265608466	-0.0214026511	-0.0324141975	0.0992357237	-0.1100473707	0.0249418358	-0.2886900173	0.0055988506	-0.169850825	0.1084832061	0.0564660345	0.3065386947	-0.0505188971	-0.0068507499	-0.0925904529	-0.0260520083	-0.0194838782	0.0034295786	-0.0857170177	0.0557003956	0.0805288877	-0.0357678196	-0.052113949	0.1228240527	0.0337074732	-0.0762607754	-0.1300255885	0.0103795897	-0.0136006575	0.0253440006	-0.0094114787	-0.030981555	0.0716849583	-0.1114025974	-0.0359465547	-0.1394915327	-0.0258719655	0.019381871	0.0080632958	-0.0315643796	-0.0780938192	0.0367965166	0.0553935064	-0.197959177	-0.0034133018	0.0685800747	-0.1091280297	0.0978748216	0.1592189139	-0.0136092423	-0.1618178897	0.2120590011	0.0043783588	-0.0195105383	0.2859596429	0.1357414705	-0.0383290316	0.009771948	-0.28110123	0.064003059	0.0609481706	0.1091634531	0.0040809073	0.0344218299	0.0748388866	-0.0423877928	0.0164960436	-0.0739673916	0.1788624052	-0.0287200662	0.0673117924	0.0566224664	-0.0767275748	0.0181203672	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.0295523	0.0059025	3.483950625000002e-05	0.00087333843529	0.0163409	0.0627910999999999	0.0002670250128099	0.0039427222392099	0.0349508	-0.0050162	0.0012215584206399	2.516226244000005e-05	-0.0008675519999999	-0.0001971189999998	7.526464727038265e-07	3.8855900160960574e-08	0.000355132	0.0001718339999999	1.26118737424e-07	2.9526923555999993e-08	0.0	0.0	0.0	0.0	0.0	0.0
6017.575306265515	-8.06952800300769	36211212.5665765	65.11728219132527	12030.34760810009	6.337447345258624	144729263.57171956	40.163238853925584	5755.140155798656	-19.38660815907315	375.8405759134416	33121638.212886184	5895.955764727814	7795.327902290575	1.149147	39.289337	0.0553457999999999	0.0321307	0.0458938319	0.0479408197	0.1300070685	-0.0560997676	0.0035736334	0.086091095	-0.1015663774	0.0954140963	0.0455248935	-0.0487175915	0.1341859776	-0.0007132048	-0.1580634174	-0.0443763142	0.085096994	-0.0422383915	-0.0457632843	0.0374521719	-0.009415018	-0.1102048404	-0.0819076893	0.0391742052	-0.0792079605	-0.0414222409	0.1055894943	0.0753895111	-0.0487046961	-0.1382092642	0.034062487	0.0752478124	-0.0947258266	0.1693353267	-0.0586911967	0.1135674719	-0.0359083773	-0.0413175726	-0.077103733	-0.0910976726	-0.1214464636	0.0792360142	-0.0435705352	0.0807174305	0.0601146632	0.0381800509	0.0976584907	0.082421849	-0.0668606019	-0.0105104438	0.0417406527	-0.111235836	-0.1659978995	-0.0278201728	-0.0026348224	-0.0476789319	0.0364860453	0.0019019313	-0.0038554778	0.1028198439	0.0075260837	-0.0380118208	0.0577952239	-0.1224142449	-0.1343178186	0.1564005609	-0.0148795269	0.0140925749	-0.0864768852	0.101234959	-0.0169801613	0.063025265	0.0501466624	0.0720611579	-0.0051491759	-0.1320567208	0.1358210965	0.1131492698	0.0052958435	0.1476322989	0.1088796845	0.0664594049	-0.1246437502	-0.0223982523	0.0139452205	-0.0874064643	0.0536266881	-0.1469460704	-0.1202741246	-0.0743307171	0.0256038277	-0.0458083454	-0.0812964591	0.0945990873	-0.0331044899	-0.0058902246	-0.0518102082	-0.0747129923	0.0386934521	0.1495860068	0.0280936398	0.0096888127	-0.0132854201	-0.0344807521	0.0912683681	0.0207935057	-0.0709706255	0.1317815675	-0.1014189101	0.1039200765	0.0321702479	0.0110196303	-0.1370346859	0.0168394324	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0258075	-0.0037447999999999	1.4023527039999995e-05	0.00066602705625	0.0443779	0.028037	0.00196939800841	0.0007860733689999	0.0336001	-0.0013506999999999	0.00112896672001	1.82439048999999e-06	-0.000591307	0.0002762449999999	3.49643968249e-07	7.631130002494474e-08	0.00029669	-5.844199999999997e-05	8.80249561e-08	3.4154673639999963e-09	-0.000109579	-0.000109579	1.2007557241e-08	1.2007557241e-08	0.0	0.0
6044.929488991746	27.35418272623156	36541172.526882015	748.2513126200648	12071.04603497684	40.69842687675009	145710152.37853009	1656.361950242174	5775.140004502743	19.999848704086617	399.9939481863551	33352242.071607944	5912.384189975334	7882.336248986638	1.135836	38.83424	0.0730628999999999	0.0342527	-0.0477824726	-0.1586909	0.0571253637	0.0760894987	0.0483357264	-0.0406496893	-0.0818023592	0.0219834151	0.0447967739	0.0135684592	0.1042828267	-0.0796335325	0.1510961786	-0.0380972903	0.0841089799	-0.0260656803	-0.0394167008	0.072147736	0.0538745896	0.099373141	-0.0687117547	-0.0931436912	0.0294390817	0.1438117614	0.0004241873	0.1130459446	-0.1236325376	0.0264619191	-0.0237176051	-0.0315513735	0.140603385	-0.0972966413	0.1639368647	0.100967283	-0.1331007872	0.1153496767	0.1698936041	-0.03387884	0.0473488497	0.0204182964	0.0046682752	-0.0227401256	-0.0760833442	0.0119927243	0.0124261518	0.1834291808	-0.0233981119	0.1835849169	-0.0836630673	-0.1072264251	0.1342819949	0.0074413981	0.0568234864	-0.0164657003	0.008158719	-0.0397026363	-0.0325671069	0.0682832979	-0.0442494672	-0.0773046873	-0.0068274565	-0.0213069699	0.0323135162	-0.0108476636	-0.0087387889	0.0112080438	0.0132449771	0.0753435948	0.0496756848	-0.0653947103	-0.0679527762	0.158110763	-0.0977136658	0.1736366356	0.0476831677	-0.0765864726	0.0150363927	-0.0621194423	-0.025859566	0.134873967	-0.0003680353	0.2347756848	0.0732363516	0.1105781272	0.0328225739	0.0460858789	0.0062779094	-0.0257279662	0.0024002109	0.0606965215	0.0364167158	0.1986680107	-0.030946739	0.0680527213	-0.1609425478	0.10494286	0.1057263353	-0.1467138914	-0.006435995	0.0268129103	-0.0155812757	0.0484657938	0.0359428305	-0.0820412455	-0.0580163324	0.0769036873	0.035911184	0.0289655747	0.0073931399	0.0075967071	-0.0368256891	0.0121888074	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.0339442	0.0081367	6.620588689e-05	0.00115220871364	0.0555429	0.011165	0.00308501374041	0.000124657225	0.0106429	-0.0229572	0.00011327132041	0.00052703303184	-0.00110564	-0.000514333	1.2224398095999998e-06	2.64538434889e-07	0.000393883	9.719299999999998e-05	1.55143817689e-07	9.446479248999997e-09	-0.000105025	4.553999999999997e-06	2.0738915999999976e-11	1.1030250625e-08	0.0	0.0
6051.703646714547	6.774157722800737	36623117.02765815	45.88921285338087	12074.93184631637	3.8858113395308473	145803979.09318528	15.099529766426512	5782.665024517687	7.525020014943948	56.62592622530701	33439214.785780143	5921.366715799488	7862.159723173857	1.090018	37.267723	0.09201356	0.0561399	-0.0680701975	0.0471468046	-0.0064844748	0.0760580115	0.0881709624	-0.0383193115	-0.1171661739	0.0256748957	-0.0336353404	0.0046474137	0.0248885198	-0.0073024104	-0.0856789399	-0.1067403701	-0.0228993495	-0.0852078651	-0.1594703448	0.1027645446	-0.0790888221	0.1302057772	0.1102966545	-0.0970230454	0.1805513067	-0.0522395077	-0.0524884364	-0.1051246683	0.0767626449	-0.1125681762	0.0207050013	-0.0110592632	-0.1058049387	0.036860507	0.0171357429	-0.0309328458	-0.1871392023	0.0514593839	0.0919000592	0.1179537535	-0.0365147385	-0.0728368386	-0.0049281385	-0.0442704806	0.1595688773	0.0946652091	0.0361221257	-0.0938464351	0.1328221738	-0.1476179175	0.0283099654	0.1092318382	0.0313737432	-0.0107414761	0.1015374257	0.0248283284	-0.0342070705	-0.0481637908	0.0526622894	0.1568142782	-0.0171794297	0.0176333484	0.0443048128	0.0292971913	0.1444239548	-0.0631863264	0.0648774026	0.0409182648	-0.0029561311	-0.1093981892	0.1395452904	-0.190229259	-0.0093843182	-0.133709278	0.0790122992	-0.1381614329	0.0043954053	0.0718282259	0.0149768237	-0.0012830518	-0.0072162696	-0.049762934	-0.0398647204	0.1911579634	0.0300579387	-0.0327584629	-0.0792253159	0.1060077959	0.0806980576	-0.0316272364	-0.0762965472	-0.1116076607	-0.0691714951	-0.0912477917	-0.0841751774	-0.1127456773	0.1318328501	-0.0638159035	-0.0696449598	-0.0384578123	-0.1426505139	-0.0291859325	0.0620128516	0.0425952341	-0.0408313673	-0.097453765	-0.1613390797	-0.0453466054	0.0332023992	0.0144628848	-0.122399685	-0.0299162084	0.1153394519	-0.0631420089	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.026379	-0.0075652	5.7232251040000016e-05	0.000695851641	0.00560304	-0.04993986	3.13940572416e-05	0.0024939896168196	0.0133022	0.0026593	0.00017694852484	7.071876489999999e-06	-0.000706386	0.0003992539999999	4.98981180996e-07	1.5940375651599998e-07	0.000261178	-0.000132705	6.8213947684e-08	1.7610617025e-08	0.0	0.000105025	1.1030250625e-08	0.0	0.0	0.0
6044.6763954974695	-7.027251217077719	36538112.72628428	49.38225966792028	12044.014579828296	-30.917266488075256	145058287.19911656	955.8773670946612	5776.420343614613	-6.244680903074368	38.9960395812217	33367031.98612476	5917.051789328263	7973.849861954381	1.214337	41.518177	0.03621265	0.0206225	0.1569248299	-0.0501366317	-0.0506086786	0.0005372301	-0.0155451631	0.0673049269	-0.0041855344	0.0389694167	0.1094583688	0.0309017156	-0.0254459524	-0.0704642526	0.0215312001	-0.0991278357	0.038205011	0.1126309605	0.0629631682	0.0487015674	0.0362516706	-0.0582343105	-0.025330612	0.1418047323	0.0393356697	0.0707018372	-0.0029784041	0.0348650984	-0.0453488428	0.0724423666	-0.0506878437	-0.0336824583	-0.0584891012	0.0113674769	-0.1061890111	0.0399650692	-0.1327049304	0.0796394817	0.0014919861	-0.1293259305	-0.0047778499	-0.0367772099	-0.1985103809	0.011690532	0.0617813277	-0.0078671076	-0.0433330959	-0.1314359769	-0.0669086489	0.1103818405	-0.0537008161	-0.0594151539	0.1257268849	0.0150008546	0.0806255889	-0.0531471023	0.0528128668	-0.0151120723	0.0608438473	-0.1110284794	0.1238519717	-0.0398628707	-0.038295128	0.0023350422	-0.0071071562	-0.1056696874	0.0685132116	0.0456318955	-0.1038373214	-0.0201283607	-0.1057752015	-0.0261086806	-0.0521909567	0.0147022516	-0.0024827707	0.0252322515	-0.0448964957	0.0565953686	-0.09748823	0.0654993092	-0.1069253992	0.0360489199	-0.02881815	0.1057252422	0.0298515748	-0.0422929741	0.1253102878	-0.1526745158	0.1203126298	-9.5489e-05	0.0254171375	-0.0914323596	-0.0572026306	-0.101203685	0.1087538275	0.0412881645	-0.0795196243	0.1245613628	0.128991679	-0.0881159322	-0.0896753516	-0.0369849169	0.0381534231	-0.0227872774	-0.0356441899	0.0313537869	0.0797780138	-0.0189270496	0.1260404591	-0.0466280663	0.0211014606	-0.0104087982	0.1056508029	-0.0836279647	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0302623	0.0038832999999999	1.5080018889999992e-05	0.00091580680129	0.00441156	-0.00119148	1.94618616336e-05	1.4196245904e-06	0.00702963	-0.00627257	4.9415697936900006e-05	3.93451344049e-05	-0.000470258	0.000236128	2.2114258656400003e-07	5.575643238400002e-08	-0.0	-0.000261178	0.0	6.8213947684e-08	0.0	0.0	0.0	0.0	0.0	0.0
