global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
4837.021284087941	-25.57912110251709	23396774.902719755	654.2914363772352	10259.214921240711	-59.56723605885236	3548.2556116910405	105251490.80020805	4613.905271303403	-5.122280520992717	21288121.85256133	26.237757735741425	4639.968514555957	8798.72249820386	1.338937	46.898407	0.0473292999999999	0.0246416	0.1076534631	0.0006509356	-0.0935018289	-0.1187176338	-0.0706371154	0.0138783657	-0.0402182347	0.1174251816	0.0809720757	-0.0793973493	-0.097715991	0.1401114964	-0.2364779419	0.1343762042	0.012355273	-0.0418306743	-0.0951518642	-0.1904003831	-0.1818371014	-0.0846193741	-0.1632861077	-0.1866766385	0.0280681589	0.0542483469	0.3530161472	-0.0828475099	0.127826067	0.119717845	0.1743690604	0.1173500825	-0.0365108758	-0.0645539681	-0.0375237869	0.0430835318	0.3210622638	0.0059899622	0.1531793087	0.0290084769	-0.1258087268	0.0428610933	-0.1030406712	0.1790408633	-0.0596255001	-0.0172719271	-0.0190636374	-0.0341738524	0.1234305006	-0.0124697496	-0.0274599644	0.0263000789	0.0119842781	0.2084380932	0.1806277815	0.1238747811	0.1454789102	0.1839162512	0.0196943223	0.0342009529	-0.3417167511	-0.125815029	0.1704084657	0.0445469809	-0.181809051	-0.1391944515	-0.0176728876	0.025025141	-0.051587845	0.0399284047	-0.3042187973	-0.0399163382	-0.1760856922	-0.0367229268	0.13035027	-0.0329675609	0.0743259074	0.1502458866	-0.1338419075	-0.006091681	-0.0222364005	-0.0150485847	0.1265651295	-0.0760751546	0.1391603506	0.1174644996	0.0837748356	0.0415312705	-0.0049528805	0.0	-0.00573622	-0.00264965	3.2904219888400005e-05	7.020645122500002e-06	-0.0499966	0.0008313999999999	0.00249966001156	6.912259599999934e-07	0.0400786	0.0092466	0.00160629417796	8.549961156000002e-05	0.000169011	-0.000245549	2.8564718121e-08	6.029431140100001e-08	-0.000502362	-0.000260474	6.784670467600001e-08	2.52367579044e-07	-0.00114039	0.0001860099999999	1.3004893521e-06	3.4599720099999964e-08	0.0	0.0	0.0
4837.169910328671	0.1486262407297545	23398212.741389085	0.0220897594334589	10283.746221056172	24.531299815460443	601.7846706360095	105755436.33908708	4594.760160432829	-19.14511087057417	21111820.93190072	366.5352702465773	4622.401758745792	8804.352257299734	1.145775	40.132595	0.04881938	0.036982	-0.0336558927	0.0438610436	0.1134998388	0.1063064697	0.0522649108	-0.0623500252	0.097299841	0.1858872384	-0.0606388024	0.0608202419	-0.0732023427	0.0133894872	0.1176707354	-0.1027028871	0.2677334647	-0.1139812706	-0.052217917	0.0122244344	0.1742759005	0.0243146221	0.0694926654	-0.0023032105	-0.0029858791	-0.057353194	-0.0948607383	0.2187537189	0.0329780169	0.058515343	-0.1075254527	-0.0476524557	-0.1815124385	-0.0734519404	0.0510291741	-0.0515325685	-0.044191316	-0.013088395	0.0524031169	0.0670759066	-0.0328978254	-0.146251919	0.0441949068	0.0033359765	-0.0733143351	-0.0217318983	-0.1226062785	0.0198749791	0.0603729266	0.0566111292	-0.2503360855	0.1557493915	0.0905074981	-0.0308948038	-0.1681115995	-0.0445899954	-0.0303212354	0.0078298829	0.0110440114	-0.0053733979	0.0833185495	0.2449646265	0.0329381124	0.0344549583	0.0661634966	0.0213068823	-0.1870128387	0.041003301	-0.0529247326	-0.0693929701	0.0323912786	0.0257221013	-0.039772773	-0.0480649735	0.0118274133	0.1537881096	-0.0331270901	0.0511222431	0.0230038087	-0.0902434	-0.0342716323	0.0854915134	0.0104945107	-0.0843676233	0.1375186448	0.1112696897	0.0711681327	0.0222064467	-0.0295198472	0.0	-0.00309519	0.00264103	9.580201136099998e-06	6.975039460900002e-06	-0.0526483	-0.0026517	0.00277184349289	7.03151289e-06	0.0410423	0.0009636999999999	0.0016844703892899	9.28717689999996e-07	0.000830669	0.000661658	6.900109875610001e-07	4.377913089640001e-07	-0.000502362	0.0	0.0	2.52367579044e-07	-0.000950789	0.000189601	9.03999722521e-07	3.5948539201000033e-08	0.0	0.0	0.0
4834.54836400529	-2.6215463233811533	23372857.883906223	6.872505125633243	10218.491986293418	-65.25423476275319	4258.115154472506	104417578.47394282	4612.84939788605	18.08923745322045	21278379.56757769	327.2205116389934	4640.466922233045	8715.885877870287	1.148271	40.220039	0.10671664	0.0578771	-0.0180380132	-0.0274679258	-0.1503633259	-8.70995e-05	-0.0615110569	0.1417582708	-0.0381697092	0.1371122842	0.1263794801	-0.0006695662	0.0065462868	0.03330076	-0.0715134363	0.041447961	0.0108050484	-0.1183710797	0.0916152479	0.1023699926	0.1031011225	-0.0802574201	0.2762553553	0.1066326555	0.017322861	-0.0563883557	-0.0081188673	0.1225238839	0.0009007054	-0.1542503006	-0.0469536383	-0.0576382138	-0.0276133211	0.2103677002	-0.069694432	-0.1059121334	0.1422918196	0.0209333108	-0.0077277189	0.0806407066	-0.0503343733	0.1947388149	-0.0771419816	0.2941151525	0.0342706155	-0.0424535996	0.0843112429	0.0856476188	0.0151068639	0.0274553326	-0.0028625057	0.1196230064	-0.0673597339	-0.1360924629	-0.1189878296	0.0536953677	-0.2587053411	-0.1084871253	0.0106834073	0.0440224805	-0.0012245072	0.1279986165	-0.0754289099	-0.1504728374	0.0212289206	0.064692319	-0.0449841357	-0.1889557541	0.1287745232	-0.0758322542	-0.0974570333	-0.0412155754	-0.0395415263	-0.0897381321	0.0557831729	-0.1631434589	0.0583128242	0.1388293997	-0.2440230346	0.2101225788	0.0090621836	-0.0173623565	-0.0161122508	-0.0386180527	0.1357200277	0.1045671817	0.0578311484	0.0024767935	-0.0532466671	0.0	-0.00314198	-4.679000000000011e-05	9.8720383204e-06	2.1893041000000107e-09	-0.0384864	0.0141619	0.0014812029849599	0.00020055941161	0.0731532	0.0321109	0.00535139067024	0.00103110989881	0.0002064	-0.000624269	4.260096e-08	3.89711784361e-07	-0.000276313	0.000226049	5.1098150401000015e-08	7.6348873969e-08	-0.000593166	0.0003576229999999	3.518459035560001e-07	1.2789421012899998e-07	0.0	0.0	0.0
4841.893204879772	7.344840874482543	23443929.807460915	53.94668747146949	10286.731131759345	68.23914546592641	4656.580973919865	105816837.37710688	4607.238667521443	-5.610730364606752	21226648.13950476	31.48029522432022	4631.670813168576	8801.1349628733	1.384987	48.511398	0.05057943	0.0303665	0.2381051101	-0.0425583383	0.0614604558	-0.1356796862	-0.0775051556	-0.0234455941	0.0009433064	0.1898725427	-0.1037458716	0.0115705853	-0.0175278009	0.2832220325	0.1653146324	0.0243484897	-0.0606178257	-0.0610833235	0.0760364153	-0.0361717997	0.0132216185	0.076137461	0.090139834	0.1030449018	-0.0837534172	-0.1204694046	-0.0369445417	-0.084155922	-0.0308764393	-0.0153044996	-0.0343199251	0.179603886	-0.0718553273	-0.0942153831	-0.0374286874	-0.0461329019	0.1096551304	-0.126036143	0.0833236669	0.173385353	-0.0263130152	0.1988101542	0.0386446779	-0.2617976909	0.0468192694	0.1329850893	0.0597160599	0.045550852	-0.1703886881	0.1368667687	0.0625506938	0.0608441075	-0.0985221266	0.0447646029	-0.0262149598	-0.0764833426	-0.0871030693	-0.0891232708	0.0773787326	0.1205104138	0.0811957313	-0.0421733053	-0.0340155496	-0.0071847772	0.0597300918	-0.1778660851	-0.0406392446	0.0300635779	-0.1275466504	-0.0452641961	-0.0809885189	0.0932423552	-0.130500002	-0.1680583728	0.0392097944	-0.1990660391	-0.0266543638	-0.174637217	0.2143380778	0.0480671531	0.1547986309	-0.0309406834	-0.1578432011	0.074976085	0.1337665517	0.0973875576	0.0439007383	-0.0172980123	-0.0754580649	0.0	-0.00311275	2.922999999999988e-05	9.6892125625e-06	8.54392899999993e-10	-0.0451862	-0.0066998	0.00204179267044	4.488732004000008e-05	0.051446	-0.0217072	0.002646690916	0.00047120253184	0.000423214	0.000216814	1.79110089796e-07	4.7008310596e-08	-0.000502362	-0.000226049	5.1098150401000015e-08	2.52367579044e-07	-0.000593165	1.000000000015745e-09	3.51844717225e-07	1.0000000000314906e-18	0.0	0.0	0.0
4839.15710022852	-2.73610465125239	23417441.440692097	7.486268662604962	10227.994446698358	-58.73668506098693	3449.998171953565	104611870.40169244	4614.099955098613	6.861287577169605	21289918.395641018	47.07726721662196	4643.345667914449	8697.027593680346	1.548855	54.251118	0.09029823	0.0505531	-0.1459723981	0.0292897114	-0.0063317719	0.1259633614	0.0510215613	0.0838525281	0.1406386387	0.078512051	0.186352886	0.0883242752	0.0195538471	-0.0927184456	0.000858444	0.0385124305	0.0543531208	0.0746682202	0.0145179803	0.104798992	-0.0248435289	-0.0793014775	-0.1283915694	0.1111033316	-0.0755416477	0.0933342421	0.0830812328	-0.0583644876	-0.0341763467	0.1915205934	-0.1730069359	-0.1037970528	0.1106281127	-0.1743196553	-0.0246066195	-0.1953503425	0.0560095071	0.0793865765	-0.1179325253	0.2399245614	0.0509548493	0.0377420881	0.0865982694	0.0043170295	0.0401881936	0.0125753791	-0.000489143	0.0948302982	0.076236399	0.1961501913	-0.0475388537	-0.0752725194	0.0208900135	-0.1147078228	0.0345794146	0.0526137991	0.1264097793	-0.1157830627	0.0924901891	-0.082839781	-0.0665166645	-0.0647275268	0.089879911	0.2028018568	0.1658918621	0.1055247635	0.0823206544	-0.0225165264	-0.1817082057	-0.1728591696	-0.0487837239	-0.0853314391	0.0983385863	-0.2562918224	-0.0562716516	-0.0038225112	-0.0737641865	-0.0326614281	-0.0129763868	0.1022361318	0.0586673569	0.0510267528	-0.0247828595	-0.1514289954	0.1316604456	0.0897635764	0.0295198472	-0.0367574707	-0.0955218954	0.0	-0.00311688	-4.129999999999759e-06	9.714940934399998e-06	1.7056899999998007e-11	-0.0263608	0.0188254	0.00069489177664	0.00035439568516	0.0922345	0.0407885	0.00850720299025	0.0016637017322499	0.00056877	0.000145556	3.234993129000001e-07	2.1186549136000012e-08	-0.000502362	0.0	0.0	2.52367579044e-07	-0.000125117	0.000468048	1.5654263689e-08	2.19068930304e-07	1.0	0.0	0.0
4842.703053917192	3.5459536886719434	23451772.8684189	12.573787562206162	10242.08105543548	14.086608737121423	198.4325457127456	104900224.34611034	4617.606978196364	3.5070230977516985	21322294.20508776	12.29921100816392	4643.307804057952	8762.288548949487	1.342089	47.008793	0.0742231599999999	0.0316395	0.0995642899	-0.1173731062	-0.0773540909	-0.0889389324	-0.0966840734	0.1055947594	-0.1286873255	0.1063824691	-0.0011834087	-0.0718247992	0.0373011687	0.1427043384	0.0549865693	0.1560827396	-0.0134243125	0.0479847353	0.0010837197	-0.0503759756	0.1894413393	0.0674134868	-0.1637891593	-0.0172649543	-0.0369853186	-0.1485037674	0.024826304	-0.0294422184	-0.1114686968	-0.0700396767	0.1801559089	0.0645280476	0.1479211365	0.0443671107	-0.0729716878	-0.0903453164	-0.2694738808	0.0670440316	-0.0084136429	0.0707611614	0.0010497715	0.0329635972	0.0664514848	0.0571673676	-0.2855458953	0.0033228875	0.0306271541	-0.0352138903	0.0136305819	-0.2675438938	0.0114082201	-0.0416076592	-0.0096931494	0.0471917115	-0.1581251298	-0.0823570936	0.1823473532	0.0083213566	0.0235046634	0.1810765236	0.00472881	-0.0391044153	-0.1434761504	-0.0255976089	-0.1506927283	-0.03160731	0.1540508105	-0.0428569739	0.0083187249	-0.0336468145	0.2821045352	-0.0838296913	0.0295682874	-0.0709810482	-0.030172815	-0.0054253022	-0.109956444	0.2729907352	0.0658990133	-0.0989042502	-0.0362358715	-0.0618940062	0.1372581996	0.1658262771	0.1294041125	0.0817300246	0.0148360426	-0.0555468308	-0.1128671336	0.0	0.00379763	0.00691451	1.4421993616900002e-05	4.7810448540100005e-05	-0.0123566	0.0140042	0.00015268556356	0.0001961176176399	0.0697348	-0.0224996999999999	0.0048629423310399	0.0005062365000899	0.000207568	-0.000361202	4.3084474624e-08	1.3046688480400002e-07	-0.000502362	0.0	0.0	2.52367579044e-07	0.000129776	0.000254893	1.6841810176e-08	6.4970441449e-08	0.0	0.0	0.0
4840.928475656455	-1.774578260737144	23434588.50642153	3.1491280034808664	10234.486407111674	-7.594648323805814	57.67868316228645	104744712.0173536	4614.916777283996	-2.6902009123678	21297456.861257307	7.237180948904543	4642.881589675758	8699.317296430738	1.246917	43.675274	0.05738668	0.0303397	-0.0937624427	0.0428335942	0.0424021795	0.0919205626	0.0492872318	0.0075084609	0.2464002052	0.0318962701	0.1381434943	0.1468212937	0.0624832994	-0.0383905222	0.077115721	0.0184180975	0.016864298	0.0696585722	-0.2062642099	-0.0230208567	0.0041939009	0.0194138771	-0.0129489947	-0.0008361539	0.1234018571	-0.1194460032	-0.1700411919	-0.1314812528	-0.1075531794	-0.0271913473	-0.0897184354	0.0746967838	-0.0787819694	0.0843922431	0.0264939882	-0.1419336016	-0.1008989776	-0.0218515423	0.1387196292	0.0246109866	-0.226904547	-0.2443828284	-0.0865523679	0.0519265813	0.1356004698	0.0456983749	0.0338544106	-0.2972799405	0.0819820149	-0.0803854204	-0.0166241784	-0.0479130892	0.207099327	0.0534438926	0.0217077629	-0.002921955	0.0068403865	-0.0020761433	-0.1580937437	0.1088983454	0.1573846568	-0.0764768777	-0.1179927897	0.0171073096	0.1270361903	-0.0780753462	-0.0700406293	-0.016183844	0.0562861422	-0.1358399688	0.1411443934	0.0105309636	-0.1424858168	-0.0129808551	0.235431893	0.2012244089	0.1262753461	-0.1137549709	-0.1206311676	-0.1631024289	-0.0748886132	-0.20617513	0.152484192	0.0341245201	0.127000127	0.0733235575	0.0	-0.0733235575	-0.127000127	0.0	0.00527231	0.0014746799999999	2.77972527361e-05	2.1746811023999986e-06	-0.0292012	-0.0168446	0.00085271008144	0.00028374054916	0.0958479	0.0261131	0.00918681993441	0.00068189399161	0.000331966	0.000124398	1.10201425156e-07	1.5474862404000004e-08	-0.000502362	0.0	0.0	2.52367579044e-07	0.000264464	0.000134688	6.9941207296e-08	1.8140857344e-08	0.0	0.0	0.0
4841.730548546563	0.8020728901083203	23442354.704729	0.6433209210467136	10233.020866543638	-1.4655405680350668	2.1478091565565465	104714716.05511752	4616.410345971168	1.4935686871713187	21311244.48238964	2.2307474232986566	4642.649127499525	8784.469804038697	1.158314	40.571793	0.07841389	0.0478398	0.0388719047	-0.0192250472	-0.1708308816	-0.1358187136	-0.0189914149	-0.0172163542	-0.0826128289	-0.0983115447	0.1526245431	0.0458278885	-0.112487996	0.1321933246	-0.0940064797	0.1345123945	-0.167318362	-0.0180155392	-0.1850627561	-0.0418931899	-0.0797098165	-0.0974640099	0.0045417743	-0.1097325886	0.1779742986	-0.1485730553	0.1068187565	-0.14444916	0.1491480208	-0.0693414626	-0.1012548137	0.0190053813	0.0640630667	0.0228956639	-0.087468704	-0.1607780102	-0.1104119978	0.0598341263	0.0453512519	0.0501647258	0.0860903237	-0.0233489481	0.0075846093	-0.108635696	0.1720883928	-0.0251971672	0.03369364	0.0672015338	0.0156938171	0.0274510612	0.1690036078	0.0133463104	0.1355242669	0.0558663044	0.0996669911	0.1290560546	-0.0110747747	0.1099099239	-0.1574180606	0.1980680965	-0.1041692245	-0.0982808354	0.1182645061	-0.1249360316	0.0967595754	-0.0176924062	0.0504676927	-0.1127599447	-0.0599457359	-0.1136155012	0.1439455055	-0.0601509587	-0.0555570944	-0.0445487903	-0.0821686197	0.0279707703	0.0119702518	-0.172463516	0.0395736174	0.1205865818	-0.0012160095	0.0630709271	-0.0205706308	-0.0439337599	0.124451232	0.0645825318	-0.0148360426	-0.0897635764	-0.1375186448	0.0	0.00386482	-0.0014074899999999	1.4936833632400002e-05	1.981028100099998e-06	-0.047879	-0.0186777999999999	0.002292398641	0.0003488602128399	0.0575425	-0.0383053999999999	0.00331113930625	0.0014673036691599	0.000582143	0.000250177	3.3889047244900005e-07	6.258853132900001e-08	-0.000502363	-1.000000000015745e-09	1.0000000000314906e-18	2.52368583769e-07	0.00041475	0.000150286	1.7201756250000005e-07	2.258588179600001e-08	0.0	0.0	0.0
4814.855276626419	-26.87527192014386	23182831.334857278	722.280240781673	10153.283145829742	-79.73772071389612	6358.104104647299	103089158.6393903	4606.52966714072	-9.880678830447325	21220115.574247595	97.62781415044988	4630.547076294051	8654.647244861555	1.2596	44.119511	0.1054747	0.0497785	0.1048664908	-0.0324445171	0.1838352935	0.1062354319	-0.1996746311	0.0644103461	0.0496649357	-0.0043981168	-0.0330329819	-0.1279245718	-0.2490976078	-0.1044130225	-0.1825286038	0.0426214361	0.1271693468	-0.0679882544	0.0623359185	-0.2012690768	-0.0145980037	0.1759208832	-0.205375918	0.0673115338	0.1377016997	-0.0347793148	-0.0570180505	-0.0667937235	0.0084793987	-0.0315217238	0.0367215633	-0.047064921	0.0190520451	-0.0758071536	0.1531684914	0.0061543627	-0.102918295	-0.2182483219	-0.0564095953	-0.0534648725	0.0708861522	0.1626570699	0.0958933658	0.0605402742	-0.0121316569	-0.0244277636	0.0876117131	0.0981044751	0.0769833974	-0.0070427546	-0.136982786	0.0609738206	-0.1134523917	0.2100435011	0.0160640084	-0.1399578729	0.1860672099	-0.0500926433	-0.1694474344	0.0352115396	0.0511514839	-0.0543154263	0.0204532994	-0.0105079435	-0.0135291137	0.0544297094	0.0234229461	0.153047481	0.0048394802	-0.043932858	0.0773124172	0.24014131	0.0709651599	0.0493570005	-0.0765345934	-0.1193223731	-0.126796209	0.0702559499	-0.0294782827	0.169593458	0.0279851559	0.018051488	0.0496861854	-0.0519691015	0.121760336	0.0555468308	-0.0295198472	-0.1045671817	-0.1441233256	0.0	0.00388163	1.6809999999999915e-05	1.50670514569e-05	2.825760999999972e-10	-0.0292427	0.0186362999999999	0.00085513550329	0.0003473116776899	0.0121869	-0.0453556	0.00014852053161	0.00205713045136	5.40342e-05	-0.0005281088	2.9196947696399997e-09	2.788989046374401e-07	-0.000502362	1.000000000015745e-09	1.0000000000314906e-18	2.52367579044e-07	0.00011354	-0.00030121	1.2891331600000001e-08	9.07274641e-08	0.0	0.0	0.0
4854.1628547379205	39.30757811150124	23562897.0203174	1545.0856969917716	10281.828352685068	128.5452068553259	16523.87020547852	105715994.27407856	4614.690085884575	8.16041874385428	21295364.588761386	66.59243407504826	4641.408739131394	8747.407460659504	1.345747	47.136929	0.089040285	0.0407355	-0.0997681566	-0.0764024185	-0.0183865956	-0.0875364561	0.175113876	0.052222575	-0.1186513826	-0.0424628834	0.0503344833	-0.022089068	-0.0865923711	-0.234732488	0.0978379621	-0.1214113262	-0.0126791808	0.0103084194	0.1412087558	-0.038790544	0.0956191718	0.0715538167	0.0839940135	-0.1059428317	-0.0571991417	0.1172450882	0.086396512	-0.0170632366	-0.2188870227	0.1067107301	0.0551013802	-0.2083886702	-0.0165540711	-0.0161640668	0.1089336105	0.0825915334	-0.0530076949	0.1522378438	0.1884753609	-0.0669089286	-0.0179244982	0.0288389317	-0.0813111953	-0.1056236088	0.0505958357	-0.0085267773	0.0227512681	0.0545816393	0.0365209929	-0.0608610876	0.009486607	-0.017551792	-0.1213642	-0.0022752264	-0.1318137266	-0.0660463885	-0.0718554327	0.1213431584	0.0683704776	-0.0879063314	-0.0929998605	-0.0593198021	-0.1118431899	0.210504823	-0.0199058573	0.2063867192	-0.0265362397	0.1459360235	0.0778125899	0.06356238	0.0333829531	-0.1373208075	-0.145114058	0.1025305544	0.0003291095	-0.0197766901	0.0618507066	-0.0362720444	0.1099426525	0.084806331	-0.0529116107	0.0407671891	0.0844035239	0.0464540223	0.1189305091	0.0462576824	-0.0439007383	-0.1174644996	-0.1466261977	0.0	-0.0117085	-0.01559013	0.00013708897225	0.0002430521534169	-0.00859886	0.02064384	7.39403932996e-05	0.0004261681299456	0.0338448	0.0216579	0.00114547048704	0.00046906463241	0.000235819	0.0001817848	5.5610600761000015e-08	3.3045713511040006e-08	-0.000212355	0.000290007	8.4104060049e-08	4.5094646025000006e-08	-3.76365e-05	-0.0001511765	1.4165061322499995e-09	2.285433415225e-08	0.0	0.0	0.0
4845.220291702583	-8.942563035337116	23476159.675126467	79.96943364097778	10262.103503956514	-19.724848728554207	389.06965736434654	105310768.32591656	4598.418485201322	-16.271600683252473	21145452.56504122	264.76498879522234	4627.964443707238	8782.135468369028	1.280163	44.839764	0.070764075	0.0344179	-0.0361563686	0.2452212199	-0.1255061754	-0.028104433	-0.0520537022	-0.1527105528	-0.1676636441	0.0099019041	-0.0716721098	0.1813109812	0.1028754716	-0.1738416511	-0.2308654076	-0.1973841874	-0.0575567238	0.0222662327	0.0359094533	-0.1249980384	0.1186241256	-0.0029371048	0.0958500391	-0.0863252654	0.0259382379	0.1560570447	-0.0809601211	0.0485174218	0.1900378048	-0.070625818	0.0267908857	-0.0158960119	0.0187051719	-0.1628920724	-0.2333944298	0.0868749539	-0.0121650774	-0.0627914209	0.1256390586	0.1935473772	0.0456608151	0.0024463685	-0.0948606293	-0.0863400948	-0.1110211226	-0.1752957305	-0.0060733411	-0.178324677	-0.0805665733	0.0979309426	0.060611106	-0.0089569859	-0.0051513558	0.0772676916	-0.1700355668	0.0289402017	-0.0810806091	0.1006182021	-0.0411710233	-0.1730478525	0.0454696157	0.0184256249	0.1255376382	-0.1375768751	-0.0719450884	0.032938914	0.0119800152	-0.0542145506	-0.2517337304	0.157281138	0.0271304522	0.0299895772	-0.1575443296	-0.169601721	-0.0612759513	-0.0227568288	0.1052487845	0.044805446	0.1097297145	-0.1286431356	-0.1014399794	-0.145959793	-0.2011453798	-0.1139549084	0.1159649805	0.0367574707	-0.0578311484	-0.1282204088	-0.1449560281	0.0	0.00386111	0.01556961	1.49081704321e-05	0.0002424127555521	-0.0184038	-0.00980494	0.00033869985444	9.613684840360003e-05	0.00572081	-0.02812399	3.27276670561e-05	0.0007909588135201	-4.40337e-05	-0.0002798527	1.9389667356899997e-09	7.831753369729e-08	-0.000277813	-6.545800000000001e-05	4.284749764000001e-09	7.718006296900002e-08	-3.76365e-05	0.0	1.4165061322499995e-09	0.0	0.0	0.0	0.0
4855.067280834423	9.84698913184002	23571678.30142896	96.96319496257544	10275.991436827417	13.88793287090266	192.87467942669855	105596000.0097504	4608.891385591947	10.472900390625	21241879.80418366	109.68164259195328	4633.606283259122	8745.31687570913	1.361845	47.700783	0.09217532	0.0437368	0.0740817912	-0.0804430884	0.0792053767	-0.1242355893	0.0590201739	0.0556685461	-0.1259312252	-0.1238512184	-0.0515957613	-0.0623726212	0.0464707487	-0.0887505329	0.0210380216	-0.1694982027	-0.0767281462	-0.1899487068	0.1137365647	-0.0955277151	-0.04672546	-0.190491905	0.0419307169	0.0416983125	-0.0330765053	0.0799605393	-0.0913608137	0.0436898739	-0.1344629494	0.010336604	-0.0294982318	-0.0057883405	-0.0077196433	-0.1149894902	-0.054729192	0.1608292014	0.0433496735	-0.1625630225	-0.0172962425	-0.0462593333	-0.0306649963	-0.0623102152	0.1411001318	-0.0624307762	-0.0546178613	-0.0949859606	-0.020885251	0.1356634949	0.0036633841	-0.1707910123	0.0814757766	0.1728890992	-0.1509761197	0.0638174446	0.0124411154	0.1900334147	-0.0435804636	-0.0528453543	0.0388471364	-0.1036207641	0.0502738223	0.0323970974	-0.1410522442	0.0611736778	0.0158130463	0.0038271487	-0.0123025273	0.012623885	-0.1081856277	0.1544203319	-0.0750975018	0.1761955688	0.0291503452	0.043107718	0.0142804667	0.0917403437	-0.1477491437	0.0553095681	0.0857823802	0.0267256903	-0.1032646469	0.1344155446	0.0381296897	0.0766397986	0.1128671336	0.0270895432	-0.0711681327	-0.1366388261	-0.1391603506	0.0	0.021065	0.01720389	0.000443734225	0.0002959738311321	-0.0102892	0.0081146	0.00010586763664	6.584673316000002e-05	0.0343491	0.02862829	0.00117986067081	0.0008195789883241	-0.000149659	-0.0001056253	2.2397816281000005e-08	1.1156704000090002e-08	0.000201883	0.000479696	2.301082524160001e-07	4.0756745689e-08	0.000141613	0.0001792494999999	2.0054241769e-08	3.213038325024999e-08	0.0	0.0	0.0
