global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
4838.778679387776	n/a	23413779.108097702	n/a	10201.75454412722	n/a	n/a	104075795.77862038	4618.572697139287	n/a	21331213.758760467	n/a	4645.845049820808	8770.68183606125	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0350407	n/a	0.00122785065649	n/a	-0.0159325	n/a	0.00025384455625	n/a	0.032037	n/a	0.001026369369	n/a	-0.00328803	n/a	1.08111412809e-05	n/a	-0.000246824	n/a	n/a	6.092208697599999e-08	-0.0014027	n/a	1.96756729e-06	n/a	0.0	0.0	0.0
4856.46153504465	17.68285565687438	23585218.64136824	312.6833841818543	10294.174145418056	92.419601290836	8541.382702757095	105970021.33619356	4630.834526222069	12.261829082782242	21444628.40925037	150.3524524553644	4658.67069968879	8793.833382243958	1.287503	45.096832	0.04795925	0.0333572	-0.1258603921	-0.0566106476	-0.0110627541	-0.0022146116	0.1373563004	-0.0302330865	0.1587695252	-0.3064395663	0.0520710885	-0.0504428545	0.0193771131	-0.1156931997	0.091755714	0.0231534975	-0.087162285	0.0172701093	-0.0747007914	0.1058963288	-0.1045507699	0.0702201867	-0.0581848715	0.0439866005	-0.1217033675	0.1293730272	-0.0573817019	0.0746784287	-0.0414537532	0.1586109326	0.1457420403	-0.0764106624	0.0588711409	0.2200585565	-0.0806200646	-0.013027235	-0.0569405519	0.1287289294	-0.0311340844	-0.040273652	-0.0491718328	0.0027353837	0.1917587365	-0.1162607052	-0.0722327047	-0.0995723594	0.1212060035	0.0412613747	0.0365259814	0.1372921035	0.0882278142	-0.0354283759	0.0538572988	-0.0626804783	0.1432856141	-0.0834134536	0.0426340005	-0.0386972748	0.1055547138	-0.1199135385	0.043580533	-0.0031112168	-0.0136898823	0.1530212031	-0.20781612	0.0737967419	0.0294921444	-0.1960240712	0.1403117492	0.0172189062	0.0773725105	-0.1091125323	0.0381165926	0.0420321169	0.0405081407	0.0633712725	-0.188150707	0.0096701576	0.155846299	0.1390679993	0.0168943125	-0.0556550691	-0.0981312443	-0.1592558735	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0349396	-0.0001010999999999	0.00122077564816	1.022120999999996e-08	-0.015897	3.549999999999734e-05	0.000252714609	1.260249999999811e-09	0.0273837	-0.0046533	0.00074986702569	2.1653200890000023e-05	-0.00275248	0.00053555	7.576146150399999e-06	2.868138025000001e-07	-4.8837e-05	0.0001979869999999	3.919885216899999e-08	2.385052569e-09	-0.00153255	-0.0001298499999999	2.3487095025e-06	1.6861022499999984e-08	0.0	0.0	0.0
4849.300232025483	-7.161303019167463	23515712.7403224	51.28426093233701	10287.911745557598	-6.262399860457663	39.21765201226015	105841128.08438198	4627.848670159186	-2.985856062882704	21416983.31389415	8.915336428253399	4656.313159879656	8807.202802245121	1.082523	37.917088	0.0743694999999999	0.0358756	0.0435983489	0.0359515031	-0.1389453189	-0.0916772258	-0.0503984823	-0.0244102433	-0.0457069238	-0.1485430571	-0.0725417943	0.1446553789	0.0026443569	-0.1092030597	0.0307758202	0.0797588465	-0.0963576449	-0.0994430572	0.0469179161	0.0420971712	-0.1170958574	-0.0755598756	-0.028258051	-0.0622663876	-0.1124586944	-0.005021112	-0.0060976994	0.0083672395	0.0253548013	0.112489114	-0.0230985929	0.1034997054	0.022587108	0.052202242	-0.1265703926	0.0447838242	-0.3318200013	-0.1028759686	-0.0675813725	-0.0316437045	0.0237872726	0.139294275	-0.1273641972	0.0712502807	0.1310085939	0.0964358191	0.0679981789	-0.0982663896	0.0228442017	-0.0772075041	0.1063697928	0.0803647981	-0.0580050545	-0.0466302076	0.1173777679	0.0745738169	0.0311924703	0.0622398473	0.1156422909	-0.023569998	0.0283758895	0.0276622816	0.0606618797	0.083402554	0.0212083261	-0.1151331459	0.0270263698	-0.0836249096	-0.0237583867	0.0943089383	0.3314512512	0.0908142644	0.0753563661	0.0342806959	-0.0075961918	-0.1851236317	0.1202425149	-0.073357035	-0.1194186166	-0.0040847971	0.027249727	-0.1074162355	0.0969629111	0.0874047856	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0131171	-0.0218225	0.00017205831241	0.00047622150625	-0.0404793	-0.0245823	0.00163857372849	0.00060428947329	0.0318934	0.0045097	0.00101718896356	2.033739409000002e-05	-0.00266671	8.576999999999977e-05	7.1113422241000006e-06	7.356492899999961e-09	-0.000432167	-0.00038333	1.4694188890000005e-07	1.8676831588900001e-07	-0.00153255	0.0	2.3487095025e-06	0.0	0.0	0.0	0.0
4857.389757498355	8.089525472872083	23594235.256249927	65.4404223762463	10301.908547195731	13.996801638133547	195.910456097258	106129319.71478447	4626.972422566448	-0.8762475927387641	21408873.79919042	0.7678098437804789	4655.206661539219	8865.461934304427	0.995346	34.863567	0.06278526	0.0412228	0.1283145794	0.0873613699	-0.0020625476	-0.0921688623	-0.0665734118	-0.1342185681	-0.0440614742	-0.1144818211	-0.0353928	-0.1070198449	0.1368896718	-0.0238936664	0.072008295	-0.0471767588	-0.1980575556	-0.0935239152	0.1927126397	-0.0380357574	-0.2045272896	-0.0375967857	0.0231119697	0.0510515632	0.147556539	0.1003777028	0.005754313	-0.0097471849	-0.1218679636	-0.0618078385	0.152550806	0.047307461	0.0642486528	0.0921627109	0.0599792431	-0.0433259632	0.023542304	-0.0336346616	0.0403604342	-0.021525348	0.1228966895	-0.1573970353	0.105454341	0.0005835251	0.0725605153	0.1605710843	-0.1460271987	-0.0056210615	-0.0257427982	-0.0887772263	0.1935275543	0.0588576244	-0.2214077775	0.0389542068	0.1578994817	0.0523011845	-0.0701470595	-0.0626773647	-0.1368039527	-0.1049271693	-0.0619115955	-0.0195751836	-0.1283255272	0.0010571955	-0.0970580066	-0.0118352179	0.0799542796	0.0454048587	0.1128484195	-0.0546734001	0.0050938296	0.0116724778	-0.0494968643	0.005543783	-0.0847699282	0.0999304156	-0.0706282704	-0.1563080217	-0.1042508512	-0.2232299719	0.0964662415	0.1059882893	0.0416999251	0.093966258	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0131213	4.200000000001078e-06	0.00017216851369	1.7640000000009054e-11	-0.00865924	0.03182006	7.498243737760001e-05	0.0010125162184036	0.0395951	0.0077016999999999	0.00156777194401	5.931618288999999e-05	-0.00227172	0.00039499	5.1607117584e-06	1.560171001e-07	-0.000502363	-7.019600000000002e-05	4.927478416000003e-09	2.52368583769e-07	-0.00153255	0.0	2.3487095025e-06	0.0	0.0	0.0	0.0
4851.098594141876	-6.291163356479046	23533157.570085283	39.5787363779047	10275.263744578642	-26.644802617089223	709.9455065036449	105581045.0206523	4624.04212130033	-2.930301266117567	21381765.53955966	8.586665510210217	4652.6307429256485	8804.37068192843	0.986384	34.549683	0.09675236	0.0624339	0.0455606402	0.1307497926	-0.0356753153	-0.0287292935	-0.0849266036	-0.1053288588	-0.0606206531	-0.1243346582	-0.1657860892	0.0274206677	0.0835971324	-0.0208958862	-0.182516185	-0.0429022504	0.0318999388	0.1731804476	0.1833514541	0.0178676916	0.1330538349	0.1611170061	-0.018589014	0.0538685814	0.1874092424	0.0677788243	-0.165598371	-0.0800250739	0.1042671427	-0.0229200337	-0.1125289568	-0.0134353245	-0.07166963	0.0784422673	0.0268462028	-0.0027567216	0.1043162818	-0.1676691298	-0.1108224592	-0.0951563315	-0.0682508038	0.0077724688	-0.1411142792	0.036252284	-0.0231383235	-0.0190831095	-0.107074507	0.1913808188	0.059938964	0.0335101881	-0.0453004634	-0.1753477524	-0.1259088522	-0.0446452329	-0.1581160844	-0.154153862	0.0037299172	-0.0540120634	-0.2399668041	-0.0973850681	0.1314982946	-0.0577831628	0.0764657915	-0.0614583308	0.0879740823	-0.0155717426	-0.0809746775	-0.0561161702	0.0624954053	-0.024049965	-0.1081333025	0.1759572268	0.0799736898	0.0707316944	0.0702900581	-0.0258598548	0.1439111155	0.0806777333	-0.0213891899	0.0454940894	0.0320170198	0.2166778833	-0.0129332973	-0.0839513236	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0131238	2.4999999999990308e-06	0.00017223412644	6.249999999995154e-12	-0.0323759	-0.02371666	0.00104819890081	0.0005624799615556	0.01515	-0.0244451	0.0002295225	0.00059756291401	-0.00136576	0.00090596	1.8653003776e-06	8.207635216000003e-07	-0.000568165	-6.5802e-05	4.329903204000001e-09	3.2281146722500005e-07	-0.00153255	0.0	2.3487095025e-06	0.0	0.0	0.0	0.0
4833.954747379843	-17.14384676203281	23367118.49971612	293.9114818000628	10244.058746936274	-31.204997642367744	973.7518778601764	104940739.6106816	4613.629496114238	-10.412625186092557	21285577.127415314	108.42276326604902	4641.184262750461	8836.362783908498	1.097242	38.432659	0.0458612999999999	0.0307585	0.17284531	0.0247862337	0.0081807277	-0.0708798835	-0.1532954142	-0.0518140447	0.02228394	-0.0036984064	0.0549914725	-0.0584930234	-0.0405811894	-0.1131929151	0.0883535247	0.0324984069	-0.0246620368	-0.1823226607	-0.0004656383	0.0885762444	-0.1004045325	-0.0501610546	0.0231718647	0.0785484532	-0.133123865	0.021099549	0.0145187886	-0.1912017879	0.0199671688	-0.1090208091	-0.02418212	0.1577124362	-0.1254009783	-0.1426918001	0.1451954097	0.1233901549	0.0238874113	0.0294674693	0.0196075089	-0.0681933777	0.1237543295	0.1135231786	-0.1208405283	-0.1073779458	-0.0387859153	-0.0550569489	0.084887198	-0.0074016879	-0.0185252133	-0.0505677357	0.0264943015	0.1694584833	-0.0226719893	-0.0707871746	0.1236668476	0.0411158204	-0.0412006747	-0.0861169091	0.1182260844	-0.0017074859	0.0267174619	-0.1783448416	-0.0071812298	-0.1058364671	0.0730393474	-0.1763754206	-0.0753362456	0.2418996166	-0.0175509355	0.0703529964	-0.0714994999	-0.0197745926	0.0009190519	0.085439709	-0.1379332304	-0.1179074099	0.0934354673	0.0297257384	0.130725332	0.0462992772	-0.0489199056	-0.0549032767	0.0163072519	0.0454438437	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0131213	-2.4999999999990308e-06	0.00017216851369	6.249999999995154e-12	-0.0425079	-0.010132	0.00180692156241	0.000102657424	0.0449347	0.0297847	0.00201912726409	0.00088712835409	-0.00131272	5.303999999999986e-05	1.7232337984000002e-06	2.813241599999985e-09	-0.000502363	6.5802e-05	4.329903204000001e-09	2.52368583769e-07	-0.00153255	0.0	2.3487095025e-06	0.0	0.0	0.0	0.0
4854.762310933893	20.80756355404992	23568717.095664192	432.95470105582655	10227.46631158567	-16.59243535060523	275.308910864014	104601067.15461975	4623.539061432952	9.909565318714158	21377113.4525963	98.19948480586244	4652.184744456247	8779.526177894542	1.273898	44.620316	0.0557963357	0.0288581	-0.0742185596	0.001323939	0.1017618563	0.1091813239	0.0482300523	-0.0291203374	-0.1752767542	-0.0316578181	0.0989204079	-0.0706451275	-0.1877623225	0.0206163483	0.2147872502	-0.0883044893	-0.0733649302	-0.0653545286	-0.1073270601	-0.0792907592	0.0847016563	0.0753910639	0.1676580947	0.0489282956	-0.000289513	-0.0885803458	0.0915325362	0.0666092521	0.0378911734	-0.1273765222	0.0038756144	-0.1776263517	0.003246155	-0.1344067404	-0.1023760236	-0.0067258315	0.0474052802	0.0907969712	0.1783673926	-0.3126541693	0.1120527625	-0.1450144458	-0.119840547	0.0315347033	0.0211720168	-0.0745003644	0.0082808832	-0.0266496336	-0.1117454801	0.1248540685	0.0789130167	0.0826276979	0.0887700337	0.0882169365	-0.0898041757	-0.0666854716	-0.1548542067	-0.0227468411	0.0277671826	0.1236208213	-0.0685292886	0.0499028283	0.0126117109	-0.1163808278	-0.0132463838	0.209577699	-0.0137125931	-0.0049895666	-0.159191362	0.0232274767	-0.0518436867	-0.1059452343	-0.138905975	0.3371840909	-0.1048284664	0.1051214997	0.1277776204	-0.0181780614	-0.0494784012	-0.0276159138	-0.0548705234	-0.032941115	-0.1414788427	-0.0217853798	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	5.36143e-05	-0.0130676857	2.8744931644899997e-09	0.0001707644095539	-0.0459209	-0.0034129999999999	0.00210872905681	1.1648568999999996e-05	0.0370481	-0.0078866	0.00137256171361	6.219845956e-05	-0.00102459	0.00028813	1.0497846680999998e-06	8.301889690000009e-08	-0.000297882	0.000204481	4.1812479361000004e-08	8.873368592400001e-08	-0.00166852	-0.00013597	2.7839589904e-06	1.8487840900000004e-08	0.0	0.0	0.0
4840.999369436716	-13.762941497177051	23435274.89488668	189.4185586547181	10284.463415856457	56.99710427078753	3248.6698952550264	105770187.75208986	4618.246435845648	-5.292625587303519	21328200.142201032	28.01188560737992	4645.151769139267	8762.119330603	1.159883	40.626751	0.1194190193	0.0698564	-0.0823459837	-0.131007136	0.1458619969	0.1172407884	0.057374431	0.1429670137	0.1139508644	0.1508237102	-0.1454215477	-0.0111661997	-0.0152430509	0.0321770958	-0.1251493033	0.0627466575	0.0400219393	0.2007760469	-0.115887087	0.1606463105	0.0790832398	-0.1334691612	-0.0793604087	0.004806075	-0.1213041088	-0.1180699392	-0.0371343197	0.1800186158	-0.1379442472	-0.0399773819	-0.0546158324	0.0819099207	0.0123227023	-0.2315250202	0.0576294152	-0.0649988528	0.0527271118	-0.0591654025	0.0037813622	0.0379044668	0.0030376671	-0.1491754105	0.1440037312	0.0052427022	0.0494350474	-0.0758635774	-0.1370691313	0.0488682234	0.0655961074	-0.1489823637	-0.0454524998	-0.1893031672	0.1534216774	-0.1347004439	-0.0311149426	0.0765616368	0.111679253	-0.0380858391	0.1452695554	0.0869495279	0.0334717034	0.1982267376	-0.1721167954	0.0086617043	0.0428559273	-0.0669618506	0.0321136381	0.1107153348	-0.1805086223	-0.0935543706	-0.0792395984	0.0701698412	0.0102357531	-0.0365885263	-0.0176398911	0.1711787114	-0.1371453919	-0.0231274983	-0.0178031242	-0.0240237072	-0.1368066405	0.1538973382	0.115023654	0.0303750989	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.00305438	-0.0031079943	9.3292371844e-06	9.659628568832492e-06	-0.0705538	-0.0246329	0.00497783869444	0.0006067797624099	0.017092	-0.0199561	0.0002921364639999	0.00039824592721	6.94005e-05	0.0010939905	4.81642940025e-09	1.19681521409025e-06	-0.000502362	-0.00020448	4.18120704e-08	2.52367579044e-07	-0.00153255	0.00013597	2.3487095025e-06	1.8487840900000004e-08	0.0	0.0	0.0
4840.931820835398	-0.067548601317867	23434620.89397672	0.0045628135400001	10249.671942916571	-34.79147293988535	1210.4465893267748	105055774.93741116	4607.9259206064935	-10.320515239154702	21232981.2897972	106.51303480162444	4636.656099612769	8717.142396248742	0.9728	34.073879	0.115009475	0.0716353	-0.1111559795	-0.1056700684	0.1206105689	0.0879166137	0.0829826876	0.1332846783	-0.0239216555	0.1448834493	0.1340062026	-0.076735692	-0.001063699	-0.0105040272	0.0084893921	-0.0467191507	0.3013812343	-0.0372187481	-0.0562899207	-0.0452593255	0.0146783865	0.0822657367	-0.0215400121	-0.0842375066	0.0916296838	-0.009226285	0.1110973767	-0.0184771788	0.1394676422	0.0367147836	-0.0781582324	-0.0844338213	0.0910207405	0.1127576483	0.1159405694	0.1121017163	0.0509492338	0.1186912181	-0.1470524416	0.0460184764	-0.0526604983	0.0190515628	0.0392281382	-0.1761594523	-0.2029191628	-0.0314941767	0.0684914947	-0.1654579497	-0.2526367579	-0.1000714712	-0.2953095211	0.0631725931	0.0619463151	0.0336007079	-0.0144064063	-0.0603807367	0.0229241969	0.0960996137	-0.090228113	0.0196483772	-0.0892934028	-0.0131599428	0.1729030416	-0.0204181027	0.0752728901	0.0759231104	0.0711150319	-0.0079904159	0.1767198738	0.0661142965	-0.086061496	-0.0843405345	0.1621389455	-0.0565228288	0.0314473643	0.0003287266	-0.0578292787	0.0869164141	0.2481572078	-0.1098793045	-0.0252376156	-0.1720062953	-0.1571726829	0.1899089086	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.00306408	-9.69999999999964e-06	9.3885862464e-06	9.4089999999993e-11	-0.0419312	0.0286225999999999	0.00175822553344	0.0008192532307599	0.0669102	0.0498182	0.00447697486404	0.00248185305124	-0.000546256	-0.0006156565	2.98395617536e-07	3.7903292599225e-07	-0.000386839	0.000115523	1.3345563529000008e-08	1.49644411921e-07	-0.00153255	0.0	2.3487095025e-06	0.0	0.0	0.0	0.0
4862.600405190458	21.66858435506037	23644882.70055841	469.5275479523672	10318.782157299564	69.11021438299213	4776.221732063132	106477265.20980383	4619.027551824396	11.10163121790265	21335415.52451288	123.24621569831068	4648.3203992537065	8796.36310070792	1.103027	38.635281	0.11059334	0.0725301	-0.1853557709	0.0188821828	-0.040106843	0.1232552493	0.1960302925	0.0070812257	-0.0087484553	0.0630180148	-0.1753690843	0.1259138751	0.2013526173	0.1357114124	-0.1018827428	-0.1077477214	0.0500900574	0.3351516736	0.0015835134	-0.0601172232	0.141785167	-0.0581148111	-0.0071645065	-0.0996453683	0.032503114	0.0579766802	-0.1378275513	0.0013406472	-0.0028038464	-0.0131879095	0.0381088382	-0.0825092412	0.0395854076	0.0401155049	0.0445426173	0.1697626266	-0.0446490368	0.0988338332	-0.1044214598	0.0596888186	-0.0726965617	0.0210357916	0.0548442844	0.0818474847	0.082610024	0.0969680695	-0.0524250693	-0.0341584362	0.0477800203	0.0575840314	-0.0603428715	-0.313782853	0.0691839482	0.0193603095	-0.1797589076	0.0702671728	0.0303052418	0.0944410326	-0.0605883703	-0.0911123646	0.1129671672	0.0066114295	-0.0164149202	-0.0052190252	-0.0158494637	0.0803751797	0.0307515132	0.0604291583	0.08201787	0.1522597705	0.0324958474	-0.0692223382	0.1147669402	-0.0682149663	0.0856206554	-0.0203961109	-0.0477979575	-0.0723965178	-0.1066023802	-0.0160945992	0.0600243992	-0.0076977108	0.0339311524	-0.0250672589	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.00308657	-2.249000000000001e-05	9.5269143649e-06	5.058001000000005e-10	-0.050828	-0.0088967999999999	0.0025834855839999	7.915305023999994e-05	0.030832	-0.0360782	0.0009506122239999	0.00130163651524	0.00041456	0.000960816	1.718599936e-07	9.23167385856e-07	-0.000241888	0.000144951	2.1010792401e-08	5.8509804544e-08	-0.0013264	0.00020615	1.75933696e-06	4.24978225e-08	0.0	0.0	0.0
