global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
5446.681746124821	n/a	29666342.04356933	n/a	10879.737224718268	n/a	n/a	118368682.07892036	5219.596610150113	n/a	27244188.772690546	n/a	5234.44070301676	8843.248091303223	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0314054	n/a	0.00098629914916	n/a	-0.0602094	n/a	0.00362517184836	n/a	-0.173979	n/a	0.0302686924409999	n/a	-0.0008138569999999	n/a	6.623632164488372e-07	n/a	-0.000388223	n/a	n/a	1.5071709772899998e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0
5408.883290197707	-37.798455927114446	29256018.44697997	1428.7232704740131	10667.957914551767	-211.7793101665011	44850.47621459908	113805326.0666477	5188.655354873181	-30.94125527693177	26922144.391654134	957.361278112258	5203.285605159843	8628.885772922533	1.029938	42.239601	0.03278035	0.0244305	-0.1099810966	-0.0071767922	0.0917248067	-0.0372342663	0.0140700559	-0.175352877	0.0024332862	-0.0579122422	0.0462661412	-0.1384237213	0.1256827235	-0.0817868825	0.0322358499	-0.0631463075	0.1895958089	-0.208187831	0.2272612448	-0.0157609895	0.2093159832	-0.0895056692	0.0821532327	-0.0759747262	0.0513705459	-0.0771864133	0.0816357982	-0.0962680428	0.0816025971	-0.0774248615	0.1017367794	-0.089312828	0.0510144813	-0.0340704861	0.0693730323	-0.0757962918	0.0570835266	-0.0143529081	0.0206312535	-0.0622651853	-0.0829202949	0.0526550411	-0.0038246664	-0.0033132107	-0.0616284992	0.1213128756	-0.0505544688	-0.0784403319	0.1157209283	-0.1699157151	-0.1176608222	-0.0190585047	0.0269551585	0.0701250345	-0.0160831678	-0.0279206039	-0.0065506191	0.0872335079	-0.0060507003	-0.0355382213	-0.0088670191	-0.0086041432	-0.0659214469	0.0764753409	0.0211970789	0.2130331969	-0.0931620826	0.1010438131	0.0623868323	-0.0386505089	0.0067534324	-0.116397212	0.0890495732	-0.0934641239	0.0593756023	-0.1134121042	0.0665240416	-0.0476818217	0.0492558058	-0.0687830099	0.0903005198	-0.0264139381	0.0099577781	-0.0317182341	-0.0521373632	0.0266917127	-0.1014761747	-0.0134759285	0.0052294395	0.0648939168	-0.0579060996	-0.1071514346	0.0540805205	-0.0286289474	-0.2152210726	0.0850758136	0.0798136774	0.0242401603	-0.0834769596	-0.0005551276	-0.038260732	0.0140440259	0.0715973697	-0.0474718949	-0.0403539289	-0.0111507631	-0.0133574152	0.0655450163	0.0610828289	0.0251517693	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0383686	-0.0069632	0.00147214946596	4.848615424000004e-05	-0.0593467	0.0008627	0.00352203080089	7.442512900000016e-07	-0.171074	0.0029049999999999	0.029266313476	8.439024999999948e-06	-0.00122717	-0.0004133130000001	1.5059462089000002e-06	1.7082763596908274e-07	-0.000415899	-2.7676000000000024e-05	7.659609760000012e-10	1.7297197820100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5388.920294168081	-19.96299602962517	29040461.9368966	398.5212104788304	10606.850660333112	-61.107254218655726	3734.096518143418	112505280.93060896	5192.1503007888905	3.49494591570965	26958424.745982166	12.214646953735564	5207.588481089994	8606.250797208615	0.945754	38.787079	0.1590692712	0.0739191	-0.1505249762	-0.0272573009	0.0332357289	0.0286152231	0.0601637813	-0.1310550486	0.1095659303	-0.0057400551	-0.0188902369	-0.164563812	0.0246295437	-0.0395113708	-0.0436475016	-0.1400323526	0.1448527264	-0.151239177	0.1057677045	-0.0604003975	0.1951389338	0.1019051031	0.0211516983	-0.0365668718	-0.002264077	-0.0651577489	-0.0724861151	-0.0046711188	0.0802924976	-0.2079818013	0.0033826742	0.018057517	-0.0005736017	-0.0249101453	-0.0725632388	-0.0220616573	-0.0845425097	0.0337748791	0.0779872908	-0.0755787222	-0.0027984107	-0.0497392103	0.0064514206	0.201644603	0.0788327111	-0.0174848191	0.0102571758	-0.0065483045	0.0184466074	0.0554162349	0.0109051753	-0.0244128639	-0.166714349	0.1256970222	-0.0729979118	-0.0114454682	-0.1578790239	-0.2176121752	0.0266975205	0.1650327376	-0.2190199927	-0.1055415058	-0.0291245645	0.0844475262	0.0648543585	0.2107039562	0.060491485	-0.0274439668	0.0232263014	-0.0261448543	-0.0935958316	0.0099155384	-0.0143157643	-0.1108474444	0.1573330398	0.007240889	-0.0042255329	0.0366739044	0.0309656765	0.0753790584	0.0277286566	0.0648808351	-0.0394232509	0.1132490262	-0.0843487944	0.0521655406	0.0199624369	0.0160307352	-0.2011333133	-0.0702864755	-0.0265544627	0.0435255538	-0.0017560802	0.029947669	0.024565721	0.0215769666	-0.0072235905	0.2259505037	0.020481336	0.066244836	-0.0588699383	-0.2043503508	-0.0591486782	0.1386423437	0.0704214217	0.2739147055	0.0805648721	0.0472436232	0.0911774438	0.0890685552	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	8.217119999999998e-05	0.0384507712	6.752106109439997e-09	0.0014784618058747	-0.0414931	0.0178536	0.0017216773476099	0.00031875103296	-0.163202	0.0078719999999999	0.026634892804	6.196838399999985e-05	-0.000564101	0.000663069	3.18209938201e-07	4.396604987610001e-07	0.000536171	0.00095207	9.064372849e-07	2.87479341241e-07	0.000282719	0.000282719	7.993003296100001e-08	7.993003296100001e-08	0.0	0.0	0.0
5372.592582843304	-16.327711324777738	28864751.06122288	266.5941571052752	10502.952019512151	-103.89864082096028	10794.927564442914	110312001.12417436	5194.13753034355	1.9872295546592795	26979064.68412339	3.9490813029113183	5209.075324721401	8491.520435176762	0.970065	39.78413	0.1375733962	0.0677382	-0.0967041903	-0.0382637775	-0.0230990731	0.0406304529	0.0300985047	-0.0617270362	0.1473650819	0.0167325556	0.0295728208	0.0176712943	-0.0191504582	-0.0733009739	-0.0806861333	-0.0252279073	-0.0109657383	-0.1945148908	-0.0286790547	-0.197194638	0.1649084043	0.1932538863	-0.0759967221	0.0258129353	-0.0399744037	-0.2088312178	-0.0204038445	-0.0939270991	0.0274907834	0.0764997389	0.1037504624	-0.1526069214	0.067845796	-0.0448160203	-0.1069618788	0.0008229655	-0.0909708859	-0.0077271364	0.0712483927	0.0982126191	0.1220297551	-0.0740767945	0.0029516749	-0.0105034453	-0.0075141305	-0.0343422165	-0.0588456759	0.1556953464	0.0223270342	-0.0079013189	0.0552926874	-0.0298327792	-0.0961527112	-0.1605139238	0.024405691	0.0946315212	-0.0061523531	0.0973354903	0.0340305569	-0.0287609709	0.052481976	0.0248661276	0.0483302185	-0.0355212853	0.0212680078	0.1845224636	0.1266642599	-0.1433428794	-0.017049743	-0.0275249635	-0.1834739699	-0.081271248	0.098371579	-0.0125332863	-0.0902626796	-0.1172277547	0.1119924667	-0.1229174069	0.0347634601	0.0892011925	-0.0031148165	0.0567906119	-0.0177380354	0.1236093315	0.0947388076	-0.0120980487	0.1289696105	0.0062139808	0.0053969065	0.021996312	0.0283728601	-0.0017200867	-0.1598627834	-0.081277371	0.0396577967	-0.0095438232	0.0351880687	-0.0431008767	0.1804079127	0.0277819225	0.1261666133	0.0183303225	0.0969724228	-0.0093697603	-0.053708677	-0.0608256853	0.0002177422	-0.0579667057	-0.014481543	0.0255528777	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0357054	-0.0357875712	0.0012748755891599	0.001280750252395	-0.0382702	0.0032229	0.0014646082080399	1.0387084410000003e-05	-0.143707	0.019495	0.020651701849	0.000380055025	-0.0008767659999999	-0.0003126649999999	7.687186187558247e-07	9.775940222493747e-08	-0.00043487	-0.000971041	9.42920623681e-07	1.891119169e-07	-1.49335e-05	-0.0002976525	2.2300942225e-10	8.859701075625004e-08	0.0	0.0	0.0
5357.061449336355	-15.531133506949118	28698107.371965725	241.2161080106776	10472.821790027518	-30.130229484633677	907.8307287966884	109679996.24567518	5193.815267782045	-0.3222625615044308	26975717.03584588	0.103853158547397	5207.866971387457	8444.602451217666	1.075259	44.09832	0.112095675	0.0778554999999999	-0.0690188036	0.0979031163	-0.1215140258	-0.0267805252	0.0574488149	-0.0185790495	0.1151399417	0.0281587486	0.0464571559	0.0896674121	0.1458764282	-0.0345822335	-0.0553128745	0.0551995554	-0.0206977185	-0.0087643317	-0.1302076545	-0.0605263698	0.1661579867	0.0175235217	-0.0907723043	-0.0430696448	0.1438034065	-0.1515814107	-0.1187144387	0.1197356252	0.068095484	0.0835013902	-0.0550436792	-0.1071522046	0.1077479727	0.0332044251	0.0296979732	0.0104972792	-0.052444871	-0.0799423805	0.0909664832	-0.0364892401	-0.053503754	0.1588393179	0.0270911281	-0.2006578471	-0.0197216882	0.073152798	-0.0462672314	-0.0758786882	0.0128052665	-0.068598583	0.0566252516	0.05013801	0.033605273	0.0505411486	0.0165535159	-0.0420008425	0.0382261029	0.012606942	-0.0318767182	0.1475314001	0.0373448674	-0.0908664053	-0.1684129913	-0.0821221147	-0.126916128	0.1554380237	-0.032157624	-0.0872409394	0.0637006799	-0.2070170771	-0.1296645753	0.0038313212	-0.0938477489	-0.0406830195	-0.1077323959	0.0571446164	0.0963017598	-0.1091844724	-0.0096678492	-0.0364065755	0.0308538232	0.0074453717	0.0762420611	0.0853654461	-0.0249687795	-0.0874368254	-0.1696673392	0.0530810423	0.1950130125	0.0283708483	-0.040511122	-0.0763695442	0.0407353153	-0.0356894829	-0.0716108046	-0.0812633249	-0.0335095797	0.0307921228	-0.0548833938	-0.0208463745	-0.0326727605	0.0794502673	0.0363180826	0.0938855483	0.15614541	-0.0308764223	0.0319325439	0.1900251645	-0.0718570452	-0.0530616111	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0363494	-0.0006439999999999	0.0013212788803599	4.147359999999984e-07	0.0364164	0.0746865999999999	0.00132615418896	0.0055780882195599	-0.142628	0.0010789999999999	0.020342746384	1.1642409999999929e-06	-0.00154861	-0.0006718440000001	2.3981929321e-06	4.513743603361343e-07	-0.000461814	-2.694399999999999e-05	7.259791359999994e-10	2.13272170596e-07	0.0	1.49335e-05	0.0	2.2300942225e-10	0.0	0.0	0.0
5396.21980497688	39.15835564052577	29119188.18362472	1533.3768164698963	10529.898926114836	57.07713608731865	3257.799463930293	110878771.39419438	5205.04282793532	11.22756015327468	27092470.840640917	126.05810699540136	5218.180819387126	8453.569275110061	1.117875	45.846046	0.23758935	0.130208	-0.0269634206	0.1931081971	-0.0101637287	-0.0743311177	0.1466980407	-0.0673891821	-0.0048322563	-0.0165344812	-0.0518406714	0.0449416189	0.1799184833	-0.0834139069	-0.0502833581	0.1556853983	0.0029778594	0.0589370599	-0.0949696989	0.0862009283	0.0892078807	0.0039860476	0.1537967821	0.0068175307	-0.1482285559	0.0738159365	0.2002034547	0.0658234893	-0.0043955597	-0.0889349213	-0.1248996087	0.1125675524	-0.1390062138	-0.0468262661	0.0802515351	0.060070285	-0.0378417451	-0.0761645943	-0.0080632831	-0.0489237996	-0.0955666375	0.0401548371	0.024422926	-0.0413926787	-0.1088974104	0.030825705	0.0281038041	0.2235574796	-0.0009639821	0.1032493422	0.0794135205	0.0469409185	0.0757231644	-0.1035224938	-0.1606359786	0.0853115629	0.0047918706	0.0041073347	-0.1480685991	-0.0064863071	-0.0849148686	0.0705239041	0.0864139537	0.0552556109	0.0320714423	0.0894572842	0.0021523537	0.0942667196	-0.0505154665	0.1960012241	0.0993672333	-0.1380832643	-0.0813143357	-0.0105300281	0.0675357092	0.1039300636	-0.0500355482	0.2089861649	0.0273627214	-0.0673335197	-0.0911653243	0.0469491741	0.072181466	-0.0070300515	-0.0532419567	0.0462484119	-0.0946364034	0.0360087686	0.0423903012	0.1127093449	0.023601806	-0.0013969111	-0.196299303	-0.02186059	0.132016213	0.0029958579	-0.0726582924	-0.1292489189	-0.0121447054	0.1818309445	0.0801184694	-0.0237558857	-0.0180117199	-0.118682173	0.080155855	0.0968262268	-0.0281251856	-0.0881176024	0.0397200101	0.0086717571	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0320018	0.0043476	0.0010241152032399	1.890162576e-05	-0.0799635	-0.1163799	0.00639416133225	0.01354428112401	-0.0725646999999999	0.0700633000000001	0.0052656356860899	0.00490886600689	-0.000911164	0.000637446	8.30219834896e-07	4.0633740291599993e-07	-0.000370983	9.083099999999998e-05	8.250270560999997e-09	1.37628386289e-07	0.000207694	0.000207694	4.3136797636e-08	4.3136797636e-08	0.0	0.0	0.0
5402.752854819487	6.533049842606488	29189738.410260115	42.68074024598066	10536.165210960293	6.266284845456539	39.26632576439828	111010777.35264996	5200.0681738183575	-4.974654116962483	27040709.012358587	24.747183583411783	5215.183366726332	8509.327754855507	1.20919	49.591045	0.0992221	0.0633282	-0.1497503303	0.0795957651	0.0622554601	0.0921381613	-0.0338958258	-0.146322809	0.0008539043	-0.0275939432	-0.2316735846	-0.0264417043	-0.0606250634	0.0648171291	-0.0314529671	0.0358108451	0.0340292216	-0.0677590989	-0.0766413244	0.0716168935	0.2282150815	-0.0434535388	0.0667537713	0.0093835286	-0.0321016869	0.1584255491	0.0507660668	0.0452307635	0.0337897858	-0.0819139629	-0.0830553453	0.0374572627	0.0494221177	-0.138458074	0.0226181671	-0.0903836316	0.084974104	-0.1352638593	0.0496337134	0.1188456734	0.067869283	0.0076124415	-0.0196653875	0.0204228887	-0.0964345159	-0.0046426347	0.1549297092	-0.08828456	0.1193882064	-0.0371101312	-0.114760325	-0.0053694712	0.1588668824	0.0448389912	-0.0079089939	0.0405752095	0.0625714912	0.0445581958	0.1059658051	0.0378067576	-0.0291557934	0.1662198646	0.1284433727	-0.1389029072	-0.0759942746	0.2286485753	-0.0622511195	0.0429846097	-0.020821184	0.074182023	0.1434834372	0.0325985861	-0.0557691202	-0.0432606399	0.0657583179	0.0836402019	0.00627403	0.0516424323	0.1784651118	-0.0489702361	0.1019615177	-0.0403857651	0.1187660533	0.0226526271	0.1399102385	-0.0428290849	0.0358730293	-0.0203175213	-0.0146937539	0.1202640472	-0.0082060345	0.1107092092	0.1008468178	-0.0328576091	-0.0810850028	0.1261187849	0.0328140642	-0.077252444	-0.1645869807	-0.0100028694	0.0168696706	0.0538300063	0.0181622067	0.0952550916	-0.0532365897	0.014638571	-0.149465207	-0.1568432091	-0.1337069765	-0.0777564144	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0343624	-0.0023606	0.00118077453376	5.57243236000002e-06	-0.0993545	-0.0193909999999999	0.00987131667025	0.0003760108809999	-0.124245	-0.0516803	0.0154368200249999	0.00267085340809	-0.000555178	0.000355986	3.0822261168400005e-07	1.26726032196e-07	-0.000303742	6.7241e-05	4.5213520810000015e-09	9.225920256400001e-08	0.000115117	-9.2577e-05	1.3251923689e-08	8.570500928999999e-09	0.0	0.0	0.0
5399.704604293374	-3.048250526112497	29156809.813627068	9.291831269945115	10583.817829549813	47.65261858951999	2270.772058438266	112017199.8490965	5199.580899327454	-0.4872744909034736	27035641.52865089	0.2374364294852394	5211.9981339491005	8446.136239200852	1.280535	52.517048	0.27367485	0.145603	0.1206550741	0.0206945508	0.1269624317	0.008631119	-0.1278133	-0.0503236962	-0.2091619536	0.0491730241	-0.0127062668	-0.0688214443	-0.0796309628	0.0501896735	-0.0685060992	-0.0386624177	-0.0777793554	-0.0331181931	-0.0416570489	0.0052021112	0.029846582	-0.0445679815	-0.1975103743	0.0167253046	0.0625994325	0.0126414653	0.0213139097	-0.0434868317	0.0542388513	0.0553844545	0.146091239	-0.0208163073	-0.1433006618	0.0118819547	0.0188689406	-0.0804758848	0.0782592045	0.0685429452	-0.050634415	0.0457564355	-0.15276958	-0.1201542173	0.0529585181	-0.0258848641	-0.0280213304	0.1106389959	0.0012530679	0.0659444351	-0.072773012	0.1804655723	0.053597862	-0.0358665038	0.1080908222	-0.0672142103	0.0792338647	-0.072569783	-0.0641901825	-0.0537209444	0.0136976582	0.0580598273	-0.0557006776	-0.0036001672	-0.0708584346	-0.1277693799	0.0457566667	-0.0195374268	-0.102969724	-0.1804206048	0.0319886673	-0.0566053989	0.0403405083	0.0094456836	0.0506507916	-0.0328516366	-0.0583646764	-0.183401174	0.0105383467	0.1011729256	-0.0355672339	-0.0034691717	0.0599296786	-0.0263128566	-0.0775877977	-0.10465727	0.0325882732	0.1870346297	-0.0263078816	-0.0036791473	0.0258352907	0.0624982112	-0.0790934819	-0.0359450018	-0.0555067081	-0.0009210382	0.2004999884	-0.0480788201	-0.0399924549	-0.0994001249	-0.0192203575	-0.1065796284	-0.0735088593	-0.0614858466	-0.0238913742	0.0618118157	0.0261179752	0.0530617239	-0.0023241181	0.0542447331	-0.1178584296	0.0619093859	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.0101258	0.0444882	0.00010253182564	0.00197919993924	0.027521	0.1268755	0.000757405441	0.01609739250025	-0.0839603	0.0402846999999999	0.00704933197609	0.0016228570540899	-0.000226927	0.000328251	5.1495863329000004e-08	1.07748719001e-07	0.000493419	0.000797161	6.35465659921e-07	2.434623095610001e-07	0.0	-0.000115117	0.0	1.3251923689e-08	0.0	0.0	0.0
5368.814826699865	-30.88977759350928	28824172.643392306	954.178359776468	10528.38828520698	-55.42954434283274	3072.434386054061	110846959.88408355	5203.751415555344	4.170516227889493	27079028.79489424	17.393205607089605	5216.848952928466	8427.54403750672	1.108423	45.458435	0.1214716	0.084427	0.0271432247	-0.0670651695	-0.0288141865	0.0208824298	-0.059289951	0.0359639973	-0.0201259933	0.0006950183	0.0682532114	0.0109729638	-0.1009419702	0.0319363589	0.0617293515	-0.0435081969	-0.0292460196	0.1029900886	0.048472793	0.0527152059	-0.0719958617	-0.0123718554	-0.0569782076	0.006636993	0.0131244715	-0.0047232736	-0.0175204265	-0.2101278332	-0.1227807393	0.1346056125	-0.0649587622	0.1833764863	-0.161475833	0.0100739556	0.0169473041	-0.0097969055	0.1142890155	-0.1390386819	-0.1730630447	-0.0151891444	-0.0111320522	0.0610938301	0.0348058447	0.1246266319	0.1056120157	0.0037297525	-0.0801197531	0.0235761045	-0.0994839596	-0.0694522955	-0.1107460489	0.0168739642	0.0255399718	-0.1375627267	0.1867214406	-0.0527945823	-0.0440267003	0.0122973185	-0.0138084542	0.0411748539	-0.043898304	0.1954349221	-0.0689155589	0.0446601479	0.0810673652	-0.076355995	0.0076732531	-0.030449245	0.0108913646	-0.0019766719	0.0254785722	0.0458285489	0.2239580781	0.158835393	-0.1164933382	0.0205030074	-0.1377728856	0.1763058191	-0.0127416284	0.0096777873	-0.0151950116	-0.0091472184	0.1544916074	-0.1762109366	-0.012004643	-0.0249306866	0.0024119497	0.0596531416	-0.1147740349	-0.1415084779	0.0025734393	-0.0731713827	-0.0334482952	0.1111520207	-0.0697370233	0.0030925457	0.0149132162	-0.1315113317	0.0981682575	-0.2050176289	-0.020782153	-0.029777071	0.041445248	0.0175354363	0.0325065338	0.033811016	-0.185058044	-0.0282948821	0.0280771619	0.0864527214	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.00012584	-0.00999996	1.58357056e-08	9.99992000016e-05	-0.0559686	-0.0834896	0.00313248418596	0.0069705133081599	-0.0653089	0.0186514	0.00426525241921	0.0003478747219599	-4.03142e-05	0.0001866128	1.62523472164e-09	3.482433712384e-08	0.000493419	0.0	0.0	2.434623095610001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5379.275854421359	10.461027721494249	28936608.717960645	109.43310098987112	10439.161156151307	-89.22712905567278	7961.480559517685	108976085.6440983	5204.986136720312	1.234721164968505	27091880.68345064	1.524536355221182	5219.7222230167135	8340.368032413997	1.05219	43.152206	0.0896016	0.0554217	-0.004022865	-0.1353911631	-0.065823415	0.0147436	-0.0277375422	0.0675752403	0.0813741821	-0.0314878185	0.0498582589	-0.0650761664	-0.0717816389	0.0732871659	0.0550715391	0.2287608574	-0.0678709694	0.0330696812	-0.0710376723	0.0754772347	-0.1237783852	-0.006947456	0.0662921854	0.0764397487	0.0183242706	-0.1555413012	0.0540517672	0.0751651348	-0.1203912652	0.1235119381	-0.0298494874	0.0593123269	0.0378816697	0.0855115376	0.0225794457	0.1601114204	-0.0484881596	0.0351499794	-0.0341681782	-0.0018903847	0.1028920995	-0.0288589868	-0.13721447	-0.0769721229	-0.0730281463	0.0541905461	-0.0181698811	0.0473085578	0.161232861	0.0951671202	-0.0348197273	0.0659214222	0.0483673213	0.0759180048	0.0302021334	-0.1104212351	0.1344217807	0.0768105293	0.1569506079	-0.0736602241	-0.1165370441	0.030419769	0.0857813285	0.1226356113	0.0396416739	-0.1021587194	0.0346234947	0.0664961981	-0.094590246	-0.0529359621	-0.0862263093	-0.1209903851	-0.0457805159	0.1529929937	-0.0924714908	0.0553786777	-0.0819074592	-0.0601132533	-0.0938891222	-0.017830972	-0.1304331228	-0.0217529916	-0.0011151888	-0.0161692863	-0.0120743871	-0.0984047798	0.0666404278	-0.1543026674	0.0694371062	0.1045487597	-0.0214014135	-0.0094925909	-0.0592053726	-0.135827074	0.0285981544	0.1088151299	-0.0987407169	0.0388789626	-0.0833745217	-0.0506931391	-0.0946992822	0.1442092483	0.0462126194	-0.0012741417	-0.1836830563	0.0944457775	-0.0338058585	-0.0855833537	0.1217971976	0.0795472298	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0232531	0.02312726	0.0005407066596099	0.0005348701551076	-0.0668222	-0.0108535999999999	0.0044652064128399	0.0001178006329599	-0.0240754	0.0412335	0.00057962488516	0.00170020152225	-0.000328059	-0.0002877448	1.0762270748100001e-07	8.279706992704e-08	0.000493419	0.0	0.0	2.434623095610001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
