sub	MB	ME	stat	contrast	denoise	mask_name	mean_act	median_act
10142	6	1	varcope	12	none	RVS	66752.6953125	47106.65625
10142	6	1	varcope	12	none	LVS	57668.8828125	51351.40625
10142	6	1	varcope	12	none	vmPFC	29937.390625	25887.552734375
10142	6	1	varcope	12	none	FFA	29398.76171875	22140.375
10142	6	1	varcope	12	none	sCerb	35179.140625	33314.8359375
10142	6	1	varcope	12	none	iCerb	34096.87109375	34346.87109375
10142	6	1	varcope	12	none	Motor	15563.2998046875	12864.3330078125
10142	6	1	zstat	12	none	VS	0.007370056584477425	-0.021271508187055588
10142	6	1	zstat	12	none	RVS	0.23798231780529022	0.24355271458625793
10142	6	1	zstat	12	none	LVS	0.3280644416809082	0.3208771347999573
10142	6	1	zstat	12	none	vmPFC	0.41420578956604004	0.3547919988632202
10142	6	1	zstat	12	none	FFA	-0.8334547281265259	-0.9543231725692749
10142	6	1	zstat	12	none	sCerb	0.7916708588600159	0.78736412525177
10142	6	1	zstat	12	none	iCerb	0.768661618232727	0.8124633431434631
10142	6	1	zstat	12	none	Motor	1.0860564708709717	1.016176700592041
10142	6	1	zstat	13	none	VS	1.2370682954788208	1.1555147171020508
10142	6	1	zstat	13	none	RVS	1.8488050699234009	1.6584196090698242
10142	6	1	zstat	13	none	LVS	1.7709906101226807	1.5951942205429077
10142	6	1	zstat	13	none	vmPFC	1.2976200580596924	1.2565841674804688
10142	6	1	zstat	13	none	FFA	1.2038668394088745	1.2479312419891357
10142	6	1	zstat	13	none	sCerb	0.5024080276489258	0.495841920375824
10142	6	1	zstat	13	none	iCerb	0.2646142840385437	0.1457831710577011
10142	6	1	zstat	13	none	Motor	0.591037929058075	0.6186360716819763
10142	6	1	cope	13	none	VS	268.9700622558594	265.6927185058594
10142	6	1	cope	13	none	RVS	445.8443908691406	366.5477294921875
10142	6	1	cope	13	none	LVS	413.9994201660156	357.258544921875
10142	6	1	cope	13	none	vmPFC	235.73831176757812	213.32876586914062
10142	6	1	cope	13	none	FFA	207.66722106933594	176.75048828125
10142	6	1	cope	13	none	sCerb	92.47904205322266	89.42192077636719
10142	6	1	cope	13	none	iCerb	54.07548904418945	25.14545249938965
10142	6	1	cope	13	none	Motor	79.20182037353516	66.74533081054688
10142	3	4	varcope	13	none	VS	92585.3203125	87755.0
10142	3	4	varcope	13	none	RVS	133951.5	84201.6875
10142	3	4	varcope	13	none	LVS	152489.125	103546.03125
10142	3	4	varcope	13	none	vmPFC	73527.609375	53714.0390625
10142	3	4	varcope	13	none	FFA	72105.9921875	58668.5859375
10142	3	4	varcope	13	none	sCerb	76320.546875	66440.40625
10142	3	4	varcope	13	none	iCerb	68468.5703125	69697.3984375
10142	3	4	varcope	13	none	Motor	44946.9375	30823.33984375
10142	3	4	cope	12	none	VS	99.7379379272461	89.04286193847656
10142	3	4	cope	12	none	RVS	60.204166412353516	53.14532470703125
10142	3	4	cope	12	none	LVS	195.78587341308594	181.98158264160156
10142	3	4	cope	12	none	vmPFC	-190.15789794921875	-181.923583984375
10142	3	4	cope	12	none	FFA	95.96202850341797	91.76290893554688
10142	3	4	cope	12	none	sCerb	198.6574249267578	200.1995086669922
10142	3	4	cope	12	none	iCerb	169.9941864013672	154.8448028564453
10142	3	4	cope	12	none	Motor	228.42477416992188	185.77029418945312
10142	3	4	varcope	11	none	VS	67518.8828125	64532.140625
10142	3	4	varcope	11	none	RVS	95415.6953125	61729.1875
10142	3	4	varcope	11	none	LVS	109112.1328125	75705.7890625
10142	3	4	varcope	11	none	vmPFC	49304.1328125	37493.4375
10142	3	4	varcope	11	none	FFA	48048.02734375	39908.67578125
10142	3	4	varcope	11	none	sCerb	54984.15234375	48938.95703125
10142	3	4	varcope	11	none	iCerb	51254.6796875	52328.90625
10142	3	4	varcope	11	none	Motor	29795.5546875	21051.875
10142	3	4	zstat	11	none	VS	-0.3785736858844757	-0.42590248584747314
10142	3	4	zstat	11	none	RVS	-0.4196946620941162	-0.4643608629703522
10142	3	4	zstat	11	none	LVS	-0.781627357006073	-0.8378240466117859
10142	3	4	zstat	11	none	vmPFC	0.5693563222885132	0.6343238353729248
10142	3	4	zstat	11	none	FFA	2.152959108352661	2.029017686843872
10142	3	4	zstat	11	none	sCerb	-0.13151806592941284	-0.14597538113594055
10142	3	4	zstat	11	none	iCerb	-0.052159618586301804	-0.011432476341724396
10142	3	4	zstat	11	none	Motor	0.2456153780221939	0.281110018491745
10142	3	4	cope	11	none	VS	-95.36473846435547	-109.26416015625
10142	3	4	cope	11	none	RVS	-98.05017852783203	-117.47634887695312
10142	3	4	cope	11	none	LVS	-242.25445556640625	-236.17489624023438
10142	3	4	cope	11	none	vmPFC	130.77317810058594	129.58534240722656
10142	3	4	cope	11	none	FFA	484.08721923828125	416.25567626953125
10142	3	4	cope	11	none	sCerb	-30.649133682250977	-31.412715911865234
10142	3	4	cope	11	none	iCerb	-9.999978065490723	-2.686586380004883
10142	3	4	cope	11	none	Motor	54.02710723876953	41.834896087646484
10142	3	4	varcope	12	none	VS	58202.828125	55365.2421875
10142	3	4	varcope	12	none	RVS	83411.5625	52908.03125
10142	3	4	varcope	12	none	LVS	95061.546875	65469.9921875
10142	3	4	varcope	12	none	vmPFC	44743.88671875	33074.15234375
10142	3	4	varcope	12	none	FFA	43595.46875	35956.609375
10142	3	4	varcope	12	none	sCerb	47794.12890625	41965.15625
10142	3	4	varcope	12	none	iCerb	43603.1640625	44483.70703125
10142	3	4	varcope	12	none	Motor	27070.55078125	18926.283203125
10142	3	4	zstat	12	none	VS	0.37780314683914185	0.35669344663619995
10142	3	4	zstat	12	none	RVS	0.2739011347293854	0.22655409574508667
10142	3	4	zstat	12	none	LVS	0.7134441137313843	0.703902006149292
10142	3	4	zstat	12	none	vmPFC	-0.9163413047790527	-1.0485628843307495
10142	3	4	zstat	12	none	FFA	0.42750710248947144	0.5197216868400574
10142	3	4	zstat	12	none	sCerb	0.9155650734901428	0.9652260541915894
10142	3	4	zstat	12	none	iCerb	0.8268511891365051	0.719399631023407
10142	3	4	zstat	12	none	Motor	1.3555631637573242	1.322387933731079
10142	3	4	zstat	13	none	VS	0.10136722028255463	0.1605084240436554
10142	3	4	zstat	13	none	RVS	0.7890048027038574	0.9380589127540588
10142	3	4	zstat	13	none	LVS	0.07077637314796448	0.1763845980167389
10142	3	4	zstat	13	none	vmPFC	0.7266459465026855	0.5747839212417603
10142	3	4	zstat	13	none	FFA	1.4508947134017944	1.314207673072815
10142	3	4	zstat	13	none	sCerb	0.26368340849876404	0.2625048756599426
10142	3	4	zstat	13	none	iCerb	-0.11220178753137589	-0.12350761145353317
10142	3	4	zstat	13	none	Motor	1.1954121589660645	1.2714954614639282
10142	3	4	cope	13	none	VS	36.979827880859375	50.52277755737305
10142	3	4	cope	13	none	RVS	288.9228515625	267.7060241699219
10142	3	4	cope	13	none	LVS	-13.985776901245117	61.68211364746094
10142	3	4	cope	13	none	vmPFC	228.9566192626953	129.04052734375
10142	3	4	cope	13	none	FFA	358.6924133300781	323.5994873046875
10142	3	4	cope	13	none	sCerb	80.97877502441406	70.03675842285156
10142	3	4	cope	13	none	iCerb	-32.69755172729492	-33.10422134399414
10142	3	4	cope	13	none	Motor	266.7050476074219	220.67282104492188
10142	1	1	varcope	13	none	VS	209045.59375	207355.15625
10142	1	1	varcope	13	none	RVS	332339.96875	181104.171875
10142	1	1	varcope	13	none	LVS	341338.28125	231514.96875
10142	1	1	varcope	13	none	vmPFC	221428.890625	118288.453125
10142	1	1	varcope	13	none	FFA	160732.015625	126078.078125
10142	1	1	varcope	13	none	sCerb	194925.921875	176921.640625
10142	1	1	varcope	13	none	iCerb	132303.03125	131411.78125
10142	1	1	varcope	13	none	Motor	110096.8828125	78756.1328125
10142	1	1	cope	12	none	VS	-68.10780334472656	-98.61753845214844
10142	1	1	cope	12	none	RVS	-77.20130920410156	-99.13246154785156
10142	1	1	cope	12	none	LVS	-32.17803192138672	-12.526100158691406
10142	1	1	cope	12	none	vmPFC	-156.33297729492188	-134.2583770751953
10142	1	1	cope	12	none	FFA	245.20004272460938	230.41159057617188
10142	1	1	cope	12	none	sCerb	104.74398040771484	101.27554321289062
10142	1	1	cope	12	none	iCerb	130.5712432861328	152.1945037841797
10142	1	1	cope	12	none	Motor	98.39788055419922	87.81674194335938
10142	1	1	varcope	11	none	VS	217843.09375	218639.390625
10142	1	1	varcope	11	none	RVS	335793.5625	191840.890625
10142	1	1	varcope	11	none	LVS	351288.4375	239181.296875
10142	1	1	varcope	11	none	vmPFC	207736.75	113026.5625
10142	1	1	varcope	11	none	FFA	152126.25	124286.3125
10142	1	1	varcope	11	none	sCerb	202717.796875	184500.203125
10142	1	1	varcope	11	none	iCerb	137409.046875	138293.265625
10142	1	1	varcope	11	none	Motor	107037.5546875	78661.953125
10142	1	1	zstat	11	none	VS	0.04149458929896355	0.001494301250204444
10142	1	1	zstat	11	none	RVS	0.48059406876564026	0.5012022256851196
10142	1	1	zstat	11	none	LVS	-0.15545138716697693	-0.23079925775527954
10142	1	1	zstat	11	none	vmPFC	-0.003480392275378108	-0.04972134530544281
10142	1	1	zstat	11	none	FFA	0.5226313471794128	0.6562906503677368
10142	1	1	zstat	11	none	sCerb	-0.16454681754112244	-0.15504413843154907
10142	1	1	zstat	11	none	iCerb	-0.20612192153930664	-0.23428744077682495
10142	1	1	zstat	11	none	Motor	-0.364305317401886	-0.40825602412223816
10142	1	1	cope	11	none	VS	16.61621856689453	0.772002100944519
10142	1	1	cope	11	none	RVS	215.54318237304688	273.4195251464844
10142	1	1	cope	11	none	LVS	-107.64183044433594	-116.8509292602539
10142	1	1	cope	11	none	vmPFC	41.77437973022461	-14.693434715270996
10142	1	1	cope	11	none	FFA	216.89691162109375	220.98223876953125
10142	1	1	cope	11	none	sCerb	-64.47665405273438	-63.2922248840332
10142	1	1	cope	11	none	iCerb	-87.91204833984375	-92.42449951171875
10142	1	1	cope	11	none	Motor	-114.84989929199219	-118.8936538696289
10142	1	1	varcope	12	none	VS	165570.453125	165499.25
10142	1	1	varcope	12	none	RVS	260097.484375	143799.203125
10142	1	1	varcope	12	none	LVS	269071.28125	181947.5
10142	1	1	varcope	12	none	vmPFC	168512.40625	90965.078125
10142	1	1	varcope	12	none	FFA	122685.0	97953.078125
10142	1	1	varcope	12	none	sCerb	154643.046875	140521.484375
10142	1	1	varcope	12	none	iCerb	104549.28125	104252.0
10142	1	1	varcope	12	none	Motor	85372.34375	61417.6953125
10142	1	1	zstat	12	none	VS	-0.18044984340667725	-0.24350108206272125
10142	1	1	zstat	12	none	RVS	-0.19926521182060242	-0.17636878788471222
10142	1	1	zstat	12	none	LVS	-0.1026884987950325	-0.037019919604063034
10142	1	1	zstat	12	none	vmPFC	-0.4198390543460846	-0.32946568727493286
10142	1	1	zstat	12	none	FFA	0.6257357597351074	0.6571685075759888
10142	1	1	zstat	12	none	sCerb	0.2489769160747528	0.2778913974761963
10142	1	1	zstat	12	none	iCerb	0.38168051838874817	0.4599624574184418
10142	1	1	zstat	12	none	Motor	0.31082817912101746	0.34953197836875916
10142	1	1	zstat	13	none	VS	-0.324564129114151	-0.24675819277763367
10142	1	1	zstat	13	none	RVS	0.24958860874176025	0.2887513339519501
10142	1	1	zstat	13	none	LVS	0.3999952971935272	0.4648379385471344
10142	1	1	zstat	13	none	vmPFC	0.6810270547866821	0.7245240807533264
10142	1	1	zstat	13	none	FFA	-0.13876965641975403	-0.08098974823951721
10142	1	1	zstat	13	none	sCerb	-0.1317291557788849	-0.23728567361831665
10142	1	1	zstat	13	none	iCerb	0.17081119120121002	0.18534135818481445
10142	1	1	zstat	13	none	Motor	0.20844069123268127	0.24052055180072784
10142	1	1	cope	13	none	VS	-150.17254638671875	-102.06309509277344
10142	1	1	cope	13	none	RVS	198.68194580078125	116.20952606201172
10142	1	1	cope	13	none	LVS	198.51708984375	285.2163391113281
10142	1	1	cope	13	none	vmPFC	392.1265869140625	267.76287841796875
10142	1	1	cope	13	none	FFA	-5.013948440551758	-30.89337158203125
10142	1	1	cope	13	none	sCerb	-68.65021514892578	-96.06758880615234
10142	1	1	cope	13	none	iCerb	59.360591888427734	70.88571166992188
10142	1	1	cope	13	none	Motor	63.929534912109375	70.43731689453125
10142	3	1	varcope	13	none	VS	87860.859375	82635.4453125
10142	3	1	varcope	13	none	RVS	141226.671875	75547.3515625
10142	3	1	varcope	13	none	LVS	129742.875	97921.1796875
10142	3	1	varcope	13	none	vmPFC	76999.25	57596.53125
10142	3	1	varcope	13	none	FFA	60838.5859375	43676.6484375
10142	3	1	varcope	13	none	sCerb	75604.9765625	64285.61328125
10142	3	1	varcope	13	none	iCerb	44876.2265625	46492.08203125
10142	3	1	varcope	13	none	Motor	35869.76171875	27305.076171875
10142	3	1	cope	12	none	VS	-24.63703727722168	25.23397445678711
10142	3	1	cope	12	none	RVS	160.01815795898438	153.50979614257812
10142	3	1	cope	12	none	LVS	-91.85529327392578	-101.43611145019531
10142	3	1	cope	12	none	vmPFC	73.70278930664062	25.289363861083984
10142	3	1	cope	12	none	FFA	189.9564208984375	148.31918334960938
10142	3	1	cope	12	none	sCerb	373.39019775390625	327.48828125
10142	3	1	cope	12	none	iCerb	426.8175048828125	403.6112060546875
10142	3	1	cope	12	none	Motor	140.18515014648438	101.36376190185547
10142	3	1	varcope	11	none	VS	76432.3515625	72464.1328125
10142	3	1	varcope	11	none	RVS	122810.1484375	66640.6015625
10142	3	1	varcope	11	none	LVS	112498.4921875	84838.34375
10142	3	1	varcope	11	none	vmPFC	64654.3515625	48135.7265625
10142	3	1	varcope	11	none	FFA	51698.48828125	37482.9921875
10142	3	1	varcope	11	none	sCerb	65946.921875	56338.859375
10142	3	1	varcope	11	none	iCerb	39362.12109375	40661.9375
10142	3	1	varcope	11	none	Motor	30183.775390625	23114.55859375
10142	3	1	zstat	11	none	VS	0.6029311418533325	0.5809615850448608
10142	3	1	zstat	11	none	RVS	0.5087583065032959	0.5495234131813049
10142	3	1	zstat	11	none	LVS	0.6179319620132446	0.6233441233634949
10142	3	1	zstat	11	none	vmPFC	-0.039337776601314545	-0.1442912220954895
10142	3	1	zstat	11	none	FFA	0.8369095325469971	0.8682621717453003
10142	3	1	zstat	11	none	sCerb	0.6605998277664185	0.6674566864967346
10142	3	1	zstat	11	none	iCerb	0.5735980868339539	0.6617210507392883
10142	3	1	zstat	11	none	Motor	0.5334301590919495	0.5565459132194519
10142	3	1	cope	11	none	VS	187.7728271484375	152.01248168945312
10142	3	1	cope	11	none	RVS	194.47406005859375	164.93096923828125
10142	3	1	cope	11	none	LVS	215.84304809570312	171.902099609375
10142	3	1	cope	11	none	vmPFC	16.303071975708008	-31.93976593017578
10142	3	1	cope	11	none	FFA	180.45042419433594	191.90863037109375
10142	3	1	cope	11	none	sCerb	156.0167999267578	157.5572052001953
10142	3	1	cope	11	none	iCerb	117.36617279052734	111.10823059082031
10142	3	1	cope	11	none	Motor	95.4502182006836	88.23373413085938
10142	3	1	varcope	12	none	VS	80804.7578125	76301.9609375
10142	3	1	varcope	12	none	RVS	129415.765625	69959.953125
10142	3	1	varcope	12	none	LVS	118373.09375	89435.421875
10142	3	1	varcope	12	none	vmPFC	68951.1640625	51437.49609375
10142	3	1	varcope	12	none	FFA	55091.75390625	39739.984375
10142	3	1	varcope	12	none	sCerb	69472.8671875	59293.46484375
10142	3	1	varcope	12	none	iCerb	41381.515625	42931.21484375
10142	3	1	varcope	12	none	Motor	32415.64453125	24855.06640625
10142	3	1	zstat	12	none	VS	-0.037709884345531464	0.1049237996339798
10142	3	1	zstat	12	none	RVS	0.4898291230201721	0.5117149949073792
10142	3	1	zstat	12	none	LVS	-0.3143771290779114	-0.37464189529418945
10142	3	1	zstat	12	none	vmPFC	0.23312601447105408	0.1471940129995346
10142	3	1	zstat	12	none	FFA	0.7771199345588684	0.7939236760139465
10142	3	1	zstat	12	none	sCerb	1.3940412998199463	1.2733452320098877
10142	3	1	zstat	12	none	iCerb	2.113072395324707	2.025106191635132
10142	3	1	zstat	12	none	Motor	0.6846708059310913	0.6886129379272461
10142	3	1	zstat	13	none	VS	-0.864632248878479	-0.7588905096054077
10142	3	1	zstat	13	none	RVS	-0.9703587889671326	-0.983225405216217
10142	3	1	zstat	13	none	LVS	-0.827753484249115	-0.7784786820411682
10142	3	1	zstat	13	none	vmPFC	-0.605592668056488	-0.653874397277832
10142	3	1	zstat	13	none	FFA	0.05223271995782852	-0.12761463224887848
10142	3	1	zstat	13	none	sCerb	-0.05023002251982689	-0.025006776675581932
10142	3	1	zstat	13	none	iCerb	0.11589297652244568	0.08970507234334946
10142	3	1	zstat	13	none	Motor	-0.1915205866098404	-0.22937284409999847
10142	3	1	cope	13	none	VS	-265.4844055175781	-234.36842346191406
10142	3	1	cope	13	none	RVS	-356.1466369628906	-304.0215148925781
10142	3	1	cope	13	none	LVS	-284.70465087890625	-265.66314697265625
10142	3	1	cope	13	none	vmPFC	-178.33975219726562	-152.01492309570312
10142	3	1	cope	13	none	FFA	15.375418663024902	-26.900442123413086
10142	3	1	cope	13	none	sCerb	-12.980865478515625	-6.968637466430664
10142	3	1	cope	13	none	iCerb	28.736953735351562	19.878236770629883
10142	3	1	cope	13	none	Motor	-41.18269729614258	-37.307823181152344
10137	6	4	varcope	13	tedana	VS	63562.10546875	62850.2109375
10137	6	4	varcope	13	tedana	RVS	77145.21875	56845.83203125
10137	6	4	varcope	13	tedana	LVS	73654.7265625	66276.4765625
10137	6	4	varcope	13	tedana	vmPFC	50485.78125	39870.375
10137	6	4	varcope	13	tedana	FFA	33712.24609375	32167.57421875
10137	6	4	varcope	13	tedana	sCerb	75479.5703125	67070.15625
10137	6	4	varcope	13	tedana	iCerb	34959.6171875	34067.671875
10137	6	4	varcope	13	tedana	Motor	22689.212890625	18568.5546875
10137	6	4	cope	12	tedana	VS	91.4501724243164	10.819404602050781
10137	6	4	cope	12	tedana	RVS	-229.96420288085938	-173.79295349121094
10137	6	4	cope	12	tedana	LVS	-28.89468002319336	-31.894655227661133
10137	6	4	cope	12	tedana	vmPFC	-203.2577667236328	-120.44949340820312
10137	6	4	cope	12	tedana	FFA	-711.3486938476562	-651.2806396484375
10137	6	4	cope	12	tedana	sCerb	-284.7942199707031	-284.99041748046875
10137	6	4	cope	12	tedana	iCerb	-156.9633026123047	-127.38420867919922
10137	6	4	cope	12	tedana	Motor	-43.06460189819336	-44.235904693603516
10137	6	4	varcope	11	tedana	VS	59584.42578125	59145.1796875
10137	6	4	varcope	11	tedana	RVS	72183.765625	53377.92578125
10137	6	4	varcope	11	tedana	LVS	69288.6484375	62741.62109375
10137	6	4	varcope	11	tedana	vmPFC	44581.5546875	35873.328125
10137	6	4	varcope	11	tedana	FFA	30927.697265625	29826.98828125
10137	6	4	varcope	11	tedana	sCerb	70043.3984375	62843.92578125
10137	6	4	varcope	11	tedana	iCerb	31768.21875	31090.2421875
10137	6	4	varcope	11	tedana	Motor	20727.18359375	17135.224609375
10137	6	4	zstat	11	tedana	VS	-0.34683334827423096	-0.39720168709754944
10137	6	4	zstat	11	tedana	RVS	0.13569539785385132	0.23071317374706268
10137	6	4	zstat	11	tedana	LVS	-0.4693252146244049	-0.3006395101547241
10137	6	4	zstat	11	tedana	vmPFC	0.07186105847358704	0.1319320648908615
10137	6	4	zstat	11	tedana	FFA	1.184783935546875	1.3248136043548584
10137	6	4	zstat	11	tedana	sCerb	0.14336001873016357	0.173617422580719
10137	6	4	zstat	11	tedana	iCerb	0.03483152762055397	0.035882968455553055
10137	6	4	zstat	11	tedana	Motor	-0.36769700050354004	-0.3659197688102722
10137	6	4	cope	11	tedana	VS	-80.89473724365234	-96.59333801269531
10137	6	4	cope	11	tedana	RVS	37.14411544799805	56.274497985839844
10137	6	4	cope	11	tedana	LVS	-114.18209075927734	-79.89065551757812
10137	6	4	cope	11	tedana	vmPFC	30.98072052001953	29.108482360839844
10137	6	4	cope	11	tedana	FFA	214.46177673339844	234.3637237548828
10137	6	4	cope	11	tedana	sCerb	37.93483352661133	44.316490173339844
10137	6	4	cope	11	tedana	iCerb	2.0827853679656982	6.963146686553955
10137	6	4	cope	11	tedana	Motor	-55.44830322265625	-47.13731002807617
10137	6	4	varcope	12	tedana	VS	282499.03125	279251.25
10137	6	4	varcope	12	tedana	RVS	333186.6875	257949.9375
10137	6	4	varcope	12	tedana	LVS	330509.625	302333.09375
10137	6	4	varcope	12	tedana	vmPFC	170966.734375	142784.890625
10137	6	4	varcope	12	tedana	FFA	146467.796875	143501.59375
10137	6	4	varcope	12	tedana	sCerb	347391.40625	311431.875
10137	6	4	varcope	12	tedana	iCerb	154063.796875	150878.125
10137	6	4	varcope	12	tedana	Motor	90756.5625	77988.53125
10137	6	4	zstat	12	tedana	VS	0.18846525251865387	0.02053714543581009
10137	6	4	zstat	12	tedana	RVS	-0.4602952301502228	-0.33720096945762634
10137	6	4	zstat	12	tedana	LVS	-0.05124565213918686	-0.05399782955646515
10137	6	4	zstat	12	tedana	vmPFC	-0.3040321171283722	-0.33395659923553467
10137	6	4	zstat	12	tedana	FFA	-1.8531646728515625	-1.8136301040649414
10137	6	4	zstat	12	tedana	sCerb	-0.5402215123176575	-0.5280578136444092
10137	6	4	zstat	12	tedana	iCerb	-0.39456677436828613	-0.30640432238578796
10137	6	4	zstat	12	tedana	Motor	-0.15995918214321136	-0.15910032391548157
10137	6	4	zstat	13	tedana	VS	0.3706046938896179	0.30416369438171387
10137	6	4	zstat	13	tedana	RVS	-0.092364601790905	-0.018322816118597984
10137	6	4	zstat	13	tedana	LVS	0.23840272426605225	0.308006227016449
10137	6	4	zstat	13	tedana	vmPFC	0.9215664267539978	0.837981104850769
10137	6	4	zstat	13	tedana	FFA	-0.1715051531791687	-0.22597073018550873
10137	6	4	zstat	13	tedana	sCerb	-0.13336734473705292	-0.11779503524303436
10137	6	4	zstat	13	tedana	iCerb	-0.9722753763198853	-1.0054898262023926
10137	6	4	zstat	13	tedana	Motor	-0.7171260118484497	-0.5502102971076965
10137	6	4	cope	13	tedana	VS	97.37621307373047	72.00885009765625
10137	6	4	cope	13	tedana	RVS	-1.6584529876708984	-5.568284034729004
10137	6	4	cope	13	tedana	LVS	68.2328109741211	90.02996063232422
10137	6	4	cope	13	tedana	vmPFC	200.95663452148438	183.0069580078125
10137	6	4	cope	13	tedana	FFA	-23.464008331298828	-50.66357421875
10137	6	4	cope	13	tedana	sCerb	-24.658851623535156	-30.347776412963867
10137	6	4	cope	13	tedana	iCerb	-186.69796752929688	-179.79928588867188
10137	6	4	cope	13	tedana	Motor	-111.400146484375	-69.93214416503906
10137	3	4	varcope	13	tedana	VS	65610.3515625	61791.72265625
10137	3	4	varcope	13	tedana	RVS	77695.3125	56880.1328125
10137	3	4	varcope	13	tedana	LVS	77549.1328125	71176.3984375
10137	3	4	varcope	13	tedana	vmPFC	49701.6640625	35082.97265625
10137	3	4	varcope	13	tedana	FFA	34678.84765625	29940.9453125
10137	3	4	varcope	13	tedana	sCerb	77068.1484375	65022.953125
10137	3	4	varcope	13	tedana	iCerb	42574.0078125	41244.9609375
10137	3	4	varcope	13	tedana	Motor	28388.966796875	24748.88671875
10137	3	4	cope	12	tedana	VS	221.54161071777344	169.36961364746094
10137	3	4	cope	12	tedana	RVS	71.53551483154297	79.38125610351562
10137	3	4	cope	12	tedana	LVS	616.9381713867188	463.88201904296875
10137	3	4	cope	12	tedana	vmPFC	-131.3448486328125	-50.66715621948242
10137	3	4	cope	12	tedana	FFA	-398.2356872558594	-322.5173034667969
10137	3	4	cope	12	tedana	sCerb	-0.6273564100265503	-13.83806324005127
10137	3	4	cope	12	tedana	iCerb	187.95919799804688	185.60336303710938
10137	3	4	cope	12	tedana	Motor	182.7185516357422	164.53843688964844
10137	3	4	varcope	11	tedana	VS	55181.83984375	52195.8046875
10137	3	4	varcope	11	tedana	RVS	65651.7890625	48043.8203125
10137	3	4	varcope	11	tedana	LVS	65331.1015625	60123.83984375
10137	3	4	varcope	11	tedana	vmPFC	40409.98046875	28564.34375
10137	3	4	varcope	11	tedana	FFA	28965.64453125	25301.859375
10137	3	4	varcope	11	tedana	sCerb	64754.671875	55142.7421875
10137	3	4	varcope	11	tedana	iCerb	35422.54296875	34099.171875
10137	3	4	varcope	11	tedana	Motor	23490.814453125	20523.59375
10137	3	4	zstat	11	tedana	VS	-0.28985196352005005	-0.4809305965900421
10137	3	4	zstat	11	tedana	RVS	0.10605292022228241	-0.001142990542575717
10137	3	4	zstat	11	tedana	LVS	-0.024310575798153877	-0.030117549002170563
10137	3	4	zstat	11	tedana	vmPFC	-0.4165921211242676	-0.3737631142139435
10137	3	4	zstat	11	tedana	FFA	0.9971393942832947	1.1612646579742432
10137	3	4	zstat	11	tedana	sCerb	-0.32314255833625793	-0.37446245551109314
10137	3	4	zstat	11	tedana	iCerb	0.3062768876552582	0.3168483078479767
10137	3	4	zstat	11	tedana	Motor	-0.16737860441207886	-0.13170897960662842
10137	3	4	cope	11	tedana	VS	-62.823787689208984	-116.51459503173828
10137	3	4	cope	11	tedana	RVS	30.224056243896484	-0.35144227743148804
10137	3	4	cope	11	tedana	LVS	-4.935121059417725	-7.392512321472168
10137	3	4	cope	11	tedana	vmPFC	-84.40286254882812	-87.57263946533203
10137	3	4	cope	11	tedana	FFA	169.29214477539062	188.53944396972656
10137	3	4	cope	11	tedana	sCerb	-69.20714569091797	-82.3270492553711
10137	3	4	cope	11	tedana	iCerb	53.018402099609375	60.47142028808594
10137	3	4	cope	11	tedana	Motor	-23.94634437561035	-20.93429183959961
10137	3	4	varcope	12	tedana	VS	284878.84375	268900.1875
10137	3	4	varcope	12	tedana	RVS	334871.71875	248690.96875
10137	3	4	varcope	12	tedana	LVS	335811.3125	308618.84375
10137	3	4	varcope	12	tedana	vmPFC	189882.171875	134405.984375
10137	3	4	varcope	12	tedana	FFA	146054.5625	130502.15625
10137	3	4	varcope	12	tedana	sCerb	333011.9375	286928.96875
10137	3	4	varcope	12	tedana	iCerb	184961.65625	177197.453125
10137	3	4	varcope	12	tedana	Motor	115993.2265625	103241.53125
10137	3	4	zstat	12	tedana	VS	0.4077969491481781	0.30536794662475586
10137	3	4	zstat	12	tedana	RVS	0.15875276923179626	0.15727151930332184
10137	3	4	zstat	12	tedana	LVS	1.007704257965088	0.8695963621139526
10137	3	4	zstat	12	tedana	vmPFC	-0.14455732703208923	-0.1386895775794983
10137	3	4	zstat	12	tedana	FFA	-1.0222593545913696	-0.9093714952468872
10137	3	4	zstat	12	tedana	sCerb	0.024292638525366783	-0.024136079475283623
10137	3	4	zstat	12	tedana	iCerb	0.43015629053115845	0.4391323924064636
10137	3	4	zstat	12	tedana	Motor	0.516664981842041	0.531069278717041
10137	3	4	zstat	13	tedana	VS	0.6004863381385803	0.7655283808708191
10137	3	4	zstat	13	tedana	RVS	0.31093481183052063	0.29908138513565063
10137	3	4	zstat	13	tedana	LVS	0.5500359535217285	0.5875971913337708
10137	3	4	zstat	13	tedana	vmPFC	-0.470900297164917	-0.5352284908294678
10137	3	4	zstat	13	tedana	FFA	0.3545630872249603	0.43617719411849976
10137	3	4	zstat	13	tedana	sCerb	0.08260897547006607	0.05632400885224342
10137	3	4	zstat	13	tedana	iCerb	0.273296982049942	0.36999356746673584
10137	3	4	zstat	13	tedana	Motor	0.21707163751125336	0.1670365184545517
10137	3	4	cope	13	tedana	VS	156.24566650390625	184.51461791992188
10137	3	4	cope	13	tedana	RVS	103.39356994628906	81.19383239746094
10137	3	4	cope	13	tedana	LVS	153.86068725585938	139.10598754882812
10137	3	4	cope	13	tedana	vmPFC	-99.9234848022461	-109.02908325195312
10137	3	4	cope	13	tedana	FFA	68.92382049560547	78.92668151855469
10137	3	4	cope	13	tedana	sCerb	23.13538360595703	14.038064002990723
