global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
4999.512609067288	n/a	24995126.328222804	n/a	14863.80525996318	n/a	n/a	220932706.80610907	5147.042450759783	n/a	26492045.98992327	n/a	6137.202038922388	8969.632313440012	n/a	n/a	n/a	n/a	-0.1783203383	0.0236255971	-0.0552982411	-0.3013361498	-0.1190247759	0.2026150771	-0.2859257888	-0.1745239817	-0.017980044	-0.0175570935	0.0504437474	-0.0106722646	0.275687079	-0.0073494959	0.0543806833	-0.1090570907	0.050057077	-0.1293289447	0.0280212509	-0.0731144823	-0.1578531326	0.0215197072	0.0232313938	0.0919906263	-0.105891534	-0.2110427359	0.0604228844	0.0556319639	-0.0945343088	-0.1052607121	-0.1960351905	0.0737778272	-0.0102930051	0.2264492026	-0.3891314468	0.3550621142	-0.0270516626	0.0404560471	-0.0425252684	0.0772899281	-0.01247285	0.1058180207	-0.0077095136	-0.127070151	0.0397587868	-0.0582949727	-0.0735513206	0.1525138142	0.098050746	-0.0709240295	-0.0713775049	-0.0411536	n/a	0.0016936187929599	n/a	-0.0440959	n/a	n/a	0.00194444839681	0.594981	n/a	0.3540023903609999	n/a	-0.00289335	n/a	8.371474222499999e-06	n/a	-0.000524199	n/a	n/a	2.747845916010001e-07	0.000389043	n/a	n/a	1.51354455849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4991.9671111969565	-7.545497870331928	24919735.639272086	56.93453811118367	14675.562757453978	-188.2425025092016	35435.23975092677	215372142.2479702	5150.153499524657	3.1110487648738854	26524081.068666067	9.678624417423327	6118.574998438513	8867.690258203551	1.919494	67.435059	0.862445	0.517896	-0.1542488914	-0.3213709518	-0.1036135616	-0.2566471869	-0.1132143081	0.3558244733	0.0881233491	-0.1853244101	0.1043927053	0.013708256	-0.2353714003	0.191603053	0.0360127731	0.0183142789	0.0840215849	0.1242861824	0.1783258075	-0.2137664345	-0.002410133	-0.0123647239	-0.2958538482	-0.0335452607	0.110180079	-0.0787157059	0.1463163956	-0.0708603823	-0.0890139486	-0.180206826	-0.0843635003	-0.2000619551	-0.1990108249	0.1835925921	-0.2784831319	-0.0844068938	0.1508472245	0.376599304	-0.1077561562	-0.2271350575	-0.1195134238	0.209891361	-0.1245271619	0.1987210461	-0.047361172	-0.0957176397	-0.0080526362	-0.0725863775	0.1583909389	-0.0776017287	-0.0639267085	0.0084465464	0.0315809547	-0.0564987	-0.0153451	0.0031921031016899	0.00023547209401	-0.0130208	0.0310751	0.00096566184001	0.00016954123264	0.445663	-0.149318	0.1986155095689999	0.022295865124	0.00507588	0.0079692299999999	2.57645577744e-05	6.350862679289999e-05	0.0039617	0.004485899	2.0123289838201007e-05	1.5695066890000003e-05	0.00126805	0.000879007	7.726533060490001e-07	1.6079508025e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5002.833614345733	10.866503148776246	25028344.172827587	118.08089068236409	14674.062626312772	-1.500131141205202	2.250393440813621	215328113.9609493	5161.114895117763	10.961395593106316	26637106.96060644	120.1521933485706	6123.718382839509	8853.686639541804	1.452879	51.042107	0.1408819	0.0886249999999999	-0.175854209	-0.1882732673	0.1969943962	-0.2619200242	-0.1421487422	0.2594798376	-0.0405323117	-0.1918049742	0.1339706513	-0.0059115258	-0.1453499668	0.0372188345	0.0054895609	-0.0371998287	-0.0728691236	-0.0824128319	-0.0318279861	0.3771173476	0.1429281984	0.0349963662	0.0041254862	-0.0031567004	0.1380897807	0.0935332652	0.2398218257	0.0501439438	-0.0302261216	0.1368796385	-0.0090708562	-0.0223354082	-0.2127853908	0.1703540701	-0.1132904429	-0.0157656391	0.0581122094	0.0106643586	-0.0928641377	0.1419457952	0.0248819261	0.0752668352	-0.1755648387	-0.3507563865	0.090676958	0.0630097428	0.1558112685	0.1383611446	0.2754094404	-0.0218997926	-0.1053419896	-0.1210635232	0.0585518264	-0.0670772	-0.0105785	0.00449935075984	0.00011190466225	-0.0156797	-0.0026589	7.069749210000002e-06	0.00024585299209	0.458127	0.012464	0.209880348129	0.000155351296	0.00349015	-0.0015857299999999	1.21811470225e-05	2.5145396328999988e-06	0.00372614	-0.00023556	5.548851360000005e-08	1.3884119299600002e-05	0.00175037	0.00048232	2.326325824000001e-07	3.0637951369e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5002.7568653559765	-0.0767489897561972	25027576.25386636	0.0058904074285968	14569.655824043051	-104.40680226972108	10900.780360188635	212274870.8310716	5160.565405968244	-0.5494891495191041	26631435.309276182	0.3019383254392283	6115.838613129322	8865.183482325354	1.545346	54.290619	0.4041221	0.296285	-0.1893004093	0.0416260771	0.0100015749	-0.2085606543	-0.043360382	0.0390113969	-0.0081662042	-0.1960341786	0.0098631764	-0.0217940653	0.1118780065	0.0801343105	0.1518381328	-0.0208656254	0.0118143782	0.2529585996	-0.3131919021	-0.1625206908	0.2286744966	0.0922756864	-0.1664067524	-0.0319650818	-0.1610574837	-0.1336929493	-0.0439612725	-0.1210219014	-0.0406311985	0.0578739327	0.0043083588	0.183129243	-0.1930011965	0.0263701591	0.0935789401	-0.0079624903	-0.1098549432	0.2084999462	-0.0054658655	-0.036214698	-0.0025466375	0.2348816668	0.1785518567	-0.0187067376	-0.1798710726	0.3278321881	0.0120533567	-0.0974955291	-0.1771743764	-0.156233739	0.1138588233	-0.1279041328	0.0400916373	-0.0579838	0.0090934	0.00336212106244	8.268992356000002e-05	-0.0333059	-0.0176261999999999	0.0003106829264399	0.00110928297481	0.50805	0.0499229999999999	0.2581148025	0.0024923059289999	-0.00203483	-0.00552498	4.1405331289e-06	3.0525404000400005e-05	0.00332795	-0.00039819	1.585552761000001e-07	1.10752512025e-05	0.00112395	-0.0006264199999999	3.9240201639999993e-07	1.2632636025e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5006.742469917852	3.985604561875334	25067470.16007911	15.885043723641475	14535.282278550205	-34.37354549284646	1181.5406297487852	211274430.91713563	5154.912514279471	-5.652891688772797	26573123.029875096	31.95518444499657	6096.5304776969	8821.166865282281	1.204626	42.320557	0.2117573	0.139666	-0.1818253434	-0.083642731	-0.1136204654	-0.2077388683	0.0144644193	0.0244868713	0.1933382416	-0.1929230992	0.0622353585	0.0068997487	0.0918027392	0.102623532	-0.0225868993	-0.1762034084	0.1875013555	0.0586345414	0.0082438733	0.0059660979	0.2170942837	0.1266682872	0.1469314528	0.068045692	0.1614058115	-0.2268598858	-0.2167375543	0.0263429036	-0.0717107896	-0.2415212348	0.0075118511	0.0628378696	-0.1938303151	0.0114868876	0.1013591152	-0.1176996521	0.0936225467	0.1195750418	-0.1740912395	0.0032247743	-0.0322195695	-0.0610954692	-0.0130052831	0.0491086641	-0.0597085175	0.1804345713	0.0895406092	0.1553726664	-0.1446611788	-0.0917800866	0.1778570059	0.2867822498	0.2194675183	-0.0492081	0.0087757	0.0024214371056099	7.701291049000007e-05	-0.0358164	-0.0025104999999999	6.302610249999994e-06	0.00128281450896	0.43484	-0.07321	0.1890858256	0.0053597040999999	0.000101392	0.002136222	1.0280337663999998e-08	4.563444433284001e-06	0.00302901	-0.00029894	8.936512360000009e-08	9.1749015801e-06	0.00101389	-0.00011006	1.2113203600000032e-08	1.0279729321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5002.500965071085	-4.241504846766475	25025015.90553714	17.990363365143494	14523.875507876252	-11.40677067395336	130.1144172081624	210942959.76828763	5155.572770198264	0.6602559187931547	26579930.588809803	0.4359378783013929	6102.950217257725	8840.260137598181	1.160517	40.770939	0.4510915	0.254116	-0.1813884977	0.031985759	0.1302005486	-0.1798933863	0.0027509289	-0.0765225428	-0.0352122749	-0.1870591644	-0.0103053408	-0.0823306426	-0.0424373902	-0.0780939829	0.093396585	-0.04201367	-0.097087758	-0.0820621787	0.0475367842	-0.2557569137	0.018398699	-0.1469122249	0.1314589285	0.0443132699	0.0391838514	0.0088397281	0.0017292115	0.1500147052	0.0712376575	0.2715212192	0.0744401449	-0.1905974568	-0.1863862826	-0.0122858964	0.0135456763	0.0789898983	-0.0034232816	-0.0438078847	-0.056857532	0.0685026376	0.0825179673	-0.0173523676	0.0101939959	0.0759880324	0.0637330775	-0.0796055271	-0.3735299778	0.1459144442	-0.0308632739	-0.0426795443	0.070417925	-0.0093241629	-0.0606761068	-0.013653	0.0355551	0.000186404409	0.00126416513601	-0.0310483	0.0047680999999999	2.273477760999997e-05	0.00096399693289	0.587683	0.1528429999999999	0.3453713084889999	0.0233609826489999	-0.00247706	-0.002578452	6.1358262436e-06	6.648414716304001e-06	0.000795676	-0.002233334	4.987780755556e-06	6.331002969760001e-07	0.00136061	0.00034672	1.202147584e-07	1.8512595721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5009.601805573785	7.100840502699612	25096110.250408128	50.42193584477927	14496.392686648553	-27.48282122769888	755.305462633656	210145400.92551765	5161.806725199721	6.233955001456707	26644248.66831707	38.86219496018709	6102.952555690228	8826.95150393109	1.016847	35.723541	0.0791187	0.0378558	-0.1747600839	-0.0819821977	-0.139945584	-0.1791287874	-0.0187548987	-0.1235896975	0.0734699174	-0.1831962142	0.0683954207	0.0054841133	0.1183371328	0.0615054196	-0.1135248128	0.144094488	-0.0721332189	0.134191963	0.1579078703	0.0581379767	-0.0190105785	0.0672100356	-0.0066012171	-0.0992883784	-0.0570649907	0.1062344949	0.0997449018	0.0411730828	0.1826367799	-0.0357162367	-0.0735888639	0.1813920064	-0.1842436176	-0.001806709	0.1044532395	-0.0763504729	0.0396453293	-0.076642992	0.133295113	-0.059045183	0.0078080577	-0.1099054456	-0.1082805694	-0.0334189518	-0.1243288754	0.060171034	-0.1050383093	-0.0199966784	0.1532020802	0.0596068791	0.0341387224	-0.1526387488	-0.0920757155	-0.0154389	-0.0017859	0.00023835963321	3.18943881e-06	-0.0523158	-0.0212675	0.00045230655625	0.00273694292964	0.566495	-0.0211879999999999	0.320916585025	0.0004489313439999	-0.00213058	0.00034648	4.5393711364e-06	1.200483904000001e-07	0.00056126	-0.000234416	5.4950861056000054e-08	3.150127876e-07	0.00147726	0.00011665	1.360722250000001e-08	2.1822971076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5005.847177544155	-3.754628029630112	25058505.964926783	14.097231640884097	14507.582130818872	11.189444170318891	125.20366084068348	210469939.28245503	5157.951138332618	-3.855586867102829	26604459.94542675	14.86555008977581	6100.005379534221	8860.720790907393	0.996986	35.025803	0.1047245000000001	0.0534809	-0.1781078966	0.0074592951	0.0987805644	-0.1597626006	0.0093830943	-0.1076596842	0.0112095781	-0.1705300854	0.0447531259	-0.0719813049	0.1211489175	0.0359563696	-0.0398531095	-0.0966963753	-0.2466542788	0.0040792498	0.1287459612	0.1295085092	-0.0058352618	0.1629092305	-0.0618960218	-0.0081957567	0.0727183686	0.086645435	-0.2839172944	0.0806152002	0.0964080579	0.1531210099	-0.1463190834	0.1171132305	-0.1678546334	-0.0120161037	0.1178911855	0.0197330967	0.0578313414	-0.0515891947	0.0162069062	0.0903472055	0.1826696305	-0.1360953672	-0.1954008934	-0.0013470932	-0.0233421761	0.207853975	-0.046826096	-0.0768422539	0.1451399187	0.1633040896	0.2253188907	0.0804787234	-0.069392015	-0.0308177	-0.0153788	0.00094973063329	0.0002365074894399	-0.0301906	0.0221252	0.00048952447504	0.00091147232836	0.601713	0.035218	0.362058534369	0.001240307524	-0.00259428	-0.0004637	6.7302887184e-06	2.1501769000000007e-07	0.00056126	0.0	0.0	3.150127876e-07	0.00130091	-0.00017635	3.109932250000001e-08	1.6923668281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5007.174686668524	1.3275091243694987	25071798.34281404	1.7622804752842731	14506.093979631883	-1.4881511869880342	2.214593955333895	210426762.5459124	5163.744831598074	5.7936932654556585	26664260.685855817	33.566881654186254	6111.653292880969	8862.553037732147	1.078882	37.902966	0.14196483	0.0895745	-0.1708864645	-0.0035932386	0.0174697165	-0.1350669925	0.0237092126	-0.016950091	-0.021314181	-0.1677290045	0.0631169848	0.042912735	0.1670841454	-0.0538864247	-0.1413309549	0.154468804	-0.1385408067	-0.0800118816	-0.1580597443	-0.008398204	-0.0191813956	-0.0297107309	0.0473409616	-0.0971635403	0.0010898068	0.1135942509	-0.0217324717	-0.0527873877	-0.0159981439	-0.0225868299	0.1087316771	-0.1368499698	-0.1626196351	0.0159347953	0.1288826708	-0.0279188397	-0.0924011356	-0.1574095434	0.2223202783	0.1265171016	-0.0227707247	0.1086205076	-0.0263368283	0.0230723536	0.0175432342	-0.00518504	0.0102980561	0.0192084647	-0.0095027701	-0.0207016786	0.0069480203	-0.0741187308	-0.034435684	0.00136508	0.03218278	1.8634434064e-06	0.0010357313285284	-0.0236907	0.0064999	4.224870001000004e-05	0.00056124926649	0.59589	-0.005823	0.3550848921	3.390732900000026e-05	-0.0010163	0.00157798	1.03286569e-06	2.4900208804e-06	0.0007794829999999	0.0002182229999999	4.762127772895638e-08	6.075937472888442e-07	0.00145389	0.00015298	2.3402880400000013e-08	2.1137961321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5000.370716677081	-6.8039699914434095	25003707.304201663	46.29400764446243	14431.501175981512	-74.59280365037193	5564.08635642294	208268226.19235572	5154.449529256624	-9.295302341449316	26568349.94965384	86.40264561895312	6087.6862852052045	8835.426056884056	1.048707	36.842838	0.27233263	0.158699	-0.179938028	-0.0807477738	-0.0856897509	-0.1682323632	0.0310557439	-0.13958881	0.2612478299	-0.1900329236	0.0472228326	0.1346538129	-0.0345465809	0.0744465761	-0.2777810804	-0.0929131252	0.0370874233	0.056685427	0.0900275071	-0.044291928	0.0557951119	-0.2354064492	0.0033159898	0.1417302956	-0.0602179673	0.1534393448	0.0651258472	-0.1599302892	0.2327445866	0.0005293196	0.0887860951	-0.0358971528	-0.1895324817	-0.0022728509	0.0594012795	-0.1834338123	0.2054873344	-0.077360148	-0.10704587	-0.0074591668	-0.0974465685	0.1211082786	-0.1396135187	0.0291946036	0.1577125846	-0.0687850315	0.0047765923	-0.1287726768	-0.2133754451	0.1292128962	-0.0359085666	-0.1639005088	-0.2576911237	-0.0173032	-0.01866828	0.00029940073024	0.0003485046781584	-0.0115642	0.0121264999999999	0.0001470520022499	0.00013373072164	0.516651	-0.079239	0.266928255801	0.006278819121	0.00120356	0.0022198599999999	1.4485566736e-06	4.927778419599999e-06	0.00172402	0.000944537	8.921501443691887e-07	2.9722449604e-06	0.00137231	-8.157999999999993e-05	6.655296399999989e-09	1.8832347361e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
