sub,acq,TrialCount_misses,Max_Abs_motion,MCFLIRT_FD,mriqc,fmriprep,FD_exclusion,ABS_exclusion,Beh_TrialExclusion
sub-10154,mb1me1,0.0,1.13368,0.06454533738461539,0.12492968091022544,0.06653442992307694,False,False,False
sub-10154,mb3me4,1.0,0.359279,0.04620844860805861,0.09070661252382353,0.05271696761904763,False,False,False
sub-10154,mb3me1,1.0,1.30643,0.06625437085937501,0.1349642290618901,0.0675229476041667,False,False,False
sub-10154,mb6me4,0.0,1.05854,0.03968157308151093,0.07770200033233392,0.054614089642147125,False,False,False
sub-10154,mb1me4,0.0,0.935323,0.0757660958064516,0.14987121278200063,0.07796967096774193,False,False,False
sub-10154,mb6me1,0.0,1.73213,0.050078364425531915,0.09916355997472821,0.05083007293617019,False,True,False
sub-10142,mb1me1,0.0,3.52638,0.16690568076923076,0.26574210123180875,0.15665934923076916,False,True,False
sub-10142,mb3me4,4.0,0.469562,0.06268377604395604,0.12109029465314138,0.08999077362637355,False,False,False
sub-10142,mb3me1,1.0,1.00775,0.09770027994791668,0.16633101709295497,0.10827527291666666,False,False,False
sub-10142,mb6me4,0.0,1.17208,0.05463719210735587,0.10333132649065653,0.05822550260437373,False,False,False
sub-10142,mb1me4,3.0,0.577944,0.05698485698924731,0.11450060114980999,0.05382452258064515,False,False,False
sub-10142,mb6me1,0.0,0.767028,0.07345298624113475,0.11725216364189496,0.07152817021276604,False,False,False
sub-12042,mb1me1,0.0,0.653819,0.06908220307692307,0.1403326524616638,0.06675132076923077,False,False,False
sub-12042,mb3me4,0.0,0.360642,0.051532476190476184,0.10489276108746266,0.07476123516483517,False,False,False
sub-12042,mb3me1,0.0,0.882717,0.09387712544270833,0.16690496533431148,0.09425290130208337,False,False,False
sub-12042,mb6me4,0.0,0.432363,0.04670485970178926,0.09767293667772439,0.08241805626242545,False,False,False
sub-12042,mb1me4,0.0,0.391574,0.04283712258064516,0.0896800092999898,0.042331518279569894,False,False,False
sub-12042,mb6me1,0.0,0.56219,0.061240921886524816,0.1201741551697601,0.0642954500141844,False,False,False
sub-10137,mb1me1,0.0,0.233532,0.03615271446153846,0.07840967227888278,0.04089949153846154,False,False,False
sub-10137,mb3me4,0.0,0.317638,0.04957312417582418,0.10177883356054451,0.08405978754578755,False,False,False
sub-10137,mb3me1,0.0,0.495474,0.09238969453125001,0.18565779874363417,0.09423870390624993,False,False,False
sub-10137,mb6me4,0.0,0.414653,0.07258125244532802,0.14506707496198498,0.09682219184890654,False,False,False
sub-10137,mb1me4,0.0,0.128775,0.026123202473118286,0.05281654707293113,0.026273921827956983,False,False,False
sub-10137,mb6me1,0.0,0.335721,0.05917949645390072,0.11266245921834188,0.060373390780141804,False,False,False
sub-10223,mb1me1,0.0,0.53585,0.049258490769230764,0.10088899087487901,0.04489777492307692,False,False,False
sub-10223,mb3me4,0.0,0.659585,0.06400163567765568,0.12950658395078404,0.12307979743589738,False,False,False
sub-10223,mb3me1,0.0,0.539792,0.07867086119791666,0.1535566732921389,0.0815437920052083,False,False,False
sub-10223,mb6me4,0.0,0.196348,0.057412751570576535,0.12511541503662676,0.08759877713717701,False,False,False
sub-10223,mb1me4,1.0,0.240693,0.04514197741935484,0.10912896039402481,0.045282405376344086,False,False,False
sub-10223,mb6me1,0.0,0.307234,0.06066645758865248,0.11612850539896663,0.06116631687943264,False,False,False
sub-10203,mb1me1,0.0,0.491795,0.03723906876923076,0.08213909197618709,0.03868247592307694,False,False,False
sub-10203,mb3me4,0.0,0.246359,0.0371410213919414,0.08139896046372934,0.0573446139194139,False,False,False
sub-10203,mb3me1,1.0,0.598586,0.040861475390625006,0.09402333243367657,0.04193223611979166,False,False,False
sub-10203,mb6me4,0.0,0.86962,0.038204513896620274,0.08478142085719173,0.09135955328031813,False,False,False
sub-10203,mb1me4,1.0,0.283188,0.04167226010752688,0.0823866803381615,0.0435596652688172,False,False,False
