sub,acq,partner,duration,response_time,button
10017,mb1me1,computer,0.9901790370370371,0.9901790370370371,0.037037037037037035
10017,mb1me1,face,0.8617151851851852,0.8617151851851852,-0.037037037037037035
10017,mb1me4,computer,1.0992280000000003,1.0992280000000003,0.18518518518518517
10017,mb1me4,face,0.8677359629629628,0.8677359629629628,0.1111111111111111
10017,mb3me1,computer,0.8135565925925926,0.8135565925925926,-0.1111111111111111
10017,mb3me1,face,0.8079227037037037,0.8079227037037037,0.037037037037037035
10017,mb3me4,computer,0.9389635555555556,0.9389635555555556,-0.7037037037037037
10017,mb3me4,face,0.8293648888888887,0.8293648888888887,0.3333333333333333
10017,mb6me1,computer,0.820628888888889,0.820628888888889,0.3333333333333333
10017,mb6me1,face,0.764557037037037,0.764557037037037,-0.4074074074074074
10017,mb6me4,computer,0.9958927307692309,0.9958927307692309,0.07692307692307693
10017,mb6me4,face,0.8283553333333334,0.8283553333333334,-0.1111111111111111
10024,mb1me1,computer,0.92668156,0.92668156,0.04
10024,mb1me1,face,0.8074374814814814,0.8074374814814814,0.3333333333333333
10024,mb1me4,computer,0.989620851851852,0.989620851851852,0.3333333333333333
10024,mb1me4,face,0.9068174074074072,0.9068174074074072,-0.1111111111111111
10024,mb3me1,computer,0.7395104074074076,0.7395104074074076,0.25925925925925924
10024,mb3me1,face,0.7130029999999999,0.7130029999999999,0.0
10024,mb3me4,computer,0.7221357407407408,0.7221357407407408,-0.1111111111111111
10024,mb3me4,face,0.7987855555555555,0.7987855555555555,0.4074074074074074
10024,mb6me1,computer,0.717767888888889,0.717767888888889,-0.25925925925925924
10024,mb6me1,face,0.5859491111111111,0.5859491111111111,0.037037037037037035
10024,mb6me4,computer,0.7090804444444444,0.7090804444444444,0.3333333333333333
10024,mb6me4,face,0.7330609230769232,0.7330609230769232,0.23076923076923078
10035,mb1me1,computer,0.9915155000000001,0.9915155000000001,-0.38461538461538464
10035,mb1me1,face,0.7186475833333333,0.7186475833333333,-0.6666666666666666
10035,mb1me4,computer,0.8013503846153847,0.8013503846153847,-0.6923076923076923
10035,mb1me4,face,0.8608551923076921,0.8608551923076921,-0.23076923076923078
10035,mb3me1,computer,0.6895892272727272,0.6895892272727272,-0.7272727272727273
10035,mb3me1,face,0.6849052800000002,0.6849052800000002,-0.12
10035,mb3me4,computer,1.05972464,1.05972464,-0.04
10035,mb3me4,face,0.8080827199999997,0.8080827199999997,-0.12
10035,mb6me1,computer,0.7165758181818181,0.7165758181818181,-0.5454545454545454
10035,mb6me1,face,0.7079277272727272,0.7079277272727272,-0.45454545454545453
10035,mb6me4,computer,0.9765626000000001,0.9765626000000001,-0.36
10035,mb6me4,face,1.0386939130434782,1.0386939130434782,-0.13043478260869565
10043,mb1me1,computer,1.3513408148148147,1.3513408148148147,-0.4074074074074074
10043,mb1me1,face,1.3004250740740741,1.3004250740740741,-0.1111111111111111
10043,mb1me4,computer,1.0350716296296296,1.0350716296296296,-0.1111111111111111
10043,mb1me4,face,1.0297646538461538,1.0297646538461538,0.0
10043,mb3me1,computer,1.3173615185185183,1.3173615185185183,0.037037037037037035
10043,mb3me1,face,1.3401689259259255,1.3401689259259255,-0.18518518518518517
10043,mb3me4,computer,1.373330555555556,1.373330555555556,-0.18518518518518517
10043,mb3me4,face,1.2792835769230773,1.2792835769230773,-0.3076923076923077
10043,mb6me1,computer,1.2404663703703702,1.2404663703703702,-0.3333333333333333
10043,mb6me1,face,1.182373269230769,1.182373269230769,-0.5384615384615384
10043,mb6me4,computer,1.4142335925925924,1.4142335925925924,-0.3333333333333333
10043,mb6me4,face,1.550533555555556,1.550533555555556,-0.037037037037037035
10054,mb1me1,computer,0.8936810000000001,0.8936810000000001,-0.4074074074074074
10054,mb1me1,face,0.9021905199999998,0.9021905199999998,-0.2
10054,mb1me4,computer,0.9490390370370372,0.9490390370370372,-0.8518518518518519
10054,mb1me4,face,1.0166424444444444,1.0166424444444444,0.4074074074074074
10054,mb3me1,computer,0.8016367407407408,0.8016367407407408,-0.25925925925925924
10054,mb3me1,face,0.7877286923076924,0.7877286923076924,0.0
10054,mb3me4,computer,1.0065427916666667,1.0065427916666667,-0.08333333333333333
10054,mb3me4,face,0.7615336153846155,0.7615336153846155,-0.38461538461538464
10054,mb6me1,computer,0.8643630370370372,0.8643630370370372,-0.1111111111111111
10054,mb6me1,face,0.72728276,0.72728276,-0.04
10054,mb6me4,computer,0.7944199583333332,0.7944199583333332,0.25
10054,mb6me4,face,0.6378074230769232,0.6378074230769232,0.07692307692307693
10059,mb1me1,computer,0.6252318518518519,0.6252318518518519,-0.1111111111111111
10059,mb1me1,face,0.5437535555555555,0.5437535555555555,-0.037037037037037035
10059,mb1me4,computer,0.5327323703703704,0.5327323703703704,0.1111111111111111
10059,mb1me4,face,0.4990042592592592,0.4990042592592592,-0.1111111111111111
10059,mb3me1,computer,0.5777305555555555,0.5777305555555555,0.037037037037037035
