global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
4606.450898763417	n/a	21219389.88271829	n/a	9616.219453873173	n/a	92471676.58504888	n/a	4386.542664943144	n/a	n/a	19241756.551366497	4400.597416215715	7992.288980785484	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-5.34689e-05	n/a	2.85892326721e-09	n/a	-0.043593	n/a	n/a	0.001900349649	-0.00217834	n/a	4.7451651556e-06	n/a	-0.000117735	n/a	1.3861530225e-08	n/a	-0.0	n/a	0.0	n/a	0.000194756	n/a	n/a	3.7929899536e-08	0.0
4620.926976119513	14.47607735609563	21352966.118629023	209.55681561966463	9684.098094324912	67.87864045173956	93781755.9005074	4607.509829576534	4383.668804643695	-2.8738602994490066	8.259073020749133	19216552.18880628	4400.079638559884	8038.570358968863	1.24237	42.875275	0.0653418088999999	0.0250372	-0.145676741	-0.0165115846	0.0237387668	-0.0239630618	0.0533857495	-0.0616979832	-0.105834698	0.0282955727	-0.0402969613	0.1210311457	-0.0317429018	0.0389649399	-0.1736500637	-0.03412642	0.0681871928	0.0766791034	-0.1155765558	0.0778974107	-0.0342964677	0.1757408118	-0.0425560337	0.0430692117	-0.1113231391	0.0008868692	0.0467736241	-0.0545841881	0.1245864529	-0.1040312079	-0.0879487981	0.0731658874	-0.200048347	0.1326207853	0.2717656398	-0.1144595174	-0.1874105536	0.0267100288	0.0896378651	-0.2329131838	-0.0040138645	-0.0948684224	0.0656962051	0.0909861288	-0.0630675813	-0.0146622706	-0.0809317641	-0.0157400614	0.0815636068	-0.02782987	0.063500745	0.0975401497	-0.0943815023	0.0432272095	-0.0617591221	0.1519208019	-0.069665966	0.0156001694	-0.1176399186	0.0178296197	-0.007868629	-0.0644979794	0.0895080178	-0.1720968034	0.0174855361	0.0958710177	-0.0156464529	-0.1465739458	0.3309517397	-0.1395166522	-0.1758183146	0.0398444903	0.20032617	-0.1146962373	-0.0025779196	-0.0422334219	0.0756828623	0.0797440628	-0.1249483405	-0.0093392059	0.0915833987	0.0421482011	0.0838936643	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0167191	0.0167725689	0.00027952830481	0.0002813190675052	-0.0314231	0.0121698999999999	0.0001481064660099	0.00098741121361	0.010548	0.01272634	0.000111260304	0.0001619597297955	-0.000194404	-7.6669e-05	3.7792915216e-08	5.878135560999999e-09	0.000202035	0.000202035	4.0818141225000006e-08	4.0818141225000006e-08	0.0	-0.000194756	3.7929899536e-08	0.0	0.0
4602.095278201583	-18.831697917929887	21179280.949645303	354.63284647216483	9658.555980231173	-25.542114093739656	93287703.62325937	652.399592377614	4389.532777719874	5.863973076178809	34.38618023814996	19267998.00667715	4404.104477442003	8005.710741738571	1.10985	38.301895	0.0319117048972	0.0185638	0.0470367688	0.117839207	-0.0296877609	-0.0483961121	0.024684678	0.0739151938	0.005461706	0.0316149774	0.1025714818	-0.0768529963	0.0026021119	0.0186115679	-0.0118822679	-0.0265586817	0.1031279151	-0.1549346101	-0.0586545621	-0.0990770466	0.1253840985	0.0234770426	-0.0049134536	0.1247718136	-0.2511595388	0.0872626934	-0.0373358902	-0.0048619068	0.0796083458	0.0323593512	-0.0194467118	0.043879773	0.0470262084	-0.0383875427	-0.125041021	0.023658827	0.1275903925	0.0265767266	-0.0460608429	0.0462934181	0.0548476305	-0.0147790882	-0.0017273203	0.0704650925	-0.142984402	0.0382012242	0.3041184678	-0.1852859086	-0.0461232216	-0.0210059419	0.0824734869	-0.1298205507	-0.1217229477	-0.0520219812	0.1147654249	0.0111967346	9.31731e-05	0.1522683662	-0.228687477	-0.0614790688	0.090834324	0.1014691941	0.0666374079	-0.0295086677	-0.0275745644	0.0572978037	-0.0193628696	0.0408540154	-0.1088447915	0.0507046992	0.1141788572	-0.0662768624	-0.0433175283	0.0088622181	-0.0437125478	-0.0372412698	0.0036511655	0.0852968377	-0.0824015514	-0.0577409718	-0.3330180545	0.1656010983	-0.0503074373	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0166989	-2.0200000000001467e-05	0.00027885326121	4.0804000000005927e-10	-0.0325907	-0.0011675999999999	1.363289759999995e-06	0.00106215372649	-7.38972e-08	-0.0105480738972	5.46079616784e-15	0.0001112618629407	0.0	0.000194404	0.0	3.7792915216e-08	-7.07762e-06	-0.00020911262	5.009270486440001e-11	4.37280878432644e-08	0.0	0.0	0.0	0.0	0.0
4610.650463677029	8.555185475445796	21258097.6982052	73.19119851927871	9630.981235791278	-27.574744439894857	92755799.56416368	760.3665309255124	4371.997292739148	-17.535484980725414	307.4932335092466	19114360.32771844	4388.270089339044	8112.721359229051	1.162051	40.103409	0.0298448548972	0.021489	-0.0098124644	-0.1354152856	-0.0039124702	-0.0386637036	-0.1061830999	-0.0562812465	0.0227059186	6.20484e-05	-0.0889686196	0.1048223809	-0.0458173916	0.063998894	-0.0092998768	0.1014111992	-0.1809364191	0.0447715529	0.2630552059	-0.014986639	-0.0001521562	0.0159277328	0.0730573495	0.0269643168	0.0808956242	-0.1689999442	0.0453894164	0.0142620851	0.066886071	0.0803436841	-0.0400614748	-0.0233191288	0.0800579686	-0.048497183	0.0463698519	0.0223202829	0.1163456157	-0.1461472151	0.0251778933	0.1516237122	-0.0893587268	0.0754983486	0.0176135944	-0.063302378	0.2319802166	-0.0371053148	-0.0060338666	-0.1350266394	0.053666461	0.0931038931	-0.1541477638	-0.0193554451	0.2967369192	-0.0135557595	2.09472e-05	0.0174377071	0.0621262416	0.0274429155	0.0769679202	0.1454358525	-0.0731703539	0.0307922026	0.0417488443	-0.0030745871	-0.1090227024	-0.0414190938	0.0334833499	0.0933354362	0.0306089841	0.0208713206	0.1417861598	0.0812037045	-0.0686938528	0.0849903211	0.1425171781	0.0391233557	0.0212866385	-0.0099165385	0.2808236176	0.0220128275	0.0159948862	0.1083269128	0.0341042596	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.018016	0.0013171	0.000324576256	1.7347524100000045e-06	-0.0382453	-0.0056546	3.197450116000003e-05	0.00146270297209	0.0026032	0.0026032738971999	6.77665024e-06	6.777034983842875e-06	0.0	0.0	0.0	0.0	0.00039832	0.00040539762	1.5865882240000001e-07	1.643472303016644e-07	0.0	0.0	0.0	0.0	0.0
4601.86428424155	-8.786179435478516	21177154.890577994	77.19694907242558	9633.26081716886	2.279581377582872	92799713.97160086	5.1964912570226245	4375.234692779329	3.237400040180546	10.480759020161	19142678.616899826	4391.736475766616	7897.677665149289	1.163251	40.144806	0.0605609	0.0362643	-0.115211259	0.1029954725	-0.0544723135	0.0217326859	0.0932129257	-0.032764616	-0.1084537564	-0.0548580763	0.1461569043	-0.0606520313	0.046706101	0.0077832423	-0.0231679039	0.0579738386	0.0599830264	-0.03152638	0.0110158061	0.1987921874	0.0419582476	-0.1380363759	0.064680099	-0.1320549412	0.0597415427	0.0601508639	0.0303140937	0.1030917718	-0.023527668	0.012718931	0.0499380832	-0.2919271073	-0.1173796807	0.0432232162	-0.0684685419	-0.0977959334	-0.1548746833	-0.0741162829	-0.0091900604	0.037894248	-0.0432928498	-0.1879017985	0.1047026182	-0.1652446858	0.014854966	-0.0223595284	-0.0177134323	0.078588964	0.0899736026	0.0626510229	0.0681681622	0.023170155	0.0031463283	0.1945666115	0.0987969865	-0.1072799409	0.0781700721	-0.1330712445	0.0558865664	-0.0607876543	-0.0266737117	0.0430547669	-0.0879872805	0.0187440093	0.0200062118	-0.231540597	0.0541043339	-0.204260647	-0.0342961192	-0.1258333991	-0.0477210383	0.1317380223	-0.0213583526	-0.0072720143	0.0884755829	-0.2216177371	0.0495734746	-0.1776823881	-0.0201681537	0.0144907302	0.0298984826	-0.0436641263	0.1491089135	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0178143	-0.0002016999999999	0.00031734928449	4.068288999999964e-08	-0.0392654	-0.0010200999999999	1.040604009999992e-06	0.0015417716371599	-0.0128728	-0.015476	0.00016570897984	0.000239506576	0.0003718	0.0003718	1.3823524e-07	1.3823524e-07	-0.000107142	-0.000505462	1.1479408164e-08	2.554918334440001e-07	0.0	0.0	0.0	0.0	0.0
4607.460464568236	5.596180326685499	21228691.93255934	31.31723424878181	9623.027668122322	-10.233149046538529	92602661.50144774	104.7173394086724	4373.368159719705	-1.8665330596240888	3.483945662669664	19126349.060450114	4387.236803527272	8085.322032803101	1.33655	46.125534	0.0298228362	0.016289	0.2034853235	0.0127922036	0.0466736526	-0.0012715327	-0.0095967304	0.1250206897	0.0846443679	0.0564131124	-0.1299625894	-0.0434497637	0.0619298103	-0.0521814324	-0.019625125	-0.083252631	-0.072880128	-0.0711408555	0.0027671425	-0.0313110681	-0.0299556019	0.0838268402	-0.144573559	-0.0297768086	0.1941261523	0.0204768216	-0.0914938081	-0.136724243	0.0046309805	0.0294834744	-0.2001085797	0.1689489984	0.020542098	-0.0320038798	-0.0334728534	-0.096429232	0.1436775106	0.1171386467	0.0168928901	0.0536891449	-0.0115761097	-0.0339762069	-0.0464709969	0.0408463206	-0.1134750282	0.0589457541	-0.2298719495	-0.0074821813	-0.2195334558	-0.096058123	-0.0744807745	-0.1029459035	-0.0053588491	-0.0343021957	-0.0512339949	0.0754611064	-0.1552911457	-0.044177719	0.1728120891	-0.0620968262	0.0768553389	-0.1650131918	0.0535208416	0.0025887995	-0.1621866015	0.1522126241	-0.0401302877	0.0521307916	-0.0408063954	-0.0291688924	0.0964412667	-0.1843168797	0.0129139571	0.0544460997	0.0210626278	-0.0076883008	-0.0437763203	0.0202622179	-0.1217151151	-0.0277251468	0.2009590287	0.0306238063	-0.2126895298	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0082442	-0.0095701	6.796683364e-05	9.158681401000004e-05	-0.0436992	-0.0044338	1.9658582440000012e-05	0.00190962008064	4.17862e-05	0.0129145862	1.74608651044e-09	0.0001667865367172	0.000428615	5.681499999999999e-05	1.83710818225e-07	3.2279442249999984e-09	-0.000108414	-1.271999999999997e-06	1.1753595395999998e-08	1.6179839999999934e-12	0.0	0.0	0.0	0.0	0.0
4602.231360700116	-5.229103868119637	21180533.49741164	27.34352726358375	9625.151832334455	2.1241642121331097	92643547.79549132	4.512073600107074	4379.959224928099	6.591065208393957	43.44214058130128	19184042.81203275	4394.562818428063	7969.584271987653	1.317824	45.479263	0.10034886347	0.0642353	-0.14047897	-0.0401080286	0.0355877792	-0.0651052548	0.1288138355	-0.1388089898	-0.0015809934	0.0575710459	0.0714963722	0.0531711737	0.0478570475	0.066184346	-0.0452039235	-0.0303059975	0.097130053	-0.0842896348	-0.0457848353	0.0388292204	-0.1036053357	-0.0036761919	0.1028416832	-0.128672635	0.0257196977	0.1715308062	-0.0329421978	0.0320712179	0.0393064676	0.0196736255	0.1626650686	0.0742517779	0.0881538386	0.0733177162	0.0099052198	-0.1096723131	0.0113703767	-0.1289496391	-0.0036116504	0.1900288927	-0.0593638632	0.0776907152	-0.1504103689	-0.0282621791	0.0423265085	0.0382146341	0.0362263083	-0.0703536054	0.0389931757	-0.0378218313	0.1055615823	-0.0628521058	-0.0417143359	0.0686649485	-0.0949248161	0.0109288549	0.130431667	-0.129329444	0.0224239341	-0.1553569805	0.0395784675	0.0941265399	-0.0007085069	0.0356233314	0.1434290047	0.0566600609	-0.0897761433	0.0528024759	0.0177295044	-0.0949796684	0.0810104799	0.0920900118	-0.1589012533	0.1296912932	0.0848449363	0.0774286128	-0.1176251742	0.0018228772	0.0869525955	-0.0467109732	-0.041194317	0.049203961	-0.0052218794	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	7.22273e-06	-0.00823697727	5.2167828652899996e-11	6.784779454649665e-05	-0.0477277	-0.0040284999999999	1.6228812249999978e-05	0.00227793334729	-0.0288592	-0.0289009862	0.00083285342464	0.0008352670033325	0.00137695	0.000948335	1.8959913025e-06	8.993392722250001e-07	-0.0	0.000108414	0.0	1.1753595395999998e-08	-0.000126899	-0.000126899	1.6103356201e-08	1.6103356201e-08	0.0
4600.331817020589	-1.899543679526687	21163052.82669196	3.608266190429785	9631.691372779109	6.53954044465354	92769478.70046753	42.76558922725941	4365.981337120251	-13.977887807847765	195.3813475687792	19061793.03608233	4380.87483891945	7994.979399440807	1.231014	42.483379	0.04722112727	0.0271328	0.0643861809	0.1298414252	-0.0196167708	-0.0978164383	0.021565708	0.1227493	-0.0301565566	0.0064541766	0.0331545145	-0.1100802234	0.0424560736	-0.1828348825	0.0518538214	0.064464559	-0.1264799859	0.0894542757	-0.0615378493	-0.0717605464	-0.1878930677	0.1322346649	0.0816353098	0.1388082001	0.2349059226	-0.1472196259	-0.0009825003	-0.0385852582	-0.1430656877	0.1329343416	-0.0122490119	-0.0732713382	-0.094181474	0.0662502493	-0.1570821485	0.0043742014	-0.169071261	0.029670234	0.054179758	0.0685417318	0.0045466993	0.1565234637	0.0279077094	0.1331305733	-0.0669367299	0.0892089455	0.089491478	0.0889438439	0.1394396239	0.0475700926	-0.1100593479	0.0646982768	-0.0038741292	-0.0429222393	-0.2464285252	0.116705414	0.0604777567	0.1231823113	0.1884196714	0.1195890562	-0.0503087094	-0.0873885917	-0.0074944504	0.1930816777	-0.0889712136	-0.0962160129	-0.0591280998	-0.156040638	-0.1218395886	0.0142651873	-0.1628784613	0.0406467324	-0.0630323914	0.1450358565	-0.0468635798	0.1115002642	0.1141084521	0.1255836007	-0.0944394162	-0.0894206679	-0.082206032	-0.0996561364	0.1421244155	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.013186	0.0131787772699999	0.000173870596	0.0001736801703322	-0.0626012	-0.0148734999999999	0.0002212210022499	0.0039189102414399	-0.02411	0.0047492	0.0005812921	2.255490064000002e-05	0.00110654	-0.00027041	1.2244307716e-06	7.31215681e-08	-0.0	0.0	0.0	0.0	-0.000144882	-1.7983000000000007e-05	3.233882890000002e-10	2.0990793924000005e-08	0.0
4593.118251933857	-7.21356508673216	21096735.276247934	52.03552126052116	9544.85611667428	-86.83525610482866	91104278.28801444	7540.361702791183	4375.631004575418	9.64966745516722	93.11608199531338	19146146.68820168	4389.986213147458	8127.121453418045	1.292236	44.596188	0.0280343499999999	0.0154575	0.0322818687	-0.2140949767	0.0430035423	-0.0107768316	-0.1063994882	-0.1165123785	0.145615952	0.0925877565	0.0209482458	-0.0042707114	-0.0304745245	-0.0038315586	0.1080790197	-0.0777048119	0.0434653707	-0.02446696	0.0105179141	0.1546877188	0.035987816	0.0562634592	0.072134494	-0.1418005884	-0.0341190854	-0.1225539347	0.0170338748	0.1787871623	-0.0267854458	-0.0532740508	0.0795636669	0.0993402213	-0.0181823468	-0.0051750719	-0.0517216558	0.3094900109	0.012714096	0.0373151986	-0.0370314062	-0.1467519989	0.1189203852	0.1868992477	0.1456039816	-0.0665511934	-0.2351884428	-0.1828217223	-0.2922211132	0.0311913397	-0.011022052	-0.0831035087	0.0533309525	0.008311605	0.0071819603	0.1436935874	0.0368923528	0.0790538772	0.0558201354	-0.1249011523	-0.0241865253	0.1283056151	-0.0605259379	0.1138151565	-0.1469829773	-0.066619063	0.0351239072	0.0363441774	-0.0015781225	0.0215566502	-0.0524319274	0.3244685795	-0.0568438574	-0.02874336	-0.0086099303	-0.1083206338	-0.1730986237	0.1473182979	0.149816264	-0.11207772	-0.2199611568	0.2710285165	0.2554020174	0.0384127048	-0.0110520192	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0164824	0.0032964	0.00027166950976	1.0866252960000009e-05	-0.0625898	1.1399999999994748e-05	1.2995999999988022e-10	0.00391748306404	-0.0108684	0.0132416	0.00011812211856	0.0001753399705599	0.00121946	0.0001129199999999	1.4870826915999995e-06	1.2750926399999968e-08	-0.000102994	-0.000102994	1.0607764036e-08	1.0607764036e-08	-0.000158667	-1.378499999999999e-05	1.9002622499999972e-10	2.5175216889e-08	0.0
4592.392388307796	-0.7258636260612548	21090067.848187383	0.5268780036387931	9563.791609077043	18.93549240276297	91466109.94185248	358.5528725350944	4370.842626537728	-4.788378037689654	22.92856423182862	19104265.26595923	4386.786857394997	7965.689832732151	1.169528	40.36145	0.06483279	0.0289042	-0.0833623474	0.0704289401	0.0508168279	0.1586035729	-0.0858171707	-0.067649508	-0.0204611493	-0.1106599332	-0.001333937	-0.0182742982	0.1339701552	-0.1791316756	0.0127460608	-0.0245821269	-0.1075865365	-0.0873581924	-0.0933421783	-0.1437274769	-0.0799119346	0.0102739517	0.0762452545	-0.0338566715	-0.100031547	-0.0762706207	0.0550254839	-0.2105217067	-0.0449415148	-0.0008426126	0.0304353029	-0.0820144373	0.268995763	-0.0177057941	0.12461117	0.1594030286	0.0911772383	0.1535796063	0.0069375009	-0.1332681889	0.0227352595	-0.219650257	-0.088263916	-0.1833370497	-0.1017579116	0.2051370819	0.0776442527	0.114094991	0.1222021809	-0.0142657552	-0.1286861636	-0.0873904299	-0.1042106596	-0.1026404114	-0.0776026138	-0.0320783372	0.0753897146	-0.0353031022	-0.1286941101	0.0692295221	-0.0402252967	-0.1084532654	0.1337201198	0.1035126547	0.0180809473	-0.1357851001	0.0087926555	0.2886455967	0.0843121923	0.1109242842	0.0349374955	-0.0993799352	0.1221474985	-0.0824212533	-0.0859705187	-0.1024027566	-0.1633660266	-0.2472447403	-0.1380326701	-0.1990878603	-0.0851084522	-0.0989881006	0.1056125527	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.00796456	-0.00851784	6.343421599360002e-05	7.25535982656e-05	-0.0492202	0.0133696	0.00017874620416	0.00242262808804	-0.0164996	-0.0056311999999999	0.0002722368001599	3.1710413439999995e-05	0.000769493	-0.0004499669999999	5.92119477049e-07	2.0247030108899994e-07	-0.0	0.000102994	0.0	1.0607764036e-08	-0.000351989	-0.0001933219999999	3.737339568399999e-08	1.23896256121e-07	0.0
