global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
5722.72918056162	n/a	32749629.274051465	n/a	15381.602052197926	n/a	236593681.69217944	n/a	5308.352565630745	n/a	n/a	28178606.96103851	5770.1685698244855	11499.447230747768	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0227815	n/a	0.0005189967422499	n/a	-0.21028	n/a	n/a	0.0442176783999999	0.352705	n/a	n/a	0.124400817025	6.17942e-05	n/a	n/a	3.8185231536399995e-09	-0.00157176	n/a	2.4704294976e-06	n/a	-1.3234900000000002e-23	n/a	n/a	1.7516257801000006e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5653.087303920134	-69.6418766414854	31957396.06574301	4849.9909821478695	15399.571959681853	17.969907483926363	237146816.5414196	322.9175749808727	5306.750682301241	-1.6018833295038348	2.5660302013422918	28161602.80410469	5778.798540735845	11417.857430854032	1.358913	51.444218	0.30949981	0.197855	-0.0159582797	0.031422297	-0.0680052018	0.1819024154	-0.0936701694	-0.005174827	0.0241438984	0.0504909808	0.0462411438	-0.1686811726	0.0264737005	-0.0169447244	0.1156533785	-0.1293737995	-0.1688173972	0.0345491874	-0.0991174484	0.0697620511	-0.1881923934	0.027838939	-0.073868797	0.0174793097	-0.0524004328	0.0482984309	-0.1743789501	0.0725517238	-0.036155566	-0.098792283	0.1386741414	-0.0010334248	-0.1365032028	0.1074244895	0.0220418162	-0.1772482702	-0.2029339355	0.1071462209	0.1483775202	0.1406133849	-0.0870833566	-0.0004361375	0.0096238716	0.0668341996	0.0432115739	0.0565655576	-0.0054133355	0.050619557	-0.0447447078	0.1874460954	-0.2190501262	0.0207822822	-0.0403745293	0.0635517532	-0.1145598325	0.0169796846	-0.0164267966	0.0726357701	-0.0039218484	0.1054175285	-0.0449905098	0.0363006229	0.0095544878	-0.054392869	0.0542262839	0.0060896333	0.0196562322	-0.2925743143	0.0528673157	0.1575035595	-0.1261774478	-0.0772365838	0.1933992788	0.042039461	-0.1083684396	-0.0048120404	-0.0989316421	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0144499	0.0083316	0.00020879961001	6.941555856e-05	-0.178318	0.0319619999999999	0.0010215694439999	0.031797309124	0.152113	-0.200592	0.040237150464	0.023138364769	-0.00102633	-0.0010881242	1.18401427462564e-06	1.0533532689e-06	-0.00185592	-0.00028416	3.4444390464000003e-06	8.074690560000005e-08	0.0	1.3234900000000002e-23	1.7516257801000006e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5629.02573650595	-24.061567414184537	31685930.74224635	578.9590264273472	15387.622318053844	-11.949641628008976	236778920.60306877	142.79393503784502	5288.455142319624	-18.295539981616457	334.7267832189263	27967757.79232688	5770.731562911128	11394.694821547302	1.285607	48.669079	0.074497565	0.0415329	-0.0995038237	-0.0826391286	0.0230173556	-0.0053688079	0.0299694562	0.0798333873	0.1566736544	-0.1212241827	-0.0118559323	-0.1038116122	0.0445709759	0.0683773142	-0.0555518872	-0.0250131316	0.07961714	-0.303403536	0.0829404804	0.1024260397	0.0396191781	-0.0444312353	-0.0209593903	0.0407882535	0.2592039906	0.0319850497	-0.0385629798	0.1089821913	0.0127686217	-0.0031705921	0.0813788979	0.1430835715	-0.0892315838	0.0659777636	0.0768518408	0.0294250653	-0.0002016045	0.0157194451	-0.1044830495	0.0369546299	0.0499510365	0.0845969377	-0.0446430801	0.020480844	-0.0372261382	0.1307518851	0.0868283435	0.0907943219	-0.0217836731	-0.1031803555	-0.0073445919	-0.1874697142	-0.0949035939	0.0533545278	-0.0738524811	-0.2510403228	0.1442976664	-0.1010071111	0.0524173022	-0.0617148593	0.0993094263	0.0909548073	-0.1515087262	0.0262029177	-0.163496761	0.0013702055	-0.0064892522	-0.123565531	0.0003706916	0.0370814225	0.1091639757	-0.0421590178	-0.0323583117	-0.0321335412	0.081330008	-0.1301611238	0.035303525	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.000446765	0.014896665	1.99598965225e-07	0.0002219106281222	-0.153418	0.0249	0.00062001	0.023537082724	0.144649	-0.0074639999999999	5.571129599999998e-05	0.020923333201	-0.000587672	0.000438658	1.9242084096400002e-07	3.45358379584e-07	-0.00185592	0.0	3.4444390464000003e-06	0.0	0.00010608	0.00010608	1.12529664e-08	1.12529664e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5650.341817063037	21.31608055708693	31926362.64965122	454.3752903162196	15345.597268670856	-42.02504938298807	235487355.5322384	1766.1047756425862	5281.970572007123	-6.484570312501091	42.0496521377705	27899213.123549256	5765.079681546653	11400.760728941572	1.30549	49.42178	0.239236715	0.21047	-0.2203839645	0.0063051383	-0.1175472443	-0.1294577571	0.2243412696	0.2085575119	-0.033916438	0.0581879374	0.1868893888	-0.0903515771	-0.2405590274	0.2169298096	-0.0543966654	0.1101876312	0.2767320542	-0.0304248231	0.0900251712	0.0726817802	-0.0929602315	-0.0820249841	0.0979155377	-0.0667546653	-0.0114276115	-0.2274329138	0.060039888	-0.0230863935	0.0827825559	0.112896098	-0.0624833832	-0.0442257611	-0.0053412755	-0.0606607969	-0.0260596584	-0.0837585395	0.0476103846	-0.1577709263	0.0450575203	-0.1129207964	-0.1814487898	0.0192864976	0.0231157752	-0.0492681724	0.0827988576	-0.070330163	0.2329471188	0.0278207301	0.0646151162	-0.1491035732	0.2268780166	0.0644711649	-0.2318763649	-0.0259219469	-0.0858356699	0.0542115428	-0.0534118327	-0.1286123234	-0.1496346577	-0.1278660336	-0.0144563625	-0.0779162957	0.1357597286	-0.0379705888	-0.0249987964	0.055209122	-0.0191261446	0.0892458124	0.0015856046	0.0201379922	-0.0736267802	0.1271298121	-0.0393996168	0.0597712402	-0.0182558403	-0.1413383812	-0.1660352157	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.00714375	-0.007590515	5.10331640625e-05	5.7615917965225e-05	-0.139186	0.0142319999999999	0.0002025498239999	0.019372742596	-0.0648738	-0.2095228	0.04389980371984	0.00420860992644	-0.000566843	2.0828999999999983e-05	4.3384724099999934e-10	3.21310986649e-07	-0.00185592	0.0	3.4444390464000003e-06	0.0	0.000243079	0.000136999	1.8768726001e-08	5.9087400241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5626.519097262243	-23.822719800793493	31657717.151856728	567.5219787071184	15278.164163556274	-67.43310511458185	233422300.2085752	4547.223665394245	5301.754010943245	19.783438936121456	391.3844561392465	28108595.592552785	5768.489960334156	11261.788895905562	1.635067	61.898552	0.45821595	0.273579	0.0124476471	0.0271115652	-0.0377552287	0.0825433152	0.008767218	-0.0201633153	0.0319137655	0.0635895868	0.068026375	0.0521288618	0.0275077281	-0.0382174406	0.0586203969	-0.0427673656	-0.015971939	0.0464852976	-0.0470505123	0.1234838707	0.1137336545	0.0217246495	-0.0698470658	0.0895829217	-0.1422846606	0.0424928943	-0.0505744471	-0.1467637954	-0.0773067897	-0.0370075015	0.0753609727	-0.0100515109	0.0768045494	0.1779924574	-0.115317119	-0.1292149362	0.0798984001	0.0670888546	-0.0521402071	-0.0519112674	0.0410145129	-0.0285413426	0.0633582163	-0.0813291103	0.0029807035	0.0050206418	-0.0328263444	0.0357247987	-0.0381115625	0.1021668393	-0.068288773	0.0964019292	-0.117182428	-0.1700237164	0.0836472211	0.0329852983	0.0471518679	0.1413550417	0.00252557	0.1300251677	0.0638570213	0.0137683231	-0.0286412122	0.016744564	0.0411233736	0.0078705284	-0.0477887584	0.0384751445	0.0441686344	0.1782801185	-0.0406454325	-0.0798126888	-0.1660354225	-0.0590074452	0.0148983621	0.0718059201	-0.0441744456	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0198324	-0.01268865	0.00039332408976	0.0001610018388224	-0.244943	-0.1057569999999999	0.0111845430489999	0.059997073249	0.184953	0.2498268	0.06241342999824	0.034207612209	-0.000162418	0.000404425	1.6355958062500004e-07	2.6379606724e-08	-0.000704554	0.001151366	4.96396338916e-07	1.325643665956e-06	0.0	-0.000243079	5.9087400241e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5561.443577203345	-65.07552005889829	30929654.66241633	4234.8233109360735	15228.78198389758	-49.38217965869444	231915800.71308348	2438.599667843575	5289.9879671702665	-11.766043772978264	138.4397860676406	27983972.69280621	5774.632815837078	11188.673119894567	1.222323	46.27335	0.259494938	0.168147	0.0825948428	-0.0686518634	0.087001717	0.0204603695	0.0572189392	-0.0892210014	0.1701396844	-0.1866005749	0.0743964178	0.1485907415	0.1190323105	-0.0701587627	0.0624035163	-0.136312201	-0.1535257998	-0.1407417764	0.1025609422	-0.0527913418	0.0696391626	-0.3036575807	0.1218904324	0.0538030972	-0.0032062996	0.0740678404	0.1276640478	-0.0053074846	0.099853089	0.0891735792	-0.0667657018	0.0438949847	0.0927496873	-0.0588198108	-0.0151120359	0.0533363297	-0.1726814233	-0.0157713687	-0.0496838757	0.0013425365	0.0186189839	-0.1486847822	0.0251730236	0.0380126167	0.0741641413	0.023626245	-0.0391769459	0.2124763978	0.0168706812	-0.0432924556	-0.0938933913	-0.0566431252	0.194132514	-0.1372249017	-0.1527042217	0.0621557746	0.0096697701	-0.063653156	0.1079235069	0.0060090596	-0.0510805174	-0.03004258	-0.113620133	0.0245138832	-0.1590247604	0.0311872593	-0.1628487899	0.1550881161	-0.1693232702	-0.0435029061	0.0739423971	0.0535677402	0.0627522736	-0.0427960078	-0.0222112939	0.1129684456	-0.0418791872	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.000457638	0.020290038	2.0943253904400002e-07	0.0004116856420414	-0.262589	-0.017646	0.000311381316	0.068952982921	0.301676	0.116723	0.0136242587289999	0.091008408976	-0.00189279	-0.001730372	2.994187258384e-06	3.5826539841e-06	-0.0010709	-0.000366346	1.1468268100000002e-06	1.3420939171600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5584.5132019975445	23.069624794199623	31186787.703284867	532.2075881451501	15203.122142799126	-25.6598410984534	231134922.88886908	658.4274451978781	5278.376903578815	-11.611063591451966	134.81679772474143	27861262.736234277	5748.747129979454	11078.45159498406	1.107496	41.926353	0.160489728	0.106264	-0.0067094248	-0.1597886398	0.1296256328	-0.0529572315	0.0302642053	0.0268866206	0.1718012816	-0.1419375864	-0.0611660019	0.1194063117	0.0421224193	0.0932835868	-0.0829311156	-0.0741135604	-0.0355663438	0.0364190193	0.1043940865	-0.1347818225	0.131438726	0.0278016344	0.0227547228	0.0012456726	-0.1086742206	0.0869977647	0.0064404449	0.1870395172	0.1124046038	0.0655353539	-0.0763107344	-0.2270558451	0.0252865746	0.0150569267	-0.0741330495	0.1475846961	-0.055612253	0.0625739072	0.0041229809	0.1203471285	-0.011400841	-0.0784808796	0.0500593243	-0.1078467636	0.0244912662	-0.0011347007	0.0913096272	0.013163321	-0.0781998483	-0.0856126851	0.0441460241	-0.0154345141	0.1997572106	0.0339840997	0.0809192648	-0.0605354406	0.0054974926	0.0171571033	0.0160260759	0.0861421623	-0.1696356954	0.0653568753	-0.0308273067	-0.1176275672	0.0362606449	0.1149393083	0.0626971499	0.0848818703	-0.2367901067	-0.0225239735	0.0560882678	-0.0807782108	0.0774183598	0.0859698188	-0.0663721209	0.1705954296	-0.0069760138	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.00406799	-0.0045256279999999	1.6548542640099997e-05	2.0481308794383997e-05	-0.246464	0.016125	0.000260015625	0.0607445032959999	0.19471	-0.106966	0.011441725156	0.0379119841	-0.00221678	-0.0003239899999999	1.0496952009999981e-07	4.914113568399999e-06	-0.000877546	0.000193354	7.700869821159999e-07	3.738576931600003e-08	0.000140118	0.000140118	1.9633053924e-08	1.9633053924e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5626.854735094451	42.34153309690646	31661494.209854845	1792.8054249964252	15251.14426172725	48.02211892812375	232597401.292016	2306.123906346861	5278.573754164752	0.1968505859376819	0.0387501531840086	27863340.878156967	5735.233890322795	11159.548403476148	1.278709	48.407951	0.125928407	0.0776111	0.0138028723	-0.078464142	-0.08715613	-0.0697051928	-0.0537869679	-0.0207866194	-0.0214938915	-0.0302276575	-0.1742106627	-0.1009645585	-0.0797421408	-0.0195090289	-0.1537709083	0.1361515943	-0.0258353018	-0.0023004725	-0.1112480632	-0.0626253905	0.0770094833	0.2154810786	0.1591040891	-0.1550978798	0.068287808	0.0021756706	-0.1887628611	-0.0284226004	-0.0049465815	0.0891021165	0.0997653119	-0.0066252912	-0.0318303844	-0.142837736	-0.0108873534	0.1408037677	0.0496163758	0.0446708254	-0.082930885	-0.1822499577	-0.0889820529	0.1221315118	0.0101460629	-0.0468067058	0.1257819398	0.0318508186	-0.0551569403	-0.1920056499	-0.0382718296	-0.1019219785	-0.0243765034	-0.0896566305	0.0155325293	0.1303300927	0.2042367349	-0.0281583362	-0.1031529452	-0.2030789485	-0.0353100104	0.1095727332	0.0945095134	0.0976745088	0.091199281	-0.0310606256	-0.1075850428	0.0304646703	0.0796536994	0.0589255326	0.091606052	-0.1697448608	-0.0209692069	0.0189311831	-0.1336279054	0.0913881487	-0.0729385104	-0.1023417063	-0.0342059116	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.000226967	0.0042949569999999	5.151401908900001e-08	1.8446655631848995e-05	-0.217668	0.0287959999999999	0.0008292096159999	0.047379358224	0.199405	0.004695	2.2043025000000045e-05	0.039762354025	-0.00357122	-0.00135444	1.8345077136000003e-06	1.27536122884e-05	-0.000877546	0.0	7.700869821159999e-07	0.0	0.000548527	0.000408409	1.6679791128100006e-07	3.0088186972900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5719.127958771667	92.27322367721628	32708424.60880377	8514.347807785585	15343.43092402268	92.28666229542978	235420872.52025545	8516.828037630701	5307.409549775965	28.835795611213143	831.5031085316592	28168596.12905312	5758.352184397852	11342.253785682376	1.340087	50.731533	0.213688063	0.168529	0.1343225288	0.1369768596	-0.0765858065	-0.0860615343	0.0928731997	-0.1111078903	-0.2445591483	0.0840350474	-0.1897132945	-0.0579367723	0.0582075345	-0.1361453857	0.0451858061	0.0829294892	0.1289115886	0.1280588735	-0.1488779811	-0.074053632	0.1795722829	0.0862768642	-0.1937893589	0.0261117285	0.0738848991	-0.1250276675	0.0416731206	-0.0535360606	0.1322915334	-0.0430228299	-0.1850881111	0.1000591124	0.0488932037	0.0032509226	0.0008242561	0.0322130301	0.1343828403	0.0323373019	0.1425431062	0.0598797886	0.0430548969	0.0159359797	-0.018112389	0.0049903175	0.0291293048	0.0762765976	-0.1693180907	-0.1875571038	0.0413662947	0.1036162333	0.1795494665	-0.1442082682	0.0976117786	-0.0187463698	0.1704407221	-0.0493111822	0.120448957	0.0875900155	-0.0897348712	-0.0894624884	0.0560531026	-0.2543245641	0.1053172192	-0.0315153644	0.0885046005	-0.0561389176	0.0459408715	0.0890602491	0.0867514594	0.0203197158	0.0004223381	-0.0334926202	0.0324378566	-0.0551116229	-0.0587879179	-0.0132280137	0.0646295296	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.00234273	0.0021157629999999	5.4883838529e-06	4.476453072168999e-06	-0.205537	0.012131	0.000147161161	0.042245458369	0.368575	0.16917	0.0286184888999999	0.135847530625	-0.00334339	0.00022783	5.1906508900000027e-08	1.11782566921e-05	-0.000877546	0.0	7.700869821159999e-07	0.0	0.000170931	-0.000377596	1.42578739216e-07	2.9217406761000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5719.569429305066	0.4414705333983875	32713474.456641074	0.1948962318590567	15367.667317314812	24.23639329213256	236165198.77566585	587.4027598109282	5288.876398064109	-18.53315171185659	343.4777123746928	27972213.55399958	5742.867336066712	11465.859314001947	1.727502	65.39785	0.60801432	0.523322	-0.1750359894	0.121521784	-0.0222114393	0.0367234751	0.0230313044	0.2126192499	-0.2545851008	0.2697128332	-0.1263643829	-0.0019675441	-0.0689526795	0.1790994085	0.0366327185	0.001853556	0.036588932	0.1956513685	-0.1475078881	-0.0671236995	0.0107178396	0.1267343325	0.102684802	-0.0558782518	-0.0854135064	0.2072115688	0.0953997938	-0.0605871217	-0.0056387405	-0.2293068032	0.0952983397	0.0239175265	0.1350536105	0.0090043687	-0.0945434056	-0.0098441866	0.059181929	-0.130733308	0.0502742564	0.0916700166	0.060597334	-0.2322801005	0.0871015099	-0.0559764713	-0.087240832	-0.0843228611	0.1472181334	-0.2453331659	-0.0263459254	0.134956721	0.0675953024	0.0403224129	0.0174503808	-0.0346777176	0.1436107355	0.1462021933	-0.1591221367	0.0062505835	0.1480875906	-0.0172542597	-0.0895556174	-0.0613875088	-0.1639256417	-0.0241953984	0.1256062749	-0.0475316137	-0.0082365708	0.0516284553	0.2170974593	0.056374891	0.0174226858	0.0797082819	0.0274750789	-0.1006382541	-0.0252111458	0.2594825434	-0.1074550267	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.00360769	-0.00595042	1.3015427136100002e-05	3.54074981764e-05	-0.173951	0.031586	0.000997675396	0.0302589504009999	-0.136746	-0.505321	0.255349313041	0.018699468516	-0.00222137	0.00112202	1.2589288804000002e-06	4.9344846769e-06	-0.000706095	0.0001714509999999	4.98570149025e-07	2.9395445400999998e-08	0.000180598	9.666999999999987e-06	9.345088899999975e-11	3.2615637604e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
