TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,4,1.700000e+00,1.0,0.0,2.299901e-06,53.167156,57.167152,57.360596,2.0,58.09575,0.735156,58.19614,3.364844,61.562286,5.0,61.562435,62.57328,5.212685,62.57346,66.575195,--
2,2,6,2,3,1,2.550000e+00,1.0,1.0,--,--,--,66.76637,7.0,67.39489,0.628516,67.49522,4.321484,71.818146,9.0,71.81826,72.82527,6.0588975,72.82542,73.82717,--
3,3,4,2,1,1,1.700000e+00,1.0,2.0,--,--,--,74.01184,2.0,74.42892,0.4170786,74.52924,3.6829214,78.214165,8.0,78.21428,79.220276,5.208432,79.22041,80.222176,--
4,4,3,1,3,1,1.700000e+00,1.0,3.0,--,--,--,80.22822,7.0,80.86142,0.6331963,80.961754,3.4668038,84.43016,9.0,84.43028,85.43521,5.2069893,85.435356,86.43676,--
5,5,2,1,2,2,2.550000e+00,1.0,4.0,--,--,--,86.43836,2.0,86.96228,0.5239205,87.06261,4.4260793,91.491165,5.0,91.49128,92.4997,6.06134,92.49985,94.50115,--
6,6,3,1,3,3,8.500000e-01,1.0,5.0,--,--,--,94.50283,7.0,95.22883,0.7260028,95.32916,2.5239973,97.854866,6.0,97.85498,98.860435,4.3576097,98.86059,101.862,--
7,7,4,2,1,1,1.700000e+00,1.0,6.0,--,--,--,102.05207,2.0,102.57913,0.5270673,102.67946,3.5729327,106.253815,6.0,106.25393,107.2583,5.206233,107.258446,108.25992,--
8,8,4,2,1,4,8.500000e-01,1.0,7.0,--,--,--,108.44349,2.0,108.86212,0.4186313,108.96244,2.8313687,111.795685,6.0,111.79581,112.80028,4.3567924,112.80042,116.80215,--
9,9,1,1,1,3,8.500000e-01,1.0,8.0,--,--,--,116.80489,7.0,117.32898,0.5240838,117.4293,2.7259161,120.15716,2.0,120.15728,121.16227,4.3573747,121.162415,124.16429,--
10,10,3,1,3,2,2.550000e+00,1.0,9.0,--,--,--,124.16591,2.0,124.7948,0.6288929,124.89514,4.321107,129.21927,2.0,129.2194,130.22607,6.060165,130.22621,132.22818,--
11,11,1,1,1,4,2.550000e+00,1.0,10.0,--,--,--,132.22981,7.0,133.16138,0.9315722,133.26172,4.018428,137.28212,4.0,137.28226,138.28738,6.0575676,138.28752,142.28897,--
12,12,5,2,2,2,1.700000e+00,1.0,11.0,--,--,--,142.47052,7.0,143.09477,0.6242457,143.19511,3.4757543,146.67215,5.0,146.67227,147.6783,5.207774,147.67844,149.68028,--
13,13,3,1,3,1,8.500000e-01,1.0,12.0,--,--,--,149.683,2.0,150.31134,0.6283404,150.41168,2.6216595,153.03525,4.0,153.03535,154.04005,4.3570533,154.0402,155.04216,--
