global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
6043.948283062668	n/a	n/a	36529310.848336175	13045.236117567334	n/a	n/a	170178185.36308324	5535.524027213426	n/a	30642026.255857147	n/a	6239.217634199713	9194.354703361923	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.147989	n/a	n/a	0.021900744121	0.0424851	n/a	0.0018049837220099	n/a	0.574168	n/a	0.329668892224	n/a	0.0195328	n/a	0.0003815302758399	n/a	-0.00718702	n/a	n/a	5.16532564804e-05	-0.00682011	n/a	4.65139004121e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5931.979482374574	-111.96880068809423	12537.012327530172	35188380.57931292	12842.753887562523	-202.48223000481084	40999.05346772112	164936327.4165023	5492.551217602824	-42.97280961060187	30168118.87799027	1846.6623658290368	6172.440983717559	8793.259679301365	1.443163	101.585594	0.4660048999999999	0.247945	-0.0840298469	0.0664882611	-0.0350628149	0.1211439225	-0.020541768	0.0879593652	-0.0964049122	0.0061966075	-0.1021602493	0.0523535866	-0.0621417869	0.0644515521	-0.0148479429	0.0399859162	-0.1275042094	0.0963632208	-0.0260106945	0.070050822	-0.0822165561	0.0598693048	-0.0373117633	0.1020774156	-0.0195658138	-0.0169062062	0.122824113	-0.2069151107	0.0222080629	-0.1446694296	0.0778916507	-0.0427623862	0.1006455684	-0.1020002201	0.0029540282	-0.013743219	0.0437809476	-0.0884836155	0.0956801382	-0.1926079317	0.042630076	0.0687472197	0.2107243093	-0.0569093486	0.037867281	-0.1419726204	-0.0069918271	-0.05792558	0.0248087885	0.0198737196	-0.1078689738	-0.0164884197	0.0094763321	-0.1503673652	0.0554787977	-0.158395433	0.0007333568	-0.0069477222	0.0513839308	-0.0314773087	0.0214741215	-0.0306234824	0.1897013784	-0.0684420648	0.0243753512	-0.100094151	0.1544386611	-0.0666460628	0.080217857	-0.1510364443	0.0559175068	-0.0888682257	0.0403848093	-0.0429457034	0.067874802	-0.0809497734	0.0499983067	-0.1136092647	-0.219643539	0.1659354237	-0.0364761658	-0.0285056536	0.1193390413	-0.0920068561	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.228129	-0.0801399999999999	0.0064224195999999	0.0520428406409999	0.0829995	0.0405144	0.00688891700025	0.00164141660736	0.590943	0.0167749999999999	0.349213629249	0.0002814006249999	0.0166068	-0.0029259999999999	0.00027578580624	8.561475999999988e-06	-0.00413651	0.0030505099999999	9.305611260099996e-06	1.7110714980100004e-05	-0.00741511	-0.000595	5.49838563121e-05	3.540250000000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5892.347030184131	-39.63245219044347	1570.7312666277876	34719753.52411974	12615.532409845837	-227.2214777166864	51629.599935754624	159151657.98387071	5498.718611574716	6.167393971892125	30235906.369278178	38.03674840453132	6191.204917641422	8668.178115238257	1.061123	74.693436	0.5149223	0.259231	-0.0329992448	0.0504132991	0.0347575373	-0.0421264487	0.0347692506	0.066824758	-0.0637528615	-0.021626561	0.0101114264	-0.0192640946	0.0155935613	0.0680027515	0.0505516741	0.0231464136	0.011811079	0.0704011816	0.0887711552	0.0527558276	-0.0585998008	-0.0867284898	0.1228015434	0.0314955801	-0.0490595955	-0.0485860025	0.0495070737	-0.0725413722	0.1198626205	0.0065679258	-0.0625341875	0.0667603558	-0.0446531438	0.0556653118	-0.1623098115	-0.0054595062	0.0190099261	-0.1039549008	0.0011036404	-0.200592872	-0.2562029278	-0.0295822068	0.0506005473	-0.0709551438	-0.0780877689	-0.0047876269	-0.2116305823	0.1050157572	-0.0211650076	-0.0807175299	0.1943061105	-0.0199422309	0.0171942766	-0.0110903468	0.0609097288	-0.0542805354	-0.0535405948	-0.0034216429	-0.1495662686	0.0534569558	-0.059040829	0.0084196117	0.1257586559	-0.0195485496	-0.0608811238	-0.0322251145	-0.1075262699	-0.0390040881	-0.0006790561	0.0451883268	-0.1400051858	-0.0452884861	-0.0836078389	-0.0056832242	0.0768689707	0.0758190907	0.2172171805	0.0694842029	-0.2147358121	0.0932713922	0.0442083745	0.0589222105	-0.1116459016	0.1215015067	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.129355	0.098774	0.009756303076	0.016732716025	-0.0253963	-0.1083958	0.00064497205369	0.01174964945764	0.641919	0.050976	0.412060002561	0.002598552576	0.0164943	-0.0001125	0.00027206193249	1.2656250000000335e-08	-0.00681538	-0.00267887	7.176344476899999e-06	4.64494045444e-05	-0.00507095	0.0023441599999999	2.57145339025e-05	5.495086105599998e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5870.63767801304	-21.70935217109036	471.29597168842565	34464386.74650634	12475.898621682138	-139.63378816369914	19497.59479694481	155648046.41849026	5499.42895302906	0.7103414543435065	30243718.8094143	0.5045849817588479	6191.902712019689	8604.952964688806	1.484407	104.488792	2.5589273	1.28669	0.0287184691	-0.0646891933	-0.0982238348	-0.0333354339	0.055493678	0.0920856222	0.0313278813	-0.0781207305	0.0820094195	0.2024733045	0.0187400236	-0.017020148	0.1433906908	-0.1939875503	-0.0719391464	0.3140648189	0.0491990826	0.0686932077	0.0718642759	0.1407654507	0.0260604006	-0.2342894297	-0.1041161467	-0.0058498388	-0.081056896	0.1075440501	0.0364916094	0.0662909594	0.2147156621	-0.0160305107	-0.0272276727	-0.0555869443	0.0191117117	0.1112833768	-0.0615473113	-0.056017005	0.1303108751	0.0312831471	-0.1493590317	-0.1177750142	0.0143455127	0.0973328967	-0.1417873001	-0.1792374449	-0.1066792344	-0.0901094962	0.0098016536	0.179547251	0.0455756572	0.2248910243	0.2121791315	-0.0439049257	0.2162278264	-0.1321272315	0.0508263701	-0.0101619107	0.0829704225	0.1628840678	-0.0616316775	0.0160891723	-0.2202343998	0.0284751405	-0.2141415977	0.2019797694	0.061899864	0.0065153399	-0.0635287136	-0.0270689154	0.0532046291	-0.0520029326	-0.0637619697	-0.0919522144	0.0137489187	-0.1364096516	0.1273405633	0.2267974909	-0.038058132	0.0190762612	-0.1445627229	0.2021168868	0.1007509608	0.0139042283	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.472834	-0.343479	0.1179778234409999	0.2235719915559999	0.617256	0.6426523000000001	0.381004969536	0.4130019786952901	0.507736	-0.134183	0.2577958456959999	0.018005077489	0.0282541	0.0117598	0.00079829416681	0.00013829289604	-0.00229247	0.00452291	2.04567148681e-05	5.2554187009e-06	-0.0175605	-0.0124895499999999	0.00030837116025	0.0001559888592024	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5905.285915802105	34.6482377890643	1200.5003818875432	34872401.747370705	12555.57985294433	79.68123126219143	6349.098615458833	157642585.44366154	5482.162528609529	-17.266424419531177	30054105.990090422	298.1294122353825	6158.756084260291	8626.066688057159	1.471086	103.551117	1.826636	0.8875189999999998	0.0353959344	0.0693357063	0.0256868033	0.0616390473	-0.0600235177	0.1013196283	0.0061997835	-0.0172870161	-0.0405033032	-0.0154302161	0.0192648664	0.016715857	0.0838515673	0.0257315158	-0.0021380601	0.0917923941	0.0998776862	0.0150656381	-0.0888043997	-0.1121455949	-0.0527031329	0.079392407	0.0035646878	-0.036340424	0.0108879832	0.0254279888	-0.0456361911	-0.115656015	-0.0021851069	0.1199147819	0.0794175423	-0.0196531179	-0.0256039479	0.0003147232	-0.0391775202	0.1019998399	-0.0439466063	0.0518994846	-0.0681670746	-0.0783408697	-0.0009454578	0.123677141	-0.1068346656	-0.1880569265	0.0172986889	0.0558111499	-0.0642845622	0.1661337883	-0.0539445238	-0.0041204189	-0.0043492855	-0.0495597343	0.0987838408	-0.0520499411	-0.0317541754	-0.0300983246	-0.1533142966	-0.0431733	0.0923023006	-0.0387378939	0.0264392533	0.0423412561	0.0416567781	-0.0583584477	0.0435172972	0.0553238351	0.0845622868	-0.0097504702	-0.0401123455	-0.0445436052	-0.0840234987	0.0381834638	-0.0813744848	0.010479618	-0.02507895	0.1338199001	-0.0176261953	0.0145961311	-0.1626384644	0.1356873537	0.1495107861	0.0477563319	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.23622	0.2366139999999999	0.0559861849959999	0.0557998884	0.05241	-0.5648460000000001	0.0027468081	0.3190510037160001	0.649142	0.141406	0.421385336164	0.019995656836	0.0211797	-0.0070744	0.0004485796920899	5.004713536000002e-05	-0.00694627	-0.0046538	2.165785444e-05	4.82506669129e-05	-0.0116133	0.0059472	0.00013486873689	3.536918784e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5899.653249639185	-5.632666162920032	31.72692810290427	34805908.46597819	12526.957431250148	-28.62242169418096	819.2430236395207	156924662.4843533	5479.594607004065	-2.567921605463198	30025957.05710804	6.594221371804688	6161.5763531437815	8634.742821343847	0.911465	64.158867	0.4049195	0.275644	-0.0228542389	0.0540664344	0.0327106827	-0.0187651505	0.0840682445	0.0202060128	-0.030853918	-0.0290170862	-0.039140953	0.0027966918	0.0721212173	0.1056912354	0.0458571427	0.0233391242	0.0155924807	0.1117163246	0.0892477317	0.0762714961	-0.0910235374	-0.170167137	0.026923414	-0.0190128451	0.1013984042	0.0077511614	-0.0070656338	-0.0198062353	0.0901926716	-0.1076472823	0.0214613025	0.1051962007	-0.0427863757	0.1017481472	-0.0506610808	0.1184290556	-0.0150903103	-0.1203770544	0.0361690201	0.0421601716	0.0846638941	0.0260223849	-0.0315528941	0.0006868176	0.0917935035	0.0320825504	0.0410884235	0.0970717243	0.0414033559	-0.197746869	-0.0789969672	-0.0037544072	-0.0251392044	-0.0345862898	0.0898747778	-0.0932349568	0.001355609	-0.0204116779	-0.2124177154	-0.0093231042	0.0091500129	-0.0035739614	0.0012729616	-0.0689661604	-0.0392920126	-0.1474282619	0.0157660177	0.0165386424	0.0045091679	0.12192768	-0.0875238449	0.0936732958	-0.090522953	-0.0855527453	0.0631303625	-0.0845329239	0.0003192273	-0.0296857675	0.0603108074	0.0011214668	-0.0006007435	-0.1397653694	-0.0482209131	0.0010105043	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.251927	-0.015707	0.000246709849	0.063467213329	0.0725259999999999	0.0201159999999998	0.0052600206759999	0.0004046534559999	0.691023	0.041881	0.4775127865290001	0.001754018161	0.0164789	-0.0047007999999999	0.00027155414521	2.2097520639999983e-05	-0.00642946	0.00051681	2.670925761000004e-07	4.13379558916e-05	-0.0102866	0.0013267	0.00010581413956	1.7601328900000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5959.136760865748	59.48351122656368	3538.288107840727	35511310.934701525	12668.470489893642	141.51305864349342	20025.945766636807	160490144.55330604	5510.031927630729	30.43732062666368	30360451.84351001	926.430486930326	6188.775987466931	8813.257632323213	1.113023	78.346703	0.4448505000000001	0.226581	4.35552e-05	0.091934771	0.0541059363	0.0482258883	0.0636328094	0.0041199593	-0.0204178804	-0.0242555921	-0.0691057602	-0.0073334236	0.0030478409	0.0734923152	0.068133789	0.0200141781	-0.0127015692	-0.1078821583	0.0447971504	0.0570350888	-0.0847876159	-0.0637148559	0.0687355894	0.0862351648	0.0554578467	0.0835949975	0.1005705581	0.0778692393	0.0813939698	0.0391204471	-0.0276713422	0.1870628251	0.097768156	-0.1121044851	-0.1697686922	-0.021325531	-0.0632991651	0.0993410288	-0.1322966745	0.0452535771	0.0815350876	0.0184629866	0.1144229362	0.0270425388	-0.0059637864	0.0760430138	-0.1876254581	-0.0768390863	-0.082346853	-0.0317551959	-0.0730883734	0.0007126884	-0.0605647033	-0.0498198867	0.0127527107	0.0254439586	-0.1280630499	0.0765693114	-0.0658869839	-0.0526004129	0.0062601796	0.0223669795	0.070705986	-0.1394752903	-0.0507269912	-0.0532327573	-0.1178651016	0.1017697965	0.101070054	-0.0754871022	-0.2120999071	-0.0787522167	-0.0769598428	0.081652922	-0.0635099394	0.0034769682	-0.2179603667	-0.0224515251	-0.0328565221	0.1032687594	-0.0684297114	-0.1197995362	-0.1512281788	0.0221561385	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.11912	0.132807	0.017637699249	0.0141895744	-0.0503495	-0.1228754999999998	0.0025350721502499	0.0150983885002499	0.684941	-0.006082	0.469144173481	3.699072400000039e-05	0.0146218	-0.0018571	0.00021379703524	3.4488204100000017e-06	-0.0082001799999999	-0.0017707199999999	3.1354493183996497e-06	6.724295203239837e-05	-0.0103205	-3.38999999999999e-05	0.00010651272025	1.1492099999999934e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5937.784862328606	-21.35189853714201	455.9035711404069	35257289.07129875	12586.396793352233	-82.07369654140894	6736.091663971281	158417384.23970735	5502.208969183506	-7.822958447222845	30274303.540563423	61.19867886697527	6203.586683108439	8776.333674449705	1.522492	107.169571	1.7447434999999996	0.83933	0.0224477815	0.0045265677	-0.0484135381	-0.0544896948	-0.0003602666	0.0590009971	0.041998429	-0.0635593325	0.0733331788	-0.0237655632	-0.1486928599	0.0471050124	-0.208985885	-0.0257929758	0.1054745057	-0.1345036233	-0.1602040601	-0.0792542414	0.1864285943	0.2119084059	-0.1403755828	0.1206619447	-0.230242772	0.0435702733	0.0237236652	0.1134500106	0.1301555401	0.0114281687	0.0997672138	0.0881426422	-0.2055517373	0.198367566	0.03175347	-0.2583030112	-0.0056564444	-0.1217957008	0.0003607819	0.1302549994	-0.0039895471	0.0598444138	-0.0426550309	-0.1141356054	0.0709290718	-0.0555975236	0.0906662895	-0.1072305415	0.0261807921	-0.0431055532	0.0204911617	-0.0007298458	-0.0204347502	0.1712129844	-0.0695732382	0.1288966716	0.0312983599	0.0518863514	0.3112073309	0.0845543911	0.2167691053	0.0229405965	0.1872942114	-0.0301777406	-0.1301464556	0.0459475418	0.004413186	-0.0504894762	-0.15968259	0.2550637339	-0.0707479846	0.1714252099	0.2159885598	0.1214579071	0.0768218792	-0.0233502748	0.030359568	0.0401140555	0.0547952103	0.0835070673	0.1082972055	-0.0562758161	0.0813100027	-0.040667439	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.193571	0.312691	0.097775661481	0.037469732041	0.523461	0.5738105	0.2740114185209999	0.32925848991025	0.222515	-0.462426	0.049512925225	0.213837805476	0.0155381	0.0009162999999999	0.0002414325516099	8.39605689999997e-07	-0.0125128	-0.00431262	1.859869126440085e-05	0.0001565701638399	-0.0130079	-0.0026873999999999	0.0001692054624099	7.222118759999998e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5913.306476852495	-24.478385476111725	599.1913555171175	34967193.48918566	12449.64748579926	-136.74930755297282	18700.37311621755	154993722.52066782	5501.943850997277	-0.2651181862293015	30271386.139526747	0.0702876526695145	6199.439768031201	8562.367179071487	1.64592	115.857788	1.5644955	0.7495469999999999	-0.0409648715	-0.0597297747	-0.0829758994	-0.0134945481	0.0604053135	-0.0311777277	-0.0231795202	-0.0322647064	0.0936633149	0.0337350348	0.0743929165	-0.0343494419	-0.4298681916	-0.0520917855	0.0847142602	-0.0998375211	-0.4736900819	-0.0919658797	0.0809434638	-0.0689555035	-0.0263782674	0.0399635598	0.1664215213	-0.2253619679	0.0111325464	0.1785621019	-0.137162235	0.1107055342	-0.1277627961	-0.1934574968	-0.0641415643	-0.0977795945	-0.022122931	0.1624459576	-0.01434736	-0.1194386661	-0.1864597505	0.0384249274	-0.0670216228	0.0317366226	-0.0539029272	0.0328490912	-0.0352441061	-0.1672339348	-0.0983372061	-0.1449054012	0.0735403585	-0.1659463433	-0.0610880157	-0.0534727759	0.0461004264	0.3072124869	-0.3517943665	-0.0530559452	0.2702575884	0.134257824	0.122972091	-0.1711537464	-0.0380135141	-0.1428751446	-0.1034928608	0.1617039566	-0.0230120192	0.1954096524	-0.0734604328	0.0852241006	0.0395466256	-0.1617308065	0.052840163	0.2324596376	-0.2591339296	-0.0169239658	0.0480495675	0.1821772186	0.0311439856	0.038485514	0.0046342897	0.1228791266	-0.1237788657	-0.0796836906	-0.0478108855	-0.0324320233	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.121451	-0.315022	0.099238860484	0.014750345401	0.679863	0.156402	0.462213698769	0.024461585604	0.429143	0.206628	0.184163714449	0.042695130384	0.0186983	0.0031602	0.00034962642289	9.986864040000012e-06	-0.00198833	0.01052447	0.0001107644687808	3.9534561889e-06	-0.0170521	-0.0040442	0.00029077411441	1.635555364000001e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5938.164289035682	24.85781218318698	617.910826534599	35261795.123578645	12555.328143114137	105.68065731487695	11168.401330504455	157636264.78127387	5491.989429975144	-9.95442102213292	30161947.89895871	99.0904978858818	6173.760058184756	8602.85139527012	1.544275	108.702957	0.8132565	0.456937	-0.0084297542	-0.0109754178	-0.0344075688	0.0813734286	0.0779001609	-0.0495247944	-0.001324005	-0.0004698457	-0.0379804355	0.0673015019	0.0721081283	0.0093438266	-0.078260916	-0.0359063504	-0.0262099833	0.0054443573	-0.0364087993	0.019870944	-0.1301543526	-0.0462957456	-0.025215871	0.0890123312	0.1155234173	0.0082771874	-0.1128353283	-0.114976487	-0.0505449126	-0.0092480577	0.0277197144	-0.0991179292	-0.1046537118	-0.0484817288	-0.0436651137	-0.1347368062	0.0001609877	0.0492323961	-0.1245897287	-0.0172432841	0.1308225183	0.0414414668	-0.0804525522	0.121269725	0.11860076	0.0707952441	-0.0760573038	0.0596070176	-0.0932929262	-0.0584967562	-0.0362560707	0.0295279731	-0.0174333888	0.0014487161	-0.0380846731	-0.0853605311	-0.0027662957	0.0022615495	-0.0388588489	-0.2196427627	-0.045688561	0.0180697703	-0.0068435087	0.0445538968	0.0284146985	-0.059956077	0.1062373696	-0.0733777934	-0.1159463849	-0.0524226841	-0.0594214803	0.0116450216	0.0641817509	0.1058253462	0.0229026816	0.1168503202	-0.0993159764	-0.0915003764	0.0368214767	-0.1082876384	-0.08706689	-0.0985738306	-0.051858533	0.1702792927	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.107632	0.0138189999999999	0.0001909647609999	0.011584647424	0.341319	-0.338544	0.1164986597609999	0.114612039936	0.697173	0.26803	0.486050191929	0.0718400809	0.0180738	-0.0006245	0.00032666224644	3.900002500000001e-07	-0.0039582	-0.00196987	3.880387816900001e-06	1.5667347240000003e-05	-0.0157892	0.0012629	0.0002492988366399	1.594916410000002e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
