TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
36,36,4,2,1,2,1.700000e+00,1.0,35.0,223.54298,0.0,999.0,999.0,999.0,226.04488,227.04997,3.50698,227.05014,229.05118
37,37,4,2,1,1,2.550000e+00,1.0,36.0,229.2662,0.0,999.0,999.0,999.0,231.768,232.77293,3.5067372,232.77312,233.77313
38,38,2,1,2,2,2.550000e+00,1.0,37.0,233.78091,0.0,999.0,999.0,999.0,236.28206,237.28616,3.5052612,237.28635,239.28654
39,39,6,2,3,2,8.500000e-01,1.0,38.0,239.50504,0.0,999.0,999.0,999.0,242.00925,243.0141,3.5090597,243.01427,245.01509
40,40,5,2,2,3,2.550000e+00,1.0,39.0,245.33333,0.0,999.0,999.0,999.0,247.83432,248.83926,3.5059388,248.83943,251.84068
41,41,5,2,2,4,8.500000e-01,1.0,40.0,252.05179,0.0,999.0,999.0,999.0,254.55545,255.56026,3.508469,255.56042,259.56192
42,42,6,2,3,2,2.550000e+00,1.0,41.0,259.8137,0.0,999.0,999.0,999.0,262.31448,263.3194,3.5057118,263.31955,265.3215
43,43,6,2,3,1,8.500000e-01,1.0,42.0,265.6318,0.0,999.0,999.0,999.0,268.1359,269.1409,3.509082,269.14105,270.14276
44,44,2,1,2,2,8.500000e-01,1.0,43.0,270.15085,0.0,999.0,999.0,999.0,272.6535,273.6577,3.5068645,273.6579,275.65942
45,45,6,2,3,1,1.700000e+00,1.0,44.0,275.889,0.0,999.0,999.0,999.0,278.391,279.39563,3.5066278,279.3958,280.39725
46,46,3,1,3,1,8.500000e-01,1.0,45.0,280.40555,0.0,999.0,999.0,999.0,282.90646,283.91083,3.5052717,283.9111,284.91238
47,47,1,1,1,3,2.550000e+00,1.0,46.0,284.9143,0.0,999.0,999.0,999.0,287.41663,288.421,3.506696,288.42117,291.42142
48,48,6,2,3,2,2.550000e+00,1.0,47.0,291.7511,0.0,999.0,999.0,999.0,294.2531,295.25793,3.5068386,295.25812,297.25958
49,49,2,1,2,3,2.550000e+00,1.0,48.0,297.26746,0.0,999.0,999.0,999.0,299.7702,300.77502,3.5075846,300.7752,303.77536
50,50,6,2,3,1,2.550000e+00,1.0,49.0,303.99478,0.0,999.0,999.0,999.0,306.4984,307.5034,3.5085964,307.50354,308.50516
51,51,4,2,1,1,1.700000e+00,1.0,50.0,308.7237,0.0,999.0,999.0,999.0,311.2279,312.2328,3.509101,312.233,313.23325
52,52,6,2,3,4,8.500000e-01,1.0,51.0,313.4446,0.0,999.0,999.0,999.0,315.94824,316.95316,3.508558,316.95334,320.95526
53,53,3,1,3,2,1.700000e+00,1.0,52.0,320.963,0.0,999.0,999.0,999.0,323.4646,324.4688,3.5058057,324.469,326.4696
54,54,3,1,3,1,8.500000e-01,1.0,53.0,326.47156,0.0,999.0,999.0,999.0,328.97446,329.97882,3.5072744,329.979,330.98
