TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,2,2.550000e+00,1.0,0.0,2.2000168e-06,109.50653,113.50596,113.51172,2.0,114.14892,0.6371994,114.24932,4.3128004,118.56358,9.0,118.563736,119.57692,6.065198,119.57712,121.57892,--
2,2,6,2,3,3,1.700000e+00,1.0,1.0,--,--,--,121.761734,2.0,122.39891,0.6371751,122.499245,3.4628248,125.96296,9.0,125.96307,126.96804,5.206303,126.9682,129.97092,--
3,3,4,2,1,1,1.700000e+00,1.0,2.0,--,--,--,130.14513,2.0,130.76805,0.622929,130.86841,3.477071,134.34691,3.0,134.34702,135.35397,5.2088475,135.35413,136.35693,--
4,4,1,1,1,3,8.500000e-01,1.0,3.0,--,--,--,136.36096,7.0,137.09991,0.7389577,137.20032,2.5110424,139.71393,8.0,139.71404,140.72011,4.3591566,140.72028,143.72166,--
5,5,1,1,1,4,2.550000e+00,1.0,4.0,--,--,--,143.72337,2.0,144.66574,0.9423573,144.76614,4.0076427,148.7759,2.0,148.77602,149.78102,6.0576463,149.78117,153.78291,--
6,6,2,1,2,1,8.500000e-01,1.0,5.0,--,--,--,153.78456,2.0,154.51625,0.7316855,154.61661,2.5183146,157.13745,5.0,157.13759,158.14392,4.359366,158.14409,159.14589,--
7,7,5,2,2,2,2.550000e+00,1.0,6.0,--,--,--,159.31891,7.0,159.84987,0.5309553,159.95027,4.4190445,164.37186,5.0,164.37198,165.37721,6.058299,165.37737,167.37886,--
8,8,4,2,1,2,8.500000e-01,1.0,7.0,--,--,--,167.55457,2.0,168.18198,0.6274115,168.28238,2.6225884,170.90645,4.0,170.90657,171.91202,4.3574443,171.91217,173.91394,--
9,9,3,1,3,1,1.700000e+00,1.0,8.0,--,--,--,173.91684,2.0,174.34956,0.4327254,174.44992,3.6672747,178.11993,7.0,178.12006,179.12698,5.210133,179.12714,180.1285,--
10,10,6,2,3,3,8.500000e-01,1.0,9.0,--,--,--,180.30327,2.0,181.03297,0.7297047,181.13332,2.5202954,183.6558,7.0,183.65593,184.66098,4.357709,184.66113,187.66287,--
11,11,2,1,2,4,8.500000e-01,1.0,10.0,--,--,--,187.66577,2.0,188.29869,0.6329177,188.39928,2.6170824,191.01862,5.0,191.01874,192.02406,4.35829,192.02422,196.02681,--
12,12,6,2,3,2,1.700000e+00,1.0,11.0,--,--,--,196.19833,2.0,196.83215,0.6338131,196.93257,3.466187,200.4008,7.0,200.40092,201.40639,5.208053,201.40656,203.4078,--
13,13,3,1,3,2,2.550000e+00,1.0,12.0,--,--,--,203.41077,7.0,204.14948,0.7387201,204.24983,4.21128,208.4638,3.0,208.46393,209.46996,6.059193,209.47011,211.4715,--
14,14,6,2,3,3,1.700000e+00,1.0,13.0,--,--,--,211.64658,2.0,212.3826,0.7360165,212.48296,3.3639834,215.84863,7.0,215.84875,216.8529,5.206322,216.85306,219.8558,--
15,15,5,2,2,1,8.500000e-01,1.0,14.0,--,--,--,220.02869,2.0,220.66528,0.6365969,220.76562,2.613403,223.3808,5.0,223.3809,224.38545,4.356763,224.38564,225.38684,--
16,16,3,1,3,1,1.700000e+00,1.0,15.0,--,--,--,225.38968,2.0,226.11694,0.7272725,226.21732,3.3727274,229.59178,8.0,229.5919,230.59688,5.2072053,230.59705,231.5987,--
17,17,1,1,1,2,2.550000e+00,1.0,16.0,--,--,--,231.6005,2.0,232.23184,0.631349,232.33217,4.318651,236.65277,4.0,236.65288,237.65994,6.0594444,237.6601,239.66216,--
18,18,1,1,1,3,2.550000e+00,1.0,17.0,--,--,--,239.66388,2.0,240.3996,0.735715,240.49998,4.214285,244.7167,1.0,244.71683,245.72188,6.0579853,245.72203,248.72328,--
19,19,6,2,3,3,1.700000e+00,1.0,18.0,--,--,--,248.90019,2.0,249.63257,0.732371,249.73291,3.367629,253.10254,7.0,253.10266,254.10826,5.208075,254.10843,257.10974,--
20,20,3,1,3,1,8.500000e-01,1.0,19.0,--,--,--,257.1126,7.0,257.8493,0.7367032,257.94965,2.5132968,260.46573,4.0,260.46582,261.46985,4.3572435,261.47,262.47238,--
21,21,3,1,3,2,2.550000e+00,1.0,20.0,--,--,--,262.47406,2.0,263.41504,0.9409877,263.51538,4.009012,267.52686,6.0,267.52695,268.53284,6.0587764,268.533,270.53442,--
22,22,1,1,1,4,2.550000e+00,1.0,21.0,--,--,--,270.5361,2.0,271.16513,0.629024,271.26544,4.320976,275.58765,1.0,275.58774,276.59296,6.0568705,276.5931,280.59457,--
23,23,3,1,3,2,1.700000e+00,1.0,22.0,--,--,--,280.5962,7.0,281.23178,0.6355804,281.33212,3.4644196,284.79855,3.0,284.79868,285.80374,5.207541,285.8039,287.80545,--
24,24,6,2,3,2,1.700000e+00,1.0,23.0,--,--,--,287.98434,2.0,288.71576,0.7314061,288.8161,3.368594,292.18683,8.0,292.18692,293.1908,5.2064476,293.19098,295.19223,--
25,25,6,2,3,4,8.500000e-01,1.0,24.0,--,--,--,295.36136,2.0,295.88242,0.5210432,295.98276,2.7289567,298.7137,7.0,298.7138,299.71844,4.3570843,299.71863,303.7198,--
26,26,2,1,2,4,2.550000e+00,1.0,25.0,--,--,--,303.72263,2.0,305.99918,2.2765622,306.09955,2.6734378,308.77472,5.0,308.77484,309.77963,6.0569906,309.7798,313.7811,--
27,27,1,1,1,1,1.700000e+00,1.0,26.0,--,--,--,313.7829,2.0,314.51596,0.7330712,314.6163,3.3669288,317.9842,4.0,317.9843,318.98978,5.2068977,318.98993,319.99164,--
28,28,6,2,3,2,1.700000e+00,1.0,27.0,--,--,--,320.16873,2.0,320.6993,0.5305802,320.79968,3.5694199,324.37164,9.0,324.37177,325.37646,5.207732,325.37665,327.37875,--
29,29,2,1,2,2,1.700000e+00,1.0,28.0,--,--,--,327.38162,7.0,328.11594,0.7342906,328.21625,3.3657093,331.58362,5.0,331.58374,332.58875,5.2071085,332.5889,334.59064,--
30,30,6,2,3,3,8.500000e-01,1.0,29.0,--,--,--,334.76288,2.0,335.39832,0.6354348,335.49863,2.6145651,338.11566,6.0,338.11575,339.1204,4.357531,339.12054,342.12265,--
31,31,5,2,2,2,2.550000e+00,1.0,30.0,--,--,--,342.29462,2.0,342.71567,0.4210469,342.81598,4.528953,347.34662,5.0,347.3467,348.35736,6.0627556,348.3575,350.3596,--
32,32,4,2,1,4,8.500000e-01,1.0,31.0,--,--,--,350.53217,2.0,351.78156,1.2494047,351.8819,2.0005953,353.8846,3.0,353.88474,354.88974,4.3575783,354.8899,358.89124,--
33,33,5,2,2,2,2.550000e+00,1.0,32.0,--,--,--,359.0673,0.0,361.5462,2.4789188,361.64658,2.4710813,364.12057,999.0,364.1207,365.12766,6.060383,365.12784,367.1296,--
34,34,1,1,1,3,1.700000e+00,1.0,33.0,--,--,--,367.13248,7.0,368.16583,1.0333664,368.26617,3.0666337,371.33456,6.0,371.3347,372.33932,5.2068486,372.33948,375.34067,--
35,35,1,1,1,4,1.700000e+00,1.0,34.0,--,--,--,375.34247,2.0,375.86572,0.5232464,375.9661,3.5767536,379.54446,4.0,379.5446,380.54865,5.2061696,380.5488,384.5503,--
