TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,1.700000e+00,1.0,0.0,2.6000198e-06,210.33974,214.33904,214.52231,2.0,216.07556,1.5532652,216.176,2.5467348,218.72379,9.0,218.72394,219.73692,5.2146263,219.73712,223.73892,--
2,2,6,2,3,4,8.500000e-01,1.0,1.0,--,--,--,223.91061,7.0,224.74289,0.8322766,224.84322,2.4177234,227.26366,2.0,227.2638,228.2695,4.3588862,228.26967,232.2711,--
3,3,3,1,3,2,8.500000e-01,1.0,2.0,--,--,--,232.2777,7.0,232.90974,0.632057,233.0101,2.617943,235.62906,4.0,235.62918,236.6341,4.356409,236.63425,238.63567,--
4,4,3,1,3,2,8.500000e-01,1.0,3.0,--,--,--,238.63724,2.0,239.25948,0.6222409,239.35982,2.6277592,241.98912,9.0,241.98924,242.99295,4.355713,242.99309,244.99455,--
5,5,4,2,1,3,1.700000e+00,1.0,4.0,--,--,--,245.16801,2.0,245.79204,0.6240246,245.89238,3.4759755,249.36896,2.0,249.36906,250.37474,5.206722,250.37488,253.37697,--
6,6,3,1,3,2,2.550000e+00,1.0,5.0,--,--,--,253.37968,2.0,254.00876,0.6290721,254.10909,4.320928,258.43204,8.0,258.43216,259.4381,6.0584226,259.43826,261.43997,--
7,7,4,2,1,3,2.550000e+00,1.0,6.0,--,--,--,261.60867,7.0,262.12842,0.5197502,262.22876,4.4302497,266.6615,9.0,266.66162,267.66608,6.0574102,267.66623,270.668,--
8,8,6,2,3,4,8.500000e-01,1.0,7.0,--,--,--,270.8385,2.0,271.47537,0.6368516,271.5757,2.6131485,274.19092,6.0,274.19104,275.19626,4.357749,275.1964,279.1978,--
9,9,4,2,1,3,1.700000e+00,1.0,8.0,--,--,--,279.36545,2.0,279.99197,0.6265314,280.09232,3.4734685,283.56696,3.0,283.56708,284.57315,5.2077074,284.57333,287.5748,--
10,10,5,2,2,2,2.550000e+00,1.0,9.0,--,--,--,287.745,7.0,288.47647,0.7314962,288.57684,4.218504,292.7979,5.0,292.79803,293.80405,6.0590787,293.80423,295.80566,--
11,11,3,1,3,2,2.550000e+00,1.0,10.0,--,--,--,295.80865,2.0,296.6428,0.8341192,296.74313,4.115881,300.86057,6.0,300.8607,301.86502,6.056351,301.86517,303.86652,--
12,12,2,1,2,1,2.550000e+00,1.0,11.0,--,--,--,303.86816,7.0,304.70972,0.8415709,304.81006,4.108429,308.92093,5.0,308.92105,309.92606,6.057889,309.92618,310.92758,--
13,13,2,1,2,3,2.550000e+00,1.0,12.0,--,--,--,310.9292,2.0,312.37628,1.4470856,312.4766,3.5029144,315.98132,5.0,315.98145,316.98492,6.055745,316.98508,319.9869,--
14,14,1,1,1,1,2.550000e+00,1.0,13.0,--,--,--,319.9886,2.0,320.62515,0.6365574,320.72546,4.3134427,325.04074,4.0,325.04086,326.046,6.057379,326.04614,327.0478,--
15,15,4,2,1,3,8.500000e-01,1.0,14.0,--,--,--,327.21967,7.0,327.84192,0.6222474,327.94226,2.6277525,330.5709,6.0,330.571,331.5758,4.356141,331.57596,334.57785,--
16,16,3,1,3,2,1.700000e+00,1.0,15.0,--,--,--,334.58066,7.0,335.1096,0.5289129,335.20993,3.5710871,338.78357,2.0,338.7837,339.78897,5.208284,339.78912,341.79056,--
17,17,3,1,3,2,2.550000e+00,1.0,16.0,--,--,--,341.79224,2.0,342.52628,0.7340433,342.6267,4.2159567,346.84436,6.0,346.84448,347.84912,6.056879,347.8493,349.85083,--
18,18,6,2,3,4,8.500000e-01,1.0,17.0,--,--,--,350.02625,0.0,352.49115,2.4649053,352.5915,0.7850948,353.37994,999.0,353.38007,354.38443,4.3581724,354.38458,358.3858,--
19,19,1,1,1,1,1.700000e+00,1.0,18.0,--,--,--,358.38855,7.0,358.92587,0.5373117,359.02618,3.5626884,362.5915,9.0,362.59158,363.59665,5.2080846,363.5968,364.59827,--
20,20,1,1,1,1,1.700000e+00,1.0,19.0,--,--,--,364.59988,2.0,365.3258,0.7259273,365.42615,3.3740728,368.8028,1.0,368.80292,369.80798,5.208109,369.80814,370.8105,--
21,21,2,1,2,3,1.700000e+00,1.0,20.0,--,--,--,370.81207,2.0,371.54312,0.731063,371.64352,3.368937,375.0138,5.0,375.01392,376.01892,5.2068596,376.01907,379.0209,--
22,22,3,1,3,2,1.700000e+00,1.0,21.0,--,--,--,379.0226,2.0,379.65875,0.6361488,379.75916,3.4638512,383.22485,7.0,383.22495,384.22998,5.207379,384.23013,386.2316,--
23,23,5,2,2,2,8.500000e-01,1.0,22.0,--,--,--,386.40576,7.0,387.0278,0.6220205,387.12814,2.6279795,389.75677,5.0,389.7569,390.76187,4.356098,390.76202,392.7638,--
24,24,6,2,3,4,1.700000e+00,1.0,23.0,--,--,--,392.93396,2.0,393.87534,0.9413767,393.97577,3.1586232,397.13577,7.0,397.1359,398.14047,5.2065387,398.14066,402.1418,--
25,25,1,1,1,1,1.700000e+00,1.0,24.0,--,--,--,402.1447,2.0,402.97577,0.8310652,403.0761,3.2689347,406.34674,3.0,406.34686,407.35223,5.2075,407.3524,408.35477,--
26,26,5,2,2,4,2.550000e+00,1.0,25.0,--,--,--,408.52728,7.0,409.67566,1.148371,409.77603,3.801629,413.57974,5.0,413.57983,414.58496,6.057655,414.58508,418.5869,--
27,27,2,1,2,1,1.700000e+00,1.0,26.0,--,--,--,418.58963,2.0,419.21066,0.6210295,419.31097,3.4789705,422.79077,5.0,422.7909,423.79593,5.2062817,423.79605,424.79916,--
28,28,1,1,1,1,1.700000e+00,1.0,27.0,--,--,--,424.80075,7.0,425.52563,0.7248849,425.62598,3.3751152,429.0037,6.0,429.0038,430.00842,5.2076654,430.00858,431.0098,--
29,29,1,1,1,1,2.550000e+00,1.0,28.0,--,--,--,431.01138,0.0,433.4798,2.4683967,433.5801,2.4816034,436.06372,999.0,436.0638,437.06787,6.056477,437.06802,438.0695,--
30,30,1,1,1,1,8.500000e-01,1.0,29.0,--,--,--,438.07114,2.0,438.59247,0.5213307,438.6928,2.7286694,441.4237,2.0,441.42383,442.4295,4.358371,442.42972,443.43085,--
31,31,5,2,2,4,8.500000e-01,1.0,30.0,--,--,--,443.60446,7.0,444.2269,0.6224298,444.32724,2.6275702,446.95673,5.0,446.95685,447.9612,4.356757,447.96136,451.96362,--
32,32,1,1,1,1,8.500000e-01,1.0,31.0,--,--,--,451.9665,7.0,452.59158,0.6250827,452.692,2.6249173,455.31836,6.0,455.31848,456.32278,4.356302,456.32294,457.3248,--
33,33,4,2,1,3,8.500000e-01,1.0,32.0,--,--,--,457.49625,7.0,458.12476,0.6285302,458.2251,2.6214697,460.8487,8.0,460.84882,461.85388,4.3576374,461.854,464.85568,--
34,34,2,1,2,1,8.500000e-01,1.0,33.0,--,--,--,464.85846,7.0,465.49158,0.6331143,465.5919,2.6168857,468.20966,5.0,468.20978,469.21484,4.3563867,469.215,470.21878,--
35,35,4,2,1,3,2.550000e+00,1.0,34.0,--,--,--,470.38742,2.0,471.00903,0.6216165,471.10934,4.3283834,475.4391,4.0,475.4392,476.44418,6.056772,476.44434,479.44583,--
36,36,5,2,2,2,1.700000e+00,1.0,35.0,--,--,--,479.61432,7.0,480.1424,0.5280924,480.24274,3.5719075,483.81622,5.0,483.81635,484.82083,5.2065125,484.82098,486.82275,--
