global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
6640.010652055629	n/a	44089741.45941223	n/a	19749.17431263924	n/a	390029886.0310096	n/a	6156.648249374323	n/a	n/a	37904317.66652392	7831.767441007362	12037.051432056634	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.138448	n/a	0.0191678487039999	n/a	0.0195908	n/a	0.0003837994446399	n/a	-0.00610744	n/a	3.730082335359999e-05	n/a	-0.000366643	n/a	n/a	1.3442708944899998e-07	0.00205511	n/a	4.223477112100001e-06	n/a	0.000355735	n/a	1.26547390225e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6610.776129411811	-29.23452264381831	43702361.033201	854.6573142119255	19821.538298940657	72.36398630141775	392893380.5363713	5236.5465134317765	6149.981482092127	-6.666767282195906	44.44578599495779	37822272.23007608	7860.376286412747	12235.180483204536	1.487651	51.543976	0.05841991	0.0280907	-0.0010070844	-0.0015058647	-0.0073697573	0.0160648245	0.0882057883	-0.0154245859	0.0819095088	-0.102277105	-0.0064914643	-0.0118810935	0.0744443172	-0.0159344009	0.0671976039	-0.0009755065	0.0309701916	-0.1138930682	0.0334712156	-0.1210223642	0.0997989235	-0.0400068073	0.0253849442	-0.0309911941	0.1172513887	0.0206433434	-0.1819073381	0.0416797673	0.0726495438	-0.0461341119	-0.0795953803	0.1987622576	-0.0317611035	-0.04543691	-0.0722012271	0.0134197183	0.0674966147	0.1321378495	-0.1304527299	-0.093890529	-0.0501374709	0.1247146813	-0.0156507772	0.0211457979	-0.0174579051	0.1551130916	-0.029881883	0.0177230379	-0.0397821167	0.0176078373	-0.079051322	0.0414306064	-0.0586602027	0.0102716667	-0.0175496837	0.0444989589	-0.1573160317	0.1151346188	-0.0209008411	-0.1389157095	0.1760471264	-0.1212943874	-0.0115871489	-0.0458534881	0.151346229	-0.0484183589	-0.1045182026	-0.0527379469	0.0762638386	0.0274089282	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.139969	-0.001521	0.019591320961	2.313441000000068e-06	0.0381046	0.0185138	0.00145196054116	0.00034276079044	-0.0277248	-0.02161736	0.00076866453504	0.0004673102533696	-0.000616643	-0.00025	6.250000000000002e-08	3.8024858944900004e-07	0.00202281	-3.23000000000003e-05	4.091760296099999e-06	1.043290000000019e-09	0.00040879	5.305500000000004e-05	1.6710926410000004e-07	2.814833025000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6635.941092018506	25.164962606695557	44035714.17673977	633.2753429963855	19855.739075899124	34.20077695846703	394250374.2501874	1169.6931445628095	6150.1968885281385	0.2154064360111078	0.0463999326750075	37824921.7676612	7848.247718148819	12228.04259584062	0.8569839999999999	29.692713	0.06394235	0.031124	0.0086450373	0.0021062953	0.0130883476	-0.0509281579	0.053727193	0.0122659276	0.027029496	-0.0833027379	-0.011194244	0.0355095474	0.0822186487	-0.1318889116	0.100824131	0.1095983235	0.036057283	0.0408796518	0.0217654627	0.0844606712	-0.120998977	-0.0320826267	-0.1019906721	0.0331284019	-0.0186320542	-0.1163674328	0.1821956193	0.2131117262	0.1523913198	0.1257581554	0.0014168289	0.0737418857	-0.0532636585	0.0184370677	0.0771821541	-0.1966886577	0.0387973536	0.0653583044	-0.1049300446	0.0477994614	0.1986477995	0.1918082368	0.0030525399	-0.007569392	-0.0173551713	0.0788811709	0.1064140091	0.0481060381	0.0323174419	0.0853561205	-0.0124373423	0.0406584173	0.061627125	0.0606254308	0.1039417096	-0.1813740355	0.024072584	-0.0530801848	0.0529148156	0.1443348722	0.0220121273	-0.2179544429	-0.1352853979	0.0976979975	0.0605949382	0.0976684173	-0.0319409406	0.050384084	0.2309413873	0.1063485744	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.127237	0.012732	0.0161892541689999	0.000162103824	0.050502	0.0123973999999999	0.002550452004	0.0001536955267599	-0.0277004	2.440000000000081e-05	0.00076731216016	5.953600000000395e-10	-0.00101907	-0.0004024269999999	1.6194749032899992e-07	1.0385036649e-06	0.00211884	9.603e-05	4.489482945599999e-06	9.221760899999998e-09	0.000686104	0.0002773139999999	4.70738698816e-07	7.690305459599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6642.569663331567	6.628571313061002	44123731.73221286	43.93795765233526	19826.913701677324	-28.825374221800303	393106506.93376	830.9021990268294	6170.613696394751	20.416807866612544	416.8460434621719	38076473.39013449	7853.411060514109	12225.945993008942	0.926993	32.118362	0.0403966499999999	0.0199804	0.0175674022	-0.0441691601	0.0066577744	-0.0512799951	-0.0267790147	0.0740805904	0.0177298662	-0.073871455	-0.0534777886	0.0284624075	-0.0376047153	-0.0490579014	0.055646467	-0.0047835381	-0.0024859482	0.0022020517	-0.1088183621	-0.2754203991	-0.2925724062	-0.0999240523	-0.0492295206	-0.0172141166	0.0310445565	0.0807337446	-0.0714090216	-0.0053797412	0.005763372	0.0011178031	-0.1331360083	0.0521154658	-0.2621157694	-0.0893654526	-0.0248401266	0.0243160764	0.0649972387	-0.1054696454	0.0774664166	0.008932257	-0.0089829835	-0.0843185563	0.0386102196	-0.0014186479	0.0215209369	-0.0210127148	0.1052029785	-0.0178744773	0.0267562817	0.0300754967	-0.0401672611	0.0672998369	-0.0777954247	0.3696223501	0.0756190726	0.1730137311	-0.01636244	0.0441482062	-0.0728206143	0.0083560732	-0.1066822644	-0.0103418728	-0.0241483224	0.1224219691	0.1229631756	-0.2228446367	-0.0177876362	-0.0746725371	-0.0682959825	0.0672386157	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.115271	0.0119659999999999	0.013287403441	0.0001431851559999	0.0535054	0.0030034	0.00286282782916	9.02041156000002e-06	-0.0338122	-0.0061118	0.00114326486884	3.735409924000001e-05	-0.00130504	-0.00028597	8.177884089999999e-08	1.7031294016e-06	0.00207129	-4.7549999999999936e-05	4.2902422641e-06	2.261002499999994e-09	0.000738893	5.2789000000000026e-05	5.45962865449e-07	2.7866785210000032e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6626.240902973816	-16.32876035775098	43907068.504243255	266.6284148208599	19875.954643964767	49.04094228744361	395053573.00894463	2405.014020440375	6146.786887006223	-23.82680938852809	567.7168456372503	37782989.03427165	7840.915327543764	12281.38309903472	0.969735	33.599304	0.0888703499999999	0.0454402	-0.0149200233	-0.0286037009	-0.0249633713	-0.023318576	0.0229481153	-0.0454284441	0.0260917579	0.0779875036	0.000775765	0.0239873067	0.0270246217	0.1680642977	0.1195152831	0.1953745531	-0.2022601971	0.0011024894	0.2457913319	0.0220429379	0.0800763506	-0.0506990399	0.1972109737	0.0539774198	0.1960431027	0.0849475906	-0.0143812985	-0.0549476939	0.1315783383	-0.1227940433	0.0395431255	0.0628151391	0.1436376695	-0.0240157355	-0.1105651943	0.0065749031	-0.0094268347	0.0763178793	-0.0437999066	0.1219855129	0.0361785457	0.0237253704	0.0031446582	-0.0225496261	-0.0593065039	0.0357965592	-0.0324350173	-0.0879986785	0.0109176006	0.171457951	0.091304583	0.0226506074	0.27894526	-0.0256907471	-0.2037314768	0.1125688511	-0.1256199763	0.1216050617	0.0388490637	-0.003009029	0.0248636739	-0.0113479273	-0.1059618096	-0.35045694	-0.0357549615	-0.0503654868	-0.0389325201	0.0541128019	0.0854852482	0.0939975106	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.129236	-0.0139649999999999	0.0167019436959999	0.0001950212249999	0.0536022	9.680000000000104e-05	0.00287319584484	9.370240000000204e-09	-0.0720574	-0.0382451999999999	0.0051922688947599	0.0014626953230399	-0.00145648	-0.00015144	2.2934073600000026e-08	2.1213339904e-06	0.00234508	0.0002737899999999	5.499400206399999e-06	7.496096409999995e-08	0.00104493	0.0003060369999999	1.0918787048999995e-06	9.365864536899993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6637.009025400027	10.76812242621054	44049888.80324142	115.95246058585836	19876.28525042534	0.330606460571289	395066715.3562759	0.1093006317714753	6140.681860880006	-6.105026126217126	37.271344001793686	37707973.71654073	7837.771919946093	12288.203184096134	0.899564	31.168007	0.0913268999999999	0.0435992	-0.0440522597	-0.0270453144	-0.0254662825	-0.0100144789	-0.0290752681	-0.0331171344	-0.0217295575	0.0116967551	0.0251042782	-0.0619413597	0.0639698753	0.0384036507	-0.0938721628	-0.0717395942	0.0324104137	-0.0538986803	-0.1164724356	0.2038876719	-0.0552781088	0.0032871829	0.0232331567	0.0374842746	-0.1361000368	0.3041222851	-0.0517359098	-0.0036918723	-0.0547866737	0.1221969904	0.0464951138	-0.0892884154	0.0051939466	0.205813201	-0.0329213845	-0.0266562839	0.0530917369	-0.0837685752	0.170607329	-0.1018030971	0.1118388849	0.0853118792	0.0004073303	-0.0501043352	-0.0054268521	-0.1160084886	-0.0302144127	0.0285271264	-0.140757705	0.0484998674	0.081137813	0.0324294606	-0.0128558739	-0.0577911097	0.0510444944	-0.0151573365	0.0439394422	-0.1744929177	-0.1420161972	0.0954472683	0.2281948411	0.1030537906	0.1052861703	0.0221495935	0.0489085388	0.0856599491	0.1172718455	-0.2282592578	0.0529867256	-0.1032270001	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.126956	0.0022799999999999	0.016117825936	5.1983999999998925e-06	0.0536181	1.5899999999999248e-05	0.00287490064761	2.528099999999761e-10	-0.0930772	-0.0210198	0.00866336515984	0.00044183199204	-0.00203588	-0.0005793999999999	3.3570435999999985e-07	4.1448073744e-06	0.00186419	-0.0004808899999999	3.4752043561e-06	2.312551920999999e-07	0.000744996	-0.0002999339999999	5.55019040016e-07	8.996040435599993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6640.978879845153	3.969854445125748	44102600.48254938	15.759744315484657	19867.164947223664	-9.120303201674687	394704243.0401927	83.17993049047756	6153.239039671266	12.557178791260412	157.6827391956803	37862350.679334566	7850.895554824261	12314.772182952109	0.877545	30.405088	0.07813035	0.0446996	-0.048174382	0.0016928297	-0.044058899	-0.0010207201	-0.0510685642	0.0259723194	-0.067894759	0.0586036999	0.0600988431	-0.0261439196	-0.0685036676	-0.0798074107	-0.0080862333	-0.0309992364	0.1227764775	-0.0094973014	-0.0634245623	0.1408397939	-0.0988764616	0.0798582665	-0.0451675817	0.0450222657	0.083621727	-0.0743846614	0.1066661633	0.1130087955	-0.159395623	-0.0078925344	0.077461031	0.0821810637	0.166192823	-0.0301920249	0.0597700225	0.1290266724	0.0138213325	0.0179705857	0.0319757892	0.1416031558	-0.0503150712	-0.0950549615	-0.0325796393	-0.0380914276	-0.0027619626	-0.0954735281	0.0161067491	-0.0067727177	0.0252358932	-0.0406469229	-0.0643450527	0.0269763865	-0.0323305444	-0.0422453623	0.1974589478	-0.1436297483	0.0282316164	0.0154956163	0.0627486969	0.1333819426	-0.0658140972	0.0303941997	0.0793527832	-0.0735528672	-0.0405735505	0.1555318966	-0.1329761243	-0.0043906961	-0.0904798991	0.0134193191	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.136856	-0.0098999999999999	0.018729564736	9.800999999999984e-05	0.0536074	-1.0700000000002374e-05	0.00287375333476	1.1449000000005079e-10	-0.125305	-0.0322278	0.015701343025	0.00103863109284	-0.00164876	0.0003871199999999	1.4986189439999996e-07	2.7184095376e-06	0.00200932	0.00014513	4.037366862400001e-06	2.1062716900000075e-08	0.000932583	0.0001875869999999	8.697110518889999e-07	3.5188882568999974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6634.86618104846	-6.112698796692712	44021449.24042058	37.365086579088526	19856.03559150696	-11.129355716704596	394262149.4111911	123.86255866894524	6134.493299343885	-18.7457403273811	351.4027804216021	37632008.039695024	7835.723891733338	12305.16938767416	0.778993	26.990469	0.08381795	0.046643	-0.0600379824	-0.0024343142	-0.0646300813	0.0273384568	-0.0134667206	0.012708792	-0.0183976248	0.085816267	0.0653211337	-0.0968866617	0.0825365686	0.0140041445	0.019957047	-0.123508729	0.0513076119	0.0053335051	0.0337015829	-0.079173364	0.1409463921	0.0795789502	0.2373243045	-0.0687859007	-0.1159361457	0.0176872402	-0.0350268381	0.0809381662	-0.0711107839	-0.1207751726	0.035141268	-0.0317086499	-0.0648255074	-0.0088172204	-0.0472252656	0.1248650011	0.076244311	-0.0910972066	0.0743169575	-0.0160400067	0.0166868521	-0.1522309681	-0.0475973148	-0.0461777785	-0.0405333978	-0.0486295877	-0.031146025	-0.044267228	-0.1505679312	0.0177963125	-0.086707776	-0.1549290131	-0.0818832173	-0.1432245054	-0.0854986482	0.2172176452	-0.0115041741	0.0003338752	0.0625784719	0.0040459948	-0.073202759	-0.0508125084	0.1252512138	0.0033078933	-0.0245523179	0.0163213872	0.0297287265	-0.1290160813	-0.0785809698	0.0461470906	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.114065	0.022791	0.013010824225	0.000519429681	0.06067	0.0070626	0.0036808489	4.9880318760000034e-05	-0.110783	0.0145219999999999	0.012272873089	0.0002108884839999	-0.00164876	0.0	0.0	2.7184095376e-06	0.00146472	-0.0005446	2.1454046784000004e-06	2.965891600000001e-07	0.00117683	0.000244247	1.3849288489e-06	5.965659700900004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6638.096187677798	3.230006629338277	44064320.99686252	10.432942825569215	19939.208425569534	83.17283406257411	397572032.6383031	6917.720326000488	6150.660334229572	16.167034885686917	261.3730169950178	37830622.54706504	7853.571817588667	12344.259203132053	0.864896	29.966839	0.0635118	0.0268187	-0.0399532501	0.0246862905	-0.0213082814	0.0001859082	-0.02660326	0.0069707485	-0.0803590562	0.1525528969	0.026484698	-0.0419024346	-0.0561971981	-0.0108767582	-0.0588648922	-0.0686921547	0.0321975007	-0.069950549	0.0294577731	-0.1254529308	0.0555767069	-0.0524780778	-0.0884784978	-0.0494080671	0.0465683552	0.0223336298	0.056191549	-0.1998205946	-0.078494137	-0.1353491265	0.045220176	-0.0038729677	0.1194161879	0.262822366	-0.0095213168	0.071694217	-0.0899684807	0.0495699653	-0.0760850661	-0.0127363262	0.1541430276	0.0418539328	-0.0141616013	-0.0041041017	-0.0132143435	-0.0655014687	-0.0490574952	-0.0005761099	0.0217989096	-0.0990489404	-0.0485231338	0.0020830115	-0.0776867712	0.0308168601	-0.1034026261	-0.0156102781	-0.028674905	0.0722625836	-0.0983819572	-0.1208774857	-0.0399781821	0.1204716657	0.106845383	-0.052826803	-0.0701654545	0.1127719551	-0.0627702688	0.0050439475	0.1199256695	-0.0083771821	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.128391	-0.014326	0.016484248881	0.000205234276	0.0641502	0.0034802	0.00411524816004	1.211179204000002e-05	-0.0992529	0.0115301	0.00985113815841	0.00013294320601	-0.00149849	0.0001502699999999	2.258107289999996e-08	2.2454722801000005e-06	0.00170935	0.00024463	2.921877422500001e-06	5.984383690000001e-08	0.00146544	0.0002886099999999	2.1475143936e-06	8.329573209999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6622.246125949906	-15.850061727892353	43854143.75265854	251.22445677799791	19877.55365140438	-61.65477416515205	395117139.1644597	3801.3111773559	6145.625126192167	-5.035208037405027	25.35331997994819	37768708.19168449	7858.9178635077615	11612.511822619936	2.104606	72.92018899999998	0.2593707	0.203426	0.0605052297	-0.0594319346	0.0625993231	-0.015464739	0.1026631414	-0.01698068	0.0188309901	-0.0168342517	-0.0766855314	-0.0454775612	0.0432590152	-0.0026288876	-0.0211899081	-0.0286469295	-0.1636679963	-0.0050581115	-0.0525026136	0.2407497931	0.0858375484	-0.0108186313	0.0417631469	-0.0554892583	-0.1498220084	-0.0708163823	0.0558333171	-0.0478924174	-0.0734182662	-0.1061046363	-0.1279676353	-0.2219534859	0.0211590662	-0.2267189482	0.0542987623	0.0850979727	-0.1933493362	0.1014369404	-0.1558582516	0.1194640774	-0.1133018547	-0.1541668013	0.0201495646	0.0960616158	-0.1345989739	0.0787677241	0.0205288368	0.0375423835	-0.0746530969	-0.1022326853	0.0974274	0.0660390046	0.0377388863	-0.1816081485	-0.0919106384	-0.0958073188	0.1535014769	-0.0673094941	0.0007331065	0.0531125995	0.0270075997	-0.0344390432	0.151541646	0.0238995877	-0.050887629	-0.1053733131	0.1368545433	0.2655511034	-0.2976439301	-0.0182388839	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.133027	-0.004636	0.017696182729	2.149249600000001e-05	0.0721973	0.0080471	0.00521245012729	6.475581841000002e-05	0.0848777	0.1841306	0.00720422395729	0.03390407785636	-0.00254827	-0.00104978	1.1020380483999998e-06	6.4936799929e-06	0.00159428	-0.00011507	2.5417287184e-06	1.3241104900000024e-08	0.00137915	-8.628999999999993e-05	1.9020547225e-06	7.4459640999999895e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
