global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
5120.771832214518	n/a	n/a	26222304.15760164	11693.565123312814	n/a	n/a	136739465.29315782	4766.477533518195	n/a	22719308.077533696	n/a	4784.04785365242	9620.06077356592	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0160797	n/a	0.00025855675209	n/a	-0.00010913	n/a	n/a	1.19093569e-08	-0.000186792	n/a	n/a	3.4891251264e-08	-0.000521301	n/a	2.71754732601e-07	n/a	6.61837e-23	n/a	4.380282145690001e-45	n/a	-0.000610437	n/a	n/a	3.72633330969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5111.501985066585	-9.269847147933431	85.9300661460496	26127452.54333964	11728.560703604562	34.99558029174841	1224.6906399562097	137559136.17813715	4771.689138055501	5.211604537305902	22769017.230236847	27.160821853267468	4790.379991868313	9653.901876046544	1.025365	28.934162	0.040868097	0.0258871	-0.0951088394	-0.1424133308	0.0517203735	0.0191404223	-0.0244855943	-0.0429334138	0.1220350122	0.0830767568	-0.0842089858	0.0602383139	-0.1122552997	0.0815951927	-0.0118087104	0.1335314959	-0.0016948233	0.0177929638	-0.0257952726	0.0411937506	-0.0239632353	0.0204598815	-0.1431177617	0.1339433029	-0.0273038762	0.1068512753	-0.0764642662	0.0611845279	-0.0265727989	-0.0034143072	0.0756917247	-0.0097812441	-0.0075354441	-0.1308697996	0.0668014766	-0.0073925468	-0.1022491479	-0.1331007483	0.1431956217	0.1219021357	-0.1153600021	-0.1243266896	0.1619839955	0.0171151252	0.050560377	-0.0090517499	-0.1003052347	-0.1136183585	0.21244852	0.1300339512	-0.0054206925	0.0043308701	-0.0346238247	0.0578781586	-0.0246095349	0.0200622675	-0.1302691983	0.1330502489	-0.0024832437	0.0943761468	-0.1298083887	0.0241196486	-0.0217166497	-0.0170670097	0.0805696524	-0.0186408346	-0.0023264082	0.1497937525	0.0012259434	0.0559366115	-0.0484276929	-0.1892115904	0.1011025487	0.1139746489	-0.1022044118	-0.1837091164	0.0725401692	0.0712874804	0.057963867	-0.001408275	-0.0235157858	-0.1195459642	0.213300947	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0161068	-2.710000000000212e-05	0.00025942900624	7.34410000000115e-10	0.016916	0.01702513	0.0002898550515168	0.000286151056	-0.000200659	-1.3867000000000008e-05	1.9229368900000023e-10	4.0264034281000004e-08	-0.000921729	-0.000400428	8.49584349441e-07	1.6034258318400008e-07	-0.0	-6.61837e-23	0.0	4.380282145690001e-45	-0.000534825	7.561200000000007e-05	5.717174544000012e-09	2.86037780625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5106.376297175397	-5.125687891188136	26.27267635787268	26075078.888354715	11694.335750034876	-34.22495356968648	1171.3474468471952	136757488.63454375	4768.55915793088	-3.129980124620488	22739156.442686465	9.796775580519284	4786.979227907648	9582.330574086514	1.175171	33.161449	0.038686461	0.0231604	-0.1433200478	-0.2018150432	0.0471126366	0.0644908627	-0.0861109978	-0.082543141	0.0644162934	0.1911554597	-0.109145983	0.0934901445	0.0961527091	-0.0153707254	0.055726843	0.0906822963	-0.0249590443	0.0777764383	-0.0712070318	-0.0630666636	-0.0215107155	-0.0384448036	-0.0508267328	-0.0676659925	0.1189483559	0.1697432707	0.0738614064	-0.0886177313	-0.1327224083	0.2463408338	-0.0301740471	0.0289657221	-0.0897678389	0.0603385682	-0.0063416102	0.014996406	0.0324959478	-0.1354863272	0.0021040284	0.1267930103	0.0141588755	0.1188118723	0.0259929493	-0.0349380801	-0.0112379325	0.006754706	0.1954047456	0.1105714296	0.1023790636	0.0882462633	0.0169412421	0.0411534517	-0.0915328425	-0.0085486088	0.0668783439	0.0196662031	-0.0237571873	-0.0553661132	-0.1535045724	0.21512765	0.0912096986	-0.0371495545	-0.1256367761	0.224533107	0.0247876811	-0.0392999006	-0.087847177	-0.0447917742	-0.0012417322	0.019546102	0.0202887027	-0.1139796367	-0.063368513	0.118084497	-0.0011977588	0.0913050743	0.0923492444	-0.0321111204	0.0169641881	0.0047091559	0.0792699081	0.2057540728	0.1114245043	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0308027	-0.0146958999999999	0.00094880632729	0.0002159694768099	0.0196776	0.0027615999999999	7.626434559999997e-06	0.00038720794176	-0.00322957	-0.003028911	9.174301845921e-06	1.04301223849e-05	-0.000867279	5.445000000000005e-05	7.52172863841e-07	2.964802500000005e-09	0.00030955	0.00030955	9.58212025e-08	9.58212025e-08	-0.000534826	-1.000000000015745e-09	1.0000000000314906e-18	2.86038850276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5112.653028756484	6.276731581087006	39.39735934101498	26139220.992452845	11700.768607221333	6.432857186457113	41.381651581352926	136907985.99973625	4764.05797642026	-4.501181510619972	22696248.402693503	20.260634991547093	4782.72047760366	9679.470339644942	1.60353	45.249073	0.0357431799999999	0.0235764	-0.1234915853	0.0115483325	-0.0007645176	0.1157227742	0.0235407369	-0.0628482226	0.0477277983	0.0738052349	0.0467871434	0.0743380891	-0.0383169394	0.0410061549	0.0124437442	-0.0333308466	0.0151586801	0.1112520383	-0.1893217282	0.108384868	0.1433138119	-0.0044023361	0.0218324575	-0.0527831072	-0.0082630073	-0.0213858402	0.0072619098	-0.1049321566	0.0071730967	-0.1651179254	-0.0927205557	0.0887508804	0.096717109	0.0470251691	0.0748090662	0.0170420905	-0.1108093814	-0.0433565667	-0.1358957601	0.0896162435	0.0806988313	-0.053845615	0.1370372116	0.0238181152	-0.1517393569	-0.0765854591	-0.0834417824	0.0626402405	0.1351611654	-0.0303354514	-0.0583915576	0.0139849165	-0.2277266707	0.046830501	-0.109744276	-0.1273072114	0.0411389377	-0.0411391621	0.021449808	0.0225376396	0.1136313828	0.0567186142	0.0251819463	-0.1621920324	-0.1084944962	-0.0685787107	0.0367068678	0.0077958622	0.1511190746	-0.0484659046	-0.1221878887	-0.0172327035	-0.0568167968	0.1033049797	0.0701264574	-0.019472434	0.0790973776	0.1052647977	-0.0868171317	0.0830945628	-0.1203181634	0.0163421765	0.0954553112	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0315871	-0.0007844	0.00099774488641	6.152833600000016e-07	0.016925	-0.0027526	7.576806760000005e-06	0.0002864556249999	-0.0142892	-0.01105963	0.0001223154157369	0.00020418123664	-0.0005196	0.0003476789999999	2.6998416000000004e-07	1.2088068704099998e-07	0.000234298	-7.525200000000002e-05	5.4895552804e-08	5.662863504000002e-09	-0.000534826	0.0	0.0	2.86038850276e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5108.304847941367	-4.348180815116393	18.90667640094626	26094778.419501275	11770.67022378104	69.90161655970769	4886.2359976604	138548677.51700562	4761.76333730484	-2.2946391154200683	22674390.08050053	5.265368670015794	4780.336739269212	9761.230978195566	1.108367	31.276356	0.05907356	0.0275306	-0.0233581742	0.1673461153	0.0669445394	0.0165227717	0.0444673134	-0.023505187	0.0470581673	-0.1404982386	0.1226234888	0.0165275378	-0.033184327	0.0481028895	0.0081545949	-0.0334944173	0.0867069007	-0.0196451967	0.033731351	-0.0026940044	0.1432939522	0.1547709193	0.0624488637	0.0106182911	-0.0224348152	-0.1488836634	-0.0776999093	0.2647815518	-0.0083357004	-0.0265396742	-0.0497153734	0.1324758325	-0.0922766165	-0.1192370869	0.0549558323	0.0865015179	-0.0226977301	0.0334371395	-0.0300334841	-0.0918540216	0.1361874096	0.118851412	0.0043830132	0.1873003208	0.1503309574	-0.1893728689	0.1003038242	0.0610610073	0.0253983582	-0.0346311694	-0.0921370179	-0.0048362056	0.0298527728	-0.0803504268	-0.1398549048	-0.0676783697	0.0203947513	-0.0330743211	0.0222417481	-0.231977238	-0.2236157266	-0.0399646763	-0.0544540652	-0.0025231423	-0.052821865	-0.1331669611	-0.1133529128	0.0960826221	0.0014687078	0.1011922493	-0.0539339708	0.0684869261	-0.0091336308	-0.0878084031	0.1487732006	0.0958441803	-0.0533742444	0.0656405309	0.2748356401	0.1410785048	0.0550276328	0.088899597	-0.0177247382	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0161118	0.0154753	0.00025959009924	0.00023948491009	0.0206789	0.0037539	1.4091765210000009e-05	0.00042761690521	-0.00906424	0.00522496	2.7300207001600007e-05	8.21604467776e-05	-0.000572183	-5.258299999999993e-05	3.27393385489e-07	2.764971888999992e-09	-0.0	-0.000234298	0.0	5.4895552804e-08	-0.000940333	-0.000405507	1.6443592704900007e-07	8.84226150889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5095.578317958743	-12.726529982624015	161.96456539862805	25964918.394451257	11710.738377816337	-59.93184596470383	3591.8261607369864	137141393.3536604	4750.85077979701	-10.91255750783057	22570583.131897856	119.08391136170934	4770.759245804961	9694.746844747024	1.374549	38.787594	0.047996976	0.021717	0.0085599611	0.1117228299	0.0986058955	0.0183886324	0.0342572203	-0.0566301333	-0.0115612262	-0.1692285055	0.0349318597	0.0031585796	0.0622345004	-0.1366203594	-0.0381509791	-0.1238713967	0.0400958251	0.1214988845	0.0425760048	-0.2798077668	0.0458048542	0.0326064222	0.0300146036	-0.0856243106	-0.1454026902	0.041431803	-0.0026595718	-0.1460922881	0.0846670655	-0.0078357629	0.0396665604	-0.0903612864	0.0254439031	0.0642337058	-0.1042657757	0.0800020492	-0.0619732705	0.1862779949	0.0569313843	-0.1390403557	-0.0413241338	-0.0222985761	-0.0771496274	-0.0648478857	0.0070246892	-0.0087950569	0.0137732832	-0.1244868937	-0.0573243658	-0.1181908593	-0.0302271986	0.1186334451	-0.0242135877	-0.2891426199	0.0879679532	0.0057900615	0.0097974361	-0.0841091447	0.1240724064	0.0900324194	0.0585137281	0.0562813222	0.0942020844	0.0060881022	0.0407118397	0.1133310392	0.0384172553	-0.1295019702	-0.0695970183	0.0114726549	-0.0794910047	0.1518132512	0.122171517	-0.149479661	-0.0444864609	-0.0030306185	-0.0545546343	-0.0740033365	-0.0504216432	-0.0169500507	0.0697619797	-0.068554634	-0.0854511397	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0292508	-0.013139	0.00085560930064	0.000172633321	0.0213391	0.0006601999999999	4.3586403999999966e-07	0.00045535718881	-0.000206614	0.0088576259999999	7.845753835587598e-05	4.2689344996000006e-08	-0.000311304	0.000260879	9.691018041600001e-08	6.8057852641e-08	-3.7644e-23	-3.7644e-23	1.4170707359999997e-45	1.4170707359999997e-45	-0.000694409	0.000245924	6.0478613776e-08	4.82203859281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5098.80439222674	3.2260742679964096	10.40755518262857	25997806.23019069	11637.152576773507	-73.58580104282919	5414.870115114842	135423320.09510627	4755.025746416467	4.1749666194573365	22610269.84908348	17.43034627358302	4773.47281223401	9658.565620985608	1.428388	40.306843	0.0884770859999999	0.0446074	-0.0416802169	0.2052830521	-0.0324298221	0.018154004	0.096894173	-0.0889337374	-0.01018402	-0.063563018	0.152000386	0.0053000197	0.006511978	-0.1250846796	0.0463227687	-0.0750583286	0.0364294604	-0.1652829515	0.0714277745	-0.0861745923	-0.1177717439	0.0227071868	0.015261109	0.1258252522	-0.0438795614	0.0719870334	0.0252446718	-0.0165056935	-0.0239266696	-0.0374197246	-0.1246662043	-0.0486860051	-0.0543496507	-0.1374091229	-0.0139624491	0.0498450745	-0.0738402968	0.1269329999	0.1215362364	-0.0121479329	-0.1212752483	0.057652804	0.0114663146	-0.032878411	-0.0738963237	0.2001599907	-0.1879743212	0.0524386942	-0.0699299453	-0.073129951	-0.0619105715	-0.1242253243	0.1308416786	-0.0580858327	0.0606490756	0.1266592901	-0.0016973558	0.1256931427	0.0418968033	0.0642697669	-0.0023170585	-0.0353746613	-0.0149128293	-0.0349657934	-0.1074735991	0.0601104768	-0.0678639636	0.0879990587	-0.0950398855	0.0621724833	-0.0247846265	0.0643209522	0.1870120951	-0.0191747797	-0.1272171955	0.0354485894	0.0621728013	-0.0052399061	-0.0742428154	-0.0982995086	-0.1821416686	-0.0905936102	0.0162382632	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0186399	0.0106109	0.00034744587201	0.0001125911988099	0.0142045	-0.0071346	5.090251715999999e-05	0.00020176782025	-0.0123263	-0.012119686	0.0001468867887385	0.00015193767169	0.000342724	0.000654028	1.17459740176e-07	4.27752624784e-07	0.000358626	0.000358626	1.28612607876e-07	1.28612607876e-07	-0.000534825	0.000159584	2.546705305600001e-08	2.86037780625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5120.420473652517	21.616081425777335	467.254976205836	26218705.82699987	11713.280265808104	76.12768903459619	5795.425037748177	137200934.58536956	4775.28926935995	20.263522943482712	22803387.60606428	410.6103620810503	4796.353239755594	9776.094308692424	1.359235	38.355442	0.02205317	0.0160007	0.0741069737	-0.102655696	-0.0299270962	-0.1311957914	-0.0442151691	0.1120217452	-0.0218450929	0.1222414479	-0.0183937136	-0.0582755285	-0.0883184692	0.0697466369	0.0247918389	0.190490554	-0.0317138258	0.0049701128	-0.1269221976	0.186725837	-0.0748283864	-0.0519260347	0.0215742934	-0.0607073408	-0.1255192245	-0.0725289999	-0.0973881367	-0.0510281982	0.0117185091	-0.212129401	0.0188736124	0.0234112922	-0.0976711264	-0.117424792	-0.1467687164	-0.098415159	0.0037342038	0.0864026974	-0.0073825983	0.0297617536	0.104692924	0.0574069988	-0.1672748123	-0.0539138746	0.0771450959	0.0450948008	-0.0603298934	-0.0264786623	-0.1712964255	0.1882020728	0.0559868645	-0.0311846422	-0.0997169406	0.2090688874	0.0127207554	-0.0047836551	0.0313827686	-0.0551132415	0.1494880218	-0.0570822583	-0.0098657859	0.1166966242	0.0329095611	-0.2144628288	-0.006497119	0.002946103	-0.0650411195	0.0198925473	-0.2015775369	-0.0916323758	0.0347952629	0.0598920988	0.0492667554	0.0317678362	0.1126830703	0.1072951357	-0.1229043839	-0.12163721	0.0141994944	-0.0553021919	0.0013469841	-0.0700763096	-0.122926293	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0161128	0.0025271	0.00025962232384	6.386234410000004e-06	-0.00101962	-0.01522412	0.0002317738297744	1.0396249444e-06	-0.0118666	0.0004597	2.1132409000000037e-07	0.0001408161955599	0.000291935	-5.078899999999998e-05	8.522604422500002e-08	2.579522520999997e-09	0.00033257	-2.6056e-05	1.1060280490000001e-07	6.789151359999996e-10	-0.000534825	0.0	0.0	2.86037780625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5105.263152338951	-15.157321313566172	229.74438940268732	26063711.85462984	11751.796333095006	38.5160672869024	1483.4874392491931	138104717.05454522	4756.131318022893	-19.157951337057057	22620785.11427818	367.0270994330463	4776.668000098796	9556.284872672775	2.020052	57.002663	0.049017671	0.0247408	0.1379997556	-0.0251097829	0.0068891911	-0.158107613	-0.1905769202	0.199024419	0.0700398988	0.0348843413	-0.0734030461	-0.0356297727	0.007651409	-0.0294331664	-0.0907887244	-0.0466651663	-0.008114048	-0.0594685666	0.2369556186	0.1697952801	0.0240692165	0.0064220381	-0.0250794339	0.0345237018	0.2433270519	-0.0247047941	0.1498690066	0.1284823851	-0.0958914356	0.1303660289	0.0821593474	0.0649094883	0.1019084805	0.1481200357	-0.0722301061	0.0699782119	0.0425967941	-0.0417647966	-0.0727119688	0.0030734991	0.021185516	-0.0595440597	-0.1139482852	-0.0531434455	-0.0516008288	-0.0234948017	0.1320264203	-0.0343194728	-0.0115222529	-0.0505939909	0.0579339971	0.0499802381	0.2446797284	0.1407152427	-0.1078775452	-0.0302358831	-0.0462706663	0.0265141892	-0.2185517829	-0.0948997133	0.0207770331	-0.1944324285	-0.1123638456	0.1149091753	0.0628750753	-0.0761002763	0.1125220423	-0.154515687	0.021190562	-0.003437112	-0.042276793	0.0118322628	-0.1074441229	0.0087607948	0.0087125193	0.0102509435	-0.0717558828	-0.049236545	-0.1247848592	-0.0005141808	0.1267836081	0.0511879989	-0.029420686	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0161106	2.2000000000008124e-06	0.0002595514323599	4.840000000003575e-12	0.00556452	0.00658414	4.33508995396e-05	3.09638828304e-05	-0.000190069	0.011676531	0.0001363413761939	3.6126224761000003e-08	0.000240884	-5.105100000000001e-05	5.8025101456e-08	2.606204601000001e-09	-2.0770600000000002e-23	-0.00033257	4.314178243600001e-46	1.1060280490000001e-07	-0.0007663	-0.000231475	5.358067562500004e-08	5.8721569e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5098.433712260867	-6.82944007808419	46.64125178014258	25994026.31831812	11729.69757385254	-22.098759242466254	488.3551600564879	137585805.17404217	4749.955530655038	-6.175787367854355	22562077.543200385	38.14034961294942	4769.4616756216565	9781.952307147112	2.064915	58.268608	0.057091881	0.0273008	0.1703757883	-0.0210435174	-0.0098983154	0.1741800796	-0.0173930529	0.1300064693	-0.1012542385	-0.0995813823	0.009958863	0.050002644	0.0362031469	-0.0597233775	0.0787983033	-0.1122086082	-0.0850385958	0.0776069024	0.0891222981	0.025292277	-0.016894196	-0.0427617545	0.0255040661	-0.130830912	-0.0232452105	-0.2270891712	0.0818584468	-0.0677502194	0.025957621	0.0873000764	-0.0463087434	0.0907814218	0.101485327	0.0206863434	0.0328547647	0.1275190572	0.0721323755	-0.0278909971	0.0002213154	-0.024156978	-0.1587531183	-0.0231236429	0.0321194106	-0.1556199913	0.1459904344	0.1927336945	-0.0487658511	0.049289541	-0.1396439754	-0.1119484774	0.1130250592	0.0995519973	0.0464114199	0.0035679717	-0.0006733114	0.0042894951	0.0368854465	-0.1135213025	0.0627073433	-0.1737949828	0.185130259	0.0324051664	0.0085271112	0.08282232	-0.0412691403	-0.0921192595	0.0611846833	-0.0504558646	0.0497665747	0.14768609	-0.0095434129	0.0116000832	-0.0526799614	-0.0148939796	-0.1541729927	-0.0760479401	0.0499519688	-0.1203370262	0.0279117386	-0.2463899685	-0.0670386142	-0.0109374989	-0.1094881107	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0161054	5.200000000000343e-06	0.0002593839091599	2.7040000000003568e-11	-0.00705823	-0.01262275	0.0001593338175625	4.9818610732900006e-05	-0.0106848	-0.010494731	0.0001101393787623	0.00011416495104	0.000150251	-9.063299999999998e-05	2.2575363001000004e-08	8.214340688999998e-09	0.000357276	0.000357276	1.27646140176e-07	1.27646140176e-07	-0.000534825	0.000231475	5.358067562500004e-08	2.86037780625e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
