global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
5870.601022838843	n/a	n/a	34463956.36935647	12551.12511716218	n/a	n/a	157530741.70665938	5482.336721138958	n/a	30056015.923948657	n/a	5533.650051913691	9945.981459120718	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00701435	n/a	4.92011059225e-05	n/a	-0.0165134	n/a	n/a	0.00027269237956	0.0254904	n/a	n/a	0.00064976049216	-0.00129369	n/a	1.6736338160999997e-06	n/a	0.0019715	n/a	3.886812250000001e-06	n/a	-0.000580935	n/a	n/a	3.37485474225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5781.518157018836	-89.0828658200071	7935.756982705389	33425952.19993848	12209.504078808324	-341.6210383538564	116704.93384596704	149071989.8504371	5441.563696625438	-40.773024513519886	29610615.4644319	1662.4395279800935	5489.609588616715	9777.575331499394	1.288975	41.93409	0.19853296	0.101168	-0.0913756364	-0.0272028487	0.1374394335	-0.0390715708	0.0661346821	0.0711698084	-0.0952107453	0.2818782886	-0.0501607352	-0.0398557665	0.2649499554	-0.029883045	0.2613204094	-0.0670113258	0.0524955968	-0.0324533246	0.0631657164	-0.0266765839	0.00448963	-0.0815341595	0.0118264262	-0.0383804264	0.0042721246	-0.0817869635	0.0372657432	-0.1053743907	0.0701170806	-0.1094704583	0.0160818896	-0.0723918513	0.0400318744	-0.0217072569	0.1264823564	-0.0261118423	-0.0015463517	-0.03979507	0.0630553772	-0.0236520626	0.0142176108	0.0402075542	-0.0323420535	0.0462423177	0.0369243207	-0.0243455526	-0.0149645201	-0.0425330956	-0.1820591184	0.208083274	-0.0902936691	-0.0027780482	0.0925518573	0.0680378714	0.0700111587	-0.0181934847	-0.0485269567	0.1478009912	0.1466231214	-0.0032307943	-0.0429781907	-0.0704130859	-0.0132757026	-0.0548919283	0.0231191354	-0.0255295929	0.0522871961	0.0672289282	-0.0268714878	0.0040626595	-0.0092244267	0.0921253241	-0.0576357566	0.071714327	-0.0794947179	0.1098224184	-0.0280693569	0.0505964293	-0.0615167687	0.0313674854	-0.0244229907	0.1345449676	0.0008988325	-0.0228732473	0.0354073583	-0.0352524378	-0.0219829518	0.0317628586	-0.0570640361	-0.0083745479	0.0333909706	0.0570673682	0.0103270513	-0.1773285911	-0.0714178547	0.2103632458	-0.0906277924	-0.0408185566	-0.0810531721	-0.0126607948	0.0877469124	0.0408349727	0.0247009488	-0.1530530261	0.1523237837	0.0346713562	0.0341896887	-0.037670429	-0.0358924976	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0233681	-0.01635375	0.00054606809761	0.0002674451390625	-0.0654541	-0.0489407	0.00239519211649	0.00428423920681	0.00401609	-0.02147431	0.0004611459899761	1.61289788881e-05	0.000202225	0.001495915	4.0894950625e-08	2.237761687225e-06	0.00163879	-0.00033271	2.6856326641e-06	1.1069594410000012e-07	-0.000987594	-0.000406659	1.653715422810001e-07	9.75341908836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5788.523231044336	7.005074025500107	49.07106210273628	33507001.19633996	12081.16936915743	-128.3347096508951	16469.797701179545	145954653.32626772	5441.585386300938	0.0216896755000561	29610851.51640393	0.0004704420232977	5488.945627958339	9649.022581194731	1.097455	35.703381	0.06468191	0.0358274	-0.0483871978	-0.0285219207	-0.0482461523	0.0210154222	0.1415294112	-0.0215920609	-0.104002405	0.1859915159	0.0065799716	0.0564935631	-0.0632350135	-0.1917189514	0.1493823902	-0.0486260863	-0.1311661338	-0.0750548855	-0.0898390472	-0.0380937504	-0.0628156012	-0.0353808564	-0.0758574837	0.1854284061	0.0913591264	-0.0252745145	0.0190382724	0.0250944962	0.0104021566	-0.2015786702	-0.0641901672	-0.0534024607	0.0641406248	0.0521054983	-0.0463490393	0.1675071178	-0.1557024335	0.0914793899	-0.020662125	-0.0544963132	0.0062802007	0.0345117761	0.0810595927	-0.0006503009	-0.0090146941	0.160127121	0.0221282768	0.0364578299	0.00079456	-0.0109725197	-0.0887734341	-0.0905230744	0.097990528	-0.0404037679	-0.0519439984	-0.1663067637	0.0287771323	-0.0235678215	0.0003660685	0.0616316141	0.0120343792	0.0592314262	0.1215598385	-0.0299620735	-0.0902794068	0.0941647584	0.049332558	-0.0258388552	-0.0036348366	-0.1951587869	-0.052735179	0.0134141667	0.0147065598	-0.1144369084	0.0215648793	0.2031076534	0.0306863041	0.038805966	-0.000177318	0.1177231494	-0.1342512754	-0.0556749948	-0.1579776432	0.0199838607	0.0022485556	0.0020870106	-0.0068177155	0.0070769265	0.0270310312	0.1005810418	0.0092056727	-0.0974394176	-0.1417452305	0.0455356144	-0.0320897728	-0.0260339955	-0.1099912213	0.0016673519	-0.1145137936	-0.0430745716	-0.0793509414	0.1303985982	0.0353107529	0.0273713414	-0.0464919892	-0.0639941517	-0.0010467009	0.1213685411	-0.1130229573	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.018031	0.0053371	0.0003251169609999	2.848463641000001e-05	-0.051416	0.0140380999999999	0.0001970682516099	0.002643605056	0.0351898	0.03117371	0.0009718001951641	0.00123832202404	0.000249674	4.7449000000000026e-05	6.2337106276e-08	2.251407601000002e-09	0.00169768	5.889000000000003e-05	2.8821173824e-06	3.468032100000003e-09	-0.000811273	0.000176321	3.1089095041e-08	6.581638805290001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5778.044446555256	-10.478784489079771	109.8049243685788	33385797.62636804	12020.279847843894	-60.88952131353472	3707.533805791398	144487127.62048203	5447.73901464719	6.153628346251935	29677860.37170913	37.86714182379532	5495.884488568846	9689.382139065065	1.082867	35.228786	0.0484032	0.028267	-0.0297587885	-0.1191763518	0.0262900106	-0.0027203792	0.105666032	0.0786799302	-0.080376075	0.0847301772	-0.0495611088	-0.0870719768	-0.0593907435	0.061886629	0.022405043	-0.0054498704	0.120022338	0.1333546467	0.1227220795	0.006124448	-0.0642190939	-0.0518296089	-0.1115038787	0.0462057212	-0.0641184333	0.0761829694	-0.1110725311	-0.0775659867	-0.1341590276	0.0677521481	-0.0266769767	0.0321714175	-0.1271821961	0.0153566082	-0.03931401	-0.0120887541	0.0211769584	-0.0029479214	-0.0684668726	0.0205012835	0.0207459566	0.0103680558	0.0233234632	0.0483539635	-0.0396189596	0.0219597002	0.11503346	0.1071664856	0.0546019734	-0.0002919029	0.0619109337	0.0775207107	-0.1328467765	0.0265260399	-0.0476284643	-0.1787050184	0.0903814249	0.0089374804	-0.0355256782	-0.1145605331	0.0601178958	0.0395450464	0.0639658656	0.0390062445	0.1701560546	-0.0571826822	0.0916880111	0.0069871711	0.0473058027	-0.1053318192	0.0507541009	-0.0858996596	0.0667706068	0.120398663	0.1398354754	-0.0169448686	0.0267605761	-0.0985327146	0.0358807824	-0.0402105777	0.0957397808	-0.0340311626	0.0287074251	-0.0071351853	-0.0570560169	0.0200907009	-0.0134950352	0.0160487749	0.0234000012	0.0254077246	0.0311244378	-0.126181187	0.0601951429	0.0910056139	-0.0512497865	0.0031596733	0.0565273181	-0.0218576743	0.1065044284	0.1290460429	-0.0634172705	0.1774262725	-0.0221709131	0.0048633264	-0.0874187013	0.0929263999	-0.0961982447	0.0292492147	-0.0194619328	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0139162	0.0041147999999999	0.00019366062244	1.6931579039999987e-05	-0.0592767	-0.0078606999999999	6.179060448999997e-05	0.00351372716289	0.0101957	-0.0249940999999999	0.00062470503481	0.00010395229849	0.000264306	1.4631999999999991e-05	6.985766163600001e-08	2.140954239999997e-10	0.00154829	-0.00014939	2.3972019241e-06	2.2317372100000035e-08	-0.0007466229999999	6.465000000010004e-05	4.179622500012936e-09	5.574459041288507e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5758.986970063427	-19.05747649182922	363.18741023662335	33165930.921360333	12015.06067055176	-5.219177292134191	27.239811606729184	144361682.91703972	5428.472640426516	-19.26637422067415	29468315.207859226	371.1931756110576	5479.431118896872	9628.65558674774	1.25917	40.96442	0.06625954	0.0360487	0.1101594977	0.0329623247	0.132867243	-0.0949340067	-0.0286909852	0.109942	0.1529311805	-0.1457909444	0.0456567525	0.1948218348	0.149469295	-0.0336236483	0.0479030957	-0.0384526891	-0.0942845725	-0.0255672501	-0.1465745812	0.040554881	-0.0734918307	0.1602576764	-0.0933970744	-0.0449719221	-0.067504364	0.0149036745	-0.073456063	0.0958259698	-0.1918372602	-0.0799400157	0.1364629043	0.0650833371	-0.1109624049	0.0606814132	-0.0041834327	0.1127903189	-0.0200529735	0.0418571829	-0.0519331489	0.0011528991	-0.0573574621	0.0283893816	-0.0057790563	0.0892014186	-0.1098813915	0.1436067368	-0.0636612181	-0.0598656114	-0.0301381968	0.1016022133	0.0418379628	0.1699907606	0.1750002807	-0.0498043458	-0.0167512325	0.0849279286	-0.0360835053	-0.0221744143	-0.0142488418	-0.0192830202	-0.0691075064	-0.0052486725	0.1304181997	0.1005967186	-0.1546928539	0.0142592265	0.0662686475	-0.1080789513	0.1877741964	0.0435697399	0.0466347305	-0.0395418449	0.0894820579	-0.0879909962	0.1963184143	0.0619720371	-0.1506261961	-0.0652536665	0.0561039186	-0.030646856	0.0101513695	-0.0126668112	-0.0289656641	0.0064106586	-0.0240031412	0.0194439866	0.0646615676	0.020416469	-0.0715983045	0.0744006393	0.0036871113	-0.1021142003	-0.0923290618	-0.0166070927	0.0520545045	0.1435381569	0.1541028308	-0.1760739924	-0.1123586438	-0.0693826523	0.0367236936	-0.1108992069	0.0106494746	0.0201078279	-0.008821425	0.0206827115	0.042679709	-0.0052342423	-0.0903144224	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0108002	0.003116	0.0001166443200399	9.709456000000004e-06	-0.0291937	0.030083	0.000904986889	0.0008522721196899	0.0151343	0.0049386	2.438976996e-05	0.00022904703649	-7.739379999999998e-05	-0.0003416998	5.989800278439997e-09	1.1675875332004e-07	0.00144262	-0.0001056699999999	2.0811524644e-06	1.1166148899999997e-08	-0.000631554	0.0001150689999999	1.3240874760976991e-08	3.98860454916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5763.236646030494	4.249675967066651	18.05974582506387	33214896.63814881	12013.063859806389	-1.9968107453714763	3.987253152830992	144313703.29978636	5428.985467548607	0.5128271220910392	29473883.206853963	0.2629916571521776	5477.578987078083	9510.083291100816	1.15504	37.576782	0.09019696	0.0547135	-0.0007481096	0.1616315158	0.043569436	-0.0793347051	0.0890788482	-0.0717443995	0.1330701056	0.0484204811	-0.0594724862	0.0470479919	0.0413357268	-0.0495629426	-0.120572458	0.0493013526	-0.1652417838	-0.1529801243	0.0795642892	-0.1309730211	0.0227567495	-0.0844303058	-0.0670841974	0.0002672367	-0.0429980011	-0.1033117353	0.0753038843	0.0204537402	-0.0740051919	-0.0107204931	-0.0107581766	-0.0057165834	-0.0736473992	-0.0774327187	0.0718763032	0.1268924664	0.1626267196	0.0676320865	0.0321961243	0.1098094735	0.122448943	-0.0060587214	-0.1072385997	-0.0452327778	0.0035290571	0.0704045586	-0.143432551	0.0107261979	0.0653501102	-0.0045000647	-0.0046537906	0.0820845315	-0.2605125468	-0.074370843	-0.0435151431	0.0067844016	-0.2053785817	-0.0022254818	-0.0627454942	-0.097800177	-0.0092912648	-0.0327824969	-0.0856894789	-0.1612315403	-0.0365850438	0.0221463196	0.1096506309	0.1380849622	0.067315101	-0.0278289378	0.0444371191	0.1017473712	-0.0582962463	-0.0558531917	0.0708534816	0.0263996057	0.0294124501	-0.0720077874	-0.0072072844	-0.0645330501	-0.0684321733	0.0819182323	0.1605823411	0.0242612034	0.0563776551	0.1228405357	-0.0965859551	-0.0033562687	-0.0790298759	-0.0631621501	-0.0344917016	0.0833413487	-0.1007109604	0.1404904745	0.0387698166	0.0321767238	0.0330837006	-0.03773861	0.2789899263	-0.0135507297	-0.0671281553	-0.0975564511	0.1917574375	-0.0163166009	-0.0563690944	0.1000412434	-0.0139535456	-0.0742500437	0.0720907797	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0128878	-0.0020876	0.00016609538884	4.358073760000001e-06	0.0178409	0.0470345999999999	0.00221225359716	0.00031829771281	0.0313318	0.0161975	0.00026235900625	0.00098168169124	-0.00049707	-0.0004196761999999	2.470785849e-07	1.7612811284644e-07	0.00141537	-2.724999999999993e-05	2.0032722369e-06	7.425624999999961e-10	-0.000580935	5.061900000000001e-05	2.562283161000001e-09	3.37485474225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5749.140994245639	-14.095651784854454	198.68739923987053	33052622.17171574	11940.721730831574	-72.34212897481484	5233.383624608745	142580835.45315337	5434.499399027037	5.513931478430095	29533783.718025222	30.403440348822294	5478.750942503057	9559.449440760836	1.160895	37.767246	0.1454614	0.0886196999999999	-0.132281062	-0.0173595072	0.0157768862	-0.0318424085	-0.0008417981	-0.0568057645	-0.1009972932	-0.0421076021	0.0500699305	0.0753420057	0.1145321757	-0.0278149309	0.0017375687	-0.0580757517	-0.0107323642	-0.0944785219	0.199537138	0.02325579	-0.0353712837	-0.0269195201	0.132489408	0.0995813169	-0.0531000218	0.0161414098	0.0289438988	0.1200897596	0.0545684266	0.104741628	-0.1778421425	-0.1167168838	0.0737084879	-0.0364998826	0.0380305801	0.1160560323	0.0534158497	-0.0893625775	-0.1435380823	-0.0936904412	-0.0938340036	0.0688757621	0.0433018528	-0.20393385	0.047317923	-0.0386601772	0.0040245718	0.014812211	0.0909203142	-0.0048893188	0.1289128999	-0.1651666877	-0.0433033184	0.074115945	0.1063431832	0.0446218211	-0.1910986625	0.024869641	0.1084035162	-0.0632368736	0.0783514813	-0.0823842713	0.0503090025	-0.1800391057	0.0706535199	-0.1165815724	0.009692322	-0.0335366282	-0.1308004907	0.0088906932	0.0883034271	-0.0008979925	0.0064518861	-0.1217154268	-0.0093178914	-0.07551549	0.2266986627	-0.0412769781	-0.0765986444	0.0672179696	-0.1362862836	0.0281613431	0.052312438	-0.0718079494	-0.1042278003	-0.1371584728	0.1039209309	0.086622478	0.1361679655	-0.0530187114	-0.0937217193	0.0694795856	-0.0068803636	0.1113909805	0.0377491034	-0.0225843554	0.0147840318	0.2388678445	0.0165399707	-0.0021845218	0.0927389958	-0.0478849873	0.143689972	-0.0584001979	0.1331059262	0.0390614395	-0.0971404128	-0.0400102794	-0.0912988761	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0222075	-0.0093197	0.00049317305625	8.685680809000004e-05	-0.0474726	-0.0653135	0.0042658532822499	0.00225364775076	0.0286322	-0.0026996	7.28784016e-06	0.00081980287684	0.000681862	0.001178932	4.64935787044e-07	1.3898806606239998e-06	0.00123173	-0.0001836399999999	1.5171587929000003e-06	3.3723649599999966e-08	-0.000580935	0.0	0.0	3.37485474225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5767.328680552061	18.18768630642171	330.7919331807998	33262080.10951838	11950.037539692585	9.315808861010735	86.78429473488616	142803397.200062	5445.2845158896025	10.7851168625657	29651123.458987065	116.31874573919904	5491.942590699185	9507.726343339624	1.112407	36.189819	0.0298427499999999	0.0138248	-0.0006427089	-0.0584087646	-0.0194803686	0.054653882	0.1036894761	0.0109363006	-0.0741346438	0.0087787901	-0.0130762654	-0.0737175046	-0.0852550114	0.010929311	-0.0730659798	-0.1373098619	-0.0518133264	0.189795074	0.0344164682	0.0410021716	0.135908112	0.1750384808	0.0582972959	-0.0381860465	0.0822038112	0.1014245995	-0.0916166484	0.0845678007	0.1047973751	-0.1105106662	-0.0073010472	0.0543830887	-0.0077448735	-0.0278102896	-0.0473054803	0.0889833347	0.0976547295	0.0836462949	-0.0252395036	0.0021955256	-0.0638273652	-0.1102644589	-0.0464377096	-0.0966393691	-0.0749568814	0.0171584345	0.0396240707	0.0483141905	-0.0677219364	-0.1339773727	0.0009334097	0.1548211817	0.0842363858	0.051492491	0.0273667804	0.0416336374	0.0490834786	0.0241598514	0.0617081798	0.0592412511	0.0680012348	-0.0376804993	-0.0434387073	0.129542357	0.1371215279	-0.0303646643	-0.1421932803	-0.0206407805	0.0411813297	0.1488223387	-0.0826678659	-0.1153467316	0.1323145788	-0.1148109213	-0.0534234243	0.1270431655	0.0184963014	0.0049501705	0.0657499797	-0.0341985953	-0.0874575108	-0.041409661	0.0815578639	0.0761979879	0.0060861985	0.0142307341	0.0618647727	-0.1001409855	0.0303770775	-0.0905326555	-0.0860922666	-0.0710994317	-0.0009934828	-0.0012345238	-0.0669073382	-0.1188983344	0.0796218825	-0.1470542498	-0.0307208606	0.0156475693	0.0878198762	-0.0161933663	-0.0564619351	-0.0336837122	0.0737621028	-0.0883879747	-0.0564226879	-0.0157707884	0.0133934426	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0205723	0.0016351999999999	0.00042321952729	2.67387904e-06	-0.0392927	0.0081798999999999	6.691076400999995e-05	0.00154391627329	0.0263927	-0.0022394999999999	5.015360249999993e-06	0.00069657461329	0.000506252	-0.0001756099999999	2.56291087504e-07	3.08388721e-08	0.00136111	0.0001293799999999	1.8526204321e-06	1.6739184399999978e-08	-0.000530162	5.077299999999994e-05	2.577897528999994e-09	2.810717462440001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5758.6966214811455	-8.632059070915602	74.51244380377634	33162586.77825836	11933.196712559668	-16.840827132917184	283.6134585207996	142401183.78064486	5439.205167253967	-6.079348635635142	29584952.85148226	36.95847983359887	5488.011011933895	9670.77066432986	1.175323	38.236637	0.040537	0.0211228	0.1278409139	-0.1002511111	0.0849804685	-0.0287603224	-0.0711517002	0.1816676321	0.1049488087	-0.1894843436	-0.0046057867	0.120762658	-0.1385273063	0.0393463834	-0.0288061868	-0.0143266905	0.042596353	0.0313410003	-0.1317375756	-0.0959596457	-0.0894564837	0.0965431306	0.0563820916	-0.1543674442	0.0330199107	-0.0312149581	-0.1375099783	0.1357340659	0.0103786226	0.0173382916	-0.0717842731	-0.1028494475	0.1459552243	0.0057877658	-0.1064474475	-0.2171003783	-0.0210358004	0.0515279796	-0.1167997137	-0.0389672217	-0.0134364889	-0.0381348522	-0.0123600704	-0.0121014871	0.1002900691	0.0191252875	0.047458073	-0.0768817246	-0.0935186549	-0.0565649293	-0.0450251102	0.0621775685	-0.0937767908	0.0679111962	0.0156133739	-0.0043064583	0.046214378	-0.0135854424	-0.1708755458	-0.0731984526	0.0623482071	-0.0249702664	-0.0458175563	0.0743741482	-0.0441378916	0.1368244367	0.0539989898	-0.0942269077	0.0317029084	0.1710426633	-0.0606323451	0.0342660329	0.1429823898	-0.0016104683	-0.015918605	-0.114482102	0.0719168518	0.1762213398	-0.1341668835	0.0769352639	0.071828892	-0.1006423388	-0.0082216694	0.1065288885	-0.1520822034	-0.0359877311	-0.0095093225	-0.0347275022	0.0473479525	-0.0606916574	0.0687278019	0.0046272544	-0.0372590568	-0.1499936442	-0.0141180591	-0.0553340955	-0.0490827784	-0.0313963077	0.102470605	0.0746588368	0.0559902448	0.0078196146	-0.0281708377	0.0216957987	-0.1686124279	0.0176732229	-0.0752827238	-0.0754290869	0.0509288932	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0209866	-0.0004142999999999	0.00044043737956	1.716444899999995e-07	-0.0474825	-0.0081897999999999	6.707282403999996e-05	0.0022545878062499	0.0167106	-0.0096821	9.374306041000004e-05	0.00027924415236	0.000598035	9.1783e-05	3.57645861225e-07	8.424119089000001e-09	0.00105865	-0.00030246	1.1207398225e-06	9.148205160000005e-08	-0.000580935	-5.077299999999994e-05	2.577897528999994e-09	3.37485474225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5759.917392452043	1.2207709708973198	1.4902817633855847	33176648.36787154	11811.689722190233	-121.5069903694348	14763.948708637918	139516014.09329438	5433.9170460958085	-5.288121158158901	29527454.463850595	27.96422538336784	5481.398824684615	9417.609664801334	1.245399	40.516434	0.054377	0.0248203	0.0142374961	0.0438123366	-0.0780633519	0.216592178	0.0963716261	-0.1230838089	-0.0619826478	-0.0927463677	-0.0040072813	0.0029750192	-0.2268872462	-0.1567874259	-0.088329522	-0.0262041062	-0.0080337683	0.0245481217	-0.0730557821	0.0221252348	0.1437140041	-0.0546043371	0.1391092312	0.0462557833	-0.0164873739	-0.0265360251	-0.0600090305	0.0897859428	0.1318298827	0.0555891136	-0.0900086463	-0.0732104068	-0.0333190886	-0.0848634728	-0.0898949091	-0.0461266784	0.0601275278	-0.0783825621	0.055923713	-0.1031680341	0.1400143165	-0.1569393344	0.0469264275	0.0304117828	-0.0320079281	0.0391327434	-0.0186636907	-0.0221635243	0.0701631401	-0.0121758005	-0.0374690795	-0.0237420645	0.006803327	0.0730509889	-0.0962251047	0.1227959789	0.06037853	-0.0467719532	0.011304535	0.0348209599	-0.044736297	0.1056812144	0.0512789947	0.0615648767	-0.0377769712	0.0229490346	-0.1102046779	0.0890103128	-0.1428624769	0.044352018	0.0413090566	0.0258939651	0.0971326348	-0.0766353408	-0.1035285949	-0.0229265055	0.135561439	-0.0124848129	-0.0792945065	-0.0547008573	0.0336529869	-0.0602153927	0.0674761635	-0.0441862428	0.0507759767	-0.1050638361	-0.1571317619	-0.164741372	0.0131110654	0.0361219225	-0.009666387	-0.0325907781	-0.0335675846	0.0070853787	0.0606854811	-0.0197711316	-0.0372924922	-0.0027039616	-0.0431880388	0.095850888	-0.0382513501	-0.107165405	-0.0850020208	0.0690789476	0.0311433301	0.0030775394	0.0699817374	0.0552262835	0.0213706799	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0121952	0.0087914	0.0001487229030399	7.728871396000002e-05	-0.0474061	7.63999999999973e-05	5.836959999999588e-09	0.00224733831721	0.0303499	0.0136393	0.00018603050449	0.00092111643001	0.0007630869999999	0.0001650519999999	5.823017695688474e-07	2.724216270396699e-08	0.00130865	0.00025	1.7125648225e-06	6.25e-08	-0.000358589	0.000222346	4.9437743716000004e-08	1.28586070921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
