global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
6290.35110369194	n/a	n/a	39568517.00771841	13101.518886332362	n/a	n/a	171649797.12892357	6094.62845273153	n/a	n/a	37144495.97684473	6372.569156079726	8296.503202045813	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0534954	n/a	0.0028617578211599	n/a	-0.0127921	n/a	n/a	0.00016363782241	-0.133643	n/a	n/a	0.017860451449	0.00172241	n/a	2.9666962081e-06	n/a	0.0011641	n/a	1.35512881e-06	n/a	-0.000247857	n/a	6.1433092449e-08	n/a
6215.728835698381	-74.62226799355903	5568.482880502545	38635284.95893235	12790.288061696378	-311.2308246359844	96864.62620359487	163591468.7011729	6065.293276430817	-29.3351763007131	860.5525685939195	36787782.52911688	6339.06373552502	7946.505037987988	1.397953	45.60215	0.0667353	0.0303225	-0.1082558298	-0.0792534796	0.0936854745	-0.0443426824	0.0398674259	-0.0942998859	0.1029656545	-0.0803423055	0.2213063876	-0.0278930121	0.059772458	-0.426903096	0.2745854498	-0.1045315647	0.0248320338	-0.077985744	0.0100960287	-0.1831388726	0.0737688367	-0.0614010195	0.2447361063	0.0223163888	-0.0176084062	0.129767732	-0.0419031623	-0.0663321883	0.0992336867	-0.0779117698	0.0351260788	-0.0123846805	0.0593963385	-0.032745565	0.0681519893	-0.0591599115	0.0346480955	-0.0132697893	0.0611987919	-0.1326625712	0.1591140424	-0.0800755846	-0.0482655164	0.0765419533	-0.1261187683	-0.0027434916	0.1376594392	-0.0909578768	-0.0750827218	0.0827292137	0.0518901473	0.076417959	0.0848607348	-0.1386184426	0.1792882946	-0.0899032608	-0.040207994	-0.0016000217	-0.0625848767	0.1141569606	0.1283020431	-0.0274835325	-0.0687248481	-0.0865943155	0.0681729584	0.0319050218	-0.0847160853	-0.0061729577	-0.1041947752	-0.0230188829	0.0894297838	-0.1039458317	-0.006199083	0.010482439	-0.0780881712	0.0650575529	-0.1027239678	0.047177536	-0.0864074762	0.0041872914	-0.0849652396	0.0097581044	-0.072593725	0.0528525044	-0.0096300706	0.2151004887	-0.1130670236	-0.0957709914	0.0625459151	-0.0028638205	-0.0099346649	-0.0907109151	0.1119774298	-0.0808820776	0.1253720347	0.0321810446	0.0120312089	-0.0660243801	-0.0907266292	0.1441885403	-0.1833742565	-0.0747973559	-0.050713954	-0.0385247412	0.156700186	-0.0966209446	-0.1551252818	0.0509344306	0.0061690525	0.0677996813	-0.0509609045	-0.0204867574	-0.0591249531	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0581031	-0.0046076999999999	0.0033759702296099	2.1230899289999992e-05	-0.00529795	0.00749415	5.616228422250001e-05	2.80682742025e-05	-0.142718	-0.009075	8.235562499999999e-05	0.020368427524	0.00127167	-0.00045074	1.6171445888999995e-06	2.0316654760000006e-07	0.000874771	-0.0002893289999999	7.65224302441e-07	8.371127024099997e-08	-0.000418957	-0.0001711	1.7552496784900001e-07	2.9275210000000013e-08
6211.357542067631	-4.371293630750188	19.10820800623716	38580962.51540044	12716.175608558458	-74.11245313791915	5492.655710120262	161701122.10769707	6075.713995888238	10.420719457421	108.59139401027264	36914300.55983222	6346.345202714826	7981.67362200964	1.297789	42.334728	0.06586595	0.0450186	0.0692869325	0.1160405842	0.1519587962	0.0432467958	0.0001588511	0.0583997866	0.0651610757	0.0046392955	0.0058922845	-0.0593790857	-0.1252544767	-0.302864242	0.0318786334	-0.1291427408	-0.0397651001	0.1749561232	-0.0272516249	-0.0409422972	0.0031372378	-0.0778798502	-0.0446919177	-0.0029724824	0.133333701	0.0315950564	0.1438627067	-0.0591696589	-0.0465055775	-0.0980317087	0.1107163274	-0.0700923889	0.0486134976	-0.0830446509	0.0158031742	0.06202063	-0.0808589067	-0.0986286979	0.0010358211	0.0991275693	0.0884681861	-0.064175819	0.1034590391	-0.0673812893	0.1096884771	-0.0660682943	-0.0127194609	-0.0265703778	-0.0565397415	0.0681884034	-0.0127009853	0.0069295623	-0.0161280476	0.0721219527	0.1071598746	-0.1218694949	-0.0139048356	0.0399053813	-0.0342119086	0.0151698483	-0.1789071046	0.0484363614	0.0645422292	-0.015074084	-0.0322080393	0.0850642387	-0.2303661518	0.0575790428	-0.2023493675	0.0011106253	0.0193134285	0.0532129971	-0.1528664793	0.0568427911	-0.0376598976	0.0163897077	-0.0170161853	-0.073808332	-0.0524857981	0.1074563176	-0.0178552339	-0.1056370562	-0.0828029184	-0.0972436018	-0.0676538952	-0.0389993106	-0.0936864758	-0.0256689204	-0.116597273	0.0127850049	0.0947230023	0.1006177615	-0.0147856563	-0.0755713823	-0.018030031	0.0983540692	0.060964782	-0.0681058096	0.0483525329	0.1437808568	-0.0734606355	-0.0608658095	0.0341429608	-0.0940723209	-0.0518379387	0.0956767926	0.0312403126	-0.062756577	-0.1366354131	0.0127654823	-0.1303521407	0.0495412424	-0.0203142715	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0650859	-0.0069828	0.00423617437881	4.875949584000006e-05	-0.013345	-0.00804705	6.47550137025e-05	0.000178089025	-0.101671	0.041047	0.001684856209	0.010336992241	0.00111351	-0.0001581599999999	1.2399045201e-06	2.5014585599999957e-08	0.000837149	-3.762199999999996e-05	7.008184482010001e-07	1.4154148839999967e-09	-0.000418957	0.0	1.7552496784900001e-07	0.0
6211.707772066983	0.3502299993524502	0.1226610524464173	38585313.44555736	12666.884638737249	-49.29096982120973	2429.5997059154083	160449966.45107767	6061.993196353522	-13.720799534716209	188.26033987186847	36747761.51263639	6326.298278827496	7860.552029728546	1.17449	38.312626	0.07100935	0.0457491	-0.0350196282	-0.0482879386	0.1401583338	0.0521262712	0.0252694083	-0.070317398	0.0523463897	-0.0635838551	0.051113663	0.0721253011	0.0162362175	-0.1389837963	-0.0561575342	0.0433559001	0.0298336195	0.0661808098	0.1175797982	0.0354250876	-0.0130520105	-0.2308041502	-0.1126101621	-0.0793530498	-0.0564956437	0.0746750349	-0.064224074	0.019991401	-0.0146721674	-0.0326337964	-0.0152174844	0.1007651379	-0.0596388615	0.1798309438	-0.0712419268	0.1392502501	-0.0287441256	-0.0510138044	0.1322450611	-0.0056054441	0.049915156	-0.012252633	0.0576404895	0.0994920741	0.0392003794	0.146564458	-0.2599511429	-0.0831180954	0.3315982799	-0.1216823798	0.0844282263	-0.0776474404	0.1045566713	-0.0129687061	-0.1198666391	-0.0327646052	0.0879715964	-0.1195545055	0.0654789609	0.0187871136	-0.0116384815	0.1007304949	-0.0779859367	0.0829600328	0.042447376	-0.0056000111	-0.0045289517	-0.0834108956	0.0392668789	0.0699045307	0.0841449128	-0.0849266059	0.0167121411	0.0229333864	0.0561486871	0.0176954457	0.1217182905	-0.0323724458	-0.0349586341	0.0011019128	-0.1040451651	0.1116491534	-0.0361649078	-0.2030437029	0.0593579198	0.1151842168	-0.0459242438	0.043414482	0.0770363809	-0.1686930286	-0.1329880895	0.2055736652	-0.1763573797	-0.1101959315	-0.146386711	-0.2421009847	-0.1679716269	0.0870426561	-0.012424631	-0.022507568	0.0898035274	-0.0054801034	-0.0480330261	0.0877883296	0.0066393454	0.0710501415	0.0033806123	0.13880419	-0.0141681382	0.1020555076	0.0289588019	-0.0073485582	-0.0369176633	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0568715	0.0082144	0.00323436751225	6.747636736000006e-05	-0.0119797	0.0013652999999999	1.8640440899999997e-06	0.0001435132120899	-0.0784076999999999	0.0232633	0.00054118112689	0.0061477674192899	0.000477733	-0.000635777	2.28228819289e-07	4.042123937290002e-07	0.000964699	0.0001275499999999	9.30644160601e-07	1.626900249999998e-08	-0.000418957	0.0	1.7552496784900001e-07	0.0
6206.984857795258	-4.722914271725131	22.30591921806492	38526661.02489962	12682.946158143784	16.06151940653581	257.9724056465264	160857123.25037417	6058.8330984640215	-3.160097889500321	9.986218671224382	36709458.51504313	6322.76486638278	7996.889304053486	1.225153	39.965298	0.07423905	0.0324038	0.1265507528	-0.035835823	-0.0203449701	0.0075469189	0.1377393531	0.0787423855	0.0570727631	0.0946215528	-0.0082312388	0.2195125887	0.1049719071	-0.0255161996	0.1282017937	-0.0915554465	-0.0185343885	-0.0556604894	-0.0802570419	-0.0138477453	-0.0139871696	-0.1133789426	-0.1099335854	-0.026203503	0.0779808161	0.0549516645	0.0698427555	0.0468988393	-0.0112551826	-0.0720353527	-0.118795365	-0.0191749356	0.0169331732	0.0753633909	0.1152930601	-0.1208185751	-0.0157231383	-0.1399666606	-0.0997127778	-0.0420976318	0.0499007555	-0.0101319044	0.192860304	0.1658576984	-0.0513878252	-0.004287426	0.0929434521	0.0017879906	-0.0047486029	-0.0349378569	-0.010193267	0.086131185	-0.0403110891	0.0332656831	0.0340201919	0.0482012033	-0.0188938491	-0.1475946635	-0.0689091977	-0.0980251426	0.0145498047	-0.1565206282	0.0978920142	-0.0323288047	-0.0513305827	0.0345069481	-0.064812984	0.0989617705	-0.078901567	0.0452461677	0.021750048	0.1277397524	0.0101835499	-0.0270014397	0.1340158286	0.0746674884	-0.0360021564	0.0590422209	-0.0294418923	-0.0657415744	-0.0422551911	0.1241502143	-0.1203294822	0.1438141528	-0.0691329993	-0.056003632	-0.017531374	-0.1408073593	-0.0726770875	-0.158986453	-0.0050702302	-0.1254466729	-0.0151803171	-0.0151331663	-0.0213301447	-0.0159887826	0.0386661134	0.0644256087	0.0156943858	-0.0303586145	-0.0957370708	-0.0093417041	-0.0569651119	0.1025466263	-0.1817398203	-0.0970043716	-0.0928207804	-0.0953513133	-0.0370357595	-0.0254048163	-0.0883879124	0.0502510283	0.0313467117	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.044592	0.0122794999999999	0.001988446464	0.0001507861202499	-0.0157169	-0.0037371999999999	1.3966663839999996e-05	0.0002470209456099	-0.0563229	0.0220847999999998	0.0004877383910399	0.00317226906441	0.000743288	0.000265555	5.524770509440001e-07	7.051945802500002e-08	0.000671456	-0.000293243	4.5085315993600006e-07	8.5991457049e-08	-0.000255004	0.000163953	6.502704001600002e-08	2.6880586209e-08
6210.828505822776	3.843648027517702	14.77363015944072	38574390.72874077	12634.335398378586	-48.61075976519896	2363.005964949886	159626430.95872217	6057.920987253995	-0.9121112100265236	0.8319468594560491	36698406.68781242	6321.205374867069	7887.043165649909	1.311742	42.789898	0.09711445	0.0528169	-0.0878700009	-0.0062810386	-0.0378815526	-0.1218135015	0.0063908407	-0.0072825623	0.0662570128	-0.0768241368	0.151326967	-0.073953351	0.124808668	0.0629463273	-0.0994962218	0.1084773204	-0.0904189914	0.0741849579	-0.002167625	0.0555544094	0.0243475004	-0.0723573119	0.1071507133	0.0612050912	0.0810828888	-0.0941231304	-0.0905667158	-0.1146163927	-0.0292487073	-0.0547464226	0.0491363416	0.0339443905	-0.0560048511	-0.1504892263	-0.0313156196	0.1285451694	-0.0307606411	0.1589807051	0.0759666713	0.1277794586	0.0180775808	-0.0961572224	0.0987078004	-0.0058551133	0.1123760897	-0.0858422904	0.0452612567	-0.0670290525	-0.0120421028	-0.0026255289	-0.1621856826	-0.1021427697	-0.0467243091	-0.023399216	-0.1137280455	0.0916875773	0.0005834538	0.1255692002	-0.1153919385	-0.0264350959	-0.0232505345	0.1351428747	0.0151778072	0.1212213499	0.049593945	0.0252797347	-0.0180971312	-0.1401547148	0.0059518451	-0.0794401421	-0.1383126363	-0.0455721757	-0.0108742488	0.1079247887	-0.029894536	0.0461165793	0.110886896	-0.0870473961	-0.0629310926	0.0613313329	-0.0138824778	-0.1849228554	0.0617446211	-0.059558137	-0.2012697364	0.0115205401	-0.0285507114	0.0606414026	-0.0174709898	0.0194415051	0.1026678301	0.0791140735	-0.0380864057	-0.0606519834	0.1428619499	-0.0218227761	0.1330230352	-0.0111278169	0.0437059514	-0.0853059528	0.1488502878	0.1158178281	-0.0300863913	-0.2029827215	-0.0598552119	-0.0133136059	0.1156215012	0.0943194545	-0.0429916846	0.0605906317	0.0665288224	-0.0110308777	0.019558867	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0570064	-0.0124143999999999	0.0032497296409599	0.0001541173273599	-0.057408	-0.0416911	0.00173814781921	0.003295678464	-0.0827047	-0.0263818	0.00069599937124	0.00684006740209	0.000839971	9.668299999999996e-05	7.05551280841e-07	9.347602488999994e-09	0.0008430589999999	0.0001716029999999	7.107484774808314e-07	2.9447589608965693e-08	-0.000319261	-6.425699999999996e-05	1.01927586121e-07	4.128962048999995e-09
6209.416273260101	-1.4122325626749443	1.994400811079441	38556850.45462736	12627.495244109024	-6.840154269561026	46.78771043139393	159453636.13999602	6073.390609712157	15.46962245816212	239.30921899807387	36886073.498139806	6335.488486021757	7926.163160505845	1.217567	39.717823	0.09735326	0.050755	0.0883885447	-0.0156183884	-0.036227892	-0.0116745087	0.0353835732	0.0685878714	-0.0183392721	0.1352730416	-0.0180729037	-0.0631134599	-0.1221792257	0.1146872197	0.0539917379	-0.0571656854	-0.0010453053	-0.0782781601	-0.1142142335	0.2039882604	-0.0464429565	-0.0914517721	0.1460302106	0.0888451346	0.0472788334	0.042877929	0.1671507626	0.0552197499	0.0552661308	0.1090057022	-0.0316299184	-0.0740474622	0.0619529594	0.0399547192	0.0719315187	0.1018109251	-0.064811997	0.0155289054	-0.0146656813	-0.0457915067	-0.0624034772	0.0133106838	-0.0936214407	-0.1430442165	-0.0303262428	0.2298836204	0.0422403484	0.0407231789	0.0243171075	0.0816834769	0.1236269686	-0.0328519874	0.127268522	0.0112606948	-0.0068662513	-0.0123081235	-0.0574640222	0.0192177799	-0.0321380734	-0.0331118504	0.0646132027	0.0210656481	0.0647457895	-0.036362865	0.0541556096	0.0525452283	0.1497633545	-0.0505940207	-0.0624339495	-0.0821775933	0.007519567	0.0720180415	-0.0862205708	-0.1144724817	0.0674059715	0.0137962518	-0.093385309	0.0779082502	0.1532221389	-0.0161471543	-0.0504129524	-0.0660666642	-0.0184294482	-0.0966353326	0.1225929316	-0.0156472315	0.0537393418	0.1748843673	-0.0667930582	0.0253038855	0.0755344247	-0.0888320014	0.0807322261	-0.0072833368	-0.0042001006	0.0402342259	-0.1967677921	0.0590861647	-0.0180008049	0.0191016479	-0.0300033818	0.0186642855	0.0520994689	-0.0318109288	0.0393746059	-0.0050521657	-0.0952884264	0.0467898599	-0.0252563797	-0.0033996068	0.048415696	-0.0947842983	0.0287820587	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0531088	0.0038976	0.0028205446374399	1.5191285760000007e-05	-0.0387054	0.0187026	0.0003497872467599	0.00149810798916	-0.0442611	0.0384436	0.00147791038096	0.0019590449732099	0.000787596	-5.237500000000001e-05	6.20307459216e-07	2.743140625000001e-09	0.000421367	-0.0004216919999998	1.77550148689e-07	1.7782414286391567e-07	-6.71388e-05	0.0002521222	4.507618465439999e-09	6.356560373283999e-08
6206.548462449156	-2.86781081094432	8.224338847369118	38521243.81672999	12665.705925087736	38.21068097871103	1460.0561408568285	160420106.58080256	6058.6857990255	-14.704810686656856	216.23145733041767	36707673.61131326	6320.231299003931	7897.299183337735	1.183474	38.605682	0.0735156599999999	0.034831	-0.0666137183	0.0592663984	-0.1227409802	-0.0175299228	-0.0300139139	-0.0536367091	-0.0153721154	-0.0680197861	-0.0889035091	-0.0625989664	-0.1435263943	0.1055836566	0.0209194464	0.0185746232	-0.0646111947	0.049918763	0.0330196814	-0.0790158883	-0.0082714947	-0.0546485016	-0.1237899327	0.0332134904	-0.047214461	0.0781184334	0.0504101606	-0.0563465681	-0.1136914462	0.0188028875	0.0236039154	-0.0840613108	-0.1828380938	-0.0342196021	-0.0407866539	-0.0208060122	0.0100313137	0.1668619058	0.0366172278	-0.2662407768	-0.119967793	0.0410343328	0.0116447016	-0.074387776	9.81195e-05	0.0274890264	0.0555610714	0.1026265166	0.0807832383	-0.0411370976	-0.0227074844	0.1365223054	-0.0081264325	-0.1255172911	-0.0008797905	0.1555658111	-0.0144169881	0.0975363446	0.0349559809	0.0535792387	-0.0421495625	0.1136490027	-0.0722342704	-0.0122178099	-0.0043525759	-0.0764225447	0.0384082264	0.0408594318	0.0420932198	-0.0498702234	0.0758482441	-0.0199691024	-0.074256718	0.0541530585	0.0281701284	0.016466399	0.0344254247	-0.1466553176	0.1044384964	-0.0755698556	0.1205346456	-0.1082735593	0.0450060709	0.1548632805	0.1409177155	0.1899223485	0.1212869059	0.0491533182	-0.0622614003	0.0386197914	-0.0073057388	-0.0154986974	-0.1117528761	0.0696138653	0.0040010726	-0.0406966746	0.0136942853	0.0596977086	-0.19539217	-0.1268820873	-0.0456966555	0.023600404	-0.0416017388	-0.1357990307	0.1209912057	0.064580393	0.0708251417	0.0461258402	0.0644601742	-0.0445200295	0.0225168227	0.0339825028	-0.059208279	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0435056	0.0096032	0.0018927372313599	9.222145023999998e-05	-0.0179353	0.0207701	0.00043139705401	0.00032167498609	-0.0441107	0.0001503999999999	2.2620159999998493e-08	0.00194575385449	0.000457494	-0.000330102	2.0930076003600002e-07	1.0896733040399999e-07	0.000306643	-0.000114724	9.4029929449e-08	1.3161596176000006e-08	-0.000482152	-0.0004150132	2.32470551104e-07	1.7223595617424e-07
6197.708403321701	-8.840059127455788	78.14664537691439	38411589.45260442	12627.435309516675	-38.27061557106026	1464.64001618788	159452122.49602848	6055.187198754602	-3.4986002708983506	12.240203855530012	36665292.0119616	6315.976348882817	7854.8911818682	1.141087	37.223019	0.0501741	0.0245748	0.0510236782	-0.0431342314	-0.1303878484	0.1038822185	0.0642636615	-0.0021169749	0.0340026548	0.1060827785	-0.0971611883	-0.0358398829	0.0192149448	0.1271586174	-0.1225833282	-0.0716638307	0.0826087242	-0.1678514393	0.0434767647	-0.0641751071	0.0058812382	-0.031593874	-0.1388851322	0.0219572424	-0.0650366317	0.1159464673	0.0176903634	0.0123974305	-0.0364528574	-0.0066271916	0.0539651431	0.0224802325	-0.006269743	-0.0356064567	0.0635646838	-0.0478656312	-0.0605460592	0.0491073161	-0.0570249802	0.0297586216	0.0393097897	-0.0777245671	0.0574673894	-0.0464150182	0.0735920533	-0.0886097702	-0.016898922	0.1227415539	-0.0747078583	0.0342959679	-0.1000451958	0.0771964758	0.0226342696	-0.0424749853	-0.0363186697	-0.1832911257	-0.0209801937	0.1198741099	0.0662772636	0.1114038725	0.1418101706	0.0185737659	0.0514331308	0.1519635781	-0.029733901	-0.0001378904	0.0245693566	-0.120975826	-0.0039207341	-0.0246100344	0.1416858015	0.0038948661	0.0013965058	0.0003944431	0.0075819772	0.0049720828	0.0288460441	-0.0081859344	0.022411621	-0.0414624613	0.0002025559	-0.0241374538	-0.0458882217	0.0816541038	-0.1228516189	-0.0224088689	-0.0280175789	-0.0091283891	-0.0713371489	0.0306684501	0.0497626021	0.0883137218	0.0139949377	0.0948456052	0.0544536782	0.1132745349	0.0985708758	0.0201336625	-0.0733659953	0.0955935504	0.1152541618	-0.0479987914	0.1400227593	0.0626345303	0.1169555813	-0.1496263709	0.1174859127	0.0254833053	-0.0484682244	0.0486107873	0.0631548067	-0.0877115986	0.0337356837	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.034725	0.0087806	0.0012058256249999	7.709893636e-05	-0.0212969	-0.0033615999999999	1.1300354559999996e-05	0.00045355794961	-0.0330251	0.0110856	0.00012289052736	0.00109065723001	0.000329037	-0.000128457	1.0826534736900003e-07	1.6501200849e-08	0.000434452	0.000127809	1.88748540304e-07	1.6335140481e-08	-0.000199492	0.00028266	3.9797058064000004e-08	7.98966756e-08
6205.040021690594	7.331618368893032	53.752627907089725	38502521.670782	12648.10798716307	20.67267764639473	427.3596010717485	159974635.65493825	6051.456037167161	-3.731161587440511	13.92156679159159	36620120.16976689	6312.861003856485	7882.4295595320145	1.105602	36.065468	0.0509519049999999	0.0293279	-0.0520816069	0.026524914	-0.0730183788	0.1301394909	-0.0269839181	-0.0212241493	-0.0301581765	-0.1021077673	-0.1092956119	-0.0519925895	-0.0213310114	0.0041990106	-0.0532285712	-0.1061331359	0.0220488677	-0.0056531447	-0.0148865638	-0.0309522824	-0.0121941282	0.1855247764	-0.1210789247	-0.1009885994	0.0690400495	-0.0206253203	-0.0656978498	-0.0123847901	0.052506072	0.1044272904	0.0041767659	0.0562905994	-0.0030642177	0.0524900046	0.0575555318	-0.1516251477	0.0700365834	-0.0068245344	-0.0359595596	-0.0562782221	0.0345106546	0.1643264462	-0.1662338952	-0.1010732501	-0.2206285871	0.1226136262	-0.0566207618	-0.0593441317	-0.123493347	0.002040385	0.0370436281	0.0725918717	-0.1377287349	0.0589277793	-0.194100902	-0.0932176917	0.1147020563	0.0902047943	0.0986642422	-0.1048858866	-0.1487408498	-0.0471850533	-0.0774894235	-0.0156409085	-0.0893127858	-0.0107468579	0.1704119795	0.0474293067	0.0341643836	0.0886929504	-0.0871260742	-0.125445336	0.0046309055	0.0211328207	-0.0059137914	-0.0764210714	-0.0432540647	0.0556381373	0.0220411546	-0.1149767872	0.0143847466	0.0969148255	0.0585512376	0.0687708096	0.1810242354	0.0023030995	0.0149091644	-0.0417850091	0.0144130619	0.0855039294	-0.0292739824	-0.1511410783	0.2493520576	-0.0245378572	-0.1780985957	0.03809934	-0.0161515451	0.0035070811	-0.0304355003	0.0546922266	0.2715304549	-0.0208855665	0.0504246497	0.0307771521	-0.048548219	0.1497019635	0.049828514	-0.0895346488	0.1770302504	-0.0398375026	0.0093251098	-0.0617785557	-0.0254427525	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0452613	-0.0105362999999999	0.00204858527769	0.0001110136176899	-0.0256729	-0.0043759999999999	1.914937599999998e-05	0.0006590977944099	-0.0330483	-2.3200000000001e-05	5.382400000000462e-10	0.00109219013289	-2.25211e-05	-0.0003515581	5.0719994521e-10	1.2359309767561e-07	0.000466028	3.157600000000001e-05	2.17182096784e-07	9.970437760000004e-10	-0.000536686	-0.0003371939999999	2.88031862596e-07	1.1369979363599999e-07
