global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
6207.638150867563	-9.54636586599554	91.13310124744476	38534771.41210646	12655.593151807425	7.233058819401776	52.31713988492582	160164038.024075	6049.410706518657	-17.42778238062874	303.7275987065536	36595369.89614256	6306.185870848527	7909.698041993517	1.345711	43.897984	0.04227528	0.0215266	0.0958930767	-0.0230353153	-0.1799933371	0.0075944774	0.0096977994	-0.0397003726	-0.0176908298	0.1156260472	-0.0971456849	0.0436200746	-0.026974609	-0.0847226065	-0.0059670893	-0.0381234703	-0.0457798248	0.0024699355	-0.0464409713	-0.1085200115	0.0840313268	-0.108111025	-0.1052115014	0.0391939358	0.0543227434	-0.0975160721	-0.1595619596	0.2173403389	0.0432613501	-0.098775908	0.0223601743	-0.1332588987	-0.0911252855	-0.0816578635	0.0678162616	-0.0220506133	0.2455139743	-0.1483554173	0.0204176518	-0.1586436363	-0.0088978903	-0.0675159774	-0.0878091931	0.0196471623	0.0102442638	-0.0898134135	0.0156388017	-0.0733010501	0.0853258082	0.0201679944	-0.023664915	-0.0296893519	0.0866370404	0.1015005021	0.0109325394	-0.1243419808	-0.0517461431	0.1418688216	0.1008481583	-0.0463554675	-0.0346620026	0.0913403472	0.1141675314	-0.0546335469	0.0080569969	-0.0060156335	-0.0596476473	0.0037820577	-0.0121627647	-0.0135486799	-0.0599622962	0.096305245	0.242822819	-0.0263606441	0.0073856957	-0.1131026849	-0.1201828463	-0.1372642791	-0.1980466425	-0.059286557	-0.1113788104	-0.0241238357	0.0739746219	0.0749360016	0.144499377	0.1106588485	0.0395058456	-0.0746276659	0.0089919209	0.0571422061	-0.0276898964	0.0602382628	-0.0011147559	-0.1015660564	0.106316256	0.0163191419	-0.0558430205	0.0748618962	0.1127496863	0.0586655479	-0.0537660363	0.0374726836	0.233483463	-0.0210402291	0.0192055507	0.1038921803	0.0355716346	0.0534840593	-0.1172415651	-0.0589616821	-0.0415528478	0.0140273925	-0.0025953579	0.1029224817	0.0467728586	-0.0252994078	-0.0887591272	-0.1220030341	0.0	-0.0295076	0.0051122	0.0008706984577599	2.6134588840000008e-05	-0.0117955	0.0103920999999999	0.0001079957424099	0.00013913382025	0.0121422	0.01798438	0.0003234379239844	0.00014743302084	0.000131697	7.286200000000001e-05	1.7344099809e-08	5.308871044000001e-09	-0.000157135	-4.564200000000001e-05	2.4691408225e-08	2.083192164000001e-09	-0.000439907	5.722799999999999e-05	1.93518168649e-07	3.2750439839999984e-09
6211.122511587875	3.4843607203119973	12.14076962925314	38578042.85395368	12638.33008652572	-17.263065281704257	298.0134229203829	159727387.37598124	6051.858804098411	2.448097579754176	5.9931817599982535	36624994.98474345	6306.280762147986	7874.035909410417	1.236742	40.343323	0.04920863	0.022093	-0.1216820912	-0.0713055351	0.024882535	-0.0887499154	-0.0259391635	-0.0551111987	-0.0539411767	-0.1098458382	-0.0179304997	0.0954836288	-0.0193168549	0.0162833851	0.0656933381	-0.033400928	-0.1155184509	0.0342846734	-0.0718596578	0.0460193896	0.029229324	0.0187271683	0.028439956	-0.0131028243	0.0582188403	-0.0852617074	0.035373155	-0.1836774648	0.0131327448	0.0609045003	0.0092171354	-0.0188843321	-0.0625655017	-0.03428295	-0.1154382449	-0.0018554819	-0.0827579225	-0.1963224418	-0.093405747	-0.0357158694	0.010668174	0.0647764597	-0.0413429836	-0.0074271959	0.0638418576	-0.1689040052	0.0035472102	-0.0841054583	0.0934513658	0.1262806346	-0.1229652459	0.0329731259	0.1725865519	-0.0654142872	-0.0053027719	0.0357275566	0.0418066554	0.0780822355	-0.0517254268	-0.0071850737	0.1447650652	-0.1864268687	-0.1111039371	0.0012407966	-0.1933584919	0.0344505882	0.1065000771	-0.0599577222	0.0886972971	0.0067931709	-0.1397873335	-0.0282430527	-0.1602735605	0.0848424635	0.0337254035	-0.0247497343	-0.0681951284	-0.0299639305	-0.068712007	0.0445897594	0.0485841797	0.003338741	-0.1298500517	0.0547529489	0.0726583948	-0.1612241067	-0.0455428218	-0.1359470791	-0.0174162592	0.0655914162	-0.0332645623	0.0674518518	-0.113824516	-0.1216177417	0.1179130742	0.0464503239	-0.0246766991	0.0730694954	-0.0122646911	-0.030658287	0.0362056288	0.0784674377	0.0044927124	0.0727463391	0.1182947799	-0.2145033221	-0.0769828447	-0.1294006057	0.1920904566	-0.0105878499	-0.092083832	0.0148630605	0.1078977431	0.1012197857	0.0411681025	-0.0340285022	-0.0967067016	-0.1238084399	0.0	-0.0268812	0.0026263999999999	0.00072259891344	6.897976959999987e-06	-0.0185805	-0.0067849999999999	4.603622499999999e-05	0.0003452349802499	0.00281357	-0.00932863	8.702333767690002e-05	7.9161761449e-06	-0.000229991	-0.000361688	5.2895860081e-08	1.30818209344e-07	-0.000258625	-0.00010149	6.688689062500002e-08	1.0300220100000002e-08	-0.000586101	-0.000146194	3.43514382201e-07	2.1372685636e-08
6210.562318930604	-0.560192657270818	0.3138158132601402	38571084.31732068	12609.28844683352	-29.041639692200988	843.4168360116239	158994155.13544926	6049.728529713221	-2.130274385190205	4.538068956197506	36599215.283226095	6306.975317953293	7915.450164603132	1.184694	38.645508	0.04820045	0.029813	0.0477613206	0.1039170436	0.0722205537	-0.0894432013	-0.0759488559	0.1601563821	-0.0707309183	0.0219758014	0.0397121307	0.073788123	0.0044290128	0.0540454699	-0.0615456456	0.0803933027	-0.0678953096	0.0567327842	-0.025026255	0.0261957974	0.0088233519	-0.0435104754	0.1925887562	0.0196878742	0.0388704046	0.065602541	0.0361187272	-0.0424683519	0.1295115908	-0.0563237326	-0.0419119115	0.0303328859	-0.1139698443	0.0489865824	-0.0024760598	-0.0074926845	-0.1764411569	-0.1300572739	-0.1252511159	0.1463113057	-0.0565244526	0.0449856946	0.1202151309	-0.0850738115	-0.0058826594	-0.0750870179	0.041370856	-0.0447871142	0.0057304612	0.0436568507	-0.0244199258	-0.0381372778	-0.0552216194	0.1243417034	-0.0756821398	-0.0231174557	0.0535614182	0.1310679272	-0.0181322414	0.1362568081	0.0108029342	0.0727555536	-0.0006680868	-0.0925426888	0.1401017822	-0.01614784	0.0959115296	-0.0625259688	-0.02770901	0.0110122548	-0.0284944785	-0.074820893	-0.045412401	-0.1248029024	0.0597876455	0.1169084333	0.0031950115	-0.0577085741	-0.0092700962	-0.0806426164	0.0022838431	0.034703365	-0.1566196588	-0.002517393	-0.0579527156	-0.2363416031	-0.07013433	-0.0055810636	-0.139627811	0.039776405	0.0038162022	-0.0299848395	-0.0754985055	-0.0246763492	-0.0783998692	0.0250957763	0.0391642368	-0.019597451	0.1286721529	-0.0218646608	0.1143499934	0.0006116977	0.0301710236	-0.1157831198	0.1624421824	0.0542043453	-0.0349341589	0.0465340824	-0.0228093621	-0.0658137861	0.1255718782	-0.1193150469	0.0442849289	0.0994579802	0.0354671963	-0.042578821	-0.1037513516	-0.1238084399	0.0	-0.0342343	-0.0073531	0.00117198729649	5.406807961000002e-05	-0.0165878	0.0019927	3.97085329e-06	0.00027515510884	0.00283312	1.9550000000000123e-05	3.8220250000000476e-10	8.0265689344e-06	0.000271129	0.00050112	7.3510934641e-08	2.511212544e-07	-0.000262693	-4.067999999999975e-06	6.9007612249e-08	1.6548623999999797e-11	-0.000314587	0.000271514	9.896498056900001e-08	7.371985219599999e-08
6206.634688258698	-3.927630671906627	15.4262826949017	38522314.15349614	12640.995748871102	31.70730203758285	1005.3530025025055	159794773.5229773	6054.234683594916	4.506153881694445	20.305422805509917	36653757.604043625	6307.459778964589	7854.514295734625	1.127324	36.774044	0.0513125963999999	0.0242008	0.0828468755	-0.1064206551	0.0578845162	0.0869112845	-0.0831521936	-0.1051838732	0.0240163308	0.0741545994	0.0593163412	0.1102507191	-0.1025929396	0.0607499259	-0.1316668158	0.0171264881	0.0898941682	0.0373476318	-0.0404099792	-0.06233812	0.0574395283	-0.0132566433	0.184943733	0.0493708447	-0.0813745902	0.0732863513	0.0521432862	-0.0179180162	-0.0919539992	0.039137284	-0.0911822382	-0.0059587246	0.1053108673	0.1201216969	-0.0157530621	0.0214511913	-0.0347719443	0.0180778219	0.0734467974	-0.1273649165	0.0481557109	0.0782034347	-0.0127306884	-0.0405595182	0.080642413	-0.0105479139	-0.0359089368	0.0676439164	0.1357828602	0.062153755	0.1141704065	-0.0778167598	-0.0149347936	-0.1056412099	-0.1360458276	-0.1197993153	-0.0028109939	0.0996748361	0.0649163982	-0.0265834473	0.036223265	-0.1066282371	0.0508773527	-0.029995479	0.0803526738	-0.0443463367	-0.116017145	-0.2041272281	0.0433129674	-0.0520375511	0.1008527629	0.0477854723	-0.0200409315	0.0268346594	0.0710580023	0.0623035663	-0.0223486819	0.1076810431	0.1304917119	0.033154624	0.0281787526	0.061710261	-0.0030747441	-0.0619277138	0.1104561922	0.0883882488	0.0023086318	-0.0442566675	0.0058011418	0.0062118035	0.0323662718	0.0717444503	-0.116242486	0.045491285	-0.0012552783	-0.0662556032	-0.1018645476	-0.0793840119	-0.0763772419	0.0552957443	0.1650460301	0.1168989972	0.1546202928	0.0366485008	0.0522124061	-0.0613952324	-0.1153361606	-0.0805031884	-0.0521613341	0.1240765774	0.0366704916	-0.0237322863	-0.1162658336	0.0976380941	0.0296834549	-0.0509054434	-0.1098273031	-0.1220030341	0.0	-0.017477	0.0167573	0.000305445529	0.00028080710329	-0.00943584	0.00715196	5.1150531841600006e-05	8.903507650559998e-05	0.0105525	0.00771938	5.95888275844e-05	0.0001113552562499	0.000187623	-8.350600000000001e-05	3.520239012899999e-08	6.973252036000002e-09	-8.738719999999999e-07	0.0002618191279999	7.636522723839998e-13	6.854925578668038e-08	-0.000362941	-4.835399999999997e-05	1.31726169481e-07	2.3381093159999967e-09
6202.841532604681	-3.793155654017028	14.388029815601346	38475243.07860559	12620.399178643564	-20.596570227538905	424.2187051379421	159274475.42830715	6052.690425550455	-1.5442580444605485	2.3847329078811166	36635061.38755015	6310.259223882178	7871.33877079292	1.254499	40.922588	0.0460281914	0.024087	-0.1362209091	0.0232322653	-0.1007787839	0.0989265229	-0.0270328543	-0.0066852765	-0.0324847455	-0.1274433869	-0.0384954781	0.0904931694	-0.0442385027	0.0332827625	0.0542729204	-0.0794522334	-0.0167884251	-0.1127373247	0.0235959231	-0.1445776734	-0.0916863127	0.1329676138	0.0716923012	0.0377816444	-0.0357192943	0.0394641537	-0.0117917512	0.0637868145	0.160920519	0.1630511537	0.0249671623	-0.0296960512	-0.1145216259	-0.0582184502	-0.1377861268	-0.1438502705	-0.0540933549	0.1701411995	-0.0228541639	-0.1280160274	0.0486836763	-0.0971223775	0.1031104358	0.0112357415	-0.1151510858	-0.0217441831	0.0820122257	0.0207507988	0.0339345355	-0.0582185392	-0.0101701183	0.0295525963	-0.0576332797	0.0097460165	-0.017892211	-0.0455606315	-0.0810302168	-0.1481204023	0.0017183665	-0.0360359406	0.1099923053	0.1909343496	0.0247949653	0.0013295665	0.0185469744	-0.0055245887	-0.0587062429	-0.014221643	0.0608002018	-0.0291358614	-0.0184831023	-0.1405558611	-0.0054714406	-0.1588694812	-0.0119430561	-0.1452724751	-0.0480554054	-0.0294363328	0.0393768362	-0.0865205328	0.1609160228	-0.0187452915	-0.0589761116	0.155921732	-0.0867793113	0.1882837767	-0.0727848256	0.0326517908	-0.0597706367	-0.0128665413	-0.0328469739	-0.0981931155	-0.0373531382	0.0616327776	0.0537050054	-0.0881899248	0.0387772062	0.0051560052	-0.0220757015	-0.0609878352	-0.0199887508	-0.1095666974	0.0041570979	0.0142943287	-0.0922182218	0.0387863571	-0.0205450607	0.2139971708	-0.069636164	0.0037453856	-0.0003532939	0.01535055	0.068987796	0.09576119	0.0238303864	-0.0589646239	-0.1148778268	-0.1184185493	0.0	-0.0173255	0.0001514999999999	0.00030017295025	2.2952249999999652e-08	0.00692699	0.01636283	0.0002677422056088	4.79831904601e-05	0.022716	0.0121635	0.00014795073225	0.000516016656	3.87689e-05	-0.0001488541	1.50302760721e-09	2.215754308681e-08	-0.000141836	-0.000140962128	2.0117450896e-08	1.9870321530288383e-08	-0.000420132	-5.7191e-05	1.76510897424e-07	3.270810481e-09
6201.957761891689	-0.8837707129914634	0.7810506731414395	38464280.080288574	12615.081172751095	-5.318005892468136	28.281186672325816	159140272.99509916	6044.885464156808	-7.804961393647318	60.91742235632508	36540640.27477427	6299.563185747299	7945.320884121634	1.217318	39.709698	0.03978646	0.0179928	0.0787101506	0.1183384693	0.0353643888	-0.1232493738	-0.0381603555	0.088300584	-0.0226560175	0.0729807374	-0.0878626403	0.1078376582	-0.0005901727	-0.1059401084	0.0471804838	0.1765196382	0.0435323326	-0.0562615244	-0.1147762245	0.0275514602	0.1389499038	0.1285994803	0.0414000366	-0.1656595131	-0.1127946981	0.070546431	0.0511549384	0.0522456922	0.2184209483	-0.1671633538	0.1549656856	-0.0360407482	0.016623517	0.0496037766	0.1893915041	0.0722331743	0.1630851127	-0.0692574911	-0.0252673053	0.0436745662	0.1265922082	0.0879929117	0.1044512465	0.0312150623	-0.019171355	0.0092661975	-0.0107213075	-0.0021974663	-0.0977827478	-0.0020012187	0.2244125674	-0.0066316893	0.0067832329	0.0144302258	-0.0259782947	0.1034479153	0.037326673	0.0157008597	-0.0262303069	-0.1464388078	-0.0818254461	0.0624231475	0.0271181764	0.0365025244	0.0319815359	-0.0800792527	-0.0630004698	-0.1256079615	0.0121128111	0.1796260785	0.1476065964	0.0134250379	0.0479685252	-0.1412341747	-0.1305963431	0.104480108	-0.0840543763	-0.1142480669	-0.0004574151	0.0179157129	-0.2626807235	0.0393919118	0.0985805499	0.0133245532	-0.0494331077	-0.0681093164	-0.1073253872	-0.1164747951	-0.0933765817	-0.0734879734	0.0868754069	-0.0833556239	0.1112324771	0.0376372931	-0.0796889734	0.0290268495	-0.1783717082	-0.0211745037	-0.0449176545	0.0506945969	-0.0100722137	0.1627177788	-0.0493742941	-0.0702050575	-0.1156739468	0.0895254401	0.0728640181	0.054581451	-0.0114917352	0.0132078941	0.0366070176	0.0063178294	-0.0789293394	0.0938283642	0.0179216609	-0.0667140218	-0.1188557671	-0.1131072554	0.0	-0.0275338	-0.0102083	0.00075811014244	0.00010420938889	0.00371376	-0.00321323	1.03248470329e-05	1.37920133376e-05	0.0281648	0.0054488	2.968942144e-05	0.00079325595904	0.000269009	0.0002302401	7.236584208100001e-08	5.301050364801002e-08	-3.07565e-05	0.0001110794999999	9.4596229225e-10	1.2338655320249998e-08	-0.000497135	-7.700300000000002e-05	2.471432082250001e-07	5.9294620090000035e-09
6205.088845294239	3.131083402549848	9.803683273723133	38503127.577995	12649.197274595426	34.11610184433084	1163.9084050527542	160002191.69163236	6062.609436121161	17.72397196435304	314.1391821931726	36755233.17494534	6315.128693696594	7829.490507189769	1.14302	37.286076	0.04711118	0.0230995	0.093483941	-0.0912955917	-0.0152228209	0.0971659721	-0.083043471	-0.0793969954	0.001291129	0.0716859598	0.0220179398	0.0993288589	0.0295830317	-0.0164878087	-0.0084761642	-0.0224964499	0.1010891716	-0.0471868296	-0.0549696127	-0.1795866099	0.1285198154	0.0582366553	0.044734037	-0.1501298989	-0.0195698988	0.0394501444	0.0519423973	-0.0176905686	-0.128430444	-0.0459602819	-0.1789942158	-0.0465590722	0.0316059629	0.178886002	0.0034337148	0.1280978134	0.090539192	0.0471731037	-0.1101817527	-0.0601348045	-0.0915032664	-0.0316239011	0.021660536	-0.0236171787	0.0831998746	-0.0569265099	-0.1000763574	0.0683195582	-0.0524527939	0.0761783823	-0.1323306083	-0.038148087	-0.0184758616	-0.0839174841	-0.069655749	-0.0088992097	0.0029851679	-0.0234515516	0.0210594824	0.0797812217	0.0619368093	-0.0525417827	0.0471482078	-0.0317350434	0.0646552666	0.0517104505	-0.0667552191	0.1418759069	0.032767137	0.1455898545	0.0446415874	0.1174097816	-0.0220351806	0.0835790425	0.1454049788	0.1316617549	-0.0151701232	0.0170615353	0.0787792803	0.0357583567	-0.0381561843	0.1145705985	0.095352715	0.0372750743	0.0471542371	0.0011562074	0.0509415445	0.135261921	-0.0431029746	-0.0129754641	-0.0781147462	0.183993738	-0.0591644706	0.0144977423	0.0602340251	0.0998105892	0.0743719994	-0.0753247504	-0.0565597469	-0.0816697831	0.0608238593	-0.0306821274	-0.0019675525	0.0145887697	0.0488317266	-0.038811894	-0.057242536	-0.0355749668	-0.1043170757	0.0594300393	0.0118767613	0.0108687236	0.0282493379	0.0918407451	0.0119710786	-0.0741129243	-0.1217239831	-0.106146603	0.0	-0.0083807099999999	0.0191530900000001	7.023630010409833e-05	0.0003668408565481	-0.00694472	-0.01065848	0.0001136031959104	4.82291358784e-05	0.021905	-0.0062597999999999	3.918509604e-05	0.000479829025	0.000335954	6.6945e-05	1.12865090116e-07	4.481633025e-09	-9.48507e-05	-6.409419999999999e-05	8.99665529049e-09	4.108066473639998e-09	-0.000586892	-8.975699999999999e-05	3.44442219664e-07	8.056319048999998e-09
6206.497994260822	1.409148966583416	1.9857008100231093	38520617.352763616	12657.687057168663	8.48978257323688	72.07640814083662	160217041.63721508	6065.850660051315	3.241223930153865	10.505532565402063	36794544.23004497	6322.448663106947	7903.2704257924515	1.232144	40.193359	0.039479795	0.01842	-0.1210604338	-0.0044493021	-0.0993989983	-0.002791662	-0.0259968286	-0.0646957047	-0.0519022741	-0.1064494036	-0.0678061769	0.0967565697	-0.0062735403	-0.0701103154	0.0816694787	-0.0114072267	-0.068616107	-0.021200899	-0.0931764187	-0.0380260161	0.1102145506	0.051681714	-0.0956329406	-0.0892404075	-0.0479087589	-0.0826430051	0.0446238461	0.1577371408	0.1177242613	0.033081561	-0.0142454879	0.0931362058	0.0934849213	0.1646828928	-0.047592687	-0.0020807232	-0.1428476407	-0.0253482411	0.090687025	0.0456888945	0.0186913629	-0.2208526947	0.0438264713	-0.1250802277	0.001802206	0.0288414946	0.0448075783	0.141256197	0.1201490379	-0.1162109485	-0.0472262029	0.15687963	0.0083401035	-0.0687308943	-0.0931818871	0.0453107781	0.0312740999	0.1218482393	-0.0223811341	0.0161201503	0.1509437434	0.1024914285	-0.0200257637	0.006661794	0.0545068095	0.0091234396	-0.0652291861	-0.0073625961	0.0550283296	0.0903156138	-0.028179419	0.0097676497	0.0145085146	-0.1450649103	-0.0621791292	-0.070975293	0.0619557237	0.0889666594	0.0074687876	0.0135067021	-0.0266130248	0.1620222762	-0.1730144691	-0.1842494901	-0.0794070976	0.1274049663	-0.0371207418	0.1698468823	-0.1087772635	0.0960514315	0.0366307576	-0.0161382033	-0.0714384628	0.0662823015	-0.0261506812	-0.0163915777	0.0867959988	0.1864899723	-0.1379233761	-0.0726824728	0.0106265997	0.0768884104	0.0458425424	-0.0521500153	0.0634990936	-0.0693521655	0.0200808542	0.1573080587	-0.0311008734	0.0845139808	0.0375480874	-0.0055519981	-0.0760584138	0.0897994937	0.0059925372	-0.0811224597	-0.1234556951	-0.0976380941	0.0	-0.00105453	0.0073261799999999	1.1120335208999998e-06	5.367291339239855e-05	-0.0167654	-0.00982068	9.64457556624e-05	0.00028107863716	0.0171451	-0.0047599	2.265664801000001e-05	0.00029395445401	0.000325033	-1.0921e-05	1.0564645108900001e-07	1.1926824099999998e-10	0.000153078	0.0002479287	2.3432874083999998e-08	6.146864028368999e-08	-0.000679503	-9.261100000000004e-05	4.617243270090001e-07	8.576797321000008e-09
6198.495826774518	-8.002167486304643	64.03468447887117	38421350.51454111	12610.338729213716	-47.34832795494731	2241.8641601292447	159020642.8655074	6049.253862840058	-16.59679721125667	275.4536776715772	36593472.29708536	6306.930449223836	7896.826791175123	1.17259	38.250656	0.03862322	0.0180484	0.0181238579	0.1572276315	0.0618629655	0.0378635037	0.0082158556	0.1250088155	-0.0269322307	0.0083561366	-0.0804181531	0.0769207842	-0.0461281059	-0.0224134238	-0.0097444466	0.020209694	0.0425455629	0.006602592	-0.0380458512	0.0721008142	0.1317868872	-0.0951059516	0.0336576936	-0.073127563	0.0749034452	-0.0636723076	0.044257193	0.0764579357	-0.0292876551	-0.1166952143	0.0387614089	0.0124775641	0.0293619946	-0.0491992376	-0.0600133453	0.0123931144	0.0522515614	0.0591736857	0.0253943587	-0.0579356957	0.0871291099	0.1097765357	0.0707612	0.0275514032	-0.0469793178	-0.1031980052	0.1066201598	0.0166295102	0.0429059108	-0.070822342	0.0842434096	-0.0095765979	0.0711535808	-0.0773243671	-0.0173006113	0.0828981093	-0.0588067312	-0.0672923122	0.0172691549	0.0777377553	0.1278372817	-0.0119120928	0.0028023179	-0.2457766922	-0.0610351217	-0.0004456463	0.0067790044	0.0801633047	-0.0998135696	0.0971509136	-0.0445818849	0.0868251311	0.0553545406	-0.0701180785	-0.0249128908	0.0231314604	0.0822006502	-0.0492431041	0.0209526768	0.1034151613	0.0616296145	-0.0220601464	0.0717848791	0.08431682	-0.0394655213	0.0341250409	-0.0612189407	-0.1689584678	-0.0132715794	-0.0334018889	-0.0292389468	-0.0537889953	-0.0270381889	0.0821767878	0.056719052	-0.1253012657	-0.065609546	0.0402046576	-0.047920541	-0.0760140019	-0.04757465	0.0005938735	0.0194955476	0.0229811911	0.1042060609	-0.0355291554	-0.2240778572	0.0208197691	0.024461853	-0.1102863129	0.017685032	0.0747728383	-0.0016691006	0.0877058019	0.0	-0.0877058019	-0.1240347346	-0.0877058019	0.0	-0.0119014	-0.01084687	0.00014164332196	0.0001176545887969	-0.0263008	-0.0095354	9.092385316e-05	0.0006917320806399	0.0159026	-0.0012425	1.5438062500000014e-06	0.00025289268676	0.000115502	-0.000209531	1.3340712004000002e-08	4.3903239961e-08	0.000130919	-2.2158999999999972e-05	1.7139784561000003e-08	4.910212809999991e-10	-0.000571224	0.000108279	3.26296858176e-07	1.1724341841000015e-08
6204.991500400275	6.495673625757263	42.193775852358506	38501919.520039655	12635.806174247951	25.467445034235425	648.5907565718026	159663597.67316264	6047.681290216702	-1.5725726233558817	2.4729846557283994	36574448.988037154	6301.531346501575	7866.609408949957	1.103461	35.995605	0.069437	0.0372458	0.1061058254	-0.017335529	-0.1129123913	0.0233795385	0.0464525246	0.0168050382	0.0502551212	0.0846150235	0.0631515651	0.0661650826	0.0577125393	0.0753819452	-0.0377744084	-0.0984549426	-0.0986393421	0.0263188697	-0.0292639647	-0.1064558343	0.0442661346	-0.1502468249	-0.081883598	0.1545831026	-0.0513456727	-0.0432324141	-0.0638036629	0.0366199829	-0.1042595787	0.0945990412	-0.0197904452	0.05365697	0.069309611	-0.0840039739	0.0505102152	0.1665772362	0.0462095737	0.0087317957	0.0995172643	0.1224620281	-0.1515213446	0.1408783772	0.0733975566	0.0336184348	-0.007867105	-0.0177545944	0.0858833647	-0.017311236	-0.0080576052	-0.1036200843	0.0528652376	-0.0766097747	0.0650971532	0.0975571612	0.0161087469	0.1218067478	-0.1124078327	0.0535426151	0.0975835765	0.1540851626	-0.1230138768	0.1674389144	-0.0357650207	-0.0859363352	-0.0071325324	0.0645221772	0.0201475426	0.0566178711	0.0063528818	-0.1492444721	-0.0006040377	0.0443638279	0.0764860864	0.0268441691	0.0405887813	-0.0315794942	0.0978096152	0.105586301	0.070582285	0.0674274254	-0.0652395533	-0.1254768949	0.1474648542	-0.1224037611	-0.0863100126	-0.1674042089	0.1462635748	-0.082977655	0.0005619824	-0.0710463676	-0.0610889253	-0.0584977757	-0.0285145578	0.061432589	0.0619062305	-0.072057168	-0.0513387589	0.0442202408	0.0974867948	-0.1103764084	-0.082019135	-0.0533492117	-0.0005626445	-0.1827241594	0.1088464071	0.1676307483	0.040030666	0.0324373739	-0.0280996002	-0.0701400424	-0.0066139255	-0.0696878729	-0.0619886718	0.0855608924	-0.0059925372	-0.0938283642	-0.1234556951	-0.0764945617	0.0	0.01726	0.0291614	0.0002979076	0.00085038724996	-0.0319419	-0.0056411	3.182200921000003e-05	0.00102028497561	0.00281945	-0.01308315	0.0001711688139225	7.949298302499999e-06	0.000251896	0.0001363939999999	6.345159481599999e-08	1.860332323599999e-08	0.000253019	0.0001220999999999	6.4018614361e-08	1.4908409999999995e-08	-0.000398691	0.0001725329999999	1.58954513481e-07	2.9767636088999984e-08
