global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
5433.77844799279	n/a	29525948.22187093	n/a	12714.074335206977	n/a	n/a	161647686.20116872	4698.842300624505	n/a	22079118.966138188	n/a	5938.138960020175	10887.2697353963	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0671279	n/a	0.00450615495841	n/a	-0.0167798	n/a	n/a	0.00028156168804	0.213133	n/a	n/a	0.0454256756889999	-0.00222113	n/a	4.9334184769e-06	n/a	-0.00136752	n/a	1.8701109504000003e-06	n/a	-0.00132409	n/a	n/a	1.7532143281e-06	0.0	0.0
5475.968347642126	42.18989964933644	29986229.344378438	1779.987632421079	12862.906651050522	148.83231584354508	22151.05823935276	165454367.51363975	4723.496865615925	24.65456499142056	22311422.63948347	607.8475749161802	5990.101243255456	11001.557347150469	1.448749	42.956318	0.1480028	0.0938804	-0.1067515675	-0.0991841657	0.0097440284	0.0906895063	-0.2055373251	-0.123081085	-0.0928209876	0.2223912753	-0.1518768746	0.0945553262	-0.1788247065	0.0306116028	-0.118868312	0.2740829576	-0.3228660337	0.0805794752	-0.1880383052	-0.0796366549	0.3448438185	-0.0129280251	0.0262878223	-0.0581309753	0.0634080108	-0.0649227158	0.1418353005	-0.181275034	0.0993980688	-0.1106464089	0.0296977834	-0.0993337348	0.1406979195	-0.0097893934	-0.0629167232	0.0614618433	-0.114833695	0.0467038912	0.0630389633	-0.1112885629	-0.0905201913	0.1473410675	0.0573084267	0.1068261505	-0.1713260179	0.0409055798	0.1007896531	0.0495986592	-0.0322830379	-0.0657508129	-0.0168991481	0.0240732567	-0.2314740772	-0.0640829072	0.2326082494	-0.1301148337	0.1355696717	-0.1686949183	0.1583315786	-0.0271542105	0.1381690408	-0.0210638498	0.1730553942	-0.0533419512	0.0874113048	-0.0376305911	0.0261124785	-0.1391285887	0.016471412	0.108587053	-0.0833242351	0.1414159627	-0.1193337528	-0.075827158	-0.0588761964	0.0540921997	0.1245419458	-0.0510859075	-0.0419942626	-0.1102506096	0.1293190998	0.0061192072	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0714092	0.0042813	0.00509927384464	1.8329529690000016e-05	-0.0220043	-0.0052245	2.729540025e-05	0.00048418921849	0.124541	-0.0885919999999999	0.0078485424639999	0.015510460681	-0.00195243	0.0002686999999999	3.8119829049e-06	7.219969e-08	-0.00158533	-0.0002178099999999	2.5132712089e-06	4.7441196099999966e-08	-0.00183568	-0.0005115899999999	2.617243281e-07	3.3697210623999995e-06	0.0	0.0
5456.3665215028495	-19.60182613927645	29771935.616977107	384.23158799442166	12829.583817292578	-33.322833757943954	1110.4112496595692	164598220.92493558	4699.036595055521	-24.46027056040475	22080944.92167098	598.3048358882033	5934.698359180365	10997.282929516048	1.356451	40.219627	0.0644744	0.0297801	0.1078716184	0.0435475422	0.1529303544	-0.0422240198	0.0400623353	-0.090848375	0.0953577714	-0.0944868736	-0.0780997297	-0.0026966129	0.0939933929	0.1289553106	-0.1623572395	0.0194470259	0.0724309588	0.1651644857	-0.0198081576	0.0164289104	-0.1136667986	-0.0447862198	-0.1137084465	-0.2189855408	0.1201789078	0.003061343	0.0363452075	0.0509737715	-0.022320571	-0.238337472	0.0676929778	-0.0716209666	0.0132279369	-0.0016101731	0.038341842	0.0330510646	0.0669710553	-0.1733784063	-0.1919780957	0.0410706198	0.0140867057	-0.1590213589	0.1065183321	-0.2061114389	-0.0580073201	-0.0976640624	0.0229734188	0.0849473101	0.0455755732	0.0602572586	0.059082898	0.0738742422	0.16375981	-0.0541593775	0.0184585157	-0.0316180674	-0.0543097758	0.1857830225	0.1253956952	-0.0535105169	-0.005249635	-2.54443e-05	-0.1053947553	-0.1558257289	0.2132296746	-0.0420635586	0.0773862277	-0.10372114	-0.1086126787	-0.1062194603	-0.0291789939	-0.0858244574	0.0691411233	0.141349702	0.0068734446	0.0711705602	-0.0524798624	-0.1001540808	0.0057939773	0.1647929316	0.0089658329	-0.1506481927	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0563754	-0.0150338	0.00317818572516	0.00022601514244	-0.0137592	0.0082451	6.798167401000003e-05	0.0001893155846399	0.137234	0.0126929999999999	0.0001611122489999	0.018833170756	-0.00165829	0.00029414	2.7499257241e-06	8.651833960000003e-08	-0.00130942	0.00027591	1.7145807364e-06	7.612632810000006e-08	-0.00183568	0.0	0.0	3.3697210623999995e-06	0.0	0.0
5465.0236186962775	8.657097193427944	29866483.152908158	74.945331816458	12838.635160904065	9.051343611487027	81.92682117320702	164830552.79480213	4707.450529684613	8.413934629092182	22160090.489427943	70.7942959426366	5946.533440072573	10999.187731326369	0.97545	28.922703	0.05576464	0.027917	0.2271330583	0.0849016788	0.1064294277	0.0146379892	-0.0522575819	-0.1369046417	0.0430537038	-0.0480162053	-0.114894278	-0.0032741728	0.158413349	0.1197066982	-0.0181582483	0.0562050616	-0.0846402235	0.1741522975	0.0894398609	0.0518026459	-0.0856030755	-0.0423431371	-0.0157260355	-0.1763646691	-0.0680644274	-0.002699302	0.1161350591	-0.0083102836	-0.0794735056	0.1564653958	0.0830133887	-0.02626728	-0.1207759598	-0.1976628314	0.1293542809	-0.0557813805	-0.0425042918	-0.0777695556	0.0105914848	-0.01748641	-0.0882208712	-0.0748954692	-0.0789494992	0.0494069409	-0.0326219819	-0.0990156183	-0.0321584647	-0.024788634	0.1342780406	-0.0759124602	0.0012549726	-0.1880597838	0.0812657579	-0.0423358336	0.0943388321	-0.1287890026	-0.0926077692	0.1745053258	0.1116697162	-0.1558043451	-0.0309181721	0.1860476131	-0.0696048868	0.0625598584	-0.1170554235	-0.0556973394	0.0347950311	0.0536069703	0.0589795088	-0.0894976116	-0.0830291308	0.0385321017	0.0308737746	-0.0882450356	-0.1114755969	-0.0264211772	0.0084959169	0.0125089791	0.123807135	0.1068332722	-0.0889113988	-0.0992885682	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0590722	0.0026967999999999	0.0034895248128399	7.272730239999996e-06	-0.00185836	0.01190084	0.0001416299927055	3.4535018896000005e-06	0.14625	0.0090159999999999	8.128825599999994e-05	0.0213890624999999	-0.00122431	0.00043398	1.4989349761e-06	1.8833864040000005e-07	-0.00119742	0.0001119999999999	1.4338146564e-06	1.2543999999999978e-08	-0.00193272	-9.704000000000006e-05	9.416761600000013e-09	3.7354065984e-06	0.0	0.0
5445.342885750667	-19.680732945610544	29651759.1433954	387.33124927644025	12816.912164269745	-21.722996634320225	471.8885827746879	164273237.42660576	4700.42649639899	-7.024033285622863	22094009.248049684	49.33704359753792	5952.97466607317	10973.418181636338	1.372052	40.682205	0.0802437539999999	0.0418029	-0.1173927395	0.1281741998	0.0428407752	-0.1058653165	0.0255848669	0.036928059	0.1142515866	0.0572641308	0.0448311153	-0.1247035699	0.0088210695	-0.0637601022	0.0781050129	-0.0562975962	0.1841508628	0.2601786783	-0.1059848994	0.2399938519	-0.0013386124	-0.2035203262	-0.2313948177	0.0335694618	-0.1624683674	-0.0816104184	-0.0512657682	-0.0239055341	0.1547280042	0.1011167305	-0.0872955788	-0.1977208866	0.1989303289	-0.2202534938	0.0019752377	-0.021288565	-0.0510667758	-0.0059550881	0.0804829051	0.0356834188	-0.0149271452	-0.0825498171	-0.057635206	0.1525413681	0.1219546805	0.0291543199	-0.1308113314	-0.1222713238	-0.0071319741	0.1048996388	0.0696567809	-0.1173191188	0.0198225897	-0.2195975621	0.0210964395	0.1134675658	-0.2001060323	-0.1103867418	-0.1582680423	-0.0497299597	-0.1067742368	0.0821152414	0.0759427848	0.1004875136	-0.0124122231	-0.0515678525	0.2357061092	-0.1483277396	0.1834416403	0.012530448	0.0187000227	-0.1948813224	0.0224683117	-0.0659172495	-0.0514656292	0.0970618786	0.0527930837	0.1589679302	0.0174127757	-0.1228457201	-0.0696442358	0.025135389	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0634298	0.0043575999999999	0.00402333952804	1.8988677759999967e-05	-0.000227906	0.001630454	2.6583802461160007e-06	5.1941144836e-08	0.11709	-0.0291599999999999	0.0008503055999999	0.0137100681	-0.00109048	0.0001338299999999	1.1891466304e-06	1.7910468899999982e-08	-0.000796086	0.000401334	6.337529193959999e-07	1.6106897955600002e-07	-0.00156597	0.0003667499999999	1.3450556249999992e-07	2.4522620409e-06	0.0	0.0
5455.588534563871	10.245648813203845	29763446.258464765	104.97331960350532	12806.991741990796	-9.920422278948536	98.41477819265846	164019037.47942045	4709.502906485118	9.076410086127908	22179417.626191773	82.38122005156441	5948.592602708311	10966.215454414105	1.116303	33.099091	0.051482466	0.0274164	-0.0797871237	-0.0691561618	0.1365060695	-0.0242376783	0.0212698652	0.0026958655	0.0513042624	0.0792814013	-0.0188217755	-0.1661253615	0.0422227528	-0.0511892482	0.0256324583	0.0717644525	-0.011171346	-0.0896034711	-0.0113138135	-0.0251520977	-0.061181983	0.0168607924	0.1326744773	0.0295970743	0.1283053128	-0.0821343613	-0.1262232479	-0.0095461181	0.0406301648	0.0648780407	0.1036105971	0.2513201312	0.0678235045	-0.0190558188	0.1717414294	0.0012427424	0.0628814665	-0.0347464445	0.0091022619	0.0438514604	-0.1447827844	0.1192373637	-0.0064476496	-0.0287788801	-0.0469578601	0.2982396597	-0.0594961092	0.0884883533	-0.0335807112	-0.14851916	0.1045347365	0.137804461	0.0605113795	0.0349642222	0.0677056868	0.0596837581	-0.0431368111	-0.0341566429	0.1483885667	0.1164847614	-0.0394332588	-0.0642071756	-0.0312019705	0.0326106919	0.0583646353	-0.0187836044	-0.1598879035	0.1630038889	0.1864677183	-0.0570316258	-0.0100457638	-0.1125828334	-0.1013939266	-0.0844335083	0.0345336376	-0.0134872346	-0.148527	-0.0144502377	-0.0851542142	0.1219732392	0.1574192466	0.2785583686	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.062274	-0.0011557999999999	0.003878051076	1.3358736399999804e-06	0.00368966	0.003917566	1.5347323364356e-05	1.36135909156e-05	0.0942097	-0.0228803	0.00052350812809	0.00887546757409	-0.00128741	-0.0001969299999999	1.6574245080999998e-06	3.878142489999996e-08	-0.0006305	0.000165586	3.9753025e-07	2.7418723396000006e-08	-0.00145791	0.00010806	1.1676963600000022e-08	2.1255015681e-06	0.0	0.0
5459.724416241168	4.1358816772972204	29808590.70129996	17.10551724860287	12803.508290766846	-3.4834512239503965	12.134432429641516	163929824.55173534	4706.799784578769	-2.7031219063492244	22153964.212110743	7.306868040585066	5944.749977997725	11011.417769749494	1.169919	34.688828	0.0798809399999999	0.0352663	0.130099486	-0.1104640289	-0.0088235057	-0.0080958041	-0.0196698528	0.0385840886	-0.0605953469	-0.049993939	-0.0377887214	-0.1002923032	0.0662351357	0.0076653862	0.1470942485	0.01462305	0.0189069138	0.0471279549	0.1931093389	-0.0577142311	-0.0404044103	0.0946300442	0.1293677239	0.0889838292	-0.0438234575	0.0227799952	-0.0257230279	0.0391047848	-0.0630410022	-0.0031377436	-0.0420874211	-0.0216230536	-0.1540759466	0.0518904266	0.0719988053	-0.1165944963	0.2504052021	0.061267279	-0.1808255631	-0.0594146181	-0.1069095046	-0.068582556	0.0077185645	-0.005960474	0.1883858277	-0.2021435653	-0.0302194301	-0.0441371967	-0.0395064915	0.0115808804	-0.197082298	-0.0181699207	0.0323911744	0.1110840704	-0.0619928178	-0.1142625371	0.0141492803	0.0321296996	-0.0425508643	0.0106933547	-0.0816280251	-0.1150195187	-0.1347298758	-0.0348508463	-0.157381318	0.0226553578	0.023775891	0.0920399873	-0.0766214644	-0.229713537	0.159985898	0.0044888819	-0.0015351021	-0.1398879482	0.1423840677	0.0801622324	-0.161134353	0.0505591795	0.1345325447	-0.0166084901	-0.0778925204	-0.1802588596	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0563475	-0.0059265	0.00317504075625	3.5123402250000015e-05	0.0144838	0.01079414	0.0001165134583396	0.00020978046244	0.0718893	-0.0223203999999999	0.0004982002561599	0.00516807145449	-0.00111624	0.00017117	1.2459917375999998e-06	2.92991689e-08	-0.000986408	-0.000355908	9.73000742464e-07	1.2667050446400005e-07	-0.00116819	0.00028972	8.393767840000002e-08	1.3646678760999998e-06	0.0	0.0
5444.396215642978	-15.328200598190053	29641450.15290758	234.95373357835385	12808.182575996676	4.674285229830275	21.848942409809467	164049540.90006486	4705.082508187863	-1.7172763909056812	22137801.40885539	2.949038202762042	5953.51322188617	11000.033185153785	1.26365	37.468006	0.06590165	0.0330274	-0.0533041169	0.1425633396	-0.050390849	-0.1447438017	-0.0195190934	0.0771584506	0.1268623274	0.0540321357	0.115163172	0.0727345145	-0.0898391979	-0.0771562339	-0.0676006729	-0.1418343923	0.0956004982	-0.0080967516	0.036624549	0.0390211048	-0.0665639793	0.1010180884	0.0318544695	0.1956726593	0.2852437408	0.0507921614	-0.1568196847	0.099891707	-3.99132e-05	0.1823406799	-0.196109553	-0.0794912954	0.1556406208	-0.0617677075	-0.0110186351	-0.0613807329	-0.0054385154	0.0226018599	-0.017947977	-0.0741544242	0.1070078242	-0.0432762742	0.0045827144	0.0964532072	-0.050402142	-0.0748586145	0.0271501759	0.0118406257	-0.0605604365	0.1170996736	0.1784463824	-0.0218009773	0.0211205029	-0.0195890405	-0.0899264491	0.2070979957	0.1240579829	0.0279657065	-0.0067118333	0.1179910663	-0.184340979	-0.2353580553	0.1234903542	0.1359899961	-0.0773446795	0.1369338918	0.1122493898	0.0358621986	0.2054493928	0.012722314	0.0450541147	0.0142667422	0.0221095291	0.1851468944	0.0181348942	-0.0348453754	0.1103316471	0.0075155911	0.0659418844	-0.095341757	0.0550210361	-0.0275958116	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.056288	-5.9500000000004e-05	0.003168338944	3.5402500000004753e-09	0.00828425	-0.00619955	3.84344202025e-05	6.86287980625e-05	0.0488806	-0.0230087	0.00052940027569	0.00238931305636	-0.0008644399999999	0.0002518	7.472565135998271e-07	6.340324000005033e-08	-0.00068708	0.000299328	4.720789263999999e-07	8.959725158400006e-08	-0.00134974	-0.00018155	3.2960402500000056e-08	1.8217980676e-06	0.0	0.0
5446.917478596299	2.521262953320729	29668910.01863786	6.356766879787565	12773.041470858718	-35.14110513795822	1234.8972703170336	163150588.41627663	4696.752747935504	-8.329760252358938	22059486.375239708	69.38490586177883	5945.414585265585	10985.2626908476	1.210641	35.896255	0.06230638	0.0311316	-0.1884391945	-0.0873290042	-0.0134672287	0.0797619334	0.045356124	0.1066048191	-0.0904786429	0.0104787463	0.100075132	-0.076647465	-0.0739778331	-0.1345652041	-0.0421631311	0.1523265519	-0.0724976528	-0.1304191065	0.0585572163	-0.0468590442	-0.0171619204	0.0989903865	-0.0066143987	-0.1202909786	-0.0747395054	0.05987407	-0.0076514002	-0.0064309326	-0.00585199	-0.0794998571	0.0219955765	0.1910346405	-0.0808001531	0.168844419	-0.111780696	0.0814936485	-0.0987183715	-0.0219921019	0.0741563255	-0.0117982997	0.1699925525	0.0045856936	0.1122430528	-0.0301041782	0.0524706687	0.0755173921	0.05253068	-0.109059994	-0.088127965	0.0672617	-0.1313658252	0.1133967612	0.0012032642	0.098732343	-0.0304690021	-0.0620482257	0.0670263653	-0.0733483965	0.060104494	0.0130920493	0.0792724818	0.1079208953	-0.0180637133	0.0359995507	0.1390037159	0.0373457053	-0.0910526912	0.0228188478	-0.1825066031	0.1161882348	-0.0309319285	0.1029802442	0.080698437	0.0887502794	0.153158796	-0.119788048	0.0059850179	0.0658405475	0.0171034789	-0.0545139256	0.121786784	0.0843364975	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0502348	-0.0060531999999999	0.00252353513104	3.6641230239999934e-05	0.00668922	-0.0015950299999999	2.5441207009e-06	4.47456642084e-05	0.0325021	-0.0163785	0.00026825526225	0.00105638650441	-0.00126744	-0.0004030000000001	1.6064041536000004e-06	1.624090000000807e-07	-0.000634287	5.279299999999998e-05	4.02319998369e-07	2.787100848999998e-09	-0.00103994	0.0003098	9.597604000000002e-08	1.0814752036e-06	0.0	0.0
5444.17285606621	-2.744622530088236	29639018.08672812	7.5329528326679505	12807.805097510778	34.76362665206034	1208.50973800384	164039871.41582307	4698.799763696624	2.0470157611198374	22078719.219315447	4.190273526273027	5955.894556002559	11000.651472056792	1.39042	41.226814	0.06440709	0.0358931	0.1452303029	0.014271554	-0.131423989	0.0780770721	0.1021446538	-0.045144859	-0.0968285365	-0.1518955048	-0.0268675646	0.1574783685	0.0328653186	-0.0125303404	-0.0062411883	-0.0646256532	0.0062441906	-0.2235465696	0.1206436593	0.1869972874	-0.0360255153	0.2015665367	0.1480370669	0.0950561732	-0.0408462123	0.1785953121	0.0461449054	-0.0512646313	-0.014032012	-0.0795439995	-0.0027196006	0.0377166822	-0.0630250571	0.0493026261	-0.0072860575	-0.00357734	0.0470967958	0.0087183366	0.0383759329	0.2462204873	-0.0398392466	0.0159427597	0.0367715428	0.0706110954	0.03332143	-0.0922446579	-0.0072087357	-0.1605566691	0.028156516	0.0065991769	-0.0559848383	0.1852521371	-0.0548487017	0.1396090921	-0.1312200175	-0.016918034	0.1499538063	0.1204250498	0.0028885725	0.028958291	0.2184909683	0.0009271607	-0.1151789708	0.0231459701	-0.0785047077	0.002626501	-0.0236994839	-0.0039414923	-0.021501607	0.0867302868	0.1193070425	-0.1161062099	0.1129500176	-0.0734550278	0.0625155246	-0.0699558246	0.0037427497	-0.1150167288	0.0682389786	-0.0205260365	-0.077474874	0.0045512235	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0375527	-0.0126821	0.00141020527729	0.00016083566041	-0.00226512	-0.00895434	8.01802048356e-05	5.130768614399999e-06	0.0282033	-0.0042987999999999	1.8479681439999985e-05	0.00079542613089	-0.000640119	0.000627321	4.09752334161e-07	3.935316370410002e-07	-0.000518031	0.000116256	2.68356116961e-07	1.3515457536000005e-08	-0.00101408	2.5859999999999946e-05	6.687395999999971e-10	1.0283582464000002e-06	0.0	0.0
