global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
4127.284652428784	n/a	n/a	17034478.60217419	10255.864799149043	n/a	105182762.77842444	n/a	3893.144917967342	n/a	n/a	15156577.35229494	4037.920787921168	7244.494680936947	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0317375	n/a	n/a	0.00100726890625	-0.0450773	n/a	n/a	0.00203196297529	-0.114048	n/a	n/a	0.0130069463039999	0.00132207	n/a	1.7478690849e-06	n/a	0.00110541	n/a	1.2219312681e-06	n/a	-0.000282141	n/a	n/a	7.960354388100001e-08
4137.147930882186	9.863278453402016	97.28426184934447	17115993.002002757	10297.47698101138	41.612181862336	106038032.17445923	1731.5736793441254	3890.734182081381	-2.410735885961003	5.811647511860183	15137812.475616472	4036.933538659283	7271.571260518805	1.089466	36.098682	0.0689592999999999	0.0407484	-0.0743847795	-0.0571729009	-0.1505936056	-0.0566047275	0.129117729	-0.0162658496	0.039940904	-0.0932459567	-0.0220035261	0.062772053	-0.07175403	0.0902133457	-0.0294624721	0.1470643758	-0.0325572488	0.0404688159	0.1915053673	-0.0381088286	0.1409851659	-0.0811224086	0.1198115208	-0.0539526445	0.0519356183	-0.0974430505	0.0065526849	-0.0250046976	0.0590833342	-0.0874893705	0.0825573226	-0.0304592566	0.0140597174	0.0140533946	-0.0211421477	-0.0008270243	0.1212281217	0.0212662803	-0.0944605936	-0.0970136254	0.0568900633	0.079324079	-0.314496853	0.1550611388	-0.0725840211	-0.0432405386	-0.0255323772	-0.0015769928	-0.0708113218	0.1269198095	0.038875739	0.0832386847	-0.0768668674	-0.1227212801	0.142498868	-0.1125611117	0.0644505925	-0.0274780806	0.0158797061	-0.0311736857	0.0971279559	-0.0078639621	0.003691094	-0.0194049599	0.0819396216	-0.0413762319	0.0133812065	0.0083994144	-0.0719681471	0.104208371	0.0073164911	0.0357415372	-0.0744212548	-0.0182832334	0.0301135242	0.0192282789	-0.3129607318	0.1498336562	-0.1942398485	-0.0560523144	-0.0326048786	0.0783472465	0.0767654492	0.033065711	0.0093934261	-0.0982023529	-0.0890718322	-0.0781421847	-0.036930854	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0355333	0.0037957999999999	1.4408097639999962e-05	0.0012626154088899	-0.0415174	0.0035598999999999	1.2672888009999984e-05	0.00172369450276	-0.0947975	0.0192504999999999	0.0003705817502499	0.00898656600625	0.000732716	-0.000589354	5.36872736656e-07	3.4733813731600004e-07	0.00110541	0.0	1.2219312681e-06	0.0	-0.000539849	-0.000257708	6.6413413264e-08	2.914369428010001e-07
4126.046261712651	-11.101669169534944	123.24705834980269	17024257.753792945	10284.235520864966	-13.241460146413374	105765500.2486207	175.33626680905368	3892.585720114512	1.8515380331309643	3.42819308813048	15152223.588439412	4040.704262480978	7298.460048947223	1.168937	38.73188	0.0934645999999999	0.0497634	0.064146089	0.1458895627	-0.0341777153	-0.1194615759	0.1082859517	0.0421824371	-0.0493967274	0.0051432306	-0.0711788323	0.1787751531	0.1591767806	-0.1070142373	-0.0383877044	-0.1160870515	-0.0152182494	-0.0167159766	0.0928381764	0.0560994354	0.18832912	-0.0213332373	-0.1241401797	-0.055968696	0.0298386676	-0.0193944367	0.0842078591	-0.0325030823	0.1443090319	-0.042220749	-0.2569333586	-0.0287340747	-0.0289108156	-0.1817858831	0.0450456262	-0.0895845625	0.124781822	-0.0800778373	-0.1882322756	0.0341398808	-0.1181718388	0.0432334388	0.0930610607	0.1223220464	0.0802737809	0.2671218431	-0.1299167199	-0.1904725537	-0.0458737233	-0.0321173979	-0.0959591485	0.010841127	0.0286156838	-0.0840752756	0.1291059668	0.0565085209	0.0322390397	-0.030125851	0.0860072389	-0.130435971	0.0094544094	-0.0848196488	-0.0490039969	0.0645654562	-0.1104466316	0.3907347943	-0.0412982011	0.0062008514	-0.0984918875	0.1268389004	-0.0733831227	0.0324625959	0.0353394509	0.0430981208	0.0298994696	0.081585427	-0.0233587024	-0.0760152176	-0.1115884337	0.2912057617	0.0891898077	-0.0884284266	-0.0418288856	0.0514648672	0.1385246083	-0.0663621546	0.0036570152	-0.0395330977	0.0551097938	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0181994	-0.0173338999999999	0.0003004640892099	0.00033121816036	-0.0789698999999999	-0.0374524999999998	0.0014026897562499	0.0062362451060099	-0.1187	-0.0239024999999999	0.0005713295062499	0.01408969	0.00102823	0.000295514	1.0572569329e-06	8.7328524196e-08	0.00110541	0.0	1.2219312681e-06	0.0	-0.000539849	0.0	0.0	2.914369428010001e-07
4128.144059722697	2.0977980100460627	4.400756490953221	17041573.377823792	10277.496393210477	-6.739127654489494	105626932.11245435	45.41584154350506	3889.551697789462	-3.034022325049591	9.205291468899324	15128612.409776889	4037.789683065951	7295.82204130084	1.162691	38.52494	0.05679835	0.0333606	0.0142834509	-0.0594390201	0.1396038481	-0.108444002	-0.171689721	0.0161702771	-0.1032472018	0.053850869	-0.0802778652	0.0043302767	-0.0390513985	0.1054592355	0.1672843359	-0.1248181507	0.0769935008	-0.0023889017	-0.1643364343	-0.0306132627	-0.1549208111	-0.0896156628	-0.0223109879	0.1251425901	0.0577447826	0.1497466016	-0.0532112356	-0.0260954418	-0.059536634	0.0929624367	0.0615853534	0.2505289675	0.1060895504	-0.2002290782	0.0308267527	0.0656762646	0.0294308647	0.1006658445	-0.066107415	-0.036652635	0.0391379063	0.0520523985	-0.0016484695	-0.1516339197	-0.0886557374	-0.0462663788	0.0753084435	-0.0011919759	-0.0961219364	0.0509038699	0.0474212004	-0.1166932677	0.0619544449	0.0330424853	-0.0863157865	0.0235106699	0.0908126573	0.1215049857	0.0889339662	0.025384284	-0.1343317028	0.077003672	-0.0404016166	-0.0980696749	0.0545444185	0.119127699	-0.0118019015	-0.2360061778	0.1275809195	-0.0890357074	0.0737369083	0.0055776533	-0.1214594561	0.0534684204	-0.0045712646	-0.0505580088	0.0255522947	0.1151567401	0.0892149757	-0.0914326196	0.0121900292	-0.0139427849	0.1092914061	-0.0989735239	-0.0585971911	0.129660631	0.0174150297	0.0802150632	-0.0468662798	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0238832	0.0056837999999999	3.2305582439999994e-05	0.00057040724224	-0.0958375	-0.0168676000000001	0.00028451592976	0.00918482640625	-0.11862	7.999999999999674e-05	6.399999999999478e-09	0.0140707044	0.00161303	0.0005848	2.6018657809000004e-06	3.4199104000000013e-07	0.00110541	0.0	1.2219312681e-06	0.0	-0.000638388	-9.853900000000004e-05	9.709934521000006e-09	4.075392385440001e-07
4131.667210425807	3.5231507031094225	12.41259087682042	17070673.937707767	10317.181325096966	39.68493188648972	106444230.4949296	1574.8938188353286	3888.910388949284	-0.6413088401782261	0.4112770284907415	15123624.01327767	4036.7844754024136	7302.759087340776	1.090763	36.141632	0.0449973499999999	0.0313945	0.0586549117	0.1721333733	0.0408722735	-0.1140220825	-0.0671570952	-0.0311856858	-0.0484528668	-0.0102600445	-0.0959642196	0.0695818889	0.0327689203	0.10158049	0.0014568395	-0.1720465426	0.1277658846	-0.0763945942	0.0568693516	-0.0546985573	-0.0769683788	-0.0440736006	-0.0850009596	-0.0275485912	0.0067348631	0.1729137317	-0.1371526014	-0.1005100111	0.0854969512	-0.0817296368	-0.008021847	-0.0495224777	-0.049832771	0.1193788202	-0.0650533524	0.1045461152	0.1101673568	0.0327789313	0.146228256	-0.0046935154	0.0957981507	0.0120286154	0.0132483405	0.0505145032	-0.1030605224	-0.0213622911	0.0497436049	0.0842304471	0.049109903	-0.0899982744	0.1365993857	-0.0391479593	-0.1067393315	0.2326013611	-0.0645407896	0.0096165268	0.0470125649	-0.0185244044	0.0903180437	-0.0568561397	-0.1335453118	0.1321475601	-0.142419112	0.0609094379	2.24167e-05	-0.1439235481	-0.0645923664	0.1296092298	-0.0184653416	0.0608058417	-0.00059531	-0.1711477912	-0.0843077187	-0.1019971904	0.0173715686	-0.0817708415	0.0353721255	0.0247521638	-0.0319817019	-0.0488494475	0.0242000603	0.0489548562	-0.0673901995	0.0080132631	-0.2275230684	0.1348398014	0.0433427583	-0.0324623871	0.0238422669	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0208243	-0.0030589	9.356869209999998e-06	0.00043365147049	-0.09551	0.0003275	1.0725625000000546e-07	0.0091221601	-0.14672	-0.0280999999999999	0.0007896099999999	0.0215267584	0.00178471	0.0001716799999999	3.1851897841e-06	2.9474022399999927e-08	0.00110541	0.0	1.2219312681e-06	0.0	-0.000539849	9.853900000000004e-05	9.709934521000006e-09	2.914369428010001e-07
4137.457508885217	5.790298459410224	33.52755624904841	17118554.637830667	10329.194385434208	12.013060337241768	106692256.65208556	144.3136186662113	3893.8496572526137	4.939268303329754	24.39637137227799	15162065.153286297	4042.657394011488	7316.609517274901	1.040602	34.479584	0.0857625999999999	0.0419108	0.0657343088	-0.0292882192	-0.0517414805	-0.1760999115	0.0806252597	-0.0464923138	0.0132877043	0.0152451428	-0.0975028929	0.0928807612	-0.1629554237	0.073891837	-0.0217172758	0.1235506947	-0.0728923801	-0.111859317	-0.0728646923	0.1065020389	-0.1637564086	-0.0464666763	0.0245264768	0.1526992787	-0.0466688866	0.0384787344	0.0254679447	0.0126945658	-0.0048526438	0.0439484876	-0.0588397747	0.0305382709	-0.2129417714	0.1084328625	-0.0036665286	-0.168171979	-0.2184133815	-0.0106428416	-0.0187134151	0.0687401509	0.0743765297	-0.2263255553	0.0792183285	-0.0741172237	0.1664468493	-0.1153090801	0.0097621217	-0.0517694123	-0.0308179105	0.0667595136	-0.0889068616	-0.0641881158	0.042138745	0.0858400099	0.1723351625	0.0273686405	0.0709441801	0.1647213731	-0.0765325845	0.1030675829	0.025473641	0.0033462937	-0.0125895593	0.0206993231	-0.0779802721	-0.0522196949	-0.0853037601	0.0786626783	-0.1316599189	-0.1552664466	0.0001792329	0.2151053038	0.1413849538	-0.0261399265	-0.0421427049	-0.1191207304	0.1567663349	-0.1632519629	0.0396634279	-0.0547979359	-0.0940383098	-0.0329990298	0.0438676258	-0.0037904777	0.2190999148	-0.1069813255	0.085331868	-0.0633731702	-0.1832629601	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0182183	-0.002606	6.791236000000004e-06	0.00033190645489	-0.0842414999999999	0.0112685	0.00012697909225	0.0070966303222499	-0.117495	0.0292249999999999	0.0008541006249999	0.013805075025	0.00147985	-0.0003048599999999	2.1899560225e-06	9.293961959999995e-08	0.00078394	-0.00032147	6.145619236e-07	1.0334296090000001e-07	-0.000766781	-0.000226932	5.1498132624e-08	5.87953101961e-07
4127.47769781861	-9.979811066607	99.59662892517152	17036072.145990014	10299.394452637582	-29.799932796626308	106077526.0910218	888.0359946834443	3892.816593888	-1.033063364613554	1.0672199153066766	15154021.03364977	4042.663123111176	7299.734897014707	1.004685	33.289524	0.0225771499999999	0.0112775	0.0980755973	0.1490462682	-0.0715293939	-0.0457677207	0.026593249	-0.0604029703	-0.0110629961	0.0744491313	-0.0229671244	0.0903876122	0.0546649766	-0.0122611197	-0.0305543251	-0.108164232	0.0827950475	0.0557217859	0.0205132407	0.1309122935	-0.1540596771	-0.0865554026	-0.1551399917	0.0920513176	0.2057627958	-0.0698239102	0.1849723296	0.0687374779	-0.0443993633	0.1288979965	0.1256001328	0.072357922	-0.0373304818	-0.0153626804	-0.0934817282	-0.0214318795	-0.0901902329	0.1328618038	0.1008090868	-0.1442725405	0.0350865018	0.0483786577	-0.0603011324	0.0943133292	-0.0193611492	-0.0800865496	-0.2161479694	0.0110126397	-0.0041644907	-0.0092491434	0.0088856212	0.0967510905	0.1636108805	-0.1340686758	-0.0669049617	0.1054948662	0.1131954579	0.0665087551	0.1645022202	0.1193717927	0.0407169508	-0.2303200487	-0.049373486	-0.0774780378	0.0312194605	-0.1145850637	-0.0668028555	-0.1192201219	0.0339898175	-0.0574839214	0.1534782308	-0.01783682	-0.0131351048	0.1134436378	-0.1440248783	0.0115425014	-0.0369650463	0.0753121051	-0.0134508645	0.0647367509	0.1976589325	0.1231454956	-0.0019082973	0.0188757619	-0.0244483241	-0.2035623313	-0.1058256011	0.1342661862	0.0718398664	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0181921	-2.620000000000053e-05	6.864400000000277e-10	0.0003309525024099	-0.077267	0.0069744999999998	4.864365024999857e-05	0.005970189289	-0.119796	-0.0023009999999999	5.2946009999999885e-06	0.014351081616	0.00135943	-0.0001204199999999	1.8480499249e-06	1.4500976399999998e-08	0.0007918079999999	7.867999999899996e-06	6.269599088638416e-07	6.190542399842633e-11	-0.00062956	0.0001372209999999	1.8829602840999997e-08	3.9634579360000003e-07
4123.885199818452	-3.59249800015823	12.90604188114088	17006429.14128167	10295.986048829853	-3.4084038077289733	106007328.71769896	11.617216516541363	3885.001055243725	-7.815538644274966	61.08264430015537	15093233.19924486	4035.858888058342	7277.271483443504	1.050739	34.815472	0.040001	0.0267578	0.0531888999	0.0039697957	0.1567308476	-0.0031876486	-0.073595474	-0.0476425243	-0.1987721433	0.0784714852	-0.0396876395	-0.0474425684	-0.0723431935	0.0398840026	0.2284779102	-0.0406468498	0.0029087254	-0.0097354017	-0.0178968138	-0.008783333	-0.0640653549	-0.0076079811	-0.1041884253	-0.0882716832	-0.039599275	-0.138664813	-0.049421785	-0.0022588195	-0.0350844098	-0.2911704617	-0.1454956263	0.0069455899	0.0586232238	0.1306165446	0.0242025816	0.0183147966	-0.0899651742	0.0360487307	-0.0854049495	0.0304580082	-0.1847448304	-0.1369078691	0.0049370132	-0.2176018383	0.1420474237	0.0461544716	0.0685504756	0.1739851469	0.0410492492	-0.0875897954	-0.1161115711	0.1105595688	-0.1288628509	-0.116207716	-0.0019363008	0.1066244812	0.0122198077	-0.1266769594	0.0054954594	-0.0498883317	0.1757997939	0.1179970864	-0.0440532495	0.1743278139	0.216106517	0.0632551821	0.0169528194	0.146271957	0.0820767306	-0.0185777719	-0.1088199499	0.1211207253	0.0087889881	-0.0506309203	-0.0624908913	0.1470821531	0.1090158982	-0.0272467207	0.193091551	-0.0401413784	-0.2027081167	-0.0544863573	-0.0962400209	-0.0410921955	0.0888127983	0.0099828493	-0.1117173073	-0.1336566128	0.2076447514	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0182086	1.6499999999999154e-05	2.722499999999721e-10	0.0003315531139599	-0.0743521	0.0029148999999999	8.496642009999989e-06	0.00552823477441	-0.117583	0.002213	4.89736900000003e-06	0.0138257618889999	0.000868761	-0.000490669	7.547456751210001e-07	2.40756067561e-07	0.000682171	-0.0001096369999999	4.65357273241e-07	1.2020271768978082e-08	-0.000726386	-9.682599999999994e-05	9.375274275999987e-09	5.27636620996e-07
4121.844511454521	-2.0406883639307125	4.164408998682208	16989602.17660776	10300.816196077703	4.830147247850618	106106814.30537672	23.330322435918905	3889.725522746091	4.724467502365769	22.32059318091025	15129964.642302351	4038.042176883734	7277.496415914491	1.13789	37.703175	0.1718554	0.0809601999999999	0.0837412693	-0.0539540169	-0.0940443892	-0.0161356321	-0.054199181	0.1163114285	0.0842114451	0.0354028699	0.0587946961	0.0994537435	-0.0971277656	0.0497122303	0.0085137363	0.0825265655	-0.0189716802	-0.0097072601	-0.0410481884	0.1087227051	-0.0909709869	-0.081404274	-0.0384224845	0.1069463979	-0.0030889646	0.1281431057	0.0814957163	0.0067557562	-0.1096762044	0.0851789594	0.0931115658	-0.3033648163	0.1307285024	0.0244863662	-0.0252413858	-0.1468623526	-0.1387962735	-0.0961923155	-0.037063474	0.0006990767	0.0045661492	0.0988819168	0.0659708877	-0.1403172108	0.2394882355	0.0840993483	-0.0228917461	-0.0632241306	0.0751092372	0.04154875	0.036371782	0.0797284595	-0.0726044796	0.0864395201	-0.1352756344	0.0186671844	0.1015652366	0.0830920357	-0.046494919	0.1380844691	-0.043211394	-0.0783887167	0.0438894749	-0.0014597232	-0.2001098599	-0.0929395355	0.1899063073	0.1435230777	0.1034261783	0.0918242205	0.0934189701	0.0976869989	0.1257444302	0.1302285248	0.1679280879	0.0355132576	-0.0079898508	-0.0588819106	0.2463126217	0.1441611641	-0.0758961388	0.0576864455	-0.0306586889	0.0560998111	0.0092754795	0.1186646486	-0.0200964921	-0.0803483977	-0.0541207868	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0183744	-0.036583	0.0013383158889999	0.0003376185753599	-0.0467904	0.0275617	0.00075964730689	0.00218934153216	-0.117637	-5.400000000001237e-05	2.916000000001336e-09	0.013838463769	0.000319813	-0.000548948	1.02280354969e-07	3.013439067040001e-07	-0.000620007	-0.001302178	3.84408680049e-07	1.695667543684e-06	-0.000424378	0.000302008	9.1208832064e-08	1.80096686884e-07
4108.453602222816	-13.390909231705336	179.3164500517712	16879391.001617633	10257.287352005922	-43.52884407178135	105211943.82162066	1894.7602662254544	3882.376414501848	-7.349108244242871	54.009391985598526	15072846.623880226	4031.8478632169495	7223.437805064889	1.024659	33.95134	0.0734158	0.0411542	0.0919532791	-0.0728359317	-0.1310777022	0.0758379674	0.016796535	-0.0455822446	0.1264286969	0.1015857469	0.0531322358	0.0264489203	0.014247742	-0.0810077975	-0.0997151767	0.0278339262	0.0652201717	-0.0159224549	-0.0061430273	-0.098370634	0.1463012189	0.1139694791	-0.1079889257	0.0681148118	-0.126221792	-0.0718908329	0.078417572	-0.1518446266	0.0550930611	0.0713271833	0.0030330366	0.2053143512	0.1526132691	0.1032329318	0.0714941998	-0.0262417165	0.0291888663	-0.0331550169	0.1164030914	0.0603974266	-0.0915034108	-0.0071373736	-0.0007334138	-0.0772502304	-0.0723178835	0.0040430347	0.0705206404	-0.1660808125	0.1540408506	-0.0814777953	0.0348755337	-0.133261965	0.176379246	0.0661166655	0.0127801519	0.1583027606	-0.0939633645	0.0459904618	-0.0719675142	-0.0887901666	-0.0275699499	-0.0713301344	-0.0672029082	-0.1726966099	0.1121639273	0.0749939345	0.0409284204	0.0485224657	0.0625567291	-0.1357862511	-0.0818426876	-0.1537950856	0.0143555928	0.0214666908	0.0103274431	0.0893933478	0.0604437271	0.0265340922	0.0367665073	0.0227451535	-0.0116038956	-0.124406341	0.1112526552	0.1602013734	0.0227698682	-0.02413164	0.2362944983	0.1085916923	-0.0883878801	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0216339	-0.0032595	1.0624340250000011e-05	0.00046802562921	-0.0428232	0.0039672	1.5738675840000033e-05	0.00183382645824	-0.117632	5.000000000005e-06	2.5000000000050003e-11	0.013837287424	0.000583243	0.00026343	3.40172397049e-07	6.93953649e-08	-0.000163198	0.0004568089999999	2.6633587204e-08	2.08674462481e-07	0.000179065	0.000603443	3.64143454249e-07	3.2064274225000005e-08
