TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,4,2.550000e+00,1.0,0.0,2.5e-06,9.009701,13.009485,13.189496,2.0,14.030151,0.8406557,14.130572,4.1093445,18.242086,2.0,18.242233,19.249567,6.060072,19.249752,23.251127,--
2,2,2,1,2,2,8.500000e-01,1.0,1.0,--,--,--,23.257576,2.0,23.98196,0.7243852,24.08232,2.5256147,26.610445,5.0,26.610558,27.616842,4.3592668,27.616991,29.618988,--
3,3,2,1,2,3,8.500000e-01,1.0,2.0,--,--,--,29.620552,2.0,30.563118,0.9425648,30.663467,2.3074353,32.972416,5.0,32.97253,33.97624,4.3556843,33.976383,36.978336,--
4,4,6,2,3,4,2.550000e+00,1.0,3.0,--,--,--,37.152863,2.0,37.779392,0.6265272,37.879753,4.323473,42.204456,7.0,42.20457,43.210136,6.057274,43.210285,47.211945,--
5,5,5,2,2,1,1.700000e+00,1.0,4.0,--,--,--,47.380753,2.0,48.113365,0.7326121,48.213776,3.367388,51.58294,5.0,51.583054,52.58846,5.2077065,52.588604,53.590347,--
6,6,3,1,3,1,2.550000e+00,1.0,5.0,--,--,--,53.5931,7.0,54.833233,1.2401325,54.933723,3.7098677,58.644344,1.0,58.64446,59.650455,6.057352,59.6506,60.65243,--
7,7,1,1,1,1,1.700000e+00,1.0,6.0,--,--,--,60.65404,2.0,61.996387,1.3423431,62.096752,2.7576568,64.85635,2.0,64.85647,65.86131,5.207271,65.86146,66.863304,--
8,8,4,2,1,1,1.700000e+00,1.0,7.0,--,--,--,67.04092,2.0,67.880226,0.8393071,67.98064,3.2606928,71.24342,1.0,71.24354,72.24719,5.206275,72.24734,73.24909,--
9,9,1,1,1,4,1.700000e+00,1.0,8.0,--,--,--,73.25182,2.0,74.1814,0.9295718,74.28174,3.1704283,77.453766,1.0,77.45388,78.45845,5.206623,78.458595,82.46141,--
10,10,4,2,1,2,1.700000e+00,1.0,9.0,--,--,--,82.63506,2.0,83.26283,0.6277745,83.3632,3.4722254,86.83735,3.0,86.83746,87.84214,5.207079,87.842285,89.84438,--
11,11,5,2,2,2,2.550000e+00,1.0,10.0,--,--,--,90.01243,2.0,90.646095,0.633665,90.74644,4.316335,95.06482,5.0,95.06494,96.06946,6.057029,96.0696,98.071014,--
12,12,6,2,3,1,8.500000e-01,1.0,11.0,--,--,--,98.24256,2.0,99.07997,0.8374161,99.18032,2.4125838,101.59426,8.0,101.594376,102.59944,4.35688,102.59959,103.601036,--
13,13,1,1,1,4,2.550000e+00,1.0,12.0,--,--,--,103.60383,7.0,105.0487,1.4448704,105.14909,3.5051296,108.657326,6.0,108.65744,109.66329,6.059463,109.663445,113.66469,--
14,14,4,2,1,4,1.700000e+00,1.0,13.0,--,--,--,113.83796,7.0,114.87996,1.0420015,114.98034,3.0579984,118.04007,9.0,118.040184,119.044334,5.206376,119.04449,123.04638,--
15,15,4,2,1,4,8.500000e-01,1.0,14.0,--,--,--,123.21649,7.0,124.04621,0.8297178,124.14654,2.4202821,126.568474,9.0,126.5686,127.57251,4.35602,127.572655,131.5739,--
16,16,3,1,3,4,1.700000e+00,1.0,15.0,--,--,--,131.57675,2.0,132.71489,1.1381485,132.81525,2.9618514,135.77902,7.0,135.77914,136.78456,5.2078147,136.78471,140.78647,--
17,17,1,1,1,3,2.550000e+00,1.0,16.0,--,--,--,140.78807,2.0,141.62991,0.841848,141.73026,4.108152,145.84125,4.0,145.84137,146.84648,6.058412,146.84663,149.84816,--
18,18,3,1,3,2,1.700000e+00,1.0,17.0,--,--,--,149.84975,2.0,150.99638,1.1466383,151.09674,2.9533617,154.05144,8.0,154.05156,155.05618,5.2064266,155.05632,157.05832,--
19,19,3,1,3,2,8.500000e-01,1.0,18.0,--,--,--,157.05994,2.0,158.19627,1.1363361,158.29665,2.113664,160.4131,7.0,160.41322,161.41649,4.3565497,161.41664,163.41875,--
