TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,1,1.700000e+00,1.0,0.0,2.4e-06,18.805685,22.806227,22.98167,2.0,24.233429,1.2517594,24.333845,2.8482406,27.18423,5.0,27.184381,28.195362,5.213691,28.19555,29.197222,--
2,2,4,2,1,4,8.500000e-01,1.0,1.0,--,--,--,29.371408,2.0,31.03388,1.6624717,31.13424,1.5875283,32.72322,4.0,32.723335,33.7294,4.3579936,33.72959,37.730965,--
3,3,3,1,3,3,8.500000e-01,1.0,2.0,--,--,--,37.737114,2.0,39.50042,1.7633061,39.600803,1.4866939,41.089214,7.0,41.089333,42.09537,4.3582582,42.09552,45.09725,--
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,--,45.272915,2.0,46.833443,1.560525,46.933887,1.689475,48.62521,9.0,48.625324,49.63034,4.3574247,49.630497,51.632248,--
5,5,3,1,3,1,2.550000e+00,1.0,4.0,--,--,--,51.635254,7.0,52.983746,1.348491,53.08409,3.601509,56.68823,1.0,56.688347,57.69321,6.0579543,57.69336,58.694843,--
6,6,4,2,1,2,1.700000e+00,1.0,5.0,--,--,--,58.8693,7.0,60.533836,1.6645346,60.634212,2.4354653,63.07109,8.0,63.071205,64.077194,5.2078943,64.07735,66.07922,--
7,7,1,1,1,3,2.550000e+00,1.0,6.0,--,--,--,66.082016,2.0,67.533676,1.4516549,67.634056,3.4983451,71.13521,1.0,71.13532,72.13903,6.057012,72.139175,75.14039,--
8,8,6,2,3,1,1.700000e+00,1.0,7.0,--,--,--,75.31196,7.0,77.16641,1.8544526,77.266754,2.2455473,79.51423,2.0,79.51434,80.519844,5.207883,80.51999,81.52118,--
9,9,3,1,3,1,8.500000e-01,1.0,8.0,--,--,--,81.52402,2.0,82.66699,1.1429752,82.767334,2.107025,84.87724,8.0,84.87736,85.88228,4.3582573,85.88242,86.88413,--
10,10,1,1,1,1,8.500000e-01,1.0,9.0,--,--,--,86.88576,7.0,88.23356,1.3478044,88.33391,1.9021956,90.23819,8.0,90.238304,91.242966,4.357211,91.24312,92.24525,--
11,11,2,1,2,3,2.550000e+00,1.0,10.0,--,--,--,92.24688,2.0,93.70035,1.4534678,93.800705,3.4965322,97.29922,5.0,97.29934,98.30432,6.0574465,98.304474,101.3059,--
12,12,4,2,1,4,2.550000e+00,1.0,11.0,--,--,--,101.47569,2.0,102.6168,1.141108,102.71714,3.808892,106.527885,1.0,106.528,107.53234,6.0566483,107.532486,111.533806,--
13,13,6,2,3,2,2.550000e+00,1.0,12.0,--,--,--,111.70578,2.0,112.8503,1.1445272,112.950676,3.8054729,116.758286,8.0,116.75841,117.76374,6.0579596,117.763916,119.7653,--
14,14,3,1,3,4,8.500000e-01,1.0,13.0,--,--,--,119.768524,2.0,120.80193,1.0334063,120.90226,2.2165937,123.1201,7.0,123.120224,124.124245,4.355722,124.1244,128.1262,--
15,15,2,1,2,3,8.500000e-01,1.0,14.0,--,--,--,128.12784,2.0,129.58403,1.4561907,129.68445,1.7938093,131.48035,5.0,131.48045,132.48532,4.357484,132.48547,135.48691,--
16,16,1,1,1,3,1.700000e+00,1.0,15.0,--,--,--,135.48854,2.0,136.93361,1.4450666,137.03395,2.6549335,139.69022,1.0,139.69034,140.695,5.206466,140.69516,143.6972,--
17,17,2,1,2,3,8.500000e-01,1.0,16.0,--,--,--,143.69882,2.0,145.15033,1.4515074,145.25078,1.7984926,147.05144,5.0,147.05156,148.05637,4.3575416,148.05652,151.05832,--
18,18,3,1,3,1,2.550000e+00,1.0,17.0,--,--,--,151.05994,7.0,152.61626,1.556312,152.71658,3.393688,156.11113,2.0,156.11125,157.11635,6.0564117,157.1165,158.11832,--
19,19,6,2,3,3,8.500000e-01,1.0,18.0,--,--,--,158.28928,2.0,159.43352,1.1442367,159.53386,2.1057632,161.6412,8.0,161.64133,162.64627,4.357002,162.64642,165.64787,--
20,20,3,1,3,2,8.500000e-01,1.0,19.0,--,--,--,165.65073,2.0,167.1996,1.5488706,167.29994,1.7011294,169.00327,6.0,169.00339,170.00832,4.3575807,170.00847,172.0109,--
21,21,1,1,1,4,1.700000e+00,1.0,20.0,--,--,--,172.01254,7.0,173.36682,1.3542693,173.46718,2.7457306,176.21492,6.0,176.21504,177.2204,5.2078485,177.22055,181.22229,--
