TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,3,8.500000e-01,1.0,0.0,2.3999019e-06,23.613928,27.614002,27.807083,2.0,28.63693,0.8298469,28.737335,2.4201531,31.16007,2.0,31.160225,32.167374,4.3602924,32.167557,35.17012,--
2,2,1,1,1,3,8.500000e-01,1.0,1.0,--,--,--,35.176666,2.0,35.702095,0.5254274,35.80244,2.7245727,38.52919,3.0,38.529305,39.53478,4.3581114,39.534924,42.536552,--
3,3,6,2,3,2,1.700000e+00,1.0,2.0,--,--,--,42.726948,2.0,43.252274,0.5253233,43.352627,3.5746768,46.928997,8.0,46.929115,47.935207,5.2082596,47.93536,49.937218,--
4,4,3,1,3,4,8.500000e-01,1.0,3.0,--,--,--,49.93995,2.0,50.468628,0.5286779,50.568966,2.721322,53.292587,6.0,53.292706,54.29721,4.3572617,54.29736,58.298786,--
5,5,3,1,3,2,8.500000e-01,1.0,4.0,--,--,--,58.30041,2.0,58.71857,0.4181577,58.818913,2.8318422,61.651836,7.0,61.651955,62.657345,4.3569303,62.65749,64.65892,--
6,6,2,1,2,1,1.700000e+00,1.0,5.0,--,--,--,64.66064,2.0,65.18548,0.5248361,65.28586,3.5751638,68.86299,5.0,68.863106,69.86923,5.208595,69.869385,70.872116,--
7,7,6,2,3,1,1.700000e+00,1.0,6.0,--,--,--,71.06122,2.0,71.68494,0.6237166,71.785286,3.4762833,75.26317,9.0,75.26329,76.26925,5.2080283,76.269394,77.270805,--
8,8,1,1,1,3,1.700000e+00,1.0,7.0,--,--,--,77.27347,2.0,78.202934,0.9294665,78.30326,3.1705334,81.47512,2.0,81.475235,82.480255,5.206786,82.4804,85.48225,--
9,9,1,1,1,3,2.550000e+00,1.0,8.0,--,--,--,85.48389,2.0,86.00415,0.5202601,86.104485,4.42974,90.537,3.0,90.53712,91.541245,6.057356,91.54139,94.54302,--
10,10,4,2,1,2,2.550000e+00,1.0,9.0,--,--,--,94.72892,2.0,95.252174,0.5232548,95.35252,4.4267454,99.78117,1.0,99.781296,100.78594,6.0570226,100.78609,102.7883,--
11,11,6,2,3,3,8.500000e-01,1.0,10.0,--,--,--,102.96994,2.0,103.38709,0.4171497,103.48743,2.8328502,106.32214,8.0,106.32226,107.32694,4.357002,107.327095,110.328445,--
12,12,4,2,1,4,1.700000e+00,1.0,11.0,--,--,--,110.51461,2.0,111.136406,0.6217981,111.236786,3.4782019,114.71718,2.0,114.71729,115.721954,5.2073455,115.7221,119.72367,--
13,13,3,1,3,3,8.500000e-01,1.0,12.0,--,--,--,119.72643,2.0,120.25209,0.5256553,120.35243,2.7243447,123.07933,8.0,123.079445,124.08418,4.3577433,124.08433,127.08552,--
14,14,1,1,1,1,2.550000e+00,1.0,13.0,--,--,--,127.08718,2.0,127.81878,0.7315989,127.91913,4.218401,132.14017,1.0,132.14029,133.1453,6.058117,133.14545,134.14699,--
15,15,4,2,1,4,1.700000e+00,1.0,14.0,--,--,--,134.35002,2.0,134.98495,0.6349347,135.0853,3.4650652,138.55296,2.0,138.55307,139.55751,5.2074885,139.55766,143.55922,--
16,16,1,1,1,1,1.700000e+00,1.0,15.0,--,--,--,143.56197,2.0,144.2863,0.7243244,144.38664,3.3756757,147.7642,3.0,147.76433,148.7684,5.206427,148.76854,149.77023,--
17,17,5,2,2,1,8.500000e-01,1.0,16.0,--,--,--,149.95721,2.0,150.58485,0.6276464,150.6852,2.6223536,153.3098,5.0,153.30992,154.31532,4.3581095,154.31546,155.3172,--
18,18,1,1,1,1,1.700000e+00,1.0,17.0,--,--,--,155.32,2.0,156.05202,0.7320032,156.15234,3.3679967,159.52118,1.0,159.5213,160.5259,5.205881,160.52603,161.52724,--
19,19,6,2,3,2,2.550000e+00,1.0,18.0,--,--,--,161.7147,2.0,162.33675,0.6220379,162.43707,4.327962,166.76628,9.0,166.7664,167.77132,6.056607,167.77145,169.77289,--
20,20,3,1,3,3,2.550000e+00,1.0,19.0,--,--,--,169.77563,2.0,170.50175,0.726106,170.6021,4.223894,174.82721,8.0,174.82733,175.83199,6.056341,175.83212,178.83424,--
21,21,5,2,2,2,1.700000e+00,1.0,20.0,--,--,--,179.01979,2.0,179.75186,0.7320713,179.85219,3.3679287,183.22197,5.0,183.22209,184.22675,5.2069607,184.2269,186.22823,--
22,22,4,2,1,2,2.550000e+00,1.0,21.0,--,--,--,186.4176,2.0,187.15195,0.7343304,187.25229,4.2156696,191.46924,1.0,191.46936,192.47508,6.057472,192.47523,194.47728,--
23,23,1,1,1,4,2.550000e+00,1.0,22.0,--,--,--,194.48004,2.0,195.0019,0.521866,195.10226,4.428134,199.53217,4.0,199.53227,200.53706,6.057013,200.5372,204.53922,--
24,24,4,2,1,1,1.700000e+00,1.0,23.0,--,--,--,204.7266,2.0,205.25183,0.5252414,205.35219,3.5747585,208.92928,3.0,208.9294,209.93422,5.207631,209.93436,210.93564,--
25,25,3,1,3,4,1.700000e+00,1.0,24.0,--,--,--,210.93854,2.0,211.6686,0.7300645,211.76898,3.3699355,215.14124,9.0,215.14136,216.14673,5.208201,216.14688,220.14891,--
26,26,1,1,1,1,2.550000e+00,1.0,25.0,--,--,--,220.15056,2.0,220.88527,0.7347222,220.98563,4.2152777,225.20332,2.0,225.20343,226.20813,6.0575776,226.20827,227.20967,--
27,27,5,2,2,1,2.550000e+00,1.0,26.0,--,--,--,227.3951,2.0,228.1201,0.7250098,228.22046,4.2249904,232.44717,5.0,232.44728,233.45248,6.057383,233.45262,234.45404,--
28,28,2,1,2,2,1.700000e+00,1.0,27.0,--,--,--,234.45692,2.0,235.18524,0.7283145,235.28563,3.3716855,238.65929,5.0,238.6594,239.6644,5.2074666,239.66455,241.66628,--
29,29,5,2,2,2,1.700000e+00,1.0,28.0,--,--,--,241.85458,2.0,242.68521,0.8306218,242.78557,3.2693782,246.05771,5.0,246.05783,247.06131,5.206719,247.06146,249.06392,--
30,30,5,2,2,3,1.700000e+00,1.0,29.0,--,--,--,249.25096,2.0,250.08545,0.8344759,250.18585,3.2655241,253.45384,5.0,253.45396,254.4574,5.2064347,254.45755,257.45932,--
31,31,1,1,1,3,1.700000e+00,1.0,30.0,--,--,--,257.4621,2.0,258.20184,0.7397383,258.30222,3.3602617,261.665,3.0,261.66513,262.6704,5.208316,262.67056,265.67233,--
32,32,3,1,3,3,2.550000e+00,1.0,31.0,--,--,--,265.67395,2.0,266.10175,0.4277845,266.2021,4.5222154,270.72632,8.0,270.72644,271.7314,6.057469,271.73157,274.73297,--
33,33,6,2,3,3,2.550000e+00,1.0,32.0,--,--,--,274.91815,2.0,275.5515,0.6333599,275.65186,4.31664,279.96997,6.0,279.9701,280.97357,6.055394,280.9737,283.9753,--
34,34,2,1,2,1,2.550000e+00,1.0,33.0,--,--,--,283.97818,2.0,284.7027,0.7245099,284.803,4.22549,289.03006,5.0,289.03018,290.03467,6.0565014,290.03485,291.03632,--
35,35,6,2,3,2,8.500000e-01,1.0,34.0,--,--,--,291.22238,2.0,291.85175,0.6293644,291.95215,2.6206355,294.57532,7.0,294.57544,295.5804,4.3580365,295.58057,297.58203,--
36,36,4,2,1,1,8.500000e-01,1.0,35.0,--,--,--,297.76685,2.0,298.4015,0.6346519,298.50183,2.615348,301.11905,4.0,301.11917,302.12445,4.357597,302.1246,303.12604,--
37,37,6,2,3,3,8.500000e-01,1.0,36.0,--,--,--,303.30844,2.0,304.03488,0.7264558,304.13525,2.5235443,306.6614,6.0,306.66153,307.66617,4.357739,307.66632,310.66736,--
38,38,2,1,2,4,2.550000e+00,1.0,37.0,--,--,--,310.67007,2.0,311.4021,0.7320162,311.5024,4.2179837,315.72232,5.0,315.72244,316.7274,6.057316,316.72754,320.72937,--
39,39,1,1,1,4,8.500000e-01,1.0,38.0,--,--,--,320.73102,2.0,321.46854,0.7375391,321.56888,2.512461,324.08353,1.0,324.08365,325.08865,4.357636,325.0888,329.09055,--
40,40,3,1,3,4,8.500000e-01,1.0,39.0,--,--,--,329.09238,2.0,329.81827,0.7259059,329.9186,2.524094,332.4444,8.0,332.44452,333.4491,4.3567386,333.44925,337.45135,--
