TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,1,1.700000e+00,1.0,0.0,2.7003698e-06,17.597048,21.597153,21.787521,2.0,22.73397,0.9464489,22.83443,3.153551,25.989414,3.0,25.989552,26.99751,5.209989,26.9977,27.999462,--
2,2,5,2,2,4,2.550000e+00,1.0,1.0,--,--,--,28.189474,2.0,28.917723,0.7282492,29.018112,4.2217507,33.241833,5.0,33.241943,34.248486,6.059012,34.24864,38.25149,--
3,3,1,1,1,2,2.550000e+00,1.0,2.0,--,--,--,38.257885,2.0,38.78415,0.5262644,38.88456,4.4237356,43.310036,4.0,43.310143,44.31602,6.0581346,44.316174,46.318638,--
4,4,6,2,3,1,8.500000e-01,1.0,3.0,--,--,--,46.51532,2.0,46.934277,0.418958,47.034668,2.831042,49.868397,6.0,49.868507,50.87503,4.35971,50.875187,51.876446,--
5,5,5,2,2,2,2.550000e+00,1.0,4.0,--,--,--,52.06543,7.0,52.700603,0.6351759,52.800995,4.314824,57.11682,5.0,57.116932,58.12153,6.0560994,58.121677,60.12388,--
6,6,2,1,2,2,2.550000e+00,1.0,5.0,--,--,--,60.126724,7.0,60.650833,0.5241097,60.751244,4.4258904,65.178955,5.0,65.17906,66.18268,6.0559545,66.18283,68.18488,--
7,7,5,2,2,4,2.550000e+00,1.0,6.0,--,--,--,68.36716,2.0,68.78485,0.4177007,68.88523,4.5322995,73.42042,5.0,73.420525,74.42447,6.0573134,74.424614,78.42682,--
8,8,3,1,3,4,2.550000e+00,1.0,7.0,--,--,--,78.4298,7.0,79.06752,0.6377167,79.16789,4.3122835,83.48214,2.0,83.482254,84.48795,6.0581517,84.488106,88.4894,--
9,9,2,1,2,2,8.500000e-01,1.0,8.0,--,--,--,88.49113,2.0,89.117035,0.625912,89.21744,2.624088,91.84373,5.0,91.843834,92.8486,4.357476,92.848755,94.850624,--
10,10,4,2,1,4,1.700000e+00,1.0,9.0,--,--,--,95.03602,2.0,95.97018,0.9341529,96.07057,3.165847,99.238434,3.0,99.23854,100.244545,5.2085257,100.244705,104.2461,--
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,--,104.43462,7.0,104.967636,0.5330117,105.068016,2.7169883,107.787415,7.0,107.78752,108.792725,4.358098,108.79288,109.794266,--
12,12,3,1,3,4,1.700000e+00,1.0,11.0,--,--,--,109.79725,2.0,110.43378,0.6365309,110.534164,3.463469,113.99952,8.0,113.99963,115.00601,5.2087703,115.00617,119.00743,--
13,13,1,1,1,2,8.500000e-01,1.0,12.0,--,--,--,119.00927,2.0,119.43394,0.4246662,119.53433,2.8253338,122.361626,4.0,122.36173,123.36619,4.3569193,123.36635,125.36829,--
14,14,6,2,3,2,2.550000e+00,1.0,13.0,--,--,--,125.55948,7.0,125.98462,0.4251437,126.085014,4.524856,130.61147,2.0,130.61157,131.61646,6.0569735,131.61661,133.61841,--
15,15,4,2,1,1,1.700000e+00,1.0,14.0,--,--,--,133.80258,7.0,134.43352,0.6309431,134.53389,3.4690568,138.00458,6.0,138.00468,139.00957,5.206997,139.00974,140.01253,--
16,16,6,2,3,3,2.550000e+00,1.0,15.0,--,--,--,140.19914,7.0,140.61809,0.4189394,140.71843,4.5310607,145.25299,2.0,145.25311,146.25848,6.059337,146.25864,149.26048,--
