TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,1,2.550000e+00,1.0,0.0,2.4000183e-06,57.835125,61.834774,61.840504,7.0,62.36091,0.5204085,62.46135,4.4295917,66.89275,2.0,66.8929,67.903984,6.063485,67.904175,68.90608,--
2,2,4,2,1,1,1.700000e+00,1.0,1.0,--,--,--,69.1034,2.0,70.04361,0.9402048,70.14399,3.1597953,73.305534,3.0,73.30564,74.31252,5.2091184,74.31267,75.31451,--
3,3,1,1,1,2,8.500000e-01,1.0,2.0,--,--,--,75.31831,7.0,75.84367,0.5253633,75.94406,2.7246368,78.670784,9.0,78.67089,79.67582,4.357503,79.675964,81.67851,--
4,4,5,2,2,2,2.550000e+00,1.0,3.0,--,--,--,81.86921,7.0,82.39356,0.524352,82.49395,4.425648,86.92259,5.0,86.9227,87.92907,6.0598607,87.92922,89.930664,--
5,5,3,1,3,4,8.500000e-01,1.0,4.0,--,--,--,89.93347,2.0,90.360725,0.4272553,90.46112,2.8227446,93.285736,6.0,93.28584,94.29199,4.3585224,94.292145,98.29347,--
6,6,2,1,2,4,2.550000e+00,1.0,5.0,--,--,--,98.29517,2.0,98.72808,0.4329055,98.82846,4.5170946,103.34805,5.0,103.34816,104.35301,6.057838,104.35316,108.35505,--
7,7,1,1,1,3,8.500000e-01,1.0,6.0,--,--,--,108.35672,7.0,108.77699,0.4202793,108.87738,2.8297207,111.7085,7.0,111.70862,112.7143,4.3575892,112.71446,115.716484,--
8,8,1,1,1,2,2.550000e+00,1.0,7.0,--,--,--,115.71809,2.0,116.66004,0.9419497,116.7606,4.0080504,120.77078,3.0,120.77089,121.77458,6.0564914,121.774734,123.77585,--
9,9,3,1,3,1,1.700000e+00,1.0,8.0,--,--,--,123.77747,7.0,124.1945,0.4170295,124.29488,3.6829705,127.9793,4.0,127.97941,128.98584,5.208364,128.98598,129.98729,--
10,10,4,2,1,1,8.500000e-01,1.0,9.0,--,--,--,130.17772,7.0,130.71054,0.5328271,130.81091,2.7171729,133.53062,6.0,133.53073,134.53596,4.358247,134.5361,135.53758,--
11,11,5,2,2,3,1.700000e+00,1.0,10.0,--,--,--,135.72974,7.0,136.66165,0.9319126,136.76204,3.1680875,139.93187,5.0,139.93198,140.9369,5.20717,140.93706,143.93845,--
12,12,1,1,1,3,1.700000e+00,1.0,11.0,--,--,--,143.94122,2.0,144.25984,0.3186169,144.36021,3.781383,148.14342,4.0,148.14352,149.14804,5.206829,149.1482,152.14973,--
13,13,2,1,2,2,2.550000e+00,1.0,12.0,--,--,--,152.15143,7.0,153.19368,1.0422459,153.29407,3.9077542,157.20375,5.0,157.20386,158.20837,6.0569468,158.2086,160.20984,--
14,14,1,1,1,3,1.700000e+00,1.0,13.0,--,--,--,160.2115,2.0,161.14429,0.9327866,161.24464,3.1672134,164.41382,2.0,164.41393,165.41942,5.2079277,165.41959,168.42088,--
15,15,6,2,3,4,2.550000e+00,1.0,14.0,--,--,--,168.6139,7.0,169.04362,0.4297181,169.144,4.520282,173.66676,4.0,173.66687,174.6721,6.0581965,174.67226,178.67377,--
16,16,6,2,3,2,8.500000e-01,1.0,15.0,--,--,--,178.86174,7.0,179.29362,0.4318815,179.394,2.8181186,182.21443,2.0,182.21454,183.21852,4.3567853,183.21867,185.22179,--
17,17,1,1,1,2,8.500000e-01,1.0,16.0,--,--,--,185.22592,2.0,185.76038,0.5344452,185.86078,2.7155547,188.57872,1.0,188.57883,189.58485,4.3589373,189.585,191.5868,--
18,18,4,2,1,2,2.550000e+00,1.0,17.0,--,--,--,191.77641,7.0,193.22668,1.4502674,193.32706,3.4997325,196.82884,6.0,196.82896,197.83403,6.057609,197.83418,199.83589,--
19,19,2,1,2,4,8.500000e-01,1.0,18.0,--,--,--,199.8387,2.0,200.26033,0.421619,200.3607,2.828381,203.19191,5.0,203.19202,204.19676,4.358061,204.19691,208.19986,--
20,20,3,1,3,4,1.700000e+00,1.0,19.0,--,--,--,208.20166,2.0,208.52657,0.3249174,208.62697,3.7750826,212.40366,8.0,212.40376,213.4097,5.2080445,213.40985,217.41135,--
21,21,3,1,3,1,2.550000e+00,1.0,20.0,--,--,--,217.413,2.0,217.84369,0.430696,217.94408,4.519304,222.46574,7.0,222.46585,223.46997,6.0569744,223.47012,224.47176,--
22,22,4,2,1,4,1.700000e+00,1.0,21.0,--,--,--,224.66313,2.0,225.09378,0.4306481,225.19415,3.6693518,228.86592,2.0,228.86603,229.87088,5.207752,229.87103,233.87299,--
23,23,3,1,3,2,1.700000e+00,1.0,22.0,--,--,--,233.87578,7.0,234.29355,0.4177764,234.39394,3.6822236,238.07823,1.0,238.07834,239.08353,5.2077594,239.08368,241.08504,--
24,24,1,1,1,2,1.700000e+00,1.0,23.0,--,--,--,241.08673,7.0,241.60991,0.5231754,241.7103,3.5768247,245.28915,7.0,245.28926,246.29509,5.208362,246.29524,248.2979,--
25,25,3,1,3,4,2.550000e+00,1.0,24.0,--,--,--,248.29953,7.0,248.8268,0.5272709,248.92719,4.422729,253.35182,2.0,253.35193,254.35686,6.0573254,254.35701,258.3589,--
26,26,1,1,1,2,2.550000e+00,1.0,25.0,--,--,--,258.36057,7.0,258.7778,0.4172466,258.8782,4.5327535,263.4129,7.0,263.413,264.41833,6.057753,264.41846,266.41977,--
27,27,3,1,3,1,8.500000e-01,1.0,26.0,--,--,--,266.42142,2.0,266.8435,0.4220945,266.9439,2.8279054,269.7731,8.0,269.7732,270.77844,4.357024,270.7786,271.7798,--
28,28,4,2,1,1,1.700000e+00,1.0,27.0,--,--,--,271.96735,2.0,272.4932,0.5258593,272.59357,3.5741408,276.17023,1.0,276.17035,277.17508,5.207753,277.17523,278.17685,--
29,29,3,1,3,1,8.500000e-01,1.0,28.0,--,--,--,278.17957,7.0,278.6101,0.4305278,278.71048,2.8194723,281.53278,4.0,281.5329,282.53827,4.3586974,282.53842,283.54037,--
30,30,4,2,1,1,8.500000e-01,1.0,29.0,--,--,--,283.73492,7.0,284.16016,0.425222,284.26056,2.824778,287.08713,7.0,287.08725,288.09198,4.357037,288.09213,289.09393,--
31,31,3,1,3,2,2.550000e+00,1.0,30.0,--,--,--,289.0969,7.0,289.62662,0.5297283,289.72702,4.420272,294.1488,3.0,294.14893,295.15387,6.056967,295.15402,297.1559,--
32,32,6,2,3,3,8.500000e-01,1.0,31.0,--,--,--,297.35098,2.0,297.77682,0.4258437,297.87723,2.8241563,300.70386,8.0,300.70395,301.7079,4.356885,301.708,304.70978,--
