global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
4461.312392196393	-8.068008300682777	19903308.260765105	65.0927579398862	10049.46347484199	-19.20716159620133	368.91505658259126	100991716.13218324	4201.633682461326	3.256259915733608	10.603228638813444	17653725.601593524	4319.271410378126	7184.543813537913	1.036776	44.062073	0.0853431899999999	0.0391773	0.0316273577	-0.1154316909	-0.0430039981	-0.0079273811	0.0437114761	-0.1436136209	-0.0236292	0.1021042514	-0.0077052419	-0.0169743849	0.0910799633	0.1871528331	0.0299608648	-0.1130834639	0.1381954437	-0.0354482351	-0.0705667001	-0.0306887548	-0.0443361921	-0.0455005957	0.1181309125	0.1077796688	0.1281204298	-0.0126843388	0.0727889325	0.0375106053	0.0065132899	-0.0677189096	0.010546837	0.0820803596	0.0863455725	0.1858834133	0.1502095997	-0.0698707226	-0.0003365604	-0.0731404578	0.1410697893	0.0416936984	-0.1449713702	-0.0487459014	-0.0930734776	-0.1043400976	0.0256017155	0.0860472004	-0.1115284769	-0.0573630613	0.029171896	-0.0290701158	-0.1207868716	0.0760704538	-0.1412237016	-0.006706973	-0.0093443637	-0.1573355409	0.0469684006	-0.0680565083	-0.0215905728	0.05664384	-0.0020231026	0.0929909171	-0.0765360182	0.1712218479	0.0123027801	0.0827126957	-0.0043027344	0.0328298185	-0.0984767999	0.0365570999	-0.1763066755	-0.0476170416	0.0603069172	0.0713267167	0.0036557977	0.0930722286	0.0167847671	-0.0166972328	-0.0646658967	-0.141696833	0.112907456	0.0830697478	0.0680686427	-0.0808010946	0.0977161547	-0.1084744761	-0.1594527722	-0.1030198565	0.0120967334	-0.0547882647	0.0635476441	0.0329437188	0.1258808356	-0.1442568578	0.0172362443	-0.0962170189	0.0594255632	-0.0623986269	0.0477883961	-0.0228540263	0.0709503829	-0.124560198	0.0649496524	-0.0491789225	0.0746937513	0.0994750917	-0.0183709606	0.0137857695	0.1917242723	-0.1073079078	0.1101044757	-0.0943341642	0.0833660178	-0.0119710786	-0.0994579802	-0.1217239831	-0.0641678585	0.0	0.0576235	-0.0051962999999999	0.00332046775225	2.7001533689999936e-05	0.0957118	0.0225376000000001	0.00050794341376	0.00916074865924	0.178968	0.0172279999999999	0.0320295450239999	0.0002968039839999	-6.34016e-05	-0.0001271638	4.01976288256e-09	1.6170632030440003e-08	-0.000686795	-0.000379076	4.71687372025e-07	1.43698613776e-07	0.00120168	0.0003013859999999	9.08335209959999e-08	1.4440348223999998e-06	0.0
4462.707859817495	1.3954676211014885	19915761.442076847	1.9473298815426476	10084.290613940591	34.82713909860104	1212.9296177933052	101692917.18641032	4191.168262419148	-10.465420042178266	109.52501665922654	17565891.40390954	4310.704054034673	7171.450698579848	1.03511	43.991261	0.0983637799999999	0.0525335	0.0434307815	-0.065273306	-0.1206789804	0.126040877	0.0092335755	-0.1044846761	-0.0583146677	0.0585917464	0.0187798757	-0.040266727	-0.0260474306	0.0471524467	-0.0827383756	0.0329682572	0.0385110188	-0.0479959341	0.0298958626	0.0540032884	-0.0008033656	0.0367648926	0.1468475843	0.2134578951	0.0830609955	-0.0998251621	0.1037903669	-0.0265444258	0.1841191711	-0.0599961877	0.026841991	0.0168296962	-0.0167174802	0.050578878	0.0905792343	-0.0585888676	0.0583273226	0.0472830095	-0.0211858335	-0.0340992404	0.0181554889	0.1155315786	0.1135542317	-0.0766235878	0.0329419522	-0.1546220204	0.2712587415	-0.2157321501	-0.0489778191	-0.0852760815	-0.0950573833	-0.0509405178	0.0034660748	-0.0401166105	0.0538980599	0.0414256067	-0.0235742134	-0.0484907306	-0.0140636595	0.0721542743	-0.0390533674	-0.0634741258	-0.080876689	-0.1141276173	-0.0608227085	-0.130517513	-0.0261024418	0.0182496209	-0.1736375034	0.1067283692	-0.1493093251	-0.1130237412	0.0454009817	0.0494636369	-0.1700586045	0.1609946402	-0.0219607875	0.0414980066	-0.0157671663	-0.0753524787	-0.0013689585	-0.005275392	0.0842507817	-0.0179053659	0.0179751172	0.0555085792	0.0430211637	0.0502469484	-0.0238923033	0.0570113998	0.0754742445	-0.1775846508	0.0474309863	0.2333630647	0.2834282474	-0.0714388245	0.0806726686	0.0687318726	0.0168337473	-0.0269527732	0.0052996402	-0.0188633628	-0.0010876597	-0.0347485242	-0.0456792378	0.0490840031	0.0003130165	0.1208314807	-0.0427178598	0.2014380233	-0.000664278	-0.034249304	0.0811224597	-0.0179216609	-0.1045650739	-0.1188557671	-0.0509054434	0.0	0.0508018	-0.0068217	0.00258082288324	4.653559089e-05	0.0794094	-0.0163023999999999	0.0002657682457599	0.00630585280836	0.145799	-0.0331689999999999	0.021257348401	0.0011001825609999	0.000582491	0.0006458926	3.39295765081e-07	4.1717725073476e-07	-0.000774286	-8.749099999999998e-05	5.99518809796e-07	7.654675080999996e-09	0.00109365	-0.0001080299999999	1.1670480899999966e-08	1.1960703225000002e-06	0.0
4462.790424296602	0.0825644791075319	19916498.37119345	0.006816893210298	10084.258786106771	-0.0318278338199888	0.0010130110056728	101692275.26517162	4206.680621737088	15.512359317939628	240.63329160886835	17696161.85329833	4327.154643588341	7160.513574338513	1.082736	46.015312	0.0353070999999999	0.0148992	0.1252206187	-0.0484989206	0.1148369474	0.04337762	-0.1160387008	-0.0564860794	-0.1258073177	0.0033010492	-0.0872143105	-0.0765398969	-0.1175067992	0.117022908	0.0350128881	0.1611635776	0.0274000534	-0.0113970407	0.0080207188	-0.0144779672	0.0088685949	-0.047912165	0.0745888655	-0.1119446836	0.0072980154	-0.1122350608	0.2107137659	0.0305917362	-0.0189026718	0.0575950662	-0.144690591	-0.0351048082	-0.1926812536	0.0656792791	-0.1305163493	0.0454829587	0.0107594199	0.0341572675	0.0035550492	-0.0015719472	-0.1157355284	-0.0132630839	-0.0807134515	0.0181494702	-0.022749236	0.1451747808	-0.0852170947	-0.1679120542	0.142293616	0.076964678	0.0332524254	-0.0878643564	-0.0167766704	0.1071733724	-0.187312617	0.0563556322	0.2340944053	0.0214417071	-0.0238689295	0.0295201988	0.0921265417	0.1003341082	-0.0238376327	0.2110719056	-0.0092455517	0.0012694996	0.0918588766	0.0557647331	-0.0514070961	-0.0940723904	0.0188907284	-0.1931245452	0.0190492083	0.1572160611	0.0352704659	-0.0533729947	-0.0159762663	0.0283181002	0.1888888978	-0.0686998313	0.0818563946	-0.163071907	-0.0979389425	0.0447556712	-0.0173498514	0.0521107255	0.0093364603	-0.1351818963	0.0062494308	0.0157622484	0.024471429	0.0839080289	0.12258024	-0.1845522823	0.0616380945	0.2073534088	-0.0124086108	0.0795097817	0.0461047735	0.2273662731	-0.051874789	0.0234545667	-0.1162323377	-0.1726636946	-0.0356512739	-0.0215494881	-0.009836237	-0.1045726356	0.128817669	-0.1284329141	0.0766099117	-0.1031910199	0.0788315284	-0.0238303864	-0.1091228139	-0.1148778268	-0.0369007123	0.0	0.0571179	0.0063160999999999	0.00326245450041	3.989311920999998e-05	0.0831254	0.0037159999999999	1.3808655999999978e-05	0.00690983212516	0.150105	0.0043059999999999	0.0225315110249999	1.85416359999998e-05	0.000772098	0.000189607	5.96135321604e-07	3.5950814449000025e-08	-0.000609483	0.000164803	3.71469527289e-07	2.7160028809000012e-08	0.00102868	-6.497000000000013e-05	4.2211009000000175e-09	1.0581825423999995e-06	0.0
4458.461705642923	-4.328718653679061	19877880.780684404	18.737805182709067	10047.423685139382	-36.835100967389735	1356.8246632777962	100950722.70869984	4210.720633364865	4.040011627776948	16.32169395257295	17730168.252244607	4331.150714752765	7191.75479443284	1.093428	46.469749	0.0870089999999999	0.040905	0.147033218	0.0685039621	-0.0972855797	-0.0768988757	-0.0421226013	0.0239932713	-0.1499368473	0.1002050464	0.0540829419	0.1018824762	0.0122395209	0.0999605815	0.0682026084	0.1380809895	0.0205187261	0.112349056	-0.0475487396	0.0318409042	0.047983706	-0.2104857923	-0.0277968332	-0.0250806406	-0.115709362	-0.0868719967	0.0437428901	-0.0513982278	-0.1151670307	0.0749685683	0.0469404489	0.0707386595	-0.0318777095	0.0265002549	-0.0084730978	-0.1328513932	-0.00244001	0.0263871732	-0.1268624136	-0.1956018111	-0.1213030551	0.1425926329	-0.0599177192	-0.1186381566	0.1612336762	-0.001874633	-0.0687054351	0.1312113684	-0.0201320473	0.0404979051	0.0711761163	0.1425736305	-0.0064896649	0.0585758579	0.0130452528	0.0599474448	-0.0528841585	-0.0368229795	-0.1011051784	-0.1243278541	0.0128798209	0.0151582263	-0.0348189156	0.0146516041	-0.1388421159	0.0579382374	0.0151452557	0.2004470056	0.0487313516	0.0313715002	0.1342269323	-0.0658315264	-0.0369342861	0.0840040343	0.0656947164	-0.1034471967	-0.0159824954	-0.0270654423	-0.0866387152	-0.0190862607	0.0659456107	-0.0585019709	0.1202098214	0.063751194	-0.0961512641	0.2106713126	0.0656126167	-0.1542529977	-0.0172282542	-0.1879716411	-0.0182872023	-0.0660202218	0.0222441965	0.0083038444	-0.0591081925	-0.045598008	-0.0291001224	-0.1168132825	0.0106810012	-0.0004387427	0.0725232082	0.0390397742	-0.0043801776	0.1295964321	-0.0195593069	0.0039869468	0.1288620863	0.0193619356	-0.0161267555	0.0332222054	0.1531860384	0.0106087085	0.0764945617	-0.0296834549	-0.1131072554	-0.1098273031	-0.0223578858	0.0	0.0460074	-0.0111105	0.00211668085476	0.00012344321025	0.0644421	-0.0186833	0.00034906569889	0.00415278425241	0.147352	-0.0027529999999999	0.021712611904	7.579008999999877e-06	0.00123277	0.0004606719999999	1.5197218729e-06	2.1221869158400001e-07	-0.000381217	0.0002282659999999	1.45326401089e-07	5.2105366755999994e-08	0.000628374	-0.0004003059999999	1.6024489363599993e-07	3.94853883876e-07	0.0
4454.335893594003	-4.125812048920125	19841108.25295989	17.022325063014478	10066.585913323135	19.16222818375354	367.19098896623854	101336151.95031576	4196.292522491613	-14.428110873251171	208.17038337082863	17608870.934319027	4317.516065847415	7156.567880454744	1.046184	44.461926	0.0629952	0.0314454	0.0860515281	0.1592203569	-0.0913678407	0.0790048394	0.0110847513	0.122378687	-0.123787786	0.0341735821	0.0793700558	-0.0059629867	-0.0184843468	0.0003467214	-0.0158841548	-0.1469052368	-0.0175872979	0.0154522769	-0.061225979	-0.0013221709	-0.0497609954	-0.1294402945	-0.0748340848	-0.0594563898	-0.087934088	-0.196506372	-0.1329118329	-0.2115415906	0.0224938417	0.0342601064	-0.0601215424	-0.0278059999	-0.0042119458	0.0287564638	0.1212078945	-0.1209231643	-0.0359058648	-0.097117095	-0.0003032494	0.0500974983	0.0155473111	0.0385308393	0.1240766908	0.1120775278	-0.0875651423	0.0184297711	-0.0671084941	0.243031222	0.0449501802	-0.1453025897	-0.0239775745	-0.0143312328	-0.1116216711	0.2094112832	-0.1196091199	0.0518782813	0.058890212	-0.1182621563	0.0945042362	-0.0330867874	-0.0910286434	-0.066821223	0.0670108734	-0.1301579315	0.0020153821	0.0679577253	-0.0603298791	0.1776745185	0.0445189092	0.0181293286	0.1320427829	-0.0442501243	-0.2097630488	0.011380652	-0.1552523068	-0.0787160915	0.1176110261	0.0879946101	-0.0340662446	-0.0387144389	0.0231690442	-0.020415505	0.1547346447	0.0024465481	-0.0574039404	-0.0807340465	-0.0472863917	0.0439741506	-0.0912169798	0.1038154736	-0.0938840716	0.1151988721	-0.1659107792	-0.0510406179	-0.0399555325	-0.1393109358	-0.1609961038	-0.087233864	0.0952179866	0.1492760397	0.1179762916	0.0288108742	0.0497301373	-0.1186998128	0.064011596	-0.0324084214	0.0730785218	0.0869473561	-0.0801613616	-0.0114631773	-0.1107209283	0.1303174885	0.0741129243	-0.0354671963	-0.1164974652	-0.1037513516	-0.0074890309	0.0	0.059763	0.0137556	0.0035716161689999	0.00018921653136	0.0900865	0.0256443999999999	0.0006576352513599	0.00811557748225	0.147184	-0.000168	0.021663129856	2.8224000000000498e-08	0.000947903	-0.0002848669999999	8.985200974090001e-07	8.114920768899999e-08	-0.000248248	0.0001329689999999	6.162706950400002e-08	1.7680754960999995e-08	0.000679082	5.0708e-05	2.571301264e-09	4.61152362724e-07	0.0
4457.927017578712	3.5911239847091565	19873113.294058237	12.89617147355337	10087.417230556795	20.83131723366023	433.94377768938966	101755986.38333412	4204.642415410988	8.349892919374724	69.72071176502416	17679017.841473147	4321.7644874086745	7153.822277779239	1.092578	46.433613	0.087485255	0.0379226	-0.018637631	0.1452117292	0.1475560165	0.078474378	-0.0722634865	0.154651298	-0.0006619723	-0.0678673593	-0.0996728474	-0.0182341149	-0.0831706102	-0.0720490835	0.0177411016	-0.0682843826	-0.031498776	-0.0471241221	0.0890965066	-0.1722455824	0.053824256	-0.1663810351	-0.1106303473	0.0261522355	-0.0447341089	0.0187160319	-0.1164916914	0.0787125442	-0.0350185974	-0.085162817	-0.2084406267	-0.0318508782	0.064687382	-0.0801010195	0.1009655494	0.0384612112	-0.0737843082	-0.0337530817	-0.0340524773	-0.069569428	0.0003487191	0.088066058	0.12240437	-0.0064560379	-0.0738197717	-0.1680132541	-0.0719437319	-0.004876449	0.0699357904	-0.045113446	-0.1581507205	-0.0385725295	0.0659940061	-0.0428062719	0.01967533	0.0417078128	0.1442159334	-0.077003834	0.0552458487	-0.0611249401	-0.1847626163	-0.030897269	-0.0826855597	0.0260916108	-0.0792501608	0.1235632604	-0.027921749	0.1196709515	0.1451205518	0.0616570494	0.0355003332	0.015978238	0.0003646033	-0.1055991966	0.0652417443	0.0502738153	0.2393062587	-0.0227180794	0.1046714244	0.0126208716	-0.0672521763	0.1369423987	0.0299947345	0.0050959481	-0.0703351738	0.0108171542	0.0056961504	-0.0115547078	-0.0844724056	0.0693595207	0.0407089252	-0.0959197377	-0.1587929912	-0.0607973139	0.1360900116	-0.1259264947	0.0226684331	0.0044440594	-0.0513156645	0.0228977282	0.0267663176	0.0788719553	-0.1544348615	-0.0181056494	0.0611487142	0.0336716695	0.0281597097	0.200299591	0.0909216325	-0.0849870324	-0.012323164	0.0372151754	0.0716880071	-0.0411681025	-0.1192756321	-0.0967067016	0.0074890309	0.0	0.0694895	0.0097264999999999	0.0048287906102499	9.460480224999998e-05	0.114303	0.0242165	0.00058643887225	0.013065175809	0.133642	-0.0135419999999999	0.017860184164	0.0001833857639999	0.000404453	-0.00054345	1.63582229209e-07	2.953379025e-07	-4.82869e-05	0.0001999611	2.33162471161e-09	3.998444151321e-08	0.000735676	5.659399999999998e-05	3.2028808359999974e-09	5.41219176976e-07	0.0
4447.738255260637	-10.188762318075533	19782375.58730893	103.8108775742359	10128.893578585014	41.476348028218126	1720.2874457578737	102594485.12630072	4196.914603446913	-7.727811964075045	59.7190777521014	17614092.18862596	4312.83055890982	7231.635516865892	1.119438	47.575142	0.204591555	0.103094	-0.14374243	0.0738049223	-0.0173254208	-0.0227550996	-0.0883681883	0.1176358219	0.1302581472	0.0104378194	0.0484529971	0.1087552234	-0.0930185489	0.1060429963	0.072430041	-0.061269448	0.0438376529	-0.0418582342	0.0030661879	-0.0562865559	-0.0161119486	0.0318343089	-0.0981215001	-0.0068710771	-0.0002286797	0.1958338081	-0.1137957526	-0.0007269187	-0.2003538239	-0.0147912089	0.1899299174	0.051139137	-0.0077619645	-0.0178516315	0.0442570432	-0.0664997047	0.0647031119	0.0552709946	-0.0986068705	-0.1515399802	-0.0526412997	-0.0576875721	0.189606572	0.2588096763	-0.0844112721	0.123283194	0.1211340787	-0.050520039	0.0823936803	0.1330835005	0.0311628097	-0.0021413319	0.1051156957	0.0228459624	-0.0747980995	-0.0151527311	-0.0392963342	-0.0836643615	-0.0517242163	0.1527663043	-0.0155200064	0.0265981359	-0.058753905	-0.0669490446	0.0579303462	0.0671413333	-0.1487062922	-0.0274503611	0.0698664493	0.0296850545	0.0133561391	0.230650992	-0.0157473845	-0.046646824	0.1281991715	-0.117631703	-0.1516749522	-0.1272525068	-0.0819079041	0.0387881865	-0.0377392635	0.064499288	0.0884313009	0.0338547557	-0.0089641166	0.2320204827	-0.0827871259	0.0324263308	-0.1197468157	0.1833071335	-0.1385427289	0.1654379475	-0.0168746898	0.0296960264	0.0564961707	0.1072727096	0.0455701471	0.1005264231	-0.1338344899	0.0839370477	-0.0989571461	-0.016875304	0.1219153387	-0.066035727	0.0375292933	0.1245021521	0.008154896	0.0233824927	0.0989767529	0.0803238856	-0.0072194467	0.1301136562	0.0692212261	-0.0467728586	-0.1214271607	-0.0887591272	0.0223578858	0.0	0.0620753	-0.0074141999999999	0.00385334287009	5.497036163999994e-05	0.18674	0.0724369999999999	0.0052471189689999	0.0348718275999999	0.0941497	-0.0394923	0.00886416601009	0.00155964175929	-0.00116416	-0.001568613	1.3552685056e-06	2.460546743769e-06	-0.000109733	-6.14461e-05	1.2041331289e-08	3.77562320521e-09	0.000660774	-7.490199999999995e-05	5.610309603999993e-09	4.3662227907600004e-07	0.0
4459.46166062616	11.723405365522922	19886798.30259463	137.43823336437163	10149.070552999894	20.176974414880533	407.1102965387436	103003633.08976956	4203.413567034801	6.498963587888284	42.23652771669775	17668685.615532234	4317.400395187048	7136.547712950877	1.072937	45.598892	0.199475435	0.0851530999999999	-0.1435760087	0.1217936807	0.0260648932	0.126173039	0.0671619973	0.139133657	0.0700106078	-0.0464038991	0.0323945578	-0.0482159267	-0.1175693443	-0.0433827488	-0.2028292982	0.0329268396	-0.1079854224	0.0213830177	0.054957687	-0.0413949095	0.0940047351	-0.0058296231	-0.1404109546	-0.2252251904	0.0805237722	0.0249679815	-0.0403725829	-0.1166677347	-0.0333685682	-0.0174459327	-0.1626346774	-0.0206216398	-0.0173744759	0.0330919069	0.1928490706	-0.0334501564	0.1718460026	-0.0313428827	-0.0737417078	-0.0345511379	0.0874816285	-0.0614028497	-0.1304354322	-0.0259798572	0.0398810743	-0.0035025209	0.142903	0.0127044973	-0.0786300692	0.0488120638	0.0421569064	-0.0100315822	0.0482904691	-0.0335788851	0.0543365204	0.0015910533	-0.0904536004	0.0733475913	-0.0398323921	-0.0585822471	0.0652950744	-0.0330826587	0.0894645442	-0.0055958782	0.1578026408	-0.0524845805	0.0093978435	-0.004313609	0.1868858315	-0.1618548593	-0.0127154855	0.0726258318	-0.1089724629	0.042667195	-0.0628376109	-0.0940142106	0.1471891465	0.0543690079	0.0714306512	-0.0812479134	-0.0652144047	0.0152431973	0.0609138304	-0.1056487743	0.034126105	0.1239326207	-0.0996541476	0.120018438	0.1442905432	-0.0431392231	-0.0086747325	-0.0092527998	0.1077331681	0.1657450481	-0.0578643572	0.0126766302	-0.0152114163	0.0500274168	-0.0370840447	-0.0580984849	0.0192132764	0.058617829	0.0284553178	0.1121259999	0.015694523	-0.0277827283	-0.014265123	-0.1417544145	-0.0475231739	-0.0718691974	-0.1232347594	-0.0062574283	0.0667140218	-0.0522683746	-0.1229407472	-0.0799828327	0.0369007123	0.0	0.112665	0.0505897	0.012693402225	0.00255931774609	0.154495	-0.0322449999999999	0.0010397400249999	0.023868705025	0.116589	0.0224392999999999	0.0135929949209999	0.0005035221844899	8.61677e-05	0.0012503277	7.42487252329e-09	1.5633193573872903e-06	0.000261091	0.000370824	6.816851028100002e-08	1.37510438976e-07	0.000397897	-0.000262877	6.910431712900004e-08	1.5832202260899997e-07	0.0
4470.4147795556855	10.953118929525772	19984608.301269908	119.9708142843358	10158.876334154013	9.80578115411845	96.15334404246454	103202768.37263449	4206.402216660645	2.988649625843209	8.932026586052753	17693819.608327586	4319.756068030229	7216.543581848783	1.137557	48.345173	0.13865358	0.0676516	-0.0402666561	0.1303511524	0.1092268412	-0.1545331611	-0.1063713774	0.1496571416	0.0235640898	-0.0124659132	-0.1017399876	-0.0443239132	0.0508206473	-0.0626031033	0.0283076238	0.0442362975	-0.143891163	-0.1567037782	0.0815161288	0.0239402824	0.0410572145	0.0204884983	-0.0444315948	-0.1399365586	-0.105061416	-0.0133631878	-0.0129014293	0.0183477965	-0.0779505324	0.0606234205	-0.0956770815	0.0584084515	0.0285660481	-0.1182306791	0.0719589929	-0.0084671698	0.0690735232	-0.0586530572	0.1628714722	0.0290091926	-0.0196664523	-0.0174630927	-0.0452880363	-0.1356731496	-0.0181422086	-0.14445616	0.0652907166	-0.0824989557	0.0739184116	0.1598437545	-0.032353616	-0.0315522342	0.102172266	-0.0970044605	-0.1021401092	0.0188664835	-0.0484976716	0.1904232869	0.0447924966	-0.1770724826	0.2010577941	-0.1060435804	-0.0695795563	0.0972948921	0.0517175456	0.0893772661	0.0125524469	-0.0510540402	0.1013020747	-0.1040184499	0.1418700624	-0.0240073462	-0.0110049163	-0.0158244803	0.0783628002	-0.0574368486	0.1456106597	-0.0103780594	-0.0525874282	-0.0672091053	-0.1222697598	-0.005230826	0.0341433414	-0.1425225348	0.0528535976	-0.0963925609	-0.0208841305	-0.064346977	0.0469413281	-0.0768676102	0.1270843222	-0.0787000473	-0.0505413448	0.0203108423	0.1047276643	0.09916421	0.1108591485	0.1404373896	-0.097628949	-0.0500211804	-0.1145826917	0.0261001675	0.0196276854	0.0409816171	-0.1158759616	-0.2106990383	0.1310636892	-0.0887784437	0.0017951483	-0.1963600279	0.0734490335	0.040036958	0.0641678585	-0.0576418153	-0.1238084399	-0.0704597601	0.0509054434	0.0	0.0823451999999999	-0.0303198000000001	0.0067807319630399	0.00091929027204	0.0958861	-0.0586088999999999	0.0034350031592099	0.00919414417321	0.132728	0.016139	0.017616721984	0.000260467321	0.000261043	0.0001748752999999	6.814344784899998e-08	3.058137055008999e-08	-6.80993e-05	-0.0003291903	4.637514660489999e-09	1.0836625361409003e-07	0.000565549	0.000167652	2.8107193104000026e-08	3.19845671401e-07	0.0
4455.59667202317	-14.818107532515567	19852341.703743946	219.57631084519463	10106.235905357871	-52.64042879614135	2771.0147438416275	102136004.17474464	4196.923138859536	-9.47907780110836	89.8529159594653	17614163.83349458	4308.845595992529	7206.719971758511	1.182448	50.252998	0.065940535	0.0432663	-0.0952961439	-0.0688558235	-0.0983268615	-0.020100139	-0.0281046727	-0.0554226194	0.0978172317	0.0472185169	0.031555922	0.0420226286	-0.0441536318	0.1072902307	0.0639060756	-0.1694865878	-0.0907288256	-0.1877142525	0.0425338939	0.1102125499	0.043629681	0.0356719948	0.0260131912	0.0625534823	-0.0992172471	0.0223268773	0.1640942836	0.0602159639	-0.0357490104	0.0288581219	-0.0860350535	0.0179377884	0.0834489739	-0.0396741698	0.0052698632	-0.2025077438	-0.0061691157	-0.0070087831	0.0148523355	-0.0477429145	-0.0478355308	-0.2257934019	0.0300109103	-0.123604263	0.0281393429	0.0814652568	0.014422866	-0.0510559811	0.0236384533	-0.0604026409	-0.0240243953	0.0618081259	0.1980696251	0.1441216016	0.0888633133	0.0800319415	0.0807918819	-0.0243608707	0.0081563344	0.05657141	-0.152611979	-0.0141147374	0.1037014984	-0.1215752533	0.0521319611	-0.0922935691	0.0755935722	-0.1088028741	-0.0485627021	0.0603355254	0.052109106	-0.0585635335	0.1414268287	0.0995782352	0.1327781296	0.0318481762	0.101069666	0.011492327	-0.0584063836	0.0931189633	0.0493892326	-0.0510576531	0.1795617858	-0.0477429762	0.0619280281	0.0043364823	-0.1015378447	0.0788835124	-0.0399932101	-0.1629779012	0.0424589903	0.0522331997	0.0747142287	-0.030129422	0.0456485912	0.0422714257	-0.0516151259	-0.0847536779	-0.1404497593	0.133806171	0.0268882449	0.1141776104	-0.097777542	-0.0159408991	-0.0235325465	0.0559908423	-0.0924365742	0.0613155534	-0.0723342019	0.0963432144	-0.1788210425	0.0049912714	0.0615842229	-0.0628806309	-0.1240256802	-0.0602788237	0.0641678585	0.0	0.0829305	0.0005853000000001	0.00687746783025	3.425760900001264e-07	0.137527	0.0416409	0.00173396455281	0.018913675729	0.132784	5.6000000000000494e-05	0.017631590656	3.1360000000000553e-09	-0.000115348	-0.0003763909999999	1.3305161103999998e-08	1.41670184881e-07	-0.000133065	-6.496570000000001e-05	1.7706294225e-08	4.220542176490001e-09	0.000533739	-3.181000000000006e-05	1.011876100000004e-09	2.84877320121e-07	0.0
