global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
4550.088875592661	n/a	20703308.775792085	n/a	10506.650649264811	n/a	n/a	110389707.86569668	4222.448039267531	n/a	n/a	17829067.44431422	4349.597649503213	7813.670651182383	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.202374	n/a	0.040955235876	n/a	-0.136238	n/a	n/a	0.018560792644	-0.424349	n/a	0.180072073801	n/a	0.00393814	n/a	1.5508946659599998e-05	n/a	-0.000623766	n/a	3.89084022756e-07	n/a	0.000284758	n/a	n/a	8.108711856399999e-08	0.0
4498.237307797283	-51.85156779537738	20234138.87725935	2688.5850828386165	10248.652356113296	-257.9982931515151	66563.11926909513	105034875.1164666	4208.606612491348	-13.841426776183653	191.5850952004538	17712369.6187059	4333.706819011615	7575.375736953148	1.213539	51.574356	0.38044	0.222225	-0.0096431245	0.0781249681	-0.1685334665	0.027320097	-0.2099862926	0.0267027512	-0.0489044317	0.3662673128	-0.1406844256	0.032493661	-0.2042675963	0.3597918138	-0.136943383	0.1532626936	-0.183493955	0.1418603326	-0.0415919913	0.0720106652	-0.1808816724	0.0032753064	-0.0027791631	0.1312666032	0.001475661	-0.0745954723	0.0081912228	-0.2003237107	0.0872828158	-0.1452292055	0.0580661054	-0.080130554	0.1033446119	-0.0396834457	0.1302697907	-0.0025334562	0.0849521755	-0.0604029896	-0.1094156801	0.0590916594	-0.037195627	0.1255369574	-0.0142728778	-0.079668251	0.0309554694	0.115288534	-0.0674167275	-0.0109186912	-0.1407852955	0.1881334836	-0.0054890966	-0.1360790939	0.0785208597	0.1118969777	-0.0790340282	-0.1126817493	0.1268221359	0.0087118752	-0.1466433113	-0.0405315324	-0.1026073149	0.0682722069	0.1246555337	-0.0307112257	-0.0186775081	-0.0659114977	-0.1821907781	0.1352079018	-0.0493433477	0.1505393711	-0.0447673909	0.0584767619	-0.1378354644	0.1574634667	-0.2087691421	0.1012690243	-0.0118134138	0.1209047687	-0.0769250453	0.0164322475	-0.1256795779	0.0601608438	-0.0025323795	0.0434944966	-0.0681896675	0.028443486	-0.0537965254	-0.046040526	0.0034683052	0.0024689105	0.1125874376	-0.0508789857	0.115804348	-0.0042786733	-0.1713333396	0.001652447	0.0256152138	0.1598808475	-0.0817694019	0.2336174576	0.0364653171	-0.0728948164	-0.081659968	0.0407449461	0.0354081201	0.1655209928	-0.0303873758	-0.0022896609	-0.058957226	-0.1033374339	0.0053874974	0.0890436913	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0121963	0.1901777	0.00014874973369	0.03616755757729	-0.14681	-0.0105719999999999	0.0001117671839999	0.0215531760999999	-0.357662	0.066687	0.127922106244	0.0044471559689999	0.00478794	0.0008498	2.29243694436e-05	7.221600400000007e-07	-0.00104311	-0.000419344	1.0880784721e-06	1.758493903360001e-07	0.00127568	0.000990922	9.81926410084e-07	1.6273594624e-06	0.0
4493.2817511610365	-4.955556636246911	20189580.89531679	24.5575415750508	10115.5717579068	-133.08059820649578	17710.44561899877	102324791.98936167	4214.281155636459	5.674543145110874	32.200439905724814	17760165.658752564	4330.621865595763	7447.419508253357	1.124987	47.810963	0.2818383	0.136696	0.1145471106	0.036448602	0.0409830863	0.0973801734	-0.1291231373	-0.0052646833	-0.1133816604	0.1020388298	-0.2522521919	-0.0796258931	-0.0742481779	0.1267101884	-0.0436941558	-0.1472542931	-0.121274111	0.2177005102	0.0563442309	0.0066700472	-0.0039720862	-0.0976249476	0.0236920546	0.1031269021	-0.1177295249	-0.0064073893	-0.0039304308	-0.1199842992	0.0028889836	-0.0824464848	0.0455929519	-0.0474791939	-0.0455822734	-0.1446315269	0.0262176773	-0.058755293	-0.1316016483	-0.085756713	-0.0769394607	-0.1187897542	-0.0532577804	-0.0698444842	0.0952952401	-0.0766578226	-0.130122688	0.0082943191	0.0100101861	-0.0892118972	-0.1572250659	0.0856566069	-0.0380070054	-0.0441399394	0.1272906358	0.118468666	-0.0952100254	-0.0030276139	-0.0496523312	-0.0091523132	0.0061446013	0.1096290935	0.1607586515	0.1269701927	-0.0596819438	0.181716985	-0.0333011651	0.0117758519	-0.0273932331	0.0179809055	-0.0270617585	0.108321839	0.0946517937	-0.0615837698	0.032748683	0.0304268867	-0.0820694547	6.17556e-05	0.0062714618	-0.1340350268	0.0692974832	0.2038313175	-0.0705899203	0.1040798491	0.1714509815	0.0511191244	-0.115606455	0.0341600312	-0.0671643825	0.0133654925	-0.1280589735	-0.0037997014	0.1645558361	0.0284779594	-0.0017894829	0.0547875397	-0.093428713	-0.0328458949	0.1000370635	0.0654378357	-0.0996160329	0.1761483702	-0.0532694592	0.0139627541	0.0775536709	-0.0804836488	-0.0137877577	-0.0571456032	-0.0533998588	-0.1200364132	0.0948866275	0.0109075432	0.1478395209	-0.0812928862	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.054555	-0.0423587	0.002976248025	0.0017942594656899	-0.171228	-0.0244179999999999	0.0005962387239999	0.0293190279839999	-0.267907	0.0897549999999999	0.071774160649	0.0080559600249999	0.00387466	-0.00091328	1.5012990115599998e-05	8.340803584000005e-07	-0.000146429	0.000896681	2.1441452041e-08	8.040368157610001e-07	0.000579509	-0.000696171	4.846540612409999e-07	3.35830681081e-07	0.0
4511.534470843473	18.25271968243669	20353943.2816089	333.1617758056118	10176.419087264105	60.84732935730426	3702.397489916261	103559505.4396332	4224.5118518315	10.230696195041672	104.66714463524018	17846500.386264812	4340.019201186987	7481.360378585138	1.101497	46.812645	0.13416935	0.0792341	0.0263106863	0.0781865654	-0.0933588838	-0.1034525238	-0.0767756417	0.0741646741	-0.0292612446	0.2692458939	-0.2300153754	0.0377310594	0.0825852571	-0.0345478591	0.0021933681	-0.032859413	-0.0274777481	0.0033763781	-0.0881151244	0.0279063138	0.0031357179	-0.0339196114	-0.2090132683	0.0623058084	-0.1124804716	-0.1559991591	0.0508713664	-0.062034615	-0.0075171797	-0.1176585873	0.0543644663	-0.0406094371	-0.1030060511	0.1712740517	-0.0036285645	0.0412328524	0.0739478702	0.0153389332	-0.0902468932	0.0414535867	0.025504488	-0.0031067868	-0.0514609537	-0.1087693804	0.0247950828	-0.1106155779	0.1804458368	-0.1862232664	-0.012517354	-0.0835883831	0.0506545108	0.1301351268	0.1031059182	-0.0783275954	-0.0299036597	0.1576950421	-0.0136985515	-0.1239056265	0.0627612811	0.0789321713	0.0020251738	0.0465986059	0.0350467218	0.0232437091	-0.0469942055	0.0801580664	0.0921723333	-0.0428116073	0.0988411187	0.2037618632	0.1671375006	-0.0950333411	-0.1417995129	0.1265131721	-0.0310071889	0.028596827	-0.079015496	-0.0524455786	0.1140560325	-0.0603982874	0.1000393275	0.0522683609	-0.0298065103	0.0088503545	0.0075634446	0.0595659155	-0.0627954625	0.0887831017	0.1119601068	0.0073265596	0.117966732	-0.1477864024	0.106822076	0.2130487801	0.1216017104	0.0804940691	0.0152472446	-0.1281749356	-0.0338654009	-0.0578674021	-0.1157897245	0.1501308872	0.0607089158	-0.1161372082	0.0298153995	0.084194748	-0.0007206425	0.0587177548	-0.00462557	-0.024586967	0.0043992587	0.0220671207	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0473474	0.0072076	0.00224177628676	5.194949776000002e-05	-0.0968019	0.0744261	0.0055392443612099	0.0093706078436099	-0.267727	0.00018	0.071677746529	3.2400000000004856e-08	0.00309741	-0.0007772499999999	9.5939487081e-06	6.041175624999996e-07	-0.00025632	-0.0001098909999999	6.56999424e-08	1.2076031880999996e-08	0.000419537	-0.0001599719999999	2.5591040783999998e-08	1.76011294369e-07	0.0
4502.469918874364	-9.064551969108834	20272235.370368525	82.16610240067483	10126.733966449208	-49.68512081489644	2468.611230390855	102550740.82723612	4215.314191605408	-9.197660226092012	84.59695363463496	17768873.733949956	4329.6597948005565	7509.28347746417	1.060127	45.05447	0.11069859	0.0535418	0.0589957761	0.0535884605	0.0115961648	0.0056392763	-0.1731543655	0.0314699088	-0.0484670857	0.1136029837	-0.1324662576	-0.0607832505	0.0631646891	0.0419100039	0.1338172444	-0.0862492639	0.1927247528	-0.0744966834	0.0575112307	-0.0311639032	0.0490371921	-0.0679530346	-0.0050881836	-0.022739221	-0.0789531492	-0.163605491	-0.0551228592	-0.0917701571	-0.0787551938	-0.0571727595	0.0855508781	0.2253851315	0.0680092321	0.0960243786	-0.1220250137	-0.0591055989	0.0207327967	0.1221641117	0.03932189	-0.0490819815	0.0452090935	-0.1003421134	0.0163029355	0.0622520163	-0.1247204124	0.023060898	0.0426851827	-0.1023935465	0.0251988366	0.0872332952	-0.010348602	0.0296010569	-0.0270906819	-0.0011259825	0.1263096723	-0.0287861615	-0.0017941513	-0.0066981794	-0.1200168872	-0.1721393252	0.0031807423	0.0430289652	-0.1794587144	0.1662792372	0.0274541856	0.0806150609	0.0325813096	-0.0259195481	0.0140904938	-0.00946304	0.1041584575	-0.1024722057	-0.1098853992	0.0471380547	-0.0111939233	0.0175450695	0.0132716052	-0.2628275633	-0.1837193479	0.0448309181	0.1729293021	-0.0096323802	0.0208059341	-0.0272626082	0.0843223217	0.0694493011	0.0371307129	0.1108301742	0.0177609079	0.1091978704	0.0270234951	0.0848449128	0.0100433939	0.0119881482	0.0341046313	0.0683172432	0.0819866613	0.0270004111	0.0120978285	-0.0361695004	0.0599809422	0.0322333711	-0.0551846033	0.1684389562	0.1027277446	-0.0157647614	0.1026197149	-0.0061355454	0.2019293426	-0.1359294173	0.1227212733	-0.0243088336	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0251484	0.0221989999999999	0.00063244202256	0.0004927956009999	-0.115714	-0.0189121	0.00035766752641	0.013389729796	-0.229989	0.0377379999999999	0.0528949401209999	0.0014241566439999	0.00291263	-0.00018478	8.483413516899999e-06	3.4143648400000104e-08	-0.000372775	-0.000116455	1.38961200625e-07	1.3561767025000002e-08	8.37822e-05	-0.0003357548	1.1273128572304001e-07	7.0194570368400014e-09	0.0
4485.481637677698	-16.98828119666632	20119545.521943804	288.60169801700647	10151.924760803133	25.190794353924503	634.5761201817146	103061576.34900774	4208.399252172914	-6.914939432494066	47.81638735506135	17710624.265689544	4328.203889975181	7505.626817755976	1.080386	45.915474	0.16743576	0.0884779	-0.0143417777	0.0996930446	-0.0403914543	-0.0922036631	-0.0346335611	0.0942445467	-0.0172246366	0.1015040523	0.0594719603	0.0830762287	0.1104072951	-0.0054127804	0.105758339	-0.0639360013	0.1238329077	-0.1349676596	-0.1165916926	-0.0314804969	0.1423591468	-0.1159553669	-0.126262871	0.119784992	0.0222948422	-0.1034213767	0.0996969387	-0.049145442	0.0184341953	-0.0996656956	0.0897874953	0.0566170863	0.0204048509	-0.0052450146	-0.0468084808	0.0085573574	-0.0122416143	-0.0619789695	0.1516602287	-0.0985002783	0.018255849	0.0306270312	0.1992783017	-0.048605994	0.0710951891	-0.1107451368	-0.106161707	0.1311865706	-0.0168879043	-0.0561626231	0.1448098487	-0.2675427255	0.092880873	0.0747817489	0.1390545681	0.0293877017	-0.1070937915	0.089985533	0.0604812284	-0.0714670747	0.0409142651	-0.0418212073	-0.110771715	-0.0231494453	0.2022677465	0.0107980949	0.0598078411	0.0391119498	0.09068817	0.1633301658	-0.0189626212	-0.0967742762	-0.0022028076	0.1211482544	-0.0074595179	0.0473321908	-0.0811154819	-0.1057875133	-0.067184436	0.0654141032	0.0269931173	0.0076930765	-0.0147371732	-0.1771703739	-0.0222354188	-0.0341641386	-0.01842951	-0.0225363379	-0.1184239418	0.0196963276	-0.0799866802	-0.2061065412	-0.1615647456	-0.0108218501	-0.1239130841	-0.0818582641	-0.2390688385	0.1303243574	-0.0575337588	-0.0049526048	0.1119002215	0.0777967857	-0.0225064539	0.1080033286	-0.0323576231	-0.2316265128	-0.0466113986	0.0239866237	0.0598250901	0.1137290335	-0.0827577106	-0.013842331	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0377187	-0.0125703	0.00142270032969	0.00015801244209	-0.0837649	0.0319490999999999	0.0010207449908099	0.00701655847201	-0.15808	0.071909	0.0249892863999999	0.005170904281	0.00235911	-0.0005535199999999	5.565399992100001e-06	3.063843903999996e-07	-1.21061e-05	0.0003606689	1.4655765720999998e-10	1.3008205542721001e-07	-2.21761e-05	-0.0001059583	1.1227161338890004e-08	4.9177941121e-10	0.0
4490.475651558403	4.994013880705097	20164371.577238865	24.940174640675185	10235.076848877305	83.15208807417184	6914.269751094831	104756798.10242416	4208.483351091408	0.0840989184935097	0.0070726280917779	17711332.116413563	4326.128338146668	7484.040715479063	1.072767	45.591652	0.1122025	0.0582573	-0.1403337774	0.0472506013	-0.1018810755	-0.0218593188	0.0289458424	0.0890786823	0.1146133847	0.0842712786	0.0854218955	-0.0185102127	-0.0671823323	0.0694833254	-0.0249330587	0.0316683654	0.0523527348	-0.1373688276	0.0907350612	-0.1818604466	0.0173971757	0.0504708808	-0.1090162546	0.1430505	0.0179399233	0.1184006744	0.2076016755	0.0575830337	-0.2223977309	0.1130645173	0.0287381892	0.0243182203	0.0542526758	-0.000920505	0.2533457574	0.0227388141	0.0206427847	0.0368069622	0.0869733397	-0.0167317771	0.1196413652	-0.0525303938	-0.1316565868	0.1394296039	0.041263605	0.0097643072	0.0812065523	0.0205438211	0.0503882223	0.0194089507	0.065400982	0.0940538596	-0.0441303868	0.1218857994	-0.1896578308	-0.0294844218	0.0953685767	0.0649916016	0.0301270199	-0.0518631627	0.0588679081	-0.0848633128	0.0656050533	-0.0760204418	-0.1650589098	0.1207438879	0.1077122848	-0.0397132325	0.0618983521	0.1610353605	-0.0804234509	0.0572680366	0.1274494166	0.1265621032	0.1934412256	-0.1155913442	-0.0025702862	0.0493047631	-0.0747302334	-0.221215521	-0.1654952297	0.1162177971	0.0838961701	-0.061481218	0.1143488956	-0.0059077572	0.0841158999	0.0729485657	0.0803991591	-0.0279616239	-0.1314032966	0.1426726853	0.0167822802	0.0517419842	0.0157553562	0.0970952509	0.028323735	-0.0707603141	0.0557438681	0.0985201239	-0.0370748538	-0.0810109954	-0.0143397005	-0.1082614864	-0.0259047868	-0.1217376617	0.1042085652	-0.0549926367	-0.1221947811	-0.0699201967	0.0607352674	0.1049390274	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0378045	-8.579999999999699e-05	0.0014291802202499	7.361639999999483e-09	-0.0496003	0.0341646	0.00116721989316	0.00246018976009	-0.141228	0.016852	0.0199453479839999	0.000283989904	0.00151692	-0.00084219	2.3010462864e-06	7.092839961000004e-07	-0.000173205	-0.0001610989	2.9999972025e-08	2.5952855581210005e-08	0.000196537	0.0002187131	4.783542011161e-08	3.8626792369e-08	0.0
4491.905219002349	1.4295674439463255	20177212.496500544	2.0436630767912307	10253.54822584466	18.471376967354445	341.1917670701123	105135251.21972217	4222.47264133921	13.989290247802272	195.7002416372558	17829275.206858125	4340.278313125556	7508.468765156674	1.040424	44.217133	0.0356186199999999	0.0206756	-0.1597843779	-0.0074946632	0.0467610673	0.0418896999	-0.0378127744	0.0417949201	0.1326541971	-0.0123501187	0.1034560925	-0.0362577662	-0.1122121805	0.0384997746	0.0301707269	0.099107577	0.0154330384	-0.1003671679	-0.1661246395	-0.0261109424	0.08797249	-0.0059938308	-0.1292816557	-0.0318807653	0.0267750314	0.0282498848	0.0588921659	0.1554735956	0.0182879508	0.1063157516	0.0108536048	0.0712384789	-0.0749993481	0.1182654847	-0.0263968283	-0.0378110579	-0.1248840359	0.0947048143	0.1259546117	0.0738711686	0.1280535423	-0.0008443622	0.0220527475	0.0371759537	0.148724124	-0.0429359101	-0.0107504681	0.0582224277	-0.0109526969	-0.2007679444	-0.1047187798	0.0193667291	-0.0427770482	0.0269181003	0.0235428547	-0.1354493357	-0.0207169007	-0.1353990912	-0.1150830184	0.0189702982	-0.0835745928	-0.1710827393	0.1317713677	0.1004939064	-0.1319326603	-0.0920319818	-0.0810888413	-0.0651184193	0.1188715111	0.019855955	0.0001051957	-0.0448422173	0.0686887187	-0.0471947975	0.0934620479	-0.0222433553	-0.0806223125	0.0112413655	0.0546289189	-0.1376847892	0.1343625833	-0.070285604	0.0297768684	0.0322266107	0.1231009021	-0.1516321069	0.1420512108	0.0568452498	0.0059800884	-0.0093409485	-0.1552682016	-0.0779067282	-0.0163585498	-0.0197842626	0.0743686621	-0.1541986381	-0.0709002595	-0.0641566615	0.0270979496	0.0472645765	0.0507007531	-0.1423904248	0.0215866682	0.0267552029	0.1076270032	0.1695315598	0.1158006077	0.0629239063	-0.1538857854	-0.0436225483	-0.0019838071	-0.1849727712	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0424523	-0.0046478	0.00180219777529	2.1602044840000003e-05	-0.0489166	0.0006837	4.6744569000000323e-07	0.0023928337555599	-0.126149	0.0150789999999999	0.015913570201	0.0002273762409999	0.00133908	-0.0001778399999999	1.7931352464000005e-06	3.162706559999995e-08	-0.000168885	4.320000000000013e-06	2.8522143225e-08	1.8662400000000112e-11	7.45346e-05	-0.0001220023999999	1.4884585605759997e-08	5.555406597160001e-09	0.0
4489.300693459609	-2.604525542740703	20153820.71629692	6.783553302788753	10219.458743600422	-34.08948224423693	1162.0927996801452	104437337.01215112	4209.431535017221	-13.041106321988991	170.07045410142123	17719313.84799744	4328.13289378698	7474.631565301078	1.027195	43.654896	0.053524903	0.0393237	-0.1093265734	-0.1112751425	0.0222121725	0.0093254907	0.0030039419	-0.0893604216	0.1168102564	-0.0815757342	0.0838634389	0.0147617127	-0.0512050474	-0.0062789899	-0.0524768653	0.1186100698	0.0077959024	0.0553537401	-0.0562545846	0.0214956457	0.0466778401	0.1485696973	0.0134792806	-0.100879308	0.1060205067	0.0135801401	-0.0367155809	-0.1443837682	-0.011711144	-0.0313678896	-0.0584342563	-0.2317747108	0.0951062329	0.0435220899	-0.1609408234	-0.1722907863	-0.0316424136	-0.1552905572	0.1908525368	-0.0047723899	-0.1267715631	0.0563270167	-0.0608123171	0.066102335	0.0282815663	0.0147618382	0.0938111966	0.0406314709	0.0595724531	-0.1553413304	0.1010936098	0.1255584864	-0.0210759803	-0.0718435612	0.0292971671	0.0085889224	0.0642710579	-0.0881314294	0.0443864456	0.0601086207	-0.1071512326	-0.0889188192	-0.0467133759	-0.084527931	0.0530642188	-0.078884563	-0.0565605069	-0.1087190892	-0.0452781899	-0.0955925049	-0.0800094807	0.110357719	-0.1282303463	0.0834984754	-0.0616332166	-0.0829451856	0.037807002	0.1632683012	0.0271055399	0.1843993069	0.1308956221	0.0220320468	0.0417100041	-0.129830236	-0.0811125199	-0.1460653375	-0.0462269339	-0.2041982456	0.0639802828	-0.0062759128	-0.0988552999	0.1056876179	-0.024986299	0.0766861983	0.1098124209	0.0328535573	-0.1209257013	-0.1318355436	0.0446764451	-0.0849221114	-0.0612535331	-0.0521260513	-0.0328680392	-0.0664944556	-0.0169993434	0.0824556507	0.0502788952	0.1666653667	0.0175550651	0.0769139064	-0.0848632439	-0.0142056714	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.041723	0.0007292999999999	0.001740808729	5.318784899999931e-07	-0.0436941	0.0052224999999999	2.727450624999998e-05	0.00190917437481	-0.088007	0.038142	0.007745232049	0.001454812164	0.00125926	-7.98200000000002e-05	1.5857357475999997e-06	6.3712324000000315e-09	-0.000125795	4.309e-05	1.5824382024999998e-08	1.8567480999999998e-09	8.82254e-06	-6.571206e-05	4.3180748294436e-09	7.78372120516e-11	0.0
4501.095540996419	11.794847536810266	20259861.069177847	139.11842841659922	10208.11680140822	-11.341942192202623	128.63965269126604	104205648.63119276	4220.604641182477	11.173106165256286	124.83830138008804	17813503.53717107	4339.713241423552	7456.5891285730895	1.006724	42.784908	0.0600117929999999	0.0340071	-0.0670395595	-0.1454386722	0.0174519664	0.06142782	0.0039634208	-0.123529892	0.0953965507	-0.0495008731	0.0643194444	0.007983814	-0.0893922352	-0.1479009645	-0.0310560631	0.0682033662	0.0252940595	-0.1324238377	-0.0198817681	-0.0237412818	0.08223495	0.1179556988	0.0621581349	0.0289078418	0.0942997073	0.0081682708	0.0294451127	0.0269391422	-0.0155760188	0.2031965164	-0.1358362635	-0.1041539539	0.0989865581	0.034798903	-0.0188802073	0.0127180993	0.061739195	-0.0844880094	-0.1278571699	-0.1223020953	0.029510661	-0.1048346446	0.1081817617	0.1202898186	0.0208785346	0.0442324046	-0.1579177466	-0.0463852055	0.0748104675	0.0511895338	-0.0106144514	0.1179937105	-0.0181466041	-0.1376688534	0.1136854061	-0.0078992763	0.049377777	-0.0692120722	0.092649313	-0.0860525217	-0.0674792217	0.0712174413	0.0347013672	0.122521979	0.02609941	-0.063521455	0.1381705583	-0.0693374949	-0.0840511838	-0.0233852822	-0.112507359	-0.0100675691	0.0416391843	-0.0456333749	0.0562109192	-0.105991952	0.084860931	0.2241283766	-0.050470638	0.0126073654	0.0570485856	0.0094799448	-0.0434535528	-0.0604265584	-0.133138195	0.1396378336	-0.0288808147	0.0969912352	-0.0992862441	-0.0190122624	-0.1465300207	0.0266102536	0.0113714845	-0.1743244643	-0.0150144009	0.0728576784	0.1444714722	-0.0929192156	0.0069506992	-0.1384395996	-0.0030522777	0.0417400262	-0.1573978453	0.012124321	0.1078237585	0.0023610825	-0.1665782687	0.0203873137	-0.031767194	0.0365642148	-0.0381683651	-0.1594164269	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0316342	0.0100888	0.00100072260964	0.00010178388544	-0.0536486	-0.0099544999999999	9.909207024999996e-05	0.0028781722819599	-0.0877552	0.0002517999999999	0.00770097512704	6.340323999999824e-08	0.00101603	-0.0002432299999999	1.0323169609e-06	5.9160832899999945e-08	-0.000621425	-0.0004956299999999	3.86169030625e-07	2.456490969e-07	6.42964e-05	5.547386e-05	3.0773491432995993e-09	4.134027052959999e-09	0.0
