global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
3993.569341340153	n/a	15948596.084092025	n/a	9683.587230880825	n/a	n/a	93771861.65807816	3665.040430578229	n/a	n/a	13432521.35777305	3816.137175616809	7819.050170598826	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0474252	n/a	0.00224914959504	n/a	0.031302	n/a	n/a	0.000979815204	-0.168543	n/a	0.028406742849	n/a	-0.0009004949999999	n/a	8.108912450248199e-07	n/a	-0.00116086	n/a	1.3475959396000002e-06	n/a	-0.000434077	n/a	n/a	1.88422841929e-07
3969.6918150248575	-23.87752631529565	15758453.106275348	570.1362629376365	9715.099762315696	31.51253143487156	993.0396374337683	94383163.3917465	3680.4419587042	15.4015281259708	237.2070686150696	13545653.011390409	3837.544719814213	7823.8321664283185	0.999598	40.331905	0.09177722	0.0442322	-0.0724518791	0.0307851102	0.1545336339	0.0660176801	-0.0232126448	-0.070992308	0.0009216151	-0.1230974326	0.0982001222	-0.0706725509	0.1145200876	-0.0195140153	-0.1332794815	0.1018264133	-0.1415401219	0.0451297879	-0.052317943	0.0112828363	-0.0098948231	0.1000808883	-0.1765335351	0.0574154377	-0.1299822608	0.0707237565	-0.1223674223	0.0951613613	0.0581868055	-0.0210424304	0.1411121168	-0.0144758535	-0.05298411	-0.0911845087	0.0511217219	0.0425932013	-0.0193329227	-0.0886706622	0.008868881	0.0714650002	-0.0131917996	-0.0569136393	-0.0198051667	0.0149721496	0.0383375523	0.0899590861	0.0497767481	-0.1071717122	-0.1503685696	0.0952647438	0.1063250808	-0.0086676652	0.0194925384	-0.0461095243	0.1419079107	-0.2183207319	0.0806816423	-0.0004990678	-0.1481273288	0.0198187498	-0.0151891465	0.0402367706	-0.0289486369	-0.0940796384	0.0775268785	-0.0597538759	-0.1175140175	0.0641136114	0.030839899	-0.0810436956	0.065176448	0.0120651293	0.0408438465	-0.0130045079	-0.0322316005	-0.0544009513	0.0337300759	0.0017853053	0.0418047513	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.04091	-0.0065151999999999	0.0016736281	4.244783103999998e-05	0.00698428	-0.02431772	0.0005913515059984	4.87801671184e-05	-0.147223	0.02132	0.021674611729	0.0004545424	-0.000159559	0.0007409359999999	2.5459074481000004e-08	5.489861560958519e-07	-0.00110931	5.155000000000003e-05	1.2305686761e-06	2.6574025000000036e-09	-0.000434077	0.0	0.0	1.88422841929e-07
3970.4571442619335	0.7653292370760028	15764529.934420628	0.5857288411233365	9672.941993228273	-42.15776908742373	1777.27749442854	93565806.80435894	3664.29817505895	-16.14378364524964	260.6217503846298	13427081.115740351	3817.591031099521	7819.805202682089	0.958751	38.683811	0.10579725	0.0627281	-0.0771145628	0.0211355853	0.0221184136	-0.1053014427	0.0922195266	-0.0687945759	0.0683865483	-0.0084364574	0.0455976202	0.0135022215	-0.1541709358	0.2226252079	0.0910072884	0.0175020358	0.0627477438	-0.1462375797	0.0282110645	0.0463102231	-0.1221913643	-0.0318056704	-0.1554257685	-0.0977297047	-0.1789150189	0.0208807956	-0.0951221792	-0.0724904708	0.0748593541	0.0318405285	0.04973223	0.1197968945	-0.1065877959	0.1014961635	0.1703787286	-0.1008238397	-0.0344332784	0.0066730417	-0.1886598922	0.0341794134	-0.2047759213	-0.0818065967	0.0924117763	-0.1491772828	0.063040103	-0.045177167	0.0263946925	-0.0651382257	0.0660862175	-0.0454561481	-0.1367244442	0.0611024451	0.120461396	0.0422373397	-0.0226530971	-0.1096119941	-0.049630826	-0.0777605436	-0.2095946324	0.0931213593	0.1209312036	0.0623547819	-0.0481417333	-0.1759362113	-0.0120481179	0.0370853618	0.0994383646	0.1617929543	0.0032279201	0.0368077334	0.0418950511	-0.1616172616	0.1268048814	0.2207072233	-0.0764820896	-0.1123362829	-0.122512818	0.0330614504	-0.0004715354	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.029399	-0.011511	0.000864301201	0.000132503121	0.00934463	0.0023603499999999	5.571252122499999e-06	8.73221098369e-05	-0.141261	0.0059619999999999	0.019954670121	3.554544399999994e-05	-0.00114324	-0.000983681	1.3069976976e-06	9.676283097609998e-07	-0.000554537	0.000554773	3.075112843690001e-07	3.0777308152900004e-07	-0.000614901	-0.0001808239999999	3.269731897599998e-08	3.781032398009999e-07
3989.040256633694	18.583112371760308	15912442.169044206	345.332065421471	9720.82290076107	47.88090753279721	2292.5813061642766	94494397.86796086	3672.267975309002	7.969800250051776	63.51771602572535	13485552.082480077	3823.2571937130783	7838.506777962661	1.038711	41.910046	0.04780902	0.0252967	0.0329546501	-0.0952182959	-0.0655335327	0.0429633935	-0.0024505899	0.0116449794	0.0311241929	0.0700638022	-0.0802715051	-0.0945720189	-0.0010591295	0.0824599182	0.0302850378	-0.1396297864	0.0741288051	-0.1042598394	-0.0247336687	0.0087764009	-0.0054684369	-0.1276185379	-0.0403204115	0.0927684171	0.0971221963	0.1575755748	0.0153436248	0.0935109323	0.1781812988	-0.1238745947	-0.0148854733	-0.1391484844	0.0751403792	-0.1189674116	0.0714588642	0.1909766497	0.0825288748	0.0438264893	-0.1261991802	-0.0445577493	0.0085865932	-0.0978820614	-0.0162320145	0.019777652	-0.1565517088	-0.0809780392	-0.1755226795	0.0608474683	0.0428667419	-0.0264360271	-0.1814063013	0.0037920104	0.0171053762	0.0168620245	-0.1017737862	-0.0896849251	0.1092054361	0.0305188288	-0.0253072356	-0.1082768339	-0.1969689914	0.0145157418	-0.1903090568	0.1336671656	-0.0398905538	0.0004212765	-0.1634862667	0.0117693126	-0.0416045953	-0.1506651388	-0.1206086196	-0.173267797	-0.0205129557	0.0156534191	-0.0172691618	0.0930945737	-0.0040557591	-0.095844442	-0.0724665153	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0482313	0.0188322999999999	0.0023262582996899	0.0003546555232899	0.0218222	0.01247757	0.0001556897531049	0.0004762084128399	-0.131927	0.009334	0.0174047333289999	8.712355600000016e-05	-0.00121346	-7.021999999999996e-05	1.4724851716e-06	4.930848399999994e-09	-0.000570479	-1.5942000000000018e-05	3.254462894410001e-07	2.5414736400000057e-10	-0.00055776	5.714099999999992e-05	3.265093880999991e-09	3.110962176000001e-07
3981.897184735067	-7.143071898626658	15855505.189801054	51.023476148949854	9752.39300440088	31.57010363980953	996.671443828315	95109169.3122872	3673.248320369183	0.9803450601812074	0.9610764370216952	13492753.223095026	3829.238753048364	7848.758964014254	1.055659	42.593845	0.0939879299999999	0.0563154	-0.0676283461	0.0934488304	0.1031907137	0.0993267108	0.0318960552	-0.0544713006	-0.0178956135	-0.1219108127	0.1225089605	-0.0790942266	-0.0476258406	-0.0429251426	-0.073095004	-0.0355945275	-0.0275361191	0.0103230136	-0.038145512	-0.0511052685	-0.102450946	0.001289189	0.0284043647	0.0640654965	-0.0064664983	0.1399654674	0.0580188803	0.245272516	0.0030328056	-0.0282647985	0.039269402	0.0308356468	0.0721887048	0.0285988478	-0.1381568794	-0.1976659718	-0.0196099452	-0.0527790233	-0.0321373741	-0.0691825729	0.1479272047	-0.0515965404	-0.0409852797	0.0051475869	0.021008293	0.2473895402	-0.0247648417	-0.0365049964	-0.0734314044	0.0555486881	-0.037722572	-0.053495387	0.0035373852	0.0538023211	0.0844629116	-0.0430164699	0.0542221962	0.1080699791	-0.0367788476	-0.0442869045	-0.2619845982	-0.0309725765	-0.011946265	-0.0724429318	0.0323735051	0.0231160144	0.0691793451	-0.1158133317	0.051455138	0.1981481237	0.0843571789	-0.0471587338	-0.1122042169	-0.1275277078	-0.1125204512	-0.018076521	0.0754863015	0.0318011358	0.1847639653	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.048253	2.1699999999999497e-05	0.0023283520089999	4.708899999999782e-10	0.00696127	-0.01486093	0.0002208472404648	4.84592800129e-05	-0.118185	0.0137419999999999	0.0139676942249999	0.0001888425639999	-0.000126231	0.0010872289999999	1.5934265361e-08	1.1820668984409995e-06	-0.0003632	0.000207279	1.3191424e-07	4.2964583841000025e-08	-0.000570518	-1.2757999999999977e-05	1.6276656399999936e-10	3.25490788324e-07
3979.362280406693	-2.5349043283740684	15835324.158723556	6.425739954009587	9750.84024330095	-1.55276109992883	2.41106703345219	95078885.45037736	3660.476927091431	-12.77139327775194	163.10848625500745	13399091.333768727	3810.757035283459	7819.462825951703	1.160884	46.8395	0.13358039	0.0703489	0.0065174643	-0.0663465283	-0.0969621075	-0.2166115264	0.0180815624	0.0051968845	0.0597105086	0.1101259686	-0.1020964259	0.1447243467	-0.1553974994	-0.006711425	0.0867267684	0.0809797902	0.0933704974	0.1266572732	-0.1463817828	-0.1604394408	0.0915459207	-0.1182709328	0.0110854019	-0.0848229357	-0.0693581731	0.0238694629	-0.0847123782	-0.0539338039	-0.1290810657	0.0974376375	0.0348173818	0.0863950131	-0.0340145115	0.1016186678	-0.0300529677	-0.1088222697	0.091773805	-0.1536415229	0.0994940406	-0.0173457296	0.2011713172	-0.031235088	0.2087765502	-0.0097489067	-0.1350322009	0.0220784368	-0.0286562361	-0.0036617214	0.0708456569	-0.0734659455	0.0449852914	-0.1050186348	-0.2786577749	0.002231633	-0.0928022921	0.0564300663	-0.0434257221	-0.0675834253	-0.1205250402	0.0312349482	0.0740664476	-0.0215866409	0.1122054929	-0.0938667213	0.0359906513	0.0193085461	0.1053201664	-0.036946277	-0.1450009648	0.0175996887	0.1087085845	0.0900975424	-0.1832718241	-0.1278673663	-0.0975826168	-0.1434387276	0.0893747809	-0.2050005955	0.040448322	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.021684	-0.026569	0.0004701958559999	0.0007059117609999	0.00704961	8.834000000000012e-05	7.80395560000002e-09	4.96970011521e-05	-0.0898955	0.0282894999999999	0.00808120092025	0.0008002958102499	-0.000976025	-0.000849794	9.52624800625e-07	7.221498424360002e-07	0.000223236	0.000586436	4.9834311696e-08	3.43907182096e-07	-0.000434077	0.000136441	1.8616146481e-08	1.88422841929e-07
3996.1508923444608	16.788611937767655	15969221.95438543	281.8574907969546	9749.646980329746	-1.1932629712046037	1.4238765184480389	95055616.24105294	3667.1945219783247	6.717594886893494	45.12608106441761	13448315.662027834	3811.255068196485	7707.680296396306	1.177838	47.523537	0.08345579	0.0445676	0.1882826756	0.1177264676	0.0103276454	0.0743474289	0.0287806116	0.1392897278	-0.1343063089	-0.0194132681	-0.066404053	-0.1605375067	0.0570127197	0.0669465106	0.0541329999	-0.1695815966	-0.0264367808	0.0867045216	0.0613599228	-0.0212933373	-0.0937319588	0.0647151714	0.1682457499	0.1370079386	0.056773297	0.0575447214	0.0954936098	0.0852324981	-0.0580194837	0.0707050341	-0.0655052228	0.0977622946	0.1046939287	0.1347082884	-0.0028399543	0.0534122454	0.0852070317	0.0383489436	0.1569498731	-0.1857864048	-0.1002522632	0.0254040582	-0.149662856	-0.0821542675	0.0428480984	-0.0371125208	0.152854332	0.1829231063	0.1067120504	0.0730079792	0.0282816892	-0.0891766933	0.0598137285	0.074452162	0.062560754	0.1349109645	0.1012584495	0.0978445291	0.0842892622	0.0019563504	-0.1367722456	0.0064577927	0.1221614058	-0.0018165626	-0.0846581973	0.0922844461	0.0787324731	-0.0914478151	-0.0756975732	-0.0693886667	-0.0936110137	0.12559632	-0.144755169	0.1008626797	-0.0368128806	0.0766527302	-0.1374994839	0.1440497442	0.0046299984	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0427907	0.0211067	0.00183104400649	0.00044549278489	0.0417038	0.03465419	0.0012009128845561	0.0017392069344399	-0.0992411	-0.0093455999999999	0.00984879592921	8.734023935999992e-05	-0.0008165359999999	0.0001594890000001	6.667310392958367e-07	2.5436741121031907e-08	0.000119117	-0.000104119	1.4188859689e-08	1.0840766161e-08	-0.000537455	-0.000103378	1.0687010884000013e-08	2.8885787702500005e-07
3999.407959389592	3.257067045131407	15995264.025628822	10.608485736481036	9784.877513466545	35.23053313679884	1241.1904651030811	95743827.95354325	3682.775693472741	15.58117149441614	242.7729051384061	13562836.808433628	3831.821998796168	7836.65071934169	1.138537	45.937813	0.07122941	0.0324236	-0.016028952	-0.0414547287	-0.0572562726	-0.0836461902	-0.0192365317	0.0670218685	0.0960338458	-0.0281645398	0.1716629951	0.1653720817	0.0143239644	-0.0131984562	-0.160826746	0.149138886	0.0215920344	0.0603204404	0.2499479581	0.1479730096	0.1051976912	-0.0845945397	-0.0162543258	-0.1091609003	0.0090007663	-0.2761287682	0.0814229244	-0.0290634032	0.0666798418	-0.0042010741	-0.0011593694	0.0251694677	0.1573101389	-0.0498765466	-0.0133670285	0.0026413338	0.1179431887	0.2659496272	0.0282038529	0.2299721685	-0.030434344	0.0596796915	0.0261368691	0.1217574775	-0.2089717072	-0.0767869575	0.0661984219	-0.0052311986	-0.1728247552	-0.1388737974	0.1738356966	0.1083217123	0.128233942	0.0260663525	-0.1253782445	-0.0051341107	-0.2304040166	0.0789423496	0.1796216431	0.0101737652	0.1444479053	0.0669284143	-0.0353050941	-0.0243685454	0.0152911139	0.0972172175	-0.102870947	-0.1119544623	-0.0702369191	0.0440573251	-0.2260379399	0.1197967855	0.279467109	-0.0642579206	0.0244379701	0.122509642	0.02188501	-0.2162280436	-0.0240350792	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0216688	-0.0211219	0.0004695368934399	0.00044613465961	0.0540716	0.0123677999999999	0.0001529624768399	0.0029237379265599	-0.0790228999999999	0.0202182000000001	0.0062446187244099	0.00040877561124	-0.000728751	8.778499999989998e-05	5.31078020001e-07	7.70620622498244e-09	-4.01502e-05	-0.0001592672	1.61203856004e-09	2.5366040995840003e-08	-0.000434077	0.000103378	1.0687010884000013e-08	1.88422841929e-07
3978.407864915969	-21.000094473622998	15827729.13962524	441.003967901091	9798.9870060386	14.109492572055387	199.07778064088612	96020146.34451333	3663.815267939275	-18.960425533465692	359.4977364100979	13423542.317584945	3815.4412668241785	7889.9326100824255	1.177478	47.509022	0.0793606389999999	0.0547084	0.0190081051	-0.0189378604	-0.0608684324	0.1603468147	0.0545592479	0.0616436677	-0.0313819495	0.1560785135	-0.0575495822	-0.060812645	0.0179814683	-0.1308795647	0.0721776843	0.0003074147	0.0107938848	0.0444588638	0.0315967662	0.0459619488	-0.0965377159	0.058010563	0.0381752791	-0.2050654414	-0.0817200604	0.1236825827	0.0725307862	-0.0407113027	0.0282749165	0.1026164123	-0.2181525976	-0.1122239437	-0.2199269431	0.1595540168	0.0058161935	0.2321741407	0.0305766591	-0.0031422538	-0.0242498805	-0.1363488287	0.1046899875	-0.0050986946	-0.0056134578	-0.0240793989	0.1167240611	-0.1256420226	-0.0084999942	0.0141811696	0.0785832229	0.0383301478	0.0263039099	-0.0753189416	0.0809740585	-0.008698705	0.0132292037	0.1066286817	-0.1786027701	-0.1595662312	-0.0868340907	0.0738355377	-0.0874533791	0.1392599837	0.0401582041	0.1653410849	-0.1354217958	-0.1195875601	0.2135423725	0.0886100447	-0.0444068273	-0.185851492	-0.0845015694	-0.0961403522	-0.1138639915	-0.0247365347	0.0855949425	-0.0431296076	-0.0152339296	0.1042768301	-0.1521833204	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0216614	-7.399999999997686e-06	0.00046921624996	5.4759999999965756e-11	-0.000430489	-0.054502089	0.0029704777053639	1.85320779121e-07	-0.0891200999999999	-0.0100972	0.0079423922240099	0.00010195344784	-0.000626211	0.00010254	3.92140216521e-07	1.0514451600000006e-08	-7.99662e-05	-3.9816e-05	6.39459314244e-09	1.585313856e-09	-0.000281354	0.000152723	2.3324314729000003e-08	7.9160073316e-08
3974.368817228444	-4.039047687524999	15795607.495357824	16.31390622210104	9712.53052436961	-86.45648166899082	7474.723222580546	94333249.1868114	3664.182416166239	0.3671482269637636	0.1347978205626352	13426232.778941857	3813.570513203373	7728.537686063063	1.185558	47.835041	0.1242353389999999	0.0732932	0.0156071661	0.0724245812	0.0821334987	-0.0574800759	-0.0863992871	-0.019564789	-0.0642393001	-0.1738623925	0.0006090058	0.0405927656	0.0788570397	-0.0167259847	0.11377446	-0.0107716766	-0.0373303172	-0.004925993	-0.0776335757	-0.0153627233	0.2054293492	0.087928153	0.1035142822	0.0509550923	0.1430614245	-0.138148431	-0.110808191	-0.0458719988	0.1520964333	0.0907398235	-0.0556713982	0.0115679923	0.1671908135	-0.1573547808	-0.0389516835	0.0422429702	-0.0164185494	-0.098691923	-0.1181669798	0.0801887585	-0.0527048658	0.0834945502	-0.1358398683	-0.1256455398	0.0339624442	-0.0569550993	0.1331842359	0.0289634593	0.1150698316	-0.0578091696	0.0545179093	0.0766373975	-0.1173036501	-0.1557396781	0.0671678362	0.0280682419	0.0597554435	0.0536495668	0.0758602907	-0.1662319998	0.1546833479	0.1034094947	-0.007826553	0.0823637793	-0.1069868882	0.1185189853	-0.2031388434	-0.0736377184	0.0265122634	0.0263376287	0.0807986644	-0.0753236283	0.0765344265	-0.046172543	0.0966971253	0.0688076351	-0.2104394759	0.0185003751	-0.0111338794	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.021692	3.0599999999998684e-05	0.0004705428639999	9.363599999999194e-10	-0.00032094	0.000109549	1.2000983401000004e-08	1.0300248360000001e-07	-0.0422073	0.0469127999999998	0.00178145617329	0.0022008108038399	0.000545961	0.001172172	2.98073413521e-07	1.373987197584e-06	-0.000298719	-0.0002187528	8.923304096100001e-08	4.7852787507840006e-08	-0.000434077	-0.000152723	2.3324314729000003e-08	1.88422841929e-07
