global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
6105.137910994323	n/a	37272708.91226012	n/a	12778.767581186188	n/a	163296900.8939751	n/a	5459.056894575345	n/a	29801302.17821061	n/a	5636.666239189385	8029.3629928315	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.496644	n/a	0.2466552627359999	n/a	-0.379457	n/a	n/a	0.143987614849	-0.971792	n/a	0.944379691264	n/a	-0.00163121	n/a	n/a	2.6608460641e-06	0.0161132	n/a	n/a	0.00025963521424	0.00197551	n/a	n/a	3.902639760100001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5999.771092065978	-105.3668189283444	35997253.15719058	11102.166531078516	12387.458473759292	-391.30910742689593	153449127.4391109	153122.81755523398	5372.804590994058	-86.25230358128647	28867029.17300683	7439.459873078403	5537.923036279185	7589.449199326928	2.533376	97.395676	1.3014494	0.780051	-0.1058702529	-0.0459876875	0.0452327921	-0.2011295995	0.1452491929	-0.1685167579	0.1651556615	-0.369398148	0.0822472458	0.0620263905	-0.0942710347	-0.2248435928	0.1103857586	-0.1111407086	0.0053032506	0.1806071102	-0.0602901286	0.0475353689	-0.0596749364	0.0065126035	-0.0151562223	0.0460688544	-0.0114691401	0.151957536	-0.0049589228	0.0571276686	-0.0405366034	0.0291590683	-0.0184803893	-0.0431135459	0.1482087309	-0.0477912104	-0.073407563	0.0815933125	-0.0802709423	-0.0609596419	0.0210524818	0.0592669229	0.1108472803	-0.0617894448	-0.090807541	0.0827067948	-0.044077704	-0.094639228	-0.0916765736	0.033557307	0.1182027384	-0.000777203	-0.0959493282	-0.0137113959	0.0503840154	0.0477828961	0.0031421941	0.0097480469	0.0521977041	-0.0927048015	0.1680886543	-0.1842335134	0.0364310242	-0.1019953542	-0.1424034197	0.0919579261	-0.0736181143	0.0839862213	-0.0117582633	0.0022643579	-0.0261693984	0.067464044	-0.1355560474	0.0703210117	-0.0114397665	0.0042600373	-0.0579332283	0.11760091	-0.0206401682	-0.0155174176	0.0901059489	0.0455409763	-0.1466408661	-0.1408310542	0.0499111831	0.0213367803	0.0009241778	-0.0695633588	0.0558702333	0.0761421784	-0.1172495527	-0.0612096448	0.0789187937	0.0658136733	-0.0591511414	-0.0593985823	0.1198090512	0.044745037	0.0762558435	-0.0441752317	-0.0392220822	-0.0407571443	0.0579556662	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.373127	0.1235169999999999	0.1392237581289999	0.0152564492889999	-0.21687	0.1625869999999999	0.0264345325689999	0.0470325969	-1.66009	-0.6882980000000001	2.7558988081000004	0.4737541368040001	-0.000631202	0.001000008	1.000016000064e-06	3.98415964804e-07	0.0108283	-0.0052849	2.7930168010000005e-05	0.00011725208089	0.00223155	0.0002560399999999	6.555648159999995e-08	4.979815402500001e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5975.109847392681	-24.66124467329701	35701937.68840899	608.17698883622	12230.84880387224	-156.6096698870515	149593662.46318302	24526.588702131245	5380.92278786368	8.118196869621897	28954330.04895064	65.90512041393877	5539.514017629703	7378.987226364763	1.40054	53.843792	0.7248294	0.380318	-0.0607993995	-0.0924609733	0.0690731349	-0.046093674	0.1269518164	-0.0602768206	0.1569502192	-0.295114924	0.1731023915	0.0791237636	0.0157037821	-0.2102412428	0.0108683008	-0.059777257	0.0620599858	0.1478294677	-0.0906559596	-0.0682112013	-0.0839889189	-0.0102751972	-0.0188405887	-0.0640559541	0.0224008049	-0.0074304939	-0.0142993115	-0.0178880926	-0.1212827964	-0.0724514203	0.0114543875	-0.0357047016	-0.0254107154	-0.0975962508	-0.0353766126	0.0145031613	0.0291320241	-0.05480375	0.0602547783	0.074943103	0.1577773873	0.0192922283	-0.0712560778	0.0217765739	-0.0791275898	-0.0096650272	0.0484620647	0.0866349956	-0.0439410662	0.0241533199	-0.0874188048	0.1902962505	0.0799901136	0.0970260189	-0.0250199671	0.091051289	0.0787767269	-0.0070342322	0.0306846725	-0.2062803738	-0.0246594554	-0.0651799715	-0.0855610693	0.0802851259	-0.1554847485	0.0952726055	-0.0172713011	0.032402379	-0.0368989847	-0.0480557878	-0.0193178084	-0.0441590853	0.0389662253	-0.1271398941	-0.1014331857	0.1066086537	0.0059080417	-0.0418762432	-0.0650756165	-0.0261689056	-0.0517343764	-0.1924969338	-0.0401129785	-0.0275794224	0.0499280513	-0.0596831267	-0.0179736865	0.071104685	-0.0303615181	0.0133773155	0.0126638848	0.0310172683	-0.0603195103	-0.1997320165	-0.0724768814	0.0882138116	-0.0546697805	0.0273112201	0.0377387671	-0.0778276519	0.0984394414	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.279493	0.093634	0.0781163370489999	0.0087673259559999	-0.169554	0.047316	0.0022388038559999	0.028748558916	-1.40257	0.2575199999999999	1.9672026049	0.0663165503999999	-0.00248451	-0.001853308	3.4347505428640004e-06	6.172789940100001e-06	0.00699134	-0.00383696	1.4722262041600005e-05	4.887883499560001e-05	0.00139463	-0.00083692	7.004350864000002e-07	1.9449928369e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6002.382624838327	27.27277744564526	36028597.17496104	743.8043895996968	12184.407982183671	-46.440821688569486	148459797.87630117	2156.7499191095058	5384.245087877207	3.3223000135267284	28990095.16632983	11.0376773798797	5540.4326256380255	7400.277826759385	1.216689	46.775623	0.4613609999999999	0.266243	-0.0686247562	-0.0183908591	0.1044942841	-0.06103679	0.0820129542	-0.0367252576	-0.0447562518	-0.2264604538	0.0292307177	0.0571503234	-0.0428327358	-0.0587038477	-0.018052923	-0.0957435239	0.0283822823	0.0066093807	-0.0162041297	-0.031639163	-0.0818370891	0.0094102391	-0.0225798257	-0.0264054203	0.0239091078	0.0168349779	-0.0455851688	-0.1300213984	-0.0801553028	0.0544648509	0.0716744431	0.069128821	-0.0517353374	-0.0490457284	0.0212710958	-0.021072803	-0.0122681518	0.0184481062	-0.051034846	0.037113288	0.0352147979	0.0993583967	0.0054073312	-0.0374270868	-0.0061632283	-0.0735943576	-0.0529950214	0.115355923	-0.0097920574	-0.0952773399	-0.1043232621	0.0383953299	-0.0657487269	0.0786811402	0.0203828325	0.0108453168	0.0609270078	-0.045964554	-0.0030600606	-0.0414012575	0.0195726842	-0.0955797343	0.0214278338	0.0070773947	-0.0649349223	0.071807124	0.0016797661	0.0401497627	-0.0305941564	0.0013129738	-0.038854912	-0.0459845556	0.1369116131	-0.0290027111	-0.0210481841	0.0457214428	0.052803167	0.1034341014	-0.081314039	0.002731335	0.0455334826	-0.0068236421	0.0292529138	0.0459865988	0.0669482106	-0.0173561302	-0.0989515676	-0.0097257703	0.029107556	-0.0109576684	0.0538378367	0.0792728237	-0.092727443	-0.0182634918	-0.0258083696	-0.0417045435	0.1191563553	0.0721179599	0.0669358432	-0.0726503608	0.0269537677	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.201745	0.0777479999999999	0.040701045025	0.0060447515039999	-0.177226	-0.0076719999999999	5.885958399999976e-05	0.0314090550759999	-1.56467	-0.1620999999999999	2.4481922089	0.0262764099999999	-0.00290528	-0.00042077	1.770473929e-07	8.4406518784e-06	0.0032219	-0.00376944	1.4208677913600002e-05	1.038063961e-05	0.00148124	8.660999999999999e-05	7.501292099999998e-09	2.1940719376e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6019.484225781852	17.101600943525227	36234190.34443654	292.4647548315829	12172.552540626608	-11.855441557063386	148171035.35431528	140.55149451294554	5405.61999527643	21.374907399223048	29220727.53333235	456.8866663253602	5561.187917437498	7602.152215069492	0.998823	38.399757	0.2168515	0.123903	-0.0535383395	0.0125665389	0.03681284	-0.0383422097	0.0191922388	0.0323824582	-0.0951378287	-0.0208851599	-0.076566288	-0.0326628464	-0.0629662689	-0.0843286662	-0.062341835	0.016873464	0.0894101486	-0.0818511399	-0.003139829	-0.0834166436	-0.0725209855	0.0069596416	0.0359588597	-0.0756901607	0.0193286058	0.1015469565	-0.0225519748	-0.0103548672	0.0519937584	-0.0419684742	0.0196797276	0.0934476169	0.0416381443	-0.0613451811	0.0707645801	-0.0229395427	-0.0507620998	-0.0125902371	0.0446483209	0.0261404613	0.1252726331	-0.0059153435	0.0629733698	-0.0440253476	0.0241225368	-0.0322343041	-0.0255705142	-0.1178196746	0.0696895225	0.0735589818	0.0768875749	-0.0782191719	-0.0187863941	0.0461035475	-0.028315697	0.0523655231	-0.027764846	-0.0788751113	-0.0481328434	-0.0532940133	-0.0610255599	-0.0212195463	0.1218609046	-0.0309983329	-0.0370160522	0.0761328723	0.0221261394	0.0533157685	0.0048929763	-0.0524604955	-0.0500523007	0.1053343424	0.0173774149	-0.0662619741	0.0801083974	0.0742811919	-0.0296635013	0.1133033369	-0.0156981916	-0.0062090961	0.0242956451	-0.0698626027	0.0069635519	0.0562369247	0.0231936036	-0.0410562064	0.0425753048	-0.0753780213	0.0399210822	0.0292505352	0.0116431191	0.0005825957	0.0925755212	0.0707606707	0.1243461325	0.0168570532	-0.0594021681	-0.0600422268	-0.0419906899	-0.0423729782	0.0374915563	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.159183	0.042562	0.0253392274889999	0.001811523844	-0.134831	0.0423949999999999	0.0017973360249999	0.018179398561	-1.56897	-0.0042999999999999	2.4616668609	1.8489999999999747e-05	-0.00231365	0.00059163	3.5002605690000015e-07	5.3529763225e-06	0.00134333	-0.00187857	3.529025244900001e-06	1.8045354889e-06	0.00139955	-8.168999999999993e-05	6.6732560999999894e-09	1.9587402025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6018.445355449564	-1.0388703322878428	36221684.496532425	1.0792515673078529	12161.140489658314	-11.412050968294352	147893338.00920683	130.23490730294805	5405.158250216023	-0.4617450604073383	29215735.709878337	0.2132085008105765	5561.598069948227	7599.705773798471	0.887595	34.123619	0.24033915	0.118933	-0.0539694265	0.0297414109	0.0339686356	-0.0422058674	0.0193667041	0.033980508	-0.1355441228	-0.0102771393	-0.1164426089	-0.048030518	-0.0313103198	-0.0244398322	0.0457401026	0.0487861238	-0.0060677504	-0.124137185	-0.0415912859	-0.0362977299	-0.0125570815	-0.0206022479	0.0084709754	-0.0634785668	-0.1152681889	0.0248143737	0.0114482948	0.0815277826	0.0352828603	0.0712657319	0.0507644961	0.0704070736	0.0745946398	0.0561630141	0.0259602409	0.0114000169	0.0889733694	0.0426045482	-0.0980536101	-0.0817383822	0.0196022102	0.059101585	-0.0489244132	0.0008796018	0.0042521277	0.0637185201	0.1168632547	-0.098524455	-0.1438798116	-0.0664696156	0.0323432083	-0.1485467062	-0.0994558788	-0.0445806758	-0.0465238526	0.0029305337	-0.0469246647	-0.0504230615	0.0248083789	-0.0082342063	-0.0573384857	0.0194096611	0.1020325467	-0.1080486942	-0.0087011973	-0.0214899351	-0.0002375426	0.0892951923	-0.002769628	0.0745239663	0.0637292631	0.0857164249	-0.0704175605	0.0655059417	-0.0051421974	-0.0170731088	0.0207524844	0.0830897111	0.0637673724	0.0553778589	-0.0005644777	0.1159128737	-0.0252399519	-0.014225632	0.1046084666	0.067820011	-0.0450833381	0.014072549	0.0459688787	0.001003115	-0.1243902616	-0.075120972	0.178056421	0.0055585874	-0.0478202271	-0.0523882879	0.0763360771	-0.0410073432	0.0428479199	0.0296615625	0.0423917571	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.11401	0.0451729999999999	0.0129982801	0.0020405999289999	-0.118698	0.016133	0.000260273689	0.014089215204	-1.62986	-0.0608900000000001	2.6564436196	0.0037075921	-0.0027838	-0.0004701499999999	2.2104102249999995e-07	7.74954244e-06	-0.000370613	-0.0017139429999999	2.9376006072489995e-06	1.37353995769e-07	0.00122078	-0.0001787699999999	3.195871289999999e-08	1.4903038084000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6011.118300068045	-7.327055381519131	36133543.21741294	53.685740563848455	12160.37209833901	-0.7683913193031913	147874649.5700619	0.5904252195804989	5399.266078040602	-5.892172175420456	29152074.181479946	34.71769294479902	5559.121407317996	7692.019496806632	0.860162	33.068932	0.11103845	0.0540763	-0.0345064628	0.0161341219	0.0148523283	-0.0086424808	0.0293462093	0.051215194	-0.1328718831	0.0456812484	-0.1296349468	-0.0194543134	-0.0097040004	0.0327356371	0.0468019695	0.0544034087	0.0763270167	-0.0621929516	0.0165663823	-0.0002699058	-0.1014898691	0.0833377367	0.0130347148	-0.0594452082	0.0673289993	-0.0523082398	-0.0731441252	-0.0062245351	0.0229342463	-0.0059712956	0.0134575696	0.0333744706	-0.010586949	0.0144808736	-0.0954544845	-0.0183456255	-0.023669883	0.070863525	-0.0663618732	-0.0884475713	-0.0623509847	-0.0293501167	0.0363825272	0.0722177566	0.1045948306	0.0064328685	0.0216846169	-0.0110003129	0.0533724648	-0.0595834746	0.0391482676	-0.0232270407	-0.0556341164	-0.0527987139	-0.0293895468	0.010850259	-0.0203370674	-0.0144886226	0.0405922223	0.0345202856	-0.1076003525	0.0118273058	0.0719862429	-0.0228683013	0.0249160228	0.089940415	0.0885470135	0.0201671565	-0.0100593667	-0.0848369794	0.0372147504	-0.0138205042	0.0495375993	0.0473696693	0.017380713	-0.050065999	0.0355224546	-0.015776642	-0.0402139267	0.0867770867	-0.0273492222	0.1147036263	0.0121967003	0.0588729482	-0.0100075613	0.0727658401	0.0455657973	-0.0318570498	-0.0029832221	-0.1070356908	-0.0419039043	0.0146534079	0.014901257	0.0560224193	0.0477445185	-0.0317961673	0.0101345417	-0.0076357268	0.0319748279	0.0390305088	0.011720211	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0879049999999999	0.0261050000000001	0.0077272890249999	0.000681471025	-0.0972638	0.0214342	0.00045942492964	0.00946024679044	-1.60528	0.02458	2.5769238784	0.0006041764	-0.00282455	-4.074999999999999e-05	1.660562499999999e-09	7.9780827025e-06	-0.000963528	-0.000592915	3.51548197225e-07	9.28386206784e-07	0.00107606	-0.00014472	2.0943878400000023e-08	1.1579051236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6005.494134955015	-5.6241651130294485	36065959.804979086	31.63123321861755	12131.85339851077	-28.51869982824064	147181866.8829573	813.3162398932928	5374.282618226332	-24.983459814270645	28882913.660569675	624.1732642912763	5531.972842380081	7604.954575382569	0.874391	33.615963	0.0486679999999998	0.0210099	-0.0323252596	0.0180369914	0.0491786874	-0.0006304103	0.0264052304	0.0424939542	-0.1347201098	-0.0281333961	-0.0477119921	0.1005279508	-0.0250673703	-0.0732475914	0.0045904023	0.0672134322	-0.0132887029	-0.0278190211	-0.0594720335	-0.0335244298	0.0311104943	0.0505040084	-0.0488322085	-0.0311499063	0.0036853374	-0.0395262961	-0.0481053534	-0.0254746483	-0.0015298783	-0.0326451731	-0.0365596708	-0.0376675496	0.0008937455	0.0335001617	0.0569154887	-0.0371984898	-0.0239649239	-0.0050588069	-0.0743210106	-0.0163915585	-0.0531695429	-0.0549262058	0.0467223573	-0.0028850804	0.0064873561	0.1030063391	-0.0472424879	-0.1131912696	-0.0155658259	-0.0229162159	0.0047252253	-0.0202675605	-0.0405565776	-0.0436742941	0.1028014232	-0.0013079408	0.0970890267	-0.0339524991	0.0253867138	-0.0655806745	-0.0430261627	0.0543687246	0.0238622127	-0.077924063	-0.0409550256	-0.0262296086	0.057579483	-0.0246886138	-0.0475565222	-0.0194112979	0.0291730027	0.0018042911	0.0464008013	0.0085371567	-0.0035704993	-0.0229787755	-0.0384127434	-0.0265271594	0.0312457645	-0.0207328372	0.0702087782	0.0614847278	0.0625952613	0.0014992254	-0.0154720745	0.008357345	0.0670762911	-0.0114797222	0.0309899189	0.0124482956	0.0196764271	-0.1141624874	0.082606198	0.0309305502	0.0151348117	0.0094248417	0.0067533273	0.0973496412	-0.0453006221	0.0335458514	-0.0529379382	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.101382	-0.0134770000000001	0.010278309924	0.000181629529	-0.0940004	0.0032633999999999	1.0649779559999995e-05	0.00883607520016	-1.60821	-0.0029299999999998	2.5863394041	8.58489999999928e-06	-0.00261708	0.0002074699999999	4.304380089999998e-08	6.8491077264e-06	-0.00117635	-0.000212822	4.5293203684000045e-08	1.3837993225e-06	0.00123572	0.00015966	2.5491315600000018e-08	1.5270039184e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6015.524174603456	10.030039648440834	36186531.0952386	100.60169534929511	12168.728868178086	36.87546966731679	148077962.26723072	1359.800263185201	5376.606849892337	2.3242316660052893	28907901.2183092	5.4020528372617225	5534.45022080876	7660.814582689713	0.875179	33.646259	0.1700632999999999	0.0747597	-0.0301257764	0.0292803729	0.0375674898	-0.0083586624	0.0105444178	0.0942443908	-0.1370065507	0.0507443093	-0.0840580143	0.065537943	-0.019981727	0.0399283658	-0.0450996745	0.0091748603	0.0339328615	-0.0933600467	-0.0280193763	-0.0355621507	0.0706875537	0.0604168142	-0.01849176	-0.0154835572	-0.0356776497	-0.0324801187	0.008570723	0.0469408404	-0.0386332591	-0.024877449	0.0109932511	-0.0468721681	-0.0370682133	0.0503692755	-0.0248306247	-0.0357320244	-0.0520604253	-0.0179909986	-0.1199594928	0.065699944	-0.0683658833	0.0682015634	0.1143058386	-0.0726914605	0.0204045829	0.0082086636	0.0631656889	0.0879892081	-0.0192536663	0.0570911579	-0.0218544073	0.0059322698	0.0516013675	0.0067632071	0.0167229119	-0.0721339254	0.0661523557	-0.0282238277	-0.0203538518	0.0338388085	-0.0444575524	-0.0116802913	0.0626049191	-0.0974630838	0.0042916212	-0.0621586807	0.0604585813	-0.0441502482	0.0072612371	0.0115955848	0.0400299281	0.0093132933	-0.02946643	0.0007261827	-0.0610526351	-0.0339342937	0.0407752663	-0.0666641994	-0.0044340958	0.0276634923	0.0648037863	0.0651356815	0.1227088342	0.00483544	-0.0015612607	-0.054588686	-0.0579239377	-0.0691826128	0.0707593881	-0.018797896	-0.0236247031	0.0355682594	-0.1197089586	-0.0332417941	-0.0891465741	0.0242944954	-0.0064900623	-0.0140245027	-0.0344565318	-0.0195980107	-0.0883236711	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0586406	0.0427414	0.00343871996836	0.00182682727396	-0.0802393	0.0137610999999999	0.0001893678732099	0.00643834526449	-1.64898	-0.0407699999999999	2.7191350403999994	0.0016621928999999	-0.00288768	-0.0002706	7.32243600000001e-08	8.3386957824e-06	-0.00198288	-0.0008065299999999	6.504906408999996e-07	3.931813094399999e-06	0.000857034	-0.000378686	1.4340308659600004e-07	7.34507277156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6016.402115381049	0.8779407775928121	36197094.41396156	0.7707800089602715	12147.086836409086	-21.642031769000823	147551718.6112629	468.3775390904409	5394.225279086903	17.618429194566488	29097666.36154018	310.4090472839528	5550.587419620937	7610.77354373908	0.810566	31.162218	0.1156526499999999	0.0604068	-0.0044306589	0.0287513965	0.0589891844	0.0198755785	-0.008285985	0.076688038	-0.1296348905	0.0035207177	-0.0475598093	0.0008382419	-0.0217418707	0.0493225454	-0.0146410428	0.0471707704	0.0272663707	-0.0657783964	-0.0668820305	-0.1162991266	0.0300797018	0.0307037248	-0.0629079424	-0.1002112688	-0.0201207285	-0.0385119603	-0.0705355636	0.1185314736	-0.0062134544	-0.0198396868	0.0271299531	-0.0455101859	-0.0449880313	0.0202863157	-0.0010447555	0.0093478245	0.0385257063	0.0946607481	-0.0168334375	-0.0233913784	-0.067333283	-0.0986965883	0.0671790875	-0.1229633498	-0.0533844617	-0.0268321624	0.0919808125	0.0398607011	-0.0885733716	0.0620411473	0.0102954982	0.012075641	0.1106525357	0.0380161821	-0.0215340417	0.037041093	0.0049218595	-0.0281777406	-0.0432926463	0.0442573575	-0.0902639458	0.0224640363	0.0659904266	-0.0984345322	-0.0754650022	-0.062105885	0.0574900006	0.0310477838	-0.0720573099	-0.0544910944	0.0739457542	0.075512843	-0.0459453094	0.0484428186	-0.0734438674	-0.0092162834	0.0231224928	-0.0635663257	-0.0119507958	-0.0113888605	0.0239800091	0.1075531426	-0.0442516918	0.011178173	-0.0322686721	0.0285499315	0.0552211872	0.0046183313	0.0790072817	0.1318689266	-0.0089738715	0.0525146171	-0.074736741	-0.0560928683	-0.1080612942	0.0089022936	-0.0643010562	-0.0582111168	-0.0489297913	-0.0314058274	0.0588525642	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0407179	0.0179227	0.00165794738041	0.00032122317529	-0.086427	-0.0061877	3.828763129000005e-05	0.007469626329	-1.60256	0.0464199999999999	2.5681985536	0.0021548163999999	-0.00265935	0.00022833	5.213458890000005e-08	7.0721424225e-06	-0.00257791	-0.00059503	3.540607009000004e-07	6.645619968100001e-06	0.000936119	7.9085e-05	6.254437225000001e-09	8.76318782161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
