global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
5226.361819536776	n/a	27314857.86871176	n/a	12210.146950876611	n/a	149087688.5620014	n/a	4648.042758395382	n/a	21604301.483871754	n/a	4883.992723953773	7466.00356801835	n/a	n/a	n/a	n/a	-0.0235774052	-0.1160582092	-0.0203212524	0.0512237168	0.1480339885	0.0171463522	-0.0707300896	-0.0143500903	0.0542368514	-0.0221000771	-0.0899678499	0.0981401068	-0.1043953306	0.0351416576	-0.1343491857	0.0316741373	-0.0871253955	0.0905286786	-0.0701579489	0.2302594761	-0.0586954201	0.2223859739	-0.0076303405	-0.1159426529	0.0445506425	0.1933662384	-0.0917723294	-0.1393852697	0.0383666252	0.0584552025	-0.1342213983	0.0563224134	0.0413985515	0.03341898	0.1869439062	-0.0352956266	-0.0711093958	-0.0355373415	-0.0833495678	0.1980449735	-0.014951686	0.0387097745	-0.0349737749	0.0266207354	-0.1678726054	0.0430663191	-0.074878761	0.0405953975	-0.0980732215	0.0475396507	-0.0914543831	0.0666256357	-0.2180394502	0.0190982384	-0.1712939486	0.0660936208	0.0735082709	-0.0497463933	-0.3019723016	0.0347765824	0.0415663722	-0.0121059014	-0.0314840011	-0.1612039894	0.0824548374	0.0632575939	-0.0498021676	-0.0575098224	-0.1533567993	0.0742911687	0.1056638678	-0.1705428389	0.1194655945	0.145844626	0.1457835352	0.1456817361	0.1455392573	0.1453561384	-0.152875	n/a	0.023370765625	n/a	0.0256686	n/a	n/a	0.00065887702596	-0.223493	n/a	0.049949121049	n/a	0.00787706	n/a	n/a	6.20480742436e-05	0.002	n/a	n/a	4e-06	0.00045979	n/a	n/a	2.1140684410000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5210.160869209556	-16.2009503272202	27145776.28304248	262.47079150505624	12244.119637513772	33.97268663716022	149918465.69775036	1154.1434373466848	4634.213255954564	-13.829502440818032	21475932.501665004	191.2551377605919	4870.000760356237	7676.822074798201	1.317836	50.953442	0.15272265	0.0956772	0.0123760333	-0.0734112967	-0.0240399758	0.0768722108	0.1369934718	0.0360433864	-0.0147672865	-0.0360409954	0.0210994909	0.02680129	-0.0868118627	-0.0844075438	-0.0295285525	-0.0149988266	0.0487042837	-0.0880320752	0.0806342362	0.059099182	-0.1373542952	0.1061008683	0.0127971478	0.0878289363	-0.1663077627	0.1118161465	0.0382483313	0.0326648549	0.0457341123	0.0687705313	0.103758302	0.0502422371	-0.0829265124	-0.0957242577	-0.2147543669	0.1682575828	0.0015680669	0.0302205149	-0.2420879177	0.0743670111	0.0410506356	-0.3367910212	-0.0355144586	0.0104949872	0.0065103543	0.1018142976	0.0166352289	0.0525829	-0.041699691	0.0081863164	0.0953044718	-0.0667903386	-0.0089270318	0.1410339904	-0.1081806195	0.0225143476	-0.1597335046	-0.0536083957	0.0778387415	0.0489427098	0.0941853282	-0.160917699	-0.0213645086	-0.1060357774	-0.0250969421	-0.1074547106	-0.1660950999	0.0251971261	-0.0676158498	-0.2237488202	0.1673522626	0.1259643296	-0.0490561756	0.0949840635	-0.2164176114	0.1456817361	0.1451324305	0.1442184549	0.1429421058	0.1413065902	-0.118049	0.034826	0.013935566401	0.001212850276	0.0255702	-9.839999999999848e-05	9.682559999999702e-09	0.00065383512804	-0.219481	0.0040119999999999	0.048171909361	1.6096143999999902e-05	0.0063559	-0.0015211599999999	2.313927745599999e-06	4.0397464810000005e-05	0.00164047	-0.00035953	1.2926182090000005e-07	2.6911418209e-06	0.000854825	0.000395035	1.5605265122500001e-07	7.307257806250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5221.2430418043405	11.082172594784424	27261378.901590243	122.81454942059094	12247.447556585328	3.327919071556608	149999971.6513079	11.075045346830192	4641.2099698981365	6.996713943572104	21540829.98468186	48.9540060081763	4878.043350852169	7879.21740717338	1.153968	44.617558	0.0831171	0.0476449	0.0462699544	-0.0185780636	-0.037915034	-0.0019757944	0.0616652811	0.0448971416	0.0357878138	-0.0426995557	0.04501057	0.0256342289	-0.0266315785	-0.0487988741	0.0667251415	0.0530051301	-0.0294542423	-0.0691365296	-0.0765285965	0.0333815534	-0.0657477971	0.1413778559	-0.0502476556	-0.1390755638	0.0722202595	0.1094022756	0.0423666484	0.1595367017	0.1598748553	-0.0572179589	-0.0375416984	-0.1763341016	0.1053790605	-0.1111817299	0.0443693753	0.1096983074	0.0288535665	0.0799286352	0.030383906	0.0813183392	0.115872601	-0.1016475253	-0.0493976523	0.0334039265	-0.0086539057	0.0700426103	0.0183696986	-0.0203944162	0.0097833612	0.0948997458	0.0363488666	0.0622948398	-0.070463096	0.0524249697	-0.1571758395	0.0324074151	0.1957723587	-0.0294350803	0.0470357693	0.0627279449	-0.086957739	-0.0914498687	-0.1574884161	-0.0081021884	0.1416097801	0.1317975711	-0.1214523808	-0.0681630308	0.018856379	-0.1350313873	0.0009967139	-0.0389538729	-0.0679170287	0.0766547651	0.0489317696	0.1453561384	0.1438331292	0.1413065902	0.137794149	0.1333203122	-0.107703	0.010346	0.0115999362089999	0.000107039716	0.012551	-0.0130192	0.00016949956864	0.0001575276009999	-0.2239	-0.0044189999999999	0.0501312099999999	1.952756099999981e-05	0.0055696	-0.0007863	6.182676900000003e-07	3.102044416e-05	0.00150806	-0.0001324099999999	1.7532408099999974e-08	2.2742449636000004e-06	0.000666877	-0.000187948	3.532445070400002e-08	4.44724933129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5208.232139825746	-13.01090197859412	27125682.022313874	169.2835702965844	12239.745266710592	-7.70228987473638	149811364.19396433	59.32526931446655	4642.588752315076	1.3787824169394298	21553630.323122453	1.901040953261336	4878.246864652884	7910.680652536862	1.015683	39.270859	0.04816148	0.0227098	0.0414814511	0.0098456912	-0.0421754588	0.0294986189	0.123240339	0.037764052	-0.0047052383	-0.0207654866	-0.020105301	0.0061183515	0.0868636683	-0.0978257318	0.1094811947	0.0366277952	-0.1308018159	-0.0109607621	-0.0515025408	0.0500942372	0.0741204352	0.0238395584	-0.0532588014	-0.0064513679	0.0154199938	-0.2447242378	-0.078344935	0.0345329736	-0.0674462641	-0.0422977037	-0.214477251	-0.0028521389	-0.1764151708	-0.0635248784	-0.0491610068	-0.0903431171	-0.2825227232	-0.0799149463	0.0421602038	-0.0367817821	0.0859776882	-0.0433892422	-0.0225578585	-0.0090424398	0.0039387599	-0.0088313602	0.1087655151	0.0265423293	0.0649218705	0.1666840359	-0.0371501076	0.0322045007	-0.0439665723	-0.0657852272	-0.0206286026	-0.004312757	-0.0425930737	0.0227167123	-0.1525223575	-0.1403894052	-0.1544413371	0.0769908746	0.0488662591	0.2364049177	0.0736770965	-0.0891202963	0.104302414	-0.0898871202	-0.0877436495	0.141910387	0.2553145488	-0.0144282791	-0.0336968441	0.1065198246	-0.01683936	0.1448681963	0.1418914342	0.1369753898	0.1301872524	0.121619798	-0.0970561	0.0106468999999999	0.00941988654721	0.0001133564796099	0.00918427	-0.00336673	1.13348708929e-05	8.435081543289999e-05	-0.241038	-0.017138	0.058099317444	0.000293711044	0.00541217	-0.00015743	2.4784204900000026e-08	2.92915841089e-05	0.00141626	-9.180000000000016e-05	8.427240000000032e-09	2.0057923876e-06	0.000757844	9.096700000000008e-05	8.274995089000011e-09	5.74327528336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5208.0701142847065	-0.1620255410398385	27123994.31530552	0.0262522759492524	12297.65309501713	57.90782830653916	151232271.64538443	3353.3165791796177	4636.135676818921	-6.453075496155179	21493754.01387323	41.642183359078416	4869.458661134523	6827.913407073665	2.13726	82.636055	0.23979958	0.182869	-0.1345164921	-0.1431987429	0.0739403659	0.0680210917	0.0754780744	-0.0186090877	-0.0500631993	-0.0180134109	-0.0988627632	0.2133557936	-0.080975255	0.0555157214	-0.0865648486	-0.0599528599	0.1666860251	0.0250014055	0.039127271	-0.1642260535	-0.0029353938	0.0782586008	0.0205324303	0.0049339946	0.0478482377	-0.0700268872	0.021836665	-0.2494821908	-0.040145234	0.1523807038	-0.2593624695	-0.1701224913	0.0503312743	-0.0498251074	-0.1109531194	0.0515544077	0.182310252	0.0114310288	-0.05256377	-0.1717163758	0.0146894942	0.0434481675	0.011452134	-0.0872219078	0.1806123198	0.1246277814	-0.0653148869	0.0403012402	-0.0157828788	-0.1989718151	0.0353797171	-0.0162299704	0.117681775	-0.0470875018	-0.071745094	0.034072915	-0.0524797724	0.1733240363	-0.1564940196	0.024961931	0.2329988431	0.0376251537	0.128634721	0.2464950827	0.1180005176	0.1319447152	-0.1438902073	0.017312008	-0.0921150165	-0.1067142478	-0.1028356546	0.0345394496	0.1570021106	-0.0364988775	-0.0390793329	0.1442184549	0.1393160176	0.1312683579	0.1202571612	0.106531018	-0.115687	-0.0186308999999999	0.013383481969	0.0003471104348099	0.00437759	-0.00480668	2.31041726224e-05	1.91632942081e-05	-0.0747346	0.1663034	0.00558526043716	0.0276568208515599	0.00455518	-0.00085699	7.344318601000004e-07	2.07496648324e-05	0.00143684	2.058000000000008e-05	4.2353640000000316e-10	2.0645091856e-06	0.000634242	-0.000123602	1.5277454404e-08	4.022629145640001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5213.184306065251	5.114191780544388	27177290.60900503	26.15495756818778	12276.797299246502	-20.8557957706289	150719751.9267862	434.9642172261824	4655.030907292372	18.895230473451196	21669312.747847244	357.0297346448386	4888.824389349141	6989.928775923831	1.313393	50.781666	0.19256421	0.0978206	-0.0988635655	-0.1326994797	0.0288732895	-0.0060102815	0.0415269571	0.0273308195	-0.0076100582	0.0731542555	0.0405247358	-0.1275662054	-0.0376652101	0.3701486321	0.1899835887	0.2211340232	0.1204555212	-0.2117207153	0.0046611063	-0.1515529391	0.1293229698	-0.062372376	-0.1392977183	-0.0985360507	-0.1129544351	-0.1222547923	0.2239445608	0.0666812607	-0.0715791688	0.1428891379	0.12368655	0.1942058725	0.1010935606	0.0952865865	0.1070190483	-0.0421469544	-0.0188447024	0.0280502337	0.1671217233	-0.0324089187	-0.1327064281	-0.0904168597	0.0647845523	0.0331538894	-0.0898480379	-0.0625206139	-0.2202337014	-0.3976481473	0.0372286667	0.0462577051	0.1972161267	0.1651349361	0.1204907688	-0.1780799587	0.0292629247	0.1415631613	-0.0377686342	-0.0925320135	-0.2030378592	0.1666791105	-0.0529510973	-0.1551187852	0.0879866236	-0.1272963955	-0.2001695167	0.0244003656	0.158713453	0.0354818934	0.0966637107	0.0973405425	-0.089849283	-0.1601523953	-0.0427163714	-0.0313368702	-0.1544765593	0.1434076399	0.1361183819	0.1242428182	0.1081810781	0.088474338	-0.0738075	0.0418795	0.00544754705625	0.00175389252025	0.0867763	0.08239871	0.0067895474096641	0.00753012624169	-0.0716094	0.0031251999999999	0.00512790616836	9.766875039999968e-06	0.00373152	-0.0008236599999999	6.784157955999999e-07	1.39242415104e-05	0.00113066	-0.00030618	9.374619240000005e-08	1.2783920355999995e-06	0.000460866	-0.000173376	3.0059237376000014e-08	2.1239746995600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5221.850517285864	8.66621122061315	27267722.824878644	75.10321692028126	12251.671829940926	-25.12546930557619	150103462.62856802	631.2892078254512	4639.777090061156	-15.25381723121609	21527531.445456367	232.6789401233449	4874.181350592208	7624.071631465244	1.908352	73.78541599999998	0.1656977499999999	0.102809	-0.0317585474	0.0242697047	0.0360715355	-0.0686677037	0.0006955229	-0.0243397565	-0.0197832863	0.0167954792	-0.1399502978	-0.0154349924	-0.1134109775	-0.2053789642	-0.0822495866	0.1059218378	0.0255201914	-0.003372104	0.0096189748	-0.0762511844	0.0953340691	-0.2304241376	0.12582159	0.1609020709	-0.0399551295	0.0831897369	0.1436464761	-0.0152773481	-0.0854350484	-0.1188850088	0.0162085942	-0.0336809566	-0.0884625674	0.1592358643	0.0389716157	0.120599526	-0.1498627142	-0.1006719492	0.0531354974	0.0251564696	0.165145105	0.0824863923	0.0287634687	-0.1090006412	-0.0175391171	0.1289502063	0.1275713908	0.0578942578	-0.1470254271	0.0065456532	-0.0142356611	0.0566302718	0.0499924511	-0.0821677394	0.261617282	-0.1247296194	-0.1206528238	0.0176477805	0.1538401824	0.1829910162	-0.0654516327	0.0606846489	0.0499313462	-0.0142864153	0.0023555088	-0.0049633839	0.1692387803	0.1036527652	0.040191123	-0.0606577805	0.1489072812	0.0406910785	0.0110494862	0.1736998446	0.1415199731	0.1424366568	0.1323128084	0.1159693376	0.0941745011	0.0679528079	-0.0726292	0.0011782999999999	0.00527500069264	1.388390889999984e-06	0.0125628	-0.0742135	0.00550764358225	0.00015782394384	-0.0911717	-0.0195622999999999	0.00831227888089	0.0003826835812899	0.00261925	-0.0011122699999999	1.2371445528999996e-06	6.8604705625000005e-06	0.000909888	-0.0002207719999999	4.874027598399997e-08	8.27896172544e-07	0.000379035	-8.183099999999998e-05	6.696312560999997e-09	1.4366753122500001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5232.303474045955	10.452956760091183	27376999.64451337	109.26430502833595	12294.09673583202	42.42490589109366	151144814.5499955	1799.872639868153	4643.199481546377	3.422391485220942	21559301.42543254	11.712763478112803	4880.506843348658	8006.397366485719	1.32684	51.301556	0.07291034	0.0449698	0.0381745889	0.0639518983	-0.0113083761	-0.028968991	-0.0545696132	0.0108757993	0.0220354375	0.0146748195	-0.0212825196	0.0690733068	-0.0170952788	0.0565383814	-0.0860106525	-0.1382329426	0.0776789174	0.2612761375	0.0445560608	0.0221242355	0.0265235663	-0.0588550196	0.0912867868	0.0452961792	-0.0742288805	0.1633234767	0.0810139401	0.1499835225	-0.0147674121	-0.0632539971	0.1188292519	-0.1669548131	0.1295023579	-0.0438586468	0.1014932169	-0.2174785813	0.1048030877	-0.0639081668	0.0996197159	-0.0185616372	-0.2116253737	0.0767969428	0.0147789931	-0.0012399029	0.0463596719	0.0321384346	-0.0248904092	0.0311000438	0.0528909251	-0.2463219035	-0.1953646196	-0.0891563143	0.0148715002	0.0353753404	0.0688112377	-0.1140662668	0.0044387821	-0.1160726584	0.170132539	0.1059725634	-0.1260528254	-0.0617691205	0.0104307836	-0.1310318123	0.1030760641	0.1099013856	-0.0394133725	-0.1344494765	-0.0228715339	0.1788677112	-0.2397857546	-0.0160767832	-0.044555413	-0.1803327318	-0.0302209868	0.1413065902	0.1279162938	0.106531018	0.0784873779	0.0455381471	-0.0726722	-4.300000000000137e-05	0.00528124865284	1.8490000000001174e-09	0.00388876	-0.00867404	7.523896992160001e-05	1.5122454337599998e-05	-0.129214	-0.0380423	0.0166962577959999	0.00144721658929	0.00269286	7.361e-05	5.418432099999999e-09	7.2514949796e-06	0.000470991	-0.000438897	1.92630576609e-07	2.2183252208100003e-07	0.000368522	-1.0513000000000026e-05	1.1052316900000055e-10	1.3580846448399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5232.643100991732	0.3396269457771268	27380553.822356373	0.1153464622978994	12279.827075338771	-14.269660493248011	150794153.00022316	203.62321059256308	4635.974952523316	-7.224529023061223	21492263.76042356	52.193819605053946	4870.311144328299	8001.72428734369	0.831589	32.152958	0.0700310099999999	0.0359415	0.0266656547	0.0747949078	-0.010965339	-0.0278887031	-0.0400812488	-0.0197181632	-0.0103723854	-0.0597270365	-0.0122967408	0.0501746894	-0.0738911596	-0.0057674263	0.1086012179	-0.132815624	-0.0195781103	0.0869105596	-0.3060732044	-0.0522652348	0.0259355306	-0.112298953	-0.1728873798	0.0063103531	0.0686296098	0.1103906843	-0.2761166512	-0.254544335	-0.0192698081	-0.1154547452	0.0865863526	0.2673294353	0.04191793	-0.1691022062	0.0487771118	-0.0266658719	0.040602906	0.013548342	0.0222082342	0.0661916831	-0.0310741563	0.045100089	-0.0509427236	-0.028753256	0.0330419646	0.0585050558	-0.0097654408	0.0800942172	0.191765836	-0.0689403519	-0.0745235787	0.2160953335	-0.1570793528	-0.0665978426	0.0765770415	0.1674994976	0.096845136	-0.0322040412	0.1195707385	-0.2187007111	0.218559422	0.2543299636	-0.0122135095	-0.0407374217	-0.2656006259	-0.1138193789	-0.1046107461	-0.1290462611	0.0236994391	0.0244399812	-0.019645875	-0.0413011692	-0.0586228286	-0.0615491966	0.0603745404	0.1400187021	0.122948474	0.0960226616	0.0613996455	0.0218548166	-0.0726367	3.550000000000775e-05	0.00527609018689	1.26025000000055e-09	-0.00400865	-0.00789741	6.23690847081e-05	1.6069274822499998e-05	-0.142111	-0.0128969999999999	0.0201955363209999	0.0001663326089999	0.00230181	-0.00039105	1.529201025e-07	5.2983292761e-06	0.000971619	0.0005006279999999	2.506283943839999e-07	9.44043481161e-07	0.000460866	9.2344e-05	8.527414336000001e-09	2.1239746995600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5236.841464231094	4.198363239361242	27424508.521490064	17.626253889619825	12307.633560702332	27.80648536356057	151477843.86452636	773.2006282739081	4651.7240598382505	15.749107314934918	21638536.72887805	248.03438121733652	4884.754031527064	8029.61082948856	0.815428	31.52809	0.04030576	0.0220989	0.0319281799	0.0558269411	0.0010092757	-0.0048040591	-0.0829135907	0.0032123267	0.0054256828	0.0627131482	0.0726834301	-0.0475141905	0.0556171863	-0.0127822487	-0.1187418825	0.0611639217	-0.0208157066	0.0537857303	0.1611851627	-0.0506448335	-0.1508930937	0.0416997042	-0.0182114699	-0.180255883	0.1172226451	-0.0340997046	-0.1505478057	-0.0089703169	0.1337652755	0.1630870227	-0.0150204117	0.1133821344	0.0585021604	0.3005732855	0.0026318494	-0.17124381	0.0811691342	-0.1889473583	0.0324165208	0.121625969	0.0109513509	-0.0395419315	0.0473911195	0.0639060331	-0.0580859502	-0.0634980444	0.013245564	0.002539873	-0.1192488974	0.0181444933	-0.0532740135	-0.1366257707	0.1188722377	0.1166903607	-0.0429684107	0.0933136087	0.1813170395	0.0685650991	-0.116724522	-0.1261918076	0.1531536202	-0.067472328	-0.1050713896	-0.0248608854	-0.072731776	0.0627045738	0.1454325381	0.2344590915	-0.0911235742	0.1765295881	-0.1721857351	0.1428342035	-0.1865264576	0.0752809524	-0.0125840616	0.1385744309	0.1174315365	0.084549818	0.0432162351	-0.002437378	-0.0593852	0.0132515	0.00352660197904	0.0001756022522499	-0.00401526	-6.609999999999776e-06	4.369209999999704e-11	1.6122312867599997e-05	-0.14772	-0.005609	0.0218211984	3.146088100000003e-05	0.00230181	0.0	0.0	5.2983292761e-06	0.000689312	-0.000282307	7.969724224899999e-08	4.75151033344e-07	0.0003144	-0.000146466	2.1452289155999995e-08	9.884736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
