global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
4120.600511227049	n/a	n/a	16979348.573124614	9759.150744676128	n/a	n/a	95241023.25731264	3859.898924924015	n/a	14898819.710629566	n/a	4243.551310873858	7260.697436159757	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0483556	n/a	0.00233826405136	n/a	-0.0082013599999999	n/a	6.726230584959837e-05	n/a	-0.0569214	n/a	n/a	0.00324004577796	0.000184194	n/a	3.3927429636e-08	n/a	-0.0	n/a	0.0	n/a	-0.0004453	n/a	n/a	1.9829209e-07	0.0	0.0	0.0
4103.814592948388	-16.785918278660574	281.7670524578712	16841294.213296145	9785.396343179553	26.245598503424844	688.8314408029764	95753981.59311175	3852.037241046348	-7.861683877667019	14838190.90640796	61.80607339236954	4249.799079782462	7255.011449922552	1.145336	41.112038	0.0414471206	0.0238932	-0.0813663654	-0.0068574296	0.1577660311	0.0322247985	-0.1766972579	-0.0757813783	-0.0817437869	-0.1035093738	0.1408692993	-0.0247125554	0.1495956578	-0.1639819407	0.1705694183	-0.0391110367	0.0671778606	0.1240122383	-0.0481866043	-0.0262436954	0.1101330642	0.1073487662	-0.0077184484	0.0320724492	-0.0324162044	0.0873884019	-0.0794684385	0.0343019736	-0.2149879802	0.0994699488	-0.0228102243	0.1036968626	-0.0065932883	-0.0291043306	0.0373346484	0.0439380186	-0.1105784887	-0.1046885164	0.1034496121	0.0786051441	-0.1062487023	-0.0362427009	-0.0575981716	0.2086508319	0.0611425402	-0.1490558287	-0.0577282469	0.0870388609	0.1586989317	-0.0973219802	-0.0963763684	-0.0096221849	0.1336247214	-0.0243817452	0.103382683	-0.00884106	0.0516871949	0.118256213	-0.1219849394	0.0118596523	-0.1271709273	0.0350697882	-0.0171572804	0.1048056511	-0.149212022	0.1462033563	-0.0186036166	0.103838938	-0.0785163525	-0.05706821	0.0527739178	-0.1362003863	-0.0422148273	0.0320333323	0.0268993192	0.0946355761	-0.0815890184	0.1603357282	0.0102242782	0.0174930604	0.0631771926	-0.2417505652	-0.0276235241	-0.0621473548	0.1416918055	0.2067273633	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0485694	-0.0002138	0.00235898661636	4.571044000000005e-08	-5.78894e-05	0.0081434705999999	3.35118263236e-09	6.631611341306273e-05	-0.0645335	-0.0076120999999999	5.794406640999995e-05	0.0041645726222499	0.000483585	0.000299391	2.3385445222500006e-07	8.963497088100003e-08	-3.55328e-23	-3.55328e-23	1.26257987584e-45	1.26257987584e-45	-0.000655464	-0.000210164	4.416890689600002e-08	4.2963305529600004e-07	0.0	0.0	0.0
4098.069313401994	-5.745279546394158	33.00823706621507	16794172.09744709	9742.63570128096	-42.76064189859244	1828.4724955796592	94918950.40787436	3848.2309990357817	-3.806242010566166	14808881.82193993	14.487478242998767	4245.203826728121	7205.274279974903	1.127876	40.485325	0.0590500194	0.0375502	0.0329621242	0.0231089648	-0.1639955627	-0.004328102	-0.1725913524	0.0384885457	0.0788807829	0.0109764282	0.1111585442	0.0944317963	-0.0874553063	-0.0066344456	0.0479535816	-0.0429789535	0.1207108878	-0.0589002299	-0.1287779453	0.1107966741	0.1466129618	-0.0962339973	-0.0168379158	0.0583563706	-0.0929126184	-0.1075266573	0.15636739	-0.0707943442	0.0558917186	-0.1583802671	0.0931232023	-0.0056224685	0.063213415	-0.1290848586	-0.0638697189	0.0479228845	0.1079757987	-0.0990996238	-0.0514382508	0.0162236106	-0.0554938286	0.1419451443	0.0299822909	0.0431662987	0.0608188091	-0.1018936664	-0.0073773039	0.0921039376	-0.0532457081	-0.1545762103	-0.1045274704	0.1469851895	-0.0642279078	0.0364746457	-0.0708309522	0.2340819819	-0.1701982156	-0.0594344439	0.2433057043	-0.0610334013	0.0555969658	0.082351366	0.083252799	-0.0129018022	-0.0189271016	0.0141535046	0.0199545098	-0.107196119	0.0067345081	-0.1435254615	-0.0250818111	0.0648078707	-0.1546547077	-0.033661309	-0.0010406016	0.0514165687	-0.0196350411	0.1069140595	-0.128707701	0.0137811147	0.0023191537	-0.0699997003	-0.1744826724	0.0309742854	-0.1464168877	0.1323121158	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0543802	-0.0058107999999999	0.0029572061520399	3.376539663999998e-05	0.00686178	0.0069196694	4.70840247684e-05	4.788182460529636e-05	-0.0423932	0.0221402999999999	0.0004901928840899	0.00179718340624	0.0	-0.000483585	0.0	2.3385445222500006e-07	-0.0	3.55328e-23	0.0	1.26257987584e-45	-0.000655464	0.0	0.0	4.2963305529600004e-07	0.0	0.0	0.0
4105.99258325567	7.9232698536761745	62.77820517417367	16859175.09375057	9771.306691654876	28.67099037391563	822.0256890211626	95478434.46237937	3852.200353729591	3.969354693809237	14839447.565274386	15.75577668526542	4252.202918130362	7234.798839351673	1.069628	38.394482	0.0802641834	0.0522673	-0.072733461	-0.037337402	0.0511831822	-0.0552464618	-0.1474640931	-0.0397261848	-0.0510417457	-0.0648137676	0.0695448433	0.0885710665	0.0641190615	-0.1189482929	0.0234775788	0.0765859913	-0.0947836297	0.1768558277	0.1679965743	-0.0355544051	-0.0856512587	0.0328395084	0.0392410083	0.0280426359	0.1912609119	0.0435845357	0.0240594528	-0.0726055044	0.1007498376	-0.0570936366	-0.044035618	-0.2100235962	0.3355405944	0.0363404728	-0.034924925	-0.0377425548	-0.1006325226	0.0151868884	0.0291808687	-0.0277272085	0.0709101641	0.1430399934	-0.0847169935	-0.0487950601	0.0962986384	0.0091610061	-0.0456712586	-0.1849421558	0.1110796564	-0.1181909112	-0.0539463728	-0.1192900775	-0.0433785474	-0.033134147	0.0238527796	-0.1013074968	-0.0168596273	0.0049866717	-0.0201634454	0.0886898528	0.17727346	-0.0542413508	0.0450745857	0.0079001205	-0.0208611939	-0.2102866137	0.1099170707	-0.2760741648	-0.0272323236	0.0473701712	0.1237182608	0.056156132	0.1218658303	-0.0120408879	0.1483013405	-0.0635109524	0.0004980965	-0.0442639079	-0.0777672208	-0.0201582935	0.0868395474	0.0478410067	-0.0868104418	-0.2071107602	0.0426487146	0.0388762363	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0451098	0.0092703999999999	0.0020348940560399	8.594031615999996e-05	-3.74534e-05	-0.0068992333999999	1.40275717156e-09	4.7599421507675554e-05	-0.0569554	-0.0145622	0.00021205766884	0.00324391758916	0.000879691	0.000879691	7.738562554810001e-07	7.738562554810001e-07	-0.0	0.0	0.0	0.0	-0.000544508	0.000110956	1.2311233936000012e-08	2.96488962064e-07	0.0	0.0	0.0
4091.5553078607577	-14.437275394912376	208.43492082854232	16740824.83728354	9749.122285234169	-22.18440642070709	492.1478882391101	95045385.33244953	3851.5743154461466	-0.626038283444359	14834624.707404451	0.3919239323379595	4254.994731166563	7256.475380892581	1.089137	39.094765	0.0711351364999999	0.0509626	-0.0677344696	-0.0964415173	-0.1396814986	0.0869631858	-0.067316205	0.036189991	0.0371506737	0.1506636593	0.1086669966	0.0216440926	0.1080611677	-0.0001034868	0.0177965462	-0.0405429778	0.0805767086	-0.0780434634	-0.0174090105	-0.0068334131	0.0205104012	0.1064312221	-0.0414692389	0.0881709999	-0.0204564111	-0.1247509748	-0.1220127619	-0.1572629459	0.0303252425	0.0252323082	-0.030691185	0.0976247619	-0.3111068731	0.0575761722	0.0684877876	-0.01503393	0.07376744	0.1447597963	-0.1555768008	0.1111315839	0.0211293027	0.0312813604	0.1247127681	0.1672636217	-0.0536535161	-0.0200308033	0.0799476176	0.1159837644	-0.0086252989	0.0147323063	0.2205251175	0.0031995894	-0.0924201016	-0.0948282642	-0.1281804526	0.0319777367	-0.0257451587	0.1198460397	-0.0661272063	-0.1366392566	-0.0499683097	-0.0275251761	0.1662411559	0.0203883296	0.0708252451	0.0498185765	-0.116908049	0.2241948984	0.0386006508	-0.0159559155	-0.0668870709	0.0658493241	-0.095713951	0.0622225877	-0.158407326	-0.1473431177	0.1055105403	0.1606344889	-0.0298821788	-0.0368254291	-0.0957455364	-0.0722046897	0.0178910701	0.0207615372	-0.0695227447	-0.1309333356	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.040911	0.0041987999999999	0.001673709921	1.7629921439999965e-05	-3.68169e-05	6.364999999999998e-07	1.35548412561e-09	4.051322499999997e-13	-0.029402	0.0275534	0.00075918985156	0.000864477604	0.000178787	-0.000700904	3.1964791368999995e-08	4.912664172160001e-07	-0.0	0.0	0.0	0.0	-0.000457766	8.674199999999995e-05	7.52417456399999e-09	2.0954971075600001e-07	0.0	0.0	0.0
4086.465294787906	-5.090013072851889	25.90823308180313	16699198.605506008	9748.363432126072	-0.7588531080964458	0.575858039667636	95030589.60481282	3852.6866856264255	1.1123701802789585	14843194.697603133	1.237367417973842	4251.823728276339	7150.114578597904	1.181856	42.422943	0.0410438047	0.0288803	0.0302577577	0.1362584481	0.0188200367	-0.0714473545	0.0600496867	-0.0549038037	0.0040501735	-0.0968069202	-0.0825261725	-0.0117492848	-0.0851155476	0.064542424	0.0717488857	-0.1635222679	0.0546745424	-0.2033607281	0.0290673096	-0.0790956554	0.069942865	-0.1606603798	-0.0330393241	-0.2970728254	0.0012165999	0.0611187146	0.0717039348	-0.104203274	0.0453285455	0.0781292365	-0.0173640103	-0.0330788381	-0.0837487612	0.1731674003	-0.3234775154	-0.1212516486	-0.0754197651	-0.0023782884	0.0267738714	0.0001214758	0.165816	-0.0466089904	0.0584839545	-0.0399990007	0.2377508575	0.0947348806	0.1850263507	0.0254400658	-0.0357861874	-0.0378936755	0.0916462817	0.0372821064	0.1536566811	-0.0235704821	0.0641902464	0.0952288573	0.1290865694	-0.2024608956	-0.0983467989	0.1194442892	0.1240731171	0.0373615083	-0.0502436231	0.1575404416	-0.0049980097	-0.1245925093	0.046413465	0.1879942605	0.2799581777	-0.139618509	-0.062228718	-0.0704222139	0.2582760348	-0.0904237793	0.0362517626	-0.1568220998	0.1042143515	-0.0076555073	-0.1466446327	-0.0298142699	0.0938883636	0.0972809044	0.0800936142	-0.033404029	-0.1071858047	-0.027491586	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0645975	-0.0236865	0.00417283700625	0.00056105028225	-4.52216e-05	-8.404699999999998e-06	2.04499310656e-09	7.063898208999996e-11	-0.0293927	9.30000000000028e-06	8.649000000000521e-11	0.00086393081329	0.000327881	0.0001490939999999	1.0750595016100001e-07	2.2229020835999992e-08	-0.0	0.0	0.0	0.0	-0.000655464	-0.000197698	3.9084499204e-08	4.2963305529600004e-07	0.0	0.0	0.0
4086.88315483712	0.4178600492141413	0.1746070207292446	16702613.92129141	9768.063344900103	19.699912774030963	388.0865633044283	95415061.509981	3853.775345705868	1.088660079442434	14851584.415170385	1.1851807685716065	4251.761813023673	7228.198999632208	1.120247	40.211468	0.0616242234	0.0324923	-0.062425826	-0.0230166841	0.136495654	0.1024921254	0.0402423102	-0.0546155013	-0.0699411379	-0.0078752296	0.0275410385	-0.1070017604	0.0619223713	-0.156300652	-0.0227254299	-0.1006964202	-0.1508627453	0.0638122188	0.1744734238	-0.0936557953	-0.0201466335	-0.009313407	-0.2767140214	-0.0587727895	0.1299371242	-0.0110362686	-0.0428378761	0.1189166135	-0.1335605898	0.0798446004	0.0793897979	-0.1101300112	0.0217610042	-0.0161912316	0.1063575831	-0.0552513749	-0.1447387567	0.0951207043	0.1063946433	-0.1626891548	-0.2018393892	-0.123911659	-0.0345682533	-0.1056099319	-0.1195877837	-0.0250577761	-0.0616338418	-0.0215600961	-0.0192163541	0.0157956078	-0.0168425658	0.0374284128	0.0744648619	-0.0250401479	0.1594490876	-0.0605506613	0.1296655668	-0.0579175477	-0.1231187424	-0.1784686989	0.0478557378	-0.1223981498	-0.1241073821	0.0240544925	-0.0838329127	-0.0745359367	0.0659918698	0.0401939036	-0.2070887351	0.0930818965	-0.0328322701	-0.0027741667	0.1455370236	0.0735098947	-0.0114594641	0.2732976389	0.0003299247	-0.0996291346	0.1238933541	0.0516863238	-0.0476993755	-0.0339211379	0.1458034324	-0.0046095036	0.0185016249	-0.0460435663	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0518503	0.0127472	0.00268845361009	0.00016249110784	-0.00472597	-0.0046807484	2.23347924409e-05	2.1909405584102564e-05	-0.049053	-0.0196603	0.0003865273960899	0.002406196809	0.000415239	8.735800000000005e-05	1.7242342712100005e-07	7.63142016400001e-09	-6.09715e-05	-6.09715e-05	3.7175238122499995e-09	3.7175238122499995e-09	-0.000313074	0.00034239	1.1723091210000003e-07	9.8015329476e-08	0.0	0.0	0.0
4079.236427807746	-7.646727029373778	58.47243426175553	16640169.8339537	9746.3547176457	-21.70862725440384	471.26449727064505	94991430.2821746	3850.233679439245	-3.5416662666229968	14824299.386288268	12.543399944135276	4259.862329430424	7187.162616709971	1.103196	39.599407	0.043089425	0.024687	-0.1058948483	-0.1173481766	-0.1144560068	-0.0183452493	0.1332843025	0.0213293051	-0.0281933445	0.2258941063	0.0051973015	0.0810277217	-0.0117945613	-0.0651629164	-0.0786828334	-0.0824653409	0.0168699305	-0.0910571832	-0.079098465	0.0243924715	0.0323449583	-0.0088312627	0.163428827	0.070302693	0.0510244042	0.0625850605	-0.0302247058	-0.0669797374	-0.0129795102	-0.1753631598	-0.0689226653	0.0467605735	0.1247385466	0.1082748647	0.1051075148	0.0888947618	0.0392483241	0.0094422544	0.0278623515	0.0140184966	0.083178301	-0.1684766802	0.0216123756	-0.1406181274	-0.130519772	0.2133778598	-0.1919349272	-0.126534076	-0.0569545024	-0.0318469437	-0.0043232489	0.1165190345	-0.1388998417	-0.1421613598	-0.0816685633	-0.0140483841	-0.1335050306	0.03949146	-0.0244574316	0.1740005667	0.0094615874	0.0282073924	0.1225052317	-0.0675691363	0.0101207596	0.0757235127	0.133525377	-0.1004532889	0.0122993527	0.1050102961	0.1013207687	-0.0327394567	-0.0657403728	0.1371889255	0.0033579186	-0.0251278082	-0.0643632448	-0.1787728745	0.1614698327	-0.1182347642	-0.1617200108	0.2059292006	-0.012481755	-0.0162231146	0.0348428122	0.073056511	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.036853	0.0149973	0.0013581436089999	0.00022491900729	-0.00789947	-0.0031735	6.240162628090001e-05	1.007110225e-05	-0.0293916	0.0196614	0.0003865706499599	0.00086386615056	0.000439828	2.458899999999999e-05	1.93448669584e-07	6.046189209999995e-10	-1.59101e-23	6.09715e-05	2.5313128201e-46	3.7175238122499995e-09	-0.00029349	1.9584000000000008e-05	3.835330560000003e-10	8.61363801e-08	0.0	0.0	0.0
4083.933632192904	4.697204385157875	22.063729035946366	16678513.912156329	9726.77533460724	-19.579383038459127	383.352240166701	94610158.4099238	3856.4467661996905	6.213086760445549	14872181.66053205	38.602447092823766	4249.891447780528	7156.244078996886	1.114487	40.0047	0.01902118	0.0110557	0.1106472533	0.0520136109	-0.0547343237	-0.0249225994	0.092868765	0.0605727799	0.1114772354	-0.0136964658	-0.0765126389	0.0322406341	-0.0649379977	-0.034863948	-0.1265046933	-0.0225325362	0.0849475537	-0.057810619	-0.1083067983	-0.0245809699	-0.0652198715	0.0218946295	-0.0671840053	-0.1118560994	-0.0677462358	0.1941737415	-0.001355101	0.0287685351	0.1027763482	-0.1126171672	0.1428169394	0.133215495	0.0649150736	-0.1455540459	0.1685061126	-0.0396621759	0.1432414308	0.1773608851	0.0276319406	-0.0174109122	-0.0393406169	-0.0258369592	0.1424305761	0.0770560924	0.0411629339	0.0042452963	-0.0244552261	-0.0061984011	0.0034954155	0.2449757176	-0.2086251501	0.0149193286	0.0146003411	0.121104262	-0.0697414726	-0.0018723379	0.1204614528	-0.0458786302	-0.0668910431	0.0355855349	0.086752734	0.1786697468	-0.0099436266	-0.227763436	0.0105833062	0.0493377566	-0.0262697734	-0.076586499	-0.1564755326	0.0934141631	-0.1746620738	-0.0052532391	-0.0477722547	0.1044292232	-0.0169865423	0.0230518356	0.1119004296	-0.001767685	0.0443073104	-0.0670086201	0.1657499549	-0.0925406329	0.0893705584	0.1387627669	0.2478121522	0.028858316	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0368638	-1.080000000000525e-05	0.00135893975044	1.166400000001134e-10	-0.0125886	-0.00468913	0.00015847284996	2.19879401569e-05	-0.029389	2.6000000000019063e-06	6.760000000009913e-12	0.0008637133209999	0.000327881	-0.000111947	1.0750595016100001e-07	1.2532130809000011e-08	-0.000144508	-0.000144508	2.0882562064e-08	2.0882562064e-08	-0.000263572	2.991799999999998e-05	8.950867239999989e-10	6.947019918400002e-08	0.0	0.0	0.0
4067.794268450364	-16.1393637425399	260.4790620140115	16546950.210437631	9721.159409897473	-5.615924709767569	31.538610345777958	94500940.2726382	3856.8955091840767	0.4487429843861719	14875642.968764298	0.2013702660358081	4252.802259404817	7115.928741825677	0.996368	35.76482	0.0345092	0.0208522	0.1247195281	0.123317357	-0.0209163866	0.0095433958	0.2053414297	0.0036979252	0.1161563116	-0.0242781688	-0.2267333182	-0.0754452079	0.0408404392	0.1373848247	0.0225261606	-0.0161049457	-0.0230832395	0.0113014479	0.1107737748	-0.0329950568	-0.1568048255	0.0097897533	-0.0028628595	0.2523586581	-0.2019368378	-0.0156024018	0.0272281674	-0.0621069427	-0.0165840612	0.1045272977	0.0061714952	0.0109488709	0.011884086	-0.1598820497	-0.0894969066	-0.0860227593	0.0577993013	-0.0560406096	-0.0437577404	-0.0869787884	-0.0521822451	-0.0517744037	-0.0963926995	-0.0577284706	-0.2534886031	0.0382205852	-0.0276801615	0.0010496685	-0.0965961397	0.0012562454	0.0693651841	-0.038020107	0.0670889908	0.0371805995	-0.0150237222	-0.1679726433	0.0266426965	0.0438980026	0.0797263692	-0.134247481	-0.1229893336	0.1251664244	-0.0446362797	0.1418812165	0.1110706288	0.0636442008	-0.1430733242	-0.1602807726	-0.0153252036	-0.0124727875	-0.1086949167	0.14677273	0.0085570672	-0.140050306	-0.0104335521	0.094820647	-0.0981629603	-0.1085908868	0.2401036522	0.0714693899	-0.1032096417	0.0712189985	0.0597213082	-0.0150066242	-0.1367764164	0.0055193345	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0234098	0.013454	0.00054801873604	0.000181010116	-0.0133801	-0.0007915	0.00017902707601	6.264722500000008e-07	-0.0163496	0.0130394	0.00017002595236	0.0002673094201599	0.000327881	0.0	1.0750595016100001e-07	0.0	-0.00017029	-2.578199999999999e-05	2.89986841e-08	6.647115239999996e-10	-0.000144868	0.000118704	1.4090639616e-08	2.0986737424000004e-08	0.0	0.0	0.0
