global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	c_comp_cor_19	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
4618.949429622802	n/a	n/a	21334693.83341281	10621.977598839669	n/a	n/a	112826408.11025174	4464.316066934172	n/a	19930117.9454866	n/a	4894.119751014087	7366.233656409537	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0308767	n/a	0.00095337060289	n/a	-0.0177123	n/a	0.00031372557129	n/a	-0.0137569	n/a	n/a	0.00018925229761	0.0	n/a	0.0	n/a	-7.82114e-05	n/a	6.11702308996e-09	n/a	-0.00033185	n/a	n/a	1.1012442250000001e-07
4577.904229699274	-41.04519992352834	1684.708436762411	20957207.136298504	10385.55246778608	-236.4251310535892	55896.84259370683	107859700.06113753	4443.95307948568	-20.36298744849228	19748718.97267026	414.651257827454	4860.902306514315	7194.614292895023	1.229498	50.376492	0.048384859677428	0.0262831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0292624	0.0016142999999999	0.00085628805376	2.605964489999997e-06	0.00317569	0.02088799	1.00850069761e-05	0.0004363081262401	-3.2257199999999997e-10	0.013756899677428	0.0001892522887348	1.0405269518399999e-19	0.0	0.0	0.0	0.0	-0.0	7.82114e-05	0.0	6.11702308996e-09	-0.000496152	-0.000164302	2.699514720400001e-08	2.461668071040001e-07
4559.651096557015	-18.253133142258772	333.1768695090257	20790418.12233359	10263.04379365978	-122.50867412630032	15008.375236184043	105330067.9105785	4442.974257210667	-0.9788222750130444	19740020.25023668	0.958093046061712	4854.910457483466	7096.161435548783	1.036271	42.459335	0.012776884677428	0.00773638	-0.0960401173	-0.0613121781	0.0150431074	-0.2061318093	0.0388264293	-0.0920102686	0.0398034593	-0.03145046	0.0803386467	-0.0804076443	0.1666110111	-0.0109598183	-0.0414918057	0.0726081252	-0.0471381726	0.0560471499	-0.0510592722	0.0891614939	-0.2468630157	0.1126616285	-0.0012519776	0.1351390413	-0.1000449688	0.0140238308	-0.0978430443	0.0534229791	-0.0865345174	-0.1685930391	0.018688688	-0.0362086723	0.1358532378	-0.1046915298	0.0375116788	-0.0476723185	0.0238084192	-0.0691274795	0.0476196833	-0.0312689965	0.1017491548	-0.1654590391	0.0082151594	-0.0821435176	0.0270884376	-0.0169141364	-0.0058420427	0.1682392639	-0.0204990213	0.1367119351	-0.069931321	-0.0006334232	-0.182346868	0.0159502004	0.083998374	-0.099155333	0.0487919513	0.021475396	0.0154686905	-0.0427710235	-0.0723303904	0.0754070052	0.0170858043	-0.0399342057	-0.0054969737	-0.1701819599	0.0533286897	0.0834835073	-0.0566598965	-0.0417521341	-0.0465483908	0.0521947664	0.0174976468	0.0717447045	-0.2465595381	-0.0086049852	0.0732438781	0.1047247023	-0.0621462248	0.0654658734	-0.1566592867	0.0665883273	-0.0416872482	0.0905016391	-0.0225563149	0.0449218927	-0.0322326362	0.1530202558	-0.0934783087	0.0433102092	-0.0599759554	0.0835970206	-0.0973211526	0.167509893	-0.042620868	-0.0635265137	0.0010767825	0.0184822275	-0.1038980989	0.1395099157	-0.0269000793	-0.1005232871	0.0066809072	0.0929077812	-0.0564098661	-0.03076496	0.1259150673	0.0016602603	0.0031866354	0.0001750025	-0.1253314486	0.0248822365	0.0398947856	0.0673591496	-0.0835187252	-0.0495545569	-0.0326867735	-0.1369422301	0.0365170439	0.0561706588	0.2143929774	-0.0378197348	0.1245053304	0.124477639	0.1244314912	0.1243668939	0.1242838566	0.0	0.0	-0.0293636	-0.0001011999999999	0.00086222100496	1.0241439999999841e-08	0.0085328699999999	0.0053571799999999	7.280987043689831e-05	2.8699377552398932e-05	-0.00215038	-0.002150379677428	4.624132757095349e-06	4.6241341444e-06	7.75655e-05	7.75655e-05	6.01640679025e-09	6.01640679025e-09	-0.0	0.0	0.0	0.0	-0.000470355	2.579700000000004e-05	6.654852090000018e-10	2.21233826025e-07
4552.000427484618	-7.65066907239725	58.5327372553358	20720707.891820144	10223.313208495923	-39.73058516385572	1578.5193974623924	104516132.95900722	4435.099474133631	-7.874783077036227	19670107.345460407	62.01220851037615	4845.350916871869	7035.842476043837	1.02882	42.154045	0.018563425	0.0100382	-0.0746592176	0.0247013736	-0.0217423984	-0.0328211474	0.0026768903	0.1512409332	-0.0896082947	0.0065516473	0.1324796153	0.0306702958	0.0323587654	-0.0277038101	-0.1123210119	0.0073884935	-0.0938084612	0.0298048191	0.1118948323	-0.0865050952	0.052302781	0.0810841386	0.0886449349	0.0505131236	-0.1382293187	-0.0603625292	-0.0691165345	-0.0460504967	-0.1282157534	-0.0215570309	-0.0637124185	-0.0308797031	0.096644788	-0.0807931606	-0.1541825464	-0.1520112226	-0.0608759089	-0.1154243903	0.0299052662	0.0474464806	-0.0815669432	0.048872036	0.1167543246	-0.0571279173	0.0546002631	0.0869045626	-0.0950464094	0.1255113448	-0.0750785399	0.1335966027	0.200705687	-0.1779402099	-0.0287124415	-0.0849411161	0.0628207609	0.0674401565	0.0054251157	0.0238749817	0.0045757405	-0.019912838	-0.0424882632	0.0799615026	-0.0865806409	0.0560125018	-0.0599153661	-0.0525230592	-0.0844124199	0.0017657403	0.0061450834	0.0001315961	-0.0288952486	0.0968016966	0.0438003291	0.0740596597	-0.0373408359	-0.0155593029	0.06259012	0.0664410867	0.0186347118	0.0967496663	-0.0765537376	-0.1307812853	0.060992972	0.0555128081	-0.0673599733	0.1488871469	0.1417570483	-0.0547049875	-0.0864227993	0.1046369112	0.1029239648	-0.030493717	0.0355774981	0.1540120222	-0.016266792	-0.0376559729	0.0766182247	-0.0575747979	-0.1581548001	-0.0321921882	0.176669154	-0.0834630393	-0.1208506553	-0.0914370499	0.0235460683	-0.105930059	0.0547405221	-0.0471628391	-0.0139378449	-0.1050570286	-0.0452795935	-0.028079849	0.0066278431	0.0157304567	-0.0204491817	-0.0915959611	-0.1544286974	-0.0054877398	0.0506684782	0.098337102	0.0921782719	-0.0335899592	0.1244314912	0.1241823917	0.1237675953	0.1231876554	0.1224433458	0.0	0.0	-0.0274108	0.0019528	0.00075135195664	3.813427840000004e-06	0.00674006	-0.0017928099999999	4.54284088036e-05	3.2141676960996443e-06	0.00293551	0.00508589	2.58662770921e-05	8.617218960100001e-06	0.0	-7.75655e-05	0.0	6.01640679025e-09	-0.0	0.0	0.0	0.0	-0.000353282	0.0001170729999999	1.3706087328999996e-08	1.2480817152400002e-07
4563.314527395211	11.31409991059354	128.00885678689278	20823839.47593618	10221.448236045168	-1.8649724507558856	3.478122242078415	104478004.04215088	4438.093211316472	2.99373718284096	19696671.352333352	8.962462319924525	4849.554853066945	7116.02032238251	1.076733	44.11721	0.04046137	0.0211779	0.0619963927	0.0882945011	-0.0126040826	-0.1480481874	0.1298503064	0.1126835971	-0.0183921453	0.0444893715	0.0462155745	0.1218506486	0.1203517007	-0.0655219672	0.0018187008	-0.1037992222	-0.131655744	0.0887308786	-0.0202194137	-0.0497141555	0.0252579271	0.0336660634	0.0553788676	0.0044046503	-0.0467587631	-0.1130998871	-0.0331620854	0.0352263419	0.0959681818	-0.008204457	-0.0036188739	0.2070166013	0.1079603338	-0.201842108	0.119086397	0.003785274	-0.1011293759	0.1332227056	-0.0581997628	-0.0970693581	0.1048550533	0.0190462345	0.0987937776	-0.0122135525	0.1387298869	-0.2246175997	0.0276409269	-0.1383564296	-0.0325536242	0.0129130059	-0.1315478828	-0.0847440385	0.049241955	0.0188673339	0.0297087237	-0.0597292076	0.0790370991	-0.0104756903	0.0552156468	0.0660261185	0.0957920354	-0.0555823024	0.0234508955	-0.1977118196	0.0090412835	0.0646205455	0.0127581145	-0.2215496413	0.0191143304	-0.0428003941	0.0817677659	0.1668867694	-0.1253988664	0.0507715794	0.0786932624	0.0945845274	0.0079821663	0.052866088	0.1296099429	0.0135832502	-0.0920862787	0.1390335898	0.0980215477	0.2677324432	0.1271817428	-0.0597292201	0.1432150424	-0.0833277222	0.123306613	-0.1850479053	-0.128605136	0.1236785211	0.0832328925	0.0205843034	0.0152151149	0.0455517049	0.009036349	0.0329979783	-0.0016717272	0.0037316279	-0.0785845872	0.0871579008	-0.0493881739	0.1767986599	0.0019028333	0.0810489258	0.0560147967	-0.142349258	0.0625293249	-0.1244249223	0.0507040396	0.1199889999	-0.0485266541	0.045373351	0.1604314245	0.0437157264	0.063489227	0.1029703946	-0.0659703407	-0.1453166702	0.0392542056	0.1149625235	0.1242838566	0.1235925976	0.1224433458	0.12084036	0.1187895802	0.0	0.0	-0.0263077	0.0011030999999999	0.00069209507929	1.2168296099999985e-06	0.00333223	-0.00340783	1.11037567729e-05	1.1613305308900002e-05	0.0155997	0.0126641899999999	0.000160381708356	0.0002433506400899	-0.000177383	-0.000177383	3.1464728689e-08	3.1464728689e-08	-0.0001918	-0.0001918	3.678724e-08	3.678724e-08	-0.000449824	-9.654199999999996e-05	9.320357763999996e-09	2.02341630976e-07
4554.58748781902	-8.7270395761916	76.16121976441447	20744267.18419757	10234.048714307	12.600478261832905	158.77205242692358	104735753.08680876	4455.138873172631	17.045661856159313	19848262.3792539	290.55458811452456	4867.45382067052	7110.9407457918505	1.032521	42.305695	0.08183636	0.0452148	0.0165405338	0.0306375889	-0.0516518621	-0.0800910767	0.0343003643	0.1373540032	0.1534768093	-0.0036139432	0.0474081164	0.0966673799	0.0203021197	-0.0221276523	0.011506177	0.0463857737	-0.0734357223	0.1007519333	-0.0892361209	-0.0780689769	0.0324405583	0.0008438409	0.0300626968	-0.1196447602	-0.0639995224	0.0516112128	-0.1499066853	-0.0111353615	-0.0136926014	0.0297299824	0.0886284205	-0.1017764065	-0.1742919462	-0.0942472394	0.1327675927	-0.1378532785	0.0719456504	0.06362067	-0.1395798944	-0.0993921986	0.1509349612	-0.0089471127	-0.1241940403	-0.0669922389	0.0383047484	0.0138784636	-0.0420674599	-0.0057138456	0.0661245898	-0.2244634702	0.0592397991	-0.2037362815	-0.0941765549	0.0883600476	-0.0842310701	-0.0193550109	-0.1050558584	-0.0337108852	0.070112104	0.1093394214	-0.0494339064	0.0261953715	0.0426032856	0.0519086923	-0.0880681147	0.1047229024	0.0061584719	0.1718769825	-0.0978128286	0.0626816321	0.0213155331	-0.0417668566	0.0021023886	-0.124866869	0.0949714943	0.0332741838	-0.0389615958	0.0362417489	-0.0476583661	-0.0334296454	0.1710575928	0.1047671667	-0.0868696381	0.0674415154	-0.1463819066	-0.0845043718	0.1104945861	0.0567127499	0.1146519581	-0.1419240586	-0.2119361662	-0.1471623613	0.0323081228	0.1496921068	-0.0080759413	0.0736962428	-0.0327077855	0.0306444564	0.1539302612	-0.084957557	0.1043471648	-0.1984621714	0.0745826623	-0.1107067967	-0.0136689083	0.0471939041	-0.0498898059	0.004615095	-0.0990794512	0.024493598	0.0039032149	-0.1422045882	-0.0171502689	-0.079981824	-0.1418735888	0.0134728513	0.1139192934	0.0761698688	-0.0568243083	-0.0302910845	-0.0504461427	0.013914854	0.1240625143	0.1227096555	0.1204658081	0.1173472644	0.1133766681	0.0	0.0	0.0106881	0.0369958	0.00011423548161	0.00136868921764	0.00163482	-0.0016974099999999	2.6726364324e-06	2.8812007080999995e-06	0.0	-0.0155997	0.0002433506400899	0.0	0.0	0.000177383	0.0	3.1464728689e-08	-0.0	0.0001918	0.0	3.678724e-08	-0.000268138	0.0001816859999999	3.3009802595999995e-08	7.1897987044e-08
4542.127337174542	-12.460150644477835	155.2553540830814	20630920.747108296	10175.558476106124	-58.49023820087677	3421.1079647953047	103541990.30065516	4429.354146680031	-25.784726492600385	19619178.156711586	664.8521202982081	4840.899783673533	7010.777526863074	1.052126	43.108978	0.0596131016	0.0307632	-0.0698995212	0.0066959655	-0.0532778505	-0.0238016857	-0.1244855462	0.0075931186	-0.0017669397	-0.0139214173	0.1028207578	-0.0128270562	-0.0617418487	-0.0283755461	0.0289132012	-0.0570844665	0.1205227696	-0.0179691203	-0.0168167091	0.0145036619	0.0889488245	0.0266199417	-0.0840207271	-0.1433652328	-0.0651289129	-0.0775398362	-0.1570363596	0.0539217285	-0.1206143645	-0.1049318551	0.0069877143	-0.0714850876	-0.025083088	-0.067706607	-0.0865420878	-0.1322867904	0.0319042769	-0.0332597365	-0.0134760659	-0.0041570067	0.0846927868	-0.0622186075	-0.0608447184	-0.0456554033	-0.2054550709	-0.0058066763	-0.0307175329	-0.0007608784	-0.0365473182	-0.0005478779	0.0265065284	0.0220705708	0.082907337	0.0870922229	0.1207372676	-0.0383539407	0.0179513245	0.0503444246	0.0610166032	-0.1422676256	0.1913722985	0.0250886555	-0.0611897344	0.0440690999	-0.0800626598	0.0466659494	-0.0253161284	-0.0228526189	-0.0161801125	-0.1274797069	0.0924994996	-0.0242436349	0.1989636206	-0.1715779904	-0.004152156	0.0236958537	0.0469007457	0.0516965583	-0.036688453	0.0524522917	-0.0358784565	-0.0302201934	-0.1371499618	0.0045784724	-0.1906745862	0.0438133327	0.0391292455	0.1132214177	0.1044565742	0.0262004225	0.0508486174	0.0070011806	-0.0864581199	0.0232489008	-0.0157586769	0.0519120172	-0.0696512435	-0.1050341308	-0.0053499	-0.0013236131	0.1061109294	0.0656279854	0.0898145758	0.0426391826	-0.1138990101	0.0124565732	0.0166301603	-0.1049579317	0.1374669454	-0.0352023999	-0.0680971988	-0.0944448302	-0.0485384504	-0.0516580016	0.0444999812	0.0402649229	0.0214386819	-0.0117133821	0.192346173	-0.0644583453	-0.1188542933	-0.065621872	0.1237675953	0.1215356597	0.1178455331	0.11274149	0.106284769	0.0	0.0	-0.000481795	-0.011169895	2.32126422025e-07	0.000124766554311	-0.00511973	-0.00675455	2.6211635272900003e-05	4.56239457025e-05	-5.19566e-05	-5.19566e-05	2.69948828356e-09	2.69948828356e-09	0.000202282	0.000202282	4.0918007524e-08	4.0918007524e-08	-0.000209244	-0.000209244	4.3783051536e-08	4.3783051536e-08	-0.000689346	-0.0004212079999999	1.7741617926399997e-07	4.75197907716e-07
4539.774409893062	-2.352927281480333	5.536266791934432	20609551.69271989	10181.077142455297	5.518666349173145	30.45567827349605	103654331.78062572	4430.954232570307	1.6000858902762047	19633355.41113272	2.5602748562609947	4837.683841921661	7012.099292632504	1.041739	42.683399	0.0516067566	0.0258062	-0.1085616482	-0.0429438653	0.0259485785	-0.1340210554	0.0478261245	-0.1184389362	0.0341804435	-0.0070250558	0.0755284056	-0.0737735573	0.0305499641	-0.0315175767	0.0477972276	-0.1916513456	0.0378286057	-0.015240622	-0.0791213442	0.0175341751	-0.0461538802	0.0194297728	-0.0146420362	0.1664875513	-0.1715132387	-0.0016559855	0.0758906838	0.1841149904	-0.1176961414	-0.1638434909	-0.1007114529	-0.0566697505	-0.0899979853	0.1244108329	-0.0681008566	-0.1091087658	0.050554491	-0.0480039397	0.1071011221	0.0575719353	0.1300044413	0.187178247	-0.1036137488	0.1255356537	0.0707231703	-0.0408694779	0.0533569753	0.051380002	0.1012317554	0.0097921367	-0.0330485587	0.1048795034	0.1494691071	0.0337492719	-0.0342978934	-0.0173858414	0.1365259112	0.1287972366	0.0816916995	0.0977825693	-0.1150868464	-0.0391833573	0.0639722984	-0.0070849687	0.0049398375	0.1396727947	0.0512701929	-0.0267903513	-0.0924995115	0.0150781491	0.0571471563	-0.0679138769	0.0161282497	0.0452494334	-0.0644580721	-0.0087073599	0.139665802	-0.0482174289	-0.0105440718	0.1483325252	-0.0018612611	-0.051619218	0.0531962359	-0.1040566291	-0.115001932	0.1072614287	-0.0426354024	0.1477078734	-0.0465817517	-0.1770241637	0.0147122387	-0.1161865752	-0.0220314608	-0.114458231	-0.0249848804	-0.1264088718	0.0804330347	0.0367524327	0.0203039426	-0.062699838	-0.0296941711	0.1495839694	-0.0888396324	0.0311572286	-0.0859322415	0.0770557922	-0.0460505661	0.1132387228	-0.0162376895	0.0005310018	0.0817009224	0.0087180906	0.0886624682	-0.0070211044	0.0108304254	0.0689439975	0.1929635531	0.1317311411	0.0288336964	0.1162024874	-0.0233692396	0.006979753	0.1233992748	0.1200733947	0.1145965013	0.1070667085	0.0976189063	0.0	0.0	0.0117847	0.012266495	0.00013887915409	0.000150466899585	0.00136344	0.00648317	1.8589686336e-06	4.20314932489e-05	0.0128482	0.0129001566	0.0001664140403045	0.00016507624324	-8.77287e-05	-0.0002900107	7.69632480369e-09	8.410620611449002e-08	-0.000100116	0.000109128	1.0023213456e-08	1.1908920384e-08	-0.000689346	0.0	0.0	4.75197907716e-07
4540.092375285176	0.3179653921142744	0.1011019905823843	20612438.77612259	10161.07650434287	-20.000638112427623	400.0255249042924	103247475.7271087	4434.438143043705	3.483910473398282	19664241.644480903	12.137632186654242	4841.256890098788	6948.402810352186	1.034826	42.400131	0.06203589	0.0307037	-0.0912739979	0.030184862	0.0357492346	-0.0263569119	-0.1123378036	-0.0063422773	-0.0455969684	0.0294050461	0.0839712971	-0.0527782312	-0.0223749213	-0.1283765443	-0.0616011503	-0.1265307262	0.0899050218	-0.0767062775	0.0040263171	-0.057029506	-0.0357883343	-0.0499174704	-0.0335289737	-0.0798592168	0.0211620848	-0.0458143296	0.1132062879	0.0270862852	-0.0399003845	-0.1182385066	0.0632286235	0.0654195002	-0.095826375	0.0033807265	0.1164807241	0.2353418628	-0.0221734298	0.0048571624	0.0463646142	-0.0162227257	0.0078584989	0.2521216295	-0.0707884828	-0.0657610628	-0.0971585087	0.0976721304	0.1349545432	0.0031156989	0.0266886219	-0.0418759744	0.1111608125	0.0899437789	-0.0618577184	-0.1024587105	-0.0018940629	0.0005434408	0.0690328484	-0.0314625258	0.0252960676	0.1354258435	0.0166043405	0.0003931823	-0.0697819521	0.0728574394	-0.0224129649	-0.0450070848	0.0691046501	0.0938368235	0.096240975	0.1233224129	0.1039626821	0.0229161075	-0.0705558073	0.0373704139	0.052232251	0.0167975834	0.1406307597	-0.0095154625	-0.0106011257	-0.0340691821	0.0645878568	0.1479442108	-0.0823150776	-0.0546794921	0.1687636716	0.0163604746	-0.0974145793	0.0289525032	0.1339894179	0.0024462876	0.1367883169	-0.0884249555	0.0708634785	-0.1022815876	0.1468040165	-0.1220968171	0.1375644265	-0.0445085798	0.0594041499	-0.0566276152	0.003877175	-0.0807423778	-0.0097474591	0.1211857662	0.0466422741	0.0126264541	-0.1294830213	0.0872590109	-0.1173638936	0.0013902722	-0.0356381865	-0.0956869904	0.0410080877	-0.068767156	-0.0252280811	-0.0186294107	0.0300897575	-0.1771109005	-0.01407424	0.0191112975	-0.0202856328	0.0247779147	0.122957771	0.1183263288	0.1107360475	0.1003767277	0.0875074121	0.0	0.0	0.0156032	0.0038184999999999	0.0002434598502399	1.4580942249999992e-05	-0.00522376	-0.0065872	2.72876685376e-05	4.339120383999999e-05	0.0298187	0.0169705	0.00028799787025	0.00088915486969	0.0	8.77287e-05	0.0	7.69632480369e-09	5.30591e-05	0.0001531751	2.8152680928100003e-09	2.346261126001e-08	-0.000237056	0.0004522899999999	2.045662441e-07	5.6195547136e-08
4548.915255302087	8.822880016910858	77.84321179280495	20692629.999920048	10191.785960415287	30.709456072418103	943.0706922637772	103872501.06291816	4449.4222897769405	14.98414673323532	19797358.712763872	224.52465332312676	4865.174886500023	7037.382113009392	1.087867	44.573402	0.0540757299999999	0.0298564	-0.0142646663	0.0658171962	-0.0347892974	0.0160252149	-0.0104460917	0.1861707994	0.0529948435	0.0195912941	0.0202770514	0.0686696043	-0.0678665259	-0.0797470745	-0.0736404612	0.0841740208	-0.0715476385	-0.0208631927	-0.07852591	-0.0942713508	-0.0242679404	-0.0101806378	-0.0114634085	-0.0358810669	0.1023804138	0.0204073034	0.016559763	-0.0563889447	0.0535147934	0.0616005825	0.1805845409	0.0770061235	-0.0728821637	0.1332427701	0.131758692	-0.0385567185	0.0950230377	-0.0174211659	0.0546048587	0.0962401804	0.0064694421	-0.0313583025	0.0388613616	-0.0083163577	-0.03598543	-0.074386211	0.0091796685	-0.033521742	-0.0023574924	0.169052071	0.0277390897	0.0134447135	0.1256098344	0.074900206	-0.1107173971	0.0809301113	-0.1678436477	-0.1494642156	0.0389273825	-0.0877093662	0.0541585473	-0.0484008336	0.0059225788	0.0591781356	0.1230395446	-0.069023925	-0.1312782146	-0.0062830405	0.0504794911	-0.0275604097	-0.1264575189	-0.0547711014	-0.010259161	0.197091469	-0.0546305333	0.138045152	-0.0508227605	0.0434810892	-0.0645267473	-0.1742498571	0.1157699648	0.1505588187	0.0866077587	-0.0747710377	-0.0794588531	-0.0237148761	-0.1075068121	-0.0287503566	0.0646328445	-0.046968823	-0.0004561203	0.145209723	-0.0125166169	-0.0924346215	-0.0747460902	-0.0655901758	-0.0189897092	-0.0722276972	-0.0886508893	0.0105096601	-0.0959830366	0.0749115269	0.0462763846	-0.2526052638	-0.0263714073	-0.0004082478	-0.1263237756	-0.143191051	-0.0627855579	0.0346484277	0.0111162989	0.0733068469	0.0019246436	0.0716813602	0.0537636371	0.068643554	-0.1736336802	-0.0010873441	0.0700415103	0.0022995058	0.0962308563	-0.0150509845	0.1224433458	0.116298606	0.106284769	0.0927349816	0.0761000269	0.0	0.0	0.033096	0.0174928	0.001095345216	0.00030599805184	-0.0278472	-0.0226234399999999	0.00077546654784	0.0005118200374335	0.0302616	0.0004428999999999	1.961604099999996e-07	0.00091576443456	6.09997e-05	6.09997e-05	3.72096340009e-09	3.72096340009e-09	-0.000100645	-0.0001537040999999	1.0129416025e-08	2.3624950356809997e-08	-0.000292684	-5.5627999999999976e-05	3.094474383999997e-09	8.5663923856e-08
