global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
6135.320406659331	n/a	n/a	37642156.49237041	11902.309485058797	n/a	141664971.0781206	n/a	5893.313991333754	n/a	n/a	34731149.800450176	5911.04184558295	9321.142537175869	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.153238	n/a	0.023481884644	n/a	-0.0987414	n/a	0.0097498640739599	n/a	0.205582	n/a	0.0422639587239999	n/a	0.00165123	n/a	n/a	2.7265605129e-06	0.00271211	n/a	n/a	7.355540652100001e-06	-0.000843605	n/a	7.11669396025e-07	n/a	0.0
6103.967266420181	-31.35314023914998	983.0194028558057	37258416.38952906	11806.802131867356	-95.50735319144042	139400576.58106756	9121.654513634545	5867.4979956541865	-25.81599567956709	666.4656329274269	34427532.729005896	5886.387747278966	9261.458387122822	1.360628	46.536213	0.16973545	0.0932311	0.0080225427	0.0738113766	0.1473217819	-0.0504696015	0.0918101787	0.2113467802	-0.0154616647	0.0659822886	-0.0928680482	0.021080907	-0.0215431273	0.1048247835	-0.1621454419	-0.1420233996	0.1169279976	-0.1616745709	0.0742527044	-0.0699976346	0.0609156617	-0.0166507519	0.0457970833	-0.0439590147	0.0112563223	-0.038611099	0.1030954172	-0.0739430399	0.0295038157	-0.065237569	0.0583320277	-0.0108195133	0.0042698677	-0.0849654156	0.0223479624	-0.1582037121	0.0114860907	0.1115995483	-0.0321478882	-0.0158068097	0.0572457139	0.0228254131	-0.1067223085	0.1371357381	0.0175223932	0.0113032217	-0.1177035922	0.0400038574	0.0521538186	0.082386247	-0.1230912542	-0.1097060227	0.0924123773	0.0040994943	0.0972074648	-0.0275190667	-0.0201430852	-0.1080021759	0.0071677817	0.0406953116	-0.1412523642	0.1052572821	-0.0465466635	0.1749377693	-0.0788607018	0.0731480821	-0.0195457737	0.0374658767	-0.0177977461	0.0276147648	-0.0405293936	0.0680663397	-0.0970851309	0.0135926235	-0.0266230195	0.0192162704	-0.0858531117	0.0169347332	-0.0804403482	0.079045146	-0.1168720294	0.078581042	0.0820512814	-0.0820902748	0.006633199	0.0372168693	0.1116345559	-0.108698894	0.1134175446	0.0050820935	-0.0375689382	-0.1533290404	0.0189226137	0.002750702	0.0338457827	0.0704746616	-0.1984609609	0.0482884051	0.0134756286	0.0420841837	-0.0241050689	-0.0514654708	-0.0513941247	-0.0358890938	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.140793	0.012445	0.019822668849	0.000154878025	-0.0250415	0.0736998999999999	0.00062707672225	0.0054316752600099	0.195765	-0.0098169999999999	0.038323935225	9.637348899999986e-05	0.000691927	-0.000959303	9.202622458090002e-07	4.787629733289999e-07	0.00259664	-0.00011547	1.3333320900000077e-08	6.742539289599999e-06	-0.000442907	0.000400698	1.96166610649e-07	1.60558887204e-07	0.0
6102.275145030801	-1.6921213893801903	2.8632747963979464	37237761.94566068	11827.546597812492	20.744465945135744	139890858.52342585	430.3328673488966	5862.529493779091	-4.968501875095171	24.686010882824235	34369252.06542973	5880.932190261607	9335.282421909418	1.049193	35.884529	0.0871868	0.0469196	0.0700502456	0.0689487158	0.1051319908	-0.1071030629	0.079796481	0.1444115581	-0.1332274148	0.0795140916	-0.0022978769	0.0035044715	-0.0137707822	0.1436071077	0.0261949364	-0.0969237975	0.1337635124	0.0037516218	0.0409346804	-0.0435282677	-0.0883574322	0.0246963073	0.0376130019	-0.0288674343	0.0856049647	0.0081014208	-0.0187290303	-0.022571639	-0.0981639455	-0.0687246052	0.0481383067	0.1076965852	0.0972629146	-0.1366897364	-0.0781128331	0.1692568063	0.0368357707	-0.1287780353	-0.0351964044	-0.0550176259	0.0520204903	0.1137930164	-0.0374287029	0.115200836	0.0526175882	0.0774875662	-0.1897855056	-0.0577077062	-0.0496772477	0.0481212992	-0.0450703885	0.0105384641	0.0400446977	0.0269418975	0.1088998892	-0.0372886461	0.1420522762	0.0910129326	-0.009006104	-0.0908525487	-0.1018445026	0.1204620663	-0.0655269849	0.0135306413	-0.0497521501	-0.0125015323	0.0099252308	0.0622939308	-0.0386668465	0.0479808443	-0.0713125665	0.0008662309	0.0603701766	-0.0788528048	-0.1650484259	0.0598816535	0.1031032866	0.0119839906	-0.1405957792	-0.1093839514	0.1140538118	-0.1770244427	-0.0570008578	-0.0537932089	0.0522179996	-0.0168041025	0.1154786075	-0.0017250648	0.1095292204	-0.0158652664	-0.0996922233	-0.181166123	0.0407536093	0.0754645488	-0.0814348479	0.012297492	-0.0399499649	0.0157912014	-0.0069350768	0.1163523275	-0.0041062994	-0.0420766427	0.112400454	-0.0071002102	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.140395	0.000398	0.0197107560249999	1.5840400000000756e-07	-0.0484442	-0.0234027	0.00234684051364	0.00054768636729	0.164849	-0.030916	0.027175192801	0.0009557990559999	0.000710477	1.85500000000001e-05	3.4410250000000367e-10	5.047775675290001e-07	0.00207908	-0.0005175599999999	2.678683535999998e-07	4.3225736464000005e-06	-0.000329615	0.0001132919999999	1.08646048225e-07	1.2835077263999992e-08	0.0
6092.232992715225	-10.04215231557555	100.84482312921936	37115302.83752791	11839.682040382077	12.135442569584484	140178070.8173459	147.26896635968325	5855.199521379238	-7.329972399853432	53.72849538261308	34283361.43515965	5875.156987149971	9208.5739465351	1.176229	40.229416	0.21493635	0.110676	0.1256844989	0.0279456501	-0.0700398736	-0.0760535084	-0.1002762198	-0.0022213825	-0.1817406895	0.0299473165	-0.0128137438	0.0636941246	-0.0100289536	0.0940390741	0.1808072627	-0.0759085966	-0.1168338827	-0.1156298525	-0.1332004526	0.2418432427	-0.0344651605	0.0081064551	-0.1525010527	-0.119937254	0.1169466278	0.0328422489	0.0982783252	0.0572990638	0.1513478667	0.0053063562	-0.1278133458	0.2994942575	0.0694041207	-0.052098859	-0.243354453	0.0742331564	-0.0051955653	-0.0201819946	0.0314964398	-0.0120009367	0.0859404093	0.036491204	0.0826432596	-0.0757509572	-0.0168914779	-0.0021474802	0.1467016264	0.0932003226	-0.0462053078	-0.0075013684	-0.0243693115	0.0449517841	0.0317198323	-0.0360290555	0.044154899	0.0220007673	0.0368789647	-0.0121055218	-0.003230642	0.0754095353	-0.088414254	-0.0354529984	0.2698599397	0.0532290406	0.1611478597	-0.0852308843	0.0186095974	-0.1008262442	-0.1543217397	0.0924938149	-0.1202584475	0.0397362599	-0.0019113236	0.2216936951	-0.084686206	-0.0835842294	0.2933090724	-0.0814755359	-0.0837177849	-0.1665620832	-0.0639982887	-0.0214501068	0.0254754586	-0.0079530347	0.0936091042	0.052824907	-0.003439915	0.0988885588	-0.0547164383	-0.0263821859	-0.0283302937	0.1139813098	-0.003696712	-0.1288505625	-0.0037458451	0.093554548	0.0297066215	0.009625667	0.049389071	0.0133968775	-0.0483894585	-0.0407172587	0.0203637126	-0.0305233977	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.126551	0.0138439999999999	0.016015155601	0.0001916563359999	-0.0670964	-0.0186522	0.00450192689296	0.00034790456484	0.0587977	-0.1060512999999999	0.00345716952529	0.0112468782316899	-7.93284e-23	-0.000710477	5.047775675290001e-07	6.292995046559999e-45	0.00154289	-0.00053619	2.874997161e-07	2.3805095521e-06	-0.000610725	-0.00028111	3.72985025625e-07	7.90228321e-08	0.0
6097.308257896902	5.075265181677423	25.758316664347166	37177167.99181776	11734.227504744857	-105.45453563722003	137692095.1331107	11120.65908646171	5850.858604377841	-4.34091700139652	18.84356041301335	34232546.408422224	5866.393146990403	9186.170533192297	1.441759	49.311073	0.28492945	0.177523	-0.0981365969	-0.044370041	-0.2034814247	0.0105817038	-0.1037697546	-0.2032719036	0.0129825049	0.1590435433	-0.1046024463	-0.0194362492	-0.0124835862	-0.2523650895	-0.1244351487	-0.0658767957	-0.0991404736	-0.074675247	0.0754622912	0.0117639813	-0.229187616	0.0721053297	0.1317259786	0.223728968	0.0849818666	-0.0614846011	-0.0880700557	0.1423044867	-0.0775273222	0.277244248	0.021357875	-0.0165711507	0.0716537881	0.0267857466	0.0647176322	-0.0472706912	-0.1281086827	0.0672315686	0.0105481938	0.0883312896	0.0498284934	0.0099428176	0.180400353	-0.0321938884	-0.1479972622	-0.055339058	0.0014202268	-0.082824206	-0.0239543592	-0.1366642424	0.0393220995	0.0145893077	0.0027780341	0.0650136969	0.1441516198	-0.0227165436	-0.0714219517	-0.1624827475	0.0935192406	-0.0547825856	-0.0565580553	-0.1123919101	-0.0230509833	0.0719912689	-0.0580680293	-0.229146383	0.0681710705	0.1459917416	0.2354851239	-0.0100896733	-0.0018452538	0.0546993205	0.1796939324	-0.0629558078	0.1817910087	0.1026966864	0.1267279028	0.0605247922	-0.0033856053	-0.0374129898	0.0218460971	0.1642961363	-0.0407842049	0.0401374302	-0.077632752	0.0866039625	-0.0180383367	0.1417304178	-0.1237722197	-0.1241298568	0.083330479	-0.0842768413	-0.1099999894	-0.047286764	-0.0400343638	-0.0823987735	0.0293399041	0.0396214089	-0.0916676517	0.1467953262	-0.0820269637	-0.0691607514	-0.1248451542	0.0785553332	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0803214	0.0462295999999999	0.00645152729796	0.0021371759161599	-0.0778491	-0.0107527	0.00606048237081	0.00011562055729	-0.0692788	-0.1280765	0.00479955212944	0.01640358985225	0.0017377	0.0017377	3.01960129e-06	3.01960129e-06	0.00153296	-9.930000000000008e-06	9.860490000000015e-11	2.3499663616e-06	-0.0008605079999999	-0.0002497829999999	7.404740180638279e-07	6.239154708895003e-08	0.0
6103.298515805785	5.990257908882995	35.88318981493528	37250252.77303711	11822.780031199123	88.55252645426663	139778127.66612074	7841.549941433591	5866.147228676027	15.288624298185823	233.74203293107797	34411683.308503434	5882.758020257926	9335.161473679867	1.230202	42.075375	0.1597456299999999	0.0992804	-0.1693178162	-0.0366840212	-0.0771150935	-0.1176390847	-0.1184443437	-0.1087815837	0.0326425763	0.1390356621	-0.1675138945	0.0606871522	-0.1349503245	-0.0827010189	-0.0543258893	-0.0734505753	-0.1436522479	-0.1051506321	-0.0520965298	0.0865429714	-0.0149460352	0.0345493141	0.071603574	-0.0802283451	-0.2306712304	-0.0181343643	-0.0731404914	-0.0769023383	-0.0471104828	0.0839650118	-0.1076221695	0.0818809424	0.1112785323	0.0441167071	0.0646810399	-0.0295845774	-0.0038209745	-0.1083604795	-0.0373063211	0.0137042175	-0.13825843	-0.1325643944	-0.1043494351	-0.0143529372	0.0757333353	0.072067558	0.1336557846	-0.0176767751	0.0561345324	-0.149408373	-0.025296689	0.0330559088	-0.0823603129	0.0696445985	-0.0297094886	-0.0203775752	0.013958429	0.0674955026	-0.0252310328	-0.0407418411	-0.0805784022	-0.1212240925	0.11364555	0.0823453858	0.0638756388	-0.0401651431	0.0376782019	0.0897123151	-0.0801595619	-0.0455751362	0.1974239183	-0.0842242388	-0.1030886218	-0.0789081578	0.0921340931	-0.0184461471	0.1476942643	0.0540999788	-0.0162902884	0.104923437	-0.0199718856	-0.0404858358	-0.1132088208	0.0292007869	-0.0598046078	-0.0907804546	-0.1330302244	-0.1097622541	0.0290785413	0.0582940911	-0.1084928146	0.1186362688	-0.1315255085	-0.0864247995	0.0645276333	-0.0609756273	0.0522738697	-0.0735935868	-0.0555324622	0.0029886739	0.0311606457	0.0536876439	0.0495396483	0.0108926074	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0804772	-0.0001557999999999	0.00647657971984	2.4273639999999253e-08	-0.00590411	0.07194499	3.48585148921e-05	0.0051760815861001	-0.00492301	0.06435579	2.4236027460100003e-05	0.004141667706524	0.00173828	5.800000000000249e-07	3.3640000000002894e-13	3.0216173584e-06	0.00148536	-4.760000000000007e-05	2.265760000000007e-09	2.2062943296e-06	-0.000442907	0.0004176009999999	1.96166610649e-07	1.7439059520091648e-07	0.0
6068.144215985503	-35.154299820282176	1235.8247958542916	36822374.22599832	11664.719242128567	-158.06078907055598	136065674.99768445	24983.21304160679	5860.888286359382	-5.258942316645516	27.65647428980491	34350011.50518461	5874.174318110991	9175.606914823366	1.305497	44.650635	0.10526092	0.0565287	-0.0024690307	-0.1918919315	-0.0551505772	0.0427353342	0.1349437387	-0.1233795669	0.0149055019	-0.1357109502	-0.0889788103	-0.0404872409	-0.0500364126	-0.0149534044	-0.2520743391	0.0292168629	-0.0167571456	0.0161800592	0.0566039487	0.0819206135	0.06503479	0.0277048151	-0.0218156734	0.0111815298	0.1002971436	-0.0759109765	0.0881090883	0.0287378026	0.0574046458	0.0079895222	0.1252882285	-0.0979835962	0.0646266151	-0.0573809218	0.1108413993	-0.0623970602	-0.0793984892	-0.0448960736	0.0074485121	0.0258164008	-0.1977159595	-0.1369333506	-0.0145064312	0.0425665296	-0.0131509998	-0.142102369	0.2209316119	0.0976075012	0.0151884826	-0.0714198844	-0.0166701999	0.0602011183	0.0609007588	0.0042896164	0.0371585627	-0.1433093606	-0.1252844835	0.0214392974	-0.2045734765	0.0879713162	0.0378887334	-0.0057658673	0.0543668509	-0.0351120609	-0.0521771883	-0.01442164	0.0550476425	-0.0628908858	0.071953223	0.0675884494	-0.0798885603	0.1024610191	0.0018912363	0.0474941985	0.0593923172	0.1047096173	-0.1338767261	0.0762163214	-0.0855174907	0.1105194481	-0.0369153935	0.0501871287	-0.0951863985	0.074523855	-0.0890374527	-0.1039061363	-0.1442852211	-0.0719773885	0.0636423357	0.0035864963	0.1222311276	0.1473612484	-0.0748574388	-0.1930594351	0.052949572	0.0437575417	0.0480140057	0.0304663633	-0.0041037884	0.0655764633	0.0828310028	0.1495176635	-0.0282167225	-0.2250378263	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0999371	-0.0194599	0.00998742395641	0.00037868770801	0.0143795	0.02028361	0.00020677002025	0.0004114248346321	0.0385134	0.04343641	0.00148328197956	0.0018867217136881	0.00144779	-0.00029049	8.438444010000001e-08	2.0960958841e-06	0.00140374	-8.162000000000013e-05	6.661824400000021e-09	1.9704859876e-06	-0.000373397	6.951e-05	1.3942531960899997e-07	4.8316401e-09	0.0
6087.268545469812	19.124329484308877	365.7399782244057	37054838.34466616	11774.900339623697	110.1810974951295	138648278.00807026	12139.874245231234	5861.717647067474	0.8293607080922811	0.6878391841273299	34359733.77394225	5882.116570727907	9162.589775226414	1.321826	45.209114	0.20311375	0.121492	0.0988595579	0.0333853849	0.0749865625	0.0612384215	-0.0663432904	0.1346730856	-0.0994243865	-0.0489660045	-0.0174133207	0.0414925267	-0.0996072908	-0.18445548	-0.0808895766	-0.0869573607	0.1344959601	0.1038173087	0.1120011656	-0.0017764558	0.0159388754	0.0425687359	-0.0667421686	-0.0758527051	-0.0616081984	-0.0997540208	-0.0016321542	0.0913647981	0.0574547648	-0.037374575	0.0889417609	-0.0402423582	-0.1809767182	-0.1100460336	-0.0048554039	0.1311886285	0.0537045765	-0.2066957421	-0.1082127578	-0.0384103122	-0.0438530524	0.0064635611	0.0740706658	0.0535512287	-0.0114191216	-0.0485590458	0.0251255849	-0.0664353213	0.0387225735	-0.1560595611	-0.0973650776	0.0502643646	-0.1773157409	-0.0903814724	-0.0130664579	0.1607861558	-0.077829492	-0.0031460563	-0.0449151635	-0.075980781	-0.09035705	0.1392565763	-0.0339982019	-0.092014325	-0.1190864421	0.0271253905	0.0226680955	-0.0465425318	-0.1096590868	0.026022467	0.0917761885	0.0742394838	0.0759371523	0.0535115283	0.0038710927	0.0458993425	-0.1465040273	-0.1850623738	-0.0269073368	-0.066792503	0.1040815589	-0.1875314337	-0.1042115165	-0.0880865263	-0.0181361213	-0.0809168402	-0.0511567082	0.0439574488	0.0474775629	-0.074387377	0.0242891159	-0.0458128297	-0.1500624556	-0.0271714418	0.0639709856	-0.0455475616	0.0921995092	-0.1806929042	0.0347254092	-0.0655309935	-0.1449428406	0.0186905105	-0.0929902631	0.0402140786	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.103605	-0.0036679	0.010733996025	1.3453490410000012e-05	0.0818957	0.0675162	0.00670690567849	0.00455843726244	0.136081	0.0975676	0.018518038561	0.00951943656976	0.00142686	-2.092999999999995e-05	4.380648999999979e-10	2.0359294596e-06	0.0015992	0.00019546	3.820461160000007e-08	2.5574406400000003e-06	-0.000844248	-0.000470851	7.127546855040001e-07	2.2170066420100005e-07	0.0
6091.296372761559	4.027827291746689	16.22339269213947	37103891.500818126	11786.981775773404	12.08143614970686	138932939.38241434	145.96109943944373	5863.914194125422	2.1965470579480098	4.824818977780057	34385489.676065594	5881.68941711711	9274.088492385214	1.284501	43.932529	0.33439205	0.200823	0.0551216033	-0.1192833174	0.0282995002	-0.1167824304	0.0687518952	-0.0098205099	-0.1033340764	-0.0118751265	-0.1142347195	-0.1156719204	-0.017005076	0.1001013136	0.2137032383	0.0688190945	-0.0225509981	-0.0333039375	-0.1947503701	0.0906140748	-0.0958130406	0.0433537051	0.1227996938	0.027634204	-0.0029173714	-0.0130938523	-0.1670551748	-0.042004875	-0.0841886599	-0.1737759816	0.092380223	-0.0239359574	-0.0511147741	0.115073769	0.0030242402	-0.0520576909	-0.0281410016	0.1254430132	-0.1323605682	-0.0919044784	0.0072535189	-0.1107699811	0.0352954645	0.0052232774	-0.0571656717	0.0161675414	0.0278266162	-0.0714931962	-0.0465885151	0.1135835402	0.0225362703	-0.0844412464	-0.0343222092	-0.113671613	0.063166557	0.031098872	-0.0014677395	0.1071166472	-0.0603268878	0.0063815049	0.063537546	0.0061479946	0.0860464724	-0.0001523374	0.2084811885	-0.0638449901	0.0415912461	0.1486537832	0.0423083561	0.0272466461	0.0643069207	-0.0680995417	0.0744378247	-0.1279252912	-0.1736844826	0.0241107421	-0.0940091278	0.0308154807	0.1295752345	0.0448926221	-0.0163655861	0.1195875177	0.0753111796	-0.1719851969	-0.0007044111	-0.026216366	-0.0913558999	-0.0005500394	0.0277809907	-0.0202396008	0.0381242987	0.0557950115	0.0455441719	0.1052574517	-0.0948188237	0.0046403029	-0.0611262378	-0.0423069739	0.1350729303	0.0600494398	-0.073610556	0.0452212367	0.0060515329	-0.0197152881	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0710745	0.0325305	0.00505158455025	0.00105823343025	-0.105643	-0.1875387	0.011160443449	0.03517076399769	0.0739192	-0.0621618	0.00546404812864	0.00386408937924	0.000814921	-0.000611939	3.7446933972100003e-07	6.640962362410001e-07	0.0018412	0.000242	5.8564000000000014e-08	3.3900174400000003e-06	-0.00103353	-0.0001892819999999	1.0681842609e-06	3.582767552399997e-08	0.0
6080.976128457934	-10.32024430362526	106.5074424865096	36978270.67487524	11668.375676777852	-118.60609899555128	136150990.934421	14067.406718942511	5861.940950522535	-1.9732436028871236	3.893690316334955	34362351.70741304	5875.917450017678	9218.619215348815	1.350175	46.178711	0.1549403499999999	0.0880810999999999	-0.1071378456	-0.0783003109	-0.0514524031	0.1022295517	0.0320036963	-0.0685614822	0.1712016499	-0.0199187261	0.0105999003	-0.0170482391	0.0499411315	-0.0595265887	0.0538872235	-0.0231709135	-0.0644202869	0.0607025049	0.0004736664	-0.1203942474	-0.1253355878	-0.0348810651	-0.1040768148	-0.0255461947	0.0829738478	0.2066602914	0.1078786748	0.0416120552	0.0312504009	0.1994155543	0.0290894961	-0.0562369818	0.0772370924	0.0250402341	0.0422042131	0.1442115789	0.0508319445	0.0941724351	-0.1866470412	0.0605913329	0.0094445536	-0.1124733426	-0.2764235058	-0.1443439768	-0.0009061978	0.1365575563	-0.0804796817	-0.0157162897	0.0192159564	0.0330355853	0.0162941045	-0.1349381176	0.0259550595	0.0767327603	-0.1545841098	0.0480603598	-0.023281931	0.1123006574	0.0845652548	-0.0003058846	-0.0045381448	-0.0883271525	-0.1175508631	-0.0281691497	-0.0075050572	-0.1347771316	-0.0495114578	-0.0995752226	-0.0445012837	-0.0854870946	-0.2032551162	-0.0976260546	0.0037555956	0.0809064319	0.1531225954	0.0748902606	0.0557876173	0.1160544308	0.0419288535	-0.0409335436	0.1716045168	-0.0563465931	0.1254373958	-0.1232699591	-0.133738166	0.009130777	-0.0685780537	-0.2321024716	-0.1460523799	0.1223190544	-0.160356899	0.0388702691	0.0698548973	0.0754809915	0.0036180571	-0.0885404771	-0.1223701744	0.0478348505	-0.0287411009	-0.1442590096	0.0494839121	0.0909093202	0.0767227721	0.0896646229	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0644279	0.0066466	0.00415095429841	4.4177291560000034e-05	-0.133118	-0.0274749999999999	0.0177204019239999	0.0007548756249999	0.0791984	0.0052791999999999	0.00627238656256	2.7869952639999976e-05	0.002304	0.001489079	2.217356268241e-06	5.308416e-06	0.00161011	-0.0002310899999999	5.34025881e-08	2.5924542121000004e-06	-0.000442908	0.000590622	1.96167496464e-07	3.488343468839999e-07	0.0
