global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
5005.109548836443	n/a	25051121.59585374	n/a	11915.956010534408	n/a	141990007.6449911	n/a	5011.053812889657	n/a	n/a	25110660.31567597	5092.35275510699	8712.474495674205	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0307483	n/a	n/a	0.00094545795289	-5.52407e-05	n/a	3.0515349364900003e-09	n/a	0.0386399	n/a	n/a	0.0014930418720099	-0.00111336	n/a	1.2395704896000002e-06	n/a	-0.00113838	n/a	n/a	1.2959090244000002e-06	-0.000498551	n/a	n/a	2.48553099601e-07
5020.900381014805	15.790832178362509	25209440.636074614	249.3503808852088	11961.309448242188	45.35343770777945	143072923.7166078	2056.934311913431	5030.291166284271	19.23735339461382	370.0757656292598	25303829.21759757	5110.466397614136	8726.447163732795	1.097208	31.901197	0.0466028197	0.0221551	-0.1026877986	0.0485375303	-0.0590923068	0.1465512709	-0.0008143512	0.0851735668	-0.0152214954	-0.0013290718	-0.0367922348	0.1652054615	-0.0061442662	0.1306618468	-0.2290547285	0.1482515858	-0.2187882626	0.1566696263	-0.0278386888	0.0098479181	-0.1022251352	0.0983085065	0.0381902164	-0.0329682552	0.0712435543	-0.0277689364	0.0796556702	-0.0510481381	0.1133777776	-0.1074984101	0.0016512693	-0.1831126394	0.0385311577	-0.0834373368	-0.0053171593	-0.0199955931	0.0132136489	0.0398704411	-0.0422145235	-0.1478240806	0.0521698252	-0.1008286931	-0.1572249747	0.0664661616	0.0218468913	-0.012059501	-0.0335259666	-0.1081421601	0.1599131557	0.0641111505	-0.0633638517	-0.0198919638	0.0904702212	0.0566300574	0.0559362884	0.023124701	-0.0457747669	0.0202254173	-0.0199574351	0.0099404057	-0.1949524599	0.0341413141	-0.0504761962	0.0518774905	-0.1698832168	0.071022494	-0.0710048606	0.0869961308	-0.0729353051	0.0851902414	0.0008864181	-0.0204642357	-0.0063194929	-0.0165745573	0.1293131647	0.0921703374	-0.0666701765	0.1243258777	-0.0611642147	-0.0585957317	-0.0695393249	0.0232781421	0.0590741042	0.2101936118	-0.0547196966	-0.04495436	-0.0038667476	0.0840896327	0.136055015	-0.1614374563	-0.033339652	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0244049	0.0063433999999999	4.0238723559999984e-05	0.00059559914401	-5.4971e-05	2.6970000000000184e-07	3.021810841e-09	7.2738090000001e-14	0.0577745	0.0191346	0.00036613291716	0.00333789285025	-0.000968139	0.000145221	9.37293123321e-07	2.1089138841000023e-08	-0.000982174	0.000156206	2.4400314436000033e-08	9.64665766276e-07	-0.000377487	0.0001210639999999	1.4656492095999985e-08	1.42496435169e-07
5007.281041009715	-13.619340005089724	25072863.42365534	185.4864221742374	11938.67777398292	-22.63167425926804	142532026.99099377	512.1926797776155	5022.966448361989	-7.324717922281707	53.651492640994846	25230191.941370253	5103.056056964766	8695.84222202315	1.029958	29.945921	0.0636171609	0.0359987	-0.1342281507	-0.0564167801	-0.0106506739	0.0305740949	0.0070816018	-0.0764964919	0.107381534	-0.0685203515	0.0356927826	0.2038001475	-0.0996101428	0.0971501534	-0.0142130304	-0.0530568236	-0.1521731976	0.0567048404	0.2028979414	-0.0660497678	0.0383625386	-0.081861161	0.1552110878	0.0810730461	-0.1245402809	0.0452331587	-0.0849005919	0.2219807649	-0.1049774182	0.0221505345	-0.0062768957	0.0163798726	-0.1262317928	0.0327424129	0.0859862165	-0.1033318106	0.1280177879	0.0890151728	-0.1363174954	-0.0804265579	-0.0730094807	0.0372620925	-0.0801733268	-0.2439720297	-0.0044084647	0.0266821756	-0.0100796666	-0.2157358392	-0.1556571337	0.066909744	0.0966856625	-0.0159201123	0.1306966253	-0.0698947481	0.0400698735	0.1858072817	0.037129077	-0.1846306666	-0.0403067374	0.0950076117	0.1279799347	-0.0596951514	0.1914213492	-0.0446949291	0.0559119212	0.0350283448	-0.0507834719	-0.1010755754	0.0920724248	0.1291273377	0.0962782525	0.0556755446	-0.0068623532	-0.2059596364	0.083801726	-0.084417581	-0.0100630737	0.0788285831	0.2100923116	0.1079013172	0.0117733585	0.0918319443	0.2252253965	-0.0536025597	-0.1428963523	0.1335676535	-0.0420983306	0.0920976202	-0.0250726102	-0.0266632495	0.0040083778	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0338317	-0.0094267999999999	8.886455823999998e-05	0.0011445839248899	-2.18101e-05	3.31609e-05	4.7568046201e-10	1.0996452888099995e-09	0.0449542	-0.0128203	0.00016436009209	0.00202088009764	-0.000460585	0.000507554	2.12138542225e-07	2.57611062916e-07	-0.0007840539999999	0.00019812	3.92515344000396e-08	6.147406749158432e-07	-0.000498551	-0.0001210639999999	1.4656492095999985e-08	2.48553099601e-07
5002.516698130823	-4.764342878892421	25025173.31507771	22.69896306765292	12001.718421449052	63.04064746613221	144041245.06774953	3974.123232949162	5017.184272926832	-5.782175435157114	33.43355276293437	25172138.02850434	5099.1862676147975	8752.488552469133	1.080848	31.425539	0.0449470600999999	0.0208636	0.0379407589	0.070421434	0.2010207711	-0.0959372009	-0.1044567325	-0.0709705102	-0.0470525732	-0.0103704514	0.0206092617	-0.1922410231	0.1201177784	-0.0246263961	0.0286917257	-0.0634670377	-0.0292813553	0.0417423169	-0.1550385165	-0.0004564778	-0.0578215932	0.0069786515	-0.0675150579	-0.0804836727	0.0996491265	0.0559550297	-0.0147632322	0.0468456577	-0.1588671535	0.0693469398	0.1041826257	-0.0186074586	0.043851528	0.0684078453	0.0356060283	-0.0718438541	0.0757529394	-0.1060914863	0.0612834427	0.1252336528	0.0881568169	0.0101626793	-0.039961086	-0.0863080939	-0.0076502687	-0.0259592975	0.2002418711	0.1835500412	0.0357293373	-0.0700324035	0.021290025	0.2710634936	0.1367153289	0.0236045999	0.0603393735	-0.0602817671	-0.0378957404	0.0492170252	0.0923862341	-0.0840242699	0.0722609752	0.0841893366	0.0100264743	-0.1108704037	0.148447299	-0.0032272714	-0.093871441	0.007170831	0.1220095382	0.0543036306	0.0242089599	-0.1099217326	-0.0408713451	0.0549113349	-0.0904530209	0.0129117115	0.0603899555	-0.0168970989	0.1073177954	-0.1644222449	0.0869909275	0.1045756329	-0.1965464773	-0.0288384654	0.050445023	0.172509972	0.1133303976	-0.0649834	0.1889615832	-0.0084781046	-0.0525701129	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0276114	0.0062202999999999	3.869213208999998e-05	0.00076238940996	0.0110936	0.0111154101	0.00012306796096	0.0001235523416911	0.0303665	-0.0145876999999999	0.0002128009912899	0.00092212432225	-0.000630136	-0.000169551	3.97071378496e-07	2.8747541600999995e-08	-0.000693132	9.092199999990004e-05	8.266810083981824e-09	4.804319694239999e-07	-0.000498551	0.0	0.0	2.48553099601e-07
4993.447818958253	-9.068879172569725	24934521.120658938	82.2445694466689	11950.245092513713	-51.47332893533894	142808357.7711481	2649.503591685601	5018.5947782949	1.4105053680677884	1.9895253933480472	25186293.548728835	5100.351557176522	8687.404492198768	1.163314	33.823223	0.0303924999999999	0.0164912	0.1311456338	0.0028496971	-0.1472204381	0.2139420892	-0.0797906387	0.1680205683	-0.042471574	0.1352379914	-0.0715511024	0.062859523	0.0468517133	-0.0234781921	0.120520566	0.1264281712	-0.0300812429	-0.0648117502	-0.1774842685	0.0573667259	0.0564059705	-0.0450458501	-0.2300595965	0.2026695596	0.2316653225	0.0931442704	-0.0708017736	-0.0937980228	0.0678359251	-0.0352282158	-0.0341058259	0.0971745693	0.0074901258	-0.1397920237	-0.0708428744	0.180298786	0.0460488594	0.15124039	-0.0503010767	0.0852046079	-0.024150917	-0.0563314022	-0.0087887302	-0.0028130013	-0.1359534636	0.1605746443	-0.0883429581	-0.0206557718	-0.1297295199	-0.0800011877	-0.1006802502	-0.0421345543	0.0167548132	0.0508766839	-0.0967578351	-0.1293672321	0.050554466	0.1977929725	-0.1850077709	-0.1818305328	0.1182093357	0.1396182706	-0.0580149921	-0.0364646066	-0.1229628374	-0.0314724441	0.0325740059	-0.0373408181	-0.243112125	-0.1619366973	0.0244335571	-0.0971249672	0.0775920767	-0.0849215615	-0.0771322115	0.0189343475	-0.0803666625	0.0730606942	-0.0873022161	0.1616380839	0.0659155634	0.0647472155	0.075056241	-0.1408004726	0.1014946753	-0.053557989	-0.0083587969	0.0405870469	0.092812081	-0.0259912586	-0.1984258767	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0338418	-0.0062303999999999	3.8817884159999966e-05	0.0011452674272399	0.00814885	-0.00294475	6.640375632249998e-05	8.671552562500007e-06	0.0251694	-0.0051971	2.700984841e-05	0.00063349869636	-0.000684532	-5.439599999999996e-05	4.685840590239999e-07	2.9589248159999956e-09	-0.000427123	0.0002660089999999	7.076078808099998e-08	1.8243405712900002e-07	-0.000498551	0.0	0.0	2.48553099601e-07
5027.159706407685	33.71188744943174	25272334.713729	1136.4913554031534	11981.63593048745	31.39083797373678	143559599.57074785	985.384708693395	5037.422943228683	18.828164933783228	354.4997947737444	25375629.908966728	5117.919888603261	8749.791970175778	1.255332	36.498653	0.07180455	0.0344406	-0.145876916	-0.0895810488	-0.0507297538	-0.1110701342	0.1763339079	-0.0442395137	-0.0759435941	-0.2311656071	0.0390563637	0.0360197789	-0.0822543994	0.0002664565	-0.0585979378	-0.08778487	0.0320415073	0.0769445195	-0.0455274218	0.0549761302	0.165405155	0.0015141543	0.0685032786	-0.0308586222	-0.108375249	-0.1559313931	-0.0474546108	0.0115183234	0.0897981084	0.1557457825	-0.1368594358	0.1739129547	0.1104843876	-0.0192671038	-0.0321483798	-0.2198676236	-0.1240099945	0.0797919194	0.0417695646	0.0733213161	-0.1088345821	0.0326008564	0.0617850979	-0.087371362	-0.0226903387	0.0244931182	-0.1623499273	-0.0297304175	0.0841780734	0.0034363159	-0.0457781522	-0.0317503109	-0.0408823157	0.0399798178	0.0291011996	-0.1049630615	0.0009779425	-0.064964796	0.0405730972	-0.0437895225	0.0017224553	-0.1841957221	-0.0005196375	0.1304204051	0.1548867	-0.0374570771	0.2441624609	0.0647609637	0.0559168683	0.0670845051	-0.0979773947	0.0789701504	0.2129421662	-0.0305097207	-0.0794001456	-0.0327389086	-0.0478209971	0.0007104634	0.0269461892	0.1488010323	0.0129238209	-0.110442934	0.0468120362	0.0772294999	0.0119984913	-0.0622746373	0.0401423959	0.014104465	0.0115658328	0.0509448644	0.1019811855	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0167913	0.0170505	0.0002907195502499	0.0002819477556899	0.005076	-0.0030728499999999	2.5765776e-05	9.442407122499996e-06	0.0314812	0.0063117999999999	3.983881923999999e-05	0.00099106595344	-0.000463545	0.0002209869999999	2.14873967025e-07	4.883525416899998e-08	-0.0007840539999999	-0.0003569309999999	1.273997387609286e-07	6.147406749158432e-07	-0.000169081	0.00032947	1.085504809e-07	2.8588384561e-08
5000.527757371145	-26.63194903654039	25005277.85223929	709.2607094848846	12002.997266404172	21.361335916722965	144071943.37730604	456.3066721470785	5018.587594751975	-18.835348476707622	354.77035223901214	25186221.44619841	5100.721705565519	8750.829904168128	1.24107	36.083961	0.061899815	0.0315866	-0.0177187618	0.1916247866	0.2079287114	-0.009613221	-0.1580059249	-0.0814671785	-0.1356971918	-0.0196290865	0.0833800764	-0.2527084866	0.1431273748	0.1007789037	0.0757492155	-0.0351402672	-0.0912680913	0.0051672708	0.0551583969	0.0116416843	-0.0044311214	0.1477680707	0.0829126368	-0.3351990071	0.0376360591	0.1799801713	-0.0750854049	-0.0023404393	-0.0432908162	-0.1776742594	-0.1387441697	-0.1864461746	-0.0047837642	-0.1138778802	-0.0823989563	0.0372382667	-0.0486863717	-0.1183925824	-0.0570809278	0.0353893757	-0.0528473282	0.1057490897	-0.0649543956	-0.1133378271	-0.0182337111	0.0053762921	-0.0227240321	0.1166132806	0.0156105481	0.1441464781	0.0332845126	0.0735937954	-0.0901087455	-0.1201158208	-0.0193858695	0.065577053	-0.1568275838	-0.066139005	0.338111467	0.0561987555	0.0099157405	0.1944994413	-0.0180424614	-0.0477043932	-0.2437411032	0.0944079359	0.0320403652	0.0968075745	-0.0246188455	0.1292819089	-0.0686063906	0.0233724827	-0.1081529638	0.0405898943	-0.0932993496	-0.0320311968	0.0755509104	0.1185181055	0.0855382749	0.0838924022	0.0054356811	-0.0457956285	-0.0981395441	-0.0296975484	-0.1392400941	0.0330558478	0.072924524	-0.105403168	-0.112156763	0.0822651437	0.0936548356	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.00487994	0.0216712399999999	0.0004696426431375	2.38138144036e-05	0.00877169	0.00369569	7.69425454561e-05	1.3658124576100004e-05	0.0168261	-0.0146551	0.00021477195601	0.00028311764121	-0.000538112	-7.456699999999999e-05	2.89564524544e-07	5.5602374889999994e-09	-0.000521597	0.0002624569999999	6.888367684894753e-08	2.72063430409e-07	-6.85493e-05	0.0001005316999999	1.0106622704889997e-08	4.6990065304900015e-09
5000.066232618125	-0.4615247530200577	25000662.330568004	0.2130050976502252	11923.993303014877	-79.00396338929568	142181616.29034364	6241.626231217172	5016.065606364235	-2.5219883877407483	6.3604254278991785	25160914.167350195	5097.743819885439	8700.034597492844	1.214316	35.306091	0.0710895158	0.0344788	0.0908588309	-0.104400935	-0.0617189556	-0.0145055498	-0.076308227	0.0492229192	0.1030773403	0.1741142711	-0.0612700699	-0.0995676355	0.0193567857	-0.0632738183	0.008998426	0.1045196136	0.2506302784	-0.1330363231	0.1373573644	0.0074504408	0.0210005452	0.0030779965	0.0302079773	-0.0092980669	0.0269983124	-0.0925368542	0.2320911561	-0.0023436993	-0.1397466202	0.1230834721	0.139844054	0.173186111	-0.0668796384	0.1022536832	-0.1167036492	-0.0079894662	-0.015445806	-0.1405074233	0.1255711147	-0.078440038	-0.0620441602	-0.0182830282	0.0235332598	-0.0269325615	-0.2063745102	0.1772272749	-0.099311428	-0.0231507194	0.0784744052	-0.0555670342	0.0794207327	0.0195937349	-0.0057877747	0.0690366442	0.1256348108	-0.0543981302	-0.0221081525	-0.0114227898	0.0198402332	-0.0177221513	-0.1583929369	0.0074743126	0.0159890023	-0.0969349896	0.3017203685	-0.1493897737	-0.0127371027	-0.1423733736	0.0505897466	-0.1007334115	-0.121304902	-0.070082516	-0.0795213342	0.1219245725	0.0667832303	-0.0639919185	-0.043340989	0.0740022719	-0.0958237052	0.1713099705	0.1157909201	0.0496343217	-0.0182054716	0.0757589644	0.064726639	0.0641724702	-0.0705679411	-0.0191019992	0.0379745833	-0.0814114439	0.0954080299	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0024336	-0.00244634	5.9845793956e-06	5.9224089600000006e-06	-4.43208e-05	-0.0088160108	1.96433331264e-09	7.772204642571666e-05	0.0389086	0.0220825	0.00048763680625	0.00151387915396	-0.000844667	-0.000306555	7.13462340889e-07	9.397596802500003e-08	-0.000381169	0.0001404279999999	1.9720023183999986e-08	1.45289806561e-07	0.000239361	0.0003079103	9.480875284609e-08	5.7293688321e-08
4998.155224215727	-1.9110084023977836	24981555.645354964	3.651953114034928	11961.395000051943	37.4016970370667	143074970.34726763	1398.8869412525237	5021.526582587902	5.460976223667785	29.822261315464864	25215729.219636936	5102.415874700702	8721.51298146766	1.103385	32.080799	0.0644784742	0.0339125	0.0491407866	0.0801345346	0.1390603894	0.021227374	-0.0052860369	-0.0373877893	0.1005407281	0.0944103642	0.10042065	0.0019452285	-0.0811509524	-0.0813187868	0.0112983071	-0.2323675771	-0.0426369143	-0.1344155142	0.0052759089	0.1661853328	0.0981900009	-0.0538943016	0.1267423939	0.1509129965	0.1192640805	0.0372304755	0.0362855627	0.002358131	0.0574011962	0.1223886833	-0.0729097406	-0.0377444581	-0.0606952602	0.0559117753	-0.1040610887	0.0857122291	0.0127621899	-0.0312308417	0.0940275527	0.0744822403	0.0773112321	-0.0048673113	0.0679139308	0.2904917054	0.0203199441	0.0079817884	0.1273505212	0.0476454414	-0.0938978531	-0.1291834817	0.2957707319	-0.0745645702	-0.2006400403	-0.026691815	-0.0527344168	0.1504947182	0.009489064	-0.1572329303	-0.1614550635	-0.0703381625	0.0128814851	0.0895462283	-0.0059787094	0.0153783847	0.0163062584	0.1204457715	0.0826517345	-0.0825589738	-0.0227237136	-0.1056845965	-0.0491783947	-0.0892523142	-0.0374366891	0.0689515372	-0.0011138967	0.0467476827	0.0461828259	-0.1414193881	-0.1771495232	-0.1709592442	-0.0443059093	0.0457802283	-0.0753993773	-0.1159431684	0.1037915305	0.0574014753	-0.2866946192	-0.1414518095	-0.2484422168	-0.0188066012	0.1076747315	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.00682295	0.00438935	1.92663934225e-05	4.655264670250001e-05	-3.90366e-05	5.284199999999999e-06	1.5238561395599996e-09	2.7922769639999997e-11	0.013924	-0.0249846	0.00062423023716	0.000193877776	-0.000594667	0.00025	3.53628840889e-07	6.25e-08	-0.000560223	-0.000179054	3.2060334916e-08	3.13849809729e-07	-3.35698e-05	-0.0002729308	7.449122158864e-08	1.12693147204e-09
4985.387953701411	-12.767270514315896	24854093.04891114	163.0031963857201	11946.456927360372	-14.938072691571506	142717833.1172766	223.1460157386744	5007.027059221799	-14.499523366102949	210.23617784416535	25070319.9717793	5088.606088787336	8711.145302954075	1.096242	31.873123	0.0526391116	0.0272661	0.1618620903	-0.0322691841	-0.1274394275	0.1167986679	0.0298390464	0.0109364278	0.030142651	0.0522753232	-0.0157329584	0.0740425773	-0.0988508414	-0.1641736858	0.1340774375	0.0283384399	-0.0530442835	-0.210909857	-0.2467959754	-0.037637758	-0.1034613507	-0.092907081	-0.1624322782	0.0691834714	0.0004301547	0.0561708719	-0.1700959052	0.0241735839	0.1432136263	0.054376989	0.2133787136	0.0507085859	0.1367511752	0.1592796782	0.1928715962	0.0298825422	0.0781409563	0.1052841987	0.0271076997	-0.0871167756	0.2074726089	0.1036408682	0.1905479264	-0.0881709596	-0.0631988564	-0.0740054094	0.134503974	-0.0974958911	-0.0114064084	0.0105551179	-0.0276757642	-0.0792968554	0.0075087648	-0.0232341588	-0.100547985	-0.129525121	0.097293476	0.1409412843	-0.085868058	-0.0925772236	0.1825722265	-0.0568879784	-0.0048157746	0.1907781215	0.0313959975	-0.0418484862	-0.2060543189	0.097574007	0.1025971525	-0.1376410303	0.1590234888	0.0152432116	0.0849714868	-0.0342313702	0.1293724426	0.0490363964	0.1781433633	-0.2149013516	0.0789305258	-0.0080217131	0.1382133047	0.1021378569	0.0721934499	0.0068738748	-0.0493970748	-0.0291417387	0.032708128	0.0917212649	-0.0742403268	0.0405258654	-0.1028158876	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0204549	0.01363195	0.0001858300608025	0.00041840293401	0.00173045	0.0017694866	2.9944572025e-06	3.13108282757956e-06	0.0329874	0.0190634	0.00036341321956	0.00108816855876	-0.000527653	6.7014e-05	2.78417688409e-07	4.490876196000001e-09	-0.000775692	-0.000215469	4.6426889961000016e-08	6.016980788640001e-07	4.74327e-05	8.10025e-05	6.5614050062500006e-09	2.2498610292899996e-09
