TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,1,1.70E+00,1,0,2.30E-06,57.12838,61.128304,61.318245,2,62.77328,1.4550358,62.873672,2.6449642,65.520226,9,65.52037,66.53242,5.21417,66.5326,67.53423,--
2,2,6,2,3,2,1.70E+00,1,1,--,--,--,67.7206,7,68.85677,1.1361777,68.957115,2.9638224,71.92216,3,71.92227,72.92836,5.2077637,72.9285,74.93024,--
3,3,3,1,3,4,2.55E+00,1,2,--,--,--,74.93705,2,77.30653,2.3694863,77.40691,2.5805137,79.99025,8,79.990364,80.99438,6.057332,80.99452,84.99624,--
4,4,4,2,1,1,8.50E-01,1,3,--,--,--,85.18383,2,85.70686,0.5230365,85.80731,2.7269635,88.53568,2,88.535805,89.54238,4.358555,89.54253,90.54394,--
5,5,4,2,1,3,1.70E+00,1,4,--,--,--,90.72497,7,91.456764,0.731793,91.557106,3.368207,94.92726,9,94.927376,95.93137,5.2064075,95.93152,98.93343,--
6,6,1,1,1,3,8.50E-01,1,5,--,--,--,98.93615,2,100.80637,1.8702277,100.90671,1.3797723,102.28828,4,102.28839,103.29337,4.3572264,103.29352,106.29527,--
7,7,6,2,3,4,8.50E-01,1,6,--,--,--,106.47809,2,107.10637,0.6282766,107.206726,2.6217234,109.82942,8,109.82954,110.83423,4.356133,110.834366,114.83637,--
8,8,1,1,1,4,2.55E+00,1,7,--,--,--,114.8391,2,116.189865,1.3507653,116.29022,3.5992346,119.89144,2,119.891556,120.89655,6.05745,120.89669,124.89816,--
9,9,2,1,2,1,8.50E-01,1,8,--,--,--,124.89976,7,125.62403,0.7242747,125.72436,2.5257254,128.25235,5,128.25246,129.25842,4.358661,129.25856,130.25996,--
10,10,1,1,1,2,8.50E-01,1,9,--,--,--,130.26161,2,130.88976,0.6281449,130.99011,2.621855,133.61342,4,133.61354,134.61836,4.3567452,134.6185,136.61984,--
11,11,5,2,2,4,2.55E+00,1,10,--,--,--,136.79823,2,137.8398,1.0415694,137.94012,3.9084306,141.85133,5,141.85144,142.85744,6.059204,142.85757,146.8594,--
12,12,5,2,2,2,2.55E+00,1,11,--,--,--,147.03957,7,148.68991,1.6503361,148.79024,3.2996638,152.09235,5,152.09245,153.0971,6.0575433,153.09726,155.09944,--
13,13,1,1,1,3,8.50E-01,1,12,--,--,--,155.10236,2,156.14023,1.0378664,156.24054,2.2121336,158.45535,3,158.45546,159.46045,4.358095,159.46059,162.462,--
14,14,1,1,1,4,1.70E+00,1,13,--,--,--,162.46358,2,162.89003,0.4264497,162.99042,3.6735504,166.6662,2,166.6663,167.67058,5.206993,167.67072,171.67207,--
15,15,5,2,2,1,8.50E-01,1,14,--,--,--,171.8523,7,172.27344,0.4211393,172.37376,2.8288608,175.20378,5,175.20389,176.2085,4.356206,176.20863,177.21013,--
16,16,4,2,1,3,1.70E+00,1,15,--,--,--,177.38826,2,179.75659,2.3683279,179.85695,1.731672,181.59026,1,181.59038,182.59587,5.2076116,182.59602,185.5974,--
17,17,1,1,1,1,1.70E+00,1,16,--,--,--,185.60033,2,186.53963,0.9393085,186.63998,3.1606915,189.80243,2,189.80255,190.80756,5.207234,190.80774,191.80899,--
18,18,4,2,1,2,8.50E-01,1,17,--,--,--,191.99028,2,193.95699,1.9667095,194.05737,1.2832905,195.3424,3,195.34251,196.34616,4.3558793,196.3463,198.34839,--
19,19,5,2,2,2,2.55E+00,1,18,--,--,--,198.5276,7,200.29019,1.7625906,200.3906,3.1874094,203.58047,5,203.5806,204.58557,6.0579615,204.58571,206.5869,--
20,20,2,1,2,4,2.55E+00,1,19,--,--,--,206.5898,2,207.42332,0.8335198,207.52367,4.1164804,211.64252,5,211.64264,212.64645,6.0566416,212.64659,216.6485,--
21,21,4,2,1,1,1.70E+00,1,20,--,--,--,216.82872,7,217.45627,0.6275442,217.55667,3.4724557,221.03142,7,221.03154,222.03687,5.2081466,222.03702,223.03856,--
22,22,3,1,3,1,1.70E+00,1,21,--,--,--,223.04126,2,225.40787,2.3665981,225.5082,1.7334018,227.24432,6,227.24445,228.2506,5.209326,228.25073,229.25237,--
23,23,1,1,1,2,2.55E+00,1,22,--,--,--,229.25403,2,230.28976,1.035745,230.39012,3.914255,234.30618,3,234.3063,235.31223,6.0581975,235.31236,237.31445,--
24,24,6,2,3,3,1.70E+00,1,23,--,--,--,237.49417,0,239.96062,2.466438,240.06094,1.6335618,241.69646,999,241.69656,242.70259,5.208422,242.70273,245.70544,--
25,25,6,2,3,3,1.70E+00,1,24,--,--,--,245.88394,2,246.30655,0.422598,246.40688,3.677402,250.08646,8,250.08658,251.09158,5.207646,251.09174,254.09352,--
26,26,6,2,3,3,8.50E-01,1,25,--,--,--,254.26738,7,254.99162,0.7242433,255.09195,2.5257566,257.6192,2,257.61932,258.62296,4.3555856,258.6231,261.62436,--
27,27,4,2,1,4,8.50E-01,1,26,--,--,--,261.8015,7,262.73938,0.9378511,262.83972,2.3121488,265.1535,9,265.1536,266.15863,4.357105,266.15875,270.1605,--
28,28,1,1,1,4,2.55E+00,1,27,--,--,--,270.16336,2,270.69006,0.5267219,270.7904,4.4232783,275.2151,1,275.2152,276.2196,6.056267,276.21976,280.22153,--
29,29,3,1,3,2,2.55E+00,1,28,--,--,--,280.22314,0,282.68994,2.4667957,282.79028,2.4832044,285.27588,999,285.276,286.27982,6.0566974,286.27997,288.28223,--
30,30,3,1,3,2,2.55E+00,1,29,--,--,--,288.28384,7,288.80646,0.5226125,288.9069,4.4273877,293.33618,1,293.3363,294.34164,6.0577784,294.34177,296.34344,--
31,31,6,2,3,3,2.55E+00,1,30,--,--,--,296.52496,7,297.67343,1.1484659,297.7738,3.8015342,301.57755,4,301.57767,302.5813,6.056356,302.58145,305.58273,--
32,32,2,1,2,2,8.50E-01,1,31,--,--,--,305.58545,2,306.8237,1.2382495,306.92407,2.0117505,308.9366,5,308.93674,309.94165,4.3561754,309.94177,311.94357,--
33,33,6,2,3,2,1.70E+00,1,32,--,--,--,312.1277,2,312.85672,0.7290367,312.95706,3.3709633,316.32965,6,316.32977,317.33463,5.2069635,317.33478,319.33655,--
34,34,3,1,3,1,8.50E-01,1,33,--,--,--,319.33923,7,319.7565,0.417263,319.85684,2.832737,322.69168,3,322.6918,323.6954,4.3561525,323.69553,324.6967,--
35,35,1,1,1,3,2.55E+00,1,34,--,--,--,324.6983,7,325.83984,1.141521,325.9402,3.808479,329.75027,8,329.75037,330.75568,6.0573745,330.75583,333.75772,--
36,36,1,1,1,3,1.70E+00,1,35,--,--,--,333.75928,2,333.87354,0.1142411,333.97394,3.9857588,337.96158,1,337.9617,338.96536,5.206066,338.96548,341.9667,--
37,37,4,2,1,3,2.55E+00,1,36,--,--,--,342.14706,0,344.61438,2.4673433,344.71472,2.4826567,347.1996,999,347.1997,348.205,6.0579324,348.20514,351.20663,--
38,38,6,2,3,2,1.70E+00,1,37,--,--,--,351.38644,2,351.90637,0.5199196,352.0067,3.5800805,355.58896,8,355.58905,356.5937,5.2072415,356.59384,358.59528,--
39,39,6,2,3,3,8.50E-01,1,38,--,--,--,358.77444,2,359.5064,0.7319697,359.60675,2.5180304,362.12738,8,362.12747,363.13116,4.3567243,363.1313,366.1326,--
40,40,3,1,3,2,1.70E+00,1,39,--,--,--,366.13547,7,367.78986,1.6544102,367.8902,2.4455898,370.33762,3,370.33774,371.3414,5.20595,371.34155,373.34366,--
41,41,4,2,1,3,8.50E-01,1,40,--,--,--,373.5255,0,375.99194,2.466452,376.09232,0.783548,376.87802,999,376.8781,377.88174,4.356241,377.8819,380.88364,--
42,42,2,1,2,4,8.50E-01,1,41,--,--,--,380.88644,2,381.40646,0.5200027,381.5068,2.7299974,384.23862,5,384.23874,385.24353,4.357084,385.24368,389.24564,--
43,43,3,1,3,2,2.55E+00,1,42,--,--,--,389.24728,2,389.7735,0.5262023,389.87387,4.4237976,394.2998,7,394.29993,395.30463,6.057346,395.30478,397.30655,--
44,44,3,1,3,1,2.55E+00,1,43,--,--,--,397.3082,2,397.9395,0.6313307,398.0399,4.3186693,402.36066,7,402.36078,403.36575,6.05757,403.3659,404.36777,--
45,45,3,1,3,3,2.55E+00,1,44,--,--,--,404.36935,7,405.20676,0.8373967,405.3071,4.112603,409.422,4,409.42212,410.42578,6.0564175,410.42593,413.42715,--
46,46,6,2,3,3,1.70E+00,1,45,--,--,--,413.60748,2,415.87323,2.2657545,415.97357,1.8342456,417.8095,7,417.8096,418.8143,5.206822,418.81445,421.81772,--
47,47,4,2,1,4,8.50E-01,1,46,--,--,--,421.99356,7,422.72314,0.7295649,422.8235,2.520435,425.34546,9,425.34558,426.3495,4.355919,426.34964,430.35168,--
48,48,4,2,1,1,2.55E+00,1,47,--,--,--,430.5306,2,431.37314,0.8425242,431.4735,4.1074758,435.58258,3,435.5827,436.58594,6.055304,436.58606,437.58765,--
49,49,3,1,3,1,1.70E+00,1,48,--,--,--,437.5904,7,438.32327,0.7328855,438.42358,3.3671145,441.79248,4,441.79257,442.79724,5.206868,442.7974,443.7987,--
50,50,1,1,1,4,1.70E+00,1,49,--,--,--,443.8003,7,444.9398,1.1394958,445.0401,2.960504,448.0028,8,448.00293,449.0078,5.2075367,449.00797,453.00977,--
51,51,3,1,3,1,8.50E-01,1,50,--,--,--,453.01132,0,455.47714,2.4658248,455.57748,0.7841751,456.36328,999,456.36337,457.36783,4.3565226,457.36798,458.37015,--
52,52,5,2,2,2,2.55E+00,1,51,--,--,--,458.54822,2,459.0737,0.5254936,459.17404,4.424506,463.60065,5,463.60077,464.6062,6.0579815,464.60635,466.60782,--
53,53,2,1,2,2,1.70E+00,1,52,--,--,--,466.6105,2,467.43985,0.8293454,467.54016,3.2706547,470.81216,5,470.8123,471.81693,5.206427,471.81708,473.81976,--
54,54,4,2,1,3,8.50E-01,1,53,--,--,--,473.99832,0,476.46445,2.4661322,476.5648,0.7838679,477.3507,999,477.35083,478.3545,4.3561697,478.35464,481.35657,485.35974
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
