TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,2,2.550000e+00,1.0,0.0,2.4000183e-06,10.974291,14.97378,14.978874,2.0,15.608723,0.6298481,15.709133,4.320152,20.031294,8.0,20.03144,21.039286,6.0604105,21.039469,23.041176,--
2,2,6,2,3,3,1.700000e+00,1.0,1.0,--,--,--,23.226366,7.0,24.059238,0.8328716,24.159561,3.2671285,27.42907,3.0,27.429184,28.434273,5.207906,28.434414,31.436842,--
3,3,4,2,1,1,1.700000e+00,1.0,2.0,--,--,--,31.616362,2.0,32.042458,0.4260943,32.142784,3.6739056,35.8177,4.0,35.817814,36.823494,5.2071304,36.82363,37.826298,--
4,4,1,1,1,3,8.500000e-01,1.0,3.0,--,--,--,37.829952,7.0,38.559013,0.729062,38.65936,2.520938,41.18118,7.0,41.181297,42.186954,4.3570013,42.187096,45.18809,--
5,5,1,1,1,4,2.550000e+00,1.0,4.0,--,--,--,45.18968,2.0,45.709957,0.5202766,45.810295,4.4297233,50.241337,4.0,50.24145,51.2453,6.0556235,51.24544,55.247185,--
6,6,2,1,2,1,8.500000e-01,1.0,5.0,--,--,--,55.248806,7.0,55.77576,0.5269577,55.876114,2.7230422,58.60121,5.0,58.601326,59.607307,4.358503,59.60745,60.6092,--
7,7,5,2,2,2,2.550000e+00,1.0,6.0,--,--,--,60.791504,7.0,61.62584,0.834335,61.726192,4.115665,65.843216,5.0,65.84333,66.84838,6.0568776,66.848526,68.8499,--
8,8,4,2,1,2,8.500000e-01,1.0,7.0,--,--,--,69.03175,2.0,69.359085,0.3273318,69.45942,2.9226682,72.38311,4.0,72.383224,73.388336,4.3565845,73.38848,75.38988,--
9,9,3,1,3,1,1.700000e+00,1.0,8.0,--,--,--,75.39268,2.0,75.92612,0.533438,76.02652,3.566562,79.59512,8.0,79.59524,80.59994,5.207263,80.60008,81.60223,--
10,10,6,2,3,3,8.500000e-01,1.0,9.0,--,--,--,81.78547,0.0,84.254005,2.4685364,84.35436,0.7814637,85.13816,999.0,85.138275,86.14335,4.357882,86.14349,89.14492,--
11,11,2,1,2,4,8.500000e-01,1.0,10.0,--,--,--,89.14764,2.0,91.30863,2.160991,91.40895,1.089009,92.50112,5.0,92.501236,93.50655,4.3589125,93.50669,97.508095,--
12,12,6,2,3,2,1.700000e+00,1.0,11.0,--,--,--,97.688095,7.0,98.309425,0.6213287,98.40977,3.4786713,101.889275,1.0,101.88939,102.895325,5.2072296,102.89548,104.896454,--
13,13,3,1,3,2,2.550000e+00,1.0,12.0,--,--,--,104.89921,2.0,105.32611,0.426904,105.426506,4.523096,109.95226,7.0,109.95238,110.95703,6.0578213,110.95718,112.959274,--
14,14,6,2,3,3,1.700000e+00,1.0,13.0,--,--,--,113.14127,2.0,113.55903,0.4177596,113.65937,3.6822405,117.3441,9.0,117.344215,118.34907,5.2077928,118.34921,121.351395,--
15,15,5,2,2,1,8.500000e-01,1.0,14.0,--,--,--,121.52639,2.0,121.94273,0.4163448,122.04306,2.833655,124.878296,5.0,124.87842,125.883095,4.3567076,125.88324,126.88482,--
16,16,3,1,3,1,1.700000e+00,1.0,15.0,--,--,--,126.88752,2.0,127.50973,0.6222109,127.610085,3.4777892,131.08932,6.0,131.08943,132.09505,5.2075205,132.09518,133.0973,--
17,17,1,1,1,2,2.550000e+00,1.0,16.0,--,--,--,133.09889,2.0,134.0422,0.9433132,134.14253,4.0066867,138.15073,2.0,138.15083,139.15642,6.0575275,139.15657,141.15831,--
18,18,1,1,1,3,2.550000e+00,1.0,17.0,--,--,--,141.15988,2.0,141.37573,0.2158461,141.47604,4.7341537,146.21222,3.0,146.21234,147.21701,6.0571313,147.21716,150.21918,--
19,19,6,2,3,3,1.700000e+00,1.0,18.0,--,--,--,150.40297,7.0,150.9261,0.5231319,151.02646,3.576868,154.60432,1.0,154.60445,155.6094,5.206434,155.60954,158.61093,--
20,20,3,1,3,1,8.500000e-01,1.0,19.0,--,--,--,158.61363,2.0,159.0428,0.4291803,159.1432,2.8208196,161.96533,7.0,161.96545,162.96947,4.3558383,162.9696,163.97241,--
