TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,3,2.550000e+00,1.0,0.0,3.7001446e-06,78.161285,82.16199,82.36046,2.0,82.98567,0.6252138,83.08607,4.324786,87.411606,3.0,87.41175,88.419205,6.0587463,88.41939,91.4206,--
2,2,6,2,3,4,1.700000e+00,1.0,1.0,--,--,--,91.61276,2.0,92.033905,0.4211426,92.1343,3.6788573,95.81509,8.0,95.8152,96.82193,5.209167,96.822075,100.82396,--
3,3,3,1,3,2,1.700000e+00,1.0,2.0,--,--,--,100.83017,2.0,101.35052,0.5203498,101.45092,3.5796502,105.03256,9.0,105.032684,106.03764,5.207476,106.0378,108.039055,--
4,4,4,2,1,3,1.700000e+00,1.0,3.0,--,--,--,108.229126,7.0,109.58375,1.3546185,109.68409,2.7453814,112.43181,8.0,112.431915,113.43701,5.2078843,113.43716,116.438576,--
5,5,6,2,3,4,8.500000e-01,1.0,4.0,--,--,--,116.626144,7.0,117.15026,0.5241176,117.2506,2.7258823,119.97794,1.0,119.97805,120.983734,4.357587,120.98388,124.985886,--
6,6,4,2,1,3,8.500000e-01,1.0,5.0,--,--,--,125.17165,2.0,125.60085,0.4292022,125.70124,2.8207977,128.52377,2.0,128.5239,129.53009,4.358437,129.53023,132.53143,--
7,7,1,1,1,1,8.500000e-01,1.0,6.0,--,--,--,132.53423,2.0,132.95067,0.4164377,133.051,2.8335624,135.88582,2.0,135.88594,136.89064,4.356418,136.8908,137.892,--
8,8,5,2,2,4,8.500000e-01,1.0,7.0,--,--,--,138.07494,7.0,138.60039,0.525445,138.70074,2.724555,141.42659,5.0,141.42671,142.43275,4.357819,142.43289,146.43495,--
9,9,6,2,3,4,8.500000e-01,1.0,8.0,--,--,--,146.62152,7.0,147.05023,0.4286988,147.15057,2.8213012,149.97449,4.0,149.97461,150.97987,4.358345,150.98001,154.98172,--
10,10,6,2,3,4,8.500000e-01,1.0,9.0,--,--,--,155.16858,2.0,155.48311,0.3145262,155.58347,2.935474,158.52019,7.0,158.5203,159.52492,4.3563347,159.52505,163.52666,--
11,11,6,2,3,4,1.700000e+00,1.0,10.0,--,--,--,163.71356,2.0,164.6498,0.9362381,164.75014,3.1637619,167.91579,9.0,167.9159,168.91972,5.2061634,168.91986,172.92189,--
12,12,4,2,1,3,2.550000e+00,1.0,11.0,--,--,--,173.10817,7.0,174.04976,0.9415856,174.15009,4.0084143,178.16078,9.0,178.16089,179.1654,6.0572395,179.16556,182.16776,--
13,13,4,2,1,3,8.500000e-01,1.0,12.0,--,--,--,182.35393,7.0,182.78381,0.4298841,182.8842,2.8201158,185.70778,8.0,185.70789,186.71193,4.3580084,186.71208,189.71353,--
14,14,1,1,1,1,8.500000e-01,1.0,13.0,--,--,--,189.71649,2.0,190.23595,0.5194565,190.3363,2.7305436,193.06885,3.0,193.06897,194.07286,4.3563647,194.07301,195.07448,--
15,15,1,1,1,1,1.700000e+00,1.0,14.0,--,--,--,195.07605,2.0,195.8009,0.7248507,195.90128,3.3751493,199.27965,3.0,199.27975,200.28345,5.207402,200.2836,201.2857,--
16,16,1,1,1,1,1.700000e+00,1.0,15.0,--,--,--,201.28737,7.0,201.81683,0.5294631,201.91718,3.5705369,205.48978,7.0,205.4899,206.49382,5.206442,206.49396,207.49533,--
17,17,4,2,1,3,2.550000e+00,1.0,16.0,--,--,--,207.67839,2.0,208.51654,0.8381393,208.61687,4.1118608,212.72972,1.0,212.72983,213.73997,6.061574,213.74011,216.74168,--
18,18,3,1,3,2,2.550000e+00,1.0,17.0,--,--,--,216.74455,2.0,217.36609,0.6215346,217.46645,4.3284655,221.79643,7.0,221.79655,222.8017,6.0571404,222.80183,224.80351,--
19,19,1,1,1,1,2.550000e+00,1.0,18.0,--,--,--,224.80515,7.0,225.5333,0.7281561,225.63365,4.2218437,229.85666,8.0,229.85678,230.86276,6.0576177,230.8629,231.86479,--
20,20,3,1,3,2,1.700000e+00,1.0,19.0,--,--,--,231.86642,7.0,232.59985,0.7334228,232.70018,3.3665771,236.06815,3.0,236.06827,237.07275,5.2063265,237.07289,239.07434,--
21,21,2,1,2,1,8.500000e-01,1.0,20.0,--,--,--,239.07594,2.0,239.50015,0.4242115,239.60054,2.8257885,242.42804,5.0,242.42815,243.43275,4.3568206,243.4329,244.43433,--
22,22,4,2,1,3,1.700000e+00,1.0,21.0,--,--,--,244.62227,7.0,245.15005,0.5277959,245.25041,3.572204,248.82501,6.0,248.82512,249.83083,5.208557,249.83096,252.83327,--
