global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
5715.609644376853	n/a	n/a	32668193.606893696	15259.728461323337	n/a	n/a	232859312.7133215	5345.321989456344	n/a	28572467.170965534	n/a	5372.972086800628	9749.449888556112	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0272228	n/a	n/a	0.0007410808398399	0.00759387	n/a	5.76668615769e-05	n/a	-0.00402043	n/a	n/a	1.6163857384900003e-05	-0.000336262	n/a	n/a	1.13072132644e-07	0.000241523	n/a	n/a	5.8333359529e-08	0.000203488	n/a	n/a	4.1407366144e-08	0.0	0.0
5653.241814850677	-62.36782952617614	3889.746159806168	31959143.017176174	14897.51077798903	-362.21768333430737	131201.65012007256	221935827.3802993	5323.681379963639	-21.640609492705156	28341583.43537156	468.3159792157604	5352.427047872561	9455.491117650005	1.362577	46.943161	0.26524027	0.141415	-0.0096839764	0.0238134882	-0.1551754249	0.0840173991	-0.0181135201	0.0035895166	-0.040735664	0.053095276	-0.0668216344	-0.2750389017	0.3589872877	0.1046740578	-0.0277350488	0.1509742328	0.1840810021	-0.3010553114	0.0725327388	0.2092809641	-0.1278192531	0.0271069313	-0.0178036689	0.024870314	-0.0538554467	0.1177867181	-0.2141264653	0.0295971661	-0.1892195543	0.0970129284	-0.0242097974	0.0701055385	-0.0637418295	0.0491872958	-0.0201341938	0.0338672241	-0.0185445669	0.0083134235	0.1969038503	-0.0426179653	0.0314040759	0.1082465668	-0.0640068288	0.1139684544	-0.032935367	-0.0216861411	-0.0083711129	-0.0873188849	0.1596632522	-0.0112102919	-0.0565940537	-0.04508401	0.0772427554	-0.1496712378	-0.0200962662	-0.0400762005	0.0994368822	0.0433276254	0.0040054424	-0.1270471442	-0.0023288711	-0.0641306742	0.086503932	0.0039475377	-0.0922321923	-0.1323060368	0.1381967069	-0.0304765282	0.0287924166	-0.0225089823	0.0568251946	-0.0521914645	0.2161387024	-0.1881922234	0.0475322223	-0.0708026848	0.0911125494	-0.1016152424	0.0421369533	-0.0610218362	0.0436535956	-0.0389528908	0.0149716271	-0.1278823922	-0.0457285733	0.0278432385	-0.0734991821	0.2107525553	0.0160533425	0.0662845364	-0.0605947397	0.0249938098	0.0241879295	0.1591947576	-0.0925785359	0.0292410991	0.0916992518	-0.0976415836	-0.0172920042	-0.1365507424	0.0525020069	0.1033667445	-0.0153902413	-0.1182537702	-0.0126524716	0.0864882893	0.0408977999	-0.0719994585	-5.16244e-05	-0.0177514307	0.1745289243	0.0422563023	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.00114261	0.02608019	0.0006801763104361	1.3055576121e-06	-0.113064	-0.12065787	0.0127834680959999	0.0145583215929369	-0.00577829	-0.00175786	3.0900717796e-06	3.33886353241e-05	0.00102186	0.001358122	1.844495366884e-06	1.0441978596e-06	0.000876578	0.000635055	4.032948530250001e-07	7.68388990084e-07	-0.000138222	-0.0003417099999999	1.1676572409999997e-07	1.9105321284e-08	0.0	0.0
5731.64183491413	78.40002006345367	6146.563145949937	32851718.12373782	15028.41057241857	130.89979442954063	17134.756181695997	225853124.33318225	5391.565899883439	67.88451991979946	29068982.852785915	4608.30804474165	5415.617079152659	9650.739541757954	1.390249	47.896507	0.38489388	0.203451	-0.0866510318	0.0323027639	0.0318538621	-0.0382003353	-0.0246041039	-0.2000100019	0.0247078995	-0.1475248638	-0.0813602895	0.2354502342	0.2552355859	0.1033955913	0.1268923649	-0.3022164152	0.3032157402	-0.1824189484	-0.1296093822	-0.0080474993	0.427299753	0.0626050063	-0.0516091025	0.0141140458	0.0369571112	-0.0644683273	0.0581701087	0.1317458235	-0.0582425057	0.1015600063	-0.1028266314	-0.0612912848	0.0328189323	0.0889942482	0.0246204128	-0.0780772027	-0.0237154133	0.099916484	0.0605677923	0.1862424019	0.0083402309	0.0804842187	0.0087457998	-0.072473887	0.0059940245	0.0586742898	-0.0139599026	-0.1638196192	0.0865642765	-0.158923319	-0.0397456665	0.0444065471	-0.0176114278	0.109984053	-0.1413289347	-0.0386660353	-0.1360274631	0.0282129702	-0.0742753595	-0.0807053031	0.0712078164	0.098484228	-0.0113765538	0.0607450018	0.0022124633	0.0876812501	-0.4335598546	-0.0177674821	0.0649686954	0.0197464678	-0.0645883825	0.0357198269	-0.0934289343	-0.0436733108	-0.1139455567	-0.0024276063	0.1267723334	-0.1038313657	-0.0850900784	0.0994944954	0.0474692792	-0.0050625565	-0.0900733266	-0.088135408	0.1943144527	-0.051178938	-0.0112783187	0.0980969478	-0.0526059256	-0.0090357611	0.0550044337	-0.0621705691	0.112649052	0.0737270307	-0.0222879609	0.166013768	0.0194212039	0.062856921	0.0145080306	0.0751673219	-0.1040269995	-0.0016905254	0.1968916038	0.0226509237	0.1015363366	0.0044475946	0.1048093415	-0.0553711387	0.0625732226	0.0385010497	-0.0440304197	-0.0311856329	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0482939	-0.04715129	0.002223244148664	0.00233230077721	-0.175411	-0.062347	0.030769018921	0.003887148409	0.11928	0.12505829	0.015639575897724	0.0142277183999999	-0.000952635	-0.001974495	3.898630505025e-06	9.07513443225e-07	0.000729868	-0.0001467099999999	2.15238241e-08	5.327072974240001e-07	0.0007473189999999	0.0008855409999999	7.84182862680823e-07	5.584856877608505e-07	0.0	0.0
5655.016995120559	-76.62483979357148	5871.366073390495	31979217.21510236	15032.875514830304	4.464942411734228	19.93571074010306	225987346.2443845	5329.831663826241	-61.73423605719745	28407105.5647248	3811.1159015657777	5356.079147201876	9637.929204893457	1.525761	52.56514	0.4384379	0.248046	-0.0983596229	-0.0601493304	0.1311314345	-0.1330738255	-0.0381554564	0.0757311013	-0.0578457766	-0.1192864831	-0.0472315214	0.1182376878	-0.1387457024	-0.0273251305	-0.1058667934	0.1097064604	-0.0291643161	0.0369088985	0.1223066094	-0.1243123206	-0.0548769525	-0.0115040704	0.098081707	-0.1162041995	-0.0761158487	-0.0794405955	0.1324833775	-0.1205737789	-0.1425350281	0.1167021179	-0.1164413439	-0.0760541396	-0.0894674233	0.1141944291	-0.101028721	0.0355822786	0.1517848635	0.0549250327	-0.0617296512	-0.0731331516	-0.0411226912	0.0126294458	0.1067662907	-0.0688575286	0.033080114	0.0140948427	-0.0461129498	-0.0185061731	-0.0032366825	0.1149221954	0.1650293888	0.1404111041	-0.0309043897	0.0106119896	-0.0530937337	-0.0790393965	0.0307760291	0.0463693765	-0.1103158454	0.0114943843	-0.3058118566	0.1240180901	-0.2163253375	0.0038995375	-0.0002680216	0.0208253961	0.0569107956	-0.003504593	-0.0588944068	0.1239996693	0.0801549184	0.0531966166	-0.0809257855	0.140277666	0.122253899	-0.0011018249	0.1666535169	-0.1705783318	0.0270238361	0.0616944235	0.0563420787	-0.2086132975	-0.0549528216	0.0517696779	-0.0155401413	0.0875323178	-0.0489558538	-0.0747748903	-0.0753250427	0.0393057336	0.0538792091	-0.0555093528	0.0696514917	0.0186350842	0.0365625671	-0.1150265388	-0.1689096805	-0.0258413289	0.1347772739	0.0107156469	-0.0459776951	0.1091813375	-0.0065636901	-0.0336039794	0.1348733673	0.0221483382	-0.0534254461	0.3539666256	0.0428469546	-0.0281306943	-0.0395248127	-0.0370085827	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0292277	0.0190662	0.00036351998244	0.00085425844729	0.0349568	0.2103678	0.00122197786624	0.04425461127684	0.0225351	-0.0967449	0.0093595756760099	0.00050783073201	-0.000259015	0.0006936199999999	4.811087043999999e-07	6.708877022500002e-08	-0.000353509	-0.001083377	1.1737057241289998e-06	1.24968613081e-07	0.000279136	-0.0004681829999999	2.191953214889064e-07	7.791690649599999e-08	1.0	0.0
5648.800416519628	-6.216578600930916	38.645849501552185	31908946.14567232	14907.228956093468	-125.6465587368366	15787.057722409329	222225475.14939156	5335.336633462326	5.504969636084752	28465816.992365107	30.30469069421509	5361.943892296024	9537.858334421262	1.184015	40.791409	0.097556431	0.052087	-0.0708355645	0.0262849176	0.0674885922	0.0087250875	0.1453609958	0.0857934067	0.0030728853	0.0649989722	-0.0464979593	0.0077868047	0.0009410377	-0.0631371592	-0.0359540193	-0.0032536726	0.0497266221	-0.0237991382	0.1452243835	0.0335539666	-0.0896311883	-0.1569742604	0.1854920877	0.0965024049	0.0473654959	0.1491433569	-0.044755873	-0.1401174988	-0.1080347487	-0.0545378876	0.1037716251	-0.0579317006	0.1397777152	-0.0176995006	0.0537154829	-0.0050222906	0.007815581	0.0957375655	0.0347960879	0.0052546458	-0.0928422259	-0.3357097519	-0.0140144545	0.0319940037	-0.0379485467	-0.0195256074	0.0380700895	-0.0193577446	-0.135592764	0.0185334334	-0.0211695998	0.0106161157	-0.012212512	-0.0887319922	0.1310253276	0.1338594485	-0.0395962752	0.0121227087	0.0969925231	-0.0238226029	-0.0216462364	-0.0349655745	-0.1434948349	-0.0075705852	0.059653972	-0.0033383202	0.0778505217	0.0531318809	-0.2721180695	-0.0500607596	-0.0243204438	-0.0726017051	0.1306374941	-0.0247878199	0.1684119181	0.0295567341	0.0742125564	0.0979605629	-0.064917425	0.0269319762	0.0329923435	0.0946955901	0.005358909	-0.0655100215	0.0465419774	0.1022874729	-0.0177147876	-0.2354346779	0.2379077569	-0.0105823861	-0.0516005432	0.0408485423	-0.0558155911	-0.0334501078	0.1275173494	0.0057076169	0.0119637998	0.0718865333	0.008235565	-0.056599219	0.1498732729	-0.1197772635	-0.0625843981	-0.019491217	-0.0298114218	-0.0471536882	0.0373431209	0.1019598171	-0.0734436105	-0.0695493654	-0.040494293	0.0423993462	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0258367	0.0033909999999999	1.1498880999999989e-05	0.00066753506689	0.000993069	-0.033963731	9.861860387610002e-07	0.0011535350234403	0.0626798	0.0401446999999999	0.0016115969380899	0.0039287573280399	-4.6053e-05	0.000212962	4.535281344400001e-08	2.120878809e-09	-0.000538886	-0.000185377	3.4364632129000007e-08	2.90398120996e-07	0.000276335	-2.800999999999976e-06	7.845600999999862e-12	7.6361032225e-08	0.0	0.0
5680.738791038168	31.938374518539604	1020.0597668865	32270793.212005783	14799.482197521742	-107.74675857172588	11609.363982713783	219024673.31476295	5341.560543780303	6.223910317977243	28532269.04287053	38.73705964622359	5368.691197596797	9475.190586772034	1.268199	43.691692	0.074288881	0.0398471	0.0802966348	0.1657246508	0.0565190752	0.1588946399	-0.0570961126	-0.078341358	-0.1069235315	0.16292692	0.0134696541	0.1152841803	-0.0045091378	-0.0760265649	0.1400925244	-0.0158146985	-0.0523346525	0.0170553145	-0.0851733335	-0.1752607541	-0.0736673527	0.0051770143	-0.0963238102	0.1264749931	-0.02340049	0.0519467528	-0.1681385949	0.0658873279	0.0130396887	-0.0307154802	-0.1128361091	-0.0416413657	0.0998523171	-0.0668080714	0.1505062584	0.043280057	0.0796527599	-0.0450282074	0.0264538715	0.1585609739	-0.055061562	-0.1177705857	-0.1121353968	-0.0883487249	0.1317091223	0.0605793652	-0.0438025551	-0.0108855524	0.1276446002	-0.0610225277	-0.0213799174	0.0808444661	0.0668412088	0.0696458542	-0.0712301465	-0.1808355427	-0.0432797661	0.0520617008	0.1464493424	0.0046481699	-0.089934655	0.0292912227	-0.0041691419	-0.0866514209	-0.0558077657	-0.0385822473	0.0605708779	-0.028624123	-5.1942e-06	-0.1415653933	-0.0002137326	-0.0648389878	0.1395305566	-0.0447153693	-0.1597090944	0.0962882511	0.0431506362	-0.0207951581	-0.1300983278	0.0344721573	-0.1496323223	0.0129594403	-0.0329798405	-0.1391672769	0.0377950369	-0.0785933787	0.002861773	-0.0388386056	0.1365349758	0.0189628684	0.156855031	-0.0135144516	-0.0004130385	-0.0608362455	-0.0788440097	0.0871468397	0.0600172895	-0.1015153712	0.0781966156	0.0857942365	-0.0558783984	0.1544612232	0.144412643	-0.0827101881	-0.1238579883	-0.0388472351	-0.0067243384	0.0817367683	0.0315252426	-0.0591622771	0.0106859238	-0.0586543773	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0258323	4.400000000001625e-06	1.93600000000143e-11	0.00066730772329	0.0326695	0.031676431	0.0010672962302499	0.0010033962808977	0.0735841	0.0109043	0.00011890375849	0.00541461977281	0.000268846	0.000314899	9.9161380201e-08	7.2278171716e-08	-0.000581727	-4.284099999999995e-05	1.8353512809999958e-09	3.38406302529e-07	0.0	-0.000276335	7.6361032225e-08	0.0	0.0	0.0
5676.847595246745	-3.891195791422433	15.141404687183655	32226598.619658757	14881.547839049425	82.0656415276826	6734.769519350103	221460466.0859166	5351.075371040604	9.51482726030099	28634007.626557343	90.53193779336684	5376.2284506420565	9429.481274190117	1.285533	44.288868	0.019178	0.0112839	0.1615459722	-0.0933719183	-0.1006744861	-0.0515684802	0.0514534712	0.0785905438	0.0033590459	-1.30898e-05	0.2062226652	0.0373603709	0.0367627353	0.0009515734	-0.0058178914	-0.131011291	-0.031808907	0.0497224614	0.1505959159	-0.0573988639	0.1232405618	0.0383523262	-0.0684154656	-0.0061177918	-0.2360129825	-0.1066119485	0.0181905099	0.0350307719	-0.0296291934	0.0826040466	0.0448851878	-0.0511187959	0.0096523907	-0.0742499232	-0.0058677493	0.0375271615	-0.1343002844	-0.0103483522	-0.0370556044	0.0434109658	0.0648534215	-0.023862984	0.0582869144	0.0810836644	0.1445209622	-0.1555953467	-0.0994230391	-0.008414395	-0.0941980785	0.0782824646	-0.1629014623	-0.0556572639	0.0931500502	-0.0736138226	0.0722120928	0.0322451362	0.0333867232	0.0009036808	-0.0775758287	0.1341480448	0.0317686328	-0.0072465038	0.0528337032	-0.0149546838	-0.0915102016	-0.0290975021	-0.1163671095	0.0018924346	0.1325968717	-0.0051366334	0.2305857317	0.0885872254	-0.0436344045	0.0138254913	-0.0404404372	-0.0207102814	0.0882579225	0.0431087074	0.018887439	-0.0652453869	-0.00898613	0.0275524875	0.0665750124	-0.0054933582	0.051655753	-0.0494950804	0.0807097178	-0.0244694122	-0.021653431	0.0533869442	0.0423166448	0.3023998385	0.0440138766	-0.0185780917	0.0775291731	-0.061389022	0.1222036906	-0.0305775742	-0.0709518836	-0.0259408313	0.06880745	-0.0106823477	-0.0766623312	0.0825967051	0.0955234488	-0.0845094413	-0.0610617677	-0.0338542628	-0.0091737705	0.0146616024	0.055550129	-0.0263939438	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0258067	2.5600000000000626e-05	6.553600000000317e-10	0.0006659857648899	0.0275246	-0.0051448999999999	0.0007576036051599	2.646999600999997e-05	0.082027	0.0084429	7.128256041000005e-05	0.006728428729	0.000244951	-2.389500000000001e-05	5.709710250000007e-10	6.000099240099999e-08	-0.000669124	-8.739700000000002e-05	7.638235609000002e-09	4.47726927376e-07	0.0	0.0	0.0	0.0	0.0	0.0
5677.771127270863	0.923532024117776	0.8529113995710764	32237084.973670647	14828.451975597329	-53.09586345209573	2819.170715723594	219882987.99259636	5350.300437130046	-0.7749339105585022	28625714.76755396	0.6005225657334927	5377.922893123676	9502.369652570887	1.145611	39.46833	0.0359185499999999	0.0168535	0.0918793823	0.1069187733	0.0122305057	0.0272703668	-0.0296339085	0.0241980332	0.0814294576	0.1124361795	-0.0004487151	-0.0229163562	-0.0589914186	0.0465478637	0.1222006329	0.0493148489	-0.0971284149	0.0345142097	-0.0593867954	-0.0018223543	0.1849406486	0.0437401205	-0.0389996303	0.2940128289	0.0010635368	0.0069406133	0.0347334028	-0.020793819	0.1421731445	-0.0240033919	-0.0060037097	0.0377551651	-0.1159659516	-0.0072423466	-0.0712200016	0.031016979	-0.0443081123	-0.0139738219	0.058397948	-0.1293981867	0.0888049627	-0.075513166	0.0562489841	0.0706444707	-0.1629046585	-0.1243582403	-0.032359081	0.0509323716	-0.060084077	0.0227410623	0.1061209426	-0.2112141946	-0.1344436826	0.053590015	-0.1193768315	-0.0823313115	-0.0749986125	0.02229511	0.0388117308	0.0849543345	-0.0253736626	-0.1814641209	-0.0007402338	0.1720015057	0.1287324564	0.0699714079	-0.1953073056	-0.0427438143	0.0178031178	-0.2700043145	-0.0107751343	0.0756751003	-0.0537130816	-0.0307461122	0.0053960615	-0.0511024964	-0.2000047405	-0.037479612	0.097790449	-0.0523104343	0.0708409156	0.0052475119	0.0096418692	-0.0343460218	-0.1229455037	0.1046625805	0.0885547917	-0.0741199873	0.0108359483	-0.0564170092	-0.1583353587	0.0499890215	-0.0026983405	0.0457658133	-0.0210792726	-0.0538570549	-0.1724840338	0.0708921102	-0.2089843595	-0.0306661964	-0.0995927637	0.0231706743	0.110484106	0.0304736682	-0.0343740127	-0.0555202955	-0.0446750021	0.0154456896	-0.1877968828	0.1448874547	-0.099838075	0.119400689	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0196002	0.0062064999999999	3.852064224999996e-05	0.00038416784004	0.0187083	-0.0088163	0.00035000048889	7.772714568999999e-05	0.0744303	-0.0075966999999999	5.7709850889999965e-05	0.00553986955809	0.000230076	-1.4874999999999969e-05	2.2126562499999907e-10	5.2934965776000006e-08	-0.000786158	-0.000117034	1.3696957156000005e-08	6.18044400964e-07	0.000134072	0.000134072	1.7975301184e-08	1.7975301184e-08	0.0	0.0
5657.557417998168	-20.21370927269527	408.5940425610467	32007955.93794609	14949.4057258959	120.95375029857132	14629.809711289145	223484731.55744916	5341.877941861035	-8.422495269011051	28535659.94574149	70.93842655651355	5369.765380299096	9537.199629674986	1.163374	40.080292	0.0362638899999999	0.0185392	-0.0808751091	-0.0295839234	-0.0293839728	-0.1182103037	-0.1216711162	0.0761057717	-0.0468102641	-0.0506809026	-0.0879959331	-0.054045463	-0.1338196492	0.1039567204	0.0087166356	0.0676498112	-0.0638171652	0.0309061035	-0.0686374822	0.1400877408	0.04983986	0.0024261896	0.1709228087	-0.0779055061	0.1000800148	-0.0584621713	0.0238712008	-0.0792442092	0.1297132213	-0.0847630445	0.0406285424	0.1107966738	-0.1001964036	-0.0015408475	-0.0383884886	-0.0208352321	0.0748021427	-0.0955620489	0.0080666303	-0.1936898596	0.087268049	-0.0217088395	-0.1019546176	-0.0288518841	0.0119261871	-0.0318691953	-0.0877071863	0.2089090435	-0.0874010108	0.074705771	0.101095824	0.0698307785	0.0254873915	0.0952985911	-0.0574269369	0.1070142809	-0.0051599201	0.0069294368	-0.0505797842	0.0577392645	-0.049419314	0.122372853	0.1655462683	-0.0677046433	-0.1216268241	-0.0262841115	-0.0397482735	-0.0110826781	-0.0938436065	0.1319800235	-0.0606741725	0.0911973873	-0.0292318234	0.0298532711	0.0734808276	-0.044284831	-0.2197407178	0.0206750388	0.1053413703	-0.0331339443	-0.0045594412	0.0128210171	-0.010321034	0.0985941924	-0.2327937679	0.0746790949	0.0440791595	0.0410341933	0.0628686427	-0.0644867486	0.011139969	0.0102494658	-0.0253874041	-0.1549468123	-0.0660002872	-0.1338435428	-0.0840701229	-0.0477265218	0.0931670857	0.0533361187	-0.0944930743	-0.1087859917	-0.0045473853	-0.0221571685	0.0314848967	-0.0087098146	-0.0948666187	-0.0117094845	0.2111843451	0.0441409846	0.0588359016	-0.1155884382	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.025752	-0.0061517999999999	3.784464323999999e-05	0.000663165504	0.00411066	-0.01459764	1.6897525635600002e-05	0.0002130910935696	0.0750177999999999	0.0005874999999998	3.451562499998751e-07	0.0056276703168399	0.000414072	0.0001839959999999	3.3854528015999985e-08	1.71455621184e-07	-0.000898605	-0.000112447	1.2644327809e-08	8.07490946025e-07	0.000131976	-2.095999999999988e-06	4.39321599999995e-12	1.7417664576000003e-08	0.0	0.0
5661.522554164524	3.965136166356388	15.72230481774743	32052837.6313136	14933.365805190571	-16.03992070532877	257.27905623323454	223005414.27163503	5334.336489217681	-7.541452643353296	28455145.78019922	56.87350797194041	5360.070013169012	9486.223819891053	1.131125	38.969242	0.05712323	0.0292085	-0.0489977771	0.0902538718	0.008078364	-0.0177034237	0.0586909139	-0.087920248	0.1016758994	0.0375009336	-0.0378890155	0.0652247002	-0.0968333664	0.0066032366	-0.0557708277	-0.0632742866	-0.0031302434	0.1463216949	-0.1250328246	0.1835829606	-0.0403220318	0.0082662348	-0.0078922922	-0.0505016805	0.0803255047	-0.0948606583	-0.099240748	0.0032556519	0.0300009225	-0.0364034061	-0.0232862748	0.0341556595	0.0010334703	0.0458547597	0.0626636833	-0.0606227542	-0.0053452677	0.1148784221	-0.0145166096	-0.0663128322	-0.0759423148	-0.0088282995	-0.0786576059	-0.2221245049	-0.1356728426	-0.0059197979	0.0133065179	0.0366442986	-0.0668912071	-0.1048756401	-0.053316926	0.0053563732	-0.0537255824	0.0594683038	0.0375318441	0.0520629437	0.1047851175	-0.083520981	0.0712686965	0.0529326028	0.2314924286	0.0066857871	-0.0522295744	0.0025444069	-0.0109181293	0.1662405849	0.0451867767	-0.011192665	0.0085713252	0.0659021272	-0.0818835999	0.0784964001	0.0776822648	0.0084120738	-0.0722257797	0.0174786577	-0.0367733672	-0.0243405074	0.0115871145	0.073517567	-0.0481333286	0.0535532504	-0.0026228197	0.0242745143	0.0464089473	0.0791403364	-0.0921119961	-0.0657161971	0.0288075817	-0.2222062257	0.0649043344	-0.1104835666	0.0628976818	0.0064551111	-0.0150577716	0.0433195434	0.0484924085	0.1392847543	0.0056261085	0.0112348399	-0.0643732156	-0.0735066024	-0.13921172	0.1827761505	-0.0674512713	-0.0625615909	0.1558339215	-0.1232150171	-0.0761627769	0.0473314554	-0.0751035013	-0.1077181493	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0139407	0.0118113	0.00013950680769	0.00019434311649	-0.0122703	-0.01638096	0.0001505602620899	0.0002683358505216	0.0730383	-0.0019794999999998	3.918420249999596e-06	0.00533459326689	8.87566e-05	-0.0003253154	1.0583010947716e-07	7.87773404356e-09	-0.0008470059999999	5.159900000010001e-05	2.6624568010103206e-09	7.174191640358306e-07	0.000294091	0.000162115	2.6281273225000002e-08	8.648951628100002e-08	0.0	0.0
