global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
4994.658411651603	n/a	n/a	24946612.64908212	13902.123332365778	n/a	n/a	193269033.14830896	4747.346382015649	n/a	22537297.670837075	n/a	4798.463632451368	9112.599190737532	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0237537	n/a	n/a	0.00056423826369	-0.0655073	n/a	0.00429120635329	n/a	0.0829363999999999	n/a	n/a	0.0068784464449599	-0.00529779	n/a	n/a	2.80665788841e-05	-0.00049387	n/a	n/a	2.439075769e-07	-0.00226209	n/a	n/a	5.1170511681e-06	0.0	0.0	0.0	0.0
4985.288467147901	-9.369944503701843	87.79586000245241	24853101.100677878	13953.99970658863	51.87637422285116	2691.158202509296	194714107.81147555	4750.0322539016615	2.685871886012137	22562806.4131061	7.213907788070395	4796.67459101743	9077.619436331292	1.173298	34.082493	0.0490302	0.0302325	-0.1286248382	0.0619426508	-0.0227382525	0.0482683355	-0.1234644715	0.0438430372	0.0634324957	-0.0825151578	0.1608538039	-0.0290024885	0.0717174631	0.1286790136	0.047012342	-0.0627499755	0.048064068	-0.010277494	0.0115653358	-0.1131403409	0.1760411641	-0.0352656919	0.2329578936	-0.0414579424	0.0060484875	0.070227829	-0.028862198	0.2349837184	-0.0661572073	-0.1131898976	0.0772293005	-0.0703955197	-0.0519827364	-0.023992693	0.0845397517	0.050945471	-0.0780733845	-0.0382186785	0.1516101154	-0.1384144523	-0.033258395	-0.0068899895	-0.1627400221	0.1507533748	0.0022989908	-0.1163243714	-0.0368222461	0.1237251383	-0.0356033532	-0.0558793347	0.0686580306	-0.0649769968	0.0566967308	-0.1008304711	0.0450960491	-0.1119476638	0.2445187141	-0.0407848334	0.0093467937	0.0535781607	-0.0563152103	0.2113069089	-0.1881416314	0.0489706464	0.0523546543	-0.1462333555	-0.0404186164	0.0184086021	0.0578746082	-0.0338007727	-0.055703298	0.0573013791	0.0567377976	0.1632914171	-0.0100201625	-0.2068920884	0.021665207	0.106103597	0.0403836497	-0.1277512914	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0121486	0.0116050999999999	0.0001346783460099	0.00014758848196	-0.0666183	-0.001111	0.00443799789489	1.234321000000002e-06	0.085235	0.0022986000000001	5.2835619600005e-06	0.007265005225	-0.00501815	0.00027964	7.819852960000015e-08	2.51818294225e-05	-0.00049387	0.0	0.0	2.439075769e-07	-0.00186142	0.00040067	1.605364489000001e-07	3.4648844164e-06	0.0	0.0	0.0	0.0
4975.591018503238	-9.697448644663382	94.04051021588366	24756505.98341009	13965.96395431402	11.964247725391033	143.1432236345245	195048149.1731985	4754.508930920248	4.476677018586088	22605355.1742004	20.040637128736822	4802.381142826403	9080.4089278852	1.248136	36.256401	0.05989793	0.0346847	-0.0898182682	-0.139268114	-0.0607349008	-0.0234168377	-0.1187771086	0.0903693925	-0.0003952327	0.0829214117	0.1169329889	-0.1278134538	0.0532357234	0.1718238641	0.086294219	-0.0893563576	-0.0456827159	-0.079292762	-0.0714392302	-0.2232255589	-0.0382460629	0.102289099	0.0808981723	0.0135554273	-0.0371057541	-0.0619451029	-0.0610343092	-0.0211849969	0.0627171853	-0.0012868739	0.0959707083	0.2038287628	-0.0620335104	-0.0137639353	-0.0400380599	-0.0257799484	0.0273014943	0.2527900174	0.1095011412	0.0462453517	-0.0784179298	0.1119317705	-0.1021822401	-0.0740475448	-0.1180651746	0.1064076849	-0.1337146703	0.1675417017	-0.0313974067	-0.0955035674	0.0182258303	-0.145114232	0.1715996396	-0.1442158225	-0.1351002272	0.0356346404	0.0763347273	0.0577355888	-0.0331502054	-0.0090348083	-0.0778919467	-0.0571875141	0.0123082859	0.1260456337	-0.0778592762	0.0992307773	-0.1373270208	0.0396072567	0.0167801401	0.029131166	-0.0633782969	-0.2432180358	0.1087846819	-0.0240700184	-0.0784997327	-0.0918448736	0.131234258	-0.0307948447	-0.1130838757	0.161369855	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.00493947	0.00720913	5.1971555356900015e-05	2.43983638809e-05	-0.0621586	0.0044597	0.00386369155396	1.988892409000004e-05	0.0704608	-0.0147742	0.00021827698564	0.00496472433664	-0.00456117	0.00045698	2.0883072040000005e-07	2.08042717689e-05	-0.000615058	-0.000121188	1.4686531344000012e-08	3.7829634336400004e-07	-0.00177049	9.092999999999992e-05	8.268264899999985e-09	3.1346348401e-06	0.0	0.0	0.0	0.0
4963.915081855691	-11.675936647547132	136.32749659753418	24640452.939874392	14005.050124423196	39.08617010917624	1527.728693803462	196141428.9876062	4745.541676353269	-8.967254566978227	22520165.8020058	80.41165446899187	4793.584358673801	9076.227483321649	1.162965	33.782314	0.04444693	0.0272684	0.0085799509	-0.2219056951	0.0495666964	0.0126566744	0.0287412125	-0.0153940053	0.0073658572	0.2503700871	0.0776373578	0.0441605961	0.0262966229	0.1395869625	0.1517453789	0.3028521277	-0.0893560679	0.1391929148	0.1145878972	-0.0005111892	-0.0990048754	-0.1242903036	-0.1615061213	-0.1177038822	0.0146849626	-0.1696620649	0.0276156337	0.0542713295	0.0597075814	0.191020213	0.026692139	-0.0896021294	0.1291723536	-0.070422066	0.1643799402	-0.035781711	0.1151195123	-0.0785624307	-0.0869189471	0.0273408825	0.0708065325	-0.1807186959	-0.0086774871	-0.1007159871	-0.1371242622	0.0152306561	-0.1440608835	0.1167253046	0.122100024	-0.2099899969	-0.2349214503	0.1235569734	-0.1718108974	-0.0644802281	-0.0739188525	0.0511382897	-0.1311835853	-0.2492378759	-0.040557561	-0.1330416498	0.0168415965	0.0276591044	0.0516652525	-0.1648712461	-0.1567509629	-0.0628032731	0.1047338521	0.1404484033	0.0480090648	0.0706839021	0.1043217352	0.0398616304	-0.0020398535	-0.0544068296	0.1402167571	-0.0366133981	-0.1178199798	-0.1326937	-0.1818098127	0.0015917043	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.00348609	0.0014533799999999	2.1123134243999995e-06	1.21528234881e-05	-0.0594911	0.0026675	0.0035391909792099	7.115556250000017e-06	0.0751068	0.0046459999999999	2.158531599999997e-05	0.00564103140624	-0.00473659	-0.0001754199999999	3.077217639999997e-08	2.24352848281e-05	-0.000703489	-8.843099999999993e-05	7.820041760999988e-09	4.94896773121e-07	-0.00132074	0.00044975	2.0227506250000004e-07	1.7443541475999998e-06	0.0	0.0	0.0	0.0
4952.105000545326	-11.810081310364694	139.47802055742545	24523343.936426025	13999.455327157755	-5.59479726544123	31.30175644138866	195984749.45708564	4744.716928408869	-0.8247479444007695	22512338.730729688	0.6802091717932948	4791.520103983593	9035.264031844685	1.223271	35.534134	0.0320101599999999	0.0163865	-0.0631625346	-0.1909892038	-0.103450337	-0.1314470953	-0.0748268236	0.0971097972	-0.0662261827	0.1930739606	0.0940402234	-0.2304290458	0.023001412	0.0086354443	-0.117525359	0.1298039836	0.1522113275	-0.0024160072	-0.0452379693	-0.0273495798	-0.1097584743	0.0952753522	0.0458151678	-0.0397251063	-0.1689751923	-0.2347021194	0.1390829663	0.0922286413	0.0872736279	-0.0578534828	-0.1302486865	0.0905514123	-0.0145655393	0.156481499	-0.0694828247	-0.1144531449	-0.1071768996	0.0423730994	-0.0518648661	0.1608581659	0.0238475973	-0.1016844593	-0.0222444403	0.0584208541	0.144222303	0.1093804534	0.2169021024	0.0163042228	0.1567257758	0.027437138	0.0890668963	0.1112273673	0.0767874441	-0.0070032066	-0.1423548038	0.1803470363	0.0874567472	-0.1409375279	-0.2292744406	-0.0834450904	0.0967915718	0.0163923736	-0.0116412504	0.0880603988	0.0906706391	0.1988143611	0.0084612634	-0.1260324466	0.0114898767	0.0884606214	-0.0706433235	-0.0395270305	0.0168075384	-0.1468059561	0.0343581392	0.0241142042	-0.1441260068	0.0023021607	0.0830752987	-0.0892503989	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0118411	-0.00835501	6.980619210009999e-05	0.00014021164921	-0.0527035	0.0067875999999999	0.00277765891225	4.607151375999997e-05	0.0657973	-0.0093094999999999	8.666679024999997e-05	0.00432928468729	-0.00466771	6.887999999999946e-05	4.744454399999926e-09	2.17875166441e-05	-0.000646208	5.728099999999996e-05	3.2811129609999944e-09	4.17584779264e-07	-0.00134574	-2.5000000000000066e-05	6.250000000000032e-10	1.8110161476e-06	0.0	0.0	0.0	0.0
4961.30755607935	9.202555534024214	84.68702835679967	24614572.666010056	13882.564263962608	-116.89106319514758	13663.520654891983	192725590.5430517	4743.170452981231	-1.5464754276372332	22497665.94603418	2.3915862482857637	4794.2935642424645	9016.47016543024	1.28158	37.227917	0.0206215499999999	0.0133933	-0.0519425016	0.0435233572	0.0421471606	-0.0813072974	-0.0850358857	-0.0483505671	0.0148233325	-0.0556910695	0.0232025339	0.0972952148	0.0121114471	0.1315738087	0.0206708253	0.080488872	-0.082056646	-0.0551706305	-0.0028711537	0.1354034544	0.0565781959	-0.0129465796	-0.0025278247	0.1116714313	0.0214820602	0.1400974349	-0.2006765843	-0.0911915061	0.0898535354	0.0593023152	0.0798337186	-0.0481821726	-0.191596222	0.1750028743	-0.123172456	-0.0092572117	-0.0301443841	-0.0982406037	0.0413430065	-0.0228730938	0.0979532321	0.0430123362	0.1214172129	0.0068112291	0.0626521367	0.0694170707	0.0271883804	0.1359575758	0.0300244422	-0.0253022641	-0.1007952725	-0.0065915549	-0.0130350649	0.1233957971	0.0940028425	-0.0547859205	-0.0390118789	0.1392596753	-0.0238756245	0.133304396	-0.166962687	-0.0201988505	0.129151654	0.029425423	-0.0912414589	-0.05037322	-0.0754791478	-0.2558061433	0.0384295715	-0.0260530676	0.0570867717	0.1135812951	-0.0183796182	0.0634829044	-0.0045738525	0.1588744627	-0.0026697277	0.1190629687	0.09527643	0.0920070195	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0118448	-3.700000000000578e-06	1.3690000000004276e-11	0.00014029928704	-0.0628588	-0.0101553	0.00395122873744	0.00010313011809	0.0732610999999999	0.0074637999999998	5.570831043999844e-05	0.0053671887732099	-0.00470632	-3.8609999999999686e-05	1.4907320999999755e-09	2.21494479424e-05	-0.000641233	4.975000000000053e-06	2.4750625000000527e-11	4.1117976028900005e-07	-0.00136213	-1.6390000000000024e-05	2.6863210000000075e-10	1.8553981369e-06	0.0	0.0	0.0	0.0
4984.549854601119	23.24229852176813	540.2044405749853	24845737.253004037	13886.024614989305	3.460351026697026	11.974029227963165	192821679.60808885	4749.312899763545	6.142446782313527	22555973.019860413	37.729652473553806	4801.746139455833	9042.40429222096	1.142283	33.181549	0.1519532	0.0697983	-0.0456114014	0.1911798057	0.0738949781	0.0865357483	-0.0812633488	-0.071769154	0.0288615928	-0.2272081407	-0.0266632166	0.1515871039	-0.1984647189	0.0501739515	-0.0779677913	-0.0654804828	-0.0438480932	0.0623576059	0.0999909388	0.2927737778	0.0363704326	0.0060304272	-0.1155007059	0.0687710758	0.0006290873	-0.0965130949	-0.0383000432	-0.1010892581	0.0148349352	-0.0908444717	-0.1598248389	0.2001912557	0.0860794785	-0.061955034	0.0683918476	0.0075502983	0.0742602907	0.1076792857	0.0746746359	0.0888291226	0.1001946535	0.0871217979	-0.0566093472	-0.0131938092	0.0470453488	-0.2566223089	0.1321952996	0.073905223	-0.041187546	0.1279800701	-0.0071328105	-0.0057481858	-0.2000832909	0.1560447751	0.1949019075	0.0237361721	-0.1283905415	0.0241774013	-0.0883290514	-0.0563391532	-0.0141943377	-0.1322036175	0.0443398192	0.0470163033	0.146482133	0.1780665426	-0.0277929572	0.1273194337	0.0311666971	-0.001810859	-0.0243765053	-0.1472884201	0.1656483427	-0.0103447344	0.1064425002	0.0446025877	0.1002632658	-0.0474051535	0.0824663183	-0.2003343883	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0119011	-5.629999999999871e-05	3.169689999999855e-09	0.00014163618121	-0.084251	-0.0213922	0.007098231001	0.00045762622084	0.0981115	0.0248504000000001	0.00061754238016	0.00962586643225	-0.00352431	0.0011820099999999	1.3971476400999996e-06	1.24207609761e-05	-0.000217484	0.0004237489999999	1.7956321500099997e-07	4.7299290256e-08	-0.000854803	0.000507327	2.57380684929e-07	7.30688168809e-07	0.0	0.0	0.0	0.0
4972.298367058982	-12.2514875421366	150.09894699512833	24723751.051057417	13977.51960533084	91.4949903415345	8371.333257597493	195371054.317408	4733.307489668474	-16.005410095071056	22404199.79175167	256.1731523114025	4783.7898045144575	9074.58292581534	1.29257	37.547142	0.059465	0.0420022	0.0095517667	0.0405196176	0.1133984341	-0.0024949857	0.0282461169	-0.1477904924	-0.0420416162	0.0320620673	-0.2370242995	-0.0643313473	-0.0771474054	-0.0728316316	-0.1816200734	0.1893279053	0.1062034154	0.003334808	-0.0186902102	-0.0345730191	0.0170555304	-0.0666165667	-0.0213790175	-0.0567310373	0.0638866331	0.0415330759	0.0832218026	-0.1169810245	-0.1929712451	-0.0384058692	-0.1624205147	-0.070482391	-0.0609501328	-0.1393285379	-0.0416039711	0.1537749177	0.0996163759	-0.0390655312	-0.060828482	-0.2004349731	-0.0900979281	-0.1043453861	0.0394873525	-0.3138562908	0.1115333738	0.1176417648	-0.0236245645	-0.0646284456	0.2027921397	0.1237832158	-0.0013719033	0.1661909994	0.0028524874	0.0430520053	-0.0188629851	-0.0986079456	-0.0044541644	-0.0147963189	0.1707803443	-0.0378222928	0.1298211994	-0.1183084853	-0.0662351103	-0.1504035877	0.1450640291	-0.0371714	-0.061287059	0.0433179476	-0.1420169338	-0.1242431254	0.1000999394	0.0363388289	-0.1449338056	0.1283111972	-0.061548354	0.0277469971	-0.1046234665	-0.290925906	0.0916663804	0.1248791938	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0119103	-9.200000000000874e-06	8.464000000001607e-11	0.00014185524609	-0.0841843	6.670000000000287e-05	0.00708699636649	4.4488900000003825e-09	0.0731779	-0.0249336	0.00062168440896	0.00535500504841	-0.00303119	0.00049312	2.431673344000001e-07	9.1881128161e-06	-0.000217484	0.0	0.0	4.7299290256e-08	-0.000658813	0.00019599	3.841208010000002e-08	4.3403456896900006e-07	0.0	0.0	0.0	0.0
4955.420471665095	-16.87789539388723	284.86335292699977	24556192.05099751	13914.59180863941	-62.92779669142874	3959.90759643779	193615865.201055	4729.218694748128	-4.088794920346118	22365509.462755185	16.718243900648215	4778.574117369571	9025.219668432755	1.1208	32.557499	0.057792	0.0333811	0.0050856095	0.1084152129	0.0856612159	-0.0126367765	0.0125417566	-0.0577385124	-0.0450211772	-0.0668033085	-0.1707072332	0.0032567134	0.0844946189	-0.0948999558	0.0274463247	0.0223334719	0.0541596422	-0.0911549327	-0.0267157294	0.0544569661	0.0374105106	0.0180633744	0.1038626731	0.0394073158	-0.0789593075	-0.0503957657	-0.0011058006	0.0310657167	-0.0691608773	-0.0221531378	0.1587698392	0.0032550298	0.0608009441	0.2883427603	-0.17284546	0.0380014489	0.0288198256	-0.2927288045	0.1140335031	-0.0544017119	-0.1149414461	0.0454270874	0.2029214173	0.0652610102	-0.0744046656	-0.1235301438	-0.1752188032	-0.0973424996	0.0175940235	-0.0359088804	0.0352751585	0.0133062938	0.0558770179	0.1042701631	0.0173094538	-0.028222616	0.0904443318	0.0301378842	-0.0729278699	0.0605011532	-0.0034865493	-0.0436348868	-0.0920697812	0.163506335	-0.11177083	0.077766536	0.1677801359	-0.1847404487	0.0226827193	-0.1080368272	0.2168822986	0.2544571808	0.0395227976	0.0753019199	-0.2100849145	0.0771321017	0.0098937323	0.0880179801	-0.1142014616	-0.0425079055	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0119004	9.900000000000186e-06	9.801000000000368e-11	0.00014161952016	-0.0692833	0.0149009999999999	0.00480017565889	0.0002220398009999	0.0454944	-0.0276835	0.00076637617225	0.00206974043136	-0.00303119	0.0	0.0	9.1881128161e-06	-0.000387774	-0.00017029	2.8998684100000007e-08	1.50368675076e-07	-0.000525151	0.000133662	1.7865530244e-08	2.75783572801e-07	0.0	0.0	0.0	0.0
4968.381662488061	12.961190822966271	167.99246754934515	24684816.34414763	13860.118454561887	-54.47335407752325	2967.3463044552195	192102883.574487	4726.167777375868	-3.0509173722593914	22336661.859905954	9.30809681235415	4775.593193630224	9011.6135792591	1.197841	34.795406	0.0282973	0.0146537	-0.0702602864	0.1270633185	-0.0991345304	0.0432415498	-0.0330867642	0.120525435	0.0087264872	-0.1740131067	0.1599290039	0.1615307096	0.0220052235	-0.0652019728	-0.0077335312	-0.0816457711	-0.0717391267	-0.1129715676	0.2438644744	0.0457751472	-0.0108994771	-0.0140244769	-0.0687196851	0.1275187686	-0.0141611125	-0.0308732642	0.167944532	0.0176836146	-0.0422799786	-0.2062605023	0.0733194547	-0.1787438355	0.0826486538	-0.1720050547	-0.0022279256	0.0402493598	0.0564888112	0.028966432	-0.0481542647	0.1287861077	-0.0507764357	0.0099010987	-0.0023874747	0.0502646281	0.1542870869	-0.1466760037	-0.0010186148	-0.0578183949	-0.0179478194	0.0058136826	0.0254252109	-0.2044379888	-0.1635465405	0.1127614188	-0.0394764485	-0.0646494533	-0.0521842854	0.0470129795	-0.1033621256	-0.0781323643	0.1623079076	0.0369317232	-0.0390962718	0.0827470747	0.1309507251	-0.2236981445	0.0907926669	0.1221057139	-0.1290148066	-0.0388196861	-0.0190567841	-0.0281914003	0.0202850748	-0.1412450403	-0.0288616495	0.0146830534	-0.0095524708	-0.0302191515	0.1048106723	-0.1297076134	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0119231	-2.2700000000000498e-05	5.152900000000225e-10	0.00014216031361	-0.0650504	0.0042329	0.0042315545401599	1.79174424100001e-05	0.0544767	0.0089823	8.06817132900001e-05	0.00296771084289	-0.00303119	0.0	0.0	9.1881128161e-06	-0.000217484	0.00017029	2.8998684100000007e-08	4.7299290256e-08	-0.000394253	0.0001308979999999	1.7134286403999986e-08	1.55435428009e-07	0.0	0.0	0.0	0.0
