TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,3,2,3,0.750000,1.0,0.0,2.7000206e-06,0.009346,4.196578,1.0,6.066255,1.8696773,3.0,6.714978,7.723387,3.5268087,7.723578,8.483198
2,2,1,3,2,1,0.750000,1.0,1.0,--,--,8.670851,6.0,9.433039,0.7621878,1.0,11.187632,12.194838,3.5239873,12.194982,12.949633
3,3,1,3,2,1,0.750000,1.0,2.0,--,--,13.143784,1.0,13.799438,0.6556545,8.0,15.662145,16.667412,3.5236273,16.667557,17.432987
4,4,1,3,2,1,0.750000,1.0,3.0,--,--,17.618319,1.0,18.16685,0.5485311,8.0,20.135263,21.13898,3.5206623,21.139128,21.89982
5,5,1,3,2,2,0.750000,1.0,4.0,--,--,22.08336,6.0,22.666819,0.5834582,5.0,24.600346,25.606655,3.5232947,25.606796,26.366638
6,6,1,3,2,1,0.750000,1.0,5.0,--,--,26.551403,6.0,26.966345,0.4149409,2.0,29.0701,30.075981,3.5245774,30.076128,30.832975
7,7,1,3,2,1,0.750000,1.0,6.0,--,--,31.024426,1.0,31.466352,0.4419266,6.0,33.54134,34.545975,3.521548,34.546116,35.2998
8,8,1,3,2,1,12,1.0,7.0,--,--,35.486713,6.0,35.932938,0.4462258,2.0,38.003242,39.00708,3.5203667,39.007225,51.016438
9,9,2,1,1,1,0.750000,1.0,8.0,--,--,51.02261,1.0,51.716522,0.6939124,9.0,53.5409,54.545944,3.5233335,54.546085,55.299797
10,10,2,1,1,1,0.750000,1.0,9.0,--,--,55.301487,6.0,55.982967,0.6814781,1.0,57.818344,58.823025,3.521535,58.82317,59.58286
11,11,2,1,1,1,0.750000,1.0,10.0,--,--,59.584576,6.0,60.23321,0.6486384,2.0,62.102226,63.106678,3.5221033,63.106823,63.866486
12,12,2,1,1,2,0.750000,1.0,11.0,--,--,63.86823,6.0,64.38301,0.5147823,5.0,66.38574,67.38999,3.521761,67.39014,68.1498
13,13,2,1,1,1,0.750000,1.0,12.0,--,--,68.15151,1.0,68.60006,0.4485464,6.0,70.66904,71.67337,3.5218601,71.673515,72.433075
14,14,2,1,1,1,0.750000,1.0,13.0,--,--,72.434746,6.0,73.30002,0.8652797,2.0,74.9519,75.95489,3.520144,75.95503,76.71645
15,15,2,1,1,3,0.750000,1.0,14.0,--,--,76.71812,1.0,77.36669,0.6485781,2.0,79.23614,80.241425,3.5233061,80.24157,80.999794
16,16,2,1,1,1,10,1.0,15.0,--,--,81.0015,6.0,81.74979,0.7482861,2.0,83.51965,84.52475,3.523247,84.524895,94.53311
17,17,3,4,2,3,0.750000,1.0,16.0,--,--,94.72471,1.0,95.41647,0.6917672,2.0,97.24164,98.245865,3.5211613,98.24602,98.99988
18,18,3,4,2,3,0.750000,1.0,17.0,--,--,99.18523,6.0,99.566315,0.3810923,6.0,101.701355,102.705986,3.520765,102.70613,103.46642
19,19,3,4,2,3,0.750000,1.0,18.0,--,--,103.65987,1.0,104.18328,0.523408,4.0,106.17726,107.182976,3.5231092,107.18312,107.94981
20,20,3,4,2,3,0.750000,1.0,19.0,--,--,108.13799,6.0,108.8832,0.7452049,7.0,110.654854,111.65921,3.521213,111.659355,112.416214
21,21,3,4,2,3,0.750000,1.0,20.0,--,--,112.60188,6.0,113.333496,0.7316175,6.0,115.12047,116.12511,3.5232272,116.12526,116.88289
22,22,3,4,2,3,0.750000,1.0,21.0,--,--,117.06817,1.0,117.59959,0.5314197,3.0,119.58488,120.58981,3.5216515,120.589966,121.34947
23,23,3,4,2,1,0.750000,1.0,22.0,--,--,121.5393,1.0,122.01636,0.4770571,9.0,124.056114,125.061516,3.522216,125.06167,125.81642
24,24,3,4,2,1,8,1.0,23.0,--,--,126.00484,6.0,126.49968,0.4948401,3.0,128.52225,129.52612,3.5212874,129.52628,137.53282
25,25,4,1,1,3,0.750000,1.0,24.0,--,--,137.5357,6.0,138.18304,0.6473296,8.0,140.05315,141.0581,3.5223982,141.05826,141.81616
26,26,4,1,1,1,0.750000,1.0,25.0,--,--,141.81783,6.0,142.66661,0.8487875,3.0,144.33524,145.34067,3.522838,145.3408,146.09973
27,27,4,1,1,1,0.750000,1.0,26.0,--,--,146.10138,1.0,147.21661,1.1152267,9.0,148.61734,149.62096,3.5195713,149.62111,150.38281
28,28,4,1,1,1,0.750000,1.0,27.0,--,--,150.38448,1.0,151.08308,0.6986159,9.0,152.90126,153.90616,3.5216808,153.9063,154.66618
29,29,4,1,1,1,0.750000,1.0,28.0,--,--,154.66792,1.0,155.36662,0.698697,8.0,157.18523,158.18967,3.5217488,158.18982,158.94937
30,30,4,1,1,1,0.750000,1.0,29.0,--,--,158.95108,6.0,159.66608,0.7150041,1.0,161.46825,162.47198,3.5209022,162.47212,163.23282
31,31,4,1,1,1,0.750000,1.0,30.0,--,--,163.23453,1.0,163.88292,0.6483978,7.0,165.75316,166.75801,3.5234914,166.75816,167.51636
32,32,4,1,1,2,8,1.0,31.0,--,--,167.51804,1.0,168.01662,0.4985862,5.0,170.03525,171.04106,3.523027,171.04121,179.04974
33,33,5,2,1,3,0.750000,1.0,32.0,--,--,179.0514,1.0,180.06624,1.0148413,1.0,181.56828,182.57198,3.520581,182.57213,183.33281
34,34,5,2,1,3,0.750000,1.0,33.0,--,--,183.33449,6.0,183.9499,0.6154156,8.0,185.85124,186.85513,3.520639,186.85527,187.61632
35,35,5,2,1,3,0.750000,1.0,34.0,--,--,187.61797,1.0,188.71658,1.0986077,2.0,190.13528,191.13966,3.521685,191.1398,191.89967
36,36,5,2,1,1,0.750000,1.0,35.0,--,--,191.90134,6.0,192.39984,0.4985021,2.0,194.41835,195.42282,3.52148,195.42296,196.18272
37,37,5,2,1,3,0.750000,1.0,36.0,--,--,196.18443,1.0,196.66592,0.4815023,2.0,198.70123,199.70667,3.5222309,199.7068,200.46602
38,38,5,2,1,3,0.750000,1.0,37.0,--,--,200.46782,1.0,201.18306,0.7152352,2.0,202.98444,203.98781,3.5199904,203.98796,204.74928
39,39,5,2,1,3,0.750000,1.0,38.0,--,--,204.75085,6.0,205.48265,0.7317987,9.0,207.2683,208.27274,3.5218732,208.27287,209.03271
40,40,5,2,1,2,12,1.0,39.0,--,--,209.03435,1.0,209.9499,0.9155654,5.0,211.55096,212.55544,3.521091,212.55559,224.56624
41,41,6,3,2,2,0.750000,1.0,40.0,--,--,224.7557,6.0,226.14986,1.3941365,5.0,227.27238,228.27634,3.52062,228.27647,229.03253
42,42,6,3,2,3,0.750000,1.0,41.0,--,--,229.21672,1.0,229.74988,0.5331528,3.0,231.73389,232.73999,3.5232654,232.74014,233.49939
43,43,6,3,2,1,0.750000,1.0,42.0,--,--,233.68666,1.0,234.34941,0.6627475,7.0,236.20432,237.20999,3.5233316,237.21014,237.96587
44,44,6,3,2,1,0.750000,1.0,43.0,--,--,238.15599,6.0,238.86583,0.7098407,1.0,240.67424,241.67882,3.5228252,241.67896,242.43282
45,45,6,3,2,1,0.750000,1.0,44.0,--,--,242.61913,1.0,243.33237,0.7132367,6.0,245.13684,246.14207,3.5229573,246.14223,246.89928
46,46,6,3,2,1,0.750000,1.0,45.0,--,--,247.08823,6.0,248.29893,1.2107058,3.0,249.60704,250.61153,3.52329,250.61168,251.3662
47,47,6,3,2,1,0.750000,1.0,46.0,--,--,251.55357,1.0,252.45012,0.8965397,6.0,254.07024,255.07353,3.5199485,255.07368,255.83281
