TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,2,1,3,0.750000,1.0,0.0,2.8000213e-06,0.009558,4.014062,1.0,5.017567,1.0035055,2.0,6.530358,7.536794,3.5227325,7.5369797,8.300588
2,2,1,2,1,2,0.750000,1.0,1.0,--,--,8.302316,6.0,8.73368,0.4313637,5.0,10.819379,11.826902,3.5245864,11.827047,12.583827
3,3,1,2,1,3,0.750000,1.0,2.0,--,--,12.585562,1.0,13.266688,0.6811267,2.0,15.103558,16.10907,3.5235078,16.109234,16.867008
4,4,1,2,1,3,0.750000,1.0,3.0,--,--,16.868668,6.0,17.433702,0.5650333,7.0,19.38515,20.389616,3.5209484,20.389769,21.150578
5,5,1,2,1,3,0.750000,1.0,4.0,--,--,21.1522,1.0,21.733673,0.5814716,2.0,23.6693,24.674124,3.5219233,24.674267,25.433779
6,6,1,2,1,3,0.750000,1.0,5.0,--,--,25.43539,6.0,26.06667,0.6312775,9.0,27.952255,28.958,3.5226085,28.958145,29.717237
7,7,1,2,1,3,0.750000,1.0,6.0,--,--,29.718863,1.0,30.217272,0.4984088,4.0,32.235397,33.240997,3.522137,33.241142,34.00052
8,8,1,2,1,2,10,1.0,7.0,--,--,34.00238,6.0,34.650784,0.6484039,5.0,36.51992,37.525917,3.5235384,37.526073,47.53382
9,9,2,3,2,2,0.750000,1.0,8.0,--,--,47.726208,1.0,48.417057,0.690849,5.0,50.24305,51.247173,3.520965,51.247314,52.000324
10,10,2,3,2,1,0.750000,1.0,9.0,--,--,52.18665,6.0,53.000153,0.8135025,1.0,54.704296,55.71079,3.5241373,55.710934,56.467003
11,11,2,3,2,1,0.750000,1.0,10.0,--,--,56.659527,1.0,57.483707,0.8241802,9.0,59.17597,60.181396,3.52187,60.18154,60.933754
12,12,2,3,2,1,0.750000,1.0,11.0,--,--,61.12256,6.0,61.75078,0.6282209,1.0,63.63926,64.64367,3.5211103,64.643814,65.40052
13,13,2,3,2,1,0.750000,1.0,12.0,--,--,65.590935,1.0,66.13407,0.5431312,7.0,68.107506,69.11078,3.5198426,69.11092,69.86695
14,14,2,3,2,3,0.750000,1.0,13.0,--,--,70.05571,6.0,70.30063,0.2449143,6.0,72.57271,73.5779,3.52219,73.57804,74.33343
15,15,2,3,2,1,0.750000,1.0,14.0,--,--,74.51931,1.0,75.067055,0.5477379,9.0,77.03726,78.04201,3.5226972,78.04216,78.800545
16,16,2,3,2,1,12,1.0,15.0,--,--,78.98991,6.0,79.567276,0.5773693,1.0,81.5063,82.510635,3.5207274,82.51079,94.51679
17,17,3,1,1,2,0.750000,1.0,16.0,--,--,94.52101,1.0,95.26714,0.7461341,5.0,97.03729,98.042694,3.5216866,98.04285,98.80044
18,18,3,1,1,1,0.750000,1.0,17.0,--,--,98.80215,6.0,99.45077,0.6486192,1.0,101.319954,102.32502,3.5228713,102.325165,103.083786
19,19,3,1,1,1,0.750000,1.0,18.0,--,--,103.085495,1.0,103.45075,0.3652625,7.0,105.60224,106.60552,3.5200276,106.605675,107.36689
20,20,3,1,1,3,0.750000,1.0,19.0,--,--,107.36854,6.0,107.88399,0.5154468,7.0,109.88577,110.89099,3.5224555,110.891136,111.650215
21,21,3,1,1,1,0.750000,1.0,20.0,--,--,111.65189,1.0,112.283264,0.6313664,7.0,114.16934,115.17479,3.5228922,115.174934,115.93337
22,22,3,1,1,1,0.750000,1.0,21.0,--,--,115.935,6.0,116.35047,0.4154748,4.0,118.45216,119.45613,3.5211303,119.45627,120.21686
23,23,3,1,1,1,0.750000,1.0,22.0,--,--,120.2185,1.0,120.83377,0.6152709,9.0,122.73558,123.739555,3.5210545,123.73971,124.500114
24,24,3,1,1,1,8,1.0,23.0,--,--,124.501724,1.0,124.78362,0.2818974,8.0,127.01926,128.025,3.5232668,128.02515,136.03375
25,25,4,4,2,1,0.750000,1.0,24.0,--,--,136.22691,6.0,136.9834,0.7564727,4.0,138.74535,139.75021,3.5232866,139.75035,140.5004
26,26,4,4,2,3,0.750000,1.0,25.0,--,--,140.69043,1.0,141.41719,0.7267479,3.0,143.20732,144.21362,3.52318,144.21378,144.96686
27,27,4,4,2,3,0.750000,1.0,26.0,--,--,145.15749,1.0,145.73367,0.576185,3.0,147.67415,148.67908,3.5215886,148.67923,149.43376
28,28,4,4,2,3,0.750000,1.0,27.0,--,--,149.62402,6.0,150.01714,0.3931123,6.0,152.1404,153.14482,3.5207963,153.14496,153.90036
29,29,4,4,2,3,0.750000,1.0,28.0,--,--,154.09326,1.0,154.61719,0.5239193,3.0,156.61093,157.61604,3.5227764,157.61618,158.36685
30,30,4,4,2,3,0.750000,1.0,29.0,--,--,158.55356,6.0,159.50047,0.9469135,6.0,161.07053,162.07397,3.5204048,162.07411,162.83344
31,31,4,4,2,3,0.750000,1.0,30.0,--,--,163.02042,1.0,163.61714,0.5967264,4.0,165.53712,166.54102,3.5206003,166.54117,167.30034
32,32,4,4,2,2,8,1.0,31.0,--,--,167.48958,6.0,168.01717,0.5275881,5.0,170.00699,171.0129,3.5233035,171.01303,179.01689
33,33,5,2,1,3,0.750000,1.0,32.0,--,--,179.01984,1.0,179.8169,0.7970486,4.0,181.53636,182.54251,3.522677,182.54266,183.30032
34,34,5,2,1,1,0.750000,1.0,33.0,--,--,183.30199,6.0,184.15034,0.84836,4.0,185.8184,186.82407,3.5220785,186.82422,187.58366
35,35,5,2,1,3,0.750000,1.0,34.0,--,--,187.58533,1.0,188.18373,0.5984073,3.0,190.1023,191.10776,3.522435,191.1079,191.86678
36,36,5,2,1,3,0.750000,1.0,35.0,--,--,191.86842,6.0,192.7173,0.8488723,7.0,194.38649,195.39108,3.5226603,195.39124,196.1503
37,37,5,2,1,2,0.750000,1.0,36.0,--,--,196.15202,1.0,196.86661,0.7145895,5.0,198.66927,199.6741,3.52208,199.67424,200.43365
38,38,5,2,1,3,0.750000,1.0,37.0,--,--,200.43536,6.0,201.05052,0.6151616,8.0,202.95218,203.95627,3.520901,203.9564,204.71684
39,39,5,2,1,3,0.750000,1.0,38.0,--,--,204.71849,6.0,205.3671,0.6486117,6.0,207.23532,208.23979,3.5213008,208.23993,209.00029
40,40,5,2,1,3,12,1.0,39.0,--,--,209.00195,6.0,209.71709,0.7151362,9.0,211.51816,212.52208,3.5201178,212.52222,224.5336
41,41,6,4,2,3,0.750000,1.0,40.0,--,--,224.72981,6.0,225.5502,0.8203865,7.0,227.24629,228.25111,3.5213099,228.25127,229.01685
42,42,6,4,2,3,0.750000,1.0,41.0,--,--,229.20465,1.0,229.8167,0.612056,2.0,231.72214,232.72653,3.5218923,232.72668,233.4839
