TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,3,2,3,0.750000,1.0,0.0,2.7000206e-06,0.0091229,4.1980863,6.0,4.7100015,0.5119149,7.0,6.715414,7.724087,3.526001,7.724273,8.476808
2,2,1,3,2,1,0.750000,1.0,1.0,--,--,8.669508,1.0,9.226665,0.5571566,8.0,11.187186,12.194591,3.525082,12.194741,12.960148
3,3,1,3,2,2,0.750000,1.0,2.0,--,--,13.151834,6.0,13.693979,0.5421458,5.0,15.667908,16.673613,3.5217793,16.673761,17.426794
4,4,1,3,2,1,0.750000,1.0,3.0,--,--,17.614595,1.0,18.093374,0.4787787,8.0,20.13235,21.13775,3.5231547,21.137897,21.893314
5,5,1,3,2,1,0.750000,1.0,4.0,--,--,22.081661,6.0,22.627195,0.5455347,2.0,24.598372,25.602962,3.5213015,25.603107,26.360323
6,6,1,3,2,1,0.750000,1.0,5.0,--,--,26.548513,1.0,26.910187,0.3616731,6.0,29.065428,30.070807,3.5222936,30.070955,30.82662
7,7,1,3,2,1,0.750000,1.0,6.0,--,--,31.017443,6.0,31.460323,0.4428794,2.0,33.535076,34.538723,3.5212793,34.53887,35.293358
8,8,1,3,2,1,12,1.0,7.0,--,--,35.48109,1.0,35.910732,0.4296441,8.0,37.998344,39.00409,3.5229995,39.004234,51.010357
9,9,2,1,1,1,0.750000,1.0,8.0,--,--,51.01675,6.0,51.593285,0.5765352,1.0,53.534233,54.539555,3.5228033,54.539707,55.293434
10,10,2,1,1,3,0.750000,1.0,9.0,--,--,55.295155,1.0,55.876442,0.5812904,1.0,57.812843,58.818096,3.5229416,58.818245,59.5768
11,11,2,1,1,1,0.750000,1.0,10.0,--,--,59.578476,1.0,60.210163,0.6316904,6.0,62.095238,63.10099,3.522515,63.101135,63.860268
12,12,2,1,1,1,0.750000,1.0,11.0,--,--,63.86194,6.0,64.39345,0.5315098,3.0,66.38089,67.38607,3.524131,67.38622,68.14321
13,13,2,1,1,2,0.750000,1.0,12.0,--,--,68.14483,1.0,68.64365,0.4988201,5.0,70.66243,71.668274,3.5234427,71.66842,72.426865
14,14,2,1,1,1,0.750000,1.0,13.0,--,--,72.42856,6.0,72.827385,0.3988264,2.0,74.94592,75.95136,3.522804,75.951515,76.71025
15,15,2,1,1,1,0.750000,1.0,14.0,--,--,76.71193,1.0,77.310524,0.5985967,6.0,79.22833,80.23262,3.5206883,80.232765,80.9936
16,16,2,1,1,1,10,1.0,15.0,--,--,80.99525,6.0,81.360306,0.3650554,2.0,83.512245,84.51606,3.5208106,84.516205,94.52712
17,17,3,2,1,3,0.750000,1.0,16.0,--,--,94.528824,1.0,95.059906,0.5310836,3.0,97.04567,98.05101,3.5221896,98.05116,98.810234
18,18,3,2,1,2,0.750000,1.0,17.0,--,--,98.811874,6.0,99.32707,0.5151947,5.0,101.3284,102.33321,3.5213363,102.33336,103.093575
19,19,3,2,1,3,0.750000,1.0,18.0,--,--,103.095215,1.0,103.59378,0.4985639,4.0,105.61292,106.61909,3.5238712,106.61924,107.376915
20,20,3,2,1,1,0.750000,1.0,19.0,--,--,107.37856,6.0,107.860085,0.481519,3.0,109.89585,110.90099,3.5224314,110.901146,111.66
21,21,3,2,1,3,0.750000,1.0,20.0,--,--,111.66166,6.0,112.32669,0.6650338,6.0,114.17814,115.18208,3.5204277,115.182236,115.94333
22,22,3,2,1,3,0.750000,1.0,21.0,--,--,115.94492,1.0,116.443565,0.4986429,3.0,118.46321,119.46774,3.52282,119.46789,120.22684
23,23,3,2,1,3,0.750000,1.0,22.0,--,--,120.22847,6.0,120.677055,0.4485838,7.0,122.74614,123.75107,3.5225976,123.75122,124.5102
24,24,3,2,1,3,12,1.0,23.0,--,--,124.51185,1.0,125.01044,0.498582,1.0,127.02855,128.03297,3.5211275,128.03313,140.0435
25,25,4,1,1,1,0.750000,1.0,24.0,--,--,140.04514,1.0,140.65996,0.6148195,8.0,142.56236,143.56676,3.521618,143.56691,144.32664
26,26,4,1,1,3,0.750000,1.0,25.0,--,--,144.32832,6.0,145.05986,0.7315289,9.0,146.84534,147.85176,3.523436,147.85191,148.60977
27,27,4,1,1,1,0.750000,1.0,26.0,--,--,148.61136,1.0,149.04337,0.4320158,9.0,151.12791,152.13283,3.5214653,152.13297,152.8932
28,28,4,1,1,1,0.750000,1.0,27.0,--,--,152.89488,1.0,153.36032,0.4654372,9.0,155.41127,156.41663,3.5217376,156.41676,157.17648
29,29,4,1,1,1,0.750000,1.0,28.0,--,--,157.17807,1.0,157.64352,0.4654482,8.0,159.69485,160.69897,3.5209014,160.69913,161.45975
30,30,4,1,1,1,0.750000,1.0,29.0,--,--,161.46132,6.0,161.99335,0.5320333,1.0,163.97865,164.98296,3.5216372,164.98311,165.7435
31,31,4,1,1,2,0.750000,1.0,30.0,--,--,165.74513,1.0,166.17644,0.4313108,5.0,168.2634,169.2691,3.523967,169.26924,170.02682
32,32,4,1,1,1,8,1.0,31.0,--,--,170.02844,1.0,170.47684,0.4483822,7.0,172.54536,173.55116,3.5227125,173.5513,181.55978
33,33,5,4,2,3,0.750000,1.0,32.0,--,--,181.75024,6.0,182.3934,0.6431542,6.0,184.26715,185.27187,3.5216088,185.27202,186.02678
34,34,5,4,2,3,0.750000,1.0,33.0,--,--,186.21425,1.0,186.69373,0.479481,1.0,188.73135,189.73639,3.5221384,189.73654,190.49341
35,35,5,4,2,3,0.750000,1.0,34.0,--,--,190.68312,1.0,192.97707,2.2939448,2.0,193.2004,194.20395,3.5208259,194.2041,194.95958
36,36,5,4,2,3,0.750000,1.0,35.0,--,--,195.14696,6.0,196.1267,0.9797355,6.0,197.66418,198.66862,3.5216646,198.66878,199.42647
37,37,5,4,2,3,0.750000,1.0,36.0,--,--,199.61588,1.0,200.07623,0.4603724,4.0,202.13329,203.13776,3.5218847,203.1379,203.8934
38,38,5,4,2,2,0.750000,1.0,37.0,--,--,204.08311,6.0,204.62708,0.54396,5.0,206.60043,207.60486,3.521751,207.60501,208.35983
39,39,5,4,2,1,0.750000,1.0,38.0,--,--,208.54568,1.0,209.8434,1.297702,7.0,211.06293,212.06787,3.5221815,212.06802,212.82674
40,40,5,4,2,3,10,1.0,39.0,--,--,213.01392,6.0,213.49342,0.479501,6.0,215.53142,216.5376,3.5236745,216.53775,226.54337
41,41,6,1,1,1,0.750000,1.0,40.0,--,--,226.54616,1.0,227.24367,0.6975086,9.0,229.06325,230.06902,3.5228598,230.06917,230.82672
42,42,6,1,1,2,0.750000,1.0,41.0,--,--,230.82838,6.0,232.04346,1.2150685,5.0,233.34425,234.34926,3.520862,234.3494,235.10963
43,43,6,1,1,1,0.750000,1.0,42.0,--,--,235.1114,1.0,235.62679,0.515372,9.0,237.62833,238.63402,3.522604,238.63416,239.39336
44,44,6,1,1,3,0.750000,1.0,43.0,--,--,239.39503,6.0,239.97656,0.58153,8.0,241.91324,242.9189,3.5238729,242.91905,243.67659
45,45,6,1,1,1,0.750000,1.0,44.0,--,--,243.67828,6.0,244.12698,0.4487001,1.0,246.19579,247.20143,3.5231495,247.20157,247.96
46,46,6,1,1,1,0.750000,1.0,45.0,--,--,247.96169,1.0,248.67691,0.7152368,6.0,250.47812,251.48305,3.5213642,251.4832,252.24313
47,47,6,1,1,1,0.750000,1.0,46.0,--,--,252.24483,6.0,252.69353,0.4486987,1.0,254.76125,255.76569,3.520851,255.76582,256.5267
48,48,6,1,1,1,12,1.0,47.0,--,--,256.52853,1.0,256.99338,0.4648692,7.0,259.04535,260.04898,3.5204675,260.04913,272.0598
49,49,7,2,1,1,0.750000,1.0,48.0,--,--,272.0615,1.0,272.74316,0.6816968,7.0,274.57867,275.58295,3.5214748,275.5831,276.3433
50,50,7,2,1,3,0.750000,1.0,49.0,--,--,276.34503,6.0,276.80994,0.4649043,6.0,278.86224,279.8671,3.5220547,279.86725,280.62643
51,51,7,2,1,3,0.750000,1.0,50.0,--,--,280.6281,6.0,281.02692,0.3987896,6.0,283.1453,284.14996,3.5218563,284.15012,284.90982
52,52,7,2,1,3,0.750000,1.0,51.0,--,--,284.9115,1.0,285.3769,0.465398,4.0,287.42856,288.432,3.520512,288.43216,289.19327
53,53,7,2,1,3,0.750000,1.0,52.0,--,--,289.19495,6.0,289.67645,0.4815199,8.0,291.71326,292.71768,3.5227318,292.71783,293.47644
54,54,7,2,1,3,0.750000,1.0,53.0,--,--,293.4781,1.0,293.9432,0.4651262,4.0,295.9943,296.9986,3.5205076,296.99875,297.75955
55,55,7,2,1,1,0.750000,1.0,54.0,--,--,297.76114,6.0,298.24286,0.4817386,4.0,300.27927,301.2851,3.5239675,301.28525,302.04297
56,56,7,2,1,3,8,1.0,55.0,--,--,302.04456,1.0,302.56006,0.5155028,4.0,304.56232,305.56665,3.5220952,305.5668,313.57642
57,57,8,4,2,3,0.750000,1.0,56.0,--,--,313.7651,6.0,314.2933,0.5282115,6.0,316.28198,317.287,3.5218875,317.28714,318.0429
58,58,8,4,2,2,0.750000,1.0,57.0,--,--,318.22913,6.0,320.19272,1.963589,5.0,320.7468,321.753,3.523864,321.75314,322.50983
59,59,8,4,2,3,0.750000,1.0,58.0,--,--,322.69626,1.0,323.1769,0.4806467,2.0,325.21414,326.22034,3.5240915,326.2205,326.97662
60,60,8,4,2,3,0.750000,1.0,59.0,--,--,327.16702,6.0,327.5264,0.3593906,9.0,329.68536,330.69016,3.523133,330.6903,331.4432
61,61,8,4,2,1,0.750000,1.0,60.0,--,--,331.6325,1.0,332.40988,0.7773621,9.0,334.15097,335.15643,3.52393,335.1566,335.90967
62,62,8,4,2,3,0.750000,1.0,61.0,--,--,336.09348,6.0,336.4265,0.3330494,8.0,338.6103,339.61716,3.5236778,339.6173,340.37656
63,63,8,4,2,3,0.750000,1.0,62.0,--,--,340.56583,6.0,341.01013,0.4443153,8.0,343.08218,344.0858,3.5199723,344.08594,344.8432
64,64,8,4,2,3,10,1.0,63.0,--,--,345.03235,1.0,345.57642,0.5440932,4.0,347.5485,348.55203,3.5197005,348.5522,358.55963
65,65,9,3,2,1,0.750000,1.0,64.0,--,--,358.75223,6.0,359.2269,0.474665,4.0,361.26926,362.27567,3.5234263,362.27582,363.02628
66,66,9,3,2,2,0.750000,1.0,65.0,--,--,363.21515,1.0,364.0101,0.7949296,5.0,365.73325,366.73767,3.5225222,366.73782,367.49295
67,67,9,3,2,1,0.750000,1.0,66.0,--,--,367.6802,6.0,368.04303,0.3628321,3.0,370.19815,371.2033,3.5231125,371.20346,371.9598
68,68,9,3,2,1,0.750000,1.0,67.0,--,--,372.1478,1.0,372.7093,0.561477,9.0,374.66617,375.6707,3.5228746,375.67084,376.42685
69,69,9,3,2,1,0.750000,1.0,68.0,--,--,376.62082,6.0,377.093,0.4721557,1.0,379.13824,380.1439,3.5230532,380.14404,380.90952
70,70,9,3,2,1,0.750000,1.0,69.0,--,--,381.09573,1.0,381.5594,0.4636746,9.0,383.61426,384.6184,3.5226812,384.61856,385.37646
