TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,3,0.750000,1.0,0.0,2.9999064e-06,0.0101785995,4.0150137,1.0,5.3203115,1.3052976,1.0,6.5333953,7.5415444,3.5265305,7.5417433,8.303905
2,2,1,1,1,1,0.750000,1.0,1.0,--,--,8.305587,6.0,8.754423,0.448836,4.0,10.823248,11.829883,3.5242956,11.830026,12.587218
3,3,1,1,1,1,0.750000,1.0,2.0,--,--,12.588784,1.0,13.037488,0.4487035,8.0,15.1062565,16.111858,3.5230746,16.112007,16.870628
4,4,1,1,1,1,0.750000,1.0,3.0,--,--,16.872202,6.0,17.420826,0.5486244,1.0,19.389433,20.394022,3.5218213,20.394165,21.15412
5,5,1,1,1,1,0.750000,1.0,4.0,--,--,21.155745,6.0,21.687317,0.5315719,2.0,23.674248,24.679,3.5232573,24.679144,25.437462
6,6,1,1,1,1,0.750000,1.0,5.0,--,--,25.439112,0.0,999.0,999.0,999.0,27.9543,28.970085,3.5309744,28.970228,29.720818
7,7,1,1,1,3,0.750000,1.0,6.0,--,--,29.722435,1.0,30.12151,0.3990744,3.0,32.23939,33.246002,3.5235658,33.246143,34.00424
8,8,1,1,1,1,12,1.0,7.0,--,--,34.006073,6.0,34.47102,0.4649456,1.0,36.523235,37.528137,3.5220633,37.52828,49.537426
9,9,2,2,1,3,0.750000,1.0,8.0,--,--,49.53907,6.0,50.154198,0.6151271,8.0,52.055195,53.059677,3.520608,53.05982,53.820705
10,10,2,2,1,3,0.750000,1.0,9.0,--,--,53.822323,1.0,54.288246,0.4659233,3.0,56.338303,57.341904,3.5195794,57.34205,58.10369
11,11,2,2,1,3,0.750000,1.0,10.0,--,--,58.105633,6.0,58.570793,0.4651611,9.0,60.62207,61.626163,3.5205326,61.62631,62.387413
12,12,2,2,1,3,0.750000,1.0,11.0,--,--,62.389053,1.0,62.77069,0.3816357,2.0,64.907326,65.91177,3.5227222,65.91193,66.67078
13,13,2,2,1,3,0.750000,1.0,12.0,--,--,66.672386,6.0,67.22099,0.5486055,6.0,69.19026,70.19614,3.523749,70.19627,70.95385
14,14,2,2,1,1,0.750000,1.0,13.0,--,--,70.955475,1.0,71.30385,0.3483789,7.0,73.47322,74.48003,3.524557,74.48017,75.23731
15,15,2,2,1,1,0.750000,1.0,14.0,--,--,75.2391,6.0,75.770195,0.531096,3.0,77.75722,78.76167,3.522574,78.76182,79.52083
16,16,2,2,1,3,10,1.0,15.0,--,--,79.522446,6.0,79.937225,0.4147764,8.0,82.0404,83.044914,3.5224648,83.04506,93.05391
17,17,3,4,2,3,0.750000,1.0,16.0,--,--,93.250595,1.0,93.97029,0.7196945,2.0,95.76819,96.772644,3.5220478,96.77279,97.53723
