TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,1,0.750000,1.0,0.0,3.0999072e-06,0.0096106995,4.015073,1.0,4.6261992,0.6111265,6.0,6.5329604,7.5401893,3.5251167,7.5403776,8.293386
2,2,1,1,1,1,0.750000,1.0,1.0,--,--,8.295067,6.0,8.7105255,0.4154583,3.0,10.811235,11.816123,3.521056,11.816268,12.576802
3,3,1,1,1,1,0.750000,1.0,2.0,--,--,12.578416,1.0,12.993931,0.4155153,7.0,15.096219,16.101177,3.5227625,16.101322,16.860304
4,4,1,1,1,1,0.750000,1.0,3.0,--,--,16.861912,6.0,17.24312,0.3812087,4.0,19.379227,20.384983,3.5230718,20.38513,21.143457
5,5,1,1,1,1,0.750000,1.0,4.0,--,--,21.145067,6.0,21.644238,0.4991701,1.0,23.66172,24.667694,3.5226262,24.667845,25.426783
6,6,1,1,1,3,0.750000,1.0,5.0,--,--,25.428488,1.0,25.909908,0.4814209,2.0,27.945751,28.952002,3.5235138,28.952143,29.710287
7,7,1,1,1,1,0.750000,1.0,6.0,--,--,29.711893,6.0,30.760494,1.0486021,3.0,32.22824,33.233723,3.5218308,33.233868,33.99351
8,8,1,1,1,3,10,1.0,7.0,--,--,33.99506,6.0,34.59363,0.598571,8.0,36.512363,37.517696,3.5226371,37.51784,47.526577
9,9,2,4,2,3,0.750000,1.0,8.0,--,--,47.723614,1.0,48.210125,0.4865108,3.0,50.241394,51.247295,3.5236845,51.247444,52.010315
10,10,2,4,2,1,0.750000,1.0,9.0,--,--,52.19962,6.0,52.743866,0.5442465,1.0,54.7163,55.720985,3.5213647,55.72113,56.476803
11,11,2,4,2,3,0.750000,1.0,10.0,--,--,56.664665,1.0,57.043568,0.3789016,4.0,59.183243,60.188675,3.524011,60.188824,60.943394
12,12,2,4,2,1,0.750000,1.0,11.0,--,--,61.134438,6.0,61.626884,0.4924483,1.0,63.65223,64.65647,3.5220356,64.65662,65.4101
13,13,2,4,2,3,0.750000,1.0,12.0,--,--,65.59795,1.0,66.10986,0.5119072,1.0,68.11626,69.121735,3.5237744,69.12187,69.87681
14,14,2,4,2,3,0.750000,1.0,13.0,--,--,70.06798,6.0,70.42635,0.3583792,8.0,72.58622,73.59102,3.5230472,73.59116,74.343575
15,15,2,4,2,3,0.750000,1.0,14.0,--,--,74.53057,1.0,75.160576,0.6300068,2.0,77.047905,78.052,3.5214336,78.05215,78.81002
16,16,2,4,2,3,12,1.0,15.0,--,--,78.99997,6.0,79.32702,0.3270446,8.0,81.5181,82.52258,3.5226135,82.52274,94.5271
17,17,3,3,2,2,0.750000,1.0,16.0,--,--,94.716606,6.0,95.54382,0.8272149,5.0,97.233246,98.239655,3.523048,98.23981,98.99365
18,18,3,3,2,1,0.750000,1.0,17.0,--,--,99.18274,1.0,99.576866,0.3941223,6.0,101.69925,102.70477,3.5220346,102.70492,103.460335
19,19,3,3,2,2,0.750000,1.0,18.0,--,--,103.650536,6.0,104.093735,0.4431971,5.0,106.16763,107.17167,3.521129,107.17181,107.92681
20,20,3,3,2,1,0.750000,1.0,19.0,--,--,108.11584,1.0,108.476265,0.3604257,9.0,110.63323,111.6395,3.5236628,111.63965,112.39342
21,21,3,3,2,1,0.750000,1.0,20.0,--,--,112.58285,6.0,113.01126,0.4284112,2.0,115.099304,116.10372,3.520877,116.10387,116.86021
22,22,3,3,2,1,0.750000,1.0,21.0,--,--,117.05195,1.0,117.52713,0.4751822,9.0,119.56926,120.57399,3.5220425,120.574135,121.32661
23,23,3,3,2,1,0.750000,1.0,22.0,--,--,121.52006,1.0,121.89353,0.3734759,8.0,124.03725,125.043304,3.5232477,125.04345,125.80986
24,24,3,3,2,1,10,1.0,23.0,--,--,126.00045,6.0,126.30958,0.3091302,4.0,128.51814,129.52301,3.5225573,129.52315,139.52682
25,25,4,2,1,3,0.750000,1.0,24.0,--,--,139.53094,6.0,140.12688,0.5959392,6.0,142.04868,143.054,3.52306,143.05414,143.80994
26,26,4,2,1,3,0.750000,1.0,25.0,--,--,143.81168,1.0,144.27657,0.4648931,4.0,146.32835,147.334,3.522319,147.33414,148.09346
27,27,4,2,1,3,0.750000,1.0,26.0,--,--,148.0951,6.0,148.51004,0.4149397,6.0,150.61256,151.61647,3.5213737,151.61661,152.3768
28,28,4,2,1,3,0.750000,1.0,27.0,--,--,152.37843,1.0,152.85973,0.4812894,1.0,154.8961,155.90022,3.5217855,155.90038,156.66002
29,29,4,2,1,3,0.750000,1.0,28.0,--,--,156.66182,6.0,157.06017,0.398351,6.0,159.17938,160.18382,3.5220134,160.18398,160.94305
30,30,4,2,1,2,0.750000,1.0,29.0,--,--,160.94475,1.0,161.39381,0.4490772,5.0,163.46124,164.4669,3.5221581,164.46706,165.22693
31,31,4,2,1,1,0.750000,1.0,30.0,--,--,165.22864,6.0,165.85953,0.6308887,1.0,167.7472,168.75258,3.523948,168.75273,169.50992
