TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,1,3,4,1.700000e+00,1.0,0.0,4.02441,3.0,6.3053164,2.2809064,7.0,6.542057,7.559749,3.535339,7.5600467,11.570937
2,2,6,2,3,3,2.550000e+00,1.0,1.0,12.057898,3.0,13.120965,1.0630676,6.0,14.574729,15.586839,3.528941,15.587077,18.603022
3,3,4,2,1,1,1.700000e+00,1.0,2.0,18.923,3.0,19.969616,1.0466163,4.0,21.440142,22.45511,3.53211,22.455364,23.469225
4,4,4,2,1,4,2.550000e+00,1.0,3.0,23.796898,3.0,24.502388,0.7054887,4.0,26.314924,27.323933,3.5270345,27.324158,31.33509
5,5,3,1,3,4,1.700000e+00,1.0,4.0,31.352476,3.0,32.11881,0.7663315,9.0,33.87009,34.88313,3.5306518,34.883366,38.88414
6,6,1,1,1,1,1.700000e+00,1.0,5.0,38.88743,3.0,39.801147,0.9137168,1.0,41.4051,42.416912,3.529483,42.417145,43.433598
7,7,3,1,3,4,1.700000e+00,1.0,6.0,43.436516,3.0,44.400677,0.9641575,6.0,45.953854,46.964043,3.527524,46.964275,50.96598
8,8,6,2,3,4,2.550000e+00,1.0,7.0,51.387123,1.0,52.133266,0.7461453,1.0,53.90394,54.912758,3.5256383,54.91299,58.915096
9,9,6,2,3,1,2.550000e+00,1.0,8.0,59.232296,1.0,59.965275,0.7329759,3.0,61.750626,62.762177,3.529878,62.762417,63.764904
10,10,1,1,1,2,1.700000e+00,1.0,9.0,63.7784,3.0,64.33219,0.553793,2.0,66.29583,67.3084,3.5300028,67.308624,69.31401
11,11,4,2,1,4,2.550000e+00,1.0,10.0,69.81177,1.0,70.414474,0.6027047,6.0,72.33009,73.33846,3.5266929,73.3387,77.34641
12,12,5,2,2,3,8.500000e-01,1.0,11.0,77.70531,1.0,78.496994,0.7916857,5.0,80.222565,81.237885,3.5325758,81.23819,84.245705
13,13,3,1,3,2,1.700000e+00,1.0,12.0,84.259476,3.0,85.17932,0.9198451,8.0,86.77719,87.789795,3.5303216,87.79008,89.79517
14,14,6,2,3,3,8.500000e-01,1.0,13.0,90.23425,1.0,90.89553,0.6612791,1.0,92.75088,93.7596,3.5253446,93.75983,96.76071
15,15,1,1,1,4,2.550000e+00,1.0,14.0,96.77297,3.0,97.51126,0.7382911,3.0,99.28985,100.2996,3.5266235,100.29982,104.30978
16,16,3,1,3,1,8.500000e-01,1.0,15.0,104.31273,3.0,105.17667,0.8639348,6.0,106.83012,107.839806,3.5270739,107.84003,108.842735
