TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
17,17,2,1,2,4,2.550000e+00,1.0,16.0,108.84568,3.0,109.759544,0.91386,5.0,111.36359,112.37341,3.5277314,112.373634,116.37499
18,18,1,1,1,4,1.700000e+00,1.0,17.0,116.37786,0.0,999.0,999.0,999.0,118.889015,119.90558,3.5277178,119.90581,123.90753
19,19,1,1,1,1,8.500000e-01,1.0,18.0,123.91074,3.0,124.64178,0.7310315,1.0,126.42733,127.437454,3.5267055,127.43781,128.43913
20,20,6,2,3,4,2.550000e+00,1.0,19.0,128.98587,1.0,130.48946,1.50359,2.0,131.50429,132.52203,3.536165,132.52238,136.53865
21,21,1,1,1,1,8.500000e-01,1.0,20.0,136.55327,3.0,137.22179,0.6685177,4.0,139.07202,140.08153,3.5282648,140.08177,141.08813
22,22,4,2,1,1,2.550000e+00,1.0,21.0,141.44191,1.0,142.63814,1.1962332,8.0,143.95969,144.96895,3.5270371,144.9692,145.97128
23,23,3,1,3,4,2.550000e+00,1.0,22.0,145.9822,0.0,999.0,999.0,999.0,148.4886,149.5046,3.5223918,149.50484,153.52023
24,24,1,1,1,1,1.700000e+00,1.0,23.0,153.52322,0.0,999.0,999.0,999.0,156.03769,157.0535,3.530275,157.05374,158.07014
25,25,3,1,3,3,1.700000e+00,1.0,24.0,158.07321,0.0,999.0,999.0,999.0,160.58708,161.60287,3.5296547,161.60324,164.6193
26,26,2,1,2,3,2.550000e+00,1.0,25.0,164.62228,0.0,999.0,999.0,999.0,167.13623,168.15259,3.5303044,168.15286,171.16798
27,27,3,1,3,1,1.700000e+00,1.0,26.0,171.17076,0.0,999.0,999.0,999.0,173.68544,174.70148,3.5307267,174.70172,175.71779
28,28,4,2,1,1,2.550000e+00,1.0,27.0,176.15508,0.0,999.0,999.0,999.0,178.66818,179.68459,3.5295231,179.68481,180.70087
29,29,6,2,3,4,1.700000e+00,1.0,28.0,181.0213,0.0,999.0,999.0,999.0,183.53436,184.5505,3.52921,184.55075,188.56656
30,30,6,2,3,3,8.500000e-01,1.0,29.0,189.01045,0.0,999.0,999.0,999.0,191.51692,192.53291,3.5224645,192.53316,195.54897
31,31,5,2,2,2,8.500000e-01,1.0,30.0,195.98671,0.0,999.0,999.0,999.0,198.49944,199.51561,3.5288966,199.51584,201.53159
32,32,6,2,3,1,8.500000e-01,1.0,31.0,201.90721,0.0,999.0,999.0,999.0,204.4152,205.43234,3.5251417,205.43262,206.44762
33,33,6,2,3,2,1.700000e+00,1.0,32.0,206.75415,0.0,999.0,999.0,999.0,209.2649,210.2811,3.5269551,210.28136,212.29695
34,34,5,2,2,1,8.500000e-01,1.0,33.0,212.60568,0.0,999.0,999.0,999.0,215.1141,216.13008,3.524397,216.1303,217.14653
35,35,6,2,3,2,8.500000e-01,1.0,34.0,217.45512,0.0,999.0,999.0,999.0,219.96355,220.97974,3.524607,220.98001,222.99585
36,36,1,1,1,3,2.550000e+00,1.0,35.0,223.00993,0.0,999.0,999.0,999.0,225.51297,226.52911,3.5191793,226.52933,229.54353
37,37,1,1,1,3,8.500000e-01,1.0,36.0,229.54645,0.0,999.0,999.0,999.0,232.06123,233.0777,3.5312545,233.07793,236.09407
38,38,5,2,2,4,2.550000e+00,1.0,37.0,236.53784,0.0,999.0,999.0,999.0,239.04462,240.06105,3.5232055,240.06128,244.07353
39,39,1,1,1,3,8.500000e-01,1.0,38.0,244.09006,0.0,999.0,999.0,999.0,246.60707,247.62303,3.532964,247.62332,250.63048
40,40,3,1,3,2,1.700000e+00,1.0,39.0,250.63383,0.0,999.0,999.0,999.0,253.13478,254.15012,3.516268,254.15033,256.16467
41,41,4,2,1,4,1.700000e+00,1.0,40.0,256.6091,0.0,999.0,999.0,999.0,259.11252,260.12814,3.5190215,260.1284,264.14896
42,42,6,2,3,3,1.700000e+00,1.0,41.0,264.57388,0.0,999.0,999.0,999.0,267.0745,268.09012,3.516231,268.09036,271.1048
43,43,4,2,1,2,8.500000e-01,1.0,42.0,271.416,0.0,999.0,999.0,999.0,273.92142,274.93744,3.5214484,274.93768,276.94696
44,44,5,2,2,2,8.500000e-01,1.0,43.0,277.26294,0.0,999.0,999.0,999.0,279.7735,280.78967,3.526741,280.78992,282.796
45,45,3,1,3,3,8.500000e-01,1.0,44.0,282.80908,0.0,999.0,999.0,999.0,285.32028,286.336,3.5269194,286.33624,289.34976
46,46,4,2,1,4,2.550000e+00,1.0,45.0,289.69836,0.0,999.0,999.0,999.0,292.2036,293.21927,3.5208855,293.21948,297.23315
47,47,4,2,1,3,8.500000e-01,1.0,46.0,297.53925,0.0,999.0,999.0,999.0,300.04767,301.06293,3.5236626,301.06317,304.06644
48,48,2,1,2,2,1.700000e+00,1.0,47.0,304.0799,0.0,999.0,999.0,999.0,306.58426,307.59995,3.5200472,307.60016,309.6028
49,49,2,1,2,3,1.700000e+00,1.0,48.0,309.60577,0.0,999.0,999.0,999.0,312.11255,313.12802,3.5222301,313.12823,316.14398
50,50,2,1,2,1,8.500000e-01,1.0,49.0,316.14697,0.0,999.0,999.0,999.0,318.65778,319.673,3.52605,319.67322,320.68585
51,51,1,1,1,2,2.550000e+00,1.0,50.0,320.68887,0.0,999.0,999.0,999.0,323.19485,324.21014,3.521273,324.21036,326.2224
52,52,3,1,3,2,2.550000e+00,1.0,51.0,326.22537,0.0,999.0,999.0,999.0,328.74146,329.75793,3.5325398,329.75818,331.77185
53,53,4,2,1,1,8.500000e-01,1.0,52.0,332.21545,0.0,999.0,999.0,999.0,334.72867,335.7433,3.5278099,335.7436,336.75598
54,54,4,2,1,1,2.550000e+00,1.0,53.0,337.063,0.0,999.0,999.0,999.0,339.56528,340.58133,3.5183222,340.58154,341.58286
