global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
7763.725261145136	n/a	60275429.93054311	n/a	15176.668360837642	n/a	230331262.53485036	n/a	6678.702740181903	n/a	n/a	44605070.29171326	8995.791661122707	11098.723803535988	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0298084	n/a	0.0008885407105599	n/a	0.0657226	n/a	n/a	0.00431946015076	-0.0911314	n/a	0.00830493206596	n/a	0.00213697	n/a	n/a	4.566640780900001e-06	0.000274717	n/a	7.5469430089e-08	n/a	0.002	n/a	n/a	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7616.892584157566	-146.83267698757027	58017052.63859452	21559.835031336148	14703.592128055494	-473.0762327821485	216195621.4682155	223801.1220233496	6613.080965682415	-65.62177449948831	4306.217288461694	43732839.85867106	8837.47560043984	10857.741652423285	0.994265	55.246284	0.11226585	0.0606438	-0.0365752154	-0.0222966017	0.04713547	-0.0379915045	-0.1075737027	0.0048786237	-0.0794246353	0.1119985655	-0.0244703573	0.0163459192	0.1752390064	-0.1292400312	0.1105518445	-0.0277203956	0.0318524254	-0.0118703388	0.0429548834	-0.0192309823	0.0517261096	-0.0959588016	0.0993358021	-0.0474789359	0.1493035013	-0.0672006603	0.0695245723	-0.114067711	0.0412848969	-0.0549447109	0.0666976105	-0.0828377563	0.0700110456	-0.1471619148	0.0751072785	0.0885341667	-0.0319977478	0.0193252572	0.0460460176	-0.0192667071	-0.0510707604	-0.0823633633	0.0350649361	0.2006268445	-0.095961944	0.0980263644	0.1221368463	0.0125426078	-0.0166372628	-0.0450659407	-0.166523809	-0.0068873735	-0.1908346163	0.0128179523	-0.0171898172	-0.0874371017	0.0148494242	-0.0312418071	0.0700369171	-0.014915216	0.0480194828	-0.0483512062	0.1532079135	-0.0257848915	0.0195553168	-0.1326017075	0.0245108432	-0.0392425572	0.0094246693	-0.0617544253	0.1012216005	-0.0164585349	0.0802664941	-0.0135647678	0.2640722068	-0.0224923103	-0.0455738866	0.0952808826	0.1476068623	-0.0802892833	-0.0727187998	0.0705534887	-0.142878192	-0.1429087661	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0381986	-0.0083902	0.00145913304196	7.039545604000001e-05	0.0726893	0.0069666999999999	4.85349088899999e-05	0.00528373433449	-0.146649	-0.0555176	0.021505929201	0.00308220390976	0.00193697	-0.0002	4.0000000000000034e-08	3.7518527809e-06	3.57112e-22	-0.000274717	1.27528980544e-43	7.5469430089e-08	0.00164689	-0.00035311	1.246866721e-07	2.7122466721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7579.396512287743	-37.49607186982303	57447251.4904796	1405.9554056669338	14581.165236666277	-122.42689138921742	212610379.6589651	14988.343735227238	6595.431735104862	-17.64923057755277	311.49533997962374	43499719.772428334	8791.349849820137	10641.89728208646	0.784517	43.591618	0.1003963	0.0482695	-0.0335840514	-0.0558629289	0.0312812818	-0.0389260332	-0.1956894282	-0.0028474936	-0.1488808728	0.1336552474	-0.0027792679	0.0484333844	0.2422485707	-0.122906159	0.0134974222	0.0224053364	0.0152625093	-0.0678112623	-0.0439191487	0.1776708334	0.0579931023	-0.0299742317	0.129658487	0.1136038129	0.1240538347	0.0392886432	0.1033656225	-0.0284090847	-0.0453319311	-0.151882975	-0.1559354841	-0.0888950295	-0.0621362236	0.0516019402	0.0631706514	0.0800624476	-0.0167259395	-0.1168601552	0.0998043993	0.1291145791	0.0994785858	-0.042520617	0.022659428	-0.0412398834	0.0591829776	-0.0507416273	-0.1350673547	-0.0100589568	-0.0740235871	0.0924345802	0.0010382713	0.014349197	-0.2667558555	-0.0039796892	0.0514327424	-0.053017801	-0.0481686806	-0.1316864519	0.0446163549	-0.0898125255	0.0245069714	0.059229707	0.240575078	-0.019461287	-0.0131834414	0.0057424271	-0.1723494709	-0.0249673472	0.1002430984	0.0868110482	0.0389531712	0.0411402092	0.0905671674	0.0004512666	-0.0053385606	-0.0108425314	-0.0015693128	0.0290897309	0.0467805507	-0.0427181859	-0.0197870598	-0.0382119431	0.0976448483	-0.0291634627	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0454248	-0.0072262	0.00206341245504	5.221796644000003e-05	0.0537479	-0.0189413999999999	0.0003587766339599	0.00288883675441	-0.1221	0.024549	0.01490841	0.000602653401	0.00151588	-0.00042109	1.7731678810000005e-07	2.2978921744e-06	0.000479724	0.000479724	2.30135116176e-07	2.30135116176e-07	0.00155411	-9.278e-05	8.608128399999998e-09	2.4152578921e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7724.190337327501	144.7938250397583	59663116.36726353	20965.25176964414	14860.166205456226	279.0009687899492	220824539.6537833	77841.5405857302	6701.621112742169	106.1893776373072	11276.183922998636	44911725.5387516	8914.934343986486	10921.95007849472	1.47314	81.854889	0.5189120500000001	0.231956	0.0349606368	0.0224234866	0.0468537306	0.0255411541	0.0552425313	0.0268357688	-0.0664487023	0.0228495123	0.0370376243	-0.2866385323	0.0155426162	0.0813347968	-0.0717521709	0.0717015711	-0.01974067	0.1092772568	0.0207748749	-0.0391359646	-0.0959218062	0.0244723838	-0.0284173568	-0.1790278175	-0.0397090499	-0.0947968003	0.0448863373	0.0026876661	-0.0606840506	0.1089121938	-0.1679193566	-0.0665920637	-0.05907394	-0.0746385363	-0.156749353	-0.2569648886	-0.13606842	-0.0283312796	-0.0244170809	-0.0983518245	-0.0258549256	0.0346291264	-0.0554287403	-0.063115337	0.0656407315	-0.0495897288	-0.0603868615	0.130911427	0.1208479924	0.0567105861	-0.1250753132	0.0811654335	0.0236995229	-0.0352409222	0.0887659362	-0.0236036982	-0.0732118642	0.1193358653	0.022729007	0.0596434181	0.0087666855	-0.1678239436	-0.0663358765	0.0372723534	-0.0742213009	-0.0524339598	0.040343785	-0.0234172078	-0.0263631675	-0.0894656794	0.0103570661	0.0438020829	-0.0401322634	0.1685431894	-0.292318404	0.0874003119	0.2075839803	-0.0234673164	-0.167873522	-0.0935497044	-0.0998029916	0.0587853148	-0.1227332804	-0.0548554587	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.069592	0.1150168	0.004843046464	0.01322886428224	-0.0119114	-0.0656593	0.00431114367649	0.00014188144996	-0.0192575	0.1028425	0.00037085130625	0.01057657980625	0.0050421	0.00352622	1.24342274884e-05	2.542277241e-05	0.000196546	-0.000283178	3.8630330116e-08	8.018977968400001e-08	0.000655639	-0.000898471	8.072501378410001e-07	4.2986249832100004e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7886.227471865239	162.03713453773798	62192583.738002	26256.032969201	15174.342867271276	314.17666181505047	230260681.45350665	98706.9748292486	6824.3783493183055	122.75723657613617	15069.339131809462	46572139.85464444	9079.654819782492	11040.702320439495	1.402912	77.952698	0.8263115	0.371884	0.0719442061	0.2077277851	0.0690546913	0.0377110422	0.3860885682	-0.1018777558	0.1250573238	-0.0380549956	0.0387061425	-0.1637964537	-0.337102932	0.171273427	-0.0582488423	-0.0243315058	0.1044969962	0.0036629943	-0.0045502475	-0.1522830077	-0.0450662499	0.0520978151	-0.0560378399	-0.0732303569	0.1058592534	0.0115963872	0.1107588927	0.0197458988	0.0359521438	-0.0082839551	-0.057259435	-0.0158216286	-0.0007754801	0.0460078197	0.06888582	-0.0274041602	0.066188136	-0.038567939	0.0378244383	0.019781504	-0.0509962125	-0.1400614316	-0.0608283937	-0.0512561424	-5.68155e-05	0.006960796	0.016634584	-0.0125267652	-0.2254925223	0.0112867003	0.1172121406	0.0588961655	0.3748376639	0.0755562562	0.1160776284	-0.1179030681	0.0363908867	0.038145901	-0.1381195536	0.0654413878	0.1509670676	0.0110425165	-0.0008984985	0.0567427887	0.1000103035	0.0815089355	0.0722927895	-0.0271034141	0.0661296575	0.0248447422	0.0573112652	-0.0685619613	0.0354111432	0.0381101318	0.0052690345	0.0167499329	-0.11523025	-0.0515939517	0.0228509374	0.0262775004	-0.08994604	-0.0499286119	-0.0404773461	0.1101376196	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.268907	0.199315	0.072310974649	0.039726469225	0.0787086	0.09062	0.0082119844	0.00619504371396	-0.0600558	-0.0407982999999999	0.00360669911364	0.0016645012828899	0.00915996	0.00411786	1.69567709796e-05	8.39048672016e-05	-0.00415989	-0.004356436	1.73046848121e-05	1.8978534622096e-05	-0.000781629	-0.001437268	2.065739303824e-06	6.10943893641e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7781.482197599292	-104.74527426594705	60551465.1915547	10971.572481048468	15000.040501090794	-174.30236618048184	225001215.03436416	30381.31485611478	6760.140323355414	-64.2380259628917	4126.523979609148	45699497.19145584	9047.793530165836	11015.515568359397	1.479941	82.23283399999998	0.7715560999999999	0.320153	-0.0324950058	0.1261259849	-0.0024152884	-0.0628514327	0.1354920227	-0.0080712115	0.0166817418	-0.0202032977	0.1370045678	0.1105438718	-0.1822884111	-0.0069703282	-0.0624583738	0.03995031	-0.0124283031	0.0333029754	0.1135110136	0.0323908176	-0.0104693077	-0.1334452419	0.0200634423	0.1098686695	-0.1532841135	0.0829237169	0.0297560254	0.0815188452	0.0097128479	0.0434500753	0.0615217794	0.0395451451	-0.0152111185	0.0620737222	0.0021086663	-0.0188587749	0.0844602536	0.0455158749	-0.0688011308	0.0745495149	0.1481544442	-0.0824513083	0.1388831657	-0.1020660917	-0.1193710592	-0.144859969	0.1628632073	-0.1542391908	-0.0273590384	0.076296136	-0.0805415831	-0.0993537969	0.1469255112	0.0307125394	-0.0119031327	0.0277505801	-0.0716313876	-0.12576402	0.0037243473	0.0066566356	-0.1323386764	-0.0511367872	-0.0978176774	-0.0321035833	0.0041652803	0.1489235303	0.0192489872	-0.1255724648	-0.0016125606	0.0351460359	-0.1275865736	-0.0438433245	-0.0421484753	-0.0522380837	-0.0130200257	0.030216351	-0.046932723	-0.1614067062	0.066196763	-0.1009598141	0.0061272553	-0.1636822581	0.1843621654	0.0426874172	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.13439	-0.134517	0.0180606721	0.018094823289	0.0114174	-0.0672912	0.00452810559744	0.00013035702276	-0.185648	-0.1255922	0.034465179904	0.01577340070084	0.00458773	-0.00457223	2.09052871729e-05	2.10472665529e-05	-0.000811099	0.003348791	6.57881587801e-07	1.1214401161681002e-05	0.000180464	0.000962093	9.25622940649e-07	3.2567255296e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7728.461776531758	-53.02042106753379	59729121.43131242	2811.1650501785807	14934.8256691287	-65.21483196209374	223049017.76726556	4252.974307844123	6716.239389147393	-43.90093420802077	1927.2920243369683	45107871.53233495	9037.642847478077	11003.859341018924	1.301378	72.310989	0.39767339	0.188984	-0.1566005662	0.0754606508	-0.2135277355	-0.1131948387	0.0854705049	0.1614581885	-0.0189312889	-0.1997913813	0.0526924001	0.0770997108	-0.0710026859	-0.1061811992	-0.0244006177	-0.0208751928	0.048092402	0.0296678318	-0.0154405628	0.0690863642	-0.1180277891	-0.203868454	-0.1077764702	-0.1356029379	-0.0013658543	-0.0534566139	-0.0350597442	0.0851751836	-0.0315453964	0.0351696999	0.0223144683	0.1039638386	0.071683226	-0.1107385017	0.0647630181	-0.0212660842	0.0480592537	-0.010783899	-0.1747235785	-0.0738538793	-0.0510598235	0.0725579409	0.1621365483	0.146091755	-0.0586236337	0.1055410254	0.112891957	0.0157838916	0.1680158625	-0.0883545854	0.0457129583	-0.1870416635	0.0761392769	-0.0393469996	-0.085322113	0.154831443	-0.0498383586	0.0319930963	-0.0825575556	0.0749948623	0.0210050885	-0.1929684545	0.0492608378	-0.0926016918	-0.1111676218	0.0450639351	0.0903900302	0.1177440143	-0.0352402055	-0.0092490527	0.0622840743	-0.166856952	0.0411279583	0.0911647314	0.0965689924	-0.0297559036	-0.0240625879	-0.0754764729	-0.0331612012	0.006422193	-0.0194921914	0.1220080179	0.0210486583	-0.0689975438	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0070045	-0.1273855	4.906302025e-05	0.01622706561025	-0.00714869	-0.01856609	0.0003446996978881	5.11037687161e-05	-0.22103	-0.035382	0.0488542609	0.0012518859239999	0.00255833	-0.0020293999999999	4.118464359999999e-06	6.545052388900001e-06	0.000961359	0.001772458	9.24211126881e-07	3.141607361764e-06	-0.000344474	-0.000524938	2.75559903844e-07	1.18662336676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7702.794858070107	-25.66691846165122	59333048.62551128	658.7907033170522	14832.653255186677	-102.17241394202392	220007602.58859992	10439.202170740284	6698.985344218544	-17.254044928848998	297.70206640673985	44876404.64205484	8971.2085253899	10906.141507329712	1.089834	60.556557	0.16399542	0.105538	-0.0822588286	0.0130858929	-0.0368361909	-0.0712964446	-0.0047883072	0.0816208434	-0.016906673	0.0042751792	0.0602656071	0.0591885441	-0.0112520611	-0.0632895246	0.0605544813	-0.0581247362	0.0835952682	-0.2035149828	-0.1185153669	-0.0399433393	0.0499556092	0.0668845742	0.1001657018	-0.1269239956	-0.0923174868	-0.0824401532	-0.0434293967	-0.02731057	-0.2181936273	0.0160863972	-0.0387862194	0.0459572793	0.0324274218	0.1199565099	0.1037789115	0.0007353209	0.0852124551	0.0026308601	-0.044577152	-0.0489528923	0.0835960561	-0.0284814555	-0.055955694	-0.1302278665	0.1077614794	0.1006665265	0.0716283861	0.1188383055	0.0501219203	0.0857107423	0.0365381579	-0.085356355	-0.0033542781	-0.0072402469	-0.1366020747	-0.0708028768	9.5635e-05	-0.0030424093	-0.0509667451	-0.0005761166	0.0475801899	0.0859150892	-0.0165251933	0.0699697614	-0.1596828522	-0.1807450254	0.1134283113	0.0839036168	0.1831854241	-0.1238706818	-0.0914458043	-0.0391221695	-0.0041018326	0.0109855428	-0.0689723822	-0.0422986249	-0.0669761366	-0.1165611502	-0.0362510629	0.1346376033	0.0873600489	-0.1478077341	0.0069856376	0.2077422593	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.00702418	1.967999999999935e-05	4.93391046724e-05	3.8730239999997445e-10	0.071365	0.07851369	0.0061643995174161	0.0050929632249999	-0.158219	0.062811	0.025033251961	0.003945221721	0.00225575	-0.00030258	9.155465640000012e-08	5.088408062499999e-06	0.0011118	0.000150441	1.23609924e-06	2.2632494481000023e-08	-0.000344474	0.0	0.0	1.18662336676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7738.255616600943	35.46075853083585	59880599.98785604	1257.4653955822473	14887.268683294984	54.61542810830724	221630768.8486156	2982.844987453677	6734.007175419558	35.02183120101381	1226.5286606723043	45346852.63860209	8972.681270637437	10897.42743366977	0.90548	50.312923	0.1788603299999999	0.0885656999999999	-0.0166363891	0.0153351561	0.017296045	-0.008543242	0.0064193804	0.0233409281	0.0547515202	0.0398840536	-0.0079518091	0.0444861228	-0.1064696852	-0.0113868584	0.0256389393	-0.1373834664	-0.0398788426	0.0801410975	0.0568932511	0.0120267112	-0.0556305094	0.0932569657	0.1075863263	0.0672481813	0.0004961225	0.0221612916	0.164542889	-0.084759844	-0.0744403379	0.0208053995	0.106186717	0.0329611684	0.0579676534	0.0032609769	-0.0347481699	0.055579422	0.0617855742	-0.0645818113	-0.0158274827	-0.0436658315	0.0488707841	-0.0105232057	-0.1026583843	0.0656976045	-0.1679680983	-0.081826457	-0.2430353772	-0.1503365955	-0.1821936845	-0.0013450458	-0.0636108287	-0.0186385067	0.050264477	0.0570643887	-0.0526805945	0.0025075979	0.1180737741	-0.0339395928	-0.1063356373	-0.152162534	-0.0540437291	-0.0574116955	-0.0174476051	0.0092786331	0.1467130999	0.0230749142	0.0698441951	-0.0645944129	0.1263173187	-0.058293208	-0.008457281	0.0148801468	0.0794223757	-0.0715387386	0.0859406049	-0.0413507039	-0.0427697954	0.016182549	0.0152118043	-0.0204847099	-0.0141241592	-0.0288399686	-0.0873133506	-0.1495146314	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0105679	-0.01759208	0.0001116805104099	0.0003094812787264	0.0183353	-0.0530297	0.00281214908209	0.0003361832260899	-0.090658	0.067561	0.008218872964	0.0045644887209999	0.00278839	0.00053264	2.8370536960000005e-07	7.7751187921e-06	0.000895301	-0.000216499	8.015638806010001e-07	4.6871817001e-08	-0.000280062	6.441200000000002e-05	4.1489057440000034e-09	7.8434723844e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7694.052062361049	-44.20355423989349	59198437.13832232	1953.954207439206	14858.202893446443	-29.06578984854059	220766193.22282025	844.8201395195251	6690.3708958429415	-43.63627957661629	1904.12489528862	44761062.72394229	8915.254564742143	10720.507147027363	1.119292	62.193371	0.46742465	0.233691	0.109396897	-0.0232429199	0.0822836497	0.073993355	0.012212365	-0.0763131672	0.004940543	0.047669897	0.0589971189	-0.0587391826	-0.006174354	0.0781518498	-0.0675694854	-0.0193174284	0.1460126633	0.1911252882	0.0393649977	-0.0732238118	-0.0346676787	0.0440617114	-0.0795584642	0.1007771276	-0.2607981964	-0.0342104052	-0.0810671725	0.0938444686	0.0240255279	-0.0275501452	-0.0713842702	-0.1265202245	0.0158643862	-0.065119506	-0.1154077755	0.1117561969	-0.1358199562	0.0132324863	0.0113602056	-0.0105686832	0.1035766638	0.1115479223	0.0621654172	-0.1263140249	0.0196240679	0.0252332038	-0.0559640491	0.002023709	0.1160982021	-0.1178298015	0.0690941079	0.0877023244	0.0439028948	-0.0077510195	0.117836035	-0.0819613496	-0.0204147863	-0.0099378498	-0.0969576042	0.0029296726	0.0137432188	-0.020868836	-0.2793197895	-0.1704305786	-0.1572776116	0.0040731058	-0.042728838	-0.1403524159	-0.0027032475	0.0435258211	-0.0290147611	0.0518421804	-0.0757259198	0.0512043547	0.0233740643	0.080205794	0.1146992405	0.1572910604	-0.0769578493	-0.0532838573	0.0768062479	0.0289641828	0.1665917476	0.0619565836	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0825194	0.0930873	0.00680945137636	0.00866524542129	-0.0186416	-0.0369769	0.00136729113361	0.00034750925056	0.075495	0.166153	0.005699495025	0.0276068194089999	0.00225575	-0.00053264	2.8370536960000005e-07	5.088408062499999e-06	-0.00139286	-0.002288161	1.9400589796000003e-06	5.2356807619210015e-06	0.000323286	0.000603348	3.64028809104e-07	1.04513837796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
