global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6164.8988183885	n/a	38005977.440967925	n/a	15435.63744137022	n/a	238258903.22143015	n/a	5619.9487520916	n/a	31583823.97613593	n/a	5961.403617486743	9553.705602115857	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0287871	n/a	0.00082869712641	n/a	-0.00558705	n/a	n/a	3.1215127702499994e-05	5.75741e-05	n/a	3.31477699081e-09	n/a	0.000154723	n/a	2.3939206729e-08	n/a	5.14874e-05	n/a	2.6509523587599996e-09	n/a	0.0	n/a	n/a	0.0	0.0	0.0
6087.514453312614	-77.38436507588631	37057832.21928997	5988.339958198052	15093.259204176264	-342.378237193956	227806473.4044515	117222.8573040408	5575.247662535129	-44.70108955647083	31083386.498603422	1998.1874075356257	5911.677344114863	9350.567433573886	1.253832	46.402458	0.1152903959	0.0651995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0413628	0.0125756999999999	0.00171088122384	0.0001581482304899	-0.0586139	-0.05302685	0.0028118468209225	0.0034355892732099	0.0348647	0.0348071259	0.00121554730609	0.0012115360134184	0.000262506	0.000107783	6.890940003600003e-08	1.1617175089000004e-08	-7.49964e-24	-5.14874e-05	5.62446001296e-47	2.6509523587599996e-09	0.000138344	0.000138344	1.9139062336e-08	1.9139062336e-08	0.0	0.0
6065.009921574208	-22.504531738405603	36784345.34879359	506.45394876490514	14952.800702287406	-140.45850188885743	223586248.8423268	19728.590752862165	5567.644310070617	-7.603352464511772	30998663.16346172	57.81096869959724	5903.324864813179	9281.393798048875	1.007508	37.286377	0.0957546499999999	0.0697348	-0.1177459457	0.0752805398	-0.0035894541	0.0453111782	-0.0377119866	0.129192935	-0.0772543696	0.1102845396	-0.1519933536	0.0732925498	-0.0592641747	0.0764159531	-0.0459568042	0.0910471453	-0.1159569349	0.1122850343	-0.0491895584	0.0552926997	-0.0744991033	0.093742151	-0.0188352374	0.0344209084	-0.0704928668	0.0928878869	-0.0268382374	0.0447926645	-0.034778036	0.3616512206	-0.0127519145	0.0881831861	-0.0900595686	0.0263617495	-0.0866332209	0.0506296282	-0.0365046746	0.2296143521	-0.1068651116	0.0353324056	0.0273371168	-0.2376052412	0.0944830818	0.0164889249	-0.1343751736	0.104325977	0.0769560205	-0.0666014793	-0.0764566345	0.1620868474	0.0252873633	0.157582224	-0.0827759123	-0.0576280914	0.0235611855	0.0763123483	-0.0219529347	-0.0107955045	-0.0057013758	-0.0855859214	0.0387505	0.0292694194	-0.0744713456	-0.0539760362	0.0487674484	0.134624399	0.0733760476	-0.0971059799	-0.1028191323	-0.1409317777	0.0476512627	-0.0369606364	0.1547459789	-0.0414429071	0.0097132966	-0.0580252249	-0.0838469911	0.1704276295	-0.1425982493	0.221673533	-0.1594824503	0.1651140879	-0.1225968794	0.0416065967	-0.0447353159	0.0278347281	-0.0850562726	0.1872573621	-0.1214678828	-0.0397344765	0.1801720506	-0.1645458963	0.0775645646	0.1004986973	-0.1440102277	-0.0184881334	0.1484434876	-0.0042235249	-0.0993453203	-0.0657974883	0.0348575804	0.0069379424	0.0599787756	-0.1481870187	-0.0258299595	0.0954976177	0.0602738997	0.0322221174	0.0575797181	-0.1123525753	0.0433256079	0.0289809988	0.2528080608	-0.0842301812	-0.0235445368	0.0404888376	0.0888893162	0.1245053304	0.124477639	0.1244314912	0.1243668939	0.1242838566	0.0	0.0	0.0350245	-0.0063382999999999	0.00122671560025	4.017404688999998e-05	0.0104089	0.0690228	0.00476414691984	0.00010834519921	0.0295753	-0.0052894	0.0008746983700899	2.797775236e-05	0.000314448	5.194199999999997e-05	9.8877544704e-08	2.697971363999997e-09	-0.000111797	-0.000111797	1.2498569209e-08	1.2498569209e-08	0.0	-0.000138344	1.9139062336e-08	0.0	0.0	0.0
6080.589085624415	15.5791640502066	36973563.62821476	242.7103525032497	14929.98860939102	-22.81209289638537	222904559.87654564	520.3915823133157	5575.30045067464	7.656140604022767	31083975.115292847	58.616488948566094	5881.364848556012	9120.762792518646	1.404182	51.966698	0.3089074	0.186623	0.0714551299	-0.0272672322	-0.2039145482	0.0875357489	-0.0871841933	-0.2990019922	0.1383887515	0.1308949651	0.4335397522	0.1453886589	-0.0168322665	0.0757592825	0.0428083006	0.0112485927	-0.2167546592	-0.2763151876	-0.0926172743	-0.0851086854	-0.1463748573	-0.0314179897	0.0579178569	0.2618637762	0.1819477523	0.100038515	-0.1238177225	0.0528645653	-0.0060316231	-0.0487374427	0.0422357221	-0.1205589744	-0.145930553	0.0205203627	0.0403554525	-0.0019401292	-0.0115435593	-0.0061268421	0.2341491714	-0.1213843159	-0.0905155702	0.0106172817	-0.0087274302	-0.0314591278	-0.0535699267	-0.1203522086	-0.1372481154	-0.0697974423	-0.1071528582	0.1513339501	-0.0087789426	-0.0396001035	0.0043997627	0.0227690464	-0.0026570461	-0.1643106355	-0.122412305	-0.0052554705	-0.0919513502	0.0595380881	-0.0024688605	-0.0859758065	-0.0336202789	-0.119698826	0.1402165264	0.0232466043	0.066681759	0.0531423714	0.1488414555	0.0177147941	-0.2902770932	0.4006566684	-0.1510899377	-0.1266817901	0.0460687388	-0.0822117123	0.0012250024	-0.0743010879	0.0599026536	0.0481485706	0.0275931457	-0.0879285701	-0.0424149791	-0.0239479078	-0.1532591817	-0.155634905	0.1795402825	0.027964018	-0.1192148133	0.0241683553	0.0678834345	-0.0231124735	-0.0785249293	-0.0556853816	0.061857851	0.0756552552	0.0732281266	0.1305454489	-0.1277823227	0.0456778807	0.0118074584	-0.0439924408	0.0198630041	0.0334597201	-0.0048371748	-0.0883869263	-0.1104626668	-0.1531550204	-0.0617327616	-0.1380786963	-0.0666453991	-0.0887138796	-0.0317346674	-0.1204773869	0.108516258	0.0644993915	-0.0460706155	0.1244314912	0.1241823917	0.1237675953	0.1231876554	0.1224433458	0.0	0.0	0.0340834	-0.0009411	0.00116167815556	8.856692100000005e-07	0.0664083	0.0559994	0.00313593280036	0.00441006230889	0.173757	0.1441817	0.0301914950489999	0.0207883626148899	-0.00125138	-0.001565828	1.5659519044000002e-06	2.451817325584e-06	-0.000442397	-0.0003306	1.9571510560900005e-07	1.0929636000000001e-07	0.000259276	0.000259276	6.722404417600002e-08	6.722404417600002e-08	0.0	0.0
6094.578391358535	13.989305734119624	37143885.76841439	195.70067492267225	14993.601409513589	63.61280012256793	224808083.22736788	4046.588339433779	5581.410154592554	6.109703917913976	31152139.31378888	37.328481964573385	5913.170678553724	9249.293617823596	1.299944	48.109001	0.29048425	0.180909	-0.1046022852	0.0754321839	-0.1500116087	0.1031366122	-0.0121158117	0.0181280991	-0.0678429082	0.1938093007	-0.0863848217	0.2100228146	0.0203698776	-0.0824548439	-0.0020680656	0.1404203226	-0.0367762747	0.0649330061	-0.0034145289	0.0758824065	0.008486108	-0.0228524322	0.0061951888	-0.1049925084	0.0459946879	0.0860241287	-0.0868980958	0.0114265135	-0.0275652828	-0.0380609907	0.0855061157	0.101088057	-0.0417811553	0.0986278292	0.0146812624	-0.0259154184	-0.0135774607	0.0045607917	-0.1008051519	-0.0204849504	-0.0826022235	0.0279835723	-0.0691309376	-0.0880519551	0.0380808706	0.0085646963	-0.0479908344	-0.0273694555	-0.1255848498	-0.0912135625	-0.0036719167	-0.02291944	0.1771085551	-0.108441482	0.0973764573	0.0418790438	0.0696492387	-0.0117811367	-0.0048214857	-0.0379112893	0.1773646474	0.0759593945	0.149185298	-0.0272981596	-0.0330067184	0.0207597778	-0.1214365758	-0.181140939	-0.0221385004	-0.0999336056	0.0136360566	0.0096299095	0.0317479669	0.1146544058	-0.0401158582	-0.0696741266	-0.0601438815	-0.0130655225	-0.0224570409	0.0861461128	0.1511766908	0.1084947464	0.0193847791	-0.0153498312	-0.0093626344	0.0068088006	0.0378347479	0.0128282618	0.0469503059	-0.0532369676	-0.03579443	0.0157999276	-0.1015413163	-0.0302202567	0.0317816295	0.1250625244	-0.0026041486	0.1255464567	0.1212976232	0.0032224583	-0.0606153572	0.0526529028	-0.0664231843	-0.1491705072	-0.0880596069	0.1012801627	-0.0088982179	0.0607391077	0.1960339532	0.0820730796	0.0069632372	0.1765442031	-0.0455846033	0.137284026	0.0250121049	0.0471790937	0.0259207258	0.1242838566	0.1235925976	0.1224433458	0.12084036	0.1187895802	0.0	0.0	0.0508279	0.0167445	0.00258347541841	0.00028037828025	-0.0870026	-0.1534109	0.02353490423881	0.00756945240676	0.10567	-0.068087	0.0111661489	0.0046358395689999	-0.000328339	0.000923041	1.0780649892099999e-07	8.520046876810002e-07	-0.000368551	7.384600000000002e-05	1.35829839601e-07	5.4532317160000035e-09	0.000211326	-4.795000000000003e-05	2.299202500000002e-09	4.4658678276e-08	0.0	0.0
6064.682985817394	-29.895405541140462	36780379.71846298	893.7352724692519	14889.15401922458	-104.44739028900948	221686907.40819144	10909.257338184674	5570.586958164756	-10.823196427798392	31031439.058475267	117.1415809147079	5896.797333099078	9283.40562298812	1.128755	41.77356	0.1583288	0.113167	-0.0833447936	0.0184365894	0.0230117183	0.1641040492	-0.1530654316	0.0652608642	-0.0357159569	0.1062172392	-0.0136104578	0.0501585836	-0.0157924026	0.0407071338	-0.0457805735	-0.2531650975	0.1112989868	0.0025351834	0.1194125716	0.014621138	-0.0563110153	-0.0060199538	-0.0447710507	0.1192197157	-0.0052221507	-0.1042875258	0.2052753124	0.0403051599	-0.1260511131	-0.1184974629	-0.1017937007	-0.0478600236	-0.2248952954	0.0097064986	0.0481145929	-0.1013780128	0.1572962813	-0.0970731527	-0.0450952624	0.0679592603	0.0077068851	0.1457146193	0.0138842781	0.0447895088	-0.1047169952	0.0775398367	0.1886305028	-0.0045982816	-0.1335546973	0.0308748166	0.0206707714	0.0990759435	-0.0278459879	-0.1112559684	-0.1156622368	0.017778647	0.1206243139	-0.1557456796	-0.1052313116	0.0116645015	-0.0560412375	0.0236820966	0.1259735609	0.0568532585	0.0195952406	-0.0887509527	0.0374818579	-0.0013795955	-0.0173806423	-0.0057080252	0.003845566	0.0062224076	-0.0035860171	-0.1011716949	0.182561272	-0.0326847579	0.2213628723	0.0822960298	0.2228069643	-0.0732817252	0.004959495	0.0354617718	0.0290403788	0.0696179816	-0.2171901038	0.1163320371	-0.0779617815	0.0029094957	-0.0298339256	-0.0295465103	-0.1269333831	0.1645392282	-0.0288571798	0.1243112015	-0.1016729223	0.0772340019	0.0055619245	-0.1087759451	-0.0999179769	-0.0684999874	-0.0198743077	0.037918738	-0.0914293652	-0.1408502092	0.0465883371	-0.1161273584	0.1412155886	-0.104098453	-0.0364885875	0.1000099804	-0.1152966257	0.0361332568	-0.0623172606	0.0746777725	-0.0156724073	-0.0394720501	0.1087236503	0.1240625143	0.1227096555	0.1204658081	0.1173472644	0.1133766681	0.0	0.0	0.0390822	-0.0117457	0.0015274183568399	0.00013796146849	0.0210993	0.1081019	0.01168602078361	0.00044518046049	0.0743439999999999	-0.0313260000000001	0.0055270303359999	0.000981318276	-0.000298801	2.953799999999996e-05	8.9282037601e-08	8.724934439999976e-10	-0.000288262	8.028899999999999e-05	8.309498064400002e-08	6.446323520999998e-09	0.000178049	-3.3276999999999986e-05	1.1073587289999991e-09	3.1701446401e-08	0.0	0.0
6042.937454545064	-21.74553127233048	36517093.079543576	472.8681303159029	14843.652457406071	-45.50156181850798	220334018.2762573	2070.3921279235037	5575.570670137687	4.983711972930905	31086988.29769961	24.83738502913485	5904.538414098676	9121.617099119803	1.113013	41.190968	0.12899057	0.079878	-0.0443129187	-0.1523852399	-0.0141081716	-0.1012061142	-0.1506757592	0.0839975914	-0.0289071913	-0.001378185	-0.0436958535	-0.1030761342	0.1125768778	-0.139831785	0.044361325	-0.0414575803	-0.0129611466	0.1562956918	0.0440609419	-0.0310675802	-0.1063534812	0.1555459287	0.0744754126	-0.0511764961	0.1098354853	0.0341541006	0.0318231904	-0.1307827493	-0.0154835647	-0.0615430468	-0.1429430563	0.1239311774	-0.0360594478	0.1348177259	-0.0694504761	0.1862474871	-0.1036139961	-0.020616553	0.2001070023	-0.0453757068	0.0340287089	0.1002083586	-0.1730684499	-0.1174399596	-0.0054545517	0.1231795956	0.0426186388	-0.0801824138	0.0138388182	-0.2108151459	0.0786245146	-0.1128750728	-0.1007584951	0.194783871	-0.061366364	-0.1778659131	0.09869913	0.0502773456	-0.0773240584	0.059056442	0.0767680629	0.1797663451	-0.1063461169	-0.0385127306	-0.034085609	0.0111321712	0.0498335864	0.0445830193	0.0748822126	0.1017161559	0.0448769727	-0.0233939595	0.0068631642	0.0775549952	-0.110808728	0.2097161088	0.0761637578	0.1007835115	-0.0131446627	0.0585863703	0.1416454654	-0.033711057	0.2161302161	-0.1671621497	-0.1928008542	-0.0393371489	0.0754574395	0.0202092901	0.0844568261	0.0709836981	-0.0099961108	-0.1623922317	-0.103483075	0.0031873297	-0.0070214469	-0.125775031	-0.0493351362	0.0082373011	0.1836312226	-0.1343072322	0.0314424696	0.017905425	0.0225329637	0.0919024807	0.0438485685	-0.2214799841	-0.1926273668	0.0070671013	-0.0257236362	-0.0844607532	0.0857583284	0.0855112213	-0.0552608937	-0.0307166243	-0.0257042773	-0.0155837471	0.0415950662	0.1237675953	0.1215356597	0.1178455331	0.11274149	0.106284769	0.0	0.0	0.0410375	0.0019553	0.0016840764062499	3.8231980900000006e-06	-0.0525954	-0.0736947	0.00543090880809	0.00276627610116	0.0885964	0.0142524000000001	0.00784932209296	0.00020313090576	-8.47456e-05	0.0002140554	7.1818167193600015e-09	4.5819714269160016e-08	0.000182947	0.000471209	3.3469604809000004e-08	2.22037921681e-07	0.000274548	9.6499e-05	9.312057001e-09	7.5376604304e-08	0.0	0.0
6011.507409548211	-31.430044996852303	36138221.33505305	987.8477285041604	14795.437033420309	-48.215423985762754	218904957.00990516	2324.727110126866	5567.951271939139	-7.6193981985479695	31002081.366688672	58.05522890803604	5904.831532595244	9085.390555013011	1.13288	41.92622	0.12316163	0.0827234	-0.0263690864	0.0253361035	0.0046090209	-0.1573106393	0.0893841714	0.1307768176	-0.0237331867	-0.0445400584	-0.0730285697	-0.1241846185	0.100474953	0.0619679066	0.0874214397	-0.0487272543	-0.0945717717	-0.1415520583	0.039373231	0.0048264719	0.0508170356	-0.0368159359	-0.0333198072	-0.0743087746	0.1331022669	-0.1638927352	0.0862334888	0.1582683514	-0.2058303432	0.0725338427	0.0020692352	0.1697458012	0.1549343704	-0.0668921629	0.00399851	-0.0790693622	0.1690346316	0.1210326766	0.0456457627	0.1009794091	0.1651953596	0.0553424487	-0.0507257379	0.1933637818	0.0576991616	-0.0607056858	-0.036962578	0.1713533045	0.0076400955	-0.0530113187	-0.0148280809	0.0889513571	0.0619823908	0.1199019965	0.1414623621	0.0490773524	0.00552392	0.212460321	0.0506799781	-0.1124677502	-0.0072194889	-0.0698470219	-0.0491014509	0.1086646916	0.052377055	-0.0178247977	-0.0109441195	0.0603304212	0.1965779463	0.0320539397	0.0945068255	-0.1261039821	-0.1205026366	0.1091226788	0.0987425743	-0.0650622671	0.2512461806	0.1287209538	-0.2145661822	0.0203065498	0.0888142899	-0.0865168624	-0.1632223333	0.1370663949	-0.0138056128	0.1739255235	-0.0089148207	-0.0215800061	0.07063627	0.0913518087	0.052318734	0.0348902701	0.1389687329	-0.1254629811	0.0469668947	0.0365371469	-0.0731030683	0.018754413	-0.0317166345	0.1298948003	0.1443344688	0.0200169347	-0.0646088121	0.0012022601	0.0041884792	0.0927102302	-0.051331565	0.211674551	-0.0344049052	-0.0079389503	0.0182670442	-0.1186449692	-0.1211812953	-0.1674712955	0.013835583	0.0408192932	-0.1127594614	0.1233992748	0.1200733947	0.1145965013	0.1070667085	0.0976189063	0.0	0.0	0.0415389	0.0005013999999999	0.0017254802132099	2.5140195999999905e-07	0.0236431	0.0762385	0.00581230888225	0.00055899617761	0.104452	0.0158555999999999	0.010910220304	0.0002514000513599	-0.000444914	-0.0003601684	1.9794846739600002e-07	1.2972127635856e-07	-1.63722e-05	-0.0001993192	2.6804893283999995e-10	3.9728143488640006e-08	0.000326383	5.183500000000002e-05	2.6868672250000023e-09	1.0652586268900001e-07	0.0	0.0
6016.17620555644	4.668796008229037	36194376.13630349	21.797656166455397	14826.858620088671	31.42158666836258	219835736.5400977	987.3161087574208	5559.255414278936	-8.695857660202819	30905320.761189666	75.61794044650804	5893.1123841345225	9049.38340801668	1.069267	39.571983	0.085494075	0.0643139	-0.0098332394	0.0528246378	0.0871207536	-0.1135016105	0.0152071298	-0.0406040342	-0.0577489315	-0.1060403213	-0.0508934032	-0.0826586856	0.0415386381	0.0844380179	-0.0335957933	0.1168285286	0.0796720113	-0.0047126706	0.0605823292	-0.1691234469	0.0286813342	-0.0296304004	-0.0593822167	-0.0032102504	-0.1282563036	-0.0329144145	-0.0108661198	-0.08627717	0.1694904098	-0.1025919275	0.1707410068	-0.1090790516	0.1600782539	-0.0269066679	-0.1419869368	0.1397371356	-0.050819625	-0.0593114036	-0.0588928658	-0.0364388938	0.0308354154	-0.0017411957	-0.1030068869	0.0383765249	0.0863965353	-0.0497621175	-0.0338343527	-0.0425147227	-0.0712745861	0.0492554505	-9.7393e-05	0.0555046087	-0.0160856684	-0.0099127526	-0.068860415	-0.0768720767	-0.0299387149	-0.0182646964	-0.0765418425	-0.0487504459	-0.0752135039	-0.071900248	0.0127381497	0.0253515131	-0.0997777604	0.0082130197	-0.2186850142	0.1638390319	-0.0735453342	0.063552139	0.1326392539	-0.111186207	0.0358069755	-0.0546943607	-0.0097543578	0.0872863459	-0.1846208611	-0.1832638298	-0.0872139009	-0.0494924972	-0.0004618463	-0.0402860724	0.1074747034	-0.1464312012	0.1002314942	-0.1144101288	-0.1220719434	-0.0804655453	0.0738753943	0.0388597168	-0.0352269265	-0.0280561736	0.0070441353	-0.0619996822	0.0789473796	0.0694623908	0.1193696262	-0.0151041566	-0.1008290363	-0.0201525979	-0.0486897734	-0.0003223674	-0.0519010238	-0.0897175522	-0.0346659442	-0.0474109534	-0.0322148965	-0.1072128673	-0.0361943912	0.0765075031	0.0466662002	-0.0712249995	-0.0502265779	-0.0243828552	-0.0217256774	-0.227596973	-0.1673051846	0.122957771	0.1183263288	0.1107360475	0.1003767277	0.0875074121	0.0	0.0	0.0427813	0.0012424	0.00183023962969	1.5435577600000114e-06	-0.0399203	-0.0635633999999999	0.0040403058195599	0.00159363035209	0.114098	0.009646	0.013018353604	9.304531600000004e-05	-0.000603653	-0.000158739	3.64396944409e-07	2.5198070121000007e-08	1.48743e-05	3.12465e-05	2.2124480048999999e-10	9.763437622499999e-10	0.000357243	3.085999999999996e-05	9.523395999999972e-10	1.2762256104899998e-07	0.0	0.0
6007.61829574015	-8.557909816290703	36091477.58731178	73.23782042376477	14797.077129076082	-29.78149101258896	218953491.56382647	886.9372069329169	5554.134267105781	-5.121147173154895	30848407.45703867	26.226148369112376	5888.553240974408	9022.261707042006	1.04872	38.811581	0.04510984	0.0223613	0.0104780703	0.0770506748	0.1456478136	-0.0062717997	0.1225337546	-0.0020192253	-0.0280798905	-0.1050143603	-0.0506394053	0.0164240565	-0.1598473966	0.0126043433	0.0264775608	0.0153977908	0.0178342611	-0.0250688891	-0.028412411	-0.0451002039	0.2291507674	0.205099988	-0.0038931523	-0.1234628856	-0.1872058387	-0.2149881173	-0.061158549	0.021926855	-0.0290502509	0.0436561122	0.0403922409	-0.0005566803	-0.0264543553	0.0166873165	-0.1046180941	0.0165971994	-0.0599916529	0.1161535329	0.0375270342	-0.0242511684	-0.025825066	-0.0311076742	0.0385253378	0.0213345435	0.0909712725	-0.1732242579	0.1009952459	0.1133301584	0.0949274789	0.1390573246	-0.0429822107	-0.0094474422	0.0612732321	-0.0792320586	-0.0223171667	-0.1703577468	0.0356797616	-0.0839788931	0.1916594698	0.104047983	-0.1280473119	0.0300921116	0.1443110823	0.1425985992	-0.1400072652	-0.1468542272	0.0705082838	-0.015058707	-0.0374615871	-0.1155231761	0.0841038399	-0.164531535	0.0100060481	-0.0343311185	-0.0941613036	-0.2067329385	0.0557333412	-0.0684622496	0.0166434394	0.0020451969	-0.1389952466	0.0578627446	-0.0414118479	-0.0967907395	0.1573537256	0.0055722727	0.0031157786	0.0961634424	-0.0616217808	0.0752343537	0.1613850137	0.1588553083	0.0351307929	-0.1766266304	-0.0235844026	0.047320881	-0.0945627055	-0.0358557603	-0.0197602738	0.0504732624	-0.073275919	-0.0516815577	0.0557463337	0.0087244842	-0.01471341	-0.1368526936	-0.0387001731	-0.0118291091	-0.0450974276	0.2864338173	0.0618873421	0.0549715174	-0.086984799	-0.0021385381	-0.120391691	0.0963707005	0.0507238318	0.1224433458	0.116298606	0.106284769	0.0927349816	0.0761000269	0.0	0.0	0.0338582	-0.0089231	0.00114637770724	7.962171361000006e-05	-0.0324746	0.0074456999999999	5.543844849e-05	0.0010545996451599	0.117484	0.003386	0.013802490256	1.1464996e-05	-0.000239485	0.000364168	5.7353065225000004e-08	1.32618332224e-07	-9.06195e-05	-0.0001054938	8.211893780250001e-09	1.112894183844e-08	0.000319804	-3.7439000000000005e-05	1.4016787210000003e-09	1.0227459841600001e-07	0.0	0.0
