global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4727.233537451308	n/a	n/a	22346736.917604405	11346.014591820438	n/a	n/a	128732047.1178023	4870.29262825714	n/a	n/a	23719750.28485584	5188.327773636984	8832.438295809861	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.027687	n/a	0.000766569969	n/a	-0.0538444	n/a	n/a	0.00289921941136	-0.172782	n/a	0.0298536195239999	n/a	0.000657412	n/a	4.32190537744e-07	n/a	0.00173953	n/a	n/a	3.0259646209e-06	0.0	n/a	0.0	n/a
4719.06724725756	-8.166290193747955	66.688295528504	22269595.684139043	11345.23082350662	-0.7837683138186549	0.6142927697461374	128714262.43864468	4868.152981992999	-2.139646264140538	4.57808613565056	23698913.45608733	5189.756853165623	8794.840338628399	0.978846	32.203705	0.06616601	0.0337778	-0.1028128515	-0.1427250308	0.1487587504	0.0706020146	-0.0855352223	-0.0509749221	0.1144123702	0.0826219912	0.2488118144	-0.1239093235	0.3602999641	-0.2489761477	0.142359728	-0.1141332575	-0.0212519614	-0.012966816	0.1100832315	-0.0399224332	0.0513846947	-0.1099130567	0.097834369	-0.0344043755	0.0373564773	-0.0378209122	0.0164377325	-0.0190787626	0.020456952	-0.1570090256	0.0887387592	0.1727220978	-0.1123713295	0.0017431555	0.0961380106	-0.140015729	-0.1721123081	0.0128889565	0.0715878426	0.0344392688	-0.1184110764	-0.036515996	-0.151104503	0.1394092999	0.0848426747	-0.3617171364	0.1408533814	0.0598436052	0.1672924688	-0.1714040672	0.0508237334	-0.0578436792	-0.0977110852	0.1684267112	-0.0621304398	0.1408923694	-0.1234549375	0.0460603973	-0.1121666279	0.0372261915	-0.0182867292	0.0235758977	-0.1904831622	0.1010578845	-0.0971777395	0.0351554162	0.0316639554	0.0692251525	-0.1163934903	-0.0590526251	0.14677256	-0.1986351025	-0.0266405484	-0.1062973213	0.0205088139	0.2056457582	-0.1459789582	-0.1220526884	-0.1714685247	0.2255475795	0.0499506821	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.00784809	0.01983891	6.159251664810001e-05	0.0003935823499881	-0.0627584	-0.008914	7.94593960000001e-05	0.00393861677056	-0.196866	-0.024084	0.038756221956	0.000580039056	0.000684948	2.753599999999999e-05	4.6915376270400003e-07	7.582312959999994e-10	0.00166314	-7.638999999999996e-05	5.835432099999993e-09	2.7660346596e-06	0.000162656	0.000162656	2.6456974336000002e-08	2.6456974336000002e-08
4718.755999794936	-0.3112474626241237	0.0968749829899553	22266658.1856007	11296.831299973555	-48.399523533063984	2342.5138782276144	127618397.4200622	4857.545091396977	-10.607890596022116	112.52734289717444	23595744.314954866	5161.806143049632	8698.38751479918	1.263022	41.553013	0.15972769	0.0868699	-0.035964154	0.0447574186	0.0711036326	0.0637639264	0.0227661097	0.0823488234	0.1534675136	-0.0411204355	0.0249335581	-0.001137482	0.2141748139	0.0915561278	0.2766456122	-0.1963937068	-0.062676631	-0.0774640302	0.0995893452	-0.1891814745	-0.0072970278	-0.3045544336	-0.0104675628	-0.0280003013	-0.015908657	0.0847895754	0.0492646268	0.0466099033	0.1024386859	0.0059973891	0.1138636653	-0.1369184112	0.0785894	-0.1296280943	-0.0883802513	0.0524739051	0.1522545668	-0.0511371005	0.0231818616	-0.1256772519	0.0683622666	-0.1696421997	0.1392160192	0.2332393378	0.1359339047	0.0290233416	-0.0261655406	-0.0218761203	-0.0961377679	0.1156260116	-0.0650076282	-0.024269528	0.1945739732	0.1409186284	-0.2666063432	0.1331705151	0.081282175	0.0168927914	0.0613592348	0.0470575118	0.046310709	0.0700564253	-0.0349266595	0.0037440616	-0.0229071385	0.1176928825	-0.1832435978	0.105801669	-0.0757393649	-0.0671252739	-0.0076157124	0.2111007775	-0.0069175785	0.0135141878	0.07071881	0.2152425916	-0.0946725603	0.1933903522	0.0377728843	-0.0579573453	-0.1168815508	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.04319	0.05103809	0.0018653761	0.0026048866308481	-0.0743245	-0.0115660999999999	0.0001337746692099	0.00552413130025	-0.194886	0.00198	0.037980552996	3.920400000000038e-06	-0.000529249	-0.001214197	2.80104504001e-07	1.4742743548089998e-06	0.00145052	-0.0002126199999999	4.520726439999998e-08	2.1040082704e-06	0.000638709	0.000476053	4.07949186681e-07	2.2662645880900003e-07
4740.311902752607	21.55590295767161	464.6569523205555	22470556.935378045	11385.898587878844	89.06728790528905	7932.981774803649	129638686.65346146	4869.930049967931	12.38495857095404	153.38719880424796	23716218.691580657	5181.1978851573385	8837.31787134316	1.27735	42.024395	0.2228932	0.106695	0.1342279598	0.0775615863	0.031292054	-0.1079718052	0.0637139342	0.018903056	-0.0497083744	-0.1703055315	0.0360172385	0.0706558217	0.0123777972	0.0542009263	0.0730260701	0.1781044004	0.0200454133	0.0486744511	0.0633878282	0.0236263002	0.0232683279	-0.0633841998	-0.0992582376	0.0280306458	-0.082042414	-0.1020280517	-0.2414721169	-0.17978757	-0.0547899375	0.0259004336	0.0198132599	0.0795410836	-0.0563286943	0.039752991	-0.1441154704	0.1093698487	0.1761889327	-0.1838839115	-0.048762127	-0.0517755473	0.0089935951	-0.1137350683	-0.0183093848	-0.1201128934	-0.0344174894	0.1567687441	0.0007702234	0.1404754327	0.0802293694	-0.0149478759	-0.0166695337	0.0466959548	0.0337190898	0.0207749474	0.0297405829	-0.078372683	0.1604707519	0.0087291295	-0.2232759278	0.0297407825	0.1165587028	-0.1699605265	-0.0027716066	-0.0416116686	-0.0303136524	0.0450485649	0.1892964326	0.0352136633	0.1065723583	-0.0474011932	-0.106882133	0.2669324246	-0.0525517928	0.011994608	-0.1678306005	-0.0016932466	0.0454482986	-0.0014549557	0.0583313213	0.0269977399	-0.0796647856	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0198026	-0.0233874	0.00039214296676	0.00054697047876	-0.0160869	0.0582376	0.00339161805376	0.00025878835161	-0.127687	0.067199	0.016303969969	0.004515705601	-0.0005272	2.0489999999999528e-06	2.7793984e-07	4.198400999999806e-12	0.000504467	-0.000946053	8.950162788090002e-07	2.54486954089e-07	0.000105427	-0.0005332819999999	1.1114852329000001e-08	2.84389691524e-07
4729.873509354276	-10.438393398330843	108.96005673831696	22371703.414491337	11324.714979074595	-61.18360880424916	3743.433986311396	128249169.35727651	4871.690713673034	1.7606637051030702	3.099936682467271	23733370.40968808	5174.27566536821	8765.987694681908	1.238037	40.73103	0.13257961	0.0583002	-0.1190156853	0.1185917501	-0.1076594248	0.0883139418	-0.0426340705	0.1274033336	-0.0180525595	0.1707074623	-0.0064383496	-0.0189254787	-0.1504486977	0.0507645443	0.0114404427	0.171043735	0.0299166737	-0.088301928	-0.0318075323	0.0310236257	-0.0743670634	0.3264067035	0.0313251792	0.105147224	0.1159985992	0.1799067373	0.0261420444	-0.0236766119	0.0117727162	-0.0104250845	-0.1288994571	-0.2045846604	-0.0931697691	0.0198285999	0.1311870684	-0.0665356448	-0.0473828548	-0.0695652361	-0.0932265847	0.1030861331	-0.0411673085	-0.119254592	0.1378389013	0.1138363193	-0.0024120623	0.1927590977	-0.0268402796	-0.0472457621	-0.0312423882	0.1693168359	0.0208128175	0.1356969781	-0.0900180019	-0.084128161	0.2016950004	-0.0061041583	-0.1153599015	0.0354619076	0.2126455015	0.1332522829	-0.0295511331	-0.0636437969	0.0273091264	-0.043619575	-0.0224739592	-0.0343425585	-0.1012884991	-0.2427796217	-0.0782944954	-0.0091491554	-0.0285734421	-0.1031542943	0.0095889122	0.013622377	-0.0781782496	0.0704764385	0.0636134017	0.2038843263	0.0320971834	-0.1160674677	0.012607756	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.00904269	-0.01075991	8.177024243610002e-05	0.000115775663208	-0.0036422	0.0124447	0.00015487055809	1.326562084e-05	-0.102054	0.0256329999999999	0.010415018916	0.0006570506889999	-0.00127253	-0.00074533	1.6193326009e-06	5.555168089e-07	0.00103469	0.000530223	2.81136429729e-07	1.0705833961e-06	-0.00029386	-0.000399287	8.635369960000002e-08	1.5943010836900004e-07
4734.92537334081	5.051863986534045	25.52132973843965	22419518.29110661	11360.96982179698	36.25484272238464	1314.4136208248462	129071635.2917817	4873.5754421094525	1.8847284364183	3.5522012790437687	23751737.589932345	5190.378741222725	8840.459638582606	1.247263	41.03455	0.11424251	0.0611247	-0.1231352691	-0.1319095839	0.0656966524	-0.1141120939	-0.0079843209	-0.0562964015	0.0496061282	-0.0444046121	0.1696426905	-0.076478808	-0.1373527033	-0.0961048364	0.0938576924	-0.0055063556	0.1226070731	0.1100797078	0.045718124	-0.068880726	-0.1186660884	0.0192152808	-0.0078426004	-0.1083645084	0.0015115879	0.0675170203	0.1324166885	0.0453541009	0.1681405851	0.0951744539	-0.107865941	-0.0174688088	0.1897498289	0.0712397833	0.005229516	0.0530411399	0.0687168287	-0.138081987	-0.070369587	0.1183752199	-0.234459785	-0.0207454913	-0.0898324576	-0.1535817651	0.0374058511	-0.098083423	0.0785661278	-0.0086811667	-0.1208989995	-0.1479475267	-0.0665340872	0.1095953885	0.0938802394	0.0061159568	-0.0572485253	0.068867194	-0.0769605464	-0.0465474765	0.079143459	-0.0582019174	-0.015766009	0.1125969621	0.0086992085	0.1839948043	0.021827821	-0.2209413277	-0.0758903757	-0.0720049121	0.1525868374	0.0130615664	-0.2479893017	-0.0147669957	-0.0290508527	-0.0996349273	-0.0956544033	-0.0175579514	-0.0208377301	-0.0467715755	-0.0270003908	-0.0645851912	-0.1500150568	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0108912	0.0018485099999999	0.00011861823744	3.4169892200999977e-06	-0.0160976	-0.0124554	0.00015513698916	0.00025913272576	-0.14151	-0.0394559999999999	0.0200250801	0.0015567759359999	-0.000409256	0.000863274	1.6749047353599998e-07	7.45241999076e-07	0.000982172	-5.2518000000000096e-05	2.75814032400001e-09	9.646618375839998e-07	0.0	0.00029386	0.0	8.635369960000002e-08
4735.809550113598	0.8841767727872138	0.7817685655364124	22427892.09494716	11361.700631149331	0.7308093523515709	0.5340823094845224	129088241.23185912	4870.219005731871	-3.3564363775813035	11.265665156751105	23719033.163791936	5179.627124499478	8824.377179504072	1.303338	42.879402	0.0774684999999999	0.0443298	0.1374051077	-0.0268815927	-0.0549668785	-0.0177892799	-0.0144783685	0.0084797174	-0.0490850594	-0.1084834561	-0.0383173941	-0.0286739233	0.001030968	-0.055181496	0.0576979662	0.125074726	0.0900719112	0.004470828	0.0006552949	0.0138864562	-0.0593889634	0.0972228383	0.0362103612	0.0003349638	0.0086101977	0.0244151301	-0.0369961021	0.0699681393	0.0292421881	0.0041523922	0.0510479624	0.1218991554	0.0065018601	0.0832029078	-0.2970922743	0.0052185327	0.1358258178	-0.0203711412	0.0219536812	-0.036294207	0.0436828031	0.0657183569	-0.0661529354	0.0637621444	-0.2935024836	0.2022110585	0.2213160659	-0.1456157236	0.0703818711	-0.0108321658	-0.006167213	0.1096584979	0.0465977831	-0.0394997897	0.0821856991	-7.89514e-05	-0.070455253	-0.0083093907	0.0339577233	0.0501080608	0.0562286975	0.1076837051	-0.0506336126	-0.0164429381	0.0578266597	0.0692111439	0.143007679	0.1683692191	0.1625271357	-0.1609077425	-0.0660577037	0.1173917592	-0.0287734102	-0.0008405681	0.0056125551	-0.0269067544	0.2097455527	0.034161808	-0.065333344	-0.1481011538	0.2736743598	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0123664	0.0014751999999999	0.0001529278489599	2.1762150399999982e-06	-0.0160669	3.070000000000156e-05	9.424900000000955e-10	0.0002581452756099	-0.122777	0.018733	0.015074191729	0.0003509252889999	-0.00108346	-0.000674204	1.1738855716000002e-06	4.545510336160001e-07	0.000604093	-0.0003780789999999	1.4294373024099994e-07	3.64928352649e-07	-9.2309e-05	-9.2309e-05	8.520951481e-09	8.520951481e-09
4723.555482889506	-12.254067224092068	150.1621635325675	22311976.39993551	11313.355879141882	-48.34475200744964	2337.2150466618064	127992021.24811418	4874.817423864831	4.598418132959523	21.145449325530947	23763844.916016147	5178.940732993124	8661.574466419868	1.263444	41.566902	0.1006138	0.0461522	-0.1087177489	0.061286307	-0.205336042	0.1069651985	0.098351597	0.201339513	0.0454784072	0.0826141906	-0.0149664185	-0.0161066821	-0.0268460588	0.0474253349	-0.1799791776	-0.1208057135	0.0083541331	-0.0006261284	0.0923777799	-0.0514087064	0.044901387	0.0052131038	-0.0446605353	-0.1036867915	-0.1071327996	-0.0381420432	-0.0316023757	-0.0565668078	0.057561592	-0.1538283154	0.0296370543	-0.1000129845	-0.0230799588	0.1624538579	0.17241463	0.0088003012	-0.0527705294	0.1456379183	0.0178469649	-0.0556658698	0.1597957677	-0.030960176	-0.0596400871	0.0912284342	-0.0593294804	0.0548731971	-0.1676136286	-0.0113425962	0.1189464804	0.1133514829	-0.0357905675	0.0873416814	0.0379802387	0.0399713787	-0.0280243309	-0.0181337408	0.0684825093	-0.1347953352	-0.1192159441	-0.0296429999	0.0224848808	0.0228713485	-0.0793694641	-0.0277495698	-0.1296809903	0.0944402511	-0.0579779826	-0.1261994205	0.048569987	0.1709227082	0.1302064019	-0.0359225831	0.0496041537	0.0558041535	0.048447928	0.04569218	0.0607084758	-0.053392339	-0.059791306	0.106252899	0.160857795	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0198053	0.0074389	0.00039224990809	5.5337233210000026e-05	-0.0492801	-0.0332132	0.00110311665424	0.00242852825601	-0.110506	0.012271	0.0122115760359999	0.000150577441	-0.000659077	0.000424383	4.34382491929e-07	1.801009306890001e-07	0.000656552	5.2459000000000034e-05	2.7519466810000038e-09	4.310605287040001e-07	0.000384663	0.000476972	1.47965623569e-07	2.27502288784e-07
4736.658659540959	13.103176651453396	171.69323835919343	22435935.257004354	11419.998298051849	106.64241890996708	11372.605510968906	130416361.12750712	4874.921457232165	0.104033367334523	0.0108229415189598	23764859.214182574	5197.7262703019815	8943.164003241	1.404945	46.222233	0.1451773	0.0713164	-0.0018605428	-0.1417162076	0.1169393523	-0.2447183468	-0.1334326843	-0.1425114981	-0.0636202185	-0.1006546883	0.1057050859	0.0585658884	-0.0827350448	-0.187747802	0.0043013943	0.047100597	0.1362916124	-0.013504907	0.0513689048	0.0079655343	0.0677787685	-0.0005837378	0.041693464	0.1034493969	0.0465381931	0.0690321727	-0.0714562828	0.125307216	-0.114745492	-0.0581511259	0.0350613599	-0.0422108449	-0.1146951319	-0.1590210143	-0.0177950076	0.0404850208	-0.0989696962	0.0426648715	0.0434894463	0.0511621197	0.1256448468	0.1869761994	0.0889506472	-0.3077441608	-0.0451235462	-0.1676069886	0.0908401722	0.024905504	-0.010015568	-0.218710611	0.0974016003	0.0548406154	-0.0794812657	0.05356897	-0.0511422869	-0.0008904054	-0.0309999674	0.1125086556	-0.0498452233	0.1363039612	-0.0332942226	0.0421835116	0.0543816936	-0.0759275231	0.2293679871	0.0624829762	0.0727490296	-0.1142853934	-0.0858612855	-0.0208722529	0.0413254465	-0.0323067615	-0.0806895448	0.1101951747	0.1121740434	-0.2871563056	-0.0243146043	-0.1189261886	-0.1747926875	-0.0633832271	-0.1306867976	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0095861	-0.0102192	9.189331321e-05	0.00010443204864	-0.0158954	0.0333847	0.00111453819409	0.00025266374116	-0.130743	-0.020237	0.017093732049	0.000409536169	0.000338231	0.000997308	1.1440020936100001e-07	9.94623246864e-07	0.000216425	-0.000440127	1.93711776129e-07	4.683978062499999e-08	0.00019537	-0.000189293	3.81694369e-08	3.5831839848999994e-08
4712.880371082609	-23.77828845835029	565.4070020085146	22211241.392135747	11300.651385187144	-119.3469128647048	14243.685610335438	127704721.72953212	4866.762791423251	-8.15866580891452	66.56382778155083	23685380.06798183	5175.081591479515	8721.056233406787	1.308571	43.051571	0.123466033875	0.0689706	0.1146437212	0.0248806951	-0.0414673512	0.1321166323	-0.0425206483	-0.1161929722	-0.093213354	0.0653446528	-0.1756364159	0.001943135	-0.0851579086	0.1426996905	-0.0298024634	0.0938315633	-0.027332507	-0.0003885576	-0.1555531385	0.0463042101	-0.0389730103	0.1103694423	0.1273078474	0.2433878957	-0.0976598301	0.1796739898	0.0484707267	0.0717873509	-0.1197908546	0.0312358783	-0.1113436439	0.0754865148	-0.040888114	0.016410821	-0.0899900284	0.0212973555	-0.1340945543	-0.1297576799	0.0591454073	-0.1519860347	0.0283278305	0.1500103804	0.0252525204	-0.1846543762	0.0692534695	-0.0116219242	-0.0759922206	-0.0379845502	0.0518734585	0.0243206899	0.0169590993	-0.0628820506	-0.0443957436	-0.1746531938	0.0742054647	-0.1486829911	-0.0931220048	0.1109362209	0.0838537723	0.24631657	-0.1350247946	0.07794225	0.0922689448	-0.0426551075	0.010410131	-0.1603823172	0.0478769817	-0.0148257797	0.0555344632	-0.0764767684	0.1267429424	0.0819709505	-0.0779458355	0.0194353001	-0.0190079384	-0.2081791908	-0.1066071905	-0.1047959524	0.1333489152	0.0448731062	0.1102680139	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.00421618	-0.01380228	1.77761737924e-05	0.0001905029331984	-0.0349372	-0.0190418	0.00036259014724	0.00122060794384	-0.0699451	0.0607979	0.0048923170140099	0.00369638464441	1.39225e-08	-0.0003382170775	1.9383600625e-16	1.1439079151264101e-07	0.000153531	-6.2894e-05	3.955655236e-09	2.3571767961e-08	0.0	-0.00019537	0.0	3.81694369e-08
