global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
5584.103282839083	n/a	n/a	31182209.47341422	11831.377769426528	n/a	n/a	139981499.92288026	5328.838049604845	n/a	n/a	28396514.95891637	5551.012500897338	8736.796734960144	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0105336	n/a	0.00011095672896	n/a	-0.293004	n/a	n/a	0.0858513440159999	-0.377389	n/a	0.1424224573209999	n/a	0.000919215	n/a	8.449562162250001e-07	n/a	-0.00100078	n/a	n/a	1.0015606083999998e-06	0.00237308	n/a	5.6315086864e-06	n/a	0.0	0.0
5529.682293736993	-54.42098910208915	2961.644054849706	30577386.26966841	11596.80899581728	-234.56877360924773	55022.50955254652	134485978.8854686	5291.3208311889575	-37.51721841588733	1407.5416776653954	27998076.1385742	5507.456196375816	8570.218177556273	1.155918	44.983078	0.0996600999999999	0.0465032	0.0125556093	-0.0985754852	0.0002110893	-0.1780190017	0.084152327	0.046776495	-0.033585134	0.1556977712	-0.2696057643	0.0883411426	-0.2307568595	0.2091898215	-0.0504142105	0.1093822936	-0.003154142	0.1049318736	-0.0079469383	0.0913318705	-0.0169447807	0.1007070385	-0.0657876561	0.0418381619	-0.0862281092	0.0120586586	-0.044210516	0.0945418255	-0.1022227065	0.0507770732	-0.0116403727	0.1142745342	-0.0666445066	0.0363908062	-0.0136593986	-0.0247057258	0.113851434	-0.1874218593	0.0998369899	-0.0135833871	-0.2392294942	0.001540826	0.0056232284	0.0577338761	-0.0413586888	-0.1645630485	0.0152038955	0.025422061	0.067777834	-0.0688236288	-0.0225008478	-0.1067199219	0.0228420804	0.0346958591	0.0824141011	-0.1312159847	0.1250495561	0.061280042	-0.0767898303	-0.0075368598	-0.0711212311	0.0292000415	0.1377343978	-0.0877853605	0.0130547048	-0.0752746369	0.0133911662	-0.1185129724	0.0456776888	-0.0106861365	0.0148318857	-0.0753817592	0.1071417718	-0.0208776689	0.0128383327	-0.1251336718	0.0498173084	-0.125838444	0.0365918934	-0.0664002715	-0.076435853	0.0837015853	-0.0855458326	0.2203455578	0.0781365339	-0.1595476834	0.0217204168	0.0970030353	-0.0116862024	-0.04034419	-0.077572066	0.0336406939	0.0566084843	0.0842109815	-0.1497153135	-0.0941681017	-0.112387317	0.0578142556	0.0070278516	-0.1408161049	-0.0300743497	0.0188948313	0.0547920629	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0188725	-0.0294061	0.00035617125625	0.00086471871721	-0.282042	0.0109619999999999	0.0001201654439999	0.079547689764	-0.389057	-0.011668	0.151365349249	0.000136142224	0.00111018	0.000190965	1.2324996324000005e-06	3.646763122500003e-08	-0.000546885	0.0004538949999999	2.0602067102499998e-07	2.99083203225e-07	0.0026807	0.0003076199999999	7.186152489999999e-06	9.463006439999986e-08	0.0	0.0
5512.663162177772	-17.019131559221023	289.65083903007303	30389455.13963184	11429.190698281438	-167.61829753584243	28095.8936688142	130626400.01768294	5285.876487091506	-5.444344097451904	29.640882651459385	27940490.236786835	5500.365533259223	8467.958390218128	1.011226	39.352291	0.0802361499999999	0.0384451	0.0142226057	0.1278359261	0.1001058213	-0.1431016665	0.1043961582	0.0466738214	0.0435736732	0.1919564892	-0.023813711	0.1275765629	-0.1361452923	0.1343960357	0.0551991052	0.0621887281	-0.0127754601	0.0595520967	0.0305393536	0.0395858747	-0.0794048706	-0.0977388433	-0.178792438	-0.0484806498	0.0701648948	-0.0075632894	-0.0393022598	-0.0179443184	-0.0361720564	0.028596281	-0.0563530603	0.1008022117	-0.0064215482	-0.0121472529	0.0264208055	-0.2086399607	-0.0965949483	-0.0014255518	0.1228918254	0.002696292	0.0898422882	0.0544615543	-0.0894332126	0.0423133645	-0.0022419985	0.1679929419	-0.0113103659	-0.0084478745	0.0028358773	-0.1261259318	0.0309737965	-0.0983247389	-0.0425608887	0.0474644778	0.0127572027	-0.0143130075	-0.1756609589	-0.0549585885	-0.0122409021	0.0165150811	-0.0545469819	0.0523591736	0.0683805939	-0.0372978636	0.0720181917	-0.0936548376	-0.1823952673	-0.0409671117	-0.0970964834	0.0371629929	0.0099398656	0.1034831047	0.0550512621	0.0141972079	0.0191535682	-0.1059339356	-0.0029500184	-0.0834158724	-0.18825111	-0.0025498945	0.1499053356	0.0957838722	-0.0166564581	-0.0059267681	-0.0702362142	0.0777867275	0.0091958246	0.0686934153	-0.1087345384	0.021597777	0.1175428531	0.0991254788	-0.0576487417	-0.0574591318	-0.0431135279	-0.0307424413	0.0098393183	0.034734138	0.1074197739	0.0908695358	0.0941246951	-0.0500233335	-0.1455417691	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.0075166	0.0263891	5.649927556e-05	0.0006963845988099	-0.260799	0.021243	0.000451265049	0.068016118401	-0.383521	0.0055359999999999	0.147088357441	3.064729599999984e-05	0.000876439	-0.000233741	7.68145320721e-07	5.463485508100004e-08	-0.000546885	0.0	0.0	2.99083203225e-07	0.00237308	-0.0003076199999999	5.6315086864e-06	9.463006439999986e-08	0.0	0.0
5505.947206604414	-6.7159555733587695	45.10405926332872	30315454.641914945	11435.612258098512	6.421559817074012	41.23643048425962	130773227.71757294	5277.538049962643	-8.338437128863006	69.52953375200114	27852407.868803494	5489.443336578723	8466.02320538533	0.976573	38.003761	0.02933011	0.0207637	0.0295139071	0.0067622043	-0.0498566264	-0.1798954677	-0.0166936691	0.0276952182	-0.0474287397	0.1274535703	-0.1345483291	-0.0766233775	-0.1084548251	0.0717048347	0.0408901858	-0.0488230341	0.0047712548	0.0308007141	-0.0885655983	0.1174811895	0.0666087397	0.0120751143	0.0609816756	-0.0254240141	-0.0066094362	-0.0250987581	0.0786186775	-0.0595906177	-0.145092836	0.1277392913	-0.0075245014	0.0796281654	-0.0719217182	-0.0685305282	0.1471025498	0.0657174671	-0.0096701164	0.0154729448	0.0185228137	-0.0370746623	-0.0175443374	0.0380125567	-0.0036601188	0.0043378344	-0.0259987768	0.1262795892	-0.0666621558	-0.0700387319	-0.0474593554	0.0139162188	-0.0661863616	0.0511711082	-0.0772352003	-0.0249900333	0.0721917651	0.1557304567	-0.0090172025	-0.1774542263	-0.2168709449	-0.0354876658	-0.0673416728	0.007069184	0.0395692847	-0.1459174406	-0.0674717896	0.0755321093	0.1203989138	-0.0779748652	-0.1231047945	-0.0461672588	-0.0490469762	0.0644464775	0.1168812708	0.0188506092	-0.0526720194	-0.053048832	0.0230643907	-0.0562001566	0.051661933	-0.0840302663	-0.0097516193	-0.0189548124	0.137611745	-0.0155227861	-0.0654532706	0.0126132979	0.0059147076	0.0047583875	-0.0876013476	0.0027587065	0.0143674024	0.0158247279	0.0528081574	-0.0568442314	0.1122515808	-0.0287828147	-0.0376900324	-0.072597169	0.1364093275	0.0315929849	-0.0658667584	0.0033878861	-0.157986052	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.00684124	-0.0006753599999999	4.68025647376e-05	4.561111295999998e-07	-0.258251	0.0025479999999999	6.492303999999973e-06	0.066693579001	-0.3766	0.006921	0.14182756	4.790024100000015e-05	0.000492724	-0.0003837149999999	2.42776940176e-07	1.4723720122499998e-07	-0.000546885	0.0	0.0	2.99083203225e-07	0.00237308	0.0	5.6315086864e-06	0.0	0.0	0.0
5495.404483997841	-10.54272260657217	111.14899995912788	30199470.44274358	11382.458783845672	-53.15347425284017	2825.291825147343	129560367.9659455	5280.445436779549	2.9073868169061825	8.452898103119864	27883104.01080596	5495.27626155288	8400.507692844933	0.92632	36.048141	0.11642021	0.0589555	0.1089962939	-0.0603531005	0.0215992318	-0.1578367742	-0.0037271647	0.0244897574	0.0368298099	0.0911222145	-0.1294813088	-0.0127479238	0.0325491854	0.0864960047	0.0396029917	-0.061410448	0.082571422	0.0316191283	-0.1097236146	0.1508072024	-0.007378484	0.0314033965	0.000165095	0.0315202746	0.1246390585	-0.0547589267	-0.0990442661	-0.0165554569	-0.1330148279	0.0966276012	0.0177071042	0.04024486	-0.0380814756	0.0555277402	-0.0534365538	-0.0252419782	-0.001959895	0.1194556683	-0.0878869673	0.0241324139	0.1272140674	-0.0156233849	0.0631737393	-0.0218698767	-0.1340998742	-0.0286818203	-0.139739873	-0.0408331358	0.0040273953	-0.0611821517	-0.0212655403	-0.0259234176	0.0539031799	-0.0808824833	-0.11429972	0.0492003029	0.0143822895	0.1150036036	0.0613499538	0.037377119	-0.1309095837	0.0036755828	0.0488901159	-0.154224669	-0.0188647926	0.0314870219	0.0555127177	-0.0409361848	-0.0269875711	0.0744588695	-0.0398622989	0.0286663092	0.1213491064	0.0748058947	-0.0908661717	-0.0076662051	-0.0064188117	-0.0274244086	-0.0660322032	0.1249795561	-0.0231287879	-0.026567931	-0.0069638003	-0.1133214327	-0.0178288146	0.0731426048	-0.0547602138	-0.1334788604	-0.1420500755	-0.097064886	-0.0639621463	-0.1007543265	0.0035684326	0.0020913227	0.0006632386	-0.0077020824	0.0036986734	-0.0798263898	-0.1127767408	0.1068787774	0.0341199067	0.0931887358	0.1251565915	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0105702	0.00372896	0.00011172912804	1.39051426816e-05	-0.228459	0.029792	0.000887563264	0.0521935146809999	-0.352333	0.0242669999999999	0.124138542889	0.0005888872889999	0.000876439	0.0003837149999999	7.68145320721e-07	1.4723720122499998e-07	-0.000546885	0.0	0.0	2.99083203225e-07	0.00158415	-0.00078893	2.5095312225000004e-06	6.224105448999999e-07	0.0	0.0
5500.017126745003	4.612642747161772	21.276473112944096	30250188.39448836	11395.315411615356	12.856627769684565	165.2928776082243	129853213.33019848	5292.704462754938	12.259025975388797	150.2837178652572	28012720.530066032	5508.747307896999	8447.823402680007	0.968338	37.683292	0.0773423199999999	0.045788	-0.0102572074	0.0012338609	0.0960308122	-0.1538630141	0.0864263134	0.0801209843	0.0136100327	0.1631682062	-0.0468495182	0.0653070542	0.0518118902	0.0175200545	-0.0150262864	-0.0227192884	0.0075184806	0.0017651444	-0.1312934071	0.0351301784	0.000691768	0.0297268062	-0.0946056849	-0.042235426	0.0561484986	0.1560433959	0.0629166269	0.1193203433	-0.0133010544	-0.0548273479	-0.0569268949	0.0784076569	-0.0035964745	0.0907229149	0.0157395249	0.0302871145	0.0296123283	0.1574423057	0.046923595	0.1128582741	-0.050863116	0.0901837231	0.0524435259	0.175817281	-0.045646628	-0.0093750288	0.0579638869	-0.0493072276	-0.1398640271	0.0580082945	0.0188798074	0.0452174328	0.0401870049	0.0288500829	0.0954340012	0.1442779912	-0.0756298898	0.151308044	0.1643949693	-0.1878903298	-0.1198100305	0.0801125682	0.0417614137	-0.0171856678	-0.0366469268	-0.0520138141	-0.0577683853	0.0687253436	0.1189919135	-0.102803468	-0.0593891504	0.0634456894	0.0412620854	0.0414369094	0.0089012836	-0.0792822882	0.0171228112	-0.0566940995	0.0064663047	0.0884537603	-0.0426366454	0.0800269338	0.1796029139	0.0155187846	0.120741339	-0.005328757	-0.0004119148	-0.0068744985	-0.0319343232	-0.0330318275	0.0478769159	0.0725970606	0.0046562834	0.1398530487	0.1494116295	0.1725943025	0.0192408715	0.0584378877	0.1047591447	0.0787005149	0.1309500848	0.1608206436	0.1766840507	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.00238983	-0.00818037	5.711287428899999e-06	6.691845333689999e-05	-0.233907	-0.005448	2.968070400000009e-05	0.054712484649	-0.333697	0.0186359999999999	0.111353687809	0.0003473004959999	0.00010333	-0.000773109	1.06770889e-08	5.976975258810001e-07	-0.000546885	0.0	0.0	2.99083203225e-07	0.0017126	0.00012845	2.9329987600000003e-06	1.6499402500000002e-08	0.0	0.0
5493.917974424374	-6.0991523206294005	37.199659030239005	30183134.70970321	11352.77517554562	-42.54023606973715	1809.6716848689653	128885504.18648487	5289.926780169482	-2.777682585455296	7.715520545541614	27983325.339554265	5503.077541663378	8445.772383751819	1.007994	39.226551	0.17628782	0.0808476	-0.0840597704	0.1158230472	-0.0168730121	-0.1554799681	0.1025761637	0.0214671786	-0.0134763174	0.2177658898	0.0597369225	-0.0542054082	0.0577913018	0.0118335884	-0.0432836613	0.0915210611	0.0133612254	-0.0429388948	-0.0966865439	0.1364692498	0.0001617679	0.1651476234	0.0078134902	-0.0621436097	-0.0867316925	0.0578271257	-0.0020604695	0.2017263452	0.0141787683	-0.103651569	-0.1467595738	0.0339886265	-0.0190768104	0.0552862853	0.0962692504	0.0293963546	-0.0032705074	-0.1202080304	-0.0672717542	0.0149276923	0.133651757	0.2046295599	-0.1197219875	-0.0445402845	-0.0420649773	-0.0169419169	-0.0003237848	0.1706390279	-0.1828392064	0.0035314753	-0.1038244144	0.0727405288	0.100961419	-0.0042224937	-0.0495744921	-0.0498114829	-0.0192494494	-0.0186790712	-0.0251278895	-0.0344531051	-0.0480760611	0.0774513313	0.0068412504	-0.0994533228	-0.0149902782	-0.12829714	0.0308868861	0.1272760465	0.1372717717	-0.123393538	-0.0681619013	-0.1557785377	0.0804181868	-0.1199675067	0.0898195569	-0.044181119	-0.063683625	-0.1840313086	0.0156307923	-0.0508063135	-0.0270779854	-0.0998003066	0.0019230866	0.0307943485	-0.0440569046	0.156522347	0.1711463683	0.0692656891	0.0622831352	-0.0226730995	0.0544988949	-0.1284242379	-0.2179900857	-0.0183528179	0.0708141132	0.0958165432	-0.0795023744	-0.0014258362	-0.0904311784	-0.023568495	0.0236423883	-0.080115911	0.0365181435	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0335547	0.03116487	0.00112591789209	0.0009712491221169	-0.267954	-0.034047	0.001159198209	0.071799346116	-0.34603	-0.0123329999999999	0.1197367609	0.0001521028889999	-0.000864264	-0.000967594	7.46952261696e-07	9.36238148836e-07	0.00023938	0.000786265	6.182126502249999e-07	5.73027844e-08	0.0014916	-0.000221	2.22487056e-06	4.8841000000000033e-08	0.0	0.0
5482.649480116311	-11.268494308063056	126.97896397084946	30059445.32181965	11348.882754336111	-3.892421209508029	15.150942872227947	128797139.7716676	5284.018590745704	-5.9081894237779125	34.90670226724118	27920852.46734622	5498.821930216012	8393.767596419317	1.064725	41.434231	0.2211651599999999	0.107409	-0.0292052742	0.1150031371	-0.1546283443	-0.062744035	-0.0040490973	-0.0879719092	0.0325930742	0.1605495768	0.0200846488	-0.1294245333	-0.0281671967	0.0766179765	-0.0589935306	0.0312821994	-0.0526390092	-0.0083204229	-0.1056265389	0.1807230729	-0.0012442026	-0.1046164795	0.0487673804	-0.022320868	-0.0243559682	-0.07358039	0.1683648932	-0.1585765677	0.1008069975	-0.0332770033	0.0618926752	-0.0308425997	0.0212735471	-0.1116940603	-0.0214567879	-0.1069275288	0.0438019597	0.0571940284	-0.0512453881	0.0143852938	0.1335500719	0.0590996445	-0.050843742	-0.0884342272	-0.0248350654	-0.0508800788	0.1272922523	-0.0289291854	0.1014740711	0.1360318077	0.070714928	0.0757333453	-0.0067609195	0.0935904588	-0.2217058783	0.0399208549	0.0112139331	0.0980396314	-0.0472186285	0.2479880964	-0.0955978201	0.1203089721	0.0435501048	-0.1677811901	-0.0149170458	0.0750430908	-0.0360442513	0.0015781213	-0.0569902962	-0.0896401777	-0.0274994469	0.1059365574	-0.1890153565	-0.0603619204	0.006750047	0.0691852481	0.0262796052	0.178211441	-0.0971875014	-0.1184841719	-0.0581263745	-0.0608035554	-0.0404476066	-0.0624715346	-0.0025540209	0.1082239544	0.0465418556	0.0268750193	0.0769479202	0.2065628519	-0.0075292584	-0.0701177296	0.0154307334	0.0437449288	-0.0129364062	-0.022858396	0.1698423512	0.1001028238	-0.2285711331	0.0417573871	-0.0093158074	0.0161643187	-0.1256422087	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.00998841	-0.0435431099999999	9.97683343281e-05	0.001896002428472	-0.299923	-0.0319689999999999	0.0010220169609999	0.089953805929	-0.306593	0.039437	0.093999267649	0.001555276969	0.000846497	0.0017107609999999	7.16557171009e-07	2.926703199121e-06	-4.394e-05	-0.00028332	8.02702224e-08	1.9307236e-09	0.00136136	-0.00013024	1.8533010496e-06	1.69624576e-08	0.0	0.0
5452.698327648648	-29.951152467662723	897.0715341411789	29731919.052342363	11290.315634994768	-58.56711934134364	3430.107467943189	127471227.13780732	5280.341601536088	-3.676989209616295	13.520249647634664	27882007.4289127	5496.926052619373	8231.41509489787	1.142586	44.464256	0.151247935	0.0734902999999999	0.1813784522	0.0406850871	0.0218836509	-0.061845305	-0.018769577	-0.056077846	0.0881759316	0.0739647469	-0.0259884789	-0.0426067115	0.229180913	0.0953258003	0.022944739	0.124354927	-0.0933524078	-0.0157940468	-0.149250483	0.1041262265	-0.017393709	0.0959915514	0.0626580653	0.012580097	0.09494587	-0.0739373097	-0.0125505447	-0.0953325008	0.1477955637	0.1613162104	-0.0522270879	-0.0612736552	0.1097892808	-0.1005516369	-0.1399381037	-0.0463994135	0.1103767474	-0.0277203785	0.0346625363	0.078345383	-0.0952841628	-0.0734532043	-0.015168829	-0.0136291756	0.0242221492	-0.0825451115	-0.0312410893	-0.1042445259	0.0256482774	-0.0112880928	-0.0130296874	-0.093948431	0.0507902861	-0.1241682842	0.0736624374	-0.088553998	-0.032039444	-0.0238359344	0.0765432747	0.051747725	-0.1027009694	0.1485595759	0.0451714737	-0.0941224945	0.0154369503	0.062795345	0.1598892995	-0.0585295621	-0.0466494452	0.0499694132	-0.0175462967	0.03250602	-0.0202344162	0.0232490326	0.192996356	0.1153059057	-0.0784540989	0.1698785471	-0.0090939576	0.0287744372	0.0168835268	0.0482299254	-0.1507263179	0.0373872346	0.0807219477	0.0105200522	-0.0243690527	-0.0059480632	0.003986205	-0.0604087304	-0.1343542145	0.0882067172	0.0611862636	0.0481691383	0.0039012208	-0.0698677844	-0.099453651	-0.0865391092	0.0385006364	-0.013575611	-0.0303495379	-0.0038411625	0.0184695662	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0320305	-0.02204209	0.00102595293025	0.0004858537315681	-0.238318	0.0616049999999999	0.0037951760249999	0.056795469124	-0.284501	0.022092	0.080940819001	0.000488056464	0.000340188	-0.0005063089999999	1.15727875344e-07	2.56348803481e-07	2.87279e-05	7.266790000000001e-05	5.2806236904100024e-09	8.252922384099998e-10	0.00103016	-0.0003312	1.0612296256e-06	1.0969344000000002e-07	0.0	0.0
5456.7536915362125	4.055363887564454	16.44597626056188	29776160.850094084	11229.2838004615	-61.0318345332671	3724.884826496095	126096814.67130709	5267.8116697698015	-12.529931766286609	156.99919006779825	27749839.788162906	5471.088315373275	8182.34550577061	1.260316	49.045769	0.18536187	0.0905633	-0.0300390546	-0.0940514184	-0.1052547633	0.0938173824	-0.0403036617	-0.1002281222	-0.0593514785	-0.0441505806	0.0555460947	-0.0351829188	0.3374537329	-0.0257749757	0.145105045	-0.0140238832	0.0448625549	-0.1150021705	0.0324320998	-0.0108562462	0.0047193179	0.0069320686	0.0904521825	0.0968370804	0.015483778	0.0145067835	0.0466050673	0.1433611224	0.1604265703	0.1722699701	0.1158259904	-0.0833674626	0.0623956975	-0.0961811428	-0.145561389	0.0614699348	0.0873490596	-0.1133200605	-0.1276954679	0.013337054	-0.0856769486	0.0390680771	0.0568595708	-0.0085127915	0.0340661258	0.0728969455	0.0301135203	-0.0076738286	0.0765688737	-0.0279205759	0.1184521337	0.0317281837	-0.1500418235	0.1778342501	-0.0303312779	0.072497543	0.0586945892	-0.0420542199	-0.0965506367	-0.0564497566	0.0960133792	-0.0261877888	-0.1258993608	-0.0516664075	-0.0336537438	0.0979083242	0.0004440499	0.0118189565	0.1269553565	0.016143589	-0.05769816	-0.1026049078	0.0519826409	0.1421684118	0.1557255685	0.1022893934	0.0178375224	0.1793731111	0.0788923835	-0.0197869869	-0.1171306489	-0.1016648958	-0.1819889563	-0.010503392	0.0466558293	-0.0842427802	-0.0118167916	0.0044901229	-0.0374019078	0.0159199339	0.1152486831	0.0325469471	0.048191184	-0.0120936614	-0.0734824743	-0.0066728064	0.1482422031	0.102331299	0.1103613088	0.0601923721	-0.0367078404	-0.0917401878	-0.0347702404	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0352151	0.0672456	0.00124010326801	0.00452197071936	-0.232591	0.005727	3.279852900000012e-05	0.054098573281	-0.243951	0.04055	0.059512090401	0.0016443025	1.08457e-05	-0.0003293423	1.1762920849e-10	1.0846635056929e-07	0.000347481	0.0003187531	1.0160353875961e-07	1.20743045361e-07	0.00181885	0.0007886899999999	3.3082153225e-06	6.220319160999998e-07	0.0	0.0
