TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
14,14,1,1,1,1,2.550000e+00,1.0,13.0,--,--,--,115.013756,0.0,117.5193,2.5055492,117.52018,2.4444506,119.98102,999.0,119.98121,120.98528,5.9715304,120.98555,121.988686,--
15,15,4,2,1,3,8.500000e-01,1.0,14.0,--,--,--,122.499435,0.0,124.999535,2.500095,125.00025,0.7499051,125.76684,999.0,125.76709,126.77183,4.2723923,126.77215,129.77534,--
16,16,3,1,3,2,1.700000e+00,1.0,15.0,--,--,--,129.80447,0.0,132.31348,2.5090113,132.31401,1.5909888,133.92094,999.0,133.92119,134.92567,5.1212077,134.92587,136.92828,--
17,17,3,1,3,2,2.550000e+00,1.0,16.0,--,--,--,136.93214,0.0,139.444,2.5118558,139.44469,2.4381442,141.90051,999.0,141.90079,142.90543,5.973286,142.90562,144.90872,--
18,18,6,2,3,4,8.500000e-01,1.0,17.0,--,--,--,145.472,0.0,147.97354,2.501543,147.9741,0.7484569,148.74022,999.0,148.74042,149.74533,4.2733307,149.74557,153.74948,--
19,19,1,1,1,1,1.700000e+00,1.0,18.0,--,--,--,153.7737,0.0,156.28702,2.513314,156.28769,1.586686,157.89085,999.0,157.89102,158.89511,5.1214094,158.89539,159.89746,--
20,20,1,1,1,1,1.700000e+00,1.0,19.0,--,--,--,159.90028,0.0,162.4011,2.500814,162.40173,1.599186,164.01816,999.0,164.01848,165.02417,5.123886,165.02443,166.02821,--
21,21,2,1,2,3,1.700000e+00,1.0,20.0,--,--,--,166.0308,0.0,168.53218,2.5013766,168.53268,1.5986233,170.14783,999.0,170.14798,171.15262,5.1218057,171.15283,174.1556,--
22,22,3,1,3,2,1.700000e+00,1.0,21.0,--,--,--,174.15881,0.0,176.66222,2.5034046,176.6628,1.5965955,178.27626,999.0,178.27641,179.28154,5.122723,179.28177,181.28484,--
23,23,5,2,2,2,8.500000e-01,1.0,22.0,--,--,--,181.8148,0.0,184.32585,2.5110455,184.32637,0.7389546,185.08214,999.0,185.08246,186.08807,4.2732806,186.0883,188.09157,--
24,24,6,2,3,4,1.700000e+00,1.0,23.0,--,--,--,188.57433,0.0,191.08961,2.5152905,191.09016,1.5847095,192.69083,999.0,192.69113,193.69576,5.1214213,193.69603,197.69899,--
25,25,1,1,1,1,1.700000e+00,1.0,24.0,--,--,--,197.72298,0.0,200.2362,2.5132365,200.23672,1.5867635,201.84088,999.0,201.84106,202.84647,5.1234913,202.84673,203.84952,--
26,26,5,2,2,4,2.550000e+00,1.0,25.0,--,--,--,204.38574,0.0,206.90001,2.5142608,206.90059,2.4357393,209.35255,999.0,209.35278,210.35718,5.9714327,210.35748,214.36134,--
27,27,2,1,2,1,1.700000e+00,1.0,26.0,--,--,--,214.38385,0.0,216.89607,2.5122278,216.89662,1.5877723,218.50043,999.0,218.50066,219.50558,5.121726,219.50584,220.50954,--
28,28,1,1,1,1,1.700000e+00,1.0,27.0,--,--,--,220.5132,0.0,223.02696,2.5137556,223.02766,1.5862445,224.63138,999.0,224.63159,225.63702,5.1238184,225.63728,226.63954,--
29,29,1,1,1,1,2.550000e+00,1.0,28.0,--,--,--,226.64206,0.0,229.15793,2.515862,229.15845,2.434138,231.61029,999.0,231.61052,232.61597,5.973896,232.6162,233.61905,--
30,30,1,1,1,1,8.500000e-01,1.0,29.0,--,--,--,233.62155,0.0,236.12169,2.5001328,236.1223,0.7498672,236.8877,999.0,236.8879,237.89423,4.2726736,237.89453,238.89867,--
31,31,5,2,2,4,8.500000e-01,1.0,30.0,--,--,--,239.42313,0.0,241.93625,2.5131145,241.93675,0.7368856,242.69081,999.0,242.69102,243.69617,4.2730346,243.6964,247.6992,--
32,32,1,1,1,1,8.500000e-01,1.0,31.0,--,--,--,247.70493,0.0,250.21628,2.5113559,250.217,0.7386442,250.97292,999.0,250.97319,251.97925,4.2743254,251.97946,252.98178,--
33,33,4,2,1,3,8.500000e-01,1.0,32.0,--,--,--,253.55176,0.0,256.06378,2.5120397,256.0643,0.7379604,256.81873,999.0,256.8189,257.8247,4.2729626,257.82495,260.8282,--
34,34,2,1,2,1,8.500000e-01,1.0,33.0,--,--,--,260.83374,0.0,263.34406,2.5103202,263.34467,0.7396797,264.10104,999.0,264.10132,265.10657,4.272826,265.10675,266.10956,--
35,35,4,2,1,3,2.550000e+00,1.0,34.0,--,--,--,266.6784,0.0,269.19168,2.5132818,269.19226,2.436718,271.6453,999.0,271.64548,272.65067,5.972246,272.65088,275.65384,--
36,36,5,2,2,2,1.700000e+00,1.0,35.0,--,--,--,276.0693,0.0,278.57126,2.5019338,278.5718,1.5980663,280.18643,999.0,280.18674,281.19382,5.12449,281.1941,283.19702,--
37,37,3,1,3,2,1.700000e+00,1.0,36.0,--,--,--,283.22177,0.0,285.7355,2.513736,285.73605,1.5862639,287.33902,999.0,287.33926,288.34375,5.1219788,288.34402,290.34622,--
38,38,4,2,1,3,8.500000e-01,1.0,37.0,--,--,--,290.85623,0.0,293.3656,2.5093846,293.3662,0.7406154,294.12283,999.0,294.12314,295.12848,4.272263,295.1287,298.13138,--
39,39,4,2,1,3,8.500000e-01,1.0,38.0,--,--,--,298.54996,0.0,301.0622,2.512222,301.0627,0.737778,301.81726,999.0,301.81747,302.8225,4.2725434,302.82275,305.8249,--
40,40,6,2,3,4,1.700000e+00,1.0,39.0,--,--,--,306.26154,0.0,308.77576,2.514217,308.7763,1.585783,310.37888,999.0,310.37918,311.38736,5.125823,311.38776,315.39157,--
41,41,4,2,1,3,2.550000e+00,1.0,40.0,--,--,--,315.82983,0.0,318.33875,2.5089304,318.33957,2.4410696,320.7972,999.0,320.79745,321.8026,5.972797,321.80283,324.8057,--
42,42,1,1,1,1,8.500000e-01,1.0,41.0,--,--,--,324.8284,0.0,327.33542,2.5070012,327.33624,0.7429989,328.0946,999.0,328.09482,329.09952,4.2711163,329.09973,330.10202,--
43,43,6,2,3,4,2.550000e+00,1.0,42.0,--,--,--,330.68228,0.0,333.18265,2.5003898,333.1832,2.4496102,335.64944,999.0,335.64975,336.65482,5.972544,336.65512,340.65866,--
44,44,4,2,1,3,1.700000e+00,1.0,43.0,--,--,--,341.12524,0.0,343.6286,2.5033624,343.62933,1.5966377,345.24268,999.0,345.24283,346.24802,5.1227937,346.24826,349.2511,--
45,45,3,1,3,2,1.700000e+00,1.0,44.0,--,--,--,349.26938,0.0,351.77548,2.5061033,351.7763,1.5938967,353.38547,999.0,353.38568,354.38995,5.1205916,354.3902,356.39334,--
46,46,6,2,3,4,8.500000e-01,1.0,45.0,--,--,--,356.90067,0.0,359.4058,2.505121,359.40668,0.744879,360.16693,999.0,360.1671,361.17105,4.2703953,361.17126,365.17447,--
47,47,3,1,3,2,2.550000e+00,1.0,46.0,--,--,--,365.18002,0.0,367.68573,2.505708,367.68665,2.444292,370.14676,999.0,370.147,371.15155,5.9715085,371.15176,373.15533,--
48,48,6,2,3,4,2.550000e+00,1.0,47.0,--,--,--,373.7106,0.0,376.21555,2.5049608,376.21613,2.4450393,378.6785,999.0,378.67865,379.68268,5.97208,379.6829,383.685,--
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,--,384.1083,0.0,386.6114,2.503086,386.61197,2.446914,389.07523,999.0,389.07538,390.08047,5.9721766,390.08072,393.08353,--
50,50,1,1,1,1,8.500000e-01,1.0,49.0,--,--,--,393.10382,0.0,395.60782,2.5039973,395.60837,0.7460027,396.37152,999.0,396.37167,397.3766,4.272765,397.37683,398.37952,--
51,51,1,1,1,1,2.550000e+00,1.0,50.0,--,--,--,398.38272,0.0,400.88907,2.5063226,400.88968,2.4436772,403.34995,999.0,403.3502,404.35632,5.973589,404.3566,405.35965,--
52,52,6,2,3,4,1.700000e+00,1.0,51.0,--,--,--,405.88107,0.0,408.3859,2.5048249,408.38638,1.5951751,409.99905,999.0,409.99927,411.0036,5.122527,411.0038,415.0062,--
53,53,3,1,3,2,8.500000e-01,1.0,52.0,--,--,--,415.01218,0.0,417.51572,2.5035267,417.51633,0.7464733,418.27924,999.0,418.2794,419.2838,4.2716265,419.28406,421.28748,--
54,54,6,2,3,4,2.550000e+00,1.0,53.0,--,--,--,421.81622,0.0,424.32974,2.5135396,424.33038,2.4364605,426.78342,999.0,426.78375,427.7893,5.9730926,427.7897,431.79333,435.79724
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,1.700000e+00,1.0,0.0,2.3000175e-06,36.394825,40.3952,40.587467,2.0,41.528355,0.9408876,41.628754,3.1591125,44.790157,1.0,44.7903,45.79731,5.2098413,45.797485,49.79883,--
2,2,6,2,3,4,8.500000e-01,1.0,1.0,--,--,--,49.98227,7.0,51.2286,1.2463286,51.32892,2.0036714,53.333164,8.0,53.33328,54.339287,4.357019,54.339428,58.34131,--
3,3,3,1,3,2,8.500000e-01,1.0,2.0,--,--,--,58.34781,7.0,59.278385,0.9305753,59.3787,2.3194246,61.699142,6.0,61.699253,62.70377,4.3559604,62.703926,64.70517,--
4,4,3,1,3,2,8.500000e-01,1.0,3.0,--,--,--,64.70677,2.0,65.74589,1.039109,65.84621,2.210891,68.058304,3.0,68.05842,69.063324,4.356547,69.06346,71.065,--
5,5,4,2,1,3,1.700000e+00,1.0,4.0,--,--,--,71.24878,2.0,71.8784,0.6296243,71.97875,3.4703758,75.451096,6.0,75.45121,76.45696,5.2081842,76.4571,79.458176,--
6,6,3,1,3,2,2.550000e+00,1.0,5.0,--,--,--,79.461,2.0,80.697845,1.2368413,80.798164,3.7131586,84.51315,2.0,84.51327,85.518936,6.0579333,85.51908,87.521164,--
7,7,4,2,1,3,2.550000e+00,1.0,6.0,--,--,--,87.70616,2.0,88.64501,0.9388527,88.74534,4.0111475,92.75785,6.0,92.757965,93.76242,6.0562577,93.762566,96.76417,--
8,8,6,2,3,4,8.500000e-01,1.0,7.0,--,--,--,96.946396,7.0,97.77918,0.8327824,97.87951,2.4172175,100.29916,7.0,100.29927,101.30428,4.357883,101.30442,105.30627,--
9,9,4,2,1,3,1.700000e+00,1.0,8.0,--,--,--,105.48959,7.0,106.01256,0.5229628,106.1129,3.577037,109.692154,4.0,109.692276,110.69733,5.2077284,110.69747,113.69916,--
10,10,5,2,2,2,2.550000e+00,1.0,9.0,--,--,--,113.88264,2.0,114.41245,0.5298156,114.51281,4.4201846,118.93547,5.0,118.93559,119.94126,6.0586195,119.94141,121.94316,--
11,11,3,1,3,2,2.550000e+00,1.0,10.0,--,--,--,121.945946,2.0,123.39698,1.4510319,123.497314,3.4989681,126.996826,3.0,126.99694,128.00229,6.056342,128.00243,130.0039,--
12,12,2,1,2,1,2.550000e+00,1.0,11.0,--,--,--,130.00548,7.0,131.0464,1.0409166,131.14679,3.9090834,135.05832,5.0,135.05844,136.06313,6.0576487,136.06328,137.06516,--
13,13,2,1,2,3,2.550000e+00,1.0,12.0,--,--,--,137.06674,7.0,138.11273,1.045996,138.21306,3.904004,142.12016,5.0,142.12029,143.12442,6.057688,143.12457,146.126,--
14,14,1,1,1,1,2.550000e+00,1.0,13.0,--,--,--,146.12758,7.0,146.96304,0.835465,147.06343,4.114535,151.17935,1.0,151.17946,152.18416,6.056582,152.18431,153.18622,--
15,15,4,2,1,3,8.500000e-01,1.0,14.0,--,--,--,153.37717,2.0,154.01167,0.6345157,154.11198,2.6154842,156.72922,9.0,156.72934,157.7343,4.3571367,157.73444,160.73616,--
16,16,3,1,3,2,1.700000e+00,1.0,15.0,--,--,--,160.73885,2.0,161.26254,0.5237009,161.36288,3.5762992,164.94116,3.0,164.94127,165.94629,5.2074404,165.94643,167.94815,--
17,17,3,1,3,2,2.550000e+00,1.0,16.0,--,--,--,167.94977,2.0,168.67928,0.7295163,168.7796,4.220484,173.00215,4.0,173.00227,174.00691,6.0571446,174.00705,176.00916,--
18,18,6,2,3,4,8.500000e-01,1.0,17.0,--,--,--,176.19505,2.0,177.64577,1.4507003,177.7461,1.7992997,179.5477,3.0,179.5478,180.55229,4.357227,180.55243,184.55383,--
19,19,1,1,1,1,1.700000e+00,1.0,18.0,--,--,--,184.55664,7.0,185.59576,1.0391362,185.69609,3.0608637,188.75928,4.0,188.7594,189.76431,5.2076764,189.76445,190.76616,--
20,20,1,1,1,1,1.700000e+00,1.0,19.0,--,--,--,190.76775,7.0,191.81255,1.0447989,191.91287,3.0552013,194.97012,3.0,194.97025,195.97426,5.206512,195.97441,196.97583,--
21,21,2,1,2,3,1.700000e+00,1.0,20.0,--,--,--,196.9774,2.0,197.61162,0.6342138,197.71193,3.4657862,201.17915,5.0,201.17926,202.18427,5.206869,202.18442,205.18655,--
22,22,3,1,3,2,1.700000e+00,1.0,21.0,--,--,--,205.18814,2.0,206.01428,0.8261499,206.11461,3.2738502,209.38982,3.0,209.38994,210.39526,5.2071247,210.3954,212.39719,--
23,23,5,2,2,2,8.500000e-01,1.0,22.0,--,--,--,212.58167,2.0,213.11227,0.5306103,213.21263,2.7193897,215.93417,5.0,215.9343,216.93929,4.3576193,216.93942,218.94116,--
24,24,6,2,3,4,1.700000e+00,1.0,23.0,--,--,--,219.1254,2.0,220.16245,1.0370551,220.26276,3.062945,223.32716,1.0,223.32729,224.33226,5.2068644,224.3324,228.33383,--
25,25,1,1,1,1,1.700000e+00,1.0,24.0,--,--,--,228.33662,7.0,229.0628,0.7261798,229.16313,3.3738203,232.53915,2.0,232.53928,233.54497,5.2083445,233.5451,234.54718,--
26,26,5,2,2,4,2.550000e+00,1.0,25.0,--,--,--,234.733,7.0,235.87961,1.1466142,235.98001,3.8033857,239.78516,5.0,239.78528,240.79037,6.0573726,240.79051,244.79308,--
27,27,2,1,2,1,1.700000e+00,1.0,26.0,--,--,--,244.79587,2.0,245.52916,0.7332958,245.62949,3.3667042,248.99884,5.0,248.99896,250.0043,5.208444,250.00446,251.0059,--
28,28,1,1,1,1,1.700000e+00,1.0,27.0,--,--,--,251.00749,7.0,251.52934,0.5218431,251.62973,3.578157,255.21017,4.0,255.21028,256.21494,5.20745,256.2151,257.21628,--
29,29,1,1,1,1,2.550000e+00,1.0,28.0,--,--,--,257.2179,2.0,257.84485,0.6269524,257.9452,4.3230476,262.2706,8.0,262.2707,263.27426,6.056363,263.2744,264.27615,--
30,30,1,1,1,1,8.500000e-01,1.0,29.0,--,--,--,264.27786,7.0,265.21146,0.9335985,265.31177,2.3164015,267.62994,4.0,267.63004,268.63425,4.356409,268.6344,269.63583,--
31,31,5,2,2,4,8.500000e-01,1.0,30.0,--,--,--,269.82086,2.0,270.64734,0.8264787,270.74765,2.4235213,273.17316,5.0,273.17328,274.1778,4.356942,274.17795,278.18118,--
32,32,1,1,1,1,8.500000e-01,1.0,31.0,--,--,--,278.1839,2.0,278.9123,0.7284172,279.0126,2.5215828,281.53616,7.0,281.5363,282.54095,4.357064,282.5411,283.5423,--
33,33,4,2,1,3,8.500000e-01,1.0,32.0,--,--,--,283.72656,7.0,284.56223,0.8356679,284.66257,2.4143322,287.07916,1.0,287.07925,288.08292,4.356362,288.08307,291.0843,--
34,34,2,1,2,1,8.500000e-01,1.0,33.0,--,--,--,291.087,7.0,292.0282,0.9411879,292.1285,2.3088121,294.4398,5.0,294.4399,295.44418,4.3571954,295.44434,296.44672,--
35,35,4,2,1,3,2.550000e+00,1.0,34.0,--,--,--,296.6308,2.0,297.36224,0.7314473,297.4626,4.2185526,301.68326,8.0,301.68338,302.6881,6.057299,302.68823,305.69016,--
36,36,5,2,2,2,1.700000e+00,1.0,35.0,--,--,--,305.87268,7.0,306.71246,0.83978,306.81277,3.26022,310.07516,5.0,310.0753,311.08127,5.208597,311.08142,313.08316,--
37,37,3,1,3,2,1.700000e+00,1.0,36.0,--,--,--,313.08603,2.0,313.9127,0.8266693,314.013,3.2733307,317.28812,4.0,317.28824,318.29333,5.2073092,318.29346,320.29614,--
38,38,4,2,1,3,8.500000e-01,1.0,37.0,--,--,--,320.47943,2.0,321.9292,1.4497569,322.0295,1.8002431,323.83215,7.0,323.83228,324.83694,4.357513,324.8371,327.83917,--
39,39,4,2,1,3,8.500000e-01,1.0,38.0,--,--,--,328.0194,2.0,328.64478,0.6253671,328.7451,2.6246328,331.37115,7.0,331.37128,332.37527,4.3558664,332.37543,335.37714,--
40,40,6,2,3,4,1.700000e+00,1.0,39.0,--,--,--,335.55664,7.0,335.97882,0.4221932,336.07913,3.6778069,339.75882,7.0,339.75894,340.76434,5.207728,340.7645,344.76596,--
41,41,4,2,1,3,2.550000e+00,1.0,40.0,--,--,--,344.94632,7.0,345.57812,0.6318039,345.67844,4.3181963,349.99814,4.0,349.99826,351.0037,6.0573816,351.00385,354.00528,--
42,42,1,1,1,1,8.500000e-01,1.0,41.0,--,--,--,354.0081,2.0,354.6296,0.621527,354.72995,2.628473,357.36017,8.0,357.36026,358.3643,4.3561897,358.3644,359.36517,--
43,43,6,2,3,4,2.550000e+00,1.0,42.0,--,--,--,359.54977,7.0,360.37885,0.8290982,360.4792,4.1209016,364.60214,8.0,364.6023,365.60693,6.0571713,365.6071,369.60886,--
44,44,4,2,1,3,1.700000e+00,1.0,43.0,--,--,--,369.7907,2.0,371.12958,1.3388823,371.2299,2.7611177,373.99316,7.0,373.9933,374.99826,5.2075596,374.9984,378.00018,--
45,45,3,1,3,2,1.700000e+00,1.0,44.0,--,--,--,378.00284,7.0,378.83102,0.8281892,378.93137,3.2718108,382.20514,9.0,382.20526,383.21002,5.207189,383.21017,385.21216,--
46,46,6,2,3,4,8.500000e-01,1.0,45.0,--,--,--,385.41345,7.0,386.4453,1.0318488,386.54562,2.218151,388.76617,9.0,388.7663,389.76996,4.356493,389.7701,393.77216,--
47,47,3,1,3,2,2.550000e+00,1.0,46.0,--,--,--,393.7749,7.0,394.7112,0.9363081,394.8116,4.013692,398.82715,8.0,398.82727,399.83093,6.0560446,399.8311,401.83228,--
48,48,6,2,3,4,2.550000e+00,1.0,47.0,--,--,--,402.02863,2.0,402.76227,0.7336342,402.8626,4.216366,407.08115,1.0,407.08127,408.08475,6.056099,408.08487,412.08615,--
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,--,412.2668,7.0,413.11185,0.8450293,413.2122,4.104971,417.3198,1.0,417.3199,418.32425,6.057441,418.3244,421.32614,--
50,50,1,1,1,1,8.500000e-01,1.0,49.0,--,--,--,421.32904,2.0,422.26117,0.9321269,422.3615,2.317873,424.68015,9.0,424.68024,425.68488,4.3558383,425.68518,426.68716,--
51,51,1,1,1,1,2.550000e+00,1.0,50.0,--,--,--,426.68875,7.0,427.72867,1.0399115,427.82898,3.9100885,431.7422,3.0,431.74228,432.74728,6.058543,432.74744,433.74918,--
52,52,6,2,3,4,1.700000e+00,1.0,51.0,--,--,--,433.93353,2.0,434.66232,0.7288083,434.76266,3.3711917,438.13614,3.0,438.13626,439.14093,5.2074127,439.14108,443.14328,--
53,53,3,1,3,2,8.500000e-01,1.0,52.0,--,--,--,443.14594,2.0,444.59583,1.4499005,444.69617,1.8000995,446.49823,2.0,446.49835,447.5023,4.3563514,447.50244,449.50415,--
54,54,6,2,3,4,2.550000e+00,1.0,53.0,--,--,--,449.6876,7.0,450.0112,0.3235814,450.1115,4.6264186,454.73917,9.0,454.73926,455.7493,6.061694,455.74945,459.75092,463.75317
