TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,2.550000e+00,1.0,0.0,2.4000183e-06,0.0106727,4.193041,6.0,5.0251365,0.832096,6.709987,2.55,9.261045,6.0,9.261196,10.269115,6.076075,10.269317,14.274998,--
2,2,4,2,1,3,1.700000e+00,1.0,1.0,--,--,14.45232,1.0,15.00826,0.5559396,16.971281,1.7,18.672955,6.0,18.673069,19.680395,5.2280755,19.680557,22.69188,--
3,3,1,1,1,1,2.550000e+00,1.0,2.0,--,--,22.69788,1.0,23.141989,0.4441084,25.214272,2.55,27.765785,7.0,27.76591,28.771025,6.0731454,28.771175,29.774885,--
4,4,4,2,1,3,8.500000e-01,1.0,3.0,--,--,29.955795,6.0,30.508497,0.5527023,32.473278,0.85,33.324875,3.0,33.324997,34.329853,4.374058,34.330013,37.34162,--
5,5,3,1,3,2,8.500000e-01,1.0,4.0,--,--,37.344486,6.0,37.808426,0.4639423,39.86127,0.85,40.71258,9.0,40.712704,41.717854,4.373368,41.718,43.724964,--
6,6,2,1,2,1,8.500000e-01,1.0,5.0,--,--,43.726635,1.0,44.69178,0.9651445,46.242447,0.85,47.094173,5.0,47.09429,48.101078,4.374444,48.101242,49.10839,--
7,7,6,2,3,4,2.550000e+00,1.0,6.0,--,--,49.288616,6.0,50.22535,0.936734,51.80717,2.55,54.358883,7.0,54.358997,55.364307,6.075689,55.364456,59.374847,--
8,8,1,1,1,1,8.500000e-01,1.0,7.0,--,--,59.377617,1.0,59.94183,0.5642147,61.89429,0.85,62.745884,8.0,62.746006,63.751392,4.3737755,63.751553,64.75817,--
9,9,5,2,2,2,1.700000e+00,1.0,8.0,--,--,64.93784,1.0,65.42504,0.4872015,67.454155,1.7,69.155495,5.0,69.15561,70.16201,5.2241707,70.16217,72.17482,--
10,10,6,2,3,4,8.500000e-01,1.0,9.0,--,--,72.35168,6.0,73.17496,0.8232758,74.86826,0.85,75.72001,6.0,75.72012,76.72464,4.3729606,76.72481,80.72492,--
11,11,3,1,3,2,1.700000e+00,1.0,10.0,--,--,80.72775,1.0,81.29163,0.5638834,83.2452,1.7,84.945946,2.0,84.94606,85.95107,5.2233253,85.951225,87.95903,--
12,12,2,1,2,3,2.550000e+00,1.0,11.0,--,--,87.96077,6.0,88.725105,0.7643383,90.47746,2.55,93.02878,5.0,93.02889,94.03417,6.0734067,94.03433,97.04206,--
13,13,1,1,1,1,2.550000e+00,1.0,12.0,--,--,97.043755,1.0,97.80916,0.7654072,99.55932,2.55,102.11191,9.0,102.11202,103.118065,6.0743117,103.11823,104.12484,--
14,14,3,1,3,2,8.500000e-01,1.0,13.0,--,--,104.12644,6.0,104.95782,0.8313735,106.64339,0.85,107.4962,9.0,107.496315,108.50157,4.3751273,108.50174,110.50822,--
15,15,3,1,3,2,8.500000e-01,1.0,14.0,--,--,110.51001,1.0,111.15831,0.6483056,113.02707,0.85,113.878296,2.0,113.87841,114.88201,4.3720083,114.882164,116.89158,--
16,16,6,2,3,4,1.700000e+00,1.0,15.0,--,--,117.071205,1.0,118.35838,1.2871768,119.5874,1.7,121.28931,4.0,121.28942,122.29378,5.2225695,122.29392,126.30822,--
17,17,5,2,2,4,8.500000e-01,1.0,16.0,--,--,126.48862,6.0,127.2577,0.7690805,129.00673,0.85,129.85869,5.0,129.85881,130.8642,4.375577,130.86435,134.87505,--
18,18,2,1,2,3,1.700000e+00,1.0,17.0,--,--,134.87822,1.0,136.49255,1.6143363,137.39397,1.7,139.09499,5.0,139.0951,140.09901,5.220798,140.09918,143.10822,--
19,19,5,2,2,2,8.500000e-01,1.0,18.0,--,--,143.28903,6.0,144.22559,0.9365396,145.80531,0.85,146.65805,5.0,146.65817,147.66212,4.3730927,147.6623,149.67474,--
20,20,3,1,3,2,2.550000e+00,1.0,19.0,--,--,149.67749,1.0,150.5249,0.8474105,152.19447,2.55,154.74562,2.0,154.74574,155.75076,6.073271,155.7509,157.75858,--
