TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,2,1,2,1,2.550000e+00,1.0,0.0,2.6002526e-06,0.009652,4.015505,1.0,4.585083,0.5695781,6.5343866,2.55,9.086003,5.0,9.086168,10.092841,6.077336,10.09305,11.102294,--
2,2,3,1,3,2,1.700000e+00,1.0,1.0,--,--,11.103929,6.0,11.602532,0.4986031,13.621295,1.7,15.322614,7.0,15.32273,16.330029,5.2261004,16.330181,18.336142,--
3,3,1,1,1,1,8.500000e-01,1.0,2.0,--,--,18.337801,6.0,18.918474,0.5806729,20.855968,0.85,21.706978,2.0,21.707094,22.714012,4.3762107,22.714163,23.71912,--
4,4,1,1,1,1,8.500000e-01,1.0,3.0,--,--,23.720657,6.0,24.501797,0.7811394,26.239254,0.85,27.092014,2.0,27.09213,28.095827,4.3751698,28.09599,29.102287,--
5,5,3,1,3,2,2.550000e+00,1.0,4.0,--,--,29.103905,6.0,29.53508,0.4311753,31.621357,2.55,34.17294,8.0,34.173054,35.17912,6.075214,35.17927,37.185528,--
6,6,3,1,3,2,1.700000e+00,1.0,5.0,--,--,37.187084,1.0,37.818306,0.6312213,39.705624,1.7,41.407913,3.0,41.40803,42.413647,5.2265654,42.4138,44.418907,--
7,7,4,2,1,3,2.550000e+00,1.0,6.0,--,--,44.602135,6.0,45.08575,0.4836167,47.11942,2.55,49.670506,3.0,49.67063,50.675983,6.073849,50.67615,53.68557,--
8,8,2,1,2,3,1.700000e+00,1.0,7.0,--,--,53.689247,1.0,54.252438,0.5631886,56.20631,1.7,57.90787,5.0,57.908005,58.91327,5.224024,58.91342,61.91888,--
9,9,2,1,2,3,2.550000e+00,1.0,8.0,--,--,61.920555,6.0,62.351807,0.4312511,64.437454,2.55,66.98925,5.0,66.98937,67.993126,6.0725718,67.99329,71.00224,--
10,10,4,2,1,3,1.700000e+00,1.0,9.0,--,--,71.18397,1.0,71.55217,0.3682023,73.70192,1.7,75.40299,8.0,75.40311,76.40761,5.223645,76.407776,79.419,--
11,11,3,1,3,2,2.550000e+00,1.0,10.0,--,--,79.42182,6.0,79.886314,0.4644951,81.938934,2.55,84.4898,9.0,84.48992,85.49505,6.0732293,85.4952,87.50221,--
12,12,6,2,3,4,1.700000e+00,1.0,11.0,--,--,87.69228,1.0,88.435715,0.7434272,90.20927,1.7,91.910934,4.0,91.91105,92.91514,5.2228537,92.915306,96.91883,--
13,13,6,2,3,4,2.550000e+00,1.0,12.0,--,--,97.09907,1.0,97.61835,0.5192831,99.6163,2.55,102.16705,1.0,102.16717,103.17165,6.07259,103.17182,107.1855,--
14,14,3,1,3,2,2.550000e+00,1.0,13.0,--,--,107.18828,1.0,107.618355,0.4300756,109.70568,2.55,112.25668,3.0,112.2568,113.26149,6.073211,113.26166,115.268745,--
15,15,6,2,3,4,1.700000e+00,1.0,14.0,--,--,115.44626,1.0,115.86897,0.4227098,117.963326,1.7,119.66463,2.0,119.6648,120.66917,5.2229104,120.66932,124.68554,--
16,16,6,2,3,4,8.500000e-01,1.0,15.0,--,--,124.863396,1.0,125.43571,0.5723109,127.38032,0.85,128.2329,2.0,128.23302,129.23671,4.3733096,129.23686,133.25214,--
17,17,2,1,2,1,1.700000e+00,1.0,16.0,--,--,133.25491,1.0,133.78505,0.5301417,135.77176,1.7,137.47287,5.0,137.47299,138.47807,5.2231736,138.47823,139.48544,--
18,18,6,2,3,4,1.700000e+00,1.0,17.0,--,--,139.66646,1.0,140.11891,0.4524657,142.18411,1.7,143.88588,3.0,143.886,144.89099,5.2245445,144.89116,148.90211,--
19,19,2,1,2,1,8.500000e-01,1.0,18.0,--,--,148.90503,1.0,149.36897,0.4639533,151.42207,0.85,152.27287,5.0,152.273,153.27751,4.3724875,153.27766,154.28568,--
20,20,5,2,2,2,8.500000e-01,1.0,19.0,--,--,154.46584,1.0,155.00215,0.5363048,156.983,0.85,157.83492,5.0,157.83504,158.8388,4.3729725,158.83897,160.85211,--
21,21,6,2,3,4,8.500000e-01,1.0,20.0,--,--,161.03712,1.0,161.55153,0.5144029,163.55528,0.85,164.40688,1.0,164.407,165.41194,4.3748293,165.41211,169.41948,--
22,22,3,1,3,2,8.500000e-01,1.0,21.0,--,--,169.42236,1.0,170.01923,0.5968528,171.94029,0.85,172.79189,4.0,172.79199,173.79602,4.373651,173.79619,175.80222,--
23,23,4,2,1,3,2.550000e+00,1.0,22.0,--,--,175.98251,1.0,176.60164,0.6191387,178.49928,2.55,181.05055,6.0,181.05067,182.05698,6.074465,182.05713,185.06863,--
24,24,4,2,1,3,1.700000e+00,1.0,23.0,--,--,185.2457,1.0,186.00203,0.7563284,187.7635,1.7,189.4659,7.0,189.466,190.47108,5.2253857,190.47122,193.48569,--
25,25,6,2,3,4,1.700000e+00,1.0,24.0,--,--,193.67169,1.0,194.40204,0.730343,196.18929,1.7,197.89188,1.0,197.892,198.89699,5.225298,198.89716,202.90201,--
