TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,2.550000e+00,1.0,0.0,2.7003698e-06,0.0098722,4.1921887,1.0,4.7353196,0.5431307,6.7082458,2.55,9.2598,4.0,9.259949,10.267956,6.0757675,10.268158,14.26854,--
2,2,1,1,1,1,8.500000e-01,1.0,1.0,--,--,14.27489,6.0,14.851471,0.5765818,16.792137,0.85,17.645342,2.0,17.645458,18.651855,4.3769665,18.652016,19.652462,--
3,3,6,2,3,4,1.700000e+00,1.0,2.0,--,--,19.831186,1.0,20.418587,0.5873993,22.34797,1.7,24.049225,2.0,24.049341,25.055365,5.2241764,25.05553,29.068573,--
4,4,6,2,3,4,8.500000e-01,1.0,3.0,--,--,29.24707,1.0,29.818949,0.5718788,31.764078,0.85,32.615673,2.0,32.61579,33.619473,4.372401,33.61964,37.635326,--
5,5,4,2,1,3,2.550000e+00,1.0,4.0,--,--,37.8164,1.0,38.319023,0.5026245,40.333157,2.55,42.884766,8.0,42.884884,43.890884,6.074488,43.89105,46.90243,--
6,6,6,2,3,4,8.500000e-01,1.0,5.0,--,--,47.08346,6.0,47.551514,0.4680516,49.601177,0.85,50.452774,6.0,50.452892,51.458565,4.3751035,51.458725,55.468555,--
7,7,3,1,3,2,1.700000e+00,1.0,6.0,--,--,55.471657,6.0,56.118687,0.6470278,57.988243,1.7,59.68955,6.0,59.689667,60.69488,5.2232227,60.695045,62.702076,--
8,8,6,2,3,4,2.550000e+00,1.0,7.0,--,--,62.882713,6.0,63.335636,0.4529216,65.40014,2.55,67.95128,7.0,67.95139,68.956894,6.074181,68.957054,72.96852,--
9,9,3,1,3,2,8.500000e-01,1.0,8.0,--,--,72.971214,1.0,73.33541,0.3641962,75.4875,0.85,76.33886,1.0,76.33898,77.34391,4.372694,77.344055,79.35192,--
10,10,5,2,2,2,2.550000e+00,1.0,9.0,--,--,79.53072,1.0,80.86871,1.3379909,82.04816,2.55,84.59984,5.0,84.59996,85.60665,6.0759287,85.60681,87.618515,--
11,11,2,1,2,1,8.500000e-01,1.0,10.0,--,--,87.62127,6.0,88.13609,0.5148258,90.13783,0.85,90.989624,5.0,90.98975,91.99403,4.372767,91.994194,93.00198,--
12,12,5,2,2,4,8.500000e-01,1.0,11.0,--,--,93.180176,6.0,93.618866,0.4386888,95.697876,0.85,96.54878,5.0,96.5489,97.55289,4.372713,97.55304,101.56851,--
13,13,1,1,1,1,2.550000e+00,1.0,12.0,--,--,101.571266,6.0,102.218735,0.6474639,104.08804,2.55,106.63936,4.0,106.63947,107.64497,6.0737076,107.64513,108.65189,--
14,14,1,1,1,1,8.500000e-01,1.0,13.0,--,--,108.65352,1.0,109.16905,0.5155352,111.16996,0.85,112.02175,7.0,112.02187,113.02603,4.372518,113.026184,114.035225,--
15,15,6,2,3,4,1.700000e+00,1.0,14.0,--,--,114.215836,1.0,114.984764,0.7689223,116.73417,1.7,118.43528,4.0,118.435394,119.43987,5.224032,119.440025,123.451836,--
16,16,5,2,2,2,1.700000e+00,1.0,15.0,--,--,123.63096,1.0,124.31869,0.6877297,126.1482,1.7,127.85083,5.0,127.85096,128.85605,5.2250953,128.85622,130.86847,--
17,17,3,1,3,2,8.500000e-01,1.0,16.0,--,--,130.8714,1.0,131.50128,0.6298814,133.38916,0.85,134.24039,3.0,134.24051,135.24606,4.374655,135.24622,137.25183,--
18,18,4,2,1,3,8.500000e-01,1.0,17.0,--,--,137.42992,6.0,138.45204,1.0221301,139.94717,0.85,140.79884,1.0,140.79897,141.80345,4.3735423,141.8036,144.81847,--
19,19,3,1,3,2,8.500000e-01,1.0,18.0,--,--,144.82126,6.0,145.60135,0.7800817,147.34033,0.85,148.19247,6.0,148.1926,149.19702,4.375761,149.19719,151.20177,--
20,20,1,1,1,1,8.500000e-01,1.0,19.0,--,--,151.20338,1.0,151.9022,0.6988329,153.72017,0.85,154.57172,6.0,154.57184,155.57652,4.3731384,155.57668,156.58527,--
21,21,6,2,3,4,8.500000e-01,1.0,20.0,--,--,156.76517,1.0,157.36868,0.6035268,159.28217,0.85,160.13478,4.0,160.13489,161.13896,4.3738084,161.13911,165.15176,--
22,22,3,1,3,2,1.700000e+00,1.0,21.0,--,--,165.15451,1.0,165.7347,0.5801887,167.67218,1.7,169.37447,3.0,169.37459,170.3789,5.224403,170.37906,172.38544,--
