TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,8.500000e-01,1.0,0.0,2.2000168e-06,86.534744,90.534386,90.72033,7.0,91.46062,0.7402863,91.561005,2.5097136,94.072426,6.0,94.07257,95.079544,4.3592143,95.07973,99.08253,--
2,2,2,1,2,1,2.550000e+00,1.0,1.0,--,--,--,99.08868,7.0,99.92816,0.8394781,100.028496,4.110522,104.14029,5.0,104.1404,105.14654,6.057857,105.14668,106.148415,--
3,3,1,1,1,1,8.500000e-01,1.0,2.0,--,--,--,106.14999,2.0,106.677216,0.5272296,106.77756,2.7227705,109.50242,8.0,109.50253,110.50852,4.358539,110.50867,111.510414,--
4,4,2,1,2,1,8.500000e-01,1.0,3.0,--,--,--,111.51199,2.0,112.14349,0.6314992,112.24389,2.6185007,114.86442,5.0,114.86453,115.86919,4.357196,115.86933,116.871414,--
5,5,6,2,3,4,2.550000e+00,1.0,4.0,--,--,--,117.05799,7.0,117.894295,0.8362977,117.99463,4.1137023,122.10989,6.0,122.11001,123.11451,6.056518,123.114655,127.11641,--
6,6,6,2,3,4,1.700000e+00,1.0,5.0,--,--,--,127.29733,7.0,128.12718,0.8298515,128.22751,3.2701485,131.50034,6.0,131.50044,132.50563,5.2082887,132.50577,136.50723,--
7,7,2,1,2,1,1.700000e+00,1.0,6.0,--,--,--,136.51007,2.0,137.24425,0.7341693,137.34456,3.3658307,140.71251,5.0,140.71263,141.71738,5.207293,141.71751,142.7194,--
8,8,3,1,3,2,1.700000e+00,1.0,7.0,--,--,--,142.72105,2.0,145.09395,2.3728917,145.19427,1.7271084,146.9234,2.0,146.92352,147.92917,5.208125,147.92932,149.93054,--
9,9,6,2,3,4,1.700000e+00,1.0,8.0,--,--,--,150.11644,7.0,151.05988,0.9434415,151.16023,3.1565585,154.31827,6.0,154.31839,155.32243,5.2059956,155.32257,159.32527,--
10,10,4,2,1,3,8.500000e-01,1.0,9.0,--,--,--,159.50256,2.0,160.12645,0.6238962,160.22678,2.6261039,162.85425,7.0,162.85435,163.85971,4.35716,163.85986,166.86133,--
11,11,1,1,1,1,8.500000e-01,1.0,10.0,--,--,--,166.86409,7.0,167.69403,0.8299291,167.79436,2.420071,170.21642,3.0,170.21652,171.22153,4.3574314,171.22168,172.22354,--
12,12,4,2,1,3,2.550000e+00,1.0,11.0,--,--,--,172.40776,2.0,173.04323,0.635473,173.14359,4.314527,177.46039,8.0,177.4605,178.4655,6.0577497,178.46565,181.4677,--
13,13,3,1,3,2,1.700000e+00,1.0,12.0,--,--,--,181.47043,7.0,182.4098,0.939374,182.51012,3.160626,185.6714,7.0,185.67152,186.67656,5.206124,186.6767,188.6784,--
14,14,1,1,1,1,2.550000e+00,1.0,13.0,--,--,--,188.68002,2.0,189.11067,0.4306556,189.211,4.5193443,193.73242,8.0,193.73253,194.73822,6.0581975,194.73836,195.74042,--
15,15,1,1,1,1,8.500000e-01,1.0,14.0,--,--,--,195.74197,7.0,196.37636,0.6343747,196.47668,2.6156254,199.09315,4.0,199.09328,200.09853,4.356543,200.09866,201.1004,--
16,16,5,2,2,2,1.700000e+00,1.0,15.0,--,--,--,201.28369,2.0,202.22644,0.9427418,202.32677,3.1572583,205.4854,5.0,205.4855,206.49017,5.206478,206.49031,208.4925,--
17,17,6,2,3,4,8.500000e-01,1.0,16.0,--,--,--,208.67412,2.0,209.41052,0.7364079,209.51085,2.513592,212.02646,2.0,212.02657,213.03154,4.357417,213.03168,217.03342,--
18,18,3,1,3,2,1.700000e+00,1.0,17.0,--,--,--,217.03636,7.0,217.87717,0.8407984,217.9775,3.2592015,221.2384,9.0,221.23853,222.24382,5.207448,222.24396,224.24521,--
