TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,2.550000e+00,1.0,0.0,2.2000168e-06,19.239985,23.23947,23.42807,2.0,24.16944,0.7413685,24.269827,4.2086315,28.48027,1.0,28.480417,29.487556,6.059487,29.48774,33.489017,--
2,2,1,1,1,1,8.500000e-01,1.0,1.0,--,--,--,33.49544,2.0,34.21974,0.7242999,34.32006,2.5257,36.84833,9.0,36.848442,37.854515,4.3590727,37.85466,38.856297,--
3,3,6,2,3,4,1.700000e+00,1.0,2.0,--,--,--,39.0497,7.0,39.785976,0.7362748,39.886387,3.3637252,43.252415,6.0,43.252533,44.257507,5.207809,44.257656,48.25913,--
4,4,6,2,3,4,8.500000e-01,1.0,3.0,--,--,--,48.45325,7.0,50.018597,1.5653448,50.118996,1.6846552,51.805424,7.0,51.80555,52.810165,4.356913,52.81031,56.81241,--
5,5,4,2,1,3,2.550000e+00,1.0,4.0,--,--,--,56.997158,7.0,57.620335,0.6231756,57.720703,4.326824,62.04939,2.0,62.0495,63.054195,6.057039,63.05434,66.05554,--
6,6,6,2,3,4,8.500000e-01,1.0,5.0,--,--,--,66.23908,2.0,66.7693,0.5302186,66.869644,2.7197814,69.590416,2.0,69.59053,70.59519,4.356107,70.59533,74.59741,--
7,7,3,1,3,2,1.700000e+00,1.0,6.0,--,--,--,74.60016,2.0,75.43595,0.8357939,75.536285,3.2642062,78.80344,4.0,78.80355,79.80834,5.208178,79.80849,81.81041,--
8,8,6,2,3,4,2.550000e+00,1.0,7.0,--,--,--,81.99112,2.0,82.81928,0.8281659,82.91961,4.1218343,87.04341,4.0,87.043526,88.04752,6.0564046,88.04767,92.049065,--
9,9,3,1,3,2,8.500000e-01,1.0,8.0,--,--,--,92.05215,7.0,92.88604,0.8338973,92.98636,2.4161026,95.404434,6.0,95.40455,96.408516,4.356373,96.40865,98.41043,--
10,10,5,2,2,2,2.550000e+00,1.0,9.0,--,--,--,98.59495,2.0,99.3193,0.7243464,99.419624,4.2256536,103.64643,5.0,103.646545,104.65521,6.0602665,104.65536,106.65672,--
11,11,2,1,2,1,8.500000e-01,1.0,10.0,--,--,--,106.65945,2.0,107.38635,0.7269067,107.48669,2.5230932,110.01186,5.0,110.01198,111.01568,4.3562284,111.01582,112.01742,--
12,12,5,2,2,4,8.500000e-01,1.0,11.0,--,--,--,112.19787,7.0,113.13531,0.9374421,113.235634,2.312558,115.54988,5.0,115.549995,116.55352,4.355655,116.553665,120.55556,--
13,13,1,1,1,1,2.550000e+00,1.0,12.0,--,--,--,120.55842,2.0,121.38605,0.8276304,121.486374,4.12237,125.61041,6.0,125.61053,126.61522,6.056803,126.615364,127.617485,--
14,14,1,1,1,1,8.500000e-01,1.0,13.0,--,--,--,127.61909,7.0,128.45319,0.834105,128.55351,2.415895,130.9714,4.0,130.97153,131.97519,4.356111,131.97534,132.9774,--
