global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
6245.022064556271	n/a	39000300.586794674	n/a	14443.359112507387	n/a	208610622.4528502	n/a	5314.730218514966	n/a	n/a	28246357.29559613	6310.687219241779	10270.883836335764	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0197954	n/a	n/a	0.00039185786116	-0.0981753	n/a	n/a	0.0096383895300899	-0.0147161	n/a	n/a	0.0002165635992099	0.00138402	n/a	1.9155113604e-06	n/a	0.000655068	n/a	n/a	4.29114084624e-07	0.000895181	n/a	8.01349022761e-07	n/a	0.0	0.0	0.0	0.0	0.0
6151.274276065895	-93.74778849037648	37838175.21939	8788.647846836364	14105.104685071135	-338.2544274362517	198953978.1768157	114416.05768022648	5253.622176434988	-61.10804207997717	3734.19280684826	27600545.972729504	6222.123385449223	9984.007812540764	1.202026	40.787251	0.0974781	0.0535598	-0.0367216922	0.0819833288	-0.0314520631	0.0164118199	-0.0292431777	0.102574943	-0.1420630267	0.1976888456	-0.2710422435	0.0564117113	-0.1375932784	0.0240696455	-0.0343564293	0.0702310052	-0.0730500596	0.1671503806	-0.1013221669	0.1471432864	-0.0426330207	0.0268786197	-0.0606593394	0.1275115881	-0.0762520171	-0.0477746736	-0.1135134227	0.0609262293	-0.0714827559	0.0746871273	-0.0825404336	0.0138748783	-0.0847379581	0.0330522199	-0.0425686439	0.0473291746	-0.1235021493	0.2408217213	-0.0726105853	0.175029645	-0.0249597072	0.0405296565	-0.0366972598	0.0705662855	-0.0837056828	0.0947474439	-0.0449321919	0.0162032853	-0.0438292319	-0.0129026894	-0.0025491189	-0.0064716014	0.0503734631	-0.0569250894	-0.0246226736	0.0503412893	0.070306026	0.1069259238	-0.0752376218	-0.0595330242	0.0207837935	0.1141446834	-0.0115993509	-0.0863823672	0.011243707	0.0040091463	0.1067798074	-0.1472568032	-0.0362636276	0.106680515	0.0466950559	-0.0078190568	0.0257174545	-0.0282033454	0.1349941396	-0.2097161578	0.0052518719	-0.0198289913	0.0505197142	-0.0946762129	0.1407245811	-0.1923562113	0.0420273874	-0.040691442	0.0179973682	-0.2154366631	0.097543763	-0.1296768623	0.0981806726	-0.1177834766	0.0120449637	-0.1036471913	0.0270945167	-0.0135192719	-0.019566805	-0.0097790936	0.0915822413	-0.0206863354	-0.0507297827	0.0287522211	-0.0018068265	-0.0302598598	-0.0049972084	0.0200222835	0.1498007392	-0.060745095	-0.10277062	0.0744239149	0.049270178	0.0102600021	0.0123449489	-0.0613227696	-0.1358474689	0.0554058066	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	0.0313108	0.0115153999999999	0.0001326044371599	0.00098036619664	-0.111194	-0.0130187	0.00016948654969	0.012364105636	-0.0113849	0.0033311999999999	1.1096893439999995e-05	0.00012961594801	0.000675538	-0.0007084819999999	4.563515894440001e-07	5.019467443239998e-07	-1.00168e-22	-0.000655068	4.29114084624e-07	1.0033628223999999e-44	0.000923887	2.870599999999998e-05	8.53567188769e-07	8.240344359999987e-10	0.0	0.0	0.0	0.0	0.0
6116.008517870139	-35.26575819575555	37405560.1906601	1243.6737011214998	13949.911846624776	-155.19283844635902	194600040.52860227	24084.81710503769	5267.082555652376	13.460379217387526	181.18180867587805	27742158.648057565	6228.101159809843	9917.675340147203	1.019409	34.590664	0.07028975	0.0347383	0.0633546038	-0.0017974567	-0.0943341144	-0.0666565043	-0.0452946114	0.0111089367	-0.0161342297	0.0292078991	0.0041489995	-0.0423327276	0.0143636904	-0.0837347013	-0.0667952978	0.0124614278	0.0288334777	0.1453247221	0.0051886528	-0.0678939855	-0.0670570194	0.023628076	-0.1413936374	0.1051371413	-0.0393768717	-0.0849830808	0.0258413918	-0.0126159128	0.0001298252	0.1286899637	-0.0243851598	-0.0110399274	-0.0321608786	-0.0690916338	-0.0562506409	-0.0591056163	0.0971588396	0.1060317541	-0.0537538582	0.034198404	0.1562120054	0.1058005074	-0.0957741195	-0.0674962133	-0.1292825484	-0.0319335982	-0.1737544796	-0.0240774762	0.0312415877	-0.0058339618	0.0027053651	0.1040730066	0.0957683795	-0.0154417745	-0.0320814937	0.0929390823	-0.1209551633	0.0409241619	0.1382362616	0.1190057666	0.0262768184	0.0904387955	0.0777574842	0.0541274009	-0.0934566898	-0.0427398749	-0.2081063516	0.0408200243	0.0378566495	0.0531211778	0.1051906236	0.0099637384	0.0141015922	-0.0428841209	-0.0790737247	-0.0712661171	-0.0430570564	-0.0012255178	-0.0451699404	-0.046465341	0.0850364476	0.040094238	0.0831142578	-0.0735714244	-0.011587327	-0.0799476816	0.1007733567	0.0735302432	-0.0632589922	-0.0082147688	0.1837199013	0.0174131232	-0.1836856059	-0.0486032695	-0.1308588433	0.031702492	0.1095219296	-0.0212047256	0.0673011002	0.0347820618	-0.032299029	0.110482159	0.0094964122	0.1417612696	0.0426743452	0.013163111	0.0305436113	-0.0130918993	0.0316282953	-0.0270634047	-0.0033659378	0.1424939733	-0.2684107567	-0.0366047749	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.0215967	-0.0097141	9.436373881e-05	0.00046641745089	-0.0843769999999999	0.0268170000000001	0.000719151489	0.0071194781289999	-0.0247573	-0.0133724	0.00017882108176	0.00061292390329	0.000346994	-0.000328544	1.20404836036e-07	1.0794115993600005e-07	-0.0	1.00168e-22	1.0033628223999999e-44	0.0	0.0008447059999999	-7.918100000009996e-05	7.135282264358311e-07	6.26963076101583e-09	0.0	0.0	0.0	0.0	0.0
6106.255397226608	-9.753120643531474	37286354.97615908	95.1233622872798	13929.779040343548	-20.132806281228117	194038744.11279443	405.32988875745815	5266.061375324277	-1.0211803280990353	1.0428092624964531	27731402.408682216	6237.087744517286	9744.145509238895	1.039178	35.261471	0.042357	0.0211935	-0.0143474084	-0.1675677726	0.0030424673	-0.0538566082	0.0028379771	-0.0126943739	-0.0625770701	-0.0622972942	-0.0732481724	-0.0784851256	0.096355345	0.033437028	0.0007250777	-0.0079615224	-0.0948430306	-0.0239300155	-0.0654646904	0.0382294364	-0.0200410387	0.0571817917	-0.0150230134	0.1635442494	-0.1082963592	-0.175480831	-0.020344347	0.0197718648	0.014104691	0.0406954632	0.036812659	-0.020197805	0.0581345353	-0.0393962609	-0.083068673	0.2575343287	-0.0357168736	-0.0640978954	0.0601987916	-0.0429545469	-0.0007297083	0.1019456725	0.0077512852	0.0460686958	0.0915556144	-0.1641766474	0.0776215103	-0.0804589019	0.0318936487	-0.2561675196	-0.076434746	0.0159681941	-0.1124292253	-0.0660868121	0.0801143931	0.1275452123	-0.1706030599	-0.0135291711	0.1147724747	-0.0463156154	-0.0569975093	0.052379279	-0.1728206014	0.0027391859	0.0793030334	0.0193686082	0.1178397658	-0.1179174104	-0.0117545879	0.0312648989	0.0340803602	0.0454089974	-0.0492646163	0.0380146934	0.074750405	-0.1008005859	-0.0821311584	0.0033978685	0.0383560524	0.0784543463	-0.019075036	0.1228019674	0.0285131735	0.0448794745	0.0512506479	-0.0737484891	-0.0395642835	0.0466243001	0.0869329087	-0.0041224458	-0.0135940666	0.1085810652	-0.0412308488	-0.033636841	-0.0524112089	0.0717248418	-0.2372141896	0.2474460064	-0.0694388679	0.0760084239	-0.148450928	0.1576566632	-0.1052877136	0.0898523909	-0.0485990977	-0.0175847213	0.0257315558	0.0203419468	0.0082368072	-0.0330092331	-0.0303678449	0.1287964954	0.0687429101	0.1534621084	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.02369	0.0020932999999999	4.3819048899999975e-06	0.0005612160999999	-0.0753845999999999	0.0089923999999999	8.086325775999995e-05	0.0056828379171599	-0.00969455	0.01506275	0.0002268864375625	9.39842997025e-05	0.000653302	0.000306308	4.2680350320400004e-07	9.382459086400005e-08	-0.0	0.0	0.0	0.0	0.000862569	1.786300000009998e-05	7.44025279761e-07	3.1908676900357184e-10	0.0	0.0	0.0	0.0	0.0
6111.562029261633	5.306632035025359	37351190.43751257	28.160343555157382	13891.7486424756	-38.03039786794761	192980680.3457227	1446.3111619943943	5248.855450173473	-17.205925150803523	296.04386029505326	27550483.536815777	6208.050485031729	9783.30899067056	0.994908	33.759285	0.04216185	0.0289182	-0.1279121166	-0.0234127952	0.0646332622	0.0365455827	-0.0104786751	-0.0367711352	0.0282555872	-0.0586593417	0.0113078679	0.0605177539	-0.0345175621	0.0172644997	0.0592399619	0.027717272	-0.134055279	-0.0061891079	0.193478537	0.0164842273	-0.0134025569	0.029441381	-0.0058496953	0.0130839214	-0.0734358123	-0.0366458468	-0.1057318207	0.0026704314	-0.028016415	-0.0194546846	0.0167037577	-0.0171291453	-0.0042283865	-0.007708881	-0.058501636	-0.0292749107	-0.0534138783	-0.0886946594	0.0568239128	-0.0253210028	0.0265876613	-0.0111808623	-0.0550140175	-0.0816779064	-0.0873721257	0.0303066175	0.214043795	0.1057298537	-0.0319107333	-0.032784754	0.0251776835	-0.0004749714	0.0228376195	-0.0524264398	0.0260717078	-0.0192164719	-0.0151604183	-0.0531223981	0.0425783696	-0.1233834189	0.113805579	-0.1470914962	0.1072693337	-0.1202134742	-0.152139164	-0.2143325745	0.0038032582	0.1116486457	0.1301012157	0.0321528221	0.0989975524	-0.0297258011	0.0240339118	-0.0624044571	0.0637193093	0.0130464795	-0.0059233969	-0.0343177715	0.0532344861	0.0236460308	-0.0034987452	0.0374418828	0.0395067019	0.0205739295	0.0430945692	0.1052512879	-0.0431895724	0.0436504063	0.0281070121	0.001477218	0.0798886054	0.1034827516	0.150244327	0.018973563	-0.0414485709	-0.0219430352	0.0156138591	0.0052156727	-0.106762335	-0.1240470437	-0.0773170049	-0.1051130213	-0.180185831	0.0970992725	0.0555042263	-0.0911907825	0.048086343	-0.1055075177	-0.1692034381	-0.0191946185	-0.0452015386	-0.109721243	0.0439425111	-0.1287574765	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0196305	-0.0040595	1.6479540250000006e-05	0.0003853565302499	-0.102709	-0.0273244	0.00074662283536	0.0105491386809999	-0.0107386	-0.0010440499999999	1.0900404024999989e-06	0.0001153175299599	0.000580569	-7.273300000000006e-05	3.37060363761e-07	5.290089289000009e-09	-0.0	0.0	0.0	0.0	0.0007406239999999	-0.0001219450000001	5.485239093758518e-07	1.4870583025024391e-08	0.0	0.0	0.0	0.0	0.0
6116.821089900575	5.259060638942174	37415500.24585246	27.657718804070864	13892.548013303953	0.7993708283520391	193002890.3019556	0.6389937212202251	5265.704261188718	16.84881101524479	283.88243262743424	27727641.366301022	6221.367679133234	9818.53329390152	0.962743	32.66787	0.0220861999999999	0.0161562	-0.0400989874	0.0729754753	-0.0346825351	0.0220747741	-0.0945088322	-0.0368755757	0.0563701463	0.0029020557	0.0145143466	0.0708698981	-0.091014037	0.0639544699	-0.1020574774	0.0218702671	0.018580102	-0.0038897289	-0.0622571741	-0.1269113171	-0.0979908832	0.05454402	0.1142607983	-0.0141878926	-0.14122803	0.0240391346	0.0946841459	-0.0019873356	0.0142582438	-0.1940672166	0.0795307446	0.083873243	-0.0145298334	-0.0890374045	0.0144550455	0.0281066505	-0.0238604275	-0.0630536939	0.0386617099	0.0620611887	0.0728161288	0.0419295198	-0.0911845163	-0.0144635296	0.1167253048	0.0360045741	-0.0555318198	-0.0004996837	0.0992450775	0.113342895	-0.0373481267	0.0178850623	-0.082611274	0.0307775757	-0.0741534707	-0.159337165	-0.0157731112	-0.1966154902	-0.1100164922	0.0930263666	0.1040514887	-0.0261327449	0.0119154178	-0.0238318016	0.2502178187	0.0886108013	-0.0602304997	-0.0463043284	-0.0740583004	0.0061796106	0.0078447178	-0.0332447351	-0.0036214724	0.0392838186	-0.0129763722	0.1552442509	0.105418656	0.1220180876	-0.0188329372	0.0632422791	-0.0251869891	0.0779156644	0.0362927379	0.0821202358	0.0293982294	-0.0764805012	0.0563103711	0.1427632056	0.0428079022	0.0058811164	0.0043356933	-0.0463207938	-0.0340185593	0.0435114335	-0.0120357375	0.0793994393	-0.04915755	-0.1102883743	-0.0460130114	0.1641281567	0.0871142841	-0.15845263	0.0382992173	-0.1230829969	-0.1340108334	-0.0846592624	0.047352853	-0.1679737559	-0.0347241387	-0.0332245052	-0.0497747375	0.0878713477	-0.05658888	-0.0245802954	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.0211912	0.0015607	2.4357844900000054e-06	0.00044906695744	-0.0876011	0.0151078999999999	0.0002282486424099	0.00767395272121	-0.0102268	0.0005117999999999	2.6193923999999976e-07	0.0001045874382399	0.000575063	-5.505999999999957e-06	3.30697453969e-07	3.0316035999999526e-11	1.5539700000000002e-23	1.5539700000000002e-23	2.4148227609000004e-46	2.4148227609000004e-46	0.0008332339999999	9.261000000000002e-05	6.942788987558334e-07	8.576612100000005e-09	0.0	0.0	0.0	0.0	0.0
6104.85359414431	-11.967495756265636	37269237.405936696	143.22095467623598	13852.556416746484	-39.991596557469165	191893319.27914417	1599.3277952153796	5254.964593385492	-10.73966780322644	115.3404645236586	27614652.877735145	6204.47695596514	9767.66566409728	0.972341	32.993534	0.05343515	0.0340474	0.1209941846	0.0202408105	-0.0425666605	0.0548993579	-0.0750416464	-0.058237284	0.1271361134	0.0038838416	0.0136063034	-0.0695024698	0.0456917759	-0.0501949778	-0.0492233681	-0.0526493652	-0.1344848552	0.069589767	0.0670407813	-0.0465248735	-0.1053371412	-0.0090749922	0.0626660119	0.0649259592	0.1030267798	0.1002951677	0.0197653069	-0.1399990349	-0.0342244556	-0.0693158226	0.0616215576	-0.1807656319	0.085602113	0.0547457165	-0.1102452613	-0.003927087	0.075632939	-0.2208104856	-0.1110231548	-0.0390971232	-0.0128418424	-0.0764347188	0.1773012526	0.0638690374	-0.0078954643	0.1820668152	-0.0036682232	0.1023868282	0.0320055158	-0.0602861552	-0.0124453333	-0.0245131661	-0.0574676477	-0.0034282211	0.0375289932	-0.0286055748	-0.048447902	0.1141081866	-0.0042011945	0.0068724293	0.0395137479	0.0673200774	0.0299049361	-0.0386666078	0.0603685769	0.0207456381	-0.0689362364	0.1370246167	0.1474590452	0.1309819629	-0.0257268046	-0.1446324498	-0.0267740161	0.024933674	-0.0045987878	0.0063522053	-0.0058297288	-0.00792608	-0.0179332066	0.1476162747	0.0539579266	0.113824607	0.0056515749	-0.1532772238	-0.0331039717	0.2240586964	-0.0275832906	-0.1752308757	0.1299179137	0.0974653397	-0.0947664309	-0.0901472219	0.1206896178	-0.0166907596	0.0124643322	-0.0061041611	-0.0653740686	0.0420448124	0.0389117986	0.0484618548	-0.0161444993	-0.1014347129	0.0628877533	0.1313838803	0.0309002437	-0.0138286564	0.0279543211	-0.0716373359	0.0500888503	-0.0003669301	-0.0394744901	0.0057537417	-0.037841982	-0.0860440451	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0229321	0.0017409	3.0307328100000003e-06	0.00052588121041	-0.076932	0.0106691	0.00011382969481	0.005918532624	-0.00668105	0.0035457499999999	1.2572343062499996e-05	4.46364291025e-05	0.0	-0.000575063	0.0	3.30697453969e-07	-0.0	-1.5539700000000002e-23	2.4148227609000004e-46	0.0	0.000658709	-0.0001745249999998	4.338975466810001e-07	3.0458975624965086e-08	0.0	0.0	0.0	0.0	0.0
6118.918169114717	14.064574970407191	37441159.5603222	197.8122690982045	13859.342186889407	6.785770142923866	192081365.85329247	46.04667643259698	5268.665817019884	13.70122363439259	187.7235290796381	27758839.491433807	6207.614923391423	9793.164729565451	0.867726	29.443745	0.015082195	0.00859283	0.1325338251	0.0113791075	-0.0352659343	0.0831733544	-0.0878819433	-0.0682708967	0.1279363899	0.0367755806	-0.0021437585	-0.0620995902	-0.0168040434	-0.1464580006	-0.0620333852	0.0491848655	0.0486282825	0.0360836944	0.0782951577	-0.0289282699	0.0208449202	0.0428596231	0.1454000867	0.0301243661	0.0288921548	0.0240806424	-0.0736257581	-0.2202560966	0.0386746195	-0.0230921261	-0.0286498567	0.1134152869	-0.0736870882	-0.1687778167	0.0637778239	0.0049459563	-0.0463284596	-0.0007833717	-0.0816870816	-0.0490361484	0.0611430294	0.0292073583	-0.0663350428	-0.1053062905	-0.0160451171	0.045960795	0.0407853097	-0.1231311018	-0.0006728266	0.14489967	0.0093693082	0.132063971	-0.1070724559	0.0942972792	0.0067815081	0.0445460916	-0.0272195631	0.0221531262	-0.0958633656	-0.0253666766	0.0114400891	-0.0933308248	0.0475513046	0.0421369543	-0.0509107916	0.0960840881	-0.0261145035	0.0765925077	-0.1773947104	0.0210126534	-0.0334842901	-0.1641315489	0.0105971498	-0.063067391	-0.0399448606	-0.0343631512	0.0272581623	0.0749240508	0.0191703468	-0.0858034268	0.085760267	0.1032445624	-0.0223728749	0.0514824292	-0.0129136832	-0.0810717421	-0.0403704314	0.1551341003	-0.0890060119	0.012278093	0.1350280095	0.0273828428	-0.0513595415	0.0853850565	-0.0604151549	-0.0108013862	0.0200797853	-0.0630171324	0.0735783669	-0.0959610358	-0.0380223804	-0.0343744602	0.2270815164	-0.1275749322	-0.0093115543	-0.0693118146	0.0402024968	0.0113239476	-0.1152470333	0.0022708059	0.0272464452	0.0645757702	-0.0038723658	-0.0915769584	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.0227218	-0.0002103	4.422609000000003e-08	0.00051628019524	-0.0787452	-0.0018132	3.2876942400000035e-06	0.00620080652304	-0.0106639	-0.00398285	1.5863094122500003e-05	0.00011371876321	6.36329e-05	6.36329e-05	4.0491459624099994e-09	4.0491459624099994e-09	-0.0	0.0	0.0	0.0	0.000776593	0.0001178839999999	6.03096687649e-07	1.389663745599999e-08	0.0	0.0	0.0	0.0	0.0
6119.828097413589	0.9099282988718188	37452295.941892825	0.8279695090877618	13897.303419338165	37.96123244875707	193135042.32914823	1441.055169028567	5266.461010956907	-2.2048060629776955	4.861169775343206	27735611.579929244	6218.772995847573	9865.730388350768	0.970701	32.937897	0.056434645	0.031685	0.1901851326	-0.0221393452	0.0318868267	0.0373689362	0.0462330396	0.0154437585	0.1091793027	0.0918605405	0.0117153609	-0.0799510337	0.1387681608	0.0272694538	0.015626388	-0.0249272883	-0.0259759446	-0.0762796013	-0.0367297231	-0.0944460253	-0.0789931429	-0.1001188595	0.0321471186	0.0776407353	0.0279731232	0.044604852	0.1072852498	-0.0965357586	-0.0820843489	-0.0983866257	0.0047476545	-0.0564158238	-0.1038356454	-0.0040239298	0.0491399285	-0.0984937592	0.0608360116	0.0253847926	0.0523102922	-0.0167820425	0.006486725	-0.1356757657	-0.071468513	0.0951424596	0.0522127217	0.1073513181	0.0173016874	-0.1728367728	-0.1304335769	0.0124726337	-0.0423726139	0.1398838267	0.0071870205	0.0194733652	-0.0592688999	-0.0163310193	0.1090819964	-0.1373069868	0.1136291748	-0.0182844613	-0.1883768484	-0.0103062159	-0.1882196556	0.0950657665	-0.0936160563	-0.0890720621	-0.0631192137	-0.037764545	-0.0610466313	-0.0286834701	0.0470782073	-0.1189906701	0.011515577	0.1156239243	-0.0947858193	0.081847492	0.0611698342	-0.0719610157	-0.0187199689	0.0847573169	0.0401989417	0.0312800988	-0.0159303221	-0.0110025914	0.0558896179	-0.0242331351	-0.0149119611	0.0090729594	-0.0938709295	-0.0334611011	-0.113505297	-0.0840891672	0.0351889635	0.1100018197	-0.0859033073	0.1694671799	0.0944442324	0.0887131597	-0.0264302261	-0.0205359635	0.1266951322	0.1568448317	-0.0998081876	-0.2343069665	-0.1745881159	0.0177850533	-0.0284619882	0.1569950202	-0.0764843534	0.1254224561	-0.0289718517	-0.0051384618	0.0069804634	-0.0461734821	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.0233757	0.0006538999999999	4.275852099999986e-07	0.00054642335049	-0.050829	0.0279162	0.00077931422244	0.002583587241	-0.0136584	-0.0029944999999999	8.967030249999993e-06	0.0001865518905599	-0.000156602	-0.0002202349	2.4524186404e-08	4.850341117800999e-08	-0.000100258	-0.000100258	1.0051666564e-08	1.0051666564e-08	0.000599685	-0.000176908	3.59622099225e-07	3.1296440464000015e-08	0.0	0.0	0.0	0.0	0.0
6109.629352634441	-10.198744779148	37327570.826572336	104.0143950701986	13878.432976445449	-18.8704428927158	192610901.88168848	356.09361496724824	5255.446614418696	-11.014396538210349	121.31693110094012	27619719.11700494	6210.884246315539	9799.59871043916	0.900595	30.559046	0.04542302	0.0225071	0.1672575684	-0.0524492068	0.0537732697	-0.0473400496	0.0711733704	0.0327485737	0.1218719128	0.0312797067	0.1139853109	-0.0263266465	0.1773605529	-0.0419159759	-0.0029669098	-0.0651140429	0.0370076747	-0.0803669492	0.1010943235	-0.0180686988	0.0421689449	-0.054167529	-0.1018058123	-0.0680015486	0.1051135005	0.1173091513	-0.0137639821	0.0336592285	-0.0183220743	-0.0986732668	0.0657874832	-0.0921824042	0.0167811291	0.0842584321	0.0946276033	-0.0022943342	-0.0063547498	-0.020469401	0.038010686	0.0275964724	0.0257643887	-0.0014674287	0.1492959948	-0.0068255009	0.0097507133	-0.1615037503	-0.1410444991	-0.1119113802	0.0657120969	0.0294471672	0.1250757163	-0.1507606588	0.1110139283	-0.0625418571	0.1836173885	0.0917496351	0.0145512678	-0.1232663168	-0.0453704675	0.0061328885	-0.0536652065	-0.1235388373	-0.1246962438	-0.0384426542	-0.0346015241	-0.0352527159	0.174706565	-0.0811041639	-0.1576007171	0.0933983383	-0.1960231962	-0.0401126881	0.0181146282	0.0086404858	0.0241889408	0.1522782547	-0.0457461347	-0.1175723205	-0.0081472458	0.081256781	-0.161864956	-0.0072238598	-0.0593148194	0.0374781135	-0.0496470185	0.0807029758	0.0511246598	0.002195256	0.0522827085	0.0838895078	-0.0850007457	0.0426461349	-0.2156126673	-0.1190495714	0.0181021422	-0.1543044914	-0.0441133953	-0.0408380808	-0.0768998516	0.0386030023	0.0311261486	0.1753589226	-0.006884929	-0.1116130125	0.0805779663	-0.018156376	0.0142388871	0.0723077467	0.0447685136	0.109321306	0.0384218714	-0.143746064	0.1607303673	-0.0201116338	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0205865	-0.0027891999999999	7.779636639999993e-06	0.00042380398225	-0.059935	-0.009106	8.291923600000006e-05	0.003592204225	0.00251687	0.01617527	0.0002616393595728	6.3346345969000005e-06	-0.000142006	1.4595999999999994e-05	2.0165704036e-08	2.1304321599999978e-10	0.000114287	0.000214545	4.6029557025000016e-08	1.3061518369e-08	0.000481775	-0.0001179099999999	2.3210715062500003e-07	1.3902768099999998e-08	0.0	0.0	0.0	0.0	0.0
