global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
5338.30806319669	12.897458430158622	28497532.977590792	166.3444339576697	13494.1813102528	52.04413917534112	182092929.23397595	2708.592422502276	4559.200366358391	4.007817555543625	16.062601558523674	20786307.980602488	5708.571115589614	8883.104416834025	0.895148	33.913242	0.077885785	0.0432261	0.1022803282	-0.181517399	-0.1614335537	-0.0024062657	-0.0437777794	-0.1671179833	0.0286602592	0.1134844958	0.111942164	0.2655844487	-0.0068110551	-0.0756451295	-0.0291473308	0.1044538292	-0.0296419719	0.0110394327	-0.0620883241	-0.0853166792	-0.0429608951	0.0358076359	0.0791677591	-0.0769516359	-0.0719150156	0.1611344159	0.0718006174	0.0412011896	0.1033944103	-0.0419874116	0.0350254615	0.0986570733	-0.0124145291	0.0113234616	0.0971303174	-0.0444954756	0.1202016169	0.0333276321	0.12461004	0.0893304235	-0.0536183423	-0.165687692	-0.0992678409	0.1621200565	-0.0915922665	-0.052107871	0.0068825072	-0.1755615637	-0.1552008465	-0.0929068984	-0.0210957781	0.0897047438	0.0663905725	0.0385798579	-0.1318783896	-0.0445228892	-0.053194137	-0.089527529	0.0192212331	0.1647481453	0.099810469	-0.0193329782	-0.1288418116	0.0645486952	-0.0234027733	0.02642974	-0.0633698807	0.067826191	0.1710997862	0.0145251074	0.0755211888	0.143374307	0.0162411947	0.0538999607	0.0738983767	0.1391603506	0.1174644996	0.0837748356	0.0415312705	-0.0049528805	0.0	0.0263949	0.0066576999999999	4.432496928999999e-05	0.0006966907460099	-0.0191798	0.0332926	0.00110839721476	0.00036786472804	0.124936	2.8000000000000247e-05	7.840000000000137e-10	0.015609004096	-0.00202919	-0.00053709	4.117612056100001e-06	2.884656681000003e-07	-0.000871088	0.000103257	1.0662008049000011e-08	7.58794303744e-07	-0.000162814	-0.0001178027	2.6508398596e-08	1.387747612729e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5326.844321552087	-11.463741644602123	28375270.42605172	131.417372494185	13499.304649877951	5.123339625151857	182231226.0302165	26.24860891465117	4558.793195196223	-0.407171162168197	0.1657883553014002	20782595.396567386	5736.606440301829	8891.430731511133	0.978901	37.086281	0.14831384	0.0820933999999999	0.1158607292	-0.1299783182	-0.0451068203	-0.1703920602	-0.0631747792	-0.1247782432	-0.0531520132	-0.026263949	-0.0964155064	0.138697661	-0.0080447969	0.0080764703	-0.063923731	0.1219394282	0.0646636361	0.0572559908	0.0258202115	-0.1466692986	-0.0281323432	-0.1138126513	-0.0392068344	-0.0878847347	-0.0658384181	0.1416077281	-0.1580519795	0.0921606867	0.0130954033	0.0309399477	0.1914419065	-0.0025684262	0.0809649555	0.147351688	0.1052753352	0.1376511555	0.2142863118	0.0807911382	-0.1225137347	0.021059153	0.0071774737	0.0422781213	0.0001472459	-0.1760033989	0.0616982031	0.124084079	-0.0227390407	-0.1153080896	-0.0298997355	0.0372314708	0.0676987626	0.0859231745	0.102974522	-0.00657582	-0.0190328639	-0.1374406117	0.0901100318	0.0609819146	-0.0345495654	0.1561949111	0.0587563323	-0.012395582	0.0009111144	0.0140086628	0.2555584739	0.048107746	-0.0536268356	-0.0779256112	0.1668891636	0.1372097488	-0.0072499357	-0.1364494536	-0.2026867869	0.0689913332	-0.0120867907	0.1375186448	0.1112696897	0.0711681327	0.0222064467	-0.0295198472	0.0	0.0122551	-0.0141398	0.0001999339440399	0.00015018747601	-0.00265306	0.01652674	0.0002731331350276	7.0387273636e-06	0.139575	0.014639	0.0002143003209999	0.019481180625	-0.000656978	0.001372212	4.3162009248400004e-07	1.8829657729440008e-06	-0.000183134	0.000687954	4.732807061159999e-07	3.3538061956e-08	-0.000162814	0.0	2.6508398596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5319.196553847039	-7.647767705048864	28293851.97845821	58.488350870388366	13464.254569640596	-35.05008023735536	181286151.11608768	1228.5081246450488	4554.59907896422	-4.194116232002671	17.59061096754828	20744372.77010172	5724.173499321313	8880.263680690974	0.8971599999999998	33.989498	0.14097207	0.094144	0.0469980443	-0.1698966706	0.104513383	-0.1183860844	-0.0276782191	-0.1339052502	0.0034107449	-0.0967773202	0.0380169478	0.1304372285	0.0712006103	0.1237846591	-0.043358253	0.1364517758	0.0329015926	-0.0422618717	-0.0798841417	0.0183810022	-0.0039947731	-0.0311359882	-0.0195715737	0.0543040815	0.0479171825	-0.1254940357	-0.1017366331	0.024464232	-0.0722402499	0.1956186553	0.1231984399	-0.0436308002	0.0645311861	-0.1013349731	-0.2454294046	-0.0138590738	0.044411359	-0.0097500374	0.0074747223	-0.1175436787	0.0096802768	-0.1094391373	0.0442627099	0.0697583412	-0.021751711	0.0996310751	0.0002143474	-0.1221214673	-0.0613657073	0.0796639031	0.0239119964	0.0255893051	0.0663916729	-0.0118244063	-0.0198853465	0.0886956252	0.0507244858	0.0088309923	-0.0062225587	-0.0186358228	-0.0542240961	-0.0016996653	0.1313715928	-0.1987135835	0.0705053626	-0.2077858509	0.2453190947	-0.0084473776	-0.0154642159	0.0367451669	0.0483837751	-0.0090487006	0.047501323	-0.104580201	0.0566976231	0.1357200277	0.1045671817	0.0578311484	0.0024767935	-0.0532466671	0.0	0.00967214	-0.00258296	6.671682361600002e-06	9.355029217959998e-05	0.0872519999999999	0.0899050599999999	0.0080829198136035	0.0076129115039999	0.135369	-0.004206	1.769043600000013e-05	0.0183247661609999	-0.00122507	-0.000568092	1.5007965049e-06	3.22728520464e-07	-0.000500603	-0.0003174689999999	1.0078656596099998e-07	2.50603363609e-07	-0.000162814	0.0	2.6508398596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5338.454228276791	19.257674429752115	28499093.547406346	370.8580244423284	13516.042274813064	51.78770517246812	182683398.7745339	2681.9664070304816	4563.917062543815	9.317983579594513	86.82481798959293	20829338.95377856	5744.681886147879	8876.592606953192	1.013527	38.398113	0.07059706	0.0394183	0.118019772	-0.1857258585	-0.0494699563	-0.1139615628	-0.0267892042	-0.1627180917	0.0378133004	0.1572769705	-0.0744831783	0.0784651831	-0.0945676474	-0.0338963849	-0.0129334509	0.1621726723	0.1001207148	-0.0421892574	0.0011747485	0.0242385987	-0.1726821698	-0.0025144118	0.0124778409	0.075684539	-0.0826298342	-0.0811810996	-0.1087843603	0.1759369818	-0.0344835216	-0.0819019182	0.0495218286	0.1014359904	-0.0784948199	-0.0484113641	-0.094444046	-0.0059291322	-0.1040274483	0.0315983604	-0.0852644679	0.1513019921	-0.0954102015	-0.1528522408	-0.0891947607	-0.023349564	0.0521632631	0.0133983232	-0.0037807071	-0.2650737626	0.0831303979	-0.0890000752	0.0201598199	0.0601522424	0.0205416225	0.0932683652	-0.0060592712	0.0383470403	0.0037607765	0.1284783025	0.0020733394	0.0599331461	0.0332079015	0.1444566023	0.104781392	-0.0197479742	0.0932445907	0.0102935622	-0.0630713931	-0.0337201477	-0.1435810474	0.0948942374	-0.0029362963	0.1718530864	-0.0062108909	-0.1581983637	0.0842804871	0.1337665517	0.0973875576	0.0439007383	-0.0172980123	-0.0754580649	0.0	0.0317535	0.0220813599999999	0.0004875864594495	0.0010082847622499	0.100263	0.0130110000000001	0.000169286121	0.010052669169	0.143731	0.008362	6.992304400000014e-05	0.020658600361	-0.00175302	-0.00052795	3.0730791204e-06	2.7873120250000014e-07	-0.000485699	1.4903999999999936e-05	2.221292159999981e-10	2.3590351860100002e-07	-0.000162814	0.0	2.6508398596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5342.0230709833895	3.5688427065988435	28537210.490918804	12.73663826444376	13530.0815024704	14.039227657336596	183063105.4634917	197.0999132145248	4553.773333861357	-10.14372868245755	102.89523158331195	20736851.57618678	5726.361879817156	8958.349248112601	0.958513	36.313881	0.1635964764999999	0.0843349	0.0496817914	-0.1223963717	0.1026904266	-0.0791230073	-0.0011667483	-0.1228393295	-0.0164291632	0.0224673327	-0.0342157396	0.0603876317	0.1015873026	0.0745317522	-0.0082312092	0.2016232523	-0.0195491471	0.0319603518	-0.0977782593	-0.0797608759	0.0450496395	-0.0512745747	0.0023005969	0.024697909	0.0341749722	-0.1221436705	0.083303913	0.0156117492	-0.1665378903	-0.2017190745	-0.0942831024	0.0315683071	-0.1114335951	0.2286496561	-0.1236988232	-0.1619781236	0.0679424717	-0.1108490079	0.105213949	0.0353610138	0.1151229086	-0.0184073209	-0.1830120892	-0.0784678016	-0.0948968581	0.0820846133	0.0237939755	-0.1191820582	-0.0604596649	0.1004284315	0.0640643877	0.0224561713	0.1143944497	0.0496050589	0.0186545512	0.0393793184	0.0696053373	0.1557368151	-0.0321502354	-0.1345795488	0.1067230535	0.1286404177	0.0109710623	0.0749909725	-0.0735819651	0.1919901097	0.2268583778	0.2240259012	-0.0891099564	0.0981942913	0.0238425408	0.0880061312	0.008464971	0.1345195724	0.0185239976	0.1316604456	0.0897635764	0.0295198472	-0.0367574707	-0.0955218954	0.0	0.0138447	-0.0179087999999999	0.0003207251174399	0.00019167571809	0.139432	0.0391689999999999	0.0015342105609999	0.019441282624	0.125087	-0.0186439999999999	0.0003475987359999	0.015646757569	-0.00322805	-0.00147503	1.04203068025e-05	2.1757135009e-06	-0.000614878	-0.000129179	1.6687214041e-08	3.7807495488400003e-07	-9.52947e-06	0.00015328453	9.08107984809e-11	2.34961471373209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5356.815011770764	14.791940787374187	28695467.07033261	218.8015122571841	13553.422225161165	23.34072269076387	183695254.0134926	544.7893357271394	4571.8452283252	18.07189446384291	326.593369512276	20901768.7917599	5745.975298946999	8965.440311698483	1.059084	40.124088	0.0681614265	0.0355787	0.092995924	-0.1370942027	0.1805384243	0.0283806702	-0.0181134545	-0.1595007861	0.0741941602	0.1911181804	0.0113771181	0.0248639079	0.1983579434	0.0788784722	0.0904835751	0.1828456703	0.1844781228	0.0557646789	-0.2285995676	0.1026097007	0.08176572	0.1890919679	-0.1596342859	0.0177540108	0.0925110069	-0.0163717227	0.0034048685	-0.0249284355	-0.1262009744	-0.0666660343	0.0894816774	-0.2049421017	0.0973849402	-0.1817676239	0.1145757504	-0.0145557354	0.0189589986	-0.0496153487	-0.1419097507	0.0297052168	-0.0110076462	0.15735429	0.1022417368	-0.0863457627	0.051788103	0.1896153955	0.0533363242	-0.1238842986	0.0346764981	0.0530396235	0.0422268944	-0.1257402929	0.2493464122	-0.0434499571	-0.0411493988	0.3349905114	-0.0811365827	-0.0542827166	-0.1999164841	0.0105602285	-0.0916288491	-0.1113617991	0.0994702442	-0.0610209258	-0.0202929235	-0.0143634244	-0.1002881533	0.0662442183	-0.0819011216	-0.0300490071	-0.1834747633	-0.0520006537	-0.1510004708	-0.0591763735	-0.0675558761	0.1294041125	0.0817300246	0.0148360426	-0.0555468308	-0.1128671336	0.0	0.0200092	0.0061645	3.800106025000002e-05	0.00040036808464	0.112975	-0.0264569999999999	0.0006999728489999	0.012763350625	0.122595	-0.002492	6.2100640000000406e-06	0.015029534025	-0.00279494	0.00043311	7.8116896036e-06	1.875842721e-07	-0.000540314	7.456400000000005e-05	5.559790096000008e-09	2.91939218596e-07	-0.000162814	-0.00015328453	2.6508398596e-08	2.34961471373209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5328.368930873083	-28.446080897680982	28391515.46349356	809.179518437411	13527.341368133228	-26.080857027936872	182988964.49000853	680.2111033116842	4557.259929930166	-14.585298395033533	212.7309292721677	20768618.068947107	5750.640252828091	8897.795072332852	1.035875	39.244793	0.04655747	0.0221121	0.0584258413	-0.0522249028	0.080020407	0.0860700253	-0.0263057631	-0.1055049952	-0.0035970132	0.0702645695	-0.0823463215	-0.0567925855	0.0117135648	0.050903442	0.0117395063	0.1170439098	-0.0157810693	0.0475403475	-0.1176352035	0.2373496554	-0.1107673323	-0.0176026864	-0.0303658212	-0.0141729819	-0.0641511341	-0.0869217277	-0.2591954025	-0.1832197737	0.0166312195	-0.0858576005	-0.0709945411	0.0830633246	-0.2890440085	-0.0674338995	0.048027232	-0.0026046454	-0.2549190298	0.0149191441	0.0649998444	-0.0068621767	-0.1209096161	0.0629513246	-0.0168684949	-0.1278341448	-0.1211709143	-0.1168813141	-0.0288173012	-0.1441277631	0.1382253747	0.0845190507	-0.0023040672	-0.1489323371	-0.0281160467	0.1829230483	0.0492059951	0.0634282392	-0.0232739485	-0.0179973482	-0.021062181	0.1424546062	-0.2853035916	0.1954123538	-0.059874728	-0.1181717679	-0.1298520661	0.1229989905	-0.0584456023	0.0101544161	-0.142762791	0.042937681	0.0122927368	0.0631973388	0.1533516236	-0.0252434916	0.0069634205	0.127000127	0.0733235575	0.0	-0.0733235575	-0.127000127	0.0	0.00971596	-0.01029324	0.0001059507896976	9.43998787216e-05	0.0965117	-0.0164633	0.00027104024689	0.00931450823689	0.125059	0.002464	6.071296000000039e-06	0.015639753481	-0.00294764	-0.0001526999999999	8.6885815696e-06	2.3317289999999996e-08	-0.000614878	-7.456400000000005e-05	5.559790096000008e-09	3.7807495488400003e-07	-4.33394e-05	0.0001194746	1.87830359236e-09	1.427418004516e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5335.153935822272	6.785004949188988	28463867.51891988	46.036292160519054	13545.302590099624	17.961221966395897	183475222.2573596	322.6054945261425	4546.123880407747	-11.136049522419851	124.01159896578744	20667242.33601359	5723.621516374182	8914.906266011747	0.930642	35.257961	0.0582513799999999	0.0296805	0.0647778338	-0.077231374	-0.0181144412	0.214764471	-0.0125955369	-0.1224239738	0.04086593	0.0662523469	-0.0031189414	0.0049642393	0.0939398675	-0.0268005734	-0.1177518331	0.1526343038	0.0107455424	-0.2066988886	0.0408516401	0.0886130631	0.0415393173	0.0742451018	-0.0074724213	-0.0210855747	-0.0223639663	-0.0020270763	0.1657382931	-0.1322807167	-0.0191260646	-0.0643576681	-0.0838870874	0.0547395413	0.0631607768	-0.0470608497	-0.0391783426	0.0247068432	-0.1707140381	-0.070846596	-0.0466629089	-0.0779903355	0.1127590399	0.0842258524	0.0251552919	-0.0051457651	-0.1211714782	0.075097506	-0.0146515667	-0.0915109196	-0.0360377869	0.0794715665	0.0936211191	0.0324846604	-0.120034516	-0.0538590486	0.1348914537	0.1113134271	-0.1326989664	-0.1019339916	-0.0848928585	-0.0476013999	0.1002002653	-0.0324902784	-0.1151290576	0.0252929256	-0.0961445312	-0.0281777505	0.0424680906	0.0612440781	-0.1840949478	-0.1490304227	-0.0151080507	-0.0885880688	0.1146729788	0.0488643042	-0.0143505445	0.124451232	0.0645825318	-0.0148360426	-0.0897635764	-0.1375186448	0.0	0.00971622	2.600000000001907e-07	6.760000000009914e-14	9.440493108839998e-05	0.0768714	-0.0196403	0.00038574138409	0.00590921213796	0.107625	-0.017434	0.000303944356	0.011583140625	-0.00326644	-0.0003187999999999	1.06696302736e-05	1.0163343999999984e-07	-0.000673658	-5.878000000000003e-05	3.455088400000003e-09	4.538151009640001e-07	-8.92958e-05	-4.5956400000000006e-05	7.973739897640001e-09	2.1119907009600007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5328.796865496439	-6.357070325832865	28396076.033724677	40.41234312758477	13512.224375876698	-33.07821422292545	182580207.5840364	1094.1682561777477	4561.865700748895	15.741820341148014	247.80490765298137	20810618.671669204	5740.503855970508	8873.062269925686	0.996809	37.764732	0.09635919	0.044161	0.061320929	-0.0925533664	-0.0541850899	0.0380364497	0.0045517246	-0.1342778659	-0.0071945302	0.0275879929	-0.0897681977	-0.0641612806	-0.0225742527	-0.1526777821	0.0622685942	0.1760301447	0.0489725093	0.01148508	0.0544754022	0.0787292071	-0.0839648802	-0.0491489665	-0.1017858205	0.046985219	0.0855020258	0.0870152806	-0.036258332	0.1486553331	-0.0281504817	0.026130842	0.1276109399	-0.1618456085	-0.084575469	0.0727628874	0.0624919584	0.1170930396	0.2184230946	-0.087215462	-0.0895728217	-0.0997348035	0.0036808598	0.0554193018	0.1481772382	0.0069441069	0.1020826377	-0.2340034001	0.0591665129	-0.1427060051	0.0436556748	0.0375352041	0.0295529589	-0.0206360887	0.0015222123	0.056111179	0.0801437921	0.0305769245	0.070930244	0.027890864	-0.1071322895	0.0531298698	0.0141524378	-0.1043220007	0.2022348852	0.0254697265	0.0312186824	0.05404211	-0.0360484609	-0.1262317473	0.1103301588	0.1295393881	0.0761754927	-0.0853811742	-0.2339287399	0.097484923	-0.1287786766	0.121760336	0.0555468308	-0.0295198472	-0.1045671817	-0.1441233256	0.0	0.0097346	1.838000000000013e-05	3.3782440000000484e-10	9.476243715999998e-05	0.0577616	-0.0191098	0.00036518445604	0.00333640243456	0.129358	0.021733	0.000472323289	0.016733492164	-0.00262306	0.0006433799999999	6.8804437636e-06	4.139378243999998e-07	-0.00106672	-0.0003930619999999	1.5449773584399996e-07	1.1378915584e-06	-0.000162814	-7.35182e-05	2.6508398596e-08	5.404925731239999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5344.2251524977455	15.428287001306671	28560742.48058955	238.0320397946884	13521.834825636191	9.61044975949335	182840017.05178773	92.36074457974576	4560.197242453759	-1.6684582951356788	2.783753082607056	20795398.890082862	5719.489282865855	8942.092712323218	0.955254	36.190414	0.08323121	0.0492713	0.0149842724	-0.0472967191	-0.0884096208	0.1464641988	0.0130509643	-0.0701075106	0.0088897257	-0.0220915207	0.0351587836	0.0376188588	0.1327048495	-0.1505204908	0.0462303213	0.0555220739	-0.1270320033	-0.0472361729	0.066213027	-0.0771052865	0.0453292402	0.0814793506	-0.2253952484	0.042074904	0.1136610811	-0.0466943787	-0.0334643883	0.0152143646	0.0080812944	-0.1246770052	0.0111690362	0.1538226737	-0.048248981	-0.0429922294	0.0460781956	0.1097523102	0.0305719344	0.0265517449	0.1549670106	-0.1397370823	-0.1734845742	-0.0927809008	-0.0507941579	-0.0130102621	-0.0571847928	0.1280226021	0.0533953117	0.0023417063	-0.1258852261	0.065746676	0.036347586	0.0528962694	-0.0963306054	0.0131729768	0.0064392132	0.0547284119	-0.099564392	0.1280142627	-0.189643038	-0.0346774864	-0.1175262855	-0.0542501097	-0.0763020188	0.061493261	0.013822666	-0.002272894	-0.0464710425	0.0474693133	0.1243064551	-0.0355497684	0.2416046558	0.0170402125	0.13675453	-0.0293436041	-0.1614072023	0.1189305091	0.0462576824	-0.0439007383	-0.1174644996	-0.1466261977	0.0	0.00970119	-3.340999999999934e-05	1.1162280999999562e-09	9.41130874161e-05	0.0445912	-0.0131704	0.00017345943616	0.0019883751174399	0.100307	-0.029051	0.000843960601	0.0100614942489999	-0.00251291	0.0001101499999999	6.3147166681000005e-06	1.2133022499999964e-08	-0.000357342	0.0007093779999999	5.032171468839998e-07	1.27693304964e-07	-0.000162814	0.0	2.6508398596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5346.117316775799	1.8921642780533148	28580970.364730068	3.580285655141022	13554.095987188715	32.261161552523845	183713518.02992523	1040.7825447180428	4559.15554938592	-1.0416930678393328	1.0851244475845208	20785899.323496427	5740.073296095408	9020.812139238871	1.107522	41.959164	0.3103130349999999	0.205244	-0.0361186486	0.1104124167	0.1178726693	0.098645752	0.0012134229	0.0895492786	0.0186138808	0.0280437984	0.0013651759	-0.1141894279	0.0639496216	0.0131248533	0.0301696616	-0.0777307099	-0.1314340745	-0.1458957721	0.0772955671	0.0650588581	0.2814450279	-0.0137748226	-0.0505727372	-0.0324991171	-0.1664873896	0.135682777	-0.006896286	0.1049738547	0.0899745799	0.1167993408	-0.0170833476	-0.1063010591	-0.0405313111	-0.2097487641	-0.0185827241	0.0868826214	-0.0134560362	0.2154598519	0.1984058392	0.0002741927	0.0948798722	0.098840077	0.0101399934	0.1339324743	0.0347158623	0.0517831968	0.00606285	0.1092922366	0.0250497836	0.0949180458	-0.010101918	-0.1137495	-0.17137678	-0.1931590114	0.012550539	-0.0626383353	0.0244242378	0.0033120875	-0.1276372529	0.161339145	0.0391553721	0.050984483	0.0457284894	0.0453224505	0.0030543214	-0.3238965122	-0.107460124	0.0273429754	0.1801679169	0.0364457373	0.0642679312	-0.0398727546	0.2304676424	0.0504660119	0.120891451	0.1159649805	0.0367574707	-0.0578311484	-0.1282204088	-0.1449560281	0.0	-0.00187215	-0.01157334	0.0001339421987556	3.5049456225e-06	0.0052519	-0.0393392999999999	0.0015475805244899	2.7582453610000003e-05	-0.00125802	-0.1015650199999999	0.0103154532876003	1.5826143204000005e-06	0.000406655	0.002919565	1.65368289025e-07	8.523859789225001e-06	-0.000189128	0.000168214	2.8295949796000007e-08	3.5769400384e-08	-9.38855e-05	6.892850000000001e-05	8.814487110249999e-09	4.7511381122500014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5306.401911909607	-39.71540486619142	28157901.250717934	1577.313383685501	13480.532197339258	-73.56378984945695	181724748.3235004	5411.631177015066	4551.649887177119	-7.505662208800459	56.33496519261538	20717516.69543948	5739.713601967501	8894.85143471348	1.123832	42.57711	0.119352035	0.0591201	-0.0418120162	0.1171117286	-0.0779289798	0.0518560358	-0.0093969484	0.0671726123	0.0598142367	-0.0518667497	-0.0165271142	-0.1453726346	-0.2355519302	-0.0174312269	0.0088910712	-0.1328325972	-0.1358454163	0.0293005888	0.0883831789	0.1923493992	-0.1140293001	0.005395585	0.1528312895	0.0365983091	-0.0249888217	-0.0779535513	0.1381931769	0.1373238662	0.0565865522	0.1756155145	0.1261442515	0.0315465849	0.1074667923	0.1783485807	-0.315992121	-0.07978977	0.1462219525	-0.0459408672	-0.0797089399	-0.0658044289	-0.0618143846	-0.0337883	0.078837787	0.0584092488	0.0821297235	0.0930324376	-0.0358170118	-0.0140654012	0.1276688289	-0.1271919468	-0.0966307327	-0.1101864366	-0.2013878345	0.0994588877	-0.0164456722	-0.0638059532	0.0128933893	0.021934658	0.208168076	-0.1030036382	0.2589719625	-0.0591870383	0.0754357205	-0.0388753584	0.0051292358	-0.1319361305	0.3208993329	-0.1569538389	0.0388624615	0.0718242945	0.0382451681	-0.0692702017	-0.079906812	-0.0483570538	-0.0471920285	0.1128671336	0.0270895432	-0.0711681327	-0.1366388261	-0.1391603506	0.0	0.00967022	0.01154237	0.0001332263052169	9.35131548484e-05	0.0208572	0.0156052999999999	0.0002435253880899	0.0004350227918399	0.0285088	0.02976682	0.0008860635729124	0.00081275167744	0.00142945	0.001022795	2.0433273025000003e-06	1.046109612025e-06	-3.21006e-05	0.0001570274	2.465760435076e-08	1.03044852036e-09	-0.000162814	-6.892850000000001e-05	2.6508398596e-08	4.7511381122500014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5324.84273273339	18.44082082378281	28353950.1283436	340.0638726548619	13463.296615960124	-17.2355813791346	181260355.7693233	297.0652654767714	4540.723308836416	-10.92657834070269	119.39011423551317	20618168.167410333	5703.063842687046	8906.526246385803	1.025771	38.861984	0.124185285	0.0773803	-0.0850794881	0.0358982654	0.0446716274	-0.1103668948	0.0208366816	0.0962962628	0.0053947302	-0.213464715	0.0298050043	-0.0531261554	0.0044635336	0.036044758	-0.079471293	-0.0529740833	-0.113126593	0.0220117361	-0.0159386829	-0.1875578408	0.0933699272	0.0375356046	0.0714645025	-0.0704133501	0.000477851	0.0990732712	0.0623788341	0.0719147952	-0.2135393394	0.079664753	0.1014190654	0.1699105904	0.1671279789	-0.0782523833	-0.0606502102	-0.0950990434	-0.0187800856	0.0095018244	0.0589103227	0.1838905089	-0.2856902532	0.141896248	-0.0788424232	0.1457684001	0.0459078197	-0.1137106676	-0.0156588568	0.1453492089	-0.1518978221	0.0631012053	0.0407984414	0.0885910255	0.045045141	-0.0201856472	-0.0693011698	-0.0398696358	-0.0177062329	0.0253410366	-0.0126232449	-0.0152127949	0.1937607854	0.0765261125	-0.0207529367	0.0208543262	0.1244290671	-0.0530156248	0.1549493178	-0.110912623	0.0914493212	-0.1131955516	-0.1519185322	0.1883516064	0.1457905873	-0.0056923463	-0.2209081784	0.1096405033	0.0172980123	-0.0837748356	-0.1425662815	-0.1294041125	0.0	0.0096791	8.879999999999305e-06	7.885439999998766e-11	9.368497681e-05	0.0479623	0.0271051	0.00073468644601	0.00230038222129	0.0427055	0.0141967	0.0002015462908899	0.00182375973025	0.000126611	-0.001302839	1.6030345321e-08	1.697389459921e-06	-0.000189128	-0.0001570274	2.465760435076e-08	3.5769400384e-08	3.48117e-05	0.0001976257	1.2118544568899998e-09	3.9055917300490006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
